"fiscal_year","system_code","location_code","location_name","beds","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","administrative_district_code","administrative_district_name","community_school_sup_name","tier_3_support_location_name","tier_3_support_leader_name","tier_2_support_location_name","highschool_network_location","highschool_network_name","highschool_network","community_district_1","police_precinct"
"2020","84K702","K702","Community Partnership Charter School","331300860810","Charter","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05","2000-04-04T00:00:00.000","Open","K270","241 EMERSON PLACE","NY","995028","191129","-73.961134","40.691275","302","35","19300","3019230001","BK69","Clinton Hill","Esosa Ogbahon","Principal","718-399-3824","718-399-2149","13","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","302","88"
"2020","84K703","K703","Beginning With Children Charter School","331400860825","Charter","General Academic","K-8","0K,01,02,03,04,05,06","0K,01,02,03,04,05,06,07,08","2000-07-01T00:00:00.000","Closed","K157","850 KENT AVENUE","NY","995342","192631","-73.959999","40.695397","303","33","123700","3018970013","BK75","Bedford","Valerie Davis-Fells","PRINCIPAL","718-388-8847","718-388-8936","14","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","303","79"
"2020","84K704","K704","Explore Charter School","331700860841","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2001-07-01T00:00:00.000","Open","K002","655 PARKSIDE AVENUE","NY","997686","178433","-73.951575","40.656423","309","40","80200","3050500051","BK60","Prospect Lefferts Gardens-Wingate","Latasha Williams/Anwar Abdul-Rahman","PRINCIPAL","718-703-4484","718-703-8550","17","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","309","71"
"2020","17K705","K705","Brooklyn Arts and Science Elementary School","331700010705","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","2012-07-01T00:00:00.000","Open","K022","443 ST MARKS AVENUE","NY","995319","185965","-73.960093","40.6771","308","35","30500","3011480050","BK61","Crown Heights North","Sandra Beauvoir Soto","Principal","718-230-0851","NULL","17","17","COMMUNITY SCHOOL DISTRICT 17","ELLIS, CLARENCE","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 2- Brooklyn South","NULL","NULL","NULL","308","77"
"2020","84K707","K707","Brooklyn Prospect Charter School","331500860935","Charter","General Academic","K-12 all grades","07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12","2009-07-01T00:00:00.000","Open","KAGI","3002 FORT HAMILTON PARKWAY","NY","990155","175322","-73.97872","40.647893","307","39","50000","3053160001","BK40","Windsor Terrace","Kim Raccio/Carolyn Michael","Principal","347-889-7041","347-889-7083","15","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","307","72"
"2020","84K710","K710","Brownsville Collegiate Charter School","332300860939","Charter","General Academic","Junior High-Intermediate-Middle","05,06,07,08,09","06,07,08","2009-07-01T00:00:00.000","Open","K150","364 SACKMAN STREET","NY","1010565","182941","-73.90514","40.668768","316","41","90800","3037440009","BK81","Brownsville","Anjya Thomas","Principal","718-636-0370","347-296-8321","23","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","316","73"
"2020","84K711","K711","Leadership Preparatory Brownsville Charter School","332300860942","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2009-07-01T00:00:00.000","Open","K275","985 ROCKAWAY AVENUE","NY","1010148","178159","-73.906662","40.655644","316","42","92200","3036360007","BK81","Brownsville","Jacobi Clifton/Brianna Riis","PRINCIPAL","718-669-7461","718-228-6496","23","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","316","73"
"2020","84K712","K712","Excellence Girls Charter School","331600860938","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08","2009-07-01T00:00:00.000","Open","K309","794 MONROE STREET","NY","1005210","189979","-73.924422","40.6881","303","41","38500","3016430036","BK35","Stuyvesant Heights","Nikki Bowen/Meredith Anderson","Principal","718-638-1875","718-228-6670","16","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","303","81"
"2020","75K721","K721","P.S. K721 - Brooklyn Occupational Training Center","307500013721","DOE","Special Education","High school","0K,01,02,03,04,06,07,08,09,10,11,12,SE","10,11,12,SE","1999-07-01T00:00:00.000","Open","K722","64 AVENUE X","NY","989270","153527","-73.981925","40.58807","313","47","30800","3071850020","BK26","Gravesend","BARBARA TREMBLAY","Principal","718-996-8199","718-449-2176","21","75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE BCO","Tillman Roberto","Children First Network 755","NULL","NULL","NULL","313","60"
"2020","17K722","K722","New Heights Middle School","331700010722","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2012-07-01T00:00:00.000","Open","K391","790 EAST NEW YORK AVENUE","NY","1001919","180501","-73.936313","40.662092","309","41","87600","3048060001","BK60","Prospect Lefferts Gardens-Wingate","Michael Wiebusch","I.A. Principal","718-467-4501","718-467-4506","17","17","COMMUNITY SCHOOL DISTRICT 17","ELLIS, CLARENCE","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 2- Brooklyn South","NULL","NULL","NULL","309","71"
"2020","84K724","K724","Leadership Prep Canarsie Charter School (Leadershi","331800860943","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05","2013-07-01T00:00:00.000","Open","K279","1070 EAST 104 STREET","NY","1014000","173970","-73.892797","40.644134","318","46","98600","3082300001","BK50","Canarsie","Michael Scott Jr./Mallory Bocachica","Principal","718-250-5767","212-881-9666","18","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","318","69"
"2020","84K726","K726","Fahari Academy Charter School","331700860951","Charter","General Academic","Secondary School","05,06,07,08,SE","05,06,07,08,09,10,11,12","2009-07-01T00:00:00.000","Closed","K246","72 VERONICA PLACE","NY","997159","175492","-73.95348","40.648352","317","40","79400","3051100025","BK95","Erasmus","Stephanie Clagnaz","PRINCIPAL","718-282-5139","718-282-5397","17","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","317","67"
"2020","21K728","K728","Liberation Diploma Plus","332100011728","DOE","Transfer School","High school","09,10,11,12","09,10,11,12","2007-07-01T00:00:00.000","Open","K728","2865 WEST 19TH STREET","NY","988302","149485","-73.985413","40.576976","313","47","32600","3070200039","BK21","Seagate-Coney Island","APRIL LEONG","Principal","718-946-6812","718-946-6825","21","21","NULL","NULL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","313","60"
"2020","84K730","K730","Summit Academy Charter School","331500860953","Charter","General Academic","Secondary School","06,07,08,09,10,11,12","06,07,08,09,10,11,12","2009-07-01T00:00:00.000","Open","K027","27 HUNTINGTON STREET","NY","982821","186259","-74.005151","40.677914","306","38","5900","3005250001","BK33","Carroll Gardens-Columbia Street-Red Hook","Dr. Stephen Jackson","Executive Director","718-875-1403","718-875-1891","15","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","306","76"
"2020","84K731","K731","Brooklyn Excelsior Charter School","331600860847","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2003-07-01T00:00:00.000","Open","KAQX","856 QUINCY STREET","NY","1005025","190514","-73.925087","40.689569","303","41","38700","3016330058","BK35","Stuyvesant Heights","Christopher Petty","PRINCIPAL","718-246-5681","718-246-5864","16","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","303","81"
"2020","84K733","K733","Math, Engineering, and Science Academy Charter Hig","333200861059","Charter","General Academic","High school","09,10,11,12","09,10,11,12","2013-07-01T00:00:00.000","Open","K291","231 PALMETTO STREET","NY","1007760","192814","-73.915217","40.695875","304","37","43300","3033430001","BK77","Bushwick North","Arthur Samuels","PRINCIPAL","718-282-7426","718-919-1479","32","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","304","83"
"2020","84K734","K734","The Ethical Community Charter School (TECCS)","331400860930","Charter","General Academic","Elementary","01,02,03,04,05","0K,01,02,03,04,05","2009-07-01T00:00:00.000","Closed","K297","700 PARK AVENUE","NY","998623","193354","-73.948166","40.697377","303","36","25700","3017390011","BK75","Bedford","Annette Keane","PRINCIPAL","718-599-2176","718-599-2814","14","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","303","79"
"2020","84K736","K736","New American Academy Charter School","331800861057","Charter","General Academic","Elementary","0K,01,02,03,04,05","0K,01,02,03,04,05","2013-07-01T00:00:00.000","Open","K233","9301 AVENUE B","NY","1008035","176699","-73.914282","40.651642","317","42","93000","3047530001","BK96","Rugby-Remsen Village","Lisa Parquette Silva","PRINCIPAL","718-385-1709","718-385-1856","18","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","317","67"
"2020","84K737","K737","Brownsville Ascend Charter School","332300860954","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2009-07-01T00:00:00.000","Open","KBVT","1501 PITKIN AVENUE","NY","1006964","182876","-73.918123","40.668608","316","41","90000","0","BK81","Brownsville","Erica Murphy/Emily Fernandez","PRINCIPAL","718-240-9162","718-240-9140","23","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","316","73"
"2020","84K738","K738","New Visions Charter High School for Advanced Math","332200861053","Charter","General Academic","High school","09,10,11,12","09,10,11,12","2013-07-01T00:00:00.000","Open","K495","3000 AVENUE X","NY","1001848","155386","-73.936635","40.593157","315","48","62600","3074250002","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","Nissi Jonathan","PRINCIPAL","718-934-9240","718-934-9171","22","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","315","61"
"2020","84K739","K739","New Visions Charter High School for the Humanities","332200861051","Charter","General Academic","High school","09,10,11,12","09,10,11,12","2013-07-01T00:00:00.000","Open","K495","3000 AVENUE X","NY","1001848","155386","-73.936635","40.593157","315","48","62600","3074250002","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","Janique Cambridge","PRINCIPAL","718-368-4145","718-368-4148","22","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","315","61"
"2020","84K740","K740","Brooklyn Scholars Charter School","331900860958","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2009-07-01T00:00:00.000","Open","KAJS","2635 LINDEN BOULEVARD","NY","1021107","183169","-73.867138","40.669356","305","42","120800","3044640025","BK82","East New York","Desiree Kirton","Principal","718-348-9360","718-348-9362","19","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","305","75"
"2020","84K741","K741","Success Academy Crown Heights (Brooklyn 7)","331700861041","Charter","General Academic","Elementary","0K,01,02,03,04,05,06,07","0K,01,02,03,04,05,06,07,08","2013-07-01T00:00:00.000","Open","K161","330 CROWN STREET","NY","998331","181834","-73.949243","40.665757","309","35","31900","3012970026","BK63","Crown Heights South","Christopher Timberlake","Principal","646-790-2129","914-462-3286","17","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","309","71"
"2020","84K742","K742","Explore Empower Charter School","331700860950","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2009-05-05T00:00:00.000","Open","K210","188 ROCHESTER AVENUE","NY","1003968","184371","-73.928917","40.67271","308","36","34700","3013670022","BK61","Crown Heights North","Christina Cotter","PRINCIPAL","718-771-2090","718-771-2128","17","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","308","77"
"2020","84K744","K744","Coney Island Preparatory Public Charter School","332100860949","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12","2009-07-01T00:00:00.000","Open","K303","501 WEST AVENUE","NY","992025","151505","-73.972009","40.582518","313","47","35400","3072500025","BK23","West Brighton","Jacob Mnookin/Evan Burns","Principal","718-513-6951","718-513-6955","21","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","313","60"
"2020","84K744","K744","Coney Island Preparatory Public Charter School","332100860949","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12","2009-07-01T00:00:00.000","Open","K303","501 WEST AVENUE","NY","992025","151505","-73.972009","40.582518","313","47","35400","3072500025","BK23","West Brighton","Jacob Mnookin/Evan Burns","Principal","718-513-6951","718-513-6955","21","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","313","60"
"2020","17K745","K745","Brooklyn Institute for Liberal Arts","331700011745","DOE","General Academic","High school","08,09,10,11,12,SE","09,10,11,12","2012-07-01T00:00:00.000","Open","K470","600 KINGSTON AVENUE","NY","999832","179253","-73.943839","40.658671","309","40","81000","3048110001","BK60","Prospect Lefferts Gardens-Wingate","ANN MARIE HENRY STEPHENS","Principal","718-221-1097","718-221-1794","17","17","NULL","NULL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South","HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","309","71"
"2020","84K746","K746","Hebrew Language Academy Charter School","332200860955","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2009-07-09T00:00:00.000","Open","KBZT","2186 MILL AVENUE","NY","1008041","162350","-73.914312","40.612258","318","46","69800","3084701091","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin","Hadar Dohn","Principal","718-377-7200","718-377-7220","22","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","318","63"
"2020","23K747","K747","P.S. 747 A Great Start Academy","332300010747","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE",,"2010-07-01T00:00:00.000","Initiated, never opened","K332","51 CHRISTOPHER AVENUE","NY","1010320","184197","-73.906018","40.672216","316","37","90800","3036930001","BK81","Brownsville","NULL","NULL","NULL","NULL","23","23","COMMUNITY SCHOOL DISTRICT 23","PATE, MIATHERESA","NULL","NULL","NULL","NULL","NULL","NULL","316","73"
"2020","20K748","K748","P.S. 748 Brooklyn School for Global Scholars","332000010748","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2010-07-01T00:00:00.000","Open","K163","1664 BENSON AVENUE","NY","982176","160328","-74.007469","40.606739","311","43","18000","3063990040","BK27","Bath Beach","Ursula Annio","Principal","718-382-3130","718-382-3140","20","20","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South","NULL","NULL","NULL","311","62"
"2020","15K749","K749","Brooklyn High School For Young Men","331500011749","DOE","General Academic","High school","09,10,11,12,SE",,"2010-07-01T00:00:00.000","Initiated, never opened","K806","362 SCHERMERHORN STREET","NY","989844","189259","-73.979829","40.686147","302","33","3900","3001740001","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","NULL","NULL","NULL","NULL","15","15","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","NULL","NULL","NULL","NULL","NULL","NULL","302","84"
"2020","17K751","K751","Academy for Health Careers","331700011751","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2010-07-01T00:00:00.000","Open","K625","150 ALBANY AVENUE","NY","1001092","185533","-73.939282","40.675905","308","36","31100","3012160046","BK61","Crown Heights North","Deonne Martin","Principal","718-773-0128","718-773-0648","17","17","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 3- Affinity Group","HS07","HS Network 07 Superintendent Office","CINTRON, RICHARD","308","77"
