"prequalified_vendor_master_trade_code","prequalified_vendor_trade_description","prequalified_vendor_name","prequalified_vendor_address","prequalified_vendor_city_name","prequalified_vendor_state_code","prequalified_vendor_zip_code","prequalified_vendor_phone_number","prequalified_vendor_fax_number","prequalified_vendor_contact_person","prequalified_vendor_minority_business_indicator","prequalified_vendor_women_business_indicator","prequalified_vendor_local_business_indicator","prequalified_vendor_over_million_dollar_revenue_indicator","prequalified_vendor_date"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Playsites + Surfaces, Inc.","103  Brightside Avenue","Central Islip                 ","NY","11722          ","631-392-0960                  ",,"Tiffany Santiago              ","N","N","N","N","2026-02-08T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Singh Landscaping & Lawn Sprinkler Corp.","99-05  211th Street","Queens Village                ","NY","11429          ","917-968-9821                  ","718-740-3068   ","Ranjit Singh                  ","N","N","N","Y","2026-06-22T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Sunny Acres Landscaping Inc.","1401 Rossback Rd","Davidsonville                 ","MD","21035          ","410-721-1556                  ",,"Lester Belcher III            ","N","N","N","N","2025-07-06T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","Taru Associates Corporation","1068 Susan Court","North Merrick                 ","NY","11566          ","516-503-1996                  ","               ","Chirag Shah, CEO              ","Y","N","N","N","2025-09-02T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","TBO Sitescapes, Inc","40-18 Bell Blvd.","Bayside                       ","NY","11361          ","718-224-0070                  ","646-533-0718   ","Kristine Barron               ","N","Y","N","Y","2026-05-30T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","TECHNOMEN NY INC","112-18 LIBERTY AVE","SOUTH RICHMOND HILL           ","NY","11419          ","646-208-6764                  ",,"BALDEV SINGH                  ","Y","N","N","N","2025-10-04T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","THE LANDTEK GROUP, INC.","105 SWEENEYDALE AVENUE","BAYSHORE                      ","NY","11706          ","631-691-2381                  ",,"Danielle Graber               ","N","N","N","Y","2024-03-05T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","U.A. CONSTRUCTION CORPORATION","277 Huron Street","Brooklyn                      ","NY","11222          ","718-389-3300                  ","917-807-4801   ","Oded Horodniceanu             ","N","N","N","Y","2024-03-19T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","VAM Builders Inc.","969 Gabriel Ave","Franklin Square               ","NY","11010          ","516-637-3608                  ","516-350-6227   ","Abraham Mathews               ","Y","N","N","N","2026-08-16T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","VENUS GROUP, INC.","97-06 117th Street","South Richmond Hill           ","NY","11419          ","347-480-5450                  ","718-433-8722   ","DHARMBIR SINGH                ","Y","N","N","Y","2026-01-06T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","VERDUGOS GENERAL CONTRACTORS CORP","608  Liberty ave","Brooklyn                      ","NY","11207          ","718-235-9727                  ","347-385-4248   ","marco verdugo                 ","Y","N","N","Y","2026-04-18T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","VIF CORP","7956 Metropolitan Ave","Middle Village                ","NY","11379          ","718-361-7949                  ","917-528-2550   ","Vanessa Feliciano             ","Y","Y","N","N","2026-04-11T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","WBE Unlimited Corp.","36-22A Francis Lewis Blvd.","Flushing                      ","NY","11358          ","718-353-2905                  ",,"Filomena Gonzalez             ","N","Y","N","N","2026-08-07T00:00:00.000"
"02882  ","SPORTS FIELDS, PLAY FIELDS                                                                ","WILLIAM A. GROSS CONST. ASSOC. INC.","117 South 4th Street","NEW HYDE PARK                 ","NY","11040          ","516-437-0909                  ",,"Donna DeDestefano             ","N","N","N","Y","2024-09-28T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","AAL Construction Services LLC","1 Oak Point Avenue","Bronx                         ","NY","10474          ","201-621-3090                  ",,"Ayca Ergeneman                ","N","Y","N","Y","2026-03-02T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","ANTONIO NATALE LANDSCAPING, INC","79  HILLSIDE AVE ","WILLISTON PARK                ","NY","11596          ","917-238-0812                  ",,"Jennifer Miletic              ","N","N","N","N","2024-04-14T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","A&S Landscape Design & Consulting Inc","151-08  6th road ","whitestone                    ","NY","11357          ","917-559-2090                  ",,"Anthony Graci                 ","N","N","N","N","2025-06-01T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","Bedford Landscape Contractors, LLC","68 Jay Street ","Brooklyn                      ","NY","11201          ","718-702-0027                  ","718-702-2370   ","Joe Bedford                   ","Y","N","N","N","2024-03-26T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","Brooklyn Grange LLC","63 Flushing Ave","Brooklyn                      ","NY","11205          ","347-628-2266                  ","347-628-2266   ","Michelle Chasen               ","N","N","N","Y","2024-10-29T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","COUNTY TREE CARE INC.","125 Androvette Street","STATEN ISLAND                 ","NY","10309          ","718-966-8000                  ","347-680-8509   ","THOMAS McAULEY                ","N","N","N","N","2025-08-23T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","DOYLE-BALDANTE, INC.","535 BROAD HOLLOW ROAD ","MELVILLE                      ","NY","11747          ","631-694-7171                  ","516-395-6311   ","JAMES T. DOYLE                ","N","N","N","Y","2024-01-19T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","Eastern Landscape Contractors, Inc.","788  Shrewsbury Ave.","Tinton Falls                  ","NJ","07724          ","908-502-5858                  ","732-713-3131   ","Jennifer Feldman              ","N","Y","N","N","2023-09-29T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","FAMILY TREE SERVICE, INC.","110 A Dinsmore Street","Staten Island                 ","NY","10314          ","718-698-2725                  ","347-234-8579   ","Felicia Regina                ","N","N","N","N","2024-03-15T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","Frank Marando Landscape Inc.","11-20 131st Street 131 STREET","COLLEGE POINT                 ","NY","11356          ","718-461-3200                  ",,"JOE MARANDO                   ","N","N","N","N","2026-05-09T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","Fredante Construction Corp.","18 Woodlee Road","Cold Spring Harbor            ","NY","11724          ","631-367-4479                  ","516-526-9984   ","THOMAS BALDANTE               ","N","N","N","Y","2023-12-17T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","HARDER SERVICES, INC","63 JERUSALEM AVENUE","HEMPSTEAD                     ","NY","11550          ","516-481-8800                  ","516-860-9176   ","John D. Harder                ","N","N","N","N","2026-01-10T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","Honey Construction NY, Inc.","135-16 124th st","South ozone park              ","NY","11420          ","917-346-2689                  ","718-843-6320   ","Malkit Multani                ","Y","N","N","N","2025-10-06T00:00:00.000"
"02900  ","LANDSCAPING                                                                               ","Kelco Construction, Inc.","25 Newton Place","Hauppauge                     ","NY","11788          ","631-462-2952                  ","631-462-3524   ","Mike Shannon                  ","N","N","N","Y","2024-11-03T00:00:00.000"
