"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"142837","Brooklyn","2127","COLEMAN STREET","Street","1F","20.0",,,,"AVENUE U","AVENUE T","318.0","3187C","11234.0","46.0","22.0","59.0","8.0","0093849","Populated","POINT (-73.9252595196052340 40.6099009427530362)","BED8D76E-09B6-4758-8AAE-8386F7287DB0","2015-03-18 04:00:00.0000000","2022-08-31 02:39:11.0000000",,,,,,,,,,"POINT (-73.92525951960523 40.609900942753036)"
"142838","Brooklyn","5709","AVENUE N","Street","AV N","30.0",,,,"EAST  58 STREET","EAST  57 STREET","318.0","3185E","11234.0","46.0","19.0","59.0","8.0","0065580","Populated","POINT (-73.9197642347073298 40.6194488752828846)","1B3F4E73-2913-4893-9356-756B3571642D","2015-03-18 04:00:00.0000000","2019-07-23 17:27:15.0000000",,,,,,,,,,"POINT (-73.91976423470733 40.619448875282885)"
"142839","Staten Island","218","3 STREET","Street",,,,,,"BEACH AVENUE","ROSS AVENUE","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0089716","Empty","POINT (-74.1206609579316336 40.5724777795903293)","DB31B1F9-616F-4294-A598-262FFA9C8A25","2015-03-18 04:00:00.0000000",,,,,"40.572512","-74.120704","134","5057372","5042060047","New Dorp-Midland Beach","POINT (-74.12066095793163 40.57247777959033)"
"142840","Brooklyn","3423","TILDEN AVENUE","Street","E 35 ST","28.0",,,,"EAST   35 STREET","EAST   34 STREET","317.0","3172B","11203.0","45.0","21.0","42.0","9.0","0047089","Empty","POINT (-73.9444620443014315 40.6472376031594038)","AB084964-EF01-41B9-9525-730BF35E8C2A","2015-03-18 04:00:00.0000000","2019-04-23 19:50:48.0000000",,,,,,,,,,"POINT (-73.94446204430143 40.647237603159404)"
"142841","Staten Island","420","MOUNTAINVIEW AVENUE","Street",,,,,,"PORTAGE AVENUE","HAROLD STREET","502.0","5023E","10314.0","50.0","24.0","63.0","11.0","0059039","Empty","POINT (-74.1251203958352392 40.6009701471379714)","ADD09946-36B0-4DEC-8950-526257F6F751","2015-03-18 04:00:00.0000000",,,,,,,,,,,"POINT (-74.12512039583524 40.60097014713797)"
"143222","Queens","28-032","211 STREET","Street","211 STREET",,,,,"29 AVENUE","28 AVENUE","411.0","4112D","11360.0","19.0","11.0","26.0","6.0","0006008","Empty","POINT (-73.7780947768157915 40.7752979227456578)","CF768ED7-B2B9-42D9-83B4-09DF9168A46A","2015-03-19 04:00:00.0000000","2019-05-06 15:18:42.0000000",,,,"40.775601","-73.778096","1093","4133730","4060100036","Bayside","POINT (-73.77809477681579 40.77529792274566)"
"143223","Queens","28-32","211 STREET","Street","211 STREET",,,,,"29 AVENUE","28 AVENUE","411.0","4112D","11360.0","19.0","11.0","26.0","6.0","0006008","Populated","POINT (-73.7780855352065714 40.7752496574549710)","54883A5D-4657-4D41-8034-C0191B21D5BF","2015-03-19 04:00:00.0000000","2019-05-06 15:22:07.0000000",,,,"40.775601","-73.778096","1093","4133730","4060100036","Bayside","POINT (-73.77808553520657 40.77524965745497)"
"143224","Queens","88-16","164 AVENUE","Street","164 AVENUE 1F",,,,,"89 STREET","88 STREET","410.0","4104C","11414.0","32.0","15.0","23.0","8.0","0032954","Populated","POINT (-73.8418237869141905 40.6501539262229130)","64A526BB-AF13-4C60-9E5A-216307C6648D","2015-03-19 04:00:00.0000000","2017-12-26 12:50:03.0000000",,,,"40.650170","-73.842231","892.01","4294578","4140820007","Howard Beach-Lindenwood","POINT (-73.84182378691419 40.65015392622291)"
"143225","Staten Island","445","DONGAN HILLS AVENUE","Street","1sX Nugent Ave",,,,,"OLYMPIA BOULEVARD","NUGENT AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044998","Populated","POINT (-74.0882085098002392 40.5818918021792712)","3776EEC4-B06E-4990-B832-CF2C86AD200A","2015-03-19 04:00:00.0000000","2021-12-06 20:08:05.0000000",,,,,,,,,,"POINT (-74.08820850980024 40.58189180217927)"
"143226","Staten Island","418","DONGAN HILLS AVENUE","Street",,,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Populated","POINT (-74.0890048786165352 40.5821870783946608)","7B362D7D-0F1D-4ADD-8F06-C6167E05E9A3","2015-03-19 04:00:00.0000000","2019-07-19 15:56:55.0000000",,,,,,,,,,"POINT (-74.08900487861654 40.58218707839466)"
"143227","Staten Island",,,"Park",,,,"Dongan Playground",,,,"502.0",,,,,,,,"Populated","POINT (-74.0895767242667631 40.5826189959804466)","4A6B9D18-3400-4795-BBD8-F4E3295E00F1","2015-03-19 04:00:00.0000000","2015-03-19 13:49:34.0000000",,,,,,,,,,"POINT (-74.08957672426676 40.58261899598045)"
"143228","Staten Island",,,"Park",,,,"Dongan Playground",,,,"502.0",,,,,,,,"Empty","POINT (-74.0895338250062849 40.5826720430081807)","40875D04-4E04-4E10-8188-2D2972E82DCB","2015-03-19 04:00:00.0000000","2023-03-31 13:39:10.0000000",,,,,,,,,,"POINT (-74.08953382500628 40.58267204300818)"
"143231","Brooklyn","1865","55 STREET","Street","55 STREET","15.0",,,,"19 AVENUE","18 AVENUE","312.0","3124C","11204.0","44.0","17.0","48.0","10.0","0086572","Populated","POINT (-73.9827246303559320 40.6239336721574276)","DD2320DC-C4AA-4C3F-A878-92DFCE4BF237","2015-03-19 04:00:00.0000000","2019-09-25 18:47:20.0000000",,,,"40.624075","-73.983022","470","3130596","3054870053","Borough Park","POINT (-73.98272463035593 40.62393367215743)"
"143232","Brooklyn","1024","FULTON STREET","Street","FULTON ST","4.0",,,,"IRVING PLACE","DOWNING STREET","302.0","3023A","11238.0","36.0","25.0","57.0","8.0","0039064","Populated","POINT (-73.9599277461876596 40.6819513919690152)","0B53AE43-1B69-4055-BDF3-579C1C77E4E0","2015-03-19 04:00:00.0000000","2018-11-19 14:51:34.0000000",,,,,,,,,,"POINT (-73.95992774618766 40.681951391969015)"
"143233","Brooklyn","1386","ALBANY AVENUE","Street","ALBANY AVENUE","40.0",,,,"FOSTER AVENUE","AVENUE D","317.0","3175C","11203.0","45.0","21.0","58.0","9.0","0085438","Populated","POINT (-73.9378942517258650 40.6396693300619845)","FB016AF0-5BF7-49B0-AA42-4273DFE53E53","2015-03-19 04:00:00.0000000","2023-02-10 20:33:00.0000000",,,,,,,,,,"POINT (-73.93789425172587 40.639669330061984)"
"143234","Queens","92-019","52 AVENUE","Street",,,,,,"94 STREET","92 STREET","404.0","4042C","11373.0","25.0","13.0","35.0","6.0","0091932","Empty","POINT (-73.8704522469543008 40.7396064538617182)","F9447D5F-2993-4A2C-8549-9498AB710274","2015-03-19 04:00:00.0000000",,,,,"40.739476","-73.870845","459","4046156","4018670057","Elmhurst","POINT (-73.8704522469543 40.73960645386172)"
"143235","Brooklyn","1306","EAST  55 STREET","Street","E 55 STREET","14.0",,,,"AVENUE L","AVENUE K","318.0","3185D","11234.0","46.0","21.0","59.0","8.0","0068770","Empty","POINT (-73.9227622466548127 40.6250447415317737)","BDF7C30E-DDF4-4C9C-92E4-D6EF4820D69B","2015-03-19 04:00:00.0000000","2019-07-16 18:30:57.0000000",,,,"40.624956","-73.922693","678","3217988","3078340064","Flatlands","POINT (-73.92276224665481 40.625044741531774)"
"143236","Brooklyn","925","EAST 105 STREET","Street","E 105 STREET","20.0",,,,"AVENUE J","FLATLANDS AVENUE","318.0","3181E","11236.0","46.0","19.0","58.0","8.0","0073749","Empty","POINT (-73.8941050090523390 40.6471130620272731)","B5B540F2-CF7C-4EA7-B18E-A8B0E9DC5F00","2015-03-19 04:00:00.0000000",,,,,"40.646993","-73.894069","984","3230590","3082130033","Canarsie","POINT (-73.89410500905234 40.64711306202727)"
"143622","Staten Island","450","BUEL AVENUE","Street","NUGENT AVENUE",,,,,"DONGEN HILLS","BUEL AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0085633","Populated","POINT (-74.0879479518734030 40.5821832798976985)","AF99522E-8B52-4BA0-B963-EDD08481C3B8","2015-03-19 04:00:00.0000000","2021-12-06 16:11:35.0000000",,,,,,,,,,"POINT (-74.0879479518734 40.5821832798977)"
"143623","Staten Island","445","DONGAN HILLS AVENUE","Street",,,,,,"OLYMPIA BOULEVARD","NUGENT AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044998","Populated","POINT (-74.0881125571453509 40.5820002858231561)","6130CCD5-B91A-4427-AC34-E560AF831BD0","2015-03-19 04:00:00.0000000","2016-10-27 15:30:21.0000000",,,,,,,,,,"POINT (-74.08811255714535 40.582000285823156)"
"143624","Staten Island","426","DONGAN HILLS AVENUE","Street","1x",,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Populated","POINT (-74.0886693607995994 40.5820160981127600)","D8F86A91-0343-45E0-9686-4DA3FA34FDF9","2015-03-19 04:00:00.0000000","2021-12-03 17:58:47.0000000",,,,,,,,,,"POINT (-74.0886693607996 40.58201609811276)"
"143625","Staten Island","418","DONGAN HILLS AVENUE","Street",,,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Empty","POINT (-74.0889268358550055 40.5821485737658421)","1BDDF5EF-E370-42FF-8BA7-FC0D2A41DC01","2015-03-19 04:00:00.0000000","2023-01-17 16:56:40.0000000",,,,,,,,,,"POINT (-74.088926835855 40.58214857376584)"
"143627","Brooklyn","1041","EAST  4 STREET","Street","E 4 STREET","25.0",,,,"AVENUE J","AVENUE I","312.0","3126D","11230.0","44.0","17.0","48.0","10.0","0060614","Populated","POINT (-73.9730590911860162 40.6257710049663245)","0783D7AE-C866-4ECB-B7D9-D8431CC5B5B3","2015-03-19 04:00:00.0000000","2018-12-14 16:33:28.0000000",,,,"40.625648","-73.973083","462.02","3170805","3065170075","Mapleton-Midwood (West)","POINT (-73.97305909118602 40.625771004966325)"
"143628","Brooklyn","617","AVENUE N","Street","AVENUE N","20.0",,,,"EAST  7 STREET","OCEAN PARKWAY","312.0","3126E","11230.0","44.0","22.0","48.0","10.0","0046813","Populated","POINT (-73.9677600273780769 40.6147731988950440)","B9F3AC6A-EBB2-4526-B45A-3386CE3D4139","2015-03-19 04:00:00.0000000","2017-12-01 10:11:03.0000000",,,,,,,,,,"POINT (-73.96776002737808 40.614773198895044)"
"143629","Brooklyn","705","AVENUE L","Street","AVENUE L","39.0",,,,"EAST  8 STREET","EAST  7 STREET","312.0","3126C","11230.0","44.0","17.0","48.0","10.0","0043837","Empty","POINT (-73.9679241751581742 40.6196510898798167)","3924DF47-D511-4697-9836-B5D1424CA2DD","2015-03-19 04:00:00.0000000","2017-08-25 11:55:32.0000000",,,,,,,,,,"POINT (-73.96792417515817 40.61965108987982)"
"143630","Brooklyn","567","56 STREET","Street","56 STREET","20.0",,,,"6 AVENUE","5 AVENUE","307.0","3074D","11220.0","38.0","20.0","51.0","7.0","0037028","Populated","POINT (-74.0120247917648868 40.6407199875129379)","D51B923D-0AC5-4EFF-98EE-3AB09B599C11","2015-03-19 04:00:00.0000000","2016-10-17 13:17:00.0000000",,,,"40.640926","-74.012438","100","3015045","3008320050","Sunset Park (Central)","POINT (-74.01202479176489 40.64071998751294)"
"143631","Brooklyn","2359","EAST 5 STREET","Street","E 5 STREET","13.0",,,,"ANGELA DRIVE","AVENUE W","315.0","3155D","11223.0","47.0","22.0","45.0","11.0","0060612","Empty","POINT (-73.9658307144945724 40.5926393666357299)","50417A32-15E8-47B9-9F92-BE299AAFB0AA","2015-03-19 04:00:00.0000000","2016-10-28 14:49:48.0000000",,,,"40.592665","-73.965887","390","3194804","3071810044","Gravesend (East)-Homecrest","POINT (-73.96583071449457 40.59263936663573)"
"143632","Brooklyn","163","80 STREET","Street","80 STREET","34.0",,,,"RIDGE BOULEVARD","COLONIAL ROAD","310.0","3102D","11209.0","43.0","22.0","64.0","11.0","0084775","Populated","POINT (-74.0333515979539243 40.6288441623253362)","E24BF597-FA6A-49DF-AF52-DFAC721F2B57","2015-03-19 04:00:00.0000000","2022-10-02 15:31:12.0000000",,,,"40.628809","-74.033349","44","3150795","3059770063","Bay Ridge","POINT (-74.03335159795392 40.628844162325336)"
"143633","Brooklyn","8747","20 AVENUE","Street",,"20.0",,,,"BATH AVENUE","BENSON AVENUE","311.0","3114E","11214.0","43.0","23.0","47.0","11.0","0056665","Populated","POINT (-74.0012318542384833 40.6016326740098350)","E9CC5DFA-C176-46AA-AF57-54FE93E7522D","2015-03-19 04:00:00.0000000","2017-11-06 14:09:47.0000000",,,,"40.601728","-74.001235","286","3167845","3064090001","Bath Beach","POINT (-74.00123185423848 40.601632674009835)"
"143634","Brooklyn","2465","85 STREET","Street","85 STREET","2.0",,,,"25 AVENUE","24 AVENUE","311.0","3115C","11214.0","47.0","22.0","47.0","10.0","0058790","Populated","POINT (-73.9871034150424549 40.5989008985325981)","5437DAE1-9B84-4C13-A6F0-D291A6400E87","2015-03-19 04:00:00.0000000",,,,,"40.599054","-73.987425","298","3185270","3068560052","Gravesend (West)","POINT (-73.98710341504245 40.5989008985326)"
"143635","Brooklyn","925","EAST 105 STREET","Street","E 105 STREET","20.0",,,,"AVENUE J","FLATLANDS AVENUE","318.0","3181E","11236.0","46.0","19.0","58.0","8.0","0073749","Empty","POINT (-73.8940940750755715 40.6471041171093361)","47BD5606-7BFC-4A8A-8F20-3EB9385B5E90","2015-03-19 04:00:00.0000000",,,,,"40.646993","-73.894069","984","3230590","3082130033","Canarsie","POINT (-73.89409407507557 40.647104117109336)"
"144022","Staten Island","450","BUEL AVENUE","Street","NUGENT AVENUE",,,,,"BUEL AVENUE","DONGAN HILLS AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0085633","Populated","POINT (-74.0880329817608185 40.5820867172102311)","C7A760A5-0A02-4156-8A6B-E4E1B65C9C0D","2015-03-19 04:00:00.0000000","2021-12-06 16:11:24.0000000",,,,,,,,,,"POINT (-74.08803298176082 40.58208671721023)"
"144023","Staten Island","436","DONGAN HILLS AVENUE","Street","1x",,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Populated","POINT (-74.0884303944914961 40.5818952055759539)","ECC12C1F-652B-4918-9736-FA8D7E66FC0A","2015-03-19 04:00:00.0000000","2021-12-03 18:01:20.0000000",,,,,,,,,,"POINT (-74.0884303944915 40.581895205575954)"
"144024","Staten Island","430","DONGAN HILLS AVENUE","Street","1x",,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Populated","POINT (-74.0885531317312456 40.5819552725598598)","CC99ADB1-7AAF-4C21-9049-5A7346E5156B","2015-03-19 04:00:00.0000000","2021-12-03 18:00:35.0000000",,,,,,,,,,"POINT (-74.08855313173125 40.58195527255986)"
"144025","Queens","212-06","16 AVENUE","Street","16 AVENUE",,,,,"BELL BOULEVARD","212 STREET","407.0","4078D","11360.0","19.0","11.0","26.0","3.0","0101117","Empty","POINT (-73.7802776907857520 40.7841583416646998)","6D0720B6-5B0B-4113-96C0-D8581F51CB2F","2015-03-19 04:00:00.0000000","2017-02-03 08:18:07.0000000",,,,"40.784019","-73.780491","997.04","4440833","4058650030","Bay Terrace-Clearview","POINT (-73.78027769078575 40.7841583416647)"
"144026","Staten Island","414","DONGAN HILLS AVENUE","Street","1x",,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Populated","POINT (-74.0891066545621726 40.5822437397396811)","FB52B131-EBBC-4296-BCDB-EEDEB8FD16BB","2015-03-19 04:00:00.0000000","2021-12-03 17:56:59.0000000",,,,,,,,,,"POINT (-74.08910665456217 40.58224373973968)"
"144027","Staten Island","406","DONGAN HILLS AVENUE","Street",,,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Empty","POINT (-74.0893240407472433 40.5823724926387612)","65B91950-B6C2-4B3D-A2C1-078E7B7D76CD","2015-03-19 04:00:00.0000000","2021-12-03 16:26:43.0000000",,,,,,,,,,"POINT (-74.08932404074724 40.58237249263876)"
"144028","Staten Island","402","DONGAN HILLS AVENUE","Street",,,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Populated","POINT (-74.0894975597647232 40.5824447695214303)","ED01FF70-5CA7-4CC1-8B74-4B8288A1377C","2015-03-19 04:00:00.0000000","2016-10-27 15:41:29.0000000",,,,,,,,,,"POINT (-74.08949755976472 40.58244476952143)"
"144029","Staten Island",,,"Park",,,,"Dongan Playground",,,,"502.0",,,,,,,,"Empty","POINT (-74.0896250942721650 40.5825677316502720)","1F598038-A3B6-4A12-A20C-16B5C8A5D551","2015-03-19 04:00:00.0000000","2023-03-31 13:39:53.0000000",,,,,,,,,,"POINT (-74.08962509427217 40.58256773165027)"
"144030","Staten Island",,,"Park",,,,"Dongan Playground",,,,"502.0",,,,,,,,"Populated","POINT (-74.0895471455630883 40.5827012201795370)","A3BCEA33-E9B0-4EF1-B2E3-34704D597895","2015-03-19 04:00:00.0000000","2015-03-19 13:49:49.0000000",,,,,,,,,,"POINT (-74.08954714556309 40.58270122017954)"
"144031","Brooklyn","2056","82 STREET","Street",,"15.0",,,,"21 AVENUE","20 AVENUE","311.0","3113E","11214.0","47.0","22.0","47.0","11.0","0086838","Populated","POINT (-73.9944621147989352 40.6059589140679051)","B6428955-A919-4A76-B93F-A0E9CE8D93D8","2015-03-19 04:00:00.0000000","2017-04-28 12:50:16.0000000",,,,"40.606150","-73.994681","288","3164716","3063170030","Bensonhurst","POINT (-73.99446211479894 40.605958914067905)"
"144032","Bronx","1237","ROSEDALE AVENUE","Street","WESTCHESTER AVENUE",,,,,"WESTCHESTER AVENUE","GLEASON AVENUE","209.0","2091A","10472.0","18.0","32.0","87.0","15.0","0040524","Populated","POINT (-73.8692733873104572 40.8309095987302797)","43C3673C-2F01-4D41-9BA8-7557496DE376","2015-03-19 04:00:00.0000000","2019-05-23 16:49:43.0000000","DPR","1.0","None",,,,,,,"POINT (-73.86927338731046 40.83090959873028)"
"144033","Bronx","2932","HOLLAND AVENUE","Street",,,,,,"WILLIAMSBRIDGE ROAD","ARNOW AVENUE","211.0","2113C","10467.0","15.0","36.0","80.0","14.0","0094022","Empty","POINT (-73.8651992329763090 40.8688893513080700)","6BED1D32-A49B-4987-9C3B-CEEAD4F253D0","2015-03-19 04:00:00.0000000",,,,,,,,,,,"POINT (-73.86519923297631 40.86888935130807)"
"144034","Staten Island","36","WATSON AVENUE","Street",,,,,,"RAWSON PLACE","SHELLEY AVENUE","502.0","5024D","10314.0","50.0","24.0","63.0","11.0","0049540","Populated","POINT (-74.1867434545775097 40.5905336278229001)","1C5560BE-EC7B-40E1-A500-0A260A74388D","2015-03-19 04:00:00.0000000","2018-11-30 15:56:27.0000000",,,,,,,,,,"POINT (-74.18674345457751 40.5905336278229)"
"144035","Brooklyn","2781","MILL AVENUE","Street","MILL AVENUE","16.0",,,,"NATIONAL DRIVE","56 DRIVE","318.0","3184D","11234.0","46.0","19.0","59.0","8.0","0070718","Empty","POINT (-73.9153595195050741 40.6069016161297256)","95221641-71AD-4859-B79B-67023FC52CC6","2015-03-19 04:00:00.0000000","2018-11-08 19:06:37.0000000",,,,,,,,,,"POINT (-73.91535951950507 40.606901616129726)"
"144037","Brooklyn","159","80 STREET","Street","LONDON PLANE","25.0",,,,"RIDGE BOULEVARD","COLONIAL ROAD","310.0","3102D","11209.0","43.0","22.0","64.0","11.0","0084775","Populated","POINT (-74.0334975104736230 40.6288908671019797)","B14A6F7B-8825-45CF-8DAA-91D2A8B7CC65","2015-03-19 04:00:00.0000000","2015-03-19 04:00:00.0000000",,,,"40.628836","-74.033461","44","3150796","3059770065","Bay Ridge","POINT (-74.03349751047362 40.62889086710198)"
"144039","Queens","144-009","78 AVENUE","Street",,,,,,"147 STREET","MAIN STREET","408.0","4083E","11367.0","24.0","15.0","27.0","6.0","0075037","Empty","POINT (-73.8178375524289692 40.7202189439771871)","6170B810-0779-43D8-B212-52565BA065EC","2015-03-19 04:00:00.0000000",,,,,"40.720164","-73.817884","779.04","4144374","4066690052","Kew Gardens Hills","POINT (-73.81783755242897 40.72021894397719)"
"144040","Brooklyn","626","88 STREET","Street","88 ST","3.0",,,,"BATTERY AVENUE","DAHLGREN PLACE","310.0","3103E","11228.0","43.0","22.0","46.0","11.0","0036661","Empty","POINT (-74.0235409990721536 40.6184277139661774)","08E0C020-5012-42B9-8FEE-06FF3CCE25EE","2015-03-19 04:00:00.0000000","2019-01-18 15:02:40.0000000",,,,"40.618441","-74.023460","152","3154345","3060710115","Bay Ridge","POINT (-74.02354099907215 40.61842771396618)"
"144422","Staten Island","410","DONGAN HILLS AVENUE","Street",,,,,,"NUGENT AVENUE","MASON AVENUE","502.0","5021E","10305.0","50.0","24.0","64.0","11.0","0044999","Empty","POINT (-74.0892035935309536 40.5822895313255358)","CC08AD25-7BF7-4FDC-BFDD-2BA8A59967D7","2015-03-19 04:00:00.0000000","2021-12-03 16:26:18.0000000",,,,,,,,,,"POINT (-74.08920359353095 40.582289531325536)"
"144822","Manhattan","16","WEST 61 STREET","Street",,,,,,"COLUMBUS AVENUE","BROADWAY","107.0","1071A","10023.0","3.0","27.0","67.0","10.0","0099228","Empty","POINT (-73.9827945598774335 40.7699570975005940)","204A9A10-F698-4DC5-A07F-E90BD3E4EC56","2015-03-19 04:00:00.0000000","2022-04-22 16:49:13.0000000",,,,"40.769921","-73.982559","145","1027194","1011130051","Upper West Side-Lincoln Square","POINT (-73.98279455987743 40.769957097500594)"
"145222","Staten Island","7","VISTA PLACE","Street",,,,,,"PIEDMONT AVENUE","RODERICK AVENUE","502.0","5021D","10305.0","50.0","24.0","64.0","11.0","0103551","Populated","POINT (-74.0738544835471089 40.6015260945483192)","846800BA-9BFE-4B72-9308-E2E317D2D36B","2015-03-20 04:00:00.0000000","2016-10-12 14:04:12.0000000",,,,,,,,,,"POINT (-74.07385448354711 40.60152609454832)"
