"school_year","opt_code","name","affiliation","site_type","street_address","city","state","zip","longitude","latitude","door_to_door_service","stop_to_school_service","common_carrier_svc_metrocards","site_reimbursement","mid_day_service","d2d_late_day_programs","s2s_late_day_programs"
"2016-2017","05688","ST HOPE ACADEMY CHARTER SCHOOL","Charter","School","222 WEST 134 STREET","Manhattan","NY","10030","-73.9451530000","40.8149410000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","05692","HS FOR MATH,SCI & ENG. @ C.C.","Public","School","240 CONVENT AVENUE","Manhattan","NY","10031","-73.9491900000","40.8207720000","No","No","Yes","No","Yes","No","No"
"2016-2017","05709","VILLAGE ACADEMY HIGH SCHOOL","Charter","School","35 WEST 124TH STREET","Manhattan","NY","10027","-73.9438920000","40.8063160000","No","No","Yes","No","No","No","No"
"2016-2017","05727","STAR ELEMENTARY HARLEM","Charter","School","625 WEST 133RD STREET","Manhattan","NY","10027","-73.9564830000","40.8190930000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","05733","GREAT TOMORROWS USA ELEM/MID","Christian","School","38 WEST 123 STREET","Manhattan","NY","10027","-73.9454830000","40.8059620000","No","No","Yes","No","No","No","No"
"2016-2017","05752","ST ALOYSIUS SCHOOL","Parochial","School","223 WEST 132ND STREET","Manhattan","NY","10027","-73.9459540000","40.8138420000","No","No","Yes","No","Yes","No","No"
"2016-2017","05754","ST CHARLES BORROMEO SCH","Parochial","School","214 WEST 142ND STREET","Manhattan","NY","10030","-73.9413040000","40.8199710000","No","No","Yes","No","No","No","No"
"2016-2017","05755","ST MARKS EVANGELIST SCH","Parochial","School","55 WEST 138TH STREET","Manhattan","NY","10037","-73.9380860000","40.8155520000","No","No","Yes","No","No","No","No"
"2016-2017","05775","THE KINGS ACADEMY","Nonsectarian","School","2341 THIRD AVE","Manhattan","NY","10035","-73.9347010000","40.8050490000","No","No","Yes","No","No","No","No"
"2016-2017","05819","JEWISH BD OF FAM & CHILD SER","Nonsectarian","School","34 WEST 139TH STREET","Manhattan","NY","10037","-73.9370060000","40.8157450000","No","No","No","No","No","No","No"
"2016-2017","05858","KIPP INFINITY CHARTER MS","Charter","School","625 WEST 133RD STREET","Manhattan","NY","10027","-73.9564830000","40.8190930000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","05868","NEW BROADWAY HOTEL STH","Public","Office","433 WEST 123 STREET","Manhattan","NY","10027","-73.9559990000","40.8105980000","No","No","No","No","No","No","No"
"2016-2017","05887","ALC @ CHOIR ACAD","Public","School","2005 MADISON AVENUE LEVEL B","Manhattan","NY","10035","-73.9393460000","40.8073470000","No","No","Yes","No","No","No","No"
"2016-2017","05888","CITY COLL-STEM INSTITUTE","Nonsectarian","School","160 CONVENT AVENUE","Manhattan","NY","10031","-73.9503110000","40.8192320000","No","No","No","No","No","No","No"
"2016-2017","05912","THE CHILDREN'S STORE FRONT","Nonsectarian","School","57 EAST 129 STREET","Manhattan","NY","10035","-73.9381920000","40.8081240000","No","No","Yes","No","Yes","No","No"
"2016-2017","05979","NATIONAL DANCE INSTITUTE   S","Other Religion","School","217 WEST 147TH STREET","Manhattan","NY","10039","-73.9388690000","40.8233420000","No","No","No","No","No","No","No"
"2016-2017","05994","JACKIE ROBINSON ALT LRNG SITE","Public","Office","181 WEST 135 STREET","Manhattan","NY","10030","-73.9427950000","40.8150210000","No","No","No","No","No","No","No"
"2016-2017","06000","DISTRICT OFFICE #6","Public","Office","4360 BROADWAY - 4TH FLOOR","Manhattan","NY","10033","-73.9339580000","40.8534310000","No","No","No","No","No","No","No"
"2016-2017","06002","RESTART @ GEORGE WASHINGTON HS","Public","School","549 AUDOBON AVENUE","Manhattan","NY","10040","-73.9269620000","40.8559180000","No","No","Yes","No","No","No","No"
"2016-2017","06003","Amber Charter School II","Charter","School","652 West 187th Street","Manhattan","NY","10033","-73.9325370000","40.8536960000","No","Yes","Yes","No","No","No","No"
"2016-2017","06005","PS 5","Public","School","3703 10 AVENUE","Manhattan","NY","10034","-73.9226340000","40.8591900000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06006","School in the Square","Charter","School","120 Wadsworth Avenue","Manhattan","NY","10033","-73.9359590000","40.8486540000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06007","OFFICE OF ARTS -SPECIAL PROJ.","Public","Office","4360 BROADWAY","Manhattan","NY","10033","-73.9339580000","40.8534310000","No","No","Yes","No","No","No","No"
"2016-2017","06008","PS 8","Public","School","465 WEST 167 STREET","Manhattan","NY","10032","-73.9367440000","40.8389870000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06009","THE EQUITY PROJECT CHARTER SCH","Charter","School","4280 BROADWAY","Manhattan","NY","10033","-73.9353630000","40.8508700000","No","Yes","Yes","No","No","No","No"
"2016-2017","06018","PS 18","Public","School","4124 9 AVENUE","Manhattan","NY","10034","-73.9116070000","40.8713110000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06028","PS 28","Public","School","475 WEST 155TH STREET","Manhattan","NY","10032","-73.9420870000","40.8312900000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06048","PS 48","Public","School","4360 BROADWAY","Manhattan","NY","10033","-73.9339580000","40.8534310000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06052","IS 52","Public","School","650 ACADEMY STREET","Manhattan","NY","10034","-73.9249240000","40.8660180000","Yes","No","Yes","No","No","No","No"
"2016-2017","06068","KIPP NYC WASH HEIGHTS ACAD SCH","Charter","School","21 JUMEL PLACE","Manhattan","NY","10032","-73.9360780000","40.8392620000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06098","PS 98 SHORACK POCK ELEM SCH","Public","School","512 WEST 212TH STREET","Manhattan","NY","10034","-73.9170970000","40.8677540000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06100","Neighborhood Charter School","Charter","School","421 West 145th Street","Manhattan","NY","10031","-73.9453750000","40.8243910000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06103","DOS PUENTES ELEMENTARY SCHOOL","Public","School","185 WADSWORTH AVENUE","Manhattan","NY","10033","-73.9342910000","40.8505860000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06115","PS 115 ALEXANDER HUMBOLT","Public","School","586 WEST 177TH STREET","Manhattan","NY","10033","-73.9352440000","40.8464700000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","05350","CHOIR ACADEMY OF HARLEM","Public","School","2005 MADISON AVE","Manhattan","NY","10035","-73.9393460000","40.8073470000","No","No","Yes","No","No","No","No"
"2016-2017","06128","PS 128","Public","School","560 WEST 169TH STREET","Manhattan","NY","10032","-73.9385450000","40.8412500000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06132","PS 132","Public","School","185 WADSWORTH AVENUE","Manhattan","NY","10033","-73.9342910000","40.8505860000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06143","JHS 143","Public","School","515 WEST 182ND STREET ROOM 104","Manhattan","NY","10033","-73.9309920000","40.8490160000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06152","PS 152","Public","School","93 NAGLE AVENUE","Manhattan","NY","10040","-73.9279450000","40.8603230000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06153","PS 153","Public","School","1750 AMSTERDAM AVENUE","Manhattan","NY","10031","-73.9469370000","40.8263260000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06173","PS 173","Public","School","306 FORT WASHINGTON AVENUE","Manhattan","NY","10033","-73.9403710000","40.8454450000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06178","PS 178","Public","School","12-18 ELLWOOD STREET","Manhattan","NY","10040","-73.9278790000","40.8592090000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","05410","U.A.INST FOR NEW TECHNOLOGIES","Public","School","509 WEST 129TH STREET","Manhattan","NY","10027","-73.9552670000","40.8153180000","Yes","No","Yes","No","No","No","No"
"2016-2017","06187","PS/MS 187","Public","School","349 CABRINI BLVD","Manhattan","NY","10040","-73.9370150000","40.8566390000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06189","PS 189","Public","School","2580 AMSTERDAM AVENUE","Manhattan","NY","10040","-73.9278620000","40.8524350000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06192","PS 192 JACOB N.SCHIFF ELEM SCH","Public","School","500 WEST 138TH STREET","Manhattan","NY","10031","-73.9511950000","40.8208840000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06209","HAMILTON GRANGE MIDDLE SCHOOL","Public","School","500 WEST 138TH STREET","Manhattan","NY","10031","-73.9511950000","40.8208840000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06210","PS/IS 210 21ST CENTURY ACADEMY","Public","School","501 WEST 152nd STREET","Manhattan","NY","10031","-73.9447380000","40.8298980000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06211","EARLY COLL HEALTH,INFO & TECH","Public","School","650 ACADEMY STREET","Manhattan","NY","10034","-73.9249240000","40.8660180000","Yes","No","Yes","No","No","No","No"
"2016-2017","06218","IS 218","Public","School","4600 BROADWAY","Manhattan","NY","10040","-73.9305650000","40.8607670000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06265","SUCCESS ACAD-WASHINGTON HEIGHT","Charter","School","701 FORT WASHINGTON AVENUE","Manhattan","NY","10040","-73.9353460000","40.8576270000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","06278","PS 278 PAULA HEDBAVNY SCHOOL","Public","School","421 W 219 STREET","Manhattan","NY","10034","-73.9121080000","40.8713170000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","06293","CITY COLL ACAD OF ARTS MS 293","Public","School","4600 BROADWAY","Manhattan","NY","10040","-73.9305650000","40.8607670000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","05647","CSE 10","Public","Office","388 WEST 125TH STREET","Manhattan","NY","10027","-73.9536390000","40.8111130000","No","No","Yes","No","No","No","No"
"2016-2017","06311","Amistad","Public","School","4862 Broadway","Manhattan","NY","10034","-73.9239160000","40.8666330000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06314","MUSCOTA NEW SCHOOL  (PS 314)","Public","School","4862 BROADWAY","Manhattan","NY","10034","-73.9239160000","40.8666330000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06319","MS 319 MARIA TERESA MIRABEL","Public","School","21 JUMEL PLACE","Manhattan","NY","10032","-73.9360780000","40.8392620000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06322","MS 322","Public","School","4600 BROADWAY","Manhattan","NY","10040","-73.9305650000","40.8607670000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06324","MS 324","Public","School","21 JUMEL PLACE","Manhattan","NY","10032","-73.9360780000","40.8392620000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06325","PS 325","Public","School","500 WEST 138TH STREET","Manhattan","NY","10031","-73.9511950000","40.8208840000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06328","MS 328","Public","School","401 WEST 164TH STREET","Manhattan","NY","10032","-73.9372410000","40.8366570000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06346","COMM.HEALTH ACAD.OF THE HEIGHT","Public","School","504 WEST 158TH STREET","Manhattan","NY","10032","-73.9420970000","40.8336080000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06348","WASHINGTON HEIGHTS EXP.LRNG","Public","School","511 WEST 182ND STREET","Manhattan","NY","10033","-73.9308900000","40.8489730000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06349","HARBOR HEIGHTS MS","Public","School","306 FT.WASHINGTON AVENUE 4TH FLOOR","Manhattan","NY","10033","-73.9403710000","40.8454450000","No","No","Yes","No","No","No","No"
"2016-2017","06353","NEW HEIGHTS ACAD CHARTER SCHL","Charter","School","1818 AMSTERDAM AVENUE","Manhattan","NY","10033","-73.9453230000","40.8285350000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06366","PS 366 WASHINGTON HEIGHTS ACAD","Public","School","202 SHERMAN AVENUE","Manhattan","NY","10040","-73.9211580000","40.8654620000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06368","M368 HAMILTON HEIGHTS SCHOOL","Public","School","1750 AMSTERDAM AVENUE","Manhattan","NY","10031","-73.9469370000","40.8263260000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06411","THE KALISKI SCHOOL","Nonsectarian","School","525 AUDUBON AVENUE","Manhattan","NY","10040","-73.9275220000","40.8551510000","No","No","No","No","No","No","No"
"2016-2017","06423","HS FOR EXCELLENCE & INNOVATION","Public","School","650 ACADEMY STREET","Manhattan","NY","10033","-73.9249240000","40.8660180000","Yes","No","Yes","No","No","No","No"
"2016-2017","06427","GREGORIO LUPERON PREPARATORY","Public","School","501 WEST 165TH STREET","Manhattan","NY","10032","-73.9385840000","40.8382250000","No","No","Yes","No","No","No","No"
"2016-2017","06436","H.S. FOR MEDIA COMMUNICATIONS","Public","School","549 AUDUBON AVENUE","Manhattan","NY","10040","-73.9269620000","40.8559180000","Yes","No","Yes","No","No","No","No"
"2016-2017","06450","P138M @ P048M","Public","School","4360 BROADWAY","Manhattan","NY","10033","-73.9339580000","40.8534310000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","06462","THE COLLEGE ACADEMY","Public","School","549 AUDUBON AVENUE","Manhattan","NY","10040","-73.9269620000","40.8559180000","Yes","No","Yes","No","No","No","No"
"2016-2017","06467","H.S. FOR LAW & PUBLIC SERVICE","Public","School","549 AUDUBON AVENUE","Manhattan","NY","10040","-73.9269620000","40.8559180000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","06468","H.S. FOR HEALTH CAREERS & SCI","Public","School","549 AUDUBON AVENUE","Manhattan","NY","10040","-73.9269620000","40.8559180000","Yes","No","Yes","No","No","No","No"
"2016-2017","06485","P138M @ IS 90","Public","School","21 JUMEL PLACE","Manhattan","NY","10032","-73.9360780000","40.8392620000","Yes","No","Yes","No","Yes","Yes","No"
"2016-2017","06513","CASTLE BRIDGE ELEM SCHOOL","Public","School","560 WEST 169TH STREET","Manhattan","NY","10032","-73.9385450000","40.8412500000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06516","Y.A.B.C @ G.WASHINGTON HS","Public","School","549 AUDUBON AVENUE","Manhattan","NY","10040","-73.9269620000","40.8559180000","No","No","Yes","No","No","No","No"
"2016-2017","06528","IS 528 BEA FULLER RODGERS SCH","Public","School","180 WADSWORTH AVENUE","Manhattan","NY","10033","-73.9345760000","40.8505480000","Yes","Yes","Yes","No","No","No","No"
"2017-2018","01420","EAST SIDE COMMUNITY H.S.","Public","School","420 EAST 12 STREET","Manhattan","NY","10009","-73.9829490000","40.7296670000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06558","INWOOD ACAD FOR LEADERSHIP-MS","Charter","School","108 COOPER ST","Manhattan","NY","10034","-73.9208880000","40.8688910000","Yes","No","Yes","No","No","No","No"
"2016-2017","06571","P2G @ YOUTH BUILD","Public","School","45 WADSWORTH AVENUE","Manhattan","NY","10033","-73.9375340000","40.8461490000","No","No","Yes","No","No","No","No"
"2016-2017","06577","A. PHILIP RANDOLPH CAMPUS HS","Public","School","443 WEST 135 STREET","Manhattan","NY","10031","-73.9502990000","40.8182510000","Yes","No","Yes","No","No","No","No"
"2016-2017","06578","THE EQUITY PROJECT CHARTER SCH","Charter","School","549 AUDUBON AVENUE TRAILER 30","Manhattan","NY","10040","-73.9269620000","40.8559180000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06612","HERBERT G. BIRCH ANNEX","Nonsectarian","School","554 FORT WASHINGTON AVE","Manhattan","NY","10033","-73.9371600000","40.8538870000","Yes","No","Yes","No","No","No","No"
"2016-2017","06674","ST MATTHEWS LUTHERAN SCH ANNEX","Christian","School","178 BENNETT AVENUE","Manhattan","NY","10040","-73.9341660000","40.8560310000","No","No","No","No","No","No","No"
"2016-2017","06685","INWOOD ACAD LEADERSHIP CHARTER","Charter","School","433 WEST 204TH STREET","Manhattan","NY","10040","-73.9190620000","40.8621210000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","06687","KIPP STAR ELEMENTARY SCHOOL","Charter","School","586 WEST 177TH STREET","Manhattan","NY","10033","-73.9352440000","40.8464700000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","06701","GOOD SHEPHERD SCHOOL","Parochial","School","620 ISHAM STREET","Manhattan","NY","10034","-73.9205470000","40.8691560000","No","No","Yes","No","Yes","No","No"
"2016-2017","06702","ST ELIZABETH SCHOOL","Parochial","School","612 WEST 187TH STREET","Manhattan","NY","10033","-73.9314560000","40.8531590000","No","No","Yes","No","No","No","No"
"2016-2017","06708","ST SPYRIDON PAROCHIAL SCH","Nonsectarian","School","120 WADSWORTH AVENUE","Manhattan","NY","10033","-73.9359590000","40.8486540000","No","No","Yes","No","Yes","No","No"
"2016-2017","06710","RABBI S.R. HIRSCH YESH","Yeshiva","School","85-93 BENNETT AVENUE","Manhattan","NY","10033","-73.9352910000","40.8529350000","No","Yes","Yes","No","Yes","No","Yes"
"2016-2017","06716","YESHIVA UNIVERSITY HS BOYS","Yeshiva","School","2540 AMSTERDAM AVENUE","Manhattan","NY","10033","-73.9286810000","40.8513280000","Yes","No","Yes","No","No","No","No"
"2016-2017","06749","INCARNATION SCHOOL","Parochial","School","570 WEST 175TH STREET","Manhattan","NY","10033","-73.9359020000","40.8450530000","No","No","Yes","No","Yes","No","No"
"2016-2017","06750","OUR LADY OF LOURDES SCH","Parochial","School","468 WEST 143RD STREET","Manhattan","NY","10031","-73.9480520000","40.8236340000","No","No","Yes","No","Yes","No","No"
"2016-2017","06752","OUR LADY QUEEN OF MARTYRS SCH","Parochial","School","71 ARDEN STREET","Manhattan","NY","10040","-73.9278320000","40.8632230000","No","No","Yes","No","No","No","No"
"2016-2017","06759","ST ROSE OF LIMA","Parochial","School","517 WEST 164TH STREET","Manhattan","NY","10032","-73.9394550000","40.8375840000","No","No","Yes","No","Yes","No","No"
"2016-2017","06765","MANHATTAN CHRISTIAN ACADEMY","Christian","School","401 WEST 205 STREET","Manhattan","NY","10034","-73.9182410000","40.8625840000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","06803","THE MICHAELS JUMEL SCHOOL","Nonsectarian","School","800 RIVERSIDE DRIVE","Manhattan","NY","10032","-73.9467210000","40.8349090000","No","No","No","No","No","No","No"
"2016-2017","06805","SCHOOL ON THE HILL","Christian","School","421 WEST 145TH STREET","Manhattan","NY","10031","-73.9453750000","40.8243910000","No","No","No","No","No","No","No"
