"eventid","eventtype","startdatetime","enddatetime","enteredon","eventagency","parkingheld","borough","communityboard_s","policeprecinct_s","category","subcategoryname","country","zipcode_s"
"708920","Shooting Permit","2023-04-24T07:00:00.000","2023-04-24T22:00:00.000","2023-04-17T09:20:08.000","Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between EAGLE STREET and FREEMAN STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"708916","Shooting Permit","2023-04-23T07:00:00.000","2023-04-23T23:00:00.000","2023-04-17T09:13:14.000","Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between EAGLE STREET and FREEMAN STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"708912","Shooting Permit","2023-04-19T06:00:00.000","2023-04-19T21:00:00.000","2023-04-17T09:09:18.000","Mayor's Office of Film, Theatre & Broadcasting","BOND STREET between BROADWAY and LAFAYETTE STREET,  LAFAYETTE STREET between BLEECKER STREET and EAST    4 STREET,  BROADWAY between BOND STREET and WAVERLY PLACE,  GREAT JONES STREET between BROADWAY and LAFAYETTE STREET","Manhattan","2","6, 9","Commercial","Commercial","United States of America","10003, 10012"
"708596","Shooting Permit","2023-04-25T07:00:00.000","2023-04-25T17:00:00.000","2023-04-15T13:36:52.000","Mayor's Office of Film, Theatre & Broadcasting","RIVERSIDE DRIVE between WEST   91 STREET and WEST   92 STREET,  WEST   92 STREET between RIVERSIDE DRIVE and WEST END AVENUE","Manhattan","7","24","Film","Feature","United States of America","10024, 10025"
"708594","Shooting Permit","2023-04-21T15:00:00.000","2023-04-22T01:00:00.000","2023-04-15T13:31:24.000","Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Film","Feature","United States of America","11222"
"708409","Shooting Permit","2023-04-19T07:00:00.000","2023-04-19T21:00:00.000","2023-04-14T15:21:45.000","Mayor's Office of Film, Theatre & Broadcasting","68 AVENUE between FOREST AVENUE and 60 STREET,  FOREST AVENUE between 68 ROAD and CATALPA AVENUE,  FOREST AVENUE between 68 ROAD and CORNELIA STREET,  FOREST AVENUE between 68 ROAD and CATALPA AVENUE,  FOREST AVENUE between 68 ROAD and CORNELIA STREET,  68 ROAD between FOREST AVENUE and WOODWARD AVENUE,  68 ROAD between WOODWARD AVENUE and FOREST AVENUE,  FAIRVIEW AVENUE between MADISON STREET and PUTNAM AVENUE,  WOODWARD AVENUE between CORNELIA STREET and CATALPA AVENUE,  CORNELIA STREET between WOODWARD AVENUE and FOREST AVENUE,  MADISON STREET between WOODWARD AVENUE and FAIRVIEW AVENUE,  PUTNAM AVENUE between WOODWARD AVENUE and FAIRVIEW AVENUE,  70 AVENUE between FOREST AVENUE and 60 STREET,  WOODWARD AVENUE between STARR STREET and DEKALB AVENUE","Queens","5","104","Television","Episodic series","United States of America","11385"
"708408","Shooting Permit","2023-04-18T07:00:00.000","2023-04-18T23:00:00.000","2023-04-14T15:18:42.000","Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 32 PLACE and 33 STREET,  33 STREET between 43 AVENUE and QUEENS BOULEVARD,  32 PLACE between 43 AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between VAN DAM STREET and 32 PLACE,  32 PLACE between SKILLMAN AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 32 PLACE and 35 STREET,  VAN DAM STREET between SKILLMAN AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between 34 STREET and 33 STREET","Queens","2","108","Television","Episodic series","United States of America","11101"
"708377","Theater Load in and Load Outs","2023-04-21T07:00:00.000","2023-04-21T19:00:00.000","2023-04-14T14:21:08.000","Mayor's Office of Film, Theatre & Broadcasting","WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  BROADWAY between WEST  175 STREET and WEST  176 STREET","Manhattan","12","33","Television","Episodic series","United States of America","10033"
"708376","Theater Load in and Load Outs","2023-04-20T07:00:00.000","2023-04-20T19:00:00.000","2023-04-14T14:20:49.000","Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  175 STREET and WEST  176 STREET,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE","Manhattan","12","33","Television","Episodic series","United States of America","10033"
"708375","Theater Load in and Load Outs","2023-04-18T07:00:00.000","2023-04-18T19:00:00.000","2023-04-14T14:18:40.000","Mayor's Office of Film, Theatre & Broadcasting","ASHLAND PLACE between FULTON STREET and DEKALB AVENUE","Brooklyn","2","88","Theater","Theater","United States of America","11217"
"708343","Shooting Permit","2023-04-19T06:00:00.000","2023-04-19T18:00:00.000","2023-04-14T12:57:10.000","Mayor's Office of Film, Theatre & Broadcasting","BANKER STREET between NORMAN AVENUE and MESEROLE AVENUE","Brooklyn","1","94","Still Photography","Not Applicable","United States of America","11211, 11222, 11249"
"708315","Shooting Permit","2023-04-17T06:00:00.000","2023-04-17T22:00:00.000","2023-04-14T12:04:24.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   44 STREET between 8 AVENUE and 9 AVENUE,  8 AVENUE between WEST   44 STREET and WEST   45 STREET,  WEST   45 STREET between 8 AVENUE and 9 AVENUE,  9 AVENUE between WEST   45 STREET and WEST   46 STREET","Manhattan","4, 5","14, 18","Television","Episodic series","United States of America","10036"
"708313","Shooting Permit","2023-04-20T07:00:00.000","2023-04-20T21:00:00.000","2023-04-14T12:00:37.000","Mayor's Office of Film, Theatre & Broadcasting","WELLINGTON COURT between RUGBY ROAD and DEAD END","Brooklyn","14","70","WEB","Not Applicable","United States of America","11230"
"708311","Shooting Permit","2023-04-20T12:00:00.000","2023-04-21T02:00:00.000","2023-04-14T11:55:30.000","Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Film","Feature","United States of America","11222"
"708306","Shooting Permit","2023-04-18T07:00:00.000","2023-04-18T23:00:00.000","2023-04-14T11:35:14.000","Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 32 PLACE and 33 STREET,  33 STREET between 43 AVENUE and QUEENS BOULEVARD,  32 PLACE between 43 AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between VAN DAM STREET and 32 PLACE,  32 PLACE between SKILLMAN AVENUE and QUEENS BOULEVARD,  QUEENS BOULEVARD between 32 PLACE and 35 STREET,  VAN DAM STREET between SKILLMAN AVENUE and QUEENS BOULEVARD,  SKILLMAN AVENUE between 34 STREET and 33 STREET","Queens","2","108","Television","Episodic series","United States of America","11101"
"708300","Shooting Permit","2023-04-21T16:00:00.000","2023-04-22T08:00:00.000","2023-04-14T11:17:38.000","Mayor's Office of Film, Theatre & Broadcasting","DIVISION STREET between ALLEN STREET and ELDRIDGE STREET,  FORSYTH STREET between DIVISION STREET and CANAL STREET,  EAST BROADWAY between CATHERINE STREET and PIKE STREET,  MARKET STREET between DIVISION STREET and EAST BROADWAY,  ALLEN STREET between DIVISION STREET and CANAL STREET,  CANAL STREET between FORSYTH STREET and ELDRIDGE STREET,  PIKE STREET between EAST BROADWAY and HENRY STREET,  ESSEX STREET between GRAND STREET and CANAL STREET,  GRAND STREET between ALLEN STREET and ESSEX STREET,  GRAND STREET between SUFFOLK STREET and ESSEX STREET","Manhattan","3","5, 7","Television","Episodic series","United States of America","10002"
"708298","Shooting Permit","2023-04-20T16:00:00.000","2023-04-21T08:00:00.000","2023-04-14T11:06:49.000","Mayor's Office of Film, Theatre & Broadcasting","DIVISION STREET between ALLEN STREET and ELDRIDGE STREET,  FORSYTH STREET between DIVISION STREET and CANAL STREET,  EAST BROADWAY between CATHERINE STREET and PIKE STREET,  MARKET STREET between DIVISION STREET and EAST BROADWAY,  ALLEN STREET between DIVISION STREET and CANAL STREET,  CANAL STREET between FORSYTH STREET and ELDRIDGE STREET,  PIKE STREET between EAST BROADWAY and HENRY STREET,  ESSEX STREET between GRAND STREET and CANAL STREET,  GRAND STREET between ALLEN STREET and ESSEX STREET,  GRAND STREET between SUFFOLK STREET and ESSEX STREET","Manhattan","3","5, 7","Television","Episodic series","United States of America","10002"
"708290","Shooting Permit","2023-04-18T09:00:00.000","2023-04-18T21:00:00.000","2023-04-14T10:45:02.000","Mayor's Office of Film, Theatre & Broadcasting","180 STREET between 75 AVENUE and 73 AVENUE,  75 AVENUE between 179 STREET and 180 STREET,  179 STREET between UNION TURNPIKE and 75 AVENUE,  UNION TURNPIKE between 179 STREET and 181 STREET,  180 STREET between UNION TURNPIKE and 75 AVENUE,  180 STREET between UNION TURNPIKE and 75 AVENUE","Queens","8","107","Commercial","Commercial","United States of America","11366"
"708277","Shooting Permit","2023-04-19T14:00:00.000","2023-04-20T04:00:00.000","2023-04-14T10:10:23.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   54 STREET between 5 AVENUE and 6 AVENUE,  WEST   53 STREET between 5 AVENUE and 6 AVENUE,  EAST   54 STREET between 5 AVENUE and MADISON AVENUE,  EAST   54 STREET between 5 AVENUE and MADISON AVENUE,  EAST   53 STREET between 5 AVENUE and MADISON AVENUE,  EAST   60 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   61 STREET between LEXINGTON AVENUE and 3 AVENUE,  3 AVENUE between EAST   60 STREET and EAST   61 STREET,  LEXINGTON AVENUE between EAST   62 STREET and EAST   63 STREET,  EAST   62 STREET between PARK AVENUE and 3 AVENUE,  EAST   60 STREET between PARK AVENUE and MADISON AVENUE,  WEST   55 STREET between 5 AVENUE and 6 AVENUE","Manhattan","5, 8","18, 19","Film","Feature","United States of America","10019, 10022, 10065"
"708269","Shooting Permit","2023-04-18T07:00:00.000","2023-04-18T22:00:00.000","2023-04-14T09:30:48.000","Mayor's Office of Film, Theatre & Broadcasting","STARR STREET between WYCKOFF AVENUE and IRVING AVENUE,  WYCKOFF AVENUE between TROUTMAN STREET and WILLOUGHBY AVENUE,  IRVING AVENUE between STARR STREET and WILLOUGHBY AVENUE,  WYCKOFF AVENUE between WILLOUGHBY AVENUE and HART STREET,  WILLOUGHBY AVENUE between WYCKOFF AVENUE and ST NICHOLAS AVENUE,  STARR STREET between WYCKOFF AVENUE and ST NICHOLAS AVENUE,  FLUSHING AVENUE between WYCKOFF AVENUE and STEWART AVENUE,  KNICKERBOCKER AVENUE between STARR STREET and SUYDAM STREET,  STARR STREET between KNICKERBOCKER AVENUE and IRVING AVENUE","Brooklyn","1, 4","83, 90","Television","Episodic series","United States of America","11237"
"708260","Shooting Permit","2023-04-24T06:00:00.000","2023-04-24T23:00:00.000","2023-04-14T08:45:13.000","Mayor's Office of Film, Theatre & Broadcasting","31 AVENUE between 36 STREET and STEINWAY STREET,  38 STREET between 31 AVENUE and 30 AVENUE,  STEINWAY STREET between 30 AVENUE and BROADWAY,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE,  RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  37 STREET between 31 AVENUE and 30 AVENUE,  38 STREET between 31 AVENUE and BROADWAY","Queens","1","114, 94","Television","Episodic series","United States of America","11103, 11106, 11222"
"708203","Shooting Permit","2023-04-18T00:30:00.000","2023-04-19T02:00:00.000","2023-04-13T18:32:46.000","Mayor's Office of Film, Theatre & Broadcasting","EAST  167 STREET between FINDLAY AVENUE and TELLER AVENUE,  TELLER AVENUE between EAST  166 STREET and EAST  167 STREET,  VERNON BOULEVARD between 41 AVENUE and QUEENS PLAZA SOUTH,  WEST   55 STREET between FIFTH AVENUE and SIXTH AVENUE,  WEST   54 STREET between FIFTH AVENUE and SIXTH AVENUE,  WEST   54 STREET between FIFTH AVENUE and SIXTH AVENUE,  NAVY STREET between FLUSHING AVENUE and PARK AVE.,  BOWERY between DIVISION STREET and BAYARD STREET","Bronx","1, 2, 3, 4, 5","108, 114, 18, 44, 5, 7, 84, 88","Television","Pilot","United States of America","10002, 10013, 10019, 10456, 11101, 11201"
"708164","Shooting Permit","2023-04-19T06:00:00.000","2023-04-19T20:00:00.000","2023-04-13T16:02:06.000","Mayor's Office of Film, Theatre & Broadcasting","JAY STREET between GREENWICH STREET and HUDSON STREET","Manhattan","1","1","Still Photography","Not Applicable","United States of America","10013"
"708144","Shooting Permit","2023-04-19T07:00:00.000","2023-04-19T21:00:00.000","2023-04-13T15:13:35.000","Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between MCGUINNESS BOULEVARD and NEWEL STREET,  MCGUINNESS BOULEVARD between MESEROLE AVENUE and NORMAN AVENUE,  NEWEL STREET between MESEROLE AVENUE and NORMAN AVENUE,  NEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"708141","Shooting Permit","2023-04-18T06:00:00.000","2023-04-18T20:00:00.000","2023-04-13T15:05:46.000","Mayor's Office of Film, Theatre & Broadcasting","RIVER STREET between GRAND STREET and NORTH    1 STREET","Brooklyn","1","90","Still Photography","Not Applicable","United States of America","11249"
"708131","Shooting Permit","2023-04-24T08:00:00.000","2023-04-24T22:00:00.000","2023-04-13T14:53:22.000","Mayor's Office of Film, Theatre & Broadcasting","HUGHES AVENUE between EAST  186 STREET and EAST  188 STREET,  EAST  187 STREET between ARTHUR AVENUE and BELMONT AVENUE","Bronx","6","48","Film","Feature","United States of America","10458"
"708121","Shooting Permit","2023-04-21T07:00:00.000","2023-04-21T22:00:00.000","2023-04-13T14:37:34.000","Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   69 STREET and EAST   66 STREET,  EAST   67 STREET between MADISON AVENUE and 5 AVENUE,  EAST   67 STREET between MADISON AVENUE and PARK AVENUE,  EAST   62 STREET between PARK AVENUE and 3 AVENUE,  LEXINGTON AVENUE between EAST   63 STREET and EAST   61 STREET,  3 AVENUE between EAST   49 STREET and EAST   47 STREET,  EAST   44 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   43 STREET between LEXINGTON AVENUE and 3 AVENUE,  3 AVENUE between EAST   47 STREET and EAST   43 STREET,  EAST   48 STREET between 3 AVENUE and 2 AVENUE,  EAST   68 STREET between MADISON AVENUE and PARK AVENUE","Manhattan","6, 8","17, 19","Television","Episodic series","United States of America","10017, 10065"
"708098","Shooting Permit","2023-04-26T06:00:00.000","2023-04-26T23:59:00.000","2023-04-13T13:35:59.000","Mayor's Office of Film, Theatre & Broadcasting","ROSE FEISS BOULEVARD between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  EAST  139 STREET between ROSE FEISS BOULEVARD and LOCUST AVENUE,  LOCUST AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and BRUCKNER BOULEVARD","Bronx","1","40","Television","Episodic series","United States of America","10454"
"708097","Shooting Permit","2023-04-25T06:00:00.000","2023-04-25T23:59:00.000","2023-04-13T13:35:46.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   28 STREET between 11 AVENUE and 10 AVENUE,  10 AVENUE between WEST   29 STREET and WEST   24 STREET,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   26 STREET between 11 AVENUE and 10 AVENUE,  WEST   25 STREET between 9 AVENUE and 10 AVENUE","Manhattan","4","10","Television","Episodic series","United States of America","10001"
"708095","Shooting Permit","2023-04-24T06:00:00.000","2023-04-24T23:59:00.000","2023-04-13T13:35:30.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   28 STREET between 9 AVENUE and 10 AVENUE,  10 AVENUE between WEST   29 STREET and WEST   24 STREET,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   26 STREET between 11 AVENUE and 10 AVENUE,  WEST   25 STREET between 9 AVENUE and 10 AVENUE","Manhattan","4","10","Television","Episodic series","United States of America","10001"
"708086","Shooting Permit","2023-04-18T07:00:00.000","2023-04-18T20:00:00.000","2023-04-13T13:09:57.000","Mayor's Office of Film, Theatre & Broadcasting","SPRING STREET between GREENWICH STREET and RENWICK STREET,  RENWICK STREET between SPRING STREET and CANAL STREET,  GREENWICH STREET between CHARLTON STREET and CANAL STREET,  SPRING STREET between WASHINGTON STREET and GREENWICH STREET,  VANDAM STREET between GREENWICH STREET and HUDSON STREET,  CHARLTON STREET between GREENWICH STREET and HUDSON STREET,  HUDSON STREET between KING STREET and CHARLTON STREET,  CHARLTON STREET between HUDSON STREET and VARICK STREET,  KING STREET between HUDSON STREET and VARICK STREET,  SPRING STREET between RENWICK STREET and HUDSON STREET","Manhattan","2","1","Television","Cable-episodic","United States of America","10013, 10014"
