"sampling_location","duplicate_sample","sample_date","sample_time","weather_condition_dry_or_wet","top_sample_temperature_c","bottom_sample_temperature_c","site_actual_depth_ft","top_sample_depth_ft","bottom_sample_depth_ft","top_salinity_psu","bottom_salinity_psu","top_conductivity_s_m","bottom_conductivity_s_m","ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l","ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l","percentage_o2_saturation_top_sample","percentage_o2_saturation_bottom_sample","light_trans_transparency_top_sample","light_trans_transparency_bottom_sample","top_sigma_t_kg_m3","bottom_sigma_t_kg_m3","top_fluorometer_mg_m3","bottom_fluorometer_mg_m3","ctd_conductivity_temperature_depth_profiler_ph_top_sample","ctd_conductivity_temperature_depth_profiler_ph_bottom_sample","top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s","top_sample_par_ue_s_m2","bottom_sample_par_ue_s_ue_s_m2","oxidation_reduction_potential_mv_top_sample","oxidation_reduction_potential_mv_bottom_sample","current_speed_knot","current_direction_current_direction","wind_speed_mph","wind_direction_wind_direction","sea_state","winkler_method_top_dissolved_oxygen_mg_l","winkler_method_bottom_dissolved_oxygen_mg_l","secchi_depth_ft","top_ph","bottom_ph","top_total_coliform_cells_100_ml","top_bottom_coliform_cells_100_ml","fecal_coliform_top_sample_less_than_or_greater_than_result","fecal_coliform_bottom_sample_less_than_or_greater_than_result","top_fecal_coliform_bacteria_cells_100ml","bottom_fecal_coliform_bacteria_cells_100ml","enterococcus_top_sample_less_than_or_greater_than_result","enterococcus_bottom_sample_less_than_or_greater_than_result","top_enterococci_bacteria_cells_100ml","bottom_enterococci_bacteria_cells_100ml","top_nitrate_nitrite_mg_l","bottom_nitrate_nitrite_mg_l","top_ammonium_mg_l","bottom_ammonium_mg_l","top_ortho_phosphorus_mg_l","bottom_ortho_phosphorus_mg_l","top_total_kjeldhal_nitrogen_mg_l","bottom_total_kjeldhal_nitrogen_mg_l","top_silica_mg_l","bottom_silica_mg_l","total_phosphorus_mg_l","bottom_total_phosphorus_mg_l","top_total_suspended_solid_mg_l","bottom_total_suspended_solid_mg_l","top_active_chlorophyll_a_g_l","bottom_active_chlorophyll_a_g_l","chlorophyll_top_sample_field_u_l_ysi","chlorophyll_bottom_sample_field_u_l_ysi","top_total_organic_carbon_mg_l","top_dissolved_organic_carbon_mg_l","bottom_dissolved_organic_carbon_mg_l","top_dissolved_organic_carbon_ysi_mg_l","bottom_dissolved_organic_carbon_ysi_mg_l","top_sample_depth_ysi_ft","bottom_depth_ysi_ft","top_sample_salinity_ysi_psu","bottom_sample_salinity_ysi_psu","top_sample_temperature_ysi_c","bottom_sample_temperature_ysi_c","top_bacteria_per_c_c_1909","bottom_bacteria_per_c_c_1909","top_beam_attenuation_coefficient","bottom_beam_attenuation_coefficient","top_five_day_biochemical_oxygen_demand_mg_l","bottom_five_day_biochemical_oxygen_demand_mg_l","top_pcb_plate_count_thous_ml","bottom_pcb_plate_count_thous_ml","top_coliform_log_no_ml","bottom_coliform_log_no_ml","oakwood_bod_top_sample_mg_l","oakwood_bod_bottom_sample_mg_l","oakwood_total_suspended_solid_top_sample_mg_l","oakwood_total_suspended_solid_bottom_sample_mg_l","top_turbidity_nephelometric_turbidity_units","bottom_turbidity_ysi_nephelometric_turbidity_units","sampling_comment","long","lat","type"
"J2",,"1997-06-23T00:00:00.000","11:47 AM",,"21.71","19.37","44","3.28","42.64","27.21","28.34","3.96","3.91","8.32","5.71","111.17","73.43","55.94","65.63","18.39","19.85","25.94","4.22",,,"5.81","4.21",,,,,"E","18","W","2","4.41","6.83","3","8.04","7.86",,,,,"5","5",,,,,"0.166",,"0.155",,"0.068",,"1.14",,,,"0.172",,"21","11","50.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.885835","40.608055","Permanent"
"MVJ",,"1984-08-07T00:00:00.000","2:00 PM",,"26.7","26.7",,,,"11.1","13.2",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.7","4.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.925149","40.919699","Permanent"
"MVJ",,"1984-08-07T00:00:00.000","2:00 PM",,"26.7","26.7",,,,"11.1","13.2",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.7","4.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.925149","40.919699","Permanent"
"H2",,"1933-08-10T00:00:00.000","11:55 AM",,"25.6","25","16",,,"16.45","16.1",,,,,,,,,,,,,,,,,,,,,"S",,,,"2.91","2.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.918610","40.858609","Permanent"
"N5",,"1926-08-04T00:00:00.000","10:05 AM",,"25","24.4","49",,,"23.8","25.2",,,,,,,,,,,,,,,,,,,,,"S",,,,"1.6","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.030000","40.704500","Permanent"
"E14",,"1996-06-25T00:00:00.000","11:00 AM",,"19.25","17.7","24","3.28","22.96","22.39","23.84","3.15","3.23","7.19","6.33","89.12","76.82","24.83","49.92","15.35","16.82","58.31","62.32",,,"14.81","6.95",,,,,"W","13","W","2","8.6","7.24","2","7.83","7.83","1700","800",,,"55","17",,,,,"0.222",,"0.435",,"0.069",,"1.3",,,,"0.15",,"18","72","54.4",,,,,,,,,,,,,,,,,,,"3.9","3.8",,,,,,,,,,,,"-73.864500","40.800833","Permanent"
"H5",,"1936-03-30T00:00:00.000","1:55 PM",,"10.6","8.9","22",,,"14.35","17.15",,,,,,,,,,,,,,,,,,,,,"N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.935832","40.787777","Permanent"
"x1841_1911_DO",,"1911-10-06T00:00:00.000","10:06 AM",,"16",,,"1",,,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,"4.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.146111","40.654722","Permanent"
"H3",,"1986-09-22T00:00:00.000","12:47 PM",,"20","20","25",,,"12","12",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.3","5.7","3.5","7.3","7.4","450","1300",,,"89","55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.7","0.6",,,,,,"-73.933833","40.828000","Permanent"
"E1",,"1988-12-08T00:00:00.000","10:00 AM",,,,"46",,,"22","22",,,,,,,,,,,,,,,,,,,,,"W",,,,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.006548","40.700000","Permanent"
"G1",,"1999-09-13T00:00:00.000","11:22 AM",,"23.8","23.36","36","3.28","36.08","25.61","27.01","39.17","40.73","4.37","4.33","60.04","59.44","71.34","65.11","16.61","17.79",,,,,,,,,,,"N","8","S","1","3.58","4.38","7.5","6.89","6.94",,,,,"5","20",,,,,"0.533",,"0.493",,,,"0.913",,"1.49",,"0.233",,"4.4","4.4","3.9",,,,"5.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.015271","40.662495","Permanent"
"N4",,"1998-07-09T00:00:00.000","10:48 AM",,"20.72","19.01","41","3.28","39.36","14.55","21.92","2.2","3.08","7.69","6.77","93.63","83.29","26.53","22.1","9.06","15.05",,,,,"61.92","15.04",,,,,"N","0","0","0","7.5","6.21","3",,,,,,,"42","24",,,,,"0.354",,"0.157",,,,"1.07",,"1.28",,"0.104",,"7","8","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.005833","40.764500","Permanent"
"E1",,"1922-07-19T00:00:00.000","10:10 AM",,"23","23","41",,,"22.4","21.35",,,,,,,,,,,,,,,,,,,,,"S",,,,"0.98","1.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.006548","40.700000","Permanent"
"E8",,"1947-07-03T00:00:00.000","12:05 PM",,"18.9","18.3","88",,,"26.6","27.3",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.1","5.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","0.13","0.03","0","0",,,,,,,,"-73.783667","40.800500","Permanent"
"TNQ",,"1981-08-31T00:00:00.000","1:42 PM",,"22.2","22.2",,,,"29.5","29.5",,,,,,,,,,,,,,,,,,,,,"W",,,,"4.2","4",,,,"1100","1700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.792040","40.794940","Permanent"
"TNQ",,"1981-08-31T00:00:00.000","1:42 PM",,"22.2","22.2",,,,"29.5","29.5",,,,,,,,,,,,,,,,,,,,,"W",,,,"4.2","4",,,,"1100","1700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.792040","40.794940","Permanent"
"x69_1909",,"1909-04-15T00:00:00.000","4:15 PM",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420",,,,,,,,,,,,,,,,,"-73.179167","40.969444","Permanent"
"K5A",,"1967-07-18T00:00:00.000","11:17 AM",,"23.3","22.8","25",,,"24.85","26.25",,,,,,,,,,,,,,,,,,,,,"S",,,,"3.7","2.6",,,,"24","350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","4",,,,,,,,,,,,"-74.245833","40.484500","Permanent"
"E3",,"1937-09-07T00:00:00.000","11:10 AM",,"22.8","22.8","42",,,"23.8","23.8",,,,,,,,,,,,,,,,,,,,,"N",,,,"2.34","2.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.966112","40.747499","Permanent"
"F1",,"2012-03-14T00:00:00.000",,"D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blocked by barge",,,"Permanent"
"E12A",,"1997-03-18T00:00:00.000","1:52 PM",,"4.61","3.84","7","3.28","9.84","23.08","23.31","2.27","2.24","14.69","15.39","132.78","136.69","69.5","68.07","18.27","18.51","7.18","11.97",,,"3.64","3.85",,,,,"E","7","N","1","13.57","13.68","6","8.19","8.21",,,,,,,,,,,"0.149",,"0.104",,"0.008",,"0.594",,,,"0.051",,"70","82","35.9",,,,,,,,,,,,,,,,,,,"2.5","3",,,,,,,,,,,,"-73.798328","40.829722","Permanent"
"H3",,"1961-08-14T00:00:00.000","10:15 AM",,"25","24.4","15",,,"16.8","16.8",,,,,,,,,,,,,,,,,,,,,"S",,,,"3.8","3.9",,,,"93","1100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0",,,,,,,,,,,,"-73.933833","40.828000","Permanent"
"N8",,"1911-07-13T00:00:00.000","1:09 PM",,,"22",,,"40",,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,"3.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.045500","40.606167","Permanent"
"E7",,"1970-07-13T00:00:00.000","11:36 AM",,"19.4","18.3",,,,"26.5","26.9",,,,,,,,,,,,,,,,,,,,,"E",,,,"5.4","4.5",,,,"54000","3300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.2","4.6",,,,,,"-73.820500","40.805000","Permanent"
"E9",,"1955-07-14T00:00:00.000","12:20 PM",,"20.6","21.1","69",,,"30.8","30.8",,,,,,,,,,,,,,,,,,,,,"NE",,,,"5.7","5.4",,,,"15","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","0.007","0.007",,,,,,,,,,"-73.777221","40.832226","Permanent"
"K5",,"1920-09-03T00:00:00.000","12:50 PM",,"22","22","35",,,"21.7","23.45",,,,,,,,,,,,,,,,,,,,,"FL",,,,"7.9","7.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.258833","40.508833","Permanent"
"K5",,"1993-08-23T00:00:00.000","11:37 AM",,,,"43",,,,,,,,,,,,,,,,,,,,,,,,,"N",,,,"4.46","3.58","5","7.45","7.44",,,,,"8","2",,,,,"0.48",,"0.58",,"0.16",,,,,,"0.24",,"30","27","12.7",,,,,,,,,,,,,,,,,,,,,,,,,"1.8","1.3",,,,,,"-74.258833","40.508833","Permanent"
"x830_1909",,"1909-09-09T00:00:00.000","11:12 AM",,,"19.5",,,"20",,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2000",,,,,,,,,,,,,,,,"-74.015278","40.683333","Permanent"
"N7",,"1923-08-15T00:00:00.000","11:05 AM",,"24.4","22.8","47",,,"28.7","29.4",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.07","4.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.053833","40.643833","Permanent"
"N3A",,"1955-08-17T00:00:00.000","11:05 AM",,"25.6","25.6","43",,,"21.35","24.15",,,,,,,,,,,,,,,,,,,,,"N",,,,"1.6","1.5",,,,"240","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","1","0.198","0.119",,,,,,,,,,"-73.992497","40.783330","Permanent"
"G2",,"1992-06-30T00:00:00.000","11:20 AM",,"17.29","16.09","31","1","6","24.07","24.93","3.23","3.24",,,,,,,"17.08","18",,,,,,,,,,,"E",,,,"7.25","6.83","6","7.85","7.81",,,,,,,,,,,"0.17",,"0.21",,"0.12",,,,,,"0.05",,"20","34","23.1",,,,,,,,,,,,,,,,,,,,,,,,,"1.9","0.9",,,,,,"-74.003333","40.666667","Permanent"
"J7",,"1954-07-01T00:00:00.000","11:30 AM",,"22.2","22.2","28",,,"26.95","28.35",,,,,,,,,,,,,,,,,,,,,"SL",,,,"3.9","3.6",,,,"46","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2","0.006","0.24",,,,,,,,,,"-73.820833","40.645333","Permanent"
"x267_1909_DO",,"1909-07-03T00:00:00.000","9:15 AM",,,"18",,,"40",,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,,"4.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.968056","40.733333","Permanent"
"X1",,"1929-09-05T00:00:00.000","10:40 AM",,"22.8","22.2",,,,"28.7","29.4",,,,,,,,,,,,,,,,,,,,,"N",,,,"2.57","3.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.007222","40.687500","Permanent"
"TNB",,"1992-05-13T00:00:00.000","4:07 PM",,"12.2","11.8","45",,,"23.8","24.5",,,,,,,,,,,,,,,,,,,,,"E",,,,"11.04","11.18","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.792160","40.803000","Permanent"
"NH",,"1982-07-20T00:00:00.000","8:00 AM",,"24.4","23.3",,,,"27","29.2",,,,,,,,,,,,,,,,,,,,,"N",,,,"5.3","5.6",,,,"680","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.038021","40.609818","Permanent"
"NH",,"1982-07-20T00:00:00.000","8:00 AM",,"24.4","23.3",,,,"27","29.2",,,,,,,,,,,,,,,,,,,,,"N",,,,"5.3","5.6",,,,"680","200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.038021","40.609818","Permanent"
"x75_1909",,"1909-04-15T00:00:00.000","7:00 AM",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"460",,,,,,,,,,,,,,,,,"-73.640278","40.927222","Permanent"
"J1",,"1983-07-28T00:00:00.000","10:29 AM",,"21.1","20.6",,,,"29.7","29.5",,,,,,,,,,,,,,,,,,,,,"E",,,,"7.5","6.6",,,,"2400","2200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.4","3.3",,,,,,"-73.884667","40.573333","Permanent"
"J1",,"1983-07-28T00:00:00.000","10:29 AM",,"21.1","20.6",,,,"29.7","29.5",,,,,,,,,,,,,,,,,,,,,"E",,,,"7.5","6.6",,,,"2400","2200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.4","3.3",,,,,,"-73.884667","40.573333","Permanent"
"E4",,"1992-06-10T00:00:00.000","10:57 AM",,"19.2","19.3","66",,,"21.2","20.9",,,,,,,,,,,,,,,,,,,,,"W",,,,"4.09","4.08","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.922000","40.782500","Permanent"
"N5A",,"1967-06-07T00:00:00.000","10:04 AM",,"15.6","15",,,,"25.2","25.9",,,,,,,,,,,,,,,,,,,,,"N",,,,"7.9","7.4",,,,"330","330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","4",,,,,,,,,,,,"-74.014010","40.692817","Permanent"
"x1019_1911_DO",,"1911-08-20T00:00:00.000","5:10 AM",,"20.5",,,"1",,,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,"5.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-70.590278","41.479167","Permanent"
"E3",,"1988-06-15T00:00:00.000","2:50 PM",,"18.5","18.5","48",,,"23.3","23.3",,,,,,,,,,,,,,,,,,,,,"W",,,,"4.3","3.9",,"7.16","7.08","13000","22000",,,"260","260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.6","2.7",,,,,,"-73.966112","40.747499","Permanent"
"BB3",,"1995-03-08T00:00:00.000","11:30 AM",,"7.3","6.6","22",,,"24.8","25.3","26.3","26.1",,,,,,,,,,,,,,,,,,,"N","21","S","2","12.04","11.79","3.5","8.21","8.24",,,,"<",,"100",,,,,"0.31",,"1.7",,"0.14",,,,,,"0.26",,"21","11","36.3",,,,,,,,,,,,,,,,,,,"3","4.9",,,,,,,,,,,,"-73.822160","40.660040","Permanent"
"H4",,"1956-08-22T00:00:00.000","12:40 PM",,"22.8","22.2","20",,,"23.1","25.2",,,,,,,,,,,,,,,,,,,,,"N",,,,"1.3","1.4",,,,"240","460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","0.12","0.134",,,,,,,,,,"-73.929168","40.803613","Permanent"
"J10",,"1997-03-13T00:00:00.000","12:10 PM",,"4.97","4.84","29","3.28","29.52","27.25","27.43","2.66","2.67","11.28","10.94","105.71","102.36","80.1","79.89","21.54","21.69","2.49","8.27",,,"2.22","2.25",,,,,"E","15","N","2","10.85","10.52","6","7.94","7.95",,,,,,,,,,,"0.229",,"0.326",,"0.031",,"0.794",,,,"0.073",,"94","90","24",,,,,,,,,,,,,,,,,,,"3.2","3.1",,,,,,,,,,,,"-73.894721","40.621667","Permanent"
"N16",,"1992-01-22T00:00:00.000","10:40 AM",,"6.1","5.4","27",,,"29.9","32.5",,,,,,,,,,,,,,,,,,,,,"S",,,,"10.1",,"14","8.27","8.14",,,,,,,,,,,"0.07",,"0.04",,"0.03",,,,,,"0.034",,"3","10","7.8",,,,,,,,,,,,,,,,,,,,,,,,,"0.2","0.2",,,,,,"-73.943667","40.529667","Permanent"
"N4",,"1932-08-04T00:00:00.000","2:45 PM",,"25","23.3","52",,,"23.1","25.9",,,,,,,,,,,,,,,,,,,,,"S",,,,"2.18","1.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.005833","40.764500","Permanent"
"N5",,"1972-09-13T00:00:00.000","11:05 AM",,"21.7","21.7",,,,"20.7","21.3",,,,,,,,,,,,,,,,,,,,,"N",,,,"2.1","2",,,,"49000","33000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.7","2.3",,,,,,"-74.030000","40.704500","Permanent"
"x360_1913_DO",,"1913-02-20T00:00:00.000","10:00 AM",,"5.2",,,"1","3.9",,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.000670","40.706486","Permanent"
"N16",,"1989-07-25T00:00:00.000","11:16 AM",,"22.2","20.6","26",,,"31.6","31.5",,,,,,,,,,,,,,,,,,,,,"N",,,,"7.4","7","7","7.7","7.6","20","60",,,"2","2",,,,,"0.012",,,,"0.03",,,,,,"0.062",,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.943667","40.529667","Permanent"
"E12",,"1995-01-04T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.809446","40.854442","Permanent"
"x644_1911_DO",,"1911-07-28T00:00:00.000","12:01 PM",,,"19",,,"25",,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,"4.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.804444","40.807500","Permanent"
"MVY",,"1988-08-04T00:00:00.000","6:07 PM",,"26.4","26.1",,,,"15.3","16.1",,,,,,,,,,,,,,,,,,,,,,,,,"3.2","2.6",,,,"4900","2200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.912566","40.915745","Permanent"
"N3A",,"1992-05-21T00:00:00.000","10:31 AM",,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,"S",,,,"8.39","6.91","2","7.73","7.56",,,,,,,,,,,"0.55",,"0.24",,"0.052",,,,,,"0.052",,"14","40","3.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.992497","40.783330","Permanent"
"H5",,"1965-07-07T00:00:00.000","12:55 PM",,"21.7","21.1","22",,,"27.3","28.35",,,,,,,,,,,,,,,,,,,,,"NE",,,,"1.9","2.2",,,,"3500","1300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2",,,,,,,,,,,,"-73.935832","40.787777","Permanent"
"X53",,"1926-08-04T00:00:00.000","10:40 AM",,"25","24.4",,,,"25.2","27.3",,,,,,,,,,,,,,,,,,,,,"S",,,,"1.3","1.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.047038","40.634099","Permanent"
"E1",,"1962-06-20T00:00:00.000","10:30 AM",,"20","20.6","41",,,"27.65","26.25",,,,,,,,,,,,,,,,,,,,,,,,,"1.5","1.9",,,,"460","460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2",,,,,,,,,,,,"-74.006548","40.700000","Permanent"
"H2",,"1961-07-31T00:00:00.000","10:35 AM",,"25.6","25.6","16",,,"12.95","11.9",,,,,,,,,,,,,,,,,,,,,"S",,,,"3.8","4.6",,,,"93","93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,"-73.918610","40.858609","Permanent"
"K5A",,"1992-06-30T00:00:00.000","1:30 PM",,,,"25",,,,,,,,,,,,,,,,,,,,,,,,,"S",,,,"4.94","4.81","4.5","7.75","7.75",,,,,,,,,,,"0.1",,"0.29",,"0.2",,,,,,"0.062",,"24","32","18",,,,,,,,,,,,,,,,,,,,,,,,,"4.6","3.6",,,,,,"-74.245833","40.484500","Permanent"
"GC5",,"2020-08-26T00:00:00.000","10:07","Wet",,,"6.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.5",,,,"E",,"70",,"E",,"20",,"0.345",,"0.366",,"0.103",,"0.527",,"1.918",,"0.137",,"21",,"1.42",,"0.46",,,"2.34",,"5.51",,,,"26.09",,"24.62",,,,,,,,,,,,,,,,"4.9",,,"-73.99005","40.67614","Permanent"
"E7",,"1993-06-22T00:00:00.000","11:26 AM",,,,"44",,,,,,,,,,,,,,,,,,,,,,,,,"E",,,,"6.53","7.14","5","7.55","7.77","9000","5000",,,,,,,,,"0.22",,"0.42",,"0.075",,,,,,"0.14",,"42","50","18.7",,,,,,,,,,,,,,,,,,,,,,,,,"1.4","2.5",,,,,,"-73.820500","40.805000","Permanent"
"E10",,"1991-07-15T00:00:00.000","1:15 PM",,"21.5","20.7","97",,,"26.3","26.3",,,,,,,,,,,,,,,,,,,,,"E",,,,"4.2","4","6",,,"40","70",,,"11","7",,,,,"0.18",,"0.42",,"0.1",,,,,,"0.19",,"14","13","7.4",,,,,,,,,,,,,,,,,,,,,,,,,"1.2","1",,,,,,"-73.765333","40.843667","Permanent"
"N3A",,"1984-06-12T00:00:00.000","11:22 AM",,"21.7","18.9",,,,"12.8","20.5",,,,,,,,,,,,,,,,,,,,,"N",,,,"6","6.5",,,,"27000","13000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.8","2.5",,,,,,"-73.992497","40.783330","Permanent"
"N3A",,"1984-06-12T00:00:00.000","11:22 AM",,"21.7","18.9",,,,"12.8","20.5",,,,,,,,,,,,,,,,,,,,,"N",,,,"6","6.5",,,,"27000","13000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.8","2.5",,,,,,"-73.992497","40.783330","Permanent"
"E10",,"1987-06-29T00:00:00.000","12:05 PM",,"22","20","79",,,,,,,,,,,,,,,,,,,,,,,,,"E",,,,"6.2","6","6","7.85","7.91","170","80",,,"18","7",,,,,"0.09","0.46","0.26","0.22","0.06","0.06",,,,,"0.12","0.14",,,"4",,,,,,,,,,,,,,,,,,,,,,,,,"1.4","1.1",,,,,,"-73.765333","40.843667","Permanent"
"x908_1911_DO",,"1911-08-10T00:00:00.000","9:20 AM",,,"22",,,"40",,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,,"3.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.022222","40.704722","Permanent"
"N9A",,"1971-08-04T00:00:00.000","10:15 AM",,"23.3","23.3",,,,"29.2","29.9",,,,,,,,,,,,,,,,,,,,,"W",,,,"6.7","7",,,,"9200","5400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.2","4.3",,,,,,"-73.935500","40.567833","Permanent"
