"the_geom","nodeid","oft","onstreetname","fromstreetname","borough_code","work_start_date","work_end_date","purpose"
"POINT (1025275.2909688056 204128.16790889204)","50196","414140419540000000","67 ROAD","102 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1016450.7909013033 206553.4583338946)","45787","417140447290000000","84 STREET","GRAND AVENUE","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1026673.9164523929 202740.46431948245)","50277","451590468690000000","JEWEL AVENUE","YELLOWSTONE BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1045104.6758506447 208339.0321905613)","58898","425550413990000000","194 LANE","67 AVENUE","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1010155.4396468848 207879.89925056696)","45152","412390453090000000","59 STREET","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1014076.3241935521 220906.79544080794)","47100","406340416290000000","19 ROAD","78 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997163.8058533072 163663.18125373125)","17689","315920335730000000","BAY AVENUE","EAST   21 STREET","B","2023-08-14T00:00:00","2023-08-15T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010240.4394768924 214551.17494997382)","46198","408190411590000000","32 AVENUE","55 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1031533.9854723811 204656.28693139553)","54723","422340451590000000","136 STREET","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1019100.3328462988 217216.8881224841)","46949","418840428790000000","95 STREET","ASTORIA BOULEVARD","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037731.790990144 204418.48885056376)","55200","415390424140000000","73 AVENUE","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (997680.4025891423 167441.23800206184)","17712","314080318630000000","AVENUE J","BEDFORD AVENUE","B","2023-08-11T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033459.9163317978 206648.34331472218)","54919","414240423090000000","68 AVENUE","147 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1024658.9503379762 206371.80187305808)","50121","413140419540000000","63 ROAD","102 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037383.3566476405 203353.74655747414)","55184","415940424040000000","76 ROAD","160 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1015352.2727571428 241447.19005547464)","48167","233720276450000000","FREEMAN STREET","WEST FARMS ROAD","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1041183.250622645 204167.40995639563)","58555","415840424840000000","76 AVENUE","175 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1019071.2515396327 219227.62557080388)","46964","406940418890000000","23 AVENUE","96 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1032889.8193748891 216576.04294747114)","55590","436590461090000000","BOWNE STREET","ROOSEVELT AVENUE","Q","2023-07-24T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1012892.9571377188 249967.9207173884)","47997","227090256820000000","EAST  181 STREET","PARK AVENUE","X","2023-08-07T00:00:00","2023-11-05T00:00:00","CONTRACT ROADWAY MILLING"
"POINT (1038313.1710609645 203742.8668422252)","55269","415840424240000000","76 AVENUE","164 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1012906.2671504766 209953.26124556363)","66553","414440468290000000","68 STREET","WOODSIDE AVENUE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1044535.5431306362 226693.86949655414)","60342","435690440990000000","BELL BOULEVARD","CROSS ISLAND PARKWAY","Q","2023-07-24T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011600.6762577146 239639.7428829819)","47288","226610270420000000","EAST  165 STREET","UNION AVENUE","X","2023-07-21T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (995942.0661708117 201500.24698364735)","22031","319530366530000000","BERRY STREET","NORTH    9 STREET","B","2023-08-15T00:00:00","2023-08-17T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038973.4420501441 203588.7004838884)","55270","415940424340000000","76 ROAD","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1007348.4505102187 224331.88668772578)","42341","406390406690000000","19 STREET","21 ROAD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009988.9012660533 214517.8715388924)","41919","408190411390000000","32 AVENUE","54 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997257.2078974694 223501.0717483163)","23648","110210118750000000","3 AVENUE","EAST   88 STREET","M","2023-07-20T00:00:00","2023-09-01T00:00:00","CONTRACT ROADWAY MILLING"
"POINT (1015832.5047363043 210280.56702139974)","108553","416490468290000000","79 STREET","WOODSIDE AVENUE","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011127.5800910592 213887.8531138897)","46287","412190457790000000","58 STREET","NORTHERN BOULEVARD","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037532.24414514 202324.5235503167)","55181","416240424040000000","78 ROAD","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1027792.0244523883 203442.0770894736)","50392","414640420390000000","69 ROAD","110 STREET","Q","2023-07-11T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1015208.6477162987 233043.3456427306)","47465","218420271750000000","CASANOVA STREET","VIELE AVENUE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1027887.2079890519 203200.62711305916)","50393","420390451590000000","110 STREET","JEWEL AVENUE","Q","2023-07-11T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1032785.4363815486 205140.5346505642)","54828","422740451590000000","141 STREET","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1003017.7869274765 211252.93384306133)","41509","408205409840000000","32 PLACE","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1051925.5942953825 210382.19739556313)","61709","414240441700000000","68 AVENUE","DEAD END","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (996450.8053108007 168608.43054956198)","17654","332600335730000000","DEAD END","EAST   21 STREET","B","2023-08-14T00:00:00","2023-08-15T00:00:00","DOT IN-HOUSE PAVING"
"POINT (994736.786429137 194388.0141608864)","19488","354000393060000000","KENT AVENUE","WILLIAMSBURG ST WEST","B","2023-08-15T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1004376.1109824777 197425.537285313)","27693","353530387730000000","JOHNSON AVENUE","VARICK AVENUE","B","2023-08-18T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033026.0034857243 216175.52209497988)","55642","409540436590000000","41 AVENUE","BOWNE STREET","Q","2023-07-24T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (994451.2095724642 199573.92865781486)","19532","319530378130000000","BERRY STREET","SOUTH    1 STREET","B","2023-08-16T00:00:00","2023-08-17T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010125.8816351444 244837.99593789876)","47752","220020226790000000","CLAY AVENUE","EAST  171 STREET","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013995.1553926319 242396.77805131674)","9038582","242020277750000000","INTERVALE AVENUE","LOUIS NINE BOULEVARD","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013139.6820379645 241876.90704381466)","48006","219420233720000000","CHISHOLM STREET","FREEMAN STREET","X","2023-07-21T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003276.1292585582 211219.62026138604)","41510","408390409840000000","33 STREET","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013776.2427727282 210702.8660455644)","46449","409540415340000000","41 AVENUE","72 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1010675.5042235553 208021.07678972185)","45170","412690453090000000","60 STREET","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1010190.3050627261 209041.43564139307)","45179","410440412390000000","47 AVENUE","59 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1010257.8016468883 218123.47095496953)","46230","407240410540000000","25 AVENUE","47 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997096.6242291331 210379.69740055501)","23009","410590466390000000","48 AVENUE","VERNON BOULEVARD","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (964614.9414892197 161252.02498680353)","10857","534370548980000000","JAMES PLACE","ST JOHNS AVENUE","S","2023-08-06T00:00:00","2023-09-05T00:00:00","REPAIR GAS - PROTECTED"
"POINT (1015617.5642213076 260870.27063180506)","49570","252620263820000000","MOSHOLU PARKWAY","SEDGWICK AVENUE","X","2023-08-07T00:00:00","2023-11-05T00:00:00","CONTRACT ROADWAY MILLING"
"POINT (1037569.7735976428 202067.25372363627)","55180","416340424040000000","79 AVENUE","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1004046.7937277257 211102.67823806405)","41575","408740409840000000","36 STREET","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009063.7390743941 201552.50704972446)","41202","412090447290000000","58 PLACE","GRAND AVENUE","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1015288.8968996406 210191.1315047294)","46608","416140468290000000","77 STREET","WOODSIDE AVENUE","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1038372.8658234775 202975.34573948383)","55260","416090424240000000","77 ROAD","164 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1013142.0081488043 209505.09613139927)","45511","409840414690000000","43 AVENUE","69 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1026353.8449140489 148178.29490073025)","30713","434740457970000000","BEACH  131 STREET","OCEAN PROMENADE","Q","2023-07-17T00:00:00","2023-09-01T00:00:00","PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
"POINT (924879.0937957168 129249.20283772051)","703","518105547535000000","BEDELL STREET","SHARROTT AVENUE","S","2023-07-27T00:00:00","2023-09-30T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033721.9991409779 205505.72453697026)","54913","423090451590000000","147 STREET","JEWEL AVENUE","Q","2023-06-13T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (973481.3309086412 169289.0394245535)","11476","310530377130000000","79 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (962327.1051856428 150184.8292734772)","9851","536300541311000000","LIBERTY AVENUE","OCEANSIDE AVENUE","S","2023-06-15T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010488.3261202276 214586.5587374717)","46199","408190411790000000","32 AVENUE","56 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011190.6213035583 219068.2131599784)","46340","410640428790000000","48 STREET","ASTORIA BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (995337.195333302 195755.76995556056)","19579","353970393060000000","KEAP STREET","WILLIAMSBURG ST WEST","B","2023-08-15T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (995118.9575808048 200491.495720312)","22016","319530366030000000","BERRY STREET","NORTH    4 STREET","B","2023-08-15T00:00:00","2023-08-17T00:00:00","DOT IN-HOUSE PAVING"
"POINT (994938.137732476 194913.47866114974)","19492","393060395030000000","WILLIAMSBURG ST WEST","WYTHE AVENUE","B","2023-08-15T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1019022.9281454682 217771.97231414914)","46948","407240418840000000","25 AVENUE","95 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011522.8119121343 209306.05125389993)","45290","413490459990000000","64 STREET","QUEENS BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1004372.5279843807 242458.45771797)","43764","208720274170000000","ANDERSON AVENUE","WEST  164 STREET","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013370.2458813041 235321.95329022408)","47357","211020236890000000","BARRY STREET","GRINNELL PLACE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1036803.9811659753 203005.41424889863)","55121","416040458590000000","77 AVENUE","PARSONS BOULEVARD","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010103.6388974637 213740.84717431664)","46187","411390457790000000","54 STREET","NORTHERN BOULEVARD","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1018930.3102204651 218435.33056747913)","46873","407090418840000000","24 AVENUE","95 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037991.6851553917 202655.04454280436)","55182","416190424140000000","78 AVENUE","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1019177.6653688103 218470.1372563988)","46959","407090418890000000","24 AVENUE","96 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1011811.8995885551 196152.0260528028)","9005318","412690457900000000","60 STREET","NYCTA SUBWAY","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1034104.262155965 215663.8105199784)","55698","445990458590000000","FRANKLIN AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1007237.1219927222 183220.1201581508)","27109","338330375130000000","EAST NEW YORK AVENUE","SARATOGA AVENUE","B","2023-06-30T00:00:00","2023-09-24T00:00:00","D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
"POINT (1009075.0054560602 247103.66135406494)","44276","226880263920000000","EAST  174 STREET","SELWYN AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1017199.8412404656 207288.4174938947)","45891","447290462390000000","GRAND AVENUE","SIMONSON STREET","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1019276.5628088117 215956.51334664226)","46932","418840451010000000","95 STREET","JACKSON MILL ROAD","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009704.5087902248 217219.6046524793)","41934","407540410540000000","28 AVENUE","47 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038393.3841551393 202711.0575541407)","55259","416190424240000000","78 AVENUE","164 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1011983.5035760552 207805.8475613892)","45265","410790413640000000","50 AVENUE","65 PLACE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035911.8277665526 214126.27455306053)","55775","435780458590000000","BEND","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035248.4232534766 201624.85959531367)","55038","416240423090000000","78 ROAD","147 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (987486.8799972236 168190.3506770581)","13649","306680309280000000","16 AVENUE","54 STREET","B","2023-08-09T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035182.718332395 214751.17815889418)","55768","443790458590000000","ELM AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1045678.4043619782 207803.41974473)","58896","414490425635000000","69 AVENUE","195 LANE","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011509.2886452228 214728.78614330292)","46302","408190412740000000","32 AVENUE","61 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1013831.432951048 210711.17934913933)","67045","409540415340000000","41 AVENUE","72 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1000291.069939971 210236.89912973344)","41273","428980462590000000","AUSTELL PLACE","SKILLMAN AVENUE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1009908.4913218915 208385.18367305398)","41260","410590412060000000","48 AVENUE","58 LANE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (997398.9103699774 230991.8996143937)","24128","131190136030000000","ST NICHOLAS AVENUE","WEST  113 STREET","M","2023-07-07T00:00:00","2023-08-28T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037877.8402387202 203426.57515197992)","55188","415940424140000000","76 ROAD","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1044383.0667295605 206450.3450230658)","58792","415390425240000000","73 AVENUE","188 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (996472.5933249742 222083.68613164127)","23584","110210118630000000","3 AVENUE","EAST   82 STREET","M","2023-07-20T00:00:00","2023-09-01T00:00:00","CONTRACT ROADWAY MILLING"
"POINT (1038083.9815587252 202022.77546614408)","55255","424140465590000000","162 STREET","UNION TURNPIKE","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997784.0605183095 232620.13093797863)","24148","110610136150000000","7 AVENUE","WEST  119 STREET","M","2023-07-07T00:00:00","2023-08-28T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1036803.9811659753 203005.41424889863)","55121","416040458590000000","77 AVENUE","PARSONS BOULEVARD","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1012253.1880760491 207798.6428513974)","45365","410790413940000000","50 AVENUE","66 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037346.7819176316 203601.4924530536)","55185","415840424040000000","76 AVENUE","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (996161.649064973 200313.54660114646)","22091","334130366230000000","DRIGGS AVENUE","NORTH    6 STREET","B","2023-08-09T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1028363.2437823862 201990.40348364413)","50489","415140420390000000","72 AVENUE","110 STREET","Q","2023-07-11T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1011907.3324685544 247665.29080823064)","47888","226940256820000000","EAST  176 STREET","PARK AVENUE","X","2023-08-07T00:00:00","2023-11-05T00:00:00","CONTRACT ROADWAY MILLING"
"POINT (1009528.2135391384 246375.39443789423)","9046789","229520229720000000","EAST MT EDEN AVENUE","EASTBURN AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003927.3779560477 197328.8019144833)","27606","353530371830000000","JOHNSON AVENUE","PORTER AVENUE","B","2023-08-18T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013994.5983071327 209636.66410972178)","45515","409840415340000000","43 AVENUE","72 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1028215.0354173928 204168.1747186482)","50510","414290420590000000","68 DRIVE","112 STREET","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035389.5581417978 199025.83920280635)","34945","417130452790000000","84 ROAD","LANDER STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (972962.3657392263 166951.6428526491)","11415","310930377130000000","87 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (974090.6407136321 171197.805292055)","11941","310080377130000000","71 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1009484.0305566341 217354.72905413806)","41933","407540410390000000","28 AVENUE","46 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1039038.458652392 203153.92116972804)","55331","416090424340000000","77 ROAD","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1014340.9165121317 221089.66909080744)","66953","406290406340000000","19 AVENUE","19 ROAD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011012.7902943939 214659.33090163767)","46300","408190412190000000","32 AVENUE","58 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1006881.2631243914 224764.77328914404)","42284","406690462090000000","21 ROAD","SHORE BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (924611.4171657264 129220.443052724)","700","518105529690000000","BEDELL STREET","GILBERT PLACE","S","2023-07-27T00:00:00","2023-09-30T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038234.9527134746 204742.97015698254)","55274","415140424240000000","72 AVENUE","164 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1015465.6288296431 233097.06896047294)","47467","210920271750000000","BARRETTO STREET","VIELE AVENUE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1007140.977171883 183164.82171231508)","27108","338330375130000000","EAST NEW YORK AVENUE","SARATOGA AVENUE","B","2023-06-30T00:00:00","2023-09-24T00:00:00","D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
"POINT (1016999.4413788021 233401.31047797203)","47588","271750277350000000","VIELE AVENUE","WHITTIER STREET","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003790.1931910515 211141.37238639593)","41515","408640409840000000","35 STREET","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1016997.3875771314 207102.59109389782)","45800","447290466090000000","GRAND AVENUE","VAN KLEECK STREET","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1046850.3058895469 206571.70960973203)","58955","415690425790000000","75 AVENUE","197 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1044128.4839053899 205600.3007913977)","58785","415690425200000000","75 AVENUE","186 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1033274.8415707201 217550.50294080377)","55648","408790458590000000","37 AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009696.3723235577 207687.54399222136)","41251","412090453090000000","58 PLACE","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1015257.6699279696 242944.23430547118)","48174","226820272320000000","EAST  172 STREET","VYSE AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997274.3896216303 233801.12267047167)","24154","131190136210000000","ST NICHOLAS AVENUE","WEST  122 STREET","M","2023-07-12T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037989.4512359649 152946.79258155823)","33206","432590462200000000","BEACH   81 STREET","SHOREFRONT PARKWAY","Q","2023-06-29T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011659.3142638057 219573.4450891465)","46344","410640442490000000","48 STREET","DITMARS BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003561.72612831 242837.38084463775)","43654","267420274170000000","SUMMIT AVENUE","WEST  164 STREET","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
