"objectid","meter_number","status","pay_by_cell_number","meter_hours","parking_facility_name","facility","borough","on_street","side_of_street","from_street","to_street","lat","long","x","y","location"
"15379","4343168","Active","420041","2 HR Pas Mon-Sat 0830-1900",,"On Street","Queens","37 Avenue","S","31 Street","32 Street","40.7547121831626","-73.9307037290386","1003448.75653797","214246.281202808","POINT (-73.930703729039 40.754712183163)"
"14764","1403170","Active","103125","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 49 Street","N","8 Avenue","9 Avenue","40.7626617101403","-73.9888037578322","987351.585320309","217135.15797098","POINT (-73.988803757832 40.76266171014)"
"15229","3743017","Active","342850","15HR Pas Mon-Sat 0800-2200","Gowanus Parking Field","Off Street","Brooklyn","3 Avenue","C","39 Street","40 Street","40.6537050079115","-74.0082468839197","981961.709289059","177438.852521226","POINT (-74.00824688392 40.653705007912)"
"9662","1443305","Active","106296","3HR Com Mon-Sat 0900-1600 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","7 Avenue","W","West 39 Street","West 38 Street","40.7537655604216","-73.9887243220399","987374.007847637","213894.003035977","POINT (-73.98872432204 40.753765560422)"
"10906","1433220","Active","106957","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 52 Street","S","Lexington Avenue","3 Avenue","40.7571598820642","-73.9701751377755","992512.771848306","215131.870310888","POINT (-73.970175137775 40.757159882064)"
"10860","1433162","Active","105499","3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","7 Avenue","W","West 51 Street","West 50 Street","40.7614271720492","-73.9831412521661","988920.300358728","216685.626389727","POINT (-73.983141252166 40.761427172049)"
"11718","4760001","Active","469235","15HR Pas Mon-Sat 0800-2200","Rockaway Park","Off Street","Queens","Beach 116 Street","E","Beach Channel Drive","Newport Avenue","40.5810795563536","-73.8369004649152","1029555.01764555","151021.561523899","POINT (-73.836900464915 40.581079556354)"
"10955","1433287","Active","101513","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 43 Street","S","Madison Avenue","5 Avenue","40.7535520358568","-73.9790867781574","990044.177376062","213816.699712887","POINT (-73.979086778157 40.753552035857)"
"10863","1433165","Active","102915","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 56 Street","N","6 Avenue","7 Avenue","40.764362816956","-73.9792465256536","989998.984881133","217755.410011306","POINT (-73.979246525654 40.764362816956)"
"10139","1403099","Active","104008","2HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","9 Avenue","W","West 56 Street","West 55 Street","40.7671197217425","-73.9864384928373","988006.560060218","218759.451310307","POINT (-73.986438492837 40.767119721743)"
"9012","1243045","Active","104984","3HR Com Mon-Sat 0700-1300 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","N","Lafayette Street","Broadway","40.7191277658406","-74.0013466800756","983876.698569298","201274.164430559","POINT (-74.001346680076 40.719127765841)"
"8349","1433056","Active","105079","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 51 Street","N","5 Avenue","6 Avenue","40.7593814008027","-73.9771376487748","990583.645129144","215940.662000388","POINT (-73.977137648775 40.759381400803)"
"10838","1433137","Active","104183","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 45 Street","N","6 Avenue","Broadway","40.7575266355332","-73.9843790274756","988577.658655554","215264.469783232","POINT (-73.984379027476 40.757526635533)"
"12002","1433326","Active","102605","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 46 Street","S","Park Avenue","Lexington Avenue","40.7544404302966","-73.9753606293974","991076.445980802","214140.639025643","POINT (-73.975360629397 40.754440430297)"
"9028","1243060","Active","103866","3HR Com Mon-Sat 0700-1300 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","S","Elizabeth Street","Bowery","40.7163116195055","-73.9966501527291","985178.62116231","200248.171075732","POINT (-73.996650152729 40.716311619506)"
"69","4152019","Active","412854","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","W","Thomson Avenue","49 Avenue","40.7426645637864","-73.9448840857698","999522.805072308","209854.15711306","POINT (-73.94488408577 40.742664563786)"
"9476","1443105","Active","102529","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 38 Street","N","7 Avenue","Broadway","40.753119611712","-73.9877044892197","987656.592912391","213658.701013148","POINT (-73.98770448922 40.753119611712)"
"7751","1409962","Active","106211","2HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","9 Avenue","W","West 52 Street","West 51 Street","40.7642928587842","-73.9884983749895","987436.104508221","217729.45008947","POINT (-73.988498374989 40.764292858784)"
"9385","1443007","Active","103670","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 39 Street","N","Avenue of the Americas","Broadway","40.7532424023363","-73.986077827507","988107.268520221","213703.505057395","POINT (-73.986077827507 40.753242402336)"
"10752","1433036","Active","105556","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 45 Street","S","5 Avenue","6 Avenue","40.7562590887107","-73.9816242636138","989340.939609304","214802.809289232","POINT (-73.981624263614 40.756259088711)"
"11665","1083042","Active","110202","2HR Pas Mon-Sat 0900-2400",,"On Street","Manhattan","West 62 Street","N","Broadway","Columbus Avenue","40.7709023095471","-73.9828112960358","989011.029179886","220137.750062898","POINT (-73.982811296036 40.770902309547)"
"10772","1433059","Active","105079","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 51 Street","N","5 Avenue","6 Avenue","40.7600756599343","-73.978783554609","990127.612248555","216193.488594472","POINT (-73.978783554609 40.760075659934)"
"10770","1433057","Active","105079","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 51 Street","N","5 Avenue","6 Avenue","40.7596066742387","-73.9776726023373","990435.423968881","216022.698253646","POINT (-73.977672602337 40.759606674239)"
"13524","4513036","Active","458321","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","142 Street","E","56 Avenue","56 Road","40.7474470501497","-73.823184382982","1033242.65462722","211641.210953638","POINT (-73.823184382982 40.74744705015)"
"10962","1433294","Active","102161","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 44 Street","N","5 Avenue","Madison Avenue","40.7544420083128","-73.9790135743382","990064.381403893","214140.950376734","POINT (-73.979013574338 40.754442008313)"
"15173","3743013","Active","342840","15HR Pas Mon-Sat 0800-2200","Gowanus Parking Field","Off Street","Brooklyn","3 Avenue","S","32 Street","33 Street","40.6576927766002","-74.0041645781536","983094.509516895","178891.62717472","POINT (-74.004164578154 40.6576927766)"
"11354","3243005","Active","300943","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Vanderbilt Avenue","W","Dean Street","Bergen Street","40.6797354072404","-73.9682192627442","993064.867528886","186923.953629732","POINT (-73.968219262744 40.67973540724)"
"9646","1443289","Active","101801","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","W","West 42 Street","West 41 Street","40.7555114210078","-73.9866007685634","987962.256343052","214530.159572065","POINT (-73.986600768563 40.755511421008)"
"13642","3773004","Active","342834","15HR Pas Mon-Sat 0800-2200","Grant Avenue","Off Street","Brooklyn","Grant Avenue","W","Pitkin Avenue","Glenmore Avenue","40.6770120488887","-73.8651702026623","1021648.59415397","185958.93882747","POINT (-73.865170202662 40.677012048889)"
"11053","1433424","Active","102272","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","W","West 50 Street","West 49 Street","40.7610624777001","-73.9844010801132","988571.319757476","216552.691616222","POINT (-73.984401080113 40.7610624777)"
"15378","1113129","Active","107135","2HR Pas Mon-Sat 0700-2200",,"On Street","Manhattan","6 Avenue","E","Church Street","White Street","40.7187189734346","-74.0050984680718","982836.689494476","201125.267090559","POINT (-74.005098468072 40.718718973435)"
"13651","3863003","Active","342824","15HR Pas Mon-Sat 0800-2200","Canarsie","Off Street","Brooklyn","Rockaway Parkway","E","Farragut Road","Glenwood Road","40.6459397563262","-73.902579891658","1011284.62702106","174624.682952732","POINT (-73.902579891658 40.645939756326)"
"10895","1433208","Active","107008","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 51 Street","N","Madison Avenue","5 Avenue","40.7589232316705","-73.9760628571276","990881.444402307","215773.815549314","POINT (-73.976062857128 40.758923231671)"
"11143","1433785","Active","103492","3HR Com Mon-Fri 1000-1600 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 43 Street","S","7 Avenue","8 Avenue","40.7571942182897","-73.9877229571879","987651.268119887","215143.211823642","POINT (-73.987722957188 40.75719421829)"
"14681","1223002","Active","112377","2 HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","West 161 Street","S","Broadway","Ft. Washington Avenue","40.8367397065114","-73.9435996140944","999856.668249726","244129.188956559","POINT (-73.943599614094 40.836739706511)"
"10313","1443952","Active","103219","3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 41 Street","N","Avenue of the Americas","Broadway","40.754886780155","-73.986166975566","988082.474606559","214302.60130015","POINT (-73.986166975566 40.754886780155)"
"10950","1433282","Active","106441","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 43 Street","N","3 Avenue","Lexington Avenue","40.7516498865434","-73.9743326962563","991361.537274137","213124.035415813","POINT (-73.974332696256 40.751649886543)"
"13682","4933002","Active","469238","15HR Pas Mon-Sat 0800-2200","Flushing #4","Off Street","Queens","College Point Boulevard","E","Northern Boulevard","Northern Boulevard","40.7627479916826","-73.8353970319419","1029848.26246589","217209.236562982","POINT (-73.835397031942 40.762747991683)"
"13657","3863009","Active","342824","15HR Pas Mon-Sat 0800-2200","Canarsie","Off Street","Brooklyn","Rockaway Parkway","E","Farragut Road","Glenwood Road","40.6468142971921","-73.9021255778462","1011410.34560163","174943.442485809","POINT (-73.902125577846 40.646814297192)"
"15318","3123237","Active","314224","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","3 Avenue *W RDWY","W","35 Street","36 Street","40.6559727189607","-74.0063071250755","982500.000207216","178264.997850567","POINT (-74.006307125075 40.655972718961)"
"9509","1443138","Active","106094","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 36 Street","S","7 Avenue","Broadway","40.7517859990521","-73.9886541453274","987393.544225886","213172.787286803","POINT (-73.988654145327 40.751785999052)"
"13639","3773002","Active","342828","15HR Pas Mon-Sat 0800-2200","Grant Avenue","Off Street","Brooklyn","Grant Avenue","W","Pitkin Avenue","Glenmore Avenue","40.6763833371958","-73.8661919289952","1021365.54157047","185729.446832389","POINT (-73.866191928995 40.676383337196)"
"10885","1433197","Active","106860","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 48 Street","S","Lexington Avenue","3 Avenue","40.7548985726863","-73.9725843633762","991845.570426807","214307.783704475","POINT (-73.972584363376 40.754898572686)"
"10764","1433049","Active","104672","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 43 Street","N","5 Avenue","6 Avenue","40.7546812012149","-73.9815139630918","989371.619337976","214227.940032139","POINT (-73.981513963092 40.754681201215)"
"10877","1433184","Active","106416","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 48 Street","N","5 Avenue","Madison Avenue","40.7571426569537","-73.9776543716058","990440.703485891","215124.977608144","POINT (-73.977654371606 40.757142656954)"
"8706","1023049","Active","101077","2HR Pas Mon-Sat 0900-2400",,"On Street","Manhattan","Orchard Street","W","Stanton Street","East Houston Street","40.7224343741711","-73.9880755075524","987555.320477143","202479.085577145","POINT (-73.988075507552 40.722434374171)"
"9548","1443180","Active","105318","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","S","5 Avenue","Avenue of the Americas","40.7494985854506","-73.9851265849117","988371.050801054","212339.555029392","POINT (-73.985126584912 40.749498585451)"
"9393","1443015","Active","102047","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 39 Street","N","7 Avenue","8 Avenue","40.7546679386264","-73.9894633061921","987169.227417305","214222.743192136","POINT (-73.989463306192 40.754667938626)"
"9766","1443307","Active","105976","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","7 Avenue","E","West 38 Street","West 37 Street","40.7531287428689","-73.9889488282462","987311.836055964","213661.981846482","POINT (-73.988948828246 40.753128742869)"
"9486","1443115","Active","106021","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 37 Street","S","Broadway","7 Avenue","40.7525093939813","-73.9884526918394","987449.325282305","213436.350736067","POINT (-73.988452691839 40.752509393981)"
"10888","1433200","Active","102967","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 51 Street","S","Lexington Avenue","Park Avenue","40.757531318274","-73.972983561964","991734.675635472","215266.944187731","POINT (-73.972983561964 40.757531318274)"
"9556","1443189","Active","106700","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","S","7 Avenue","8 Avenue","40.7521172453099","-73.9913363031305","986650.39905864","213293.38612698","POINT (-73.99133630313 40.75211724531)"
"15405","2083111","Active","213858","2 HR Pas Mon-Sat 0900-1900","Ferry Terminal #3","On Street","Bronx","East 232 Street","S","Barnes Avenue","White Plains Road","40.8926304236024","-73.8574753442303","1023655.14788364","264519.387021229","POINT (-73.85747534423 40.892630423602)"
"5856","3249864","Active","301004","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","Vanderbilt Avenue","E","Prospect Place","St. Marks Place","40.6781824159233","-73.968563433896","992969.609517306","186358.119787648","POINT (-73.968563433896 40.678182415923)"
"13797","1443183","Active","103498","3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","N","5 Avenue","Avenue of the Americas","40.7498231743063","-73.9856708795346","988220.221050218","212457.78806065","POINT (-73.985670879535 40.749823174306)"
"10767","1433052","Active","105184","3HR Com Mon-Fri 1000-1600 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 43 Street","S","5 Avenue","6 Avenue","40.7544847458972","-73.9813176075671","989426.035567716","214156.376526982","POINT (-73.981317607567 40.754484745897)"
"9488","1443117","Active","106021","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 37 Street","S","Broadway","7 Avenue","40.7526945569228","-73.9889023251796","987324.740229636","213503.795483053","POINT (-73.98890232518 40.752694556923)"
"10931","1433249","Active","103508","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 54 Street","S","Lexington Avenue","3 Avenue","40.7584973397097","-73.9694523275003","992712.85150063","215619.218745649","POINT (-73.9694523275 40.75849733971)"
"15393","1433933","Active","105645","3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400",,"On Street","Manhattan","East 49 Street","N","Madison Avenue","5 Avenue","40.7576800528189","-73.9769894552923","990624.862566382","215320.816127226","POINT (-73.976989455292 40.757680052819)"
"10813","1433107","Active","103066","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 53 Street","N","6 Avenue","7 Avenue","40.7624458185649","-73.980544194616","989639.668670639","217056.901893899","POINT (-73.980544194616 40.762445818565)"
