"recordid","address","house_number","street","zip_original","cb_original","site","species","diameter","condition","wires","sidewalk_condition","support_structure","borough","x","y","longitude","latitude","cb_new","zip_new","censustract_2010","censusblock_2010","nta_2010","segmentid","spc_common","spc_latin","location","council_district","bin","bbl"
"587","138-140 WATTS ST",,"WATTS ST","10013","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","981500.0827","203100.0163","-74.009921","40.724139","101","10013","39","1003","MN24","31632","PLANTING SITE","PLANTING SITE","(40.724139, -74.009921)",,,
"588","468 GREENWICH ST","468","GREENWICH ST","10013","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","981638.2402","203084.7151","-74.009423","40.724097","101","10013","39","1003","MN24","31633","PLANTING SITE","PLANTING SITE","(40.724097, -74.009423)","1","1080179","1005957502"
"589","472 GREENWICH ST","472","GREENWICH ST","10013","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","981654.1952","203263.63","-74.009365","40.724588","101","10013","39","1003","MN24","31633","PLANTING SITE","PLANTING SITE","(40.724588, -74.009365)","1","1010335","1005950044"
"590","472 GREENWICH ST","472","GREENWICH ST","10013","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","981654.1952","203263.63","-74.009365","40.724588","101","10013","39","1003","MN24","31633","PLANTING SITE","PLANTING SITE","(40.724588, -74.009365)","1","1010335","1005950044"
"591","474 GREENWICH ST","474","GREENWICH ST","10013","101","Front","PS","0","Planting Space","None","Good","None","Manhattan","981657.3477","203273.815","-74.009354","40.724616","101","10013","39","1003","MN24","31633","PLANTING SITE","PLANTING SITE","(40.724616, -74.009354)","1","1010334","1005950041"
"592","506 CANAL ST","506","CANAL ST","10013","101","Front","ACSA1","14","Excellent","None","Good","None","Manhattan","981616.7861","203346.9219","-74.0095","40.724817","101","10013","39","1004","MN24","31636","MAPLE, SILVER","ACER SACCHARINUM","(40.724817, -74.0095)","1","1010332","1005950038"
"593","506 CANAL ST","506","CANAL ST","10013","101","Front","SOJA","3","Excellent","None","Good","None","Manhattan","981616.7861","203346.9219","-74.0095","40.724817","101","10013","39","1004","MN24","31636","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.724817, -74.0095)","1","1010332","1005950038"
"594","508 CANAL ST","508","CANAL ST","10013","101","Front","PYCA","3","Excellent","None","Good","None","Manhattan","981593.3139","203366.5179","-74.009585","40.72487","101","10013","39","1004","MN24","31636","PEAR, CALLERY","PYRUS CALLERYANA","(40.72487, -74.009585)","1","1010331","1005950037"
"595","207 HUDSON ST","207","HUDSON ST","10013","101","Front","ULAM","6","Excellent","None","Good","None","Manhattan","982047.5926","202871.9025","-74.007946","40.723513","101","10013","39","1007","MN24","164194","ELM, AMERICAN","ULMUS AMERICANA","(40.723513, -74.007946)","1","1002933","1002250008"
"596","16 DESBROSSES ST","16","DESBROSSES ST","10013","101","Front","PLAC","9","Good","None","Good","None","Manhattan","981737.0501","202826.1699","-74.009066","40.723387","101","10013","39","1007","MN24","31827","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.723387, -74.009066)","1","1088434","1002257502"
"597","16 DESBROSSES ST","16","DESBROSSES ST","10013","101","Front","PLAC","7","Excellent","None","Good","None","Manhattan","981737.0501","202826.1699","-74.009066","40.723387","101","10013","39","1007","MN24","31827","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.723387, -74.009066)","1","1088434","1002257502"
"598","195 HUDSON ST","195","HUDSON ST","10013","101","Side","PLAC","9","Excellent","None","Good","None","Manhattan","982024.6292","202732.9487","-74.008028","40.723132","101","10013","39","1013","MN24","31826","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.723132, -74.008028)","1","1002857","1002227502"
"599","215 HESTER ST","215","HESTER ST","10013","102","Front","MAPU","2","Good","None","Good","None","Manhattan","984484.9582","201076.3421","-73.999152","40.718585","102","10013","41","5002","MN24","32338","APPLE","MALUS PUMILA","(40.718585, -73.999152)","1","1003059","1002350001"
"600","17 CLEVELAND PL","17","CLEVELAND PL","10012","102","Across","QUPA","5","Good","None","Good","None","Manhattan","984992.1152","202203.1724","-73.997323","40.721678","102","10012","41","6001","MN24","32369","OAK, PIN","QUERCUS PALUSTRIS","(40.721678, -73.997323)","1","1007195","1004810008"
"601","19 CLEVELAND PL","19","CLEVELAND PL","10012","102","Across","PS","0","Planting Space","None","Good","None","Manhattan","985002.0576","202242.3362","-73.997287","40.721785","102","10012","41","6001","MN24","32369","PLANTING SITE","PLANTING SITE","(40.721785, -73.997287)","1","1007196","1004810009"
"602","21 CLEVELAND PL","21","CLEVELAND PL","10012","102","Across","QUPA","4","Unknown","None","Good","None","Manhattan","985012.0001","202281.5","-73.997251","40.721893","102","10012","41","6001","MN24","32369","OAK, PIN","QUERCUS PALUSTRIS","(40.721893, -73.997251)","1","1083497","1004810010"
"603","25 CLEVELAND PL","25","CLEVELAND PL","10012","102","Across","GIBI","4","Unknown","None","Good","None","Manhattan","985031.8851","202359.8275","-73.997179","40.722108","102","10012","41","6001","MN24","32369","GINKGO","GINKGO BILOBA","(40.722108, -73.997179)","1","1066729","1004810013"
"604","106 KENMARE ST","106","KENMARE ST","10012","102","Across","GIBI","11","Good","None","Good","None","Manhattan","985025.5081","202095.8539","-73.997202","40.721383","102","10012","45","1006","MN24","32368","GINKGO","GINKGO BILOBA","(40.721383, -73.997202)","1","1066733","1004827501"
"605","106 KENMARE ST","106","KENMARE ST","10012","102","Across","PS","0","Planting Space","None","Good","None","Manhattan","985025.5081","202095.8539","-73.997202","40.721383","102","10012","45","1006","MN24","32368","PLANTING SITE","PLANTING SITE","(40.721383, -73.997202)","1","1066733","1004827501"
"606","85 KENMARE ST","85","KENMARE ST","10012","102","Front","GLTR","9","Unknown","None","Good","None","Manhattan","985167.9352","202032.7613","-73.996688","40.72121","102","10012","41","6001","MN24","32516","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.72121, -73.996688)","1","1007202","1004810028"
"607","97 KENMARE ST","97","KENMARE ST","10012","102","Front","GLTR","8","Unknown","None","Good","None","Manhattan","985085.0002","202069.5","-73.996988","40.721311","102","10012","41","6001","MN24","32516","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.721311, -73.996988)","1","1066730","1004817501"
"608","97 KENMARE ST","97","KENMARE ST","10012","102","Front","GLTR","5","Unknown","None","Good","None","Manhattan","985085.0002","202069.5","-73.996988","40.721311","102","10012","41","6001","MN24","32516","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.721311, -73.996988)","1","1066730","1004817501"
"609","97 KENMARE ST","97","KENMARE ST","10012","102","Front","GLTR","5","Unknown","None","Good","None","Manhattan","985085.0002","202069.5","-73.996988","40.721311","102","10012","41","6001","MN24","32516","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.721311, -73.996988)","1","1066730","1004817501"
"610","98 KENMARE ST","98","KENMARE ST","10012","102","Front","GLTR","11","Unknown","None","Good","None","Manhattan","985093.4043","202065.7771","-73.996957","40.721301","102","10012","41","6002","MN24","32516","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.721301, -73.996957)","1","1007203","1004810032"
"611","98 KENMARE ST","98","KENMARE ST","10012","102","Front","GLTR","10","Unknown","None","Good","None","Manhattan","985093.4043","202065.7771","-73.996957","40.721301","102","10012","41","6002","MN24","32516","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.721301, -73.996957)","1","1007203","1004810032"
"612","438 BROOME ST","438","BROOME ST","10012","102","Front","UNKNOWN","2","Good","None","Good","None","Manhattan","984349.4527","202210.2376","-73.999641","40.721697","102","10013","45","1002","MN24","32361","UNKNOWN LIVE TREES","UNKNOWN LIVE TREES ","(40.721697, -73.999641)","1","1007241","1004830038"
"613","438 BROOME ST","438","BROOME ST","10012","102","Front","UNKNOWN","2","Good","None","Good","None","Manhattan","984349.4527","202210.2376","-73.999641","40.721697","102","10013","45","1002","MN24","32361","UNKNOWN LIVE TREES","UNKNOWN LIVE TREES ","(40.721697, -73.999641)","1","1007241","1004830038"
"614","378 BROOME ST","378","BROOME ST","10012","102","Front","GLTR","7","Good","None","Good","None","Manhattan","985265.5389","201702.6925","-73.996336","40.720304","102","10013","41","6003","MN24","32494","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720304, -73.996336)","1","1007192","1004800040"
"615","369 BROOME ST","369","BROOME ST","10012","102","Front","GLTR","7","Good","None","Good","None","Manhattan","985353.2102","201656.2901","-73.99602","40.720177","102","10013","41","3000","MN24","32500","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.720177, -73.99602)","1","1084908","1004700009"
"616","179 GRAND ST","179","GRAND ST","10013","102","Front","PYCA","5","Good","None","Good","None","Manhattan","984862.5677","201406.8825","-73.99779","40.719492","102","10013","41","5003","MN24","32344","PEAR, CALLERY","PYRUS CALLERYANA","(40.719492, -73.99779)","1","1003071","1002367501"
"617","179 GRAND ST","179","GRAND ST","10013","102","Front","PYCA","5","Good","None","Good","None","Manhattan","984862.5677","201406.8825","-73.99779","40.719492","102","10013","41","5003","MN24","32344","PEAR, CALLERY","PYRUS CALLERYANA","(40.719492, -73.99779)","1","1003071","1002367501"
"618","194 GRAND ST","194","GRAND ST","10013","102","Front","GLTR","4","Good","None","Good","None","Manhattan","985084.3552","201307.7464","-73.99699","40.71922","102","10013","41","4000","MN24","32349","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.71922, -73.99699)","1","1000000","1004710055"
"619","12 SPRING ST","12","SPRING ST","10012","102","Front","GIBI","4","Good","None","Good","None","Manhattan","985721.7802","202066.9601","-73.99469","40.721304","102","10012","41","1000","MN24","275212","GINKGO","GINKGO BILOBA","(40.721304, -73.99469)","1","1007137","1004780018"
"620","10 SPRING ST","10","SPRING ST","10012","102","Front","GIBI","4","Good","None","Good","None","Manhattan","985770.6683","202040.5761","-73.994514","40.721231","102","10012","41","1000","MN24","275212","GINKGO","GINKGO BILOBA","(40.721231, -73.994514)","1","1007138","1004780019"
"621","7 SPRING ST","7","SPRING ST","10012","102","Front","TICO","9","Good","None","Good","None","Manhattan","985819.5562","202014.1922","-73.994338","40.721159","102","10012","43","2000","MN24","275212","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.721159, -73.994338)","1","1007410","1004920042"
"622","159 MOTT ST","159","MOTT ST","10013","102","Front","GLTR","2","Good","None","Good","None","Manhattan","985271.6422","201397.0171","-73.996314","40.719465","102","10013","41","4000","MN24","32492","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.719465, -73.996314)","1","1084909","1004710050"
"623","129 MULBERRY ST","129","MULBERRY ST","10013","102","Side","GIBI","4","Good","None","Good","None","Manhattan","984826.6102","200927.3752","-73.99792","40.718176","102","10013","41","5003","MN24","32324","GINKGO","GINKGO BILOBA","(40.718176, -73.99792)","1","1003083","1002360031"
"624","130 BAXTER ST","130","BAXTER ST","10013","102","Side","GIBI","4","Good","None","Good","None","Manhattan","984579.9932","200991.3341","-73.99881","40.718351","102","10013","41","5005","MN24","32316","GINKGO","GINKGO BILOBA","(40.718351, -73.99881)","1","1002666","1002070013"
"625","195 HUDSON ST","195","HUDSON ST","10013","101","Front","PLAC","10","Excellent","None","Good","None","Manhattan","982024.6292","202732.9487","-74.008028","40.723132","101","10013","39","1013","MN24","31826","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.723132, -74.008028)","1","1002857","1002227502"
"626","195 HUDSON ST","195","HUDSON ST","10013","101","Front","PLAC","10","Excellent","None","Good","None","Manhattan","982024.6292","202732.9487","-74.008028","40.723132","101","10013","39","1013","MN24","31826","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.723132, -74.008028)","1","1002857","1002227502"
"627","195 HUDSON ST","195","HUDSON ST","10013","101","Front","PLAC","11","Excellent","None","Good","None","Manhattan","982024.6292","202732.9487","-74.008028","40.723132","101","10013","39","1013","MN24","31826","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.723132, -74.008028)","1","1002857","1002227502"
"628","200 HUDSON ST","200","HUDSON ST","10013","101","Front","PYCA","4","Excellent","None","Good","None","Manhattan","982018.7317","202688.901","-74.00805","40.723011","101","10013","33","3002","MN24","31826","PEAR, CALLERY","PYRUS CALLERYANA","(40.723011, -74.00805)","1","1002854","1002210030"
"629","200 HUDSON ST","200","HUDSON ST","10003","103","Front","PYCA","4","Excellent","None","Good","None","Manhattan","982018.7317","202688.901","-74.00805","40.723011","101","10013","33","3002","MN24","31826","PEAR, CALLERY","PYRUS CALLERYANA","(40.723011, -74.00805)","1","1002854","1002210030"
"630","200 HUDSON ST","200","HUDSON ST","10003","103","Front","PYCA","3","Excellent","None","Good","None","Manhattan","982018.7317","202688.901","-74.00805","40.723011","101","10013","33","3002","MN24","31826","PEAR, CALLERY","PYRUS CALLERYANA","(40.723011, -74.00805)","1","1002854","1002210030"
"631","200 HUDSON ST","200","HUDSON ST","10003","103","Front","PYCA","3","Excellent","None","Good","None","Manhattan","982018.7317","202688.901","-74.00805","40.723011","101","10013","33","3002","MN24","31826","PEAR, CALLERY","PYRUS CALLERYANA","(40.723011, -74.00805)","1","1002854","1002210030"
"632","200 HUDSON ST","200","HUDSON ST","10012","102","Front","QUPH","10","Excellent","None","Good","None","Manhattan","982018.7317","202688.901","-74.00805","40.723011","101","10013","33","3002","MN24","31826","OAK, WILLOW","QUERCUS PHELLOS","(40.723011, -74.00805)","1","1002854","1002210030"
"633","157 HUDSON ST","157","HUDSON ST","10003","103","Front","PYCA","11","Unknown","None","Good","None","Manhattan","981958.0001","202193.5001","-74.008269","40.721651","101","10013","39","1020","MN24","31606","PEAR, CALLERY","PYRUS CALLERYANA","(40.721651, -74.008269)","1","1088445","1002157505"
"634","130 BAXTER ST","130","BAXTER ST","10012","102","Front","SOJA","4","Good","None","Good","None","Manhattan","984579.9932","200991.3341","-73.99881","40.718351","102","10013","41","5005","MN24","32316","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.718351, -73.99881)","1","1002666","1002070013"
"635","130 BAXTER ST","130","BAXTER ST","10003","103","Front","SOJA","5","Good","None","Good","None","Manhattan","984579.9932","200991.3341","-73.99881","40.718351","102","10013","41","5005","MN24","32316","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.718351, -73.99881)","1","1002666","1002070013"
"636","130 BAXTER ST","130","BAXTER ST","10012","102","Front","UNKSHFT","0","Stump","None","Good","None","Manhattan","984579.9932","200991.3341","-73.99881","40.718351","102","10013","41","5005","MN24","32316","UNKNOWN SHAFT","UNKNOWN SHAFT ","(40.718351, -73.99881)","1","1002666","1002070013"
"637","55 Avenue of the Amer","55","Avenue of the Amer","10012","102","Across","PYCA","4","Excellent","None","Good","None","Manhattan","982788.0974","202040.3025","-74.005274","40.721231","101","10013","33","3009","MN24","31813","PEAR, CALLERY","PYRUS CALLERYANA","(40.721231, -74.005274)","1","1002736","1002127503"
"638","55 Avenue of the Amer","55","Avenue of the Amer","10012","102","Across","PYCA","3","Excellent","None","Good","None","Manhattan","982788.0974","202040.3025","-74.005274","40.721231","101","10013","33","3009","MN24","31813","PEAR, CALLERY","PYRUS CALLERYANA","(40.721231, -74.005274)","1","1002736","1002127503"
"639","130 BAXTER ST","130","BAXTER ST","10003","103","Front","SOJA","4","Unknown","None","Good","None","Manhattan","984579.9932","200991.3341","-73.99881","40.718351","102","10013","41","5005","MN24","32316","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.718351, -73.99881)","1","1002666","1002070013"
"640","55 Avenue of the Amer","55","Avenue of the Amer","10003","103","Across","PS","0","Planting Space","None","Good","None","Manhattan","982788.0974","202040.3025","-74.005274","40.721231","101","10013","33","3009","MN24","31813","PLANTING SITE","PLANTING SITE","(40.721231, -74.005274)","1","1002736","1002127503"
"641","130 BAXTER ST","130","BAXTER ST","10012","102","Front","SOJA","4","Unknown","None","Good","None","Manhattan","984579.9932","200991.3341","-73.99881","40.718351","102","10013","41","5005","MN24","32316","JAPANESE PAGODA TREE","SOPHORA JAPONICA","(40.718351, -73.99881)","1","1002666","1002070013"
