"projectcode","groupowner","locationdescription","borough","description","projectstatus","nextstep","dateadded","bctsnum","ccunum","requestorletterreplydate","cbletterrequestdate","cbletterrecieveddate","oldsign","newsign","markingsdate","installationdate","secondstudycode","closeddate","speedcushion","requestdate","requestortype","segmentid","onstreet","fromstreet","tostreet","geoboroughname","lionkey","fromlatitude","fromlongitude","tolatitude","tolongitude","oft","cb","segmentstatus","segmentstatusdescription","denialreason","numsrproposed","trafficdirection","trafficdirectiondesc","oldsign1","newsign1","oldsign2","newsign2"
"SR-20220520-27239","Queens BC","HUXLEY STREET from 147 AVENUE to DEAD END","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; Re-open case. Previous study was SR-20170612-12898","CB accepted proposal","Planning actions","2022-05-20T09:10:19.000","DOT-338779-D2J8",,,"2022-05-24T00:00:00.000","2022-05-24T00:00:00.000",,,,,,,"No","2017-06-12T00:00:00.000",,"62534","HUXLEY STREET","149 AVENUE","149 ROAD","Queens","4280200090","40.653026","-73.738943","40.652355","-73.738564","450620423170423185","413","No","Not Feasible","street too short",,"T","Two-way",,,,
"SR-20230103-29149","Brooklyn BC","EAST   52 STREET from AVENUE T to AVENUE K","Brooklyn","Requesting a speed bump reducer to slow the cars down on East 52 Street between Flatlands Avenue and Avenue K. This stretch of roadway is a speed way for cars.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-01-03T12:04:59.000","DOT-576235-Z5C4",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T10:54:00.000","No","2022-12-20T00:00:00.000",,"41242","EAST   52 STREET","AVENUE M","AVENUE N","Brooklyn","3304402090","40.621483","-73.925193","40.619073","-73.924943","337080314230314280","318","No","Not Feasible",,,"A","One-way",,,,
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","132403","130 AVENUE","BEND","227 STREET","Queens","4637606110","40.682647561285997","-73.740431487739301","40.682506593555999","-73.739995768311402","421870435780427090","413","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20190409-14686","Bronx BC","SEWARD AVENUE from METCALF AVENUE to NOBLE AVENUE","Bronx","SSZ PT. 2 2019.  P.S. 107","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-09T16:21:02.000","DOT-409497-T3P5",,"2019-06-12T00:00:00.000",,,,,,,,"2019-06-12T14:57:00.000","No","2019-03-27T00:00:00.000","DOT Internal","9006447","SEWARD AVENUE","METCALF AVENUE","CROES PLACE","Bronx","2641600010","40.818241","-73.870006000000004","40.818371999999997","-73.868983","264220250720222025","209","No","Not Feasible","stop controls at end of roadway",,"T","Two-way",,,,
"SR-20190409-14686","Bronx BC","SEWARD AVENUE from METCALF AVENUE to NOBLE AVENUE","Bronx","SSZ PT. 2 2019.  P.S. 107","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-09T16:21:02.000","DOT-409497-T3P5",,"2019-06-12T00:00:00.000",,,,,,,,"2019-06-12T14:57:00.000","No","2019-03-27T00:00:00.000","DOT Internal","9006457","SEWARD AVENUE","CROES PLACE","CROES AVENUE","Bronx","2641600020","40.818371999999997","-73.868983","40.8185","-73.868093999999999","264220222025222020","209","No","Not Feasible","stop controls at end of roadway",,"T","Two-way",,,,
"SR-20190409-14686","Bronx BC","SEWARD AVENUE from METCALF AVENUE to NOBLE AVENUE","Bronx","SSZ PT. 2 2019.  P.S. 107","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-09T16:21:02.000","DOT-409497-T3P5",,"2019-06-12T00:00:00.000",,,,,,,,"2019-06-12T14:57:00.000","No","2019-03-27T00:00:00.000","DOT Internal","9006460","SEWARD AVENUE","CROES AVENUE","NOBLE AVENUE","Bronx","2641600030","40.8185","-73.868093999999999","40.818617000000003","-73.867165","264220222020254120","209","No","Not Feasible","stop controls at end of roadway",,"T","Two-way",,,,
"SR-20230530-29781","Queens BC","228 STREET from  114 DRIVE to  115 AVENUE","Queens","Need speed reducers from 225th St to 228th St and 114th Drive. Constant speeding and accidents happening.","Study request passed to planning","Awaiting  planning decision","2023-05-30T11:52:30.000","DOT-598036-C6S4",,,,,,,,,,,"No","2023-05-26T00:00:00.000",,"65624","228 STREET","114 TERRACE","115 AVENUE","Queens","4700205020","40.699424","-73.729792","40.698095","-73.730486","427092420750420790","413",,"Not Feasible",,,"T","Two-way",,,,
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","129436","130 AVENUE","BEND","225 STREET","Queens","4637606090","40.683205885766803","-73.742156377455998","40.683064924578098","-73.741720650733697","421870435780427050","413","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20211122-26746","Bronx BC","TOWNSEND AVENUE from EAST MT EDEN AVENUE to EAST  174 STREET","Bronx","Citizen speed hump request due to speeding concerns. School: PS 170","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-11-22T15:09:31.000","DOT-524312-Z5T2",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:11:00.000","No","2021-10-29T00:00:00.000","Citizen","174378","TOWNSEND AVENUE","CROSS BRONX EP NB EN JEROME AV","EAST  174 STREET","Bronx","2719200040","40.844999","-73.913130","40.845062","-73.913087","269320211200226880","204","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20220520-27239","Queens BC","HUXLEY STREET from 147 AVENUE to DEAD END","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; Re-open case. Previous study was SR-20170612-12898","CB accepted proposal","Planning actions","2022-05-20T09:10:19.000","DOT-338779-D2J8",,,"2022-05-24T00:00:00.000","2022-05-24T00:00:00.000",,,,,,,"No","2017-06-12T00:00:00.000",,"9024302","HUXLEY STREET","CRAFT AVENUE","DEAD END","Queens","4280200130","40.649582","-73.737014","40.649266","-73.736839","450620440420441700","413","No","Not Feasible","street too short",,"T","Two-way",,,,
"SR-20190418-14730","Queens BC","64 AVENUE from 174 STREET to UTOPIA PARKWAY","Queens","SSZ PT. 2 2019.  J.H.S. 216 GEORGE J. RYAN","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-18T13:46:59.000","DOT-410546-J4C0",,"2023-05-30T00:00:00.000",,,,,,,,"2023-05-30T11:38:00.000","No","2019-04-05T00:00:00.000","DOT Internal","96130","64 AVENUE","174 STREET","175 STREET","Queens","4571603020","40.738028960081699","-73.794892081174297","40.737994412911299","-73.793990057905106","413240424810424840","408","No","Not Feasible","street too short","0","T","Two-way",,,,
"SR-20200305-18425","Queens BC","63 DRIVE from EVERTON STREET to ALDERTON STREET","Queens","Citizen speed hump request due to speeding concern. Bus Route Q38. Extended boundary for DOT-505137-L9H8, PD-7/26/2021.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2020-03-05T10:58:20.000","DOT-421899-R4G3",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T08:10:00.000","Yes","2019-06-30T00:00:00.000","Citizen","81660","63 DRIVE","EVERTON STREET","FITCHETT STREET","Queens","4570600020","40.722959","-73.866908","40.723604","-73.866507","413040444200445140","406","No","Not Feasible","Speed Cushion Denied Due To Failure By KSI.",,"T","Two-way",,,,
"SR-20211022-26629","Bronx BC","LAWTON AVENUE from BALCOM AVENUE to EAST TREMONT AVENUE","Bronx","Citizen speed hump request due to speeding concerns. Extended boundary for DOT-524821-Y5J9, PD-12/1/2021.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-10-22T14:39:44.000","DOT-519859-W3Z4",,"2023-05-30T00:00:00.000",,,,,,,,"2023-05-30T11:49:00.000","No","2021-09-28T00:00:00.000","Citizen","131812","LAWTON AVENUE","SWINTON AVENUE","QUINCY AVENUE","Bronx","2431200035","40.816513","-73.819932","40.816811","-73.819079","245420267520260320","210","No","Not Feasible","Speed Reducer (Hump or Cushion) denied for not being 1000' clear of speed camera",,"T","Two-way",,,,
"SR-20130531-7708","Queens BC","130 AVENUE from 217 STREET to FRANCIS LEWIS BOULEVARD","Queens","PLEASE SEE SR-20190708-14866 ; REQUEST FOR SPEED REDUCER ON 130 AVENUE BETWEEN SPRINGFIELD BOULEVARD [ONE BLOCK WEST OF 217 STREET] AND FRANCIS LEWIS BOULEVARD","CB accepted proposal","Planning actions","2013-05-31T16:08:07.000","13-0688",,,"2013-09-06T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,"No","2013-05-29T00:00:00.000","Council Member","129448","130 AVENUE","BEND","228 STREET","Queens","4637606120","40.682365632334196","-73.739563656208105","40.682227406073402","-73.739127929719402","421870435780427092","413","No","Not Feasible","multiple impeding driveways / curb cuts",,"T","Two-way",,,,
"SR-20200127-17170","SI BC","NICHOLAS AVENUE from SLAIGHT STREET to INNIS STREET","Staten Island","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; Uncontrolled School Intersection Safety improvement project.  Bus Line S44, S46, S96.  Anonymous speed hump request due to speeding concern.  Location not feasible for speed cushion, 1 speed hump found feasible see all notes below.","CB accepted proposal","Planning actions","2020-01-27T15:14:28.000","DOT-437240-G8W5",,,"2020-03-10T00:00:00.000","2020-03-10T00:00:00.000",,,,,,,"No","2019-10-24T00:00:00.000","Anonymous","9989","NICHOLAS AVENUE","CASTLETON AVENUE","CHARLES AVENUE","Staten Island","5499200070","40.636279","-74.140265","40.635150","-74.140670","540200521950522605","501","No","Not Feasible",,,"T","Two-way",,,,
"SR-20190425-14786","Queens BC","NOEL ROAD from CROSS BAY BOULEVARD to WEST ROAD","Queens","CIVIC ASSOCIATION SPEED HUMP REQUEST.  SEE SR-20110608-5717, 2 HUMPS FEASIBLE.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-25T17:37:45.000","DOT-407775-C6H2",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T09:49:00.000","No","2019-03-12T00:00:00.000","Civic Association","54248","NOEL ROAD","103 STREET","WEST ROAD","Queens","4341400040","40.607902277451799","-73.816414585614496","40.607931877025401","-73.816043551126796","457530419690467427","414","No","Not Feasible","See data information above or below.","0","T","Two-way",,,,
"SR-20220520-27239","Queens BC","HUXLEY STREET from 147 AVENUE to DEAD END","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; Re-open case. Previous study was SR-20170612-12898","CB accepted proposal","Planning actions","2022-05-20T09:10:19.000","DOT-338779-D2J8",,,"2022-05-24T00:00:00.000","2022-05-24T00:00:00.000",,,,,,,"No","2017-06-12T00:00:00.000",,"62539","HUXLEY STREET","147 ROAD","147 DRIVE","Queens","4280200040","40.656675","-73.741044","40.655966","-73.740607","450620423080423060","413","Yes","Feasible",,,"T","Two-way",,,,
"SR-20230103-29149","Brooklyn BC","EAST   52 STREET from AVENUE T to AVENUE K","Brooklyn","Requesting a speed bump reducer to slow the cars down on East 52 Street between Flatlands Avenue and Avenue K. This stretch of roadway is a speed way for cars.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-01-03T12:04:59.000","DOT-576235-Z5C4",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T10:54:00.000","No","2022-12-20T00:00:00.000",,"41218","EAST   52 STREET","AVENUE O","FILLMORE AVENUE","Brooklyn","3304402110","40.616734","-73.924694","40.614601","-73.924466","337080314330340630","318","No","Not Feasible",,,"A","One-way",,,,
"SR-20191101-17055","Queens BC","40 AVENUE from VERNON BOULEVARD to 21 STREET","Queens","Speed Cushion Requested on Bus Route","BC denied pre-inspection - closed",,"2019-11-01T16:47:46.000","DOT-409257-F3Z4",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T14:51:00.000","Yes","2019-03-25T00:00:00.000","Citizen","37016","40 AVENUE","11 STREET","12 STREET","Queens","4543800040","40.756442","-73.943547","40.756058","-73.942822","409340405690405790","401","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191114-17114","Queens BC","116 AVENUE from 157 STREET to GUY R BREWER BOULEVARD","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT; CB 12 request speed hump study.","CB accepted proposal","Planning actions","2019-11-14T16:07:13.000","DOT-439872-S8R7",,,"2022-04-18T00:00:00.000","2022-04-18T00:00:00.000",,,,,,,"No","2019-11-14T00:00:00.000","Community Board","59117","116 AVENUE","158 STREET","159 STREET","Queens","4627201180","40.685588","-73.785837","40.686122","-73.785280","420890423840423940","412","Yes","Feasible",,"0","T","Two-way",,,,
"SR-20200127-17170","SI BC","NICHOLAS AVENUE from SLAIGHT STREET to INNIS STREET","Staten Island","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; Uncontrolled School Intersection Safety improvement project.  Bus Line S44, S46, S96.  Anonymous speed hump request due to speeding concern.  Location not feasible for speed cushion, 1 speed hump found feasible see all notes below.","CB accepted proposal","Planning actions","2020-01-27T15:14:28.000","DOT-437240-G8W5",,,"2020-03-10T00:00:00.000","2020-03-10T00:00:00.000",,,,,,,"No","2019-10-24T00:00:00.000","Anonymous","9978","NICHOLAS AVENUE","CHARLES AVENUE","HATFIELD PLACE","Staten Island","5499200090","40.634898","-74.140763","40.634379","-74.140946","540200522605532310","501","No","Not Feasible",,,"T","Two-way",,,,
"SR-20170330-12742","SI BC","PLEASANT PLAINS AVENUE from AMBOY ROAD to DRUMGOOLE ROAD EAST","Staten Island","Citizen requests speed bumps; to RIS for study. Also, DOT-484826-K6C5, DOT-510454-X2S6.","CB accepted proposal","Planning actions","2017-03-30T14:51:31.000",,"DOT-330139-W3X4",,"2019-09-03T00:00:00.000","2021-10-06T00:00:00.000",,,,,,,"No","2017-03-30T00:00:00.000","Citizen","291901","PLEASANT PLAINS AVENUE","GAYNOR STREET","DRUMGOOLE ROAD EAST","Staten Island","5551200040","40.523674999999997","-74.219834000000006","40.523482000000001","-74.223132000000007","543516529635526460","503","Yes","Feasible",,"1","T","Two-way",,,,
"SR-20220527-27283","Queens BC","249 STREET from 83 AVENUE to HILLSIDE AVENUE","Queens","Citizen speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2022-05-27T11:05:36.000","DOT-548010-C0H5",,,,,,,,,,,"No","2022-05-25T00:00:00.000","Citizen","102707","249 STREET","83 AVENUE","HILLSIDE AVENUE","Queens","4708401080","40.736988","-73.719016","40.735180","-73.718346","427225416940449690","413","Yes","Feasible",,,"T","Two-way",,,,
"SR-20211122-26743","Brooklyn BC","RYDER AVENUE from EAST    5 STREET to OCEAN PARKWAY","Brooklyn","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-11-22T14:22:36.000","DOT-524139-L0B9",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:13:00.000","No","2021-10-28T00:00:00.000","Citizen","163410","RYDER AVENUE","EAST    5 STREET","OCEAN PARKWAY","Brooklyn","3678400045","40.613900","-73.969921","40.614355","-73.968606","374430335030367730","312","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20220323-26928","Brooklyn BC","WILLOUGHBY AVENUE from HALL STREET to CLASSON AVENUE","Brooklyn","2013 BROOKLYN PRIORITY","CB accepted proposal","Planning actions","2022-03-23T11:30:19.000","N/A",,,"2022-03-23T00:00:00.000","2022-03-23T00:00:00.000",,,,,,,"No","2022-03-23T00:00:00.000","DOT Internal","30485","WILLOUGHBY AVENUE","EMERSON PLACE","CLASSON AVENUE","Brooklyn","3863200130","40.692302","-73.961899","40.692425","-73.960737","393230339330326730","302","No","Not Feasible","stop controls at end of roadway",,"W","One-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","93887","PENNYFIELD AVENUE","MULLAN PLACE","HARDING AVENUE","Bronx","2566003260","40.815529","-73.808555","40.816776","-73.809126","257930252930238120","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20220324-26942","Bronx BC","HOLLYWOOD AVENUE from HARDING AVENUE to LAWTON AVENUE","Bronx","Citizen speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2022-03-24T09:20:30.000","DOT-531357-Z5N7",,,,,,,,,,,"No","2022-01-14T00:00:00.000","Citizen","93672","HOLLYWOOD AVENUE","MILTON PLACE","LAWTON AVENUE","Bronx","2385201070","40.817083","-73.814262","40.817770","-73.814452","240420251040245420","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20230530-29791","Manhattan BC","ST JAMES PLACE from OLIVER STREET to MADISON STREET","Manhattan","Many times, almost every day (or night) loud cars and motorcycles race through this street. They often loop around Catherine street and return through St. James place. St James place has an elementary school on it as well. To avoid serious injury or death we are requesting one or two speed bumps be place on st James place.","Study created",,"2023-05-30T13:44:38.000","DOT-598163-M4X3",,,,,,,,,,,"No","2023-05-27T00:00:00.000",,"23752","ST JAMES PLACE","MADISON STREET","JAMES STREET","Manhattan","1394000020","40.711780","-73.999701","40.712598","-73.998885","130890125490123690","103",,"Not Feasible",,,"T","Two-way",,,,
"SR-20210719-26027","Brooklyn BC","PRESIDENT STREET from 4 AVENUE to 8 AVENUE","Brooklyn","Citizen speed hump request due to speeding concerns. Extended boundary for DOT-519080-P2Q2, PD-10/15/2021. 5 AVENUE to 6 AVENUE found not feasible in recent study under SR-20171220-13447.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-07-19T09:56:19.000","DOT-503141-D7S1",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:01:00.000","No","2021-05-18T00:00:00.000","Citizen","162238","PRESIDENT STREET","4 AVENUE","5 AVENUE","Brooklyn","3646803025","40.676780","-73.983474","40.675778","-73.980889","372230305430305580","306","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
