"dbn","location_name","location_category","administrative_district","_0k_removals","_0k_principal","_0k_superintendent","_0k_expulsions","_01_removals","_01_principal","_01_superintendent","_01_expulsions","_02_removals","_02_principal","_02_superintendent","_02_expulsions","_03_removals","_03_principal","_03_superintendent","_03_expulsions","_04_removals","_04_principal","_04_superintendent","_04_expulsions","_05_removals","_05_principal","_05_superintendent","_05_expulsions","_06_removals","_06_principal","_06_superintendent","_06_expulsions","_07_removals","_07_principal","_07_superintendent","_07_expulsions","_08_removals","_08_principal","_08_superintendent","_08_expulsions","_09_removals","_09_principal","_09_superintendent","_09_expulsions","_10_removals","_10_principal","_10_superintendent","_10_expulsions","_11_removals","_11_principal","_11_superintendent","_11_expulsions","_12_removals","_12_principal","_12_superintendent","_12_expulsions"
"11X021","P.S. 021 Philip H. Sheridan","Elementary","11","*","*","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X041","P.S. 041 Gun Hill Road","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X068","P.S. 068 Bronx","Elementary","11","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X076","P.S. 076 The Bennington School","Elementary","11","*","*","*","*","9","*","*","*","*","*","*","*","12","*","*","*","14","*","*","*","22","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X078","P.S. 078 Anne Hutchinson","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X083","P.S. 083 Donald Hertz","K-8","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","19","*","*","*","8","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X087","P.S. 087 Bronx","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X089","P.S. 089 Bronx","K-8","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X096","P.S. 096 Richard Rodgers","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X097","P.S. 097 Bronx","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X103","P.S. 103 Hector Fontanez","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X105","P.S. 105 Sen Abraham Bernstein","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X106","P.S. 106 Parkchester","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X108","P.S. 108 Philip J. Abinanti","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X111","P.S. 111 Seton Falls","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X112","P.S. 112 Bronxwood","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X121","P.S. 121 Throop","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X127","J.H.S. 127 The Castle Hill","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","70","23","9","*","38","8","*","*","20","20","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X144","J.H.S. 144 Michelangelo","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","10","*","7","*","12","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X153","P.S. 153 Helen Keller","Elementary","11","*","*","*","*","18","*","*","*","12","*","*","*","*","*","*","*","*","*","*","*","*","12","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X160","P.S. 160 Walt Disney","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X169","Baychester Academy","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X175","P.S. 175 City Island","K-8","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X178","P.S. 178 - Dr. Selman Waksman","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X180","M.S. 180 Dr. Daniel Hale Williams","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","20","*","*","*","*","*","*","*","18","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X181","I.S. 181 Pablo Casals","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11","10","*","*","18","25","9","*","*","13","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X189","Cornerstone Academy for Social Action","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X194","P.S./M.S. 194","K-8","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11","*","*","*","6","6","*","7","10","*","*","16","12","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X249","Bronx Health Sciences High School","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X253","Bronx High School for Writing and Communication Ar","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","35","7","*","*","20","*","*","*","14","*","*","*","*","*","*"
"11X265","Bronx Lab School","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","58","13","*","*","40","7","*","*","28","7","*","*","*","*","*"
"11X270","Academy for Scholarship and Entrepreneurship: A Co","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","30","11","*","*","22","*","*","*","*","*","*","*","*","*","*"
"11X272","Globe School for Environmental Research","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X275","High School of Computers and Technology","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11","20","*","*","*","17","*","*","*","*","*","*","*","7","*","*"
"11X287","The Forward School","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","9","11","*","8","21","17","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X288","Collegiate Institute for Math and Science","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","19","6","*","*","17","*","*","*","6","*","*","*","7","*","*"
"11X289","The Young Scholars Academy of The Bronx","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","12","*","*","*","24","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X290","Bronx Academy of Health Careers","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","16","*","*","6","10","*","*","*","*","*","*","*","6","*","*"
"11X299","Astor Collegiate Academy","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","25","*","*","*","21","*","*","*","*","*","*","*","7","*","*"
"11X326","Bronx Green Middle School","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X355","Bronx Alliance Middle School","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","9","9","*","*","16","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X357","Young Voices Academy of the Bronx","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X370","School of Diplomacy","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","11","*","*","8","7","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X417","C Columbus Hs Yabc","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X418","Bronx High School for the Visual Arts","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X444","Home Schooling","Central-HQ-Citywide","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X455","Harry S Truman High School","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X462","Cornerstone Academy for Social Action Middle Schoo","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X468","Pelham Academy of Academics and Community Engageme","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X481","The STEAM Bridge School","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X483","The Matilda Avenue School","Elementary","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X498","P.S./M.S. 11X498 - VAN NEST ACADEMY","K-8","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","10","*","*","*","9","12","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X508","Bronxdale High School","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","10","*","*","*","*","*","*","*","7","*","*"
"11X509","High School of Language and Innovation","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","16","*","*","*","11","*","*","*","*","*","*","*","*","*","*"
"11X513","New World High School","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","14","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X514","The Bronxwood Preparatory Academy","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","23","*","*","*","20","*","*","*","9","*","*","*","*","*","*"
"11X529","One World Middle School at Edenwald","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X532","Baychester Middle School","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","12","6","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X534","District 11 Pre-K Center","District Pre-K Center","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X542","Pelham Preparatory Academy","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"11X544","High School for Contemporary Arts","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","7","10","*","*","*","15","*","*","*","*","*","*","*","*","*","*"
"11X545","Bronx Aerospace High School","High school","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","41","10","*","9","55","12","*","8","22","*","*","*","14","*","*"
"11X556","Bronx Park Middle School","Junior High-Intermediate-Middle","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
