"status","date","start_time","end_time","type","event","borough","event_location","event_address","actual_participants","postcode","latitude","longitude","community_board","council_district","bin","bbl","census_tract","nta"
"Completed (59)","2016-10-06T00:00:00.000","10:30 AM","12:00 PM","RNY Fair (FAIR)","Presentation for Lifestyles for the Disabled","Staten Island","Lifestyles for the Disabled","884 Targee Street","60","10304","40.606899","-74.090255","502","50","5046160","5031520052","50","SI0201"
"Completed (59)","2016-10-07T00:00:00.000","10:00 AM","12:00 PM","RNY General Presentation (GEN)","Emergency Preparedness","Manhattan","Village View Senior Services","175 E 4 St","5","10009","40.724528","-73.985461","103","2","1077559","1004320001","32","MN0303"
"Completed (59)","2016-10-07T00:00:00.000","11:00 AM","12:30 PM","RNY General Presentation (GEN)","Ready New York Presentations for Seniors","Bronx","PSS Morrisania","3135 Park Ave. E. 20th Floor","40",,,,,,,,,
"Completed (59)","2016-10-07T00:00:00.000","10:00 AM","06:00 PM","RNY Fair (FAIR)","Comic Con","Manhattan","Javits Center","655 W 34th Street","500","10001","40.756563","-74.003808","104","3","1067973","1006800001","9903","MN0401"
"Completed (59)","2016-10-08T00:00:00.000","09:00 AM","03:00 PM","RNY Fair (FAIR)","Women�s Committee Health & Wellness Fair 2016","Manhattan","CWA Local 180 Women's Committee","6 Harrison St, Lower Level","75","10013","40.718691","-74.009253","101","1","1066447","1001817503","39","MN0102"
"Completed (59)","2016-10-08T00:00:00.000","10:00 AM","06:00 PM","RNY Fair (FAIR)","Ready Girl at Comic Con","Manhattan","Javits Center","655 W 34th Street","500","10001","40.756563","-74.003808","104","3","1067973","1006800001","9903","MN0401"
"Completed (59)","2016-10-09T00:00:00.000","10:00 AM","05:00 PM","RNY Fair (FAIR)","Comic Con","Manhattan","Javits Center","655 W 34th Street","500","10001","40.756563","-74.003808","104","3","1067973","1006800001","9903","MN0401"
"Completed (59)","2016-10-11T00:00:00.000","07:30 PM","09:00 PM","RNY Hurricane (H)","Gunhill Civic Community Meeting","Bronx","Power of Faith Ministries Bldg, 1st Floor","976 East Gun Hill Road","50","10469","40.874895","-73.858653","212","12","2057165","2046360036","370","BX1201"
"Completed (59)","2016-10-11T00:00:00.000","06:30 PM","08:30 PM","RNY General Presentation (GEN)","National Multiple Sclerosis Society","Bronx","Calvary Hospital","1740 Eastchester Rd","15","10461","40.847488","-73.844803","211","13","2047124","2042260006","284","BX1161"
"Completed (59)","2016-10-11T00:00:00.000","11:00 AM","12:30 PM","RNY General Presentation (GEN)","Chinese Senior Presentation","Queens","Yee Hong Senior Club","156-03 Horace HArding Expressway","50","11367","40.738948","-73.812113","407","20","4146290","4067340001","1215","QN0706"
"Completed (59)","2016-10-11T00:00:00.000","10:00 AM","12:00 PM","RNY General Presentation (GEN)","Be Ready General RNY Presentation","Manhattan","Joseph J. Yancey Jr. Houses","140-146 West 142nd Street Lobby","4","10030","40.819157","-73.939173","110","9","1060096","1020100050","230","MN1002"
"Completed (59)","2016-10-12T00:00:00.000","03:00 PM","04:00 PM","RNY General Presentation (GEN)","General Presentation for Older Adults","Queens","Queens Library at Rochdale Village","169-09 137 Avenue","2","11434","40.672568","-73.770994","412","28","4270057","4124950175","33404","QN1204"
"Completed (59)","2016-10-12T00:00:00.000","03:00 PM","04:30 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation for Women on Wheels Mt. Sinai Hospital","Manhattan","Mt. Sinai Hospital","5 E 102nd Street","15","10029","40.791571","-73.952597","111","8","1051492","1016080005","168","MN1101"
"Completed (59)","2016-10-12T00:00:00.000","10:30 AM","11:30 AM","RNY for Kids (KIDS)","Ready NY for Kids and Parents","Queens","LaGuardia Community College","31-10 Thomson Ave","30","11101","40.744902","-73.935022","402","26","4003534","4002780001","17902","QN0202"
"Completed (59)","2016-10-13T00:00:00.000","07:00 PM","09:00 PM","RNY General Presentation (GEN)","Holly Civic Association Meeting","Queens","Flushing Medical Center","146-01 45 Avenue","30","11355","40.754864","-73.816833","407","20","4117368","4051990021","861","QN0705"
"Completed (59)","2016-10-13T00:00:00.000","08:30 AM","11:00 AM","RNY for Kids (KIDS)","Ready Girl","Brooklyn","PS 196K","207 Bushwick Ave","360","11206","40.708723","-73.940002","301","34","3071024","3030460001","485","BK0104"
"Completed (59)","2016-10-13T00:00:00.000","07:00 PM","09:00 PM","RNY Fair (FAIR)","HUD Action Plan Amendment Town Halls","Staten Island","SIUH North Campus, Regina McGinn Education and Conference Center","475 Seaview Avenue","50","10305","40.583659","-74.086375","502","50","5049717","5033550032","7002","SI0201"
"Completed (59)","2016-10-13T00:00:00.000","09:00 AM","05:00 PM","RNY Fair (FAIR)","Continuity Insights Conference","Manhattan","Wyndham New Yorker","481 8th Ave","50","10001","40.752295","-73.993402","104","3","1013561","1007580037","111","MN0401"
"Completed (59)","2016-10-14T00:00:00.000","09:30 AM","02:00 PM","RNY Fair (FAIR)","Renewal, Re-charging and Re-Fueling: Honoring Kin Caregivers and All You Do!","Brooklyn","LIU Brooklyn, Arnold and Marie Schwartz","1 University Plaza in the Gymnasium","150","11201","40.69175","-73.981544","302","35","3338885","3020850001","3101","BK0203"
"Completed (59)","2016-10-14T00:00:00.000","09:00 AM","02:00 PM","RNY Fair (FAIR)","New York Presbyterian Emergency Preparedness Day","Manhattan","New York Presbyterian Allen","525 E 68th St","200","10065","40.764149","-73.955251","108","5","1084781","1014800001","116","MN0801"
"Completed (59)","2016-10-14T00:00:00.000","09:00 AM","01:00 PM","RNY Fair (FAIR)","New York Presbyterian Emergency Preparedness Day","Manhattan","New York Presbyterian Columbia University","177 Fort Washington","150",,,,,,,,,
"Completed (59)","2016-10-14T00:00:00.000","11:00 AM","03:00 PM","RNY Fair (FAIR)","New York Presbyterian Emergency Preparedness Day","Manhattan","New York Prebyterian Lower Manhattan","83 Gold Street","165","10038","40.709977","-74.00448","101","1","1001352","1001000001","1501","MN0101"
"Completed (59)","2016-10-14T00:00:00.000","09:00 AM","05:00 PM","RNY Fair (FAIR)","Continuity Insights Conference","Manhattan","Wyndham New Yorker","481 8th Ave","50","10001","40.752295","-73.993402","104","3","1013561","1007580037","111","MN0401"
"Completed (59)","2016-10-15T00:00:00.000","11:00 AM","12:30 PM","RNY General Presentation (GEN)","General RNY Presentation for Older Adults","Queens","Queens Library at Laurelton","134-26  225 Street","2","11413","40.677059","-73.74514","413","31","4281443","4131050007","630","QN1305"
"Completed (59)","2016-10-15T00:00:00.000","03:00 PM","04:00 PM","RNY General Presentation (GEN)","RNY Presentation","Bronx","2727 Palisade Avenue","2727 Palisade Avenue","30","10463","40.883051","-73.920165","208","11","2083473","2057450012","29301","BX0803"
"Completed (59)","2016-10-15T00:00:00.000","03:00 PM","05:00 PM","RNY for Kids (KIDS)","Ready Girl for Girl Scouts","Manhattan","Good Sheppard School","620 Isham Street","40","10034","40.869198","-73.92046","112","10","1082056","1022420019","303","MN1203"
"Completed (59)","2016-10-15T00:00:00.000","11:00 AM","04:00 PM","RNY for Kids (KIDS)","Camp-O-Ree Emergency Preparedness Fair with the Boy Scouts","Staten Island","Camp-O-Ree Field","1465 Manor Rd","50","10314","40.590578","-74.126552","502","50","5106964","5009370001","181","SI0203"
"Completed (59)","2016-10-15T00:00:00.000","10:00 AM","04:00 PM","RNY Fair (FAIR)","Community, Culture, and Technology Fair","Manhattan","Andrew Hieskell Braille and Talking Book Library","40 W 20th Street","100","10011","40.740246","-73.992324","105","3","1076145","1008217501","54","MN0501"
"Completed (59)","2016-10-18T00:00:00.000","12:00 PM","01:00 PM","RNY General Presentation (GEN)","General RNY Presentation","Queens","CCNS Bayside Senior Center","221-15 Horace Harding Expressway","40","11364","40.749688","-73.756559","411","23","4161696","4075270065","138501","QN1102"
"Completed (59)","2016-10-18T00:00:00.000","07:00 PM","08:00 PM","RNY General Presentation (GEN)","General RNY Presentation at the Fashion Institute of Technology","Manhattan","Fashion Institute of Technology Co-Ed Hall","230 West 27th Street Co-Ed Hall Basement Lounge","100","10001","40.747245","-73.995308","105","3","1014237","1007760055","95","MN0501"
"Completed (59)","2016-10-18T00:00:00.000","06:30 PM","08:00 PM","RNY General Presentation (GEN)","013 Precint Meeting","Manhattan","13th Precint","230 East 21 Street","28","10010","40.737195","-73.983271","106","2","1019613","1009010006","64","MN0602"
"Completed (59)","2016-10-18T00:00:00.000","11:00 AM","02:00 PM","RNY Fair (FAIR)","Queens College Health Benefits Fair","Queens","Queens College Midway Court","65-30 Kissena Blvd","200","11367","40.736707","-73.814703","408","24","4141870","4065170001","809","QN0801"
"Completed (59)","2016-10-19T00:00:00.000","02:00 PM","04:00 PM","RNY General Presentation (GEN)","Visiting Chinese Delegation of Law Enforcement Personnel","Queens","St. Johns University/CUNY York College","94-20 Guy R Brewer Blvd","25","11433","40.702532","-73.795578","412","27","4215630","4101040043","246","QN1201"
"Completed (59)","2016-10-19T00:00:00.000","10:00 AM","12:00 PM","RNY General Presentation (GEN)","General Ready NY Presentation","Manhattan","Swedish Institute College of Health Sciences","151 W. 26th St. 4th Floor","60","10001","40.745428","-73.992872","105","3","1015034","1008020008","95","MN0501"
"Completed (59)","2016-10-19T00:00:00.000","04:00 PM","05:00 PM","RNY for Kids (KIDS)","Ready NY for Kids","Bronx","Mosholu Montefiore Community Center","650 Baychester Avenue Room 148","150","10475","40.872608","-73.833727","210","12","2097470","2051410150","46205","BX1004"
"Completed (59)","2016-10-19T00:00:00.000","08:00 AM","02:30 PM","RNY Fair (FAIR)","Nursing Care Fair","Bronx","Schervier Nursing Care Center Community Room","2975 Independence Avenue","200","10463","40.882892","-73.917344","208","11","2100381","2057500390","301","BX0803"
"Completed (59)","2016-10-20T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Ready New York Workshop","Manhattan","University Settlement","189 Allen St.","40","10002","40.722133","-73.988964","103","1","1005537","1004170001","3601","MN0302"
"Completed (59)","2016-10-20T00:00:00.000","11:00 AM","04:00 PM","RNY Fair (FAIR)","Health and Benefit Fair At JW Marriott Essex House","Manhattan","JW Mariott Essex House","160 Central Park South 2nd Fl","50","10019","40.766613","-73.978473","105","6","1023760","1010117501","137","MN0502"
"Completed (59)","2016-10-20T00:00:00.000","07:00 PM","09:00 PM","RNY Fair (FAIR)","HUD Action Plan Amendment Town Halls","Brooklyn","Coney Island Hospital Auditorium","2601 Ocean Parkway","100","11235","40.586552","-73.966168","313","48","3337274","3072390001","370","BK1301"
"Completed (59)","2016-10-21T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Senior Presentation","Bronx","Andrew Jackson Senior Center","325 East 156th Street","50","10451","40.821439","-73.917995","201","17","2091224","2024160001","69","BX0102"
"Completed (59)","2016-10-21T00:00:00.000","03:45 PM","05:00 PM","RNY for Kids (KIDS)","Ready NY for Girl Scout Troop 2702","Brooklyn","Cortelyou Library","1305 Cortelyou Rd","40","11226","40.64051","-73.966021","314","40","3118362","3051440080","1522","BK1402"
"Completed (59)","2016-10-21T00:00:00.000","04:00 PM","05:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Manhattan","Henry J. Carter Specialty Hospital and Nursing Facility","1752 Park Ave","75","10035","40.802937","-73.940586","111","9","1088883","1017470070","198","MN1102"
"Completed (59)","2016-10-21T00:00:00.000","11:00 AM","02:00 PM","RNY Fair (FAIR)","Security & Safety Fair Day","Manhattan","Cravath, Swaine & Moore LLP","825 Eighth Avenue (48th floor cafeteria)","250","10019","40.762074","-73.986275","104","3","1076203","1010400029","127","MN0402"
"Completed (59)","2016-10-21T00:00:00.000","09:00 AM","12:00 PM","RNY Fair (FAIR)","Senator Andrew J. Lanza Annual Senior Information Day","Staten Island","C.Y.O. at Mt. Loretto","6581 Hylan Blvd","250","10309","40.509084","-74.22093","503","51","5123970","5076640001","198","SI0304"
"Completed (59)","2016-10-21T00:00:00.000","06:30 PM","09:30 PM","RNY Fair (FAIR)","Gerritsen Beach Fair","Brooklyn","Pony Field","Accross from 2758 Garrison Ave","250",,,,,,,,,
"Completed (59)","2016-10-22T00:00:00.000","12:00 PM","04:00 PM","RNY Fair (FAIR)","Metro Community Health Fair","Bronx","Metro Community Health Centers","979 Cross Bronx Expressway  10460","100","10460","40.838964","-73.882943","206","15","2120210","2030047501","359","BX0601"
"Completed (59)","2016-10-23T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","Annual Health Fair","Queens","St. Michael's Church","138-65 Barclay Ave","170","11355","40.758406","-73.826464","407","20","4114288","4050440047","853","QN0707"
"Completed (59)","2016-10-24T00:00:00.000","01:30 PM","05:00 PM","RNY Fair (FAIR)","Health Benefits Fair","Manhattan","Ritz-Carlton","2 West Street","150","10004","40.705523","-74.01711","101","1","1085789","1000167513","31704","MN0101"
"Completed (59)","2016-10-24T00:00:00.000","01:00 PM","05:00 PM","RNY Fair (FAIR)","Resource Fair","Queens","Queens Library -Rochdale Village","169-09 137th Ave","75","11434","40.672568","-73.770994","412","28","4270057","4124950175","33404","QN1204"
"Completed (59)","2016-10-24T00:00:00.000","11:00 AM","01:00 PM","RNY Fair (FAIR)","NY Marriott Marquis Hotel Fair","Manhattan","NY Marriott Marquis Hotel","1535 Broadway","9","10036","40.758267","-73.985468","105","3","1024727","1010177501","119","MN0502"
"Completed (59)","2016-10-25T00:00:00.000","03:00 PM","04:00 PM","RNY Hurricane (H)","Hurricanes Preparedness Presentation","Bronx","Parkview Home for Adults","3200 Bronx Boulevard","25","10467","40.871777","-73.870523","212","12","2056149","2045930001","376","BX1201"
"Completed (59)","2016-10-25T00:00:00.000","06:30 PM","08:00 PM","RNY General Presentation (GEN)","Ready New York ESOL Presentation","Brooklyn","YMCA Prospect Park","357 9th St.","60","11215","40.668425","-73.984745","306","39","3022136","3010057502","137","BK0602"
"Completed (59)","2016-10-25T00:00:00.000","08:00 AM","10:00 AM","RNY Fair (FAIR)","Flatiron Partnership Business Assistance Forum","Manhattan","Baruch College-  Newman Conference Center","151 East 25th St. 7th Floor","100","10010","40.740492","-73.983079","106","2","1018107","1008810031","68","MN0602"
"Completed (59)","2016-10-25T00:00:00.000","04:00 PM","06:00 PM","RNY Fair (FAIR)","2nd Annual Halloween Bash","Brooklyn","Our Lady of Solace Church","2866 W 17th St","100","11224","40.577499","-73.984949","313","47","3329329","3070200039","326","BK1302"
"Completed (59)","2016-10-25T00:00:00.000","05:30 PM","07:00 PM","RNY Fair (FAIR)","Emergency Preparedness Workshop for Businesses","Bronx","The Bronx Brewery","856 E 136th Street","25","10454","40.801987","-73.910315","201","8","2003992","2025870030","1903","BX0101"
"Completed (59)","2016-10-26T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Ready New York Workshop","Manhattan","University Settlement","169 Allen St.","20","10002","40.721254","-73.98934","103","1","1005509","1004160020","3601","MN0302"
"Completed (59)","2016-10-26T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Youth and Vision Loss Coalition Meeting","Manhattan","Visions Seles Manor","135 W 23rd Street","40","10011","40.743386","-73.993916","104","3","1014949","1007990021","91","MN0401"
"Completed (59)","2016-10-26T00:00:00.000","04:00 PM","06:00 PM","RNY for Kids (KIDS)","Ready NY for Kids","Brooklyn","Friends of Crown Heights","671 Prospect Place","20","11216","40.674695","-73.954594","308","35","3030896","3012240045","221","BK0802"
"Completed (59)","2016-10-26T00:00:00.000","05:00 PM","06:00 PM","RNY for Kids (KIDS)","Ready NY for Kids","Brooklyn","Friends of Crown Heights","671 Prospect Place","40","11216","40.674695","-73.954594","308","35","3030896","3012240045","221","BK0802"
"Completed (59)","2016-10-26T00:00:00.000","12:00 PM","04:00 PM","RNY Fair (FAIR)","Benefits Fair","Manhattan","NY Marriott East Side O'Keefe Room","525 Lexington Ave, NY, NY 10017","30","10017","40.755685","-73.972943","106","4","1036232","1013030053","92","MN0604"
"Completed (59)","2016-10-27T00:00:00.000","06:00 PM","07:00 PM","RNY General Presentation (GEN)","P.S. 9 Safety Day","Brooklyn","P.S. 9","80 Underhill Ave","20","11238","40.678297","-73.965541","308","35","3028204","3011450026","205","BK0801"
"Completed (59)","2016-10-27T00:00:00.000","02:00 PM","05:00 PM","RNY Fair (FAIR)","Senator Liz Krueger's 10th Annual Senior Resource Fair","Manhattan","Temple Emanu-El","1 East. 65th Street (at fifth Ave)","400","10065","40.767928","-73.970036","108","4","1081210","1013800001","122","MN0802"
