"workscheduleprojectlocationid","boroughname","day","date","onstreetname","fromstreetname","tostreetname","communityboard","area","worktype","crewtype","shifttype","oftcode"
"151632","MANHATTAN","Wednesday","2022-08-31T00:00:00.000","10 AVENUE","WEST 53 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134830000000"
"151668","MANHATTAN","Friday","2022-09-02T00:00:00.000","10 AVENUE","WEST 53 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134830000000"
"152697","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 53 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134830000000"
"152679","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 53 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134830000000"
"103352","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 36 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134490000000"
"103373","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","11 AVENUE","WEST 36 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134490000000"
"109037","MANHATTAN","Tuesday","2021-10-19T00:00:00.000","11 AVENUE","WEST 36 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134490000000"
"109058","MANHATTAN","Wednesday","2021-10-20T00:00:00.000","11 AVENUE","WEST 36 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134490000000"
"111337","MANHATTAN","Wednesday","2021-10-27T00:00:00.000","BLEECKER STREET","8 AVENUE","BANK STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110810112510"
"3993","MANHATTAN","Wednesday","2020-03-25T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310116110124790"
"4026","MANHATTAN","Thursday","2020-03-26T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310116110124790"
"4061","MANHATTAN","Friday","2020-03-27T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310116110124790"
"60537","MANHATTAN","Monday","2021-03-22T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310116110124790"
"109395","MANHATTAN","Friday","2021-10-22T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","CONTRACT WORK","MILLING","NIGHT SHIFT","113310116110124790"
"111345","MANHATTAN","Wednesday","2021-10-27T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310116110124790"
"112502","MANHATTAN","Thursday","2021-11-04T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310116110124790"
"111273","MANHATTAN","Tuesday","2021-10-26T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310116110124790"
"112535","MANHATTAN","Friday","2021-11-05T00:00:00.000","BLEECKER STREET","CORNELIA STREET","LEROY STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310116110124790"
"3996","MANHATTAN","Wednesday","2020-03-25T00:00:00.000","BLEECKER STREET","PERRY STREET","WEST 11 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310128690133990"
"4029","MANHATTAN","Thursday","2020-03-26T00:00:00.000","BLEECKER STREET","PERRY STREET","WEST 11 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310128690133990"
"4064","MANHATTAN","Friday","2020-03-27T00:00:00.000","BLEECKER STREET","PERRY STREET","WEST 11 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310128690133990"
"60540","MANHATTAN","Monday","2021-03-22T00:00:00.000","BLEECKER STREET","PERRY STREET","WEST 11 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310128690133990"
"109398","MANHATTAN","Friday","2021-10-22T00:00:00.000","BLEECKER STREET","PERRY STREET","WEST 11 STREET","102","West Village","CONTRACT WORK","MILLING","NIGHT SHIFT","113310128690133990"
"111348","MANHATTAN","Wednesday","2021-10-27T00:00:00.000","BLEECKER STREET","PERRY STREET","WEST 11 STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310128690133990"
"19377","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117290117310"
"19434","MANHATTAN","Thursday","2020-06-18T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117290117310"
"19491","MANHATTAN","Friday","2020-06-19T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117290117310"
"22612","MANHATTAN","Monday","2020-06-22T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117290117310"
"14525","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117290117310"
"14468","MANHATTAN","Monday","2020-06-01T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117290117310"
"18862","MANHATTAN","Monday","2020-06-15T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117290117310"
"18919","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117290117310"
"19320","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","1 AVENUE","EAST 15 STREET","EAST 16 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117290117310"
"134992","MANHATTAN","Friday","2022-05-27T00:00:00.000","1 AVENUE","EAST 23 STREET","EAST 24 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117450117470"
"135212","MANHATTAN","Tuesday","2022-05-31T00:00:00.000","1 AVENUE","EAST 23 STREET","EAST 24 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117450117470"
"135220","MANHATTAN","Wednesday","2022-06-01T00:00:00.000","1 AVENUE","EAST 23 STREET","EAST 24 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117450117470"
"133152","MANHATTAN","Thursday","2022-05-19T00:00:00.000","1 AVENUE","EAST 23 STREET","EAST 24 STREET","106","Gramercy","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117450117470"
"133160","MANHATTAN","Friday","2022-05-20T00:00:00.000","1 AVENUE","EAST 23 STREET","EAST 24 STREET","106","Gramercy","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117450117470"
"134976","MANHATTAN","Thursday","2022-05-26T00:00:00.000","1 AVENUE","EAST 23 STREET","EAST 24 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117450117470"
"134984","MANHATTAN","Friday","2022-06-03T00:00:00.000","1 AVENUE","EAST 23 STREET","EAST 24 STREET","106","Gramercy","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117450117470"
"134985","MANHATTAN","Friday","2022-06-03T00:00:00.000","1 AVENUE","EAST 24 STREET","EAST 25 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117470117490"
"134977","MANHATTAN","Thursday","2022-05-26T00:00:00.000","1 AVENUE","EAST 24 STREET","EAST 25 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117470117490"
"134993","MANHATTAN","Friday","2022-05-27T00:00:00.000","1 AVENUE","EAST 24 STREET","EAST 25 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117470117490"
"135213","MANHATTAN","Tuesday","2022-05-31T00:00:00.000","1 AVENUE","EAST 24 STREET","EAST 25 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117470117490"
"135221","MANHATTAN","Wednesday","2022-06-01T00:00:00.000","1 AVENUE","EAST 24 STREET","EAST 25 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117470117490"
"133161","MANHATTAN","Friday","2022-05-20T00:00:00.000","1 AVENUE","EAST 24 STREET","EAST 25 STREET","106","Murray Hill-Kips Bay","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117470117490"
"133153","MANHATTAN","Thursday","2022-05-19T00:00:00.000","1 AVENUE","EAST 24 STREET","EAST 25 STREET","106","Murray Hill-Kips Bay","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117470117490"
"133166","MANHATTAN","Friday","2022-05-20T00:00:00.000","1 AVENUE","EAST 33 STREET","EAST 34 STREET","106","Murray Hill-Kips Bay","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117650117670"
"134982","MANHATTAN","Thursday","2022-05-26T00:00:00.000","1 AVENUE","EAST 33 STREET","EAST 34 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117650117670"
"134990","MANHATTAN","Friday","2022-06-03T00:00:00.000","1 AVENUE","EAST 33 STREET","EAST 34 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117650117670"
"134998","MANHATTAN","Friday","2022-05-27T00:00:00.000","1 AVENUE","EAST 33 STREET","EAST 34 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117650117670"
"135218","MANHATTAN","Tuesday","2022-05-31T00:00:00.000","1 AVENUE","EAST 33 STREET","EAST 34 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117650117670"
"135226","MANHATTAN","Wednesday","2022-06-01T00:00:00.000","1 AVENUE","EAST 33 STREET","EAST 34 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110010117650117670"
"133158","MANHATTAN","Thursday","2022-05-19T00:00:00.000","1 AVENUE","EAST 33 STREET","EAST 34 STREET","106","Murray Hill-Kips Bay","CONTRACT WORK","MILLING","NIGHT SHIFT","110010117650117670"
"50234","MANHATTAN","Thursday","2020-10-15T00:00:00.000","2 AVENUE","EAST 38 STREET","EAST 39 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110110117750117770"
"49135","MANHATTAN","Wednesday","2020-10-07T00:00:00.000","2 AVENUE","EAST 38 STREET","EAST 39 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110110117750117770"
"49145","MANHATTAN","Thursday","2020-10-08T00:00:00.000","2 AVENUE","EAST 38 STREET","EAST 39 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","MILLING","NIGHT SHIFT","110110117750117770"
"50224","MANHATTAN","Wednesday","2020-10-14T00:00:00.000","2 AVENUE","EAST 38 STREET","EAST 39 STREET","106","Murray Hill-Kips Bay","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110110117750117770"
"27372","MANHATTAN","Monday","2020-07-13T00:00:00.000","BEDFORD STREET","COMMERCE STREET","MORTON STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","113000115810126690"
"163769","MANHATTAN","Friday","2022-11-04T00:00:00.000","BEDFORD STREET","COMMERCE STREET","MORTON STREET","102","West Village","CONTRACT WORK","MILLING","NIGHT SHIFT","113000115810126690"
"3982","MANHATTAN","Wednesday","2020-03-25T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"173167","MANHATTAN","Monday","2023-04-03T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"175547","MANHATTAN","Tuesday","2023-04-18T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","113310110510114110"
"175522","MANHATTAN","Monday","2023-04-17T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","113310110510114110"
"171194","MANHATTAN","Thursday","2023-03-30T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"171166","MANHATTAN","Wednesday","2023-03-29T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"111262","MANHATTAN","Tuesday","2021-10-26T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"112524","MANHATTAN","Friday","2021-11-05T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"4015","MANHATTAN","Thursday","2020-03-26T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"4050","MANHATTAN","Friday","2020-03-27T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"60526","MANHATTAN","Monday","2021-03-22T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"109384","MANHATTAN","Friday","2021-10-22T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","CONTRACT WORK","MILLING","NIGHT SHIFT","113310110510114110"
"111334","MANHATTAN","Wednesday","2021-10-27T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"112491","MANHATTAN","Thursday","2021-11-04T00:00:00.000","BLEECKER STREET","AVENUE OF THE AMERICAS","CARMINE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310110510114110"
"3990","MANHATTAN","Wednesday","2020-03-25T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310115210121990"
"4023","MANHATTAN","Thursday","2020-03-26T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310115210121990"
"4058","MANHATTAN","Friday","2020-03-27T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310115210121990"
"112532","MANHATTAN","Friday","2021-11-05T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310115210121990"
"60534","MANHATTAN","Monday","2021-03-22T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310115210121990"
"109392","MANHATTAN","Friday","2021-10-22T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","CONTRACT WORK","MILLING","NIGHT SHIFT","113310115210121990"
"173174","MANHATTAN","Monday","2023-04-03T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310115210121990"
"175554","MANHATTAN","Tuesday","2023-04-18T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","113310115210121990"
"175529","MANHATTAN","Monday","2023-04-17T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","PAVING","NIGHT SHIFT","113310115210121990"
"171201","MANHATTAN","Thursday","2023-03-30T00:00:00.000","BLEECKER STREET","CHRISTOPHER STREET","GROVE STREET","102","West Village","IN-HOUSE CREW","MILLING","NIGHT SHIFT","113310115210121990"
"103925","MANHATTAN","Thursday","2021-09-23T00:00:00.000","11 AVENUE","WEST 36 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134490000000"
"136412","MANHATTAN","Thursday","2022-06-09T00:00:00.000","11 AVENUE","WEST 48 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134730000000"
"136402","MANHATTAN","Wednesday","2022-06-08T00:00:00.000","11 AVENUE","WEST 48 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134730000000"
"136422","MANHATTAN","Friday","2022-06-10T00:00:00.000","11 AVENUE","WEST 48 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134730000000"
"133798","MANHATTAN","Wednesday","2022-05-25T00:00:00.000","11 AVENUE","WEST 48 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134730000000"
"136147","MANHATTAN","Monday","2022-06-06T00:00:00.000","11 AVENUE","WEST 48 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134730000000"
"136157","MANHATTAN","Tuesday","2022-06-07T00:00:00.000","11 AVENUE","WEST 48 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134730000000"
"101798","MANHATTAN","Friday","2021-09-24T00:00:00.000","11 AVENUE","WEST 49 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134750000000"
"104133","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","11 AVENUE","WEST 49 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134750000000"
"103883","MANHATTAN","Wednesday","2021-09-22T00:00:00.000","11 AVENUE","WEST 49 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134750000000"
"104153","MANHATTAN","Wednesday","2021-09-29T00:00:00.000","11 AVENUE","WEST 49 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134750000000"
"103297","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 49 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134750000000"
"103856","MANHATTAN","Tuesday","2021-09-21T00:00:00.000","11 AVENUE","WEST 49 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134750000000"
"104113","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 49 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134750000000"
"101814","MANHATTAN","Friday","2021-09-24T00:00:00.000","11 AVENUE","WEST 57 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134910000000"
"104149","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","11 AVENUE","WEST 57 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134910000000"
"103899","MANHATTAN","Wednesday","2021-09-22T00:00:00.000","11 AVENUE","WEST 57 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134910000000"
"104169","MANHATTAN","Wednesday","2021-09-29T00:00:00.000","11 AVENUE","WEST 57 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134910000000"
"103313","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 57 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134910000000"
"103872","MANHATTAN","Tuesday","2021-09-21T00:00:00.000","11 AVENUE","WEST 57 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134910000000"
"104129","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 57 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134910000000"
"101816","MANHATTAN","Friday","2021-09-24T00:00:00.000","11 AVENUE","WEST 58 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134930000000"
"103901","MANHATTAN","Wednesday","2021-09-22T00:00:00.000","11 AVENUE","WEST 58 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134930000000"
"104171","MANHATTAN","Wednesday","2021-09-29T00:00:00.000","11 AVENUE","WEST 58 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134930000000"
"103315","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 58 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134930000000"
"103874","MANHATTAN","Tuesday","2021-09-21T00:00:00.000","11 AVENUE","WEST 58 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134930000000"
"78334","MANHATTAN","Friday","2021-07-02T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117110000000"
"78978","MANHATTAN","Thursday","2021-07-08T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117110000000"
"78998","MANHATTAN","Friday","2021-07-09T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117110000000"
"78958","MANHATTAN","Wednesday","2021-07-07T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117110000000"
"74951","MANHATTAN","Tuesday","2021-06-08T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117110000000"
"82932","MANHATTAN","Monday","2021-07-19T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117110000000"
"74971","MANHATTAN","Wednesday","2021-06-09T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117110000000"
"74931","MANHATTAN","Monday","2021-06-07T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117110000000"
"80859","MANHATTAN","Wednesday","2021-07-14T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117110000000"
"80879","MANHATTAN","Thursday","2021-07-15T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117110000000"
"80899","MANHATTAN","Friday","2021-07-16T00:00:00.000","AVENUE C","EAST 6 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117110000000"
"80861","MANHATTAN","Wednesday","2021-07-14T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117130000000"
"80881","MANHATTAN","Thursday","2021-07-15T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117130000000"
"80901","MANHATTAN","Friday","2021-07-16T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117130000000"
"79000","MANHATTAN","Friday","2021-07-09T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117130000000"
"78960","MANHATTAN","Wednesday","2021-07-07T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117130000000"
"74953","MANHATTAN","Tuesday","2021-06-08T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117130000000"
"74973","MANHATTAN","Wednesday","2021-06-09T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117130000000"
"74933","MANHATTAN","Monday","2021-06-07T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117130000000"
"82934","MANHATTAN","Monday","2021-07-19T00:00:00.000","AVENUE C","EAST 7 STREET",,"103",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117130000000"
"80906","MANHATTAN","Friday","2021-07-16T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117170117190"
"78341","MANHATTAN","Friday","2021-07-02T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117170117190"
"78985","MANHATTAN","Thursday","2021-07-08T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117170117190"
"79005","MANHATTAN","Friday","2021-07-09T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117170117190"
"78965","MANHATTAN","Wednesday","2021-07-07T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117170117190"
"74958","MANHATTAN","Tuesday","2021-06-08T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117170117190"
"19590","MANHATTAN","Thursday","2020-06-18T00:00:00.000","AVENUE D","EAST 7 STREET","EAST 8 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112410117130117150"
"19613","MANHATTAN","Friday","2020-06-19T00:00:00.000","AVENUE D","EAST 7 STREET","EAST 8 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112410117130117150"
"19636","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","AVENUE D","EAST 7 STREET","EAST 8 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117130117150"
