"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"R-01576002","Historical","R-","Manhattan","OLD SLIP",,"SOUTH STREET",,,,"@","2022-03-21T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/W C","0","East",,"TIII","TIII",,"982038","195467"
"ST01503402","Historical","ST","Queens","WESTMORELAND STREET",,"39 ROAD",,,,"@","2021-01-27T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"N/E C","0",,,"TIII","TIII","39 RD","1055864","221352"
"R-01534545","Historical","R-","Manhattan","PRINCE STREET",,"ELIZABETH STREET",,"MOTT STREET",,"S","2021-06-24T00:00:00.000","CL","CURB LINE","N/A",,,"210",,,,,,,
"ST975125","Historical","ST","Staten Island","RICHMOND TERRACE",,"STUYVESANT PLACE",,,,"@","1999-03-17T00:00:00.000","SI-XXXG","36"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","036 X 009",,"S/E C","0",,,"ENGG","ENGG","STUYVESANT PL","962389","174758"
"C-368120","Historical","C-","Manhattan","7 AVENUE SOUTH",,"GROVE STREET",,,,"@","2015-06-08T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","South",,"TIII","TIII",,"983437","206394"
"R-895926","Historical","R-","Brooklyn","BEDFORD AVENUE",,"FARRAGUT ROAD",,"FOSTER AVENUE",,"E","2014-02-25T00:00:00.000","PL","PROPERTY LINE","N/A",,,"915",,,,,,,
"S-147487","Historical","S-","Brooklyn","EAST   29 STREET",,"DEAD END",,"AVENUE I",,"W","2005-06-15T00:00:00.000","CL","CURB LINE","N/A",,,"410",,,,,,,
"R-01500715","Historical","R-","Queens","30 AVENUE",,"36 STREET",,"37 STREET",,"S","2021-06-03T00:00:00.000","PS-65C","2 HOUR METERED PARKING 8AM-7PM EXCEPT SUNDAY <-> (SUPERSEDES R7-128RB)","018 X 018",,,"218",,,"PNTD","PNTD",,"1007322","217866"
"S-01463247","Historical","S-","Brooklyn","LORIMER STREET",,"BOERUM STREET",,"BROADWAY",,"W","2020-08-06T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01631387","Historical","R-","Bronx","WESTCHESTER AVENUE",,"HOE AVENUE",,,,"@","2023-04-24T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","North",,"TIII","TIII",,"1014546","239959"
"R-01640013","Historical","R-","Brooklyn","AVENUE R",,"EAST   38 STREET",,,,"@","2023-04-14T00:00:00.000","R1-1","STOP","030 X 030",,"S/E C","0",,"South","TIII","TIII",,"1002738","162957"
"R-01637513","Historical","R-","Manhattan","WEST   59 STREET",,"FREEDOM PLACE SOUTH",,"12 AVENUE",,"N","2023-04-06T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"97",,,"PNTD","PNTD",,"986448","220645"
"S-196891","Historical","S-","Brooklyn","SACKETT STREET",,"4 AVENUE",,"5 AVENUE",,"S","2008-06-03T00:00:00.000","SP-385C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES <----> (DON'T LITTER) (SUPERSEDES SP-457C DATED 7-27-99)(SUPERSEDED BY PS-38B)","018 X 012","2019-05-22T00:00:00.000",,"158",,,"PNTD","PNTD",,"989240","186207"
"S-01461264","Historical","S-","Brooklyn","EAST   80 STREET",,"AVENUE K",,"AVENUE J",,"E","2020-07-31T00:00:00.000","SI-1881G","EXPRESS MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"86",,,"PNTD","PNTD","MIDTOWN/DOWNTOWN","1009297","169726"
"ST01533110","Current","ST","Queens","CENTER DRIVE",,"MANOR ROAD",,,,"@","2021-06-21T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"S/W C","0",,,"TIII","TIII","MANOR RDHISTORICAL DISTRICT","1053124","222210"
"P-01457322","Historical","P-","Manhattan","CANAL STREET",,"BOWERY",,"ELIZABETH STREET",,"N","2020-07-25T00:00:00.000","CL","CURB LINE","N/A",,,"233",,,,,,,
"R-778336","Historical","R-","Bronx","LAFAYETTE AVENUE",,"HUTCHINSON RIVER PARKWAY",,"BRUSH AVENUE",,"N","2008-12-26T00:00:00.000","PL","PROPERTY LINE","N/A",,,"8",,,,,,,
"P-150063","Historical","P-","Brooklyn","EAST   18 STREET",,"AVENUE T",,"AVENUE U",,"E","2006-03-28T00:00:00.000","CL","CURB LINE","N/A",,,"789",,,,,,,
"P-01421326","Historical","P-","Bronx","BEDFORD PARK BOULEVARD",,"GRAND CONCOURSE",,"VILLA AVENUE",,"N","2020-12-05T00:00:00.000","CL","CURB LINE","N/A",,,"230",,,,,,,
"C-176285","Historical","C-","Bronx","WILLETT AVENUE",,"EAST  213 STREET",,,,"@","2007-09-05T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","East",,"ENGG","ENGG",,"1021199","259740"
"R-01333928","Historical","R-","Bronx","BAYCHESTER AVENUE",,"GIVAN AVENUE",,"TILLOTSON AVENUE",,"E","2021-06-21T00:00:00.000","PL","PROPERTY LINE","N/A",,,"605",,,,,,,
"R-01534088","Historical","R-","Manhattan","EAST  126 STREET",,"MADISON AVENUE",,"5 AVENUE",,"S","2021-06-22T00:00:00.000","BL","BUILDING LINE","N/A",,,"11",,,,,,,
"R-01529784","Historical","R-","Manhattan","1 AVENUE",,"EAST   96 STREET",,,,"@","2021-06-01T00:00:00.000","SI-1255M","GUGGENHEIM MUSEUM W/ 12 O'CLOCK ARROW","042 X 030",,"N/E C","0",,"East","TIII","TIII",,"999613","224659"
"P-075877","Historical","P-","Brooklyn","MOORE STREET",,"HUMBOLDT STREET",,"GRAHAM AVENUE",,"N","2001-06-18T00:00:00.000","CL","CURB LINE","N/A",,,"436",,,,,,,
"P-01450713","Historical","P-","Manhattan","8 AVENUE",,"WEST   23 STREET",,"WEST   24 STREET",,"E","2020-06-27T00:00:00.000","PS-187BA","NO PARKING (SANITATION BROOM SYMBOL) MONDAY-FRIDAY 7AM-7:30AM --> (SUPERSEDES SP-783CA)","018 X 012",,,"221","South",,"PNTD","PNTD",,"984816","211002"
"S-01422467","Historical","S-","Bronx","BAYCHESTER AVENUE",,"ALDRICH STREET",,"DONIZETTI PLACE",,"E","2020-03-29T00:00:00.000","PS-29B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 8:30AM-10AM <-> (SUPERSEDES SP-387C)","018 X 012",,,"1168",,,"PNTD","PNTD",,"1030386","257439"
"R-786899","Historical","R-","Brooklyn","QUINCY STREET",,"THROOP AVENUE",,"MARCUS GARVEY BOULEVARD",,"S","2009-07-02T00:00:00.000","CL","CURB LINE","N/A",,,"760",,,,,,,
"S-01481475","Historical","S-","Manhattan","RIVERSIDE DRIVE",,"TIEMANN PLACE",,"WEST  110 STREET",,"W","2020-12-08T00:00:00.000","PS-18BA","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM --> (SUPERSEDES SP-853CA)","018 X 012",,,"1875","North",,"PNTD","PNTD",,"994198","234922"
"P-01418006","Historical","P-","Queens","JUNCTION BOULEVARD",,"35 AVENUE",,"37 AVENUE",,"W","2020-11-07T00:00:00.000","PS-121B","NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY <-> (SUPERSEDES SP-139C & PS-23B)","018 X 012",,,"322",,,"PNTD","PNTD",,"1019879","213437"
"R-01525493","Historical","R-","Bronx","EAST  149 STREET",,"MORRIS AVENUE",,"PARK AVENUE",,"N","2021-06-08T00:00:00.000","PS-56C","2 HOUR METERED PARKING 8:30AM-7PM EXCEPT SUNDAY <-> (SUPERSEDES SP-146EB)","018 X 018",,,"285",,,"PNTD","PNTD",,"1005348","237215"
"R-732536","Historical","R-","Manhattan","1 AVENUE",,"EAST   26 STREET",,"EAST   29 STREET",,"E","2007-01-13T00:00:00.000","BL","BUILDING LINE","N/A",,,"730",,,,,,,
"R-01535732","Historical","R-","Manhattan","WEST  141 STREET",,"ADAM C POWELL BOULEVARD",,"FRED DOUGLASS BOULEVARD",,"S","2021-06-30T00:00:00.000","PS-80B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> (SUPERSEDES SP-361C)","018 X 012",,,"807",,,"PNTD","PNTD",,"999894","238092"
"S-335249","Historical","S-","Brooklyn","GERRY STREET",,"HARRISON AVENUE",,"UNION AVENUE",,"N","2014-06-02T00:00:00.000","PL","PROPERTY LINE","N/A",,,"643",,,,,,,
"S-01427800","Historical","S-","Brooklyn","SARATOGA AVENUE",,"HANCOCK STREET",,"HALSEY STREET",,"W","2020-04-13T00:00:00.000","CL","CURB LINE","N/A",,,"238",,,,,,,
"S-01516168","Current","S-","Queens","MADISON STREET",,"SENECA AVENUE",,"ONDERDONK AVENUE",,"S","2021-06-21T00:00:00.000","PS-50B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-63C)","018 X 012",,,"232",,,"PNTD","PNTD",,"1010397","195206"
"R-01534223","Historical","R-","Queens","SEAGIRT BOULEVARD",,"BEACH    6 STREET",,,,"@","2021-06-22T00:00:00.000","SW-834","END","030 X 030",,"*NOTE","0",,"West","TIII","TIII","DEAD END OF SERVICE ROAD AT SEAGIRT BLVD.","1056501","157233"
"ST01475799","Historical","ST","Queens","ULMER STREET",,"25 AVENUE",,,,"@","2020-10-05T00:00:00.000","SI-XG","24"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","024 X 009",,"S/W C","0",,,"TIII","TIII","ULMER ST","1028826","222263"
"R-01532147","Historical","R-","Queens","COOPER AVENUE",,"74 STREET",,,,"@","2021-06-10T00:00:00.000","W14-2C","DIAMOND DELINEATOR (BLANK) MAY BE USED AS SUBSTITUTE OR REPLACMENT FOR W14-2A & W14-2B (REVISED 4/24/2013)","009 X 009",,"*NOTE","0",,"West","TIII","TIII","UNDER SW-834.","1018650","196537"
"C-01463189","Current","C-","Queens","ASCAN AVENUE",,"AUSTIN STREET",,,,"@","2020-08-06T00:00:00.000","W12-4","STRUCTURE LOW / CLEARANCE XX'-XX"" (ENTIRE RDWY)","036 X 024",,"*NOTE","160",,"North","ENGG","ENGG","SIGN TO READ 12'-5""                                     BOLT TO LIRR BRIDGE OVERPASS 160' SOUTH OF AUSTIN STREETOVER S/B LANE.BOTTOM OF SIGN NOT TO BE LOWER THAN BRIDGE","1028448","201038"
"P-237599","Historical","P-","Manhattan","BROADWAY",,"WEST   68 STREET",,"WEST   69 STREET",,"E","2010-04-22T00:00:00.000","BL","BUILDING LINE","N/A",,,"243",,,,,,,
"R-01636662","Historical","R-","Manhattan","WEST   14 STREET",,"8 AVENUE",,"9 AVENUE",,"N","2023-05-15T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"676",,,"PNTD","PNTD","102575","983551","208787"
"S-135343","Historical","S-","Queens","SANFORD AVENUE",,"161 STREET",,"160 STREET",,"N","2004-12-23T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"P-01530709","Current","P-","Bronx","CASTLE HILL AVENUE",,"WESTCHESTER AVENUE",,"NEWBOLD AVENUE",,"W","2021-06-07T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"123",,,"PNTD","PNTD","CASTLE HILL","1025307","243089"
"C-01585897","Historical","C-","Queens","MAYDA ROAD",,"241 STREET",,,,"@","2022-06-16T00:00:00.000","SR-731","ALL WAY","018 X 006",,"S/E C","0",,"South","TIII","TIII",,"1055906","179739"
"S-253562","Historical","S-","Queens","JUSTICE AVENUE",,"54 AVENUE",,"53 AVENUE",,"E","2010-09-03T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01533449","Historical","R-","Brooklyn","STILLWELL AVENUE",,"SURF AVENUE",,"BOARDWALK",,"W","2021-06-17T00:00:00.000","PS-70B","NO PARKING (SANITATION BROOM SYMBOL) 8AM-9AM EXCEPT SUNDAY <-> (SUPERSEDES SP-156C)","018 X 012",,,"275",,,"PNTD","PNTD",,"989472","148971"
"R-01529759","Historical","R-","Bronx","BOONE AVENUE",,"EAST  173 STREET",,,,"@","2021-06-01T00:00:00.000","W3-1","STOP AHEAD (SYMBOL)","030 X 030",,"W SSD","115",,"West","TIII","TIII",,"1016129","243256"
"S-514598","Historical","S-","Brooklyn","VANDERBILT AVENUE",,"WILLOUGHBY AVENUE",,"DE KALB AVENUE",,"W","2017-04-12T00:00:00.000","PS-40B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-463C)","018 X 012",,,"205",,,"PNTD","PNTD",,"992715","191012"
"S-860870","Historical","S-","Queens","81 STREET",,"41 AVENUE",,"ROOSEVELT AVENUE",,"E","1990-04-12T00:00:00.000","BL","BUILDING LINE","N/A",,,"548",,,,,,,
"R-912666","Historical","R-","Brooklyn","EAST    8 STREET",,"AVENUE K",,"AVENUE J",,"W","2015-03-06T00:00:00.000","PL","PROPERTY LINE","N/A",,,"825",,,,,,,
"S-066424","Historical","S-","Queens","KISSENA BOULEVARD",,"75 AVENUE",,"76 ROAD",,"W","2001-06-28T00:00:00.000","R7-40R","NO PARKING ANYTIME <----> (SUPERSEDES R7-40 DON'T USE --R7-40)(SUPERSEDED BY SP-854C)","018 X 012","2019-05-22T00:00:00.000",,"362",,,"PNTD","PNTD",,"1036492","204074"
"S-01521681","Current","S-","Brooklyn","JEWEL STREET",,"NORMAN AVENUE",,"MESEROLE AVENUE",,"E","2021-06-21T00:00:00.000","PS-80B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> (SUPERSEDES SP-361C)","018 X 012",,,"317",,,"PNTD","PNTD",,"998892","204471"
"R-850986","Historical","R-","Manhattan","WHITE STREET",,"BROADWAY",,"FRANKLIN PLACE",,"S","2011-12-21T00:00:00.000","CL","CURB LINE","N/A",,,"175",,,,,,,
"S-01351996","Current","S-","Bronx","JENNINGS STREET",,"MINFORD PLACE",,"SOUTHERN BOULEVARD",,"N","2019-02-20T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"ST01518021","Current","ST","Queens","ASTORIA BLVD SOUTH",,"46 STREET",,,,"@","2021-06-09T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S   C","0",,,"TIII","TIII","ASTORIA BOULEVARD EXPRESSWAY",,
"S-01384136","Historical","S-","Queens","FARMERS BOULEVARD",,"142 AVENUE",,"140 AVENUE",,"E","2019-08-13T00:00:00.000","PL","PROPERTY LINE","N/A",,,"458",,,,,,,
"P-01288032","Historical","P-","Queens","QUEENS BOULEVARD","N S/R","70 ROAD",,"YELLOWSTONE BOULEVARD",,"S","2018-02-01T00:00:00.000","PS-121B","NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY <-> (SUPERSEDES SP-139C & PS-23B)","018 X 012",,,"458",,,"PNTD","PNTD",,"1026751","202544"
"R-514264","Historical","R-","Brooklyn","DREW STREET",,"SUTTER AVENUE",,"BLAKE AVENUE",,"W","1994-03-16T00:00:00.000","PL","PROPERTY LINE","N/A",,,"8",,,,,,,
"ST01531708","Current","ST","Queens","37 AVENUE",,"255 STREET",,,,"@","2021-06-09T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"N/E C","0",,,"TIII","TIII","37 AV","1055747","222408"
"ST01500208","Historical","ST","Queens","90 AVENUE",,"84 STREET",,,,"@","2021-01-19T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"*NOTE","0",,,"TIII","TIII","90 AV","1023492","190101"
"R-01532621","Historical","R-","Bronx","WESTCHESTER AVENUE",,"HARROD AVENUE",,"MORRISON AVENUE",,"N","2021-06-17T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"87","West",,"PNTD","PNTD",,"1019112","241573"
"ST01502617","Historical","ST","Queens","69 AVENUE",,"229 STREET",,,,"@","2021-01-25T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/E C","0",,,"TIII","TIII","69 AV","1054401","210972"
"R-497829","Historical","R-","Brooklyn","4 AVENUE",,"OVINGTON AVENUE",,"BAY RIDGE AVENUE",,"E","1993-05-13T00:00:00.000","CL","CURB LINE","N/A",,,"309",,,,,,,
"R-01506462","Historical","R-","Queens","ELMHURST AVENUE",,"BROADWAY",,"JUDGE STREET",,"W","2021-06-07T00:00:00.000","PS-40B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-463C)","018 X 012",,,"392",,,"PNTD","PNTD",,"1017453","209915"
"R-01527495","Historical","R-","Brooklyn","FULTON STREET",,"SOUTH ELLIOTT PLACE",,"SOUTH PORTLAND AVENUE",,"S","2021-06-01T00:00:00.000","PS-124B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY THURSDAY SATURDAY MIDNIGHT-3AM <-> (SUPERSEDES SP-339C)","018 X 012",,,"124",,,"PNTD","PNTD",,"991148","189422"
"S-782251","Historical","S-","Queens","96 STREET",,"PARK LANE SOUTH",,"JAMAICA AVENUE",,"E","1983-10-28T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01533924","Historical","R-","Queens","JAMAICA AVENUE",,"172 STREET",,,,"@","2021-06-21T00:00:00.000","R1-1","STOP","030 X 030",,"S/W C","0",,"South","TIII","TIII",,"1043016","197135"
"C-019624","Historical","C-","Queens","79 AVENUE",,"270 STREET",,,,"@","1966-03-17T00:00:00.000","R1-1","STOP","030 X 030",,"S/E C","0",,"South",,,,"1066667","212137"
"S-248240","Historical","S-","Brooklyn","MOTHER GASTON BOULEVARD",,"SOMERS STREET",,"HULL STREET",,"E","2010-05-29T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01530148","Historical","R-","Manhattan","WEST  171 STREET",,"AMSTERDAM AVENUE",,"AUDUBON AVENUE",,"N","2021-06-03T00:00:00.000","PS-35B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-394C)","018 X 012",,,"197",,,"PNTD","PNTD",,"1001890","246062"
"R-01535182","Historical","R-","Manhattan","AMSTERDAM AVENUE",,"WEST  158 STREET",,,,"@","2021-06-26T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N/W C","0","East",,"TIII","TIII",,"1000417","242944"
"P-499936","Historical","P-","Manhattan","EAST   11 STREET",,"2 AVENUE",,"3 AVENUE",,"N","2017-02-18T00:00:00.000","PS-7A","METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) (SUPERSEDES SW-473)","018 X 006",,,"66",,,"PNTD","PNTD",,"987953","205434"
"R-01575688","Historical","R-","Bronx","BAINBRIDGE AVENUE",,"EAST  198 STREET",,,,"@","2022-03-21T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","North",,"ENGG","ENGG",,"1015138","255702"
"S-264655","Historical","S-","Bronx","EAST  203 STREET",,"WEBSTER AVENUE",,"DEAD END",,"S","1972-05-22T00:00:00.000","CL","CURB LINE","N/A",,,"212",,,,,,,
"C-01337846","Historical","C-","Queens","LIBERTY AVENUE",,"180 STREET",,,,"@","2019-01-23T00:00:00.000","SI-143G","LOCAL W/ 12 O'CLOCK ARROW","036 X 012",,"N/W C","0",,"East","TIII","TIII",,"1045151","196353"
"R-01529819","Historical","R-","Brooklyn","BRIGHTON   13 STREET",,"CORBIN PLACE",,"OCEAN VIEW AVENUE",,"W","2021-06-14T00:00:00.000","PS-54B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> (SUPERSEDES SP-412C)","018 X 012",,,"253",,,"PNTD","PNTD",,"996661","150654"
"S-170791","Historical","S-","Queens","168 STREET",,"88 AVENUE",,"HILLSIDE AVENUE",,"W","2007-01-17T00:00:00.000","CL","CURB LINE","N/A",,,"224",,,,,,,
"R-766030","Historical","R-","Manhattan","WEST  184 STREET",,"AUDUBON AVENUE",,"AMSTERDAM AVENUE",,"N","2008-06-30T00:00:00.000","BL","BUILDING LINE","N/A",,,"19",,,,,,,
"S-109656","Historical","S-","Brooklyn","EAST   88 STREET",,"AVENUE A",,"AVENUE B",,"E","2003-04-23T00:00:00.000","SP-360C","NO PARKING (SANITATION BROOM SYMBOL) 11AM TO 12:30PM TUES & FRI <----> (SUPERSEDED BY PS-55B)","018 X 012","2019-05-22T00:00:00.000",,"685",,,"PNTD","PNTD",,"1007023","175646"
"ST01501249","Historical","ST","Queens","163 DRIVE",,"104 STREET",,,,"@","2021-01-25T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"N/W C","0",,,"TIII","TIII","163 DR","1032053","177141"
"S-01518339","Current","S-","Queens","INGRAM STREET",,"70 AVENUE",,"69 AVENUE",,"S","2021-06-07T00:00:00.000","PL","PROPERTY LINE","N/A",,,"625",,,,,,,
"S-862447","Historical","S-","Queens","51 AVENUE",,"111 STREET",,"108 STREET",,"N","1990-06-28T00:00:00.000","BL","BUILDING LINE","N/A",,,"802",,,,,,,
"R-01535710","Historical","R-","Queens","129 AVENUE",,"234 STREET",,,,"@","2021-06-29T00:00:00.000","W3-1","STOP AHEAD (SYMBOL)","030 X 030",,"S ESD","150",,"South","TIII","TIII",,"1058329","187434"
"R-01530978","Historical","R-","Queens","LIBERTY AVENUE",,"75 STREET",,"FARMERS BOULEVARD",,"S","2021-06-07T00:00:00.000","SR-2191","CITY SPEED LIMIT 25 PHOTO ENFORCED (SUPERSEDES SR-2166)","030 X 048",,,"0",,"West","TIII","TIII","SOUTH CURB OPPOSITE OF N/E C ALLENDALE STREET","1037244","191653"
"R-01551889","Historical","R-","Brooklyn","10 STREET",,"4 AVENUE",,"5 AVENUE",,"N","2021-12-22T00:00:00.000","BL","BUILDING LINE","N/A",,,"723",,,,,,,
"S-01316467","Historical","S-","Brooklyn","FULTON STREET",,"UTICA AVENUE",,"ROCHESTER AVENUE",,"S","2018-06-28T00:00:00.000","CL","CURB LINE","N/A",,,"453",,,,,,,
"ST01532541","Current","ST","Queens","69 AVENUE",,"210 STREET",,,,"@","2021-06-11T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"*NOTE","0",,,"TIII","TIII","210 ST","1049561","209210"
"R-01533148","Historical","R-","Brooklyn","EAST   95 STREET",,"CHURCH AVENUE",,"WILLMOHR STREET",,"W","2021-06-16T00:00:00.000","BL","BUILDING LINE","N/A",,,"18",,,,,,,
"S-01530895","Current","S-","Brooklyn","36 STREET",,"4 AVENUE",,"3 AVENUE",,"S","2021-06-07T00:00:00.000","PS-39B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 11:30AM-1PM <-> (SUPERSEDES SP-460C)","018 X 012",,,"528",,,"PNTD","PNTD",,"982567","178001"
"S-01276982","Current","S-","Queens","FRANCIS LEWIS BOULEVARD",,"SUNRISE HIGHWAY",,"NORTH CONDUIT AVENUE",,"E","2018-08-16T00:00:00.000","CL","CURB LINE","N/A",,,"382",,,,,,,
"R-672343","Historical","R-","Staten Island","JEFFERSON AVENUE",,"HUSSON STREET",,"HYLAN BOULEVARD",,"W","2003-12-29T00:00:00.000","BL","BUILDING LINE","N/A",,,"8",,,,,,,
"R-01535554","Historical","R-","Queens","BEACH   95 STREET",,"ROCKAWAY FREEWAY",,,,"@","2021-06-29T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"E CML","0","South",,"TIII","TIII","ON W/S OF EL COL","1034872","152980"
"S-01521503","Current","S-","Brooklyn","EAST   88 STREET",,"AVENUE A",,"AVENUE B",,"E","2021-06-10T00:00:00.000","PL","PROPERTY LINE","N/A",,,"8",,,,,,,
"R-01529755","Historical","R-","Manhattan","ELDRIDGE STREET",,"DELANCEY STREET",,"RIVINGTON STREET",,"E","2021-06-01T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01532607","Historical","R-","Manhattan","MADISON AVENUE",,"EAST   80 STREET",,,,"@","2021-06-14T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","East",,"TIII","TIII",,"994877","222361"
"S-01292636","Historical","S-","Manhattan","EAST   10 STREET",,"AVENUE D",,"SZOLD PLACE",,"N","2018-04-25T00:00:00.000","PL","PROPERTY LINE","N/A",,,"285",,,,,,,
"R-766614","Historical","R-","Brooklyn","QUENTIN ROAD",,"EAST   13 STREET",,"EAST   12 STREET",,"N","2008-07-07T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"R-01530889","Historical","R-","Manhattan","1 AVENUE",,"EAST  125 STREET",,,,"@","2021-06-07T00:00:00.000","SI-375M","WILLIS AVE BR W/ 9 O'CLOCK ARROW","042 X 024",,"S/W C","0",,"West","TIII","TIII",,"1003297","231385"
"ST01500359","Historical","ST","Queens","97 AVENUE",,"87 STREET",,,,"@","2021-01-19T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/E C","0",,,"TIII","TIII","97 AV","1024840","188513"
"S-904065","Historical","S-","Bronx","RIDER AVENUE",,"EAST  140 STREET",,"EAST  141 STREET",,"W","1993-07-27T00:00:00.000","PL","PROPERTY LINE","N/A",,,"415",,,,,,,
"R-01486767","Historical","R-","Brooklyn","5 AVENUE",,"12 STREET",,"13 STREET",,"W","2020-12-14T00:00:00.000","BL","BUILDING LINE","N/A",,,"217",,,,,,,
"R-01518810","Historical","R-","Brooklyn","COLUMBIA STREET",,"LORRAINE STREET",,,,"@","2021-06-08T00:00:00.000","R4-6R","KEEP RIGHT SYMBOL (RIGHT REVERSE CURVE ARROW W/MALL TIP)","024 X 030",,"*NOTE","425",,"South","TIII","TIII","ON CONCRETE ISLAND MID-BLOCK BETWEEN LORRAINE ST AND W 9 STON S APEX - ON 6' DR","982110","185060"
