"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_therms","es_commodity","underlying_utility"
"QUEENSBRIDGE NORTH","QUEENS","QUEENSBRIDGE NORTH","BLD 03","NONE","BLD 1-4","505","398","Q050500","FEDERAL","NY005005050P","CONSOLIDATED EDISON COMPANY OF NY","12199330","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2988761","N","67809.54","TRMDHDF","Yes","59440","UTILITY GAS","ConEd"
"CROWN HEIGHTS","BROOKLYN","CROWN HEIGHTS","BLD 01","AMR",,"312","331","K031200","FEDERAL","NY005013510P","National Grid NYC","12203184","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5151898","N","1020.1","T3 TRAN MULT FAM","Yes","1653","UTILITY GAS","NatGrid NYC"
"JEFFERSON","MANHATTAN","JEFFERSON","BLD 01","NONE","BLD 1-18","64","219","M006400","FEDERAL","NY005010640P","CONSOLIDATED EDISON COMPANY OF NY","12179233","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3563818","N","300384.73","TRMDHDF","Yes","265798","UTILITY GAS","ConEd"
"STEBBINS AVENUE-HEWITT PLACE","BRONX","STEBBINS AVENUE-HEWITT PLACE","BLD 02","NONE",,"353","770","B035300","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12202675","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4213974","N","28.81","TRMDH","Yes","0","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 46","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12202977","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5124468","N","665.95","T3 TRAN MULT FAM","Yes","986","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 41","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12202985","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","1337615","N","671.02","T3 TRAN MULT FAM","Yes","994","UTILITY GAS","NatGrid NYC"
"LONGFELLOW AVENUE REHAB","BRONX","LONGFELLOW AVENUE REHAB","BLD 01","NONE",,"362","794","B036200","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12186639","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3192766","N","6385.48","TRMDH","Yes","4940","UTILITY GAS","ConEd"
"HOPE GARDENS","BROOKLYN","HOPE GARDENS","BLD 04 - Community Center","AMR",,"247","546","K224700","FEDERAL","NY005012470P","National Grid NYC","12202953","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","129336","N","142.17","T2-2 TRAN GENERAL","Yes","119","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 35","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12194540","2023-01","2022-06-23T00:00:00.000","2022-07-25T00:00:00.000","32","3570932","Y","4705.69","TRMDH","Yes","4346","UTILITY GAS","ConEd"
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BROOKLYN","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BLD 03","AMR",,"366","801","K036600","FEDERAL","NY005013510P","National Grid NYC","12203138","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5318828","N","1334.71","T3 TRAN MULT FAM","Yes","2248","UTILITY GAS","NatGrid NYC"
"CLAREMONT REHAB (GROUP 3)","BRONX","CLAREMONT REHAB (GROUP 3)","BLD 03","NONE",,"308","750","B030800","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12186708","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3717921","N","28.81","TRMDH","Yes","0","UTILITY GAS","ConEd"
"SURFSIDE GARDENS","BROOKLYN","SURFSIDE GARDENS","BLD 03","NONE","BLD 1-3","170","278","K017000","FEDERAL","NY005011700P","National Grid NYC","12203513","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","12564577","N","29752.57","T3 TRAN MULT FAM","Yes","55993","UTILITY GAS","NatGrid NYC"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 06","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203206","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","1122676","N","203.43","T1B TRAN RES HEAT","Exception","177","UTILITY GAS","NatGrid NYC"
"STERLING PLACE REHABS (STERLING-BUFFALO)","BROOKLYN","STERLING PLACE REHABS (STERLING-BUFFALO)","BLD 02","AMR",,"368","837","K036800","FEDERAL","NY005013510P","National Grid NYC","12203530","2023-01","2022-12-27T00:00:00.000","2023-01-31T00:00:00.000","35","7409030","Y","2003.81","T3 TRAN MULT FAM","Yes","3416","UTILITY GAS","NatGrid NYC"
"RALPH AVENUE REHAB","BROOKLYN","RALPH AVENUE REHAB","BLD 05","AMR","BLD 4-5","352","771","K035200","FEDERAL","NY005011670P","National Grid NYC","12203256","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5127691","N","4211.67","T3 TRAN MULT FAM","Yes","7689","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 35","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12214985","2023-01","2022-07-25T00:00:00.000","2022-08-23T00:00:00.000","29","3570932","Y","4256.52","TRMDH","Yes","3934","UTILITY GAS","ConEd"
"GOWANUS","BROOKLYN","GOWANUS","BLD 11","AMR","BLD 1-14","25","515","K002500","FEDERAL","NY005000250P","National Grid NYC","12203093","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","811108","N","109581.68","T3 TRAN MULT FAM","Yes","206969","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 30","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141960","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3661332","Y","1793.96","TRMDH","Yes","1280","UTILITY GAS","ConEd"
"STEBBINS AVENUE-HEWITT PLACE","BRONX","STEBBINS AVENUE-HEWITT PLACE","BLD 01","NONE",,"353","770","B035300","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12202679","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3078811","N","4190.81","TRMDH","Yes","3045","UTILITY GAS","ConEd"
"LEAVITT STREET-34TH AVENUE","QUEENS","LEAVITT STREET-34TH AVENUE","BLD 01","NONE","BLD 1","201","386","Q020100","FEDERAL","NY005011860P","CONSOLIDATED EDISON COMPANY OF NY","12199319","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4078760","N","1043.04","TR I NR","Yes","1399","UTILITY GAS","ConEd"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 1",,"BACKUP GENERATOR","51","573","Q005100","FEDERAL","NY005010980P","National Grid LI","12206094","2023-01","2022-12-30T00:00:00.000","2023-01-31T00:00:00.000","32","4973285","N","58.42","250 Gas Non Resid General Use","Yes","9","UTILITY GAS","NatGrid LI"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 34","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141342","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3267802","Y","5144.59","TRMDH","Yes","3839","UTILITY GAS","ConEd"
"SURFSIDE GARDENS","BROOKLYN","SURFSIDE GARDENS","BLD 04","AMR","BLD 4-5","170","278","K017000","FEDERAL","NY005011700P","National Grid NYC","12203516","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4651318","N","16706.64","T3 TRAN MULT FAM","Exception","31320","UTILITY GAS","NatGrid NYC"
"BARUCH","MANHATTAN","BARUCH/BARUCH HOUSES ADDITION","BARUCH BLD 07","NONE",,"60","215","M006000","FEDERAL","NY005010600P","CONSOLIDATED EDISON COMPANY OF NY","12230184","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3383895-93.4%","N","5111.79","TRMDHDF","Yes","0","UTILITY GAS","ConEd"
"#N/A","NON DEVELOPMENT FACILITY","NDF - PSA 6, 2770 F DOUGLASS BLVD","BLD 06","NONE",,"#N/A","999","1011600","NON-DEVELOPMENT",,"CONSOLIDATED EDISON COMPANY OF NY","12141915","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3861505","Y","6017.9","TR I CGAc","Yes","10405","UTILITY GAS","ConEd"
"EAST 165TH STREET-BRYANT AVENUE","BRONX","EAST 165TH STREET-BRYANT AVENUE","BLD 02","NONE",,"304","552","B030400","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12204152","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3571444","N","4859.45","TRMDH","Yes","3586","UTILITY GAS","ConEd"
"PARK ROCK REHAB","BROOKLYN","PARK ROCK REHAB","BLD 09","AMR","BLD 7-9","351","765","K035100","FEDERAL","NY005013510P","National Grid NYC","12203171","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5154644","N","777.81","T3 TRAN MULT FAM","Yes","1195","UTILITY GAS","NatGrid NYC"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 03","AMR","BLD 2-3","313","287","K031300","FEDERAL","NY005013510P","National Grid NYC","12203164","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5594412","N","1816.4","T3 TRAN MULT FAM","Exception","3159","UTILITY GAS","NatGrid NYC"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 03","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203227","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","7128617","N","1849.44","T3 TRAN MULT FAM","Yes","3323.7","UTILITY GAS","NatGrid NYC"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12205368","2023-01","2021-09-22T00:00:00.000","2021-10-22T00:00:00.000","30","2543768","Y","27142.03","TRMDH","Yes","25219","UTILITY GAS","ConEd"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12205373","2023-01","2022-01-25T00:00:00.000","2022-02-24T00:00:00.000","30","2543768","Y","20966.11","TRMDH","Yes","23564","UTILITY GAS","ConEd"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12206220","2023-01","2022-03-25T00:00:00.000","2022-04-25T00:00:00.000","31","2543768","Y","21212.16","TRMDH","Yes","24883","UTILITY GAS","ConEd"
"CROWN HEIGHTS","BROOKLYN","CROWN HEIGHTS","BLD 05","AMR","BLD 2-3","312","331","K031200","FEDERAL","NY005013510P","National Grid NYC","12203182","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5151899","N","2737.48","T3 TRAN MULT FAM","Yes","4901","UTILITY GAS","NatGrid NYC"
"SOUNDVIEW","BRONX","SOUNDVIEW","BLD 08","NONE","BLD 1-13","71","537","B007100","FEDERAL","NY005000710P","CONSOLIDATED EDISON COMPANY OF NY","12157840","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3850383","N","233938.56","TRMDHDF","Yes","206842","UTILITY GAS","ConEd"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 01","AMR",,"313","287","K031300","FEDERAL","NY005013510P","National Grid NYC","12203187","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5475132","N","4942.24","T3 TRAN MULT FAM","Yes","9069","UTILITY GAS","NatGrid NYC"
"BETHUNE GARDENS","MANHATTAN","BETHUNE GARDENS","BLD 01","NONE",,"160","271","M016000","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12191213","2023-01","2022-10-24T00:00:00.000","2022-11-22T00:00:00.000","29","3893285","Y","21189.03","TRMDHDF","Yes","19629","UTILITY GAS","ConEd"
"BOYNTON AVENUE REHAB","BRONX","BOYNTON AVENUE REHAB","BLD 02","NONE","BLD 02","346","767","B034600","FEDERAL","NY005010320P","CONSOLIDATED EDISON COMPANY OF NY","12141821","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3302218","Y","2809.73","TRMDH","Yes","2028","UTILITY GAS","ConEd"
"LOWER EAST SIDE II","MANHATTAN","LOWER EAST SIDE II","BLD 02","NONE",,"337","783","M033700","FEDERAL","NY005012920P","CONSOLIDATED EDISON COMPANY OF NY","12142510","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3825955","Y","3729.12","TRMDH","Yes","2705","UTILITY GAS","ConEd"
"CLINTON","MANHATTAN","CLINTON","BLD 05","NONE","BLD 5-6","123","245","M012300","FEDERAL","NY005001230P","CONSOLIDATED EDISON COMPANY OF NY","12158005","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3300046","N","24936.66","TRMDHDF","Yes","21400","UTILITY GAS","ConEd"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12142059","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3564608","N","40.52","TR I NR","Yes","0","UTILITY GAS","ConEd"
"UNION AVENUE-EAST 166TH STREET","BRONX","UNION AVENUE-EAST 166TH STREET","BLD 03","NONE",,"356","768","B035600","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12142811","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3124657","N","28.81","TRMDH","Yes","0","UTILITY GAS","ConEd"
"ROOSEVELT I","BROOKLYN","ROOSEVELT I/ROOSEVELT II","ROOSEVELT I BLD 03","AMR",,"135","227","K013500","FEDERAL","NY005011350P","National Grid NYC","12203076","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","00811377-69.7%","N","27159.01","T3 TRAN MULT FAM","Yes","51171.65","UTILITY GAS","NatGrid NYC"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 08","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203204","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","3906984","N","380.92","T1B TRAN RES HEAT","Yes","395","UTILITY GAS","NatGrid NYC"
"BOSTON SECOR","BRONX","BOSTON SECOR","BLD 01","NONE","BLD 1-4","138","254","B013800","FEDERAL","NY005011380P","CONSOLIDATED EDISON COMPANY OF NY","12209659","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3383793","N","61826.03","TRMDHDF","Yes","54131","UTILITY GAS","ConEd"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 07","AMR",,"243","353","K024300","FEDERAL","NY005012430P","National Grid NYC","12202947","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6788400","N","1192.6","T3 TRAN MULT FAM","Exception","1980","UTILITY GAS","NatGrid NYC"
"CROWN HEIGHTS","BROOKLYN","CROWN HEIGHTS","BLD 07","AMR","BLD 5-8","312","331","K031200","FEDERAL","NY005013510P","National Grid NYC","12202878","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","7409029","Y","1990.02","T3 TRAN MULT FAM","Yes","3486","UTILITY GAS","NatGrid NYC"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 07","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203205","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","2969340","N","279.14","T1B TRAN RES HEAT","Yes","270","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 50","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12202997","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6788414","N","625.38","T3 TRAN MULT FAM","Yes","922","UTILITY GAS","NatGrid NYC"
"MELTZER TOWER","MANHATTAN","MELTZER TOWER","BLD 01","NONE",,"183","286","M018300","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12206211","2023-01","2021-11-22T00:00:00.000","2021-12-23T00:00:00.000","31","2543768","Y","22058.24","TRMDH","Yes","25312","UTILITY GAS","ConEd"
"MELROSE","BRONX","MELROSE","BLD 06","NONE","BLD 1-8","28","523","B002800","FEDERAL","NY005010280P","CONSOLIDATED EDISON COMPANY OF NY","12204326","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3890439","N","121355.55","TRMDHDF","Yes","106950","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 12","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12202848","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","5235480","Y","717.71","T3 TRAN MULT FAM","Yes","1087","UTILITY GAS","NatGrid NYC"
"SACK WERN","BRONX","SACK WERN","BLD 07","NONE",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12157987","2023-01","2022-08-23T00:00:00.000","2023-01-25T00:00:00.000","155","4500393","N","130.37","TRMDH","Yes","0","UTILITY GAS","ConEd"
"#N/A","NON DEVELOPMENT FACILITY","NDF - BRONX OFFICE, 1200 WATERS PLACE","BLD 01","AMR",,"#N/A","999","9900625","NON-DEVELOPMENT",,"CONSOLIDATED EDISON COMPANY OF NY","12204342","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3585709","N","479.7","TR II NR","Yes","386","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 36","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12141949","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3267687","Y","3389.6","TRMDH","Yes","2455","UTILITY GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 10","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12079825","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","3907813","N","217.24","T1B TRAN RES HEAT","Yes","270","UTILITY GAS","NatGrid NYC"
"VANDALIA AVENUE","BROOKLYN","VANDALIA AVENUE","BLD 02","AMR","BLD 1-3","315","273","K031500","FEDERAL","NY005011940P","National Grid NYC","12079970","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5610485","N","936.97","T2-2 TRAN GENERAL","Yes","1351","UTILITY GAS","NatGrid NYC"
"CLAREMONT REHAB (GROUP 3)","BRONX","CLAREMONT REHAB (GROUP 3)","BLD 03","NONE",,"308","750","B030800","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12059965","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3717921","N","27.15","TRMDH","Yes","0","UTILITY GAS","ConEd"
"BERRY","STATEN ISLAND","BERRY","BLD 01","Not Applicable",,"52","587","S005200","FEDERAL","NY005000520P","DIRECT ENERGY BUSINESS (32179)","12151772","2022-12","2022-12-07T00:00:00.000","2023-01-05T00:00:00.000","29","3258910020","N","24015.79","NA","Yes","55433","BROKERED GAS","NatGrid NYC"
"HOWARD AVENUE-PARK PLACE","BROOKLYN","HOWARD AVENUE-PARK PLACE","BLD 02","Not Applicable",,"365","551","K036500","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151440","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","304523561","N","828.35","NA","Yes","1912","BROKERED GAS","NatGrid NYC"
"JEFFERSON","MANHATTAN","JEFFERSON","BLD 01","NONE","BLD 1-18","64","219","M006400","FEDERAL","NY005010640P","CONSOLIDATED EDISON COMPANY OF NY","12056272","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3563818","N","238212.59","TRMDHDF","Yes","251919","UTILITY GAS","ConEd"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE",,"343","757","M034300","FEDERAL","NY005012410P","CONSOLIDATED EDISON COMPANY OF NY","12056283","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3613957","Y","8348.77","TRMDH","Yes","8451.81","UTILITY GAS","ConEd"
"UNIVERSITY AVENUE REHAB","BRONX","UNIVERSITY AVENUE REHAB","BLD 03","Not Applicable",,"341","762","B034100","FEDERAL","NY005013410P","DIRECT ENERGY BUSINESS (32179)","12150564","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","2646.88","NA","Yes","5611","BROKERED GAS","ConEd"
"#N/A","NON DEVELOPMENT FACILITY","NDF - PSA 6, 2770 F DOUGLASS BLVD","BLD 06","NONE",,"#N/A","999","1011600","NON-DEVELOPMENT",,"CONSOLIDATED EDISON COMPANY OF NY","12036717","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3355439","Y","111.94","TR I NR","Yes","65","UTILITY GAS","ConEd"
"REHAB PROGRAM (TAFT REHABS)","MANHATTAN","REHAB PROGRAM (TAFT REHABS)","BLD 01","NONE","BLD 2-3","516","295","M051600","FEDERAL","NY005013170P","CONSOLIDATED EDISON COMPANY OF NY","12036742","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3231392","Y","3993.74","TRMDH","Yes","3422","UTILITY GAS","ConEd"
"EAST NEW YORK CITY LINE","BROOKLYN","EAST NEW YORK CITY LINE","BLD 07","Not Applicable",,"263","378","K026300","FEDERAL","NY005010700P","DIRECT ENERGY BUSINESS (32179)","12151653","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","578910800","N","252.14","NA","Yes","582","BROKERED GAS","NatGrid NYC"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 01","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12079875","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","6130357","N","622.38","T3 TRAN MULT FAM","Yes","1364.73","UTILITY GAS","NatGrid NYC"
"MELROSE","BRONX","MELROSE","BLD 06","Not Applicable",,"28","523","B002800","FEDERAL","NY005010280P","DIRECT ENERGY BUSINESS (32179)","12150712","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","45765.36","NA","Yes","97016","BROKERED GAS","ConEd"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","Not Applicable",,"343","757","M034300","FEDERAL","NY005012410P","DIRECT ENERGY BUSINESS (32179)","12151017","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","8007.13","NA","Exception","16974","BROKERED GAS","ConEd"
"CROWN HEIGHTS","BROOKLYN","CROWN HEIGHTS","BLD 07","Not Applicable",,"312","331","K031200","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151496","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","308936501","N","1216.1","NA","Yes","2807","BROKERED GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 14","Not Applicable",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","DIRECT ENERGY BUSINESS (32179)","12151075","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","3087.47","NA","Exception","6545","BROKERED GAS","ConEd"
