"court_index_number","docket_number","eviction_address","eviction_apt_num","executed_date","marshal_first_name","marshal_last_name","residential_commercial_ind","borough","eviction_zip","ejectment","eviction_possession","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"37390/18","347631","774 EAST 225TH STREET","3H","2019-04-29T00:00:00.000","Thomas","Bia","Residential","BRONX","10466","Not an Ejectment","Possession","40.887177","-73.858515","12","12","406","2063390","2048380001","Williamsbridge-Olinville"
"71338/19","103189","14 DURYEA PLACE THE RETAIL COMMERCIAL RESTAURANT & BAR",,"2021-01-04T00:00:00.000","Henry","Daley","Commercial","BROOKLYN","11226","Not an Ejectment","Possession",,,,,,,,
"K306261/20","413311","790 ELDERT LANE","2R","2023-03-17T00:00:00.000","Richard","McCoy","Residential","BROOKLYN","11208","Not an Ejectment","Possession","40.670554","-73.863105","5","42","1208","3343252","3042719001","East New York"
"301449/20","108586","990 LEGGETT AVENUE","4-F","2023-05-04T00:00:00.000","Justin","Grossman","Residential","BRONX","10455","Not an Ejectment","Possession","40.814565","-73.899875","2","17","83","2005101","2026840076","Longwood"
"76391/2016","17594","54 - WADSWORTH TERRACE","43","2017-05-11T00:00:00.000","Charles","Marchisotto","Residential","MANHATTAN","10040","Not an Ejectment","Possession",,,,,,,,
"71850/17","343303","2203 BELMONT AVENUE","4D","2018-11-30T00:00:00.000","Thomas","Bia","Residential","BRONX","10458","Not an Ejectment","Possession","40.851229","-73.887884","6","15","391","2012412","2030860001","Belmont"
"78334/18","087172","266 EAST 21ST STREET","3A","2018-11-16T00:00:00.000","Justin","Grossman","Residential","BROOKLYN","11226","Not an Ejectment","Possession","40.647976","-73.959560","14","40","51002","3117146","3051010041","Flatbush"
"305724/22","110302","2010 7TH AVENUE","1B","2022-10-27T00:00:00.000","Justin","Grossman","Residential","MANHATTAN","10027","Not an Ejectment","Possession","40.806048","-73.950473","10","9","220","1079502","1019260029","Central Harlem South"
"B311391/22","104855","904 MELROSE AVE AKA 402 E 162ND STREET",,"2023-01-05T00:00:00.000","Ileana","Rivera","Commercial","BRONX","10451","Not an Ejectment","Possession","40.824622","-73.913597","3","17","141","2001504","2023830005","Morrisania-Melrose"
"199/18","080113","5720 MOSHOLU AVENUE","D","2018-04-10T00:00:00.000","Henry","Daley","Residential","BRONX","10471","Not an Ejectment","Possession","40.905626","-73.899586","8","11","345","2096965","2058552237","North Riverdale-Fieldston-Riverdale"
"16784/16","004487","198 BOND STREET","02F","2018-01-25T00:00:00.000","Frank","Siracusa","Residential","BROOKLYN","11217","Not an Ejectment","Possession","40.683171","-73.987413","6","33","71","3323300","3003920001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"16484/18","080705","774 FOX STREET","3F","2019-04-23T00:00:00.000","Justin","Grossman","Residential","BRONX","10455","Not an Ejectment","Possession","40.816109","-73.897748","2","8","85","2005728","2027200057","Longwood"
"328874/22","003343","644 BARRETTO STREET","1B","2023-05-04T00:00:00.000","Salavatore","Giglio","Residential","BRONX","10474","Not an Ejectment","Possession","40.812832","-73.888910","2","17","93","2006643","2027650249","Hunts Point"
"73247/17","073150","929 45TH STREET","GARAGE","2018-02-14T00:00:00.000","Justin","Grossman","Commercial","BROOKLYN","11219","Not an Ejectment","Possession","40.642126","-73.997816","12","38","112","3136324","3056070066","Sunset Park East"
"50086/19","8779","212-23 JAMAICA AVENUE","APT 2","2019-04-17T00:00:00.000","Bernard","Blake","Residential","QUEENS","11428","Not an Ejectment","Possession","40.715883","-73.746027","13","23","542","4536675","4106010035","Queens Village"
"94023/16","11403","530 PARKSIDE AVE.","2F","2017-08-03T00:00:00.000","Edward","Guida","Residential","BROOKLYN","11226","Not an Ejectment","Possession","40.655926","-73.955421","9","40","822","3115999","3050560014","Prospect Lefferts Gardens-Wingate"
"B26322/18","089976","740 CRANFORD AVENUE","2M","2018-08-03T00:00:00.000","Ileana","Rivera","Residential","BRONX","10470","Not an Ejectment","Possession","40.903323","-73.849086","12","11","442","2101837","2051110001","Woodlawn-Wakefield"
"252162/18","088972","2022 LEXINGTON   AVE NUE","6A","2019-03-12T00:00:00.000","Justin","Grossman","Residential","MANHATTAN","10035","Not an Ejectment","Possession","40.803172","-73.938314","11","9","196","1054431","1017720017","East Harlem North"
"N316068/22","106931","5 POST AVENUE","APT 24","2023-06-13T00:00:00.000","Ileana","Rivera","Residential","MANHATTAN","10034","Not an Ejectment","Possession","40.862751","-73.924889","12","10","291","1064707","1022170001","Marble Hill-Inwood"
"B43211/19","101210","801 NEILL AVENUE","15E","2020-01-07T00:00:00.000","Ileana","Rivera","Residential","BRONX","10462","Not an Ejectment","Possession","40.850342","-73.864431","11","13","228","2048807","2042900008","Pelham Parkway"
"32132/18","346784","3435 OLINVILLE AVENUE","3J","2018-11-15T00:00:00.000","Thomas","Bia","Residential","BRONX","10467","Not an Ejectment","Possession","40.876438","-73.868109","12","12","376","2056937","2046270029","Williamsbridge-Olinville"
"69946/17","337065","520 WEST 17TH STREET","STORAGE","2017-09-25T00:00:00.000","Thomas","Bia","Commercial","MANHATTAN","10011","Not an Ejectment","Possession","40.744278","-74.007340","4","3","99","1012278","1006887501","Hudson Yards-Chelsea-Flatiron-Union Square"
"31486/17","293880","2859 BARKER AVE","V41","2018-01-30T00:00:00.000","George","Essock","Residential","BRONX","10467","Not an Ejectment","Possession","40.867425","-73.869223","11","15","336","2093463","2045060040","Bronxdale"
"63465/19K","099097","2425 NOSTRAND AVENUE","725","2023-05-19T00:00:00.000","Justin","Grossman","Residential","BROOKLYN","11210","Not an Ejectment","Possession","40.625562","-73.946634","18","45","742","3207885","3076120011","Flatlands"
"B19364/18","107326","361 EAST 188TH ST","4","2018-08-20T00:00:00.000","Darlene","Barone","Residential","BRONX","10458","Not an Ejectment","Possession","40.860147","-73.893755","5","15","39902","2011065","2030260001","Bedford Park-Fordham North"
"84183/18","20911","1624 NOSTRAND AVENUE",,"2019-06-27T00:00:00.000","Edward","Guida","Commercial","BROOKLYN","11226","Not an Ejectment","Possession","40.646361","-73.949107","17","40","826","3118086","3051400013","Erasmus"
"52524/18","16198","10 HANOVER SQUARE","4E","2018-04-18T00:00:00.000","Edward","Guida","Residential","MANHATTAN","10005","Not an Ejectment","Possession","40.704328","-74.009230","1","1","7","1000859","1000310001","Battery Park City-Lower Manhattan"
"064395/17","002316","3119 CONEY ISLAND AVENUE","FRONT STORE","2017-08-03T00:00:00.000","Vadim","Barbarovich","Commercial","BROOKLYN","11235","Not an Ejectment","Possession","40.579900","-73.959778","13","48","61003","3245306","3087060050","Brighton Beach"
"N050978/17","382191","3333 BDWAY-BLDG D","D28B","2017-08-07T00:00:00.000","Richard","McCoy","Residential","MANHATTAN","10031","Not an Ejectment","Possession",,,,,,,,
"22954/18","8735","2180 WALTON AVENUE - APT 2","2","2018-09-14T00:00:00.000","Robert","Renzulli","Residential","BRONX","10453","Not an Ejectment","Possession","40.856193","-73.904111","5","14","239","2013976","2031810008","Fordham South"
"53516/18-2","011562","48-05 46TH STREET","4H","2018-08-01T00:00:00.000","George","Essock, Jr.","Residential","QUEENS","11377","Not an Ejectment","Possession","40.739029","-73.919515","2","26","235","4431839","4022900015","Hunters Point-Sunnyside-West Maspeth"
"B19821/18","106189","631 EAST 168TH ST","4-H","2018-07-09T00:00:00.000","Darlene","Barone","Residential","BRONX","10456","Not an Ejectment","Possession","40.830095","-73.903053","3","16","149","2004312","2026150057","Morrisania-Melrose"
"73254/16","11639","94-17 212 PL",,"2017-10-16T00:00:00.000","Edward","Guida","Residential","QUEENS","11428","Not an Ejectment","Possession","40.717111","-73.746249","13","23","542","4226139","4106020052","Queens Village"
"53330/17","291917","455 OCEAN PARKWAY","17J","2017-05-01T00:00:00.000","George","Essock","Residential","BROOKLYN","11218","Not an Ejectment","Possession","40.637415","-73.972966","12","39","490","3126839","3053900074","Kensington-Ocean Parkway"
"57531/18","481045","1275B ST NICHOLAS AV E IN THE BUILDING *","*","2018-08-21T00:00:00.000","Danny","Weinheim","Commercial","MANHATTAN","10033","Not an Ejectment","Possession",,,,,,,,
"K59094/19","096815","525A QUINCY STREET ( A/K/A 525 1/2 QUINCY STREET)","UNIT #1A","2019-07-22T00:00:00.000","Ileana","Rivera","Residential","BROOKLYN","11221","Not an Ejectment","Possession",,,,,,,,
"316860/22","111396","1473 PACIFIC STREET","13","2022-11-23T00:00:00.000","Justin","Grossman","Residential","BROOKLYN","11216","Not an Ejectment","Possession","40.677278","-73.942731","8","36","313","3029883","3012030051","Crown Heights North"
"304147/21","28377","6 IVES COURT A/K/A 1082 DICKENS STREET","ATTIC","2023-02-14T00:00:00.000","Edward","Guida","Residential","QUEENS","11691","Not an Ejectment","Possession","40.604690","-73.760563","14","31","100802","4300377","4157170124","Far Rockaway-Bayswater"
"94340","17918","1124 - HALSEY STREET","1","2017-02-22T00:00:00.000","Charles","Marchisotto","Residential","BROOKLYN","11207","Not an Ejectment","Possession",,,,,,,,
"301462/22","079018","121 FREEDOM AVENUE","6A","2023-03-03T00:00:00.000","Kenneth","Giachetta","Residential","STATEN ISLAND","10314","Not an Ejectment","Possession","40.596333","-74.163716","2","50","29103","5113286","5021020028","New Springville-Bloomfield-Travis"
"13563/16","331049","2672 BRIGGS AVENUE","BASEMENT","2017-05-02T00:00:00.000","Thomas","Bia","Residential","BRONX","10458","Ejectment","Possession","40.865819","-73.892093","7","15","40501","2016843","2032940022","Bedford Park-Fordham North"
"B58813/17B","102135","2042 MORRIS AVENUE","5B-N","2018-01-31T00:00:00.000","Darlene","Barone","Residential","BRONX","10453","Not an Ejectment","Possession","40.852966","-73.905756","5","14","241","2007668","2028070056","Mount Hope"
"63856/19","25044","153-30 89TH AVE","715","2019-10-21T00:00:00.000","Edward","Guida","Residential","QUEENS","11432","Not an Ejectment","Possession","40.705517","-73.802501","12","24","240","4208831","4097557501","Jamaica"
"50163/17","11763","81-32 MARGARET PLACE",,"2017-09-12T00:00:00.000","Edward","Guida","Residential","QUEENS","11384","Not an Ejectment","Possession","40.704924","-73.855634","6","30","639","4094899","4038790005","Glendale"
"72893/19","007739","2836 WEST 35TH ST APT 1R","1R","2019-11-21T00:00:00.000","Frank","Siracusa","Residential","BROOKLYN","11224","Not an Ejectment","Possession","40.576204","-74.000940","13","47","328","3188723","3070050020","Seagate-Coney Island"
"56479/20","107500","1764A PITKIN AVENUE","GROUND FLOOR STORE &","2022-01-13T00:00:00.000","Justin","Grossman","Commercial","BROOKLYN","11207","Not an Ejectment","Possession",,,,,,,,
"52247/20","001991","1660 EAST NEW YORK AVENUE","UNIT 005","2022-12-06T00:00:00.000","David","Smith","Commercial","BROOKLYN","11212","Not an Ejectment","Possession","40.674021","-73.906853","16","37","908","3083412","3036760009","Brownsville"
"245/18","342081","1241 WEBSTER AVENUE","4A","2018-03-29T00:00:00.000","Thomas","Bia","Residential","BRONX","10456","Not an Ejectment","Possession","40.832826","-73.909326","4","16","17701","2002113","2024270044","East Concourse-Concourse Village"
"B48635/18","110724","3349 MICKLE AVENUE A/K/A 3349 MICKLE AVENUE, UNIT 2","UNIT 2","2019-11-25T00:00:00.000","Darlene","Barone","Residential","BRONX","10469","Not an Ejectment","Possession","40.875813","-73.844675","12","12","358","2061096","2047440005","Eastchester-Edenwald-Baychester"
"Q079096/16","376345","204-10 43RD AVENUE","2C","2017-02-17T00:00:00.000","Richard","McCoy","Residential","QUEENS","11361","Not an Ejectment","Possession","40.758910","-73.779476","11","19","1463","4138032","4062680001","Bayside-Bayside Hills"
"32257/17","073989","997 SUMMIT AVE","4A","2017-09-12T00:00:00.000","Henry","Daley","Residential","BRONX","10452","Not an Ejectment","Possession","40.833002","-73.930329","4","8","189","2003429","2025230159","Highbridge"
"K65350/17","082756","4911 AVENUE H","UNIT: COMMERCIAL","2017-12-14T00:00:00.000","Ileana","Rivera","Commercial","BROOKLYN","11234","Not an Ejectment","Possession","40.632810","-73.929140","18","45","724","3213510","3077330001","Flatlands"
"77574/17","008267","682 OCEAN AVENUE","1B","2018-01-29T00:00:00.000","George","Essock, Jr.","Residential","BROOKLYN","11226","Not an Ejectment","Possession","40.646307","-73.960300","14","40","51001","3117612","3051230022","Flatbush"
"65936/17","472599","524 EAST 20TH STREET","7-D","2017-10-10T00:00:00.000","Danny","Weinheim","Residential","MANHATTAN","10009","Not an Ejectment","Possession","40.733491","-73.976597","6","4","44","1082860","1009720001","Stuyvesant Town-Cooper Village"
"303527/22","106437","1315 MERRIAM AVENUE","D1","2022-09-07T00:00:00.000","Henry","Daley","Residential","BRONX","10452","Not an Ejectment","Possession","40.840852","-73.926063","4","16","201","2003542","2025320043","Highbridge"
"2140/19","24246","3636 GRAYSTONE AVE","2E","2019-07-31T00:00:00.000","Edward","Guida","Residential","BRONX","10463","Not an Ejectment","Possession",,,,,,,,
"60651/18","21589","2843 BAINBRIDGE AVENUE",,"2019-02-28T00:00:00.000","Edward","Guida","Residential","BRONX","10467","Not an Ejectment","Possession","40.868650","-73.888126","7","15","40702","2016928","2032960065","Bedford Park-Fordham North"
"K62248/19","114635","1483 LINCOLN PLACE","23","2020-03-05T00:00:00.000","Darlene","Barone","Residential","BROOKLYN","11213","Not an Ejectment","Possession","40.669540","-73.927277","8","36","357","3037196","3013860070","Crown Heights North"
"70453/18","115353","148-54 87TH ROAD",,"2019-01-25T00:00:00.000","Maxine","Chevlowe","Residential","QUEENS","11435","Not an Ejectment","Possession","40.706804","-73.808900","8","24","238","4207406","4097040027","Jamaica"
"R 53440/17","069753","282 YORK AVENUE",,"2018-04-11T00:00:00.000","Steven","Powell","Residential","STATEN ISLAND","10301","Not an Ejectment","Possession","40.639586","-74.088105","1","49","77","5147224","5000800025","West New Brighton-New Brighton-St. George"
"51534/18","078525","34-20 44TH STREET","REAR, GARAGE #3","2018-04-27T00:00:00.000","Justin","Grossman","Commercial","QUEENS","11101","Not an Ejectment","Possession","40.754657","-73.918110","1","26","159","4012316","4007030034","Astoria"
"Q76170/18A","113761","172-25 BAISLEY BLVD",,"2019-07-09T00:00:00.000","Darlene","Barone","Residential","QUEENS","11434","Not an Ejectment","Possession","40.682099","-73.771549","12","27","282","4268501","4123900255","St. Albans"
"317219/22","003222","428 EAST 162ND ST","BSMT","2022-12-02T00:00:00.000","Salavatore","Giglio","Residential","BRONX","10451","Not an Ejectment","Possession","40.824490","-73.912553","3","17","141","2001508","2023830017","Morrisania-Melrose"
"69006/17","075887","1695 GRAND CONCOURSE","5N","2018-10-09T00:00:00.000","Justin","Grossman","Residential","BRONX","10453","Not an Ejectment","Possession","40.845403","-73.910777","5","14","22701","2007856","2028220012","Mount Hope"
"Q67575/16","079459","189-02 114TH DRIVE","BATHROOM AT END","2017-07-05T00:00:00.000","Ileana","Rivera","Residential","QUEENS","11412","Not an Ejectment","Possession","40.696884","-73.763979","12","27","400","4221200","4103920002","St. Albans"
"55509/16","4583","60-37 68TH AVENUE","2ND FLOOR","2017-04-27T00:00:00.000","Edward","Guida","Residential","QUEENS","11385","Not an Ejectment","Possession","40.704451","-73.898811","5","30","585","4084229","4035120048","Ridgewood"
"307682/21","002773","2486 TIEBOUT AVENUE","7","2023-06-22T00:00:00.000","David","Smith","Residential","BRONX","10458","Not an Ejectment","Possession","40.861674","-73.894978","5","15","39902","2011002","2030230009","Bedford Park-Fordham North"
"B16473/17","078024","1527 TAYLOR AVENUE","18","2017-10-25T00:00:00.000","Ileana","Rivera","Residential","BRONX","10460","Not an Ejectment","Possession","40.838356","-73.866529","9","18","218","2028629","2039200013","West Farms-Bronx River"
"301437/23","023517","932 FIRST AVE GRD FL RETAIL SPACE","BSMT","2023-05-16T00:00:00.000","George","Essock, Jr.","Commercial","MANHATTAN","10022","Not an Ejectment","Possession",,,,,,,,
"66276/2017","19213","3322 - 3RD AVENUE","2","2019-01-15T00:00:00.000","Charles","Marchisotto","Residential","BRONX","10456","Not an Ejectment","Possession",,,,,,,,
