"objectid","wotype","wostatus","wopriority","boroughcode","communityboard","buildingnumber","streetname","locationdetails","actualfinishdate","wocontract","parkname","parkzone","cancelreason","wocategory","sanitationassigneddate","sanitationremovaldate","sanitationupdateddate","wowoodremains","woequipment","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","crossstreet1","crossstreet2","plantingspaceglobalid","treepointglobalid","inspectionglobalid","globalid","sidewalkdamage","wowireconflict","crewglobalid","geometry","closeddate","canceldate","createddate","updateddate","woentity","projstartdate","woproject","recommendedspecies","latitude","longitude","census_tract","bin","bbl","nta","location"
"1059046","Tree Plant-Street Tree","Closed",,"Brooklyn","303.0","16","HOWARD AVENUE","1 S (ON MADISON) NP *PLANTING ONLY*  525122","2015-12-15 00:00:00.0000000","BG-115M",,,,"Tree Planting",,,,"No Wood Debris",,"11221.0","41.0","25.0","55.0","8.0","3035A","66133","MADISON STREET","MONROE STREET",,,"7F8FF9D6-2115-4836-9F66-88260B3FD31E","4C27AB64-20C4-4471-99CA-00159CD6CC04",,"No Util Conflict Present",,"POINT (-73.9212009456993968 40.6881488339486310)","2017-04-13 10:00:00.0000000",,"2015-08-25 18:22:00.0000000","2017-04-13 10:00:00.0000000","Capital","2015-10-15 00:00:00.0000000",,,,,,,,,"POINT (-73.9212009456994 40.68814883394863)"
"6961070","Block Pruning","Closed","1","Manhattan","112.0","536","WEST 175 STREET","1S","2018-02-06 05:00:00.0000000","BP-M18",,,,"Block Pruning",,,,"No Wood Debris",,"10033.0","10.0","31.0","72.0","13.0","1122A","26931","AUDUBON AVENUE","CROSS BRONX EXPWY NB ET  1 B",,,"2B398E53-7843-4C85-A03B-644D271D6EA5","9C1895CD-E989-4473-ADF4-026BC41D6465",,"No Util Conflict Present",,"POINT (-73.9352409458262088 40.8446278352141903)","2018-02-26 14:14:06.0000000",,"2017-10-17 10:26:10.0000000","2018-02-26 14:14:06.0000000","Expense",,"Block Pruning",,"40.844689","-73.934820","261","1063163","1021310034","Washington Heights (South)","POINT (-73.93524094582621 40.84462783521419)"
"14898996","Block Pruning","Open",,"Bronx","212.0","437","EAST 237 STREET","1S LOCATED ON VIREO AVENUE",,"BP-X21",,,,"Block Pruning",,,,"No Wood Debris",,"10470.0","11.0","34.0","81.0","16.0","2124C",,"E 237 ST","VIREO AV",,,"46C89C1A-8497-4437-BE50-19DDE27E53FB","8E02E84E-9B22-4B4E-9611-012091E8A627",,"No Util Conflict Present",,"POINT (-73.8634957345636991 40.8994732432357750)",,,"2021-08-25 14:00:46.0000000",,"Expense",,"Block Pruning",,"40.899283","-73.864439","451.02","2019646","2033910035","Wakefield-Woodlawn","POINT (-73.8634957345637 40.899473243235775)"
"6076330","Block Pruning","Closed",,"Queens","413.0","77-18","251 STREET","1F","2018-02-05 05:00:00.0000000","BP-Q17",,,,"Block Pruning",,,,"No Wood Debris",,"11426.0","23.0","11.0","24.0","3.0","4132C","33393","UNION TURNPIKE","SHILOH AVENUE",,,"EBE697A2-54D2-493F-989D-AF3A2138D31F","6CCB54C2-93F4-42EA-9CE3-01CCFE18A9C4",,"No Util Conflict Present",,"POINT (-73.7199344661584490 40.7444127127404911)","2018-02-05 17:23:00.0000000",,"2017-04-05 11:03:00.0000000","2018-02-05 17:23:00.0000000","Expense",,,,"40.744459","-73.719902","1571.01","4173860","4085030013","Bellerose","POINT (-73.71993446615845 40.74441271274049)"
"14088489","Block Pruning","Closed",,"Brooklyn","307.0","5712","7 AVENUE","1F","2021-07-30 04:00:00.0000000","BP-B21",,,,"Block Pruning",,,,"No Wood Debris",,"11220.0","38.0","20.0","49.0","7.0","3074E","36729","57 ST","7 AV",,,"706731E4-95D8-45C2-8D47-87A6B3847189","D91C90D7-62A3-4BD4-968F-004B754481FB",,"No Util Conflict Present",,"POINT (-74.0102815621062859 40.6383376319176506)","2021-08-31 20:29:00.0000000",,"2021-05-27 20:27:00.0000000","2021-08-31 20:29:00.0000000","Expense",,"Block Pruning",,"40.638398","-74.010136","102","3000000","3008490040","Sunset Park (Central)","POINT (-74.01028156210629 40.63833763191765)"
"11005178","Block Pruning","Closed",,"Bronx","202.0","840","BARRY STREET","4x","2020-03-16 04:00:00.0000000","BP-X20",,,,"Block Pruning",,,,"No Wood Debris",,"10474.0","17.0","34.0","84.0","15.0","2021A","64316","TIFFANY STREET","BURNETT PLACE",,,"282DC594-76B9-4273-92EF-D6C766990761","667258B9-8866-4FCE-81BA-0034A89D1C50",,"No Util Conflict Present",,"POINT (-73.8922955002417581 40.8153666577091343)","2020-03-20 13:30:00.0000000",,"2020-01-21 15:46:00.0000000","2020-03-20 13:30:00.0000000","Expense",,,,,,,,,,"POINT (-73.89229550024176 40.815366657709134)"
"9134843","Tree Removal","Closed","6","Brooklyn","318.0","2252","ROYCE STREET","IN ISLAND","2018-11-15 05:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris","Bucket & Chipper","11234.0","46.0","19.0","59.0","8.0","3184C","74787","AVENUE W","AVENUE V",,,"80E4269C-457B-4BEB-871F-0D3334D807AF","D2B6F53C-C61C-4555-AEB4-01C83366B804",,"No Util Conflict Present","3F365132-9C07-45AE-8329-F52BCBBD1274","POINT (-73.9017011682089304 40.6191311854489854)","2018-11-20 19:08:00.0000000",,"2018-11-07 12:18:00.0000000","2018-11-20 19:08:00.0000000","In-House",,,,,,,,,,"POINT (-73.90170116820893 40.619131185448985)"
"6175689","Block Pruning","Closed",,"Queens","411.0","248-23","VAN ZANDT AVENUE","1F","2018-03-09 05:00:00.0000000","BP-Q17",,,,"Block Pruning",,,,"No Wood Debris",,"11362.0","19.0","11.0","26.0","3.0","4114D","83214","MARATHON PARKWAY","248 STREET",,,"DF77B97A-7F8B-4028-971E-9C818CE75A70","06F632A7-5176-410A-9F1B-01BDC9D4CADA",,"No Util Conflict Present",,"POINT (-73.7358565123394669 40.7629825292765915)","2018-03-09 17:48:00.0000000",,"2017-04-29 10:50:00.0000000","2018-03-09 17:48:00.0000000","Expense",,,,,,,,,,"POINT (-73.73585651233947 40.76298252927659)"
"14977107","Block Pruning","Closed",,"Queens","412.0","95-08","150 ST","1F","2021-10-15 04:00:00.0000000","BP-Q22",,,,"Block Pruning",,,,"No Wood Debris",,"11435.0","28.0","10.0","32.0","5.0","4122C","27099","150 ST","95 AV",,,"A3213B8D-A9A5-41C6-BD41-BEC10914938A","67EEF051-ED72-403D-8133-005E5BF49BBF",,"Electric Utility Open",,"POINT (-73.8031113695279544 40.6995024100204077)","2022-06-07 04:00:00.0000000",,"2021-08-30 18:16:13.0000000",,"Expense",,"Block Pruning",,"40.699348","-73.802952","208","4214037","4100020010","Jamaica","POINT (-73.80311136952795 40.69950241002041)"
"8553315","Tree Plant-Street Tree","Cancel",,"Manhattan","108.0","1185","PARK AVENUE","PLANTED 3 F EP 60X60 NP 120X60 GIBI/GLTR TEMP VOID SCAFFOLDING",,"MG-1319MA",,,"TEMP VOID - SCAFFOLDING","Tree Planting",,,,"No Wood Debris",,"10128.0","4.0","28.0","73.0","12.0","1085A",,"EAST  94 STREET","EAST  93 STREET",,,"7D2D0F5D-5EA4-4023-8041-4A15C1B07FEC","9D4E646D-2D3B-48D7-8084-012D3CD0E60D",,"No Util Conflict Present",,"POINT (-73.9535144336631163 40.7848902267703934)","2020-02-13 14:43:00.0000000","2020-02-13 14:43:00.0000000","2018-07-17 15:31:00.0000000","2020-02-13 14:43:00.0000000","Capital","2022-03-15 00:00:00.0000000",,,,,,,,,"POINT (-73.95351443366312 40.78489022677039)"
"7478130","Block Pruning","Closed",,"Bronx","202.0","1150","TIFFANY STREET","6F","2018-05-25 04:00:00.0000000","BP-X18",,,,"Block Pruning",,,,"No Wood Debris",,"10459.0","17.0","32.0","85.0","15.0","2021B","64193","EAST 169 STREET","EAST 167 STREET",,,"A226BE0F-0153-4806-AC27-A114721275E4","5F060EED-4120-4CBD-9D05-0155A64D19B9",,"No Util Conflict Present",,"POINT (-73.8950544767186983 40.8277752555079942)","2018-06-08 13:56:00.0000000",,"2018-01-18 15:17:00.0000000","2018-06-08 13:56:00.0000000","Expense",,,,,,,,,,"POINT (-73.8950544767187 40.827775255507994)"
"18903170","Tree Plant-Street Tree Block","Closed",,"Queens","409.0","91-018","118 STREET","1 F LP 80X56 LGE RES [BORO PRES]",,"QG-222M",,,,"Tree Planting",,,,"No Wood Debris",,"11418.0","29.0","15.0","24.0","5.0","4094D","4785","ATLANTIC AVENUE","91 AVENUE",,,"9825D0BC-0260-4484-9FE4-F60FA2E29C46","16165FFC-CDAD-4C5C-9F77-01383642B863",,"No Util Conflict Present",,"POINT (-73.8295489856699589 40.6950750280685298)",,,"2022-08-30 15:44:00.0000000",,"Capital","2023-03-15 00:00:00.0000000",,,"40.695138","-73.829528","122","4196608","4093490013","Richmond Hill","POINT (-73.82954898566996 40.69507502806853)"
"15743121","Block Pruning","Closed",,"Manhattan","112.0","64","WADSWORTH TER","1F","2022-04-21 04:00:00.0000000","BP-M22",,,,"Block Pruning",,,,"No Wood Debris",,"10040.0","10.0","31.0","72.0","13.0","1123A","95937","BROADWAY TER","FAIRVIEW AV",,,"500880D6-95EB-481F-B815-7C6E6EE6CAAF","0CE9547F-E438-41AD-A952-01A52E46BB68",,"No Util Conflict Present",,"POINT (-73.9309652161179400 40.8565884493557689)","2022-04-21 04:00:00.0000000",,"2021-11-08 17:30:54.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.93096521611794 40.85658844935577)"
"10913276","Block Pruning","Closed",,"Queens","405.0","568","GRANDVIEW AVENUE","1f","2020-05-21 04:00:00.0000000","BP-Q20",,,,"Block Pruning",,,,"No Wood Debris",,"11385.0","30.0","15.0","37.0","7.0","4053D","29027","MENAHAN STREET","BLEECKER STREET",,,"8B7A1686-34F7-434D-87D4-D3819F4A0703","C6E5523B-D1EC-48B4-8F23-00EEAC805D20",,"Electric Utility Open",,"POINT (-73.9064237582541779 40.7088973985067355)","2020-05-21 15:39:00.0000000",,"2020-01-04 15:18:00.0000000","2020-05-21 15:39:00.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.90642375825418 40.708897398506735)"
"6644026","Tree Removal","Closed","6","Manhattan","106.0","146","EAST  19 STREET",,"2017-11-04 04:00:00.0000000",,,,,"Risk Mitigation",,,,"All Wood Removed","Bucket, Loader & Chipper","10003.0","2.0","28.0","74.0","12.0","1061A","4302","3 AVENUE","IRVING PLACE",,,"9FC2A4FF-9C18-4EE1-8C5E-E678741D1D10","E74EA227-773F-4A22-9F53-00DAA17BDFC3",,"No Util Conflict Present",,"POINT (-73.9853816810781240 40.7364956092370321)","2017-11-28 15:33:00.0000000",,"2017-07-27 09:43:00.0000000","2018-11-19 15:32:42.0000000","In-House",,,,"40.736803","-73.985967","50","1017887","1008740047","Gramercy","POINT (-73.98538168107812 40.73649560923703)"
"10160804","Block Pruning","Closed",,"Brooklyn","301.0","223","SCHOLES STREET","1X","2019-08-01 00:00:00.0000000","BP-B20",,,,"Block Pruning",,,,"No Wood Debris",,"11206.0","34.0","18.0","53.0","7.0","3015B","85409","WATERBURY STREET","BUSHWICK AVENUE",,,"BC597A65-4C03-4328-AB84-DE5179B0E485","D80E6F66-0D31-4276-8C0F-003A050770FC",,"No Util Conflict Present",,"POINT (-73.9398394570636981 40.7090649995785014)","2019-08-01 00:00:00.0000000",,"2019-06-20 11:23:56.0000000","2019-08-01 00:00:00.0000000","Expense",,,,,,,,,,"POINT (-73.9398394570637 40.7090649995785)"
"14883379","Pest & Disease Treatment","Closed",,"Queens","402.0",,,,"2021-09-03 04:00:00.0000000","EAB-TRT-Q21","Murray Playground",,,"Misc Work",,,,"No Wood Debris",,"11101.0","26.0","12.0","37.0","12.0","4023B",,"11 ST","45 AV",,,"4ABF457D-CD35-4ACB-ADBE-5228B511CADB","B919C2E4-F74F-4AF6-A7E1-003F5D85068B",,"No Util Conflict Present",,"POINT (-73.9488225102480925 40.7472928878755027)","2021-09-03 11:47:54.0000000",,"2021-08-24 16:03:23.0000000","2021-09-03 11:47:54.0000000","Expense",,"P&D - EAB",,,,,,,,"POINT (-73.94882251024809 40.7472928878755)"
"4388053","Block Pruning","Closed",,"Manhattan","103.0","134","EAST 13 STREET",,"2016-04-18 04:00:00.0000000","BP-20150000962",,,,"Block Pruning",,,,"All Wood Removed",,"10003.0","2.0","27.0","66.0","12.0","1034B","80042","3 AVENUE","4 AVENUE",,,,"19CB32EF-B0BB-43EE-910C-00D92E62D73F",,"No Util Conflict Present",,"POINT (-73.9883100864811354 40.7328081607759884)","2016-08-08 15:24:00.0000000",,"2016-08-08 15:24:00.0000000","2016-08-08 15:24:00.0000000","Expense",,"Commitment",,"40.732826","-73.988226","42","1009015","1005580024","East Village","POINT (-73.98831008648114 40.73280816077599)"
"16585300","Block Pruning","Open",,"Queens","405.0","60-12","56 STREET","3F",,"BP-Q22",,,,"Block Pruning",,,,"No Wood Debris",,"11378.0","30.0","12.0","37.0","7.0","4051D","92981","56 ST","FLUSHING AV",,,"7E71225A-57DB-426F-A28B-8566717AD431","15E4076C-6F41-42B6-B601-0006120987AB",,"No Util Conflict Present",,"POINT (-73.9111588617617912 40.7160421586393682)",,,"2022-02-10 15:27:26.0000000",,"Expense",,,,"40.716052","-73.911094","595.02","4535597","4026480026","Maspeth","POINT (-73.91115886176179 40.71604215863937)"
"10400347","Pest & Disease Treatment","Closed",,"Bronx","210.0","\","FERRY POINT PARK",,"2019-10-01 04:00:00.0000000","EAB-TRT-X20",,,,"Misc Work",,,,"No Wood Debris",,,,,,,"2103C",,,,,,"189B1DAF-94F6-4B9A-AA36-DE5BE76704EC","DF1FD694-EBE3-4C75-810F-006D01264E6D",,"No Util Conflict Present",,"POINT (-73.8357117166166717 40.8167795676502507)","2019-10-04 16:09:00.0000000",,"2019-08-06 12:17:00.0000000","2019-10-04 16:09:00.0000000","Expense",,"P&D - EAB",,,,,,,,"POINT (-73.83571171661667 40.81677956765025)"
"10790113","Block Pruning","Closed",,"Brooklyn","317.0","810","TROY AVENUE","1F","2020-03-13 04:00:00.0000000","BP-B20",,,,"Block Pruning",,,,"No Wood Debris",,"11203.0","41.0","20.0","58.0","9.0","3172A","85394","CHURCH AVENUE","LINDEN BOULEVARD",,,"E406590C-2FAD-4DC5-900A-B86565E06BC9","66CC4121-0F80-45A2-908D-01526F6C4CE7",,"No Util Conflict Present",,"POINT (-73.9364508641796192 40.6532154475288650)","2021-01-08 16:50:00.0000000",,"2019-12-10 16:10:00.0000000","2021-01-08 16:50:00.0000000","Expense",,,,,,,,,,"POINT (-73.93645086417962 40.653215447528865)"
"17921047","Tree Removal","Open","9","Queens","411.0","29-003","201 STREET","1S, 20"" MAPLE.  TAGGED",,,,,,"Risk Mitigation",,,,"No Wood Debris",,"11360.0","19.0","16.0","26.0","6.0","4111D","189965","32 AVENUE","29 AVENUE",,,"70EA0DC4-FF35-40B3-94BB-E4EFC1495801","86337173-C427-4E7D-9E9D-00C3B1346D01",,"No Util Conflict Present",,"POINT (-73.7888617314723660 40.7712740545789458)",,,"2022-06-13 20:13:00.0000000","2022-06-13 20:13:40.0000000","In-House",,,,"40.771090","-73.788999","1085","4134246","4060280001","Auburndale","POINT (-73.78886173147237 40.771274054578946)"
"13229527","Tree Plant-Street Tree","Closed",,"Queens","404.0","41-067","JUDGE STREET","3 F EPA 84X60 BT 9 UW COMA","2021-11-27 05:00:00.0000000","QG-221M",,,,"Tree Planting",,,,"No Wood Debris",,"11373.0","25.0","13.0","39.0","6.0","4041C","30533","BRITTON AVENUE","PETTIT AVENUE",,,"4F7F3D38-D7FB-461C-A05A-B2ED5E46F2F3","B3406F61-03ED-4C24-9E0E-027DF0223DA3",,"No Util Conflict Present",,"POINT (-73.8814950711467304 40.7448007439814859)","2021-11-30 19:21:00.0000000",,"2020-12-08 18:36:00.0000000","2021-11-30 19:21:00.0000000","Capital","2021-10-15 00:00:00.0000000",,,,,,,,,"POINT (-73.88149507114673 40.744800743981486)"
"11217120","Stump Removal for Tree Planting","Closed",,"Queens","411.0","0","0","2 Z LP 72X72 SR22 [ALLEY POND] PIST PITH PIRE set south 10 feet. between 2 stumps","2020-12-30 05:00:00.0000000","CNYG-1417M","Alley Pond Park",,,"Tree Planting",,,,"No Wood Debris",,"11362.0","23.0","11.0","25.0","3.0","4115D","26185","CROSS ISLAND PKWY ET 30 E NB","CROSS ISLAND PKWY EXIT 30 SB",,,"81C7F608-97D0-48BF-9405-A5DABEC838AB","69EA3231-B39C-4E04-A085-00CAA146F2EA",,"No Util Conflict Present",,"POINT (-73.7417447788893128 40.7540747605623110)","2020-12-31 13:59:00.0000000",,"2020-02-27 14:09:00.0000000","2020-12-31 13:59:00.0000000","Capital","2020-10-15 00:00:00.0000000",,,,,,,,,"POINT (-73.74174477888931 40.75407476056231)"
"19012859","Tree Removal","Open","8","Queens","407.0","153-041","58 ROAD","1F, 10"" NW MAPLE.  TAGGED",,,,,,"Risk Mitigation",,,,"No Wood Debris",,"11355.0","20.0","16.0","25.0","6.0","4072D","10673","KISSENA BOULEVARD","153 STREET",,,"5CC145C9-114D-4FF8-BBC7-C29C73B12C28","3D0C978D-B59C-4739-98A6-00E96C68E88E",,"No Util Conflict Present",,"POINT (-73.8151961753692234 40.7415419649167987)",,,"2022-09-13 15:24:00.0000000","2022-09-13 15:24:26.0000000","In-House",,,,"40.741688","-73.815732","837","4141402","4064380018","Queensboro Hill","POINT (-73.81519617536922 40.7415419649168)"
"10774812","Tree Removal","Cancel","10","Queens","411.0","42-035","196 STREET",,,,,,"""DUPLICATE""","Risk Mitigation",,,,"No Wood Debris",,"11358.0","19.0","11.0","26.0","6.0","4111C","6884","NORTHERN BOULEVARD","42 ROAD",,,"D4A5E14A-D953-4642-A711-6D281214234A","B1AF1441-3010-476C-AB7C-0027C335D07B",,"No Util Conflict Present",,"POINT (-73.7856971465902660 40.7587158413376969)","2019-12-06 16:27:00.0000000","2019-12-06 16:27:00.0000000","2019-12-06 16:26:00.0000000","2019-12-06 16:27:12.0000000","In-House",,,,"40.758725","-73.785750","1181","4536360","4053730046","Auburndale","POINT (-73.78569714659027 40.7587158413377)"
"9092021","Tree Down","Closed","8","Queens","406.0","000","000","5"" HAWTORN, ADJACENT BASKETBALL COURTS ON HILL. FLUSH CUT STUMP TO GROUND.","2018-12-03 05:00:00.0000000",,"Yellowstone Park",,,"Post-Failure Tree/Debris Removal",,,,"No Wood Debris",,,,,,,"4061E",,,,,,"1D56435A-66CE-45A5-957D-49738EC70E07","12B3080E-D03D-475F-9EDE-01CDA3F431DB",,"No Util Conflict Present","2D656A9A-B3C8-44E6-AA5F-2759C4927A79","POINT (-73.8474644831615166 40.7264692785078495)","2018-12-03 19:15:00.0000000",,"2018-10-31 11:32:00.0000000","2018-12-03 19:15:00.0000000","In-House",,"SubStatus 5",,,,,,,,"POINT (-73.84746448316152 40.72646927850785)"
"4160316","Limb Down","Closed",,"Staten Island","501.0","198","HEBERTON AVENUE","Location: Wires: Post for parking:","2016-07-19 04:00:00.0000000",,,,,"Post-Failure Tree/Debris Removal",,,,"Unprocessed Wood",,"10302.0","49.0","23.0","61.0","11.0","5013C","60635","BOND STREET","NEW STREET",,,"6228C3CD-292D-4189-B40A-3CC1A4A98A7A","5B80B82F-78D2-4074-97E2-004A0A15D707",,"No Util Conflict Present",,"POINT (-74.1323289054540027 40.6355552929767256)","2016-07-20 00:16:00.0000000",,"2016-07-19 13:08:00.0000000","2018-10-30 11:18:07.0000000","In-House",,,,,,,,,,"POINT (-74.132328905454 40.635555292976726)"
"9202043","Limb Down","Closed","6","Manhattan","106.0","141","EAST  56 STREET","Across","2018-11-19 05:00:00.0000000",,,,,"Post-Failure Tree/Debris Removal",,,,"No Wood Debris",,"10022.0","4.0","28.0","73.0","12.0","1063B","23351","3 AVENUE","LEXINGTON AVENUE",,,"5D109854-74F7-4AA7-9E2C-DC22C2CABCA0","92F1D0A7-D17D-42BF-9B74-00319ADAB256",,"No Util Conflict Present",,"POINT (-73.9692531895570369 40.7600561824867214)","2018-11-20 18:47:00.0000000",,"2018-11-18 09:31:00.0000000","2018-11-20 18:47:00.0000000","In-House",,,,"40.760144","-73.969346","112.03","1036877","1013110028","East Midtown-Turtle Bay","POINT (-73.96925318955704 40.76005618248672)"
"18496118","Pest & Disease Treatment","Closed",,"Queens","412.0","125 -60","SUTPHIN BOULEVARD","2R LOCATED ON ROCKAWAY BOULEVARD","2023-06-27 04:00:00.0000000","EAB-TRT-Q23",,,,"Misc Work",,,,"No Wood Debris",,"11436.0","28.0","10.0","32.0","5.0","4126C","8447","149 ST","ROCKAWAY BLVD",,,"B565EB4F-F3C2-4E4A-80FE-76BE48C5F21C","8A6C404B-24C1-474D-AC55-001BC9D91132",,"No Util Conflict Present",,"POINT (-73.7891280171172212 40.6732727742652358)","2023-06-27 14:26:52.0000000",,"2022-07-25 12:45:40.0000000","2023-06-27 14:26:52.0000000","Expense",,"P&D - EAB",,,,,,,,"POINT (-73.78912801711722 40.673272774265236)"
"15917070","Block Pruning","Cancel",,"Brooklyn","317.0","4703","CLARENDON ROAD","1F",,"BP-B22",,,"hollow poor cond","Block Pruning",,,,"No Wood Debris",,"11203.0","45.0","21.0","58.0","9.0","3173D",,"CLARENDON RD","SCHENECTADY AVE",,,"48B37350-DB5B-4349-92F9-459F6C3B4598","300D9B25-CE26-4A44-9E35-0172D6F5C562",,"No Util Conflict Present",,"POINT (-73.9323055466641677 40.6443486815743071)",,"2022-01-07 19:51:10.0000000","2021-11-26 19:16:22.0000000","2022-01-07 19:51:10.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.93230554666417 40.64434868157431)"
"15588734","Block Pruning","Cancel",,"Staten Island","502.0","45","UXBRIDGE STREET","1F",,"BP-S22",,,"Previously Pruned","Block Pruning",,,,"No Wood Debris",,"10314.0","50.0","24.0","63.0","11.0","5023C",,"FIELDS AV","UXBRIDGE ST",,,"64211BF5-D3F7-48A3-805E-D52ED7167EC0","A9EABAE3-4B4C-455E-B7E0-01CB1C06D074",,"Electric Utility Pending",,"POINT (-74.1384467566603433 40.6023052796924517)",,"2021-12-02 12:00:00.0000000","2021-10-25 17:10:23.0000000",,"Expense",,"Block Pruning","Gleditsia triacanthos var. inermis - Thornless honeylocust",,,,,,,"POINT (-74.13844675666034 40.60230527969245)"
"10632675","Block Pruning","Closed",,"Brooklyn","311.0","1924","70 STREET","1F","2020-12-03 05:00:00.0000000","BP-B21",,,,"Block Pruning",,,,"No Wood Debris",,"11204.0","47.0","22.0","49.0","10.0","3112D","55049","20 AVENUE","19 AVENUE",,,"298D96D5-1746-47DF-A18E-89DB123CF4B1","14FE0DAE-2F2C-47C1-B53F-00EACF843A8D",,"No Util Conflict Present",,"POINT (-73.9903878393414800 40.6145665546690751)","2021-02-02 13:56:00.0000000",,"2019-09-16 14:18:00.0000000","2021-02-02 13:56:00.0000000","Expense",,,,"40.614579","-73.990311","258","3157393","3061730015","Bensonhurst","POINT (-73.99038783934148 40.614566554669075)"
"4124876","Tree Removal","Closed",,"Brooklyn","318.0","2048","EAST 34 STREET","CREW # 6718 & 879: ""COMP"" [9-7-16]","2016-09-07 04:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris",,"11234.0","46.0","22.0","59.0","8.0","3187D","66820","AVENUE T","AVENUE S",,,"1FF00D4C-E1D5-4BDB-AB11-02F28C625DBD","DC4636C9-BDC5-44C3-BD68-0045393BD6CD",,"No Util Conflict Present",,"POINT (-73.9318334772857497 40.6078585200431093)","2016-09-08 18:54:00.0000000",,"2016-07-15 14:30:00.0000000","2016-09-08 18:54:00.0000000","In-House",,,,"40.607900","-73.931802","658","3240806","3085190063","Marine Park-Mill Basin-Bergen Beach","POINT (-73.93183347728575 40.60785852004311)"
"2637880","Tree Plant-Street Tree","Closed",,"Queens","405.0","69-65","QUEENS MIDTOWN EXPRESSWAY SR N","2 F EP 61X62 NP 104X72  [CROWLEY MASPETH]","2016-12-16 05:00:00.0000000","QG-1115M",,,,"Tree Planting",,,,"No Wood Debris",,"11378.0","30.0","15.0","30.0","6.0","4055E","33555","LONG ISLAND EXPWY ET  19 WB","69 LANE",,,"406BD176-D7E9-48E8-BAB3-1226F360F8F0","57933220-2083-45A1-844F-014F7688C756",,"No Util Conflict Present",,"POINT (-73.8925305056832258 40.7257480607137339)","2017-12-22 20:39:00.0000000",,"2016-01-29 08:49:00.0000000","2017-12-22 20:39:00.0000000","Capital","2016-10-15 00:00:00.0000000","SubStatus 1","Celtis occidentalis - common hackberry",,,,,,,"POINT (-73.89253050568323 40.725748060713734)"
"6891965","Tree Removal","Cancel","9","Staten Island","503.0","178","IONIA AVENUE","see notes for hanging limb on same tree",,,,,"tree in fair condition.","Risk Mitigation",,,,"No Wood Debris",,"10312.0","51.0","24.0","62.0","11.0","5037C","49530","JEFFERSON BOULEVARD","DEAD END",,,"EB6B9398-F51F-47F7-AA28-5EAD492D86C0","2F6DCE01-62FE-49CC-A833-01D1836E2C2F",,"No Util Conflict Present",,"POINT (-74.1803910191215721 40.5451833630306666)",,"2019-08-06 13:19:49.0000000","2017-09-28 12:15:00.0000000","2019-08-06 17:19:51.0000000","In-House",,,,,,,,,,"POINT (-74.18039101912157 40.54518336303067)"
