"school_year","busbreakdown_id","run_type","bus_no","route_number","reason","schools_serviced","occurred_on","created_on","boro","bus_company_name","how_long_delayed","number_of_students_on_the_bus","has_contractor_notified_schools","has_contractor_notified_parents","have_you_alerted_opt","informed_on","incident_number","last_updated_on","breakdown_or_running_late","school_age_or_prek"
"2015-2016","1229097","General Ed PM Run","1246","Q9573","Late return from Field Trip","25242","2015-11-12T14:00:00.000","2015-11-12T14:37:00.000","Queens","LORISSA BUS SERVICE INC.","45 MINS","50","Yes","No","No","2015-11-12T14:37:00.000",,"2015-11-12T14:37:10.000","Running Late","School-Age"
"2015-2016","1229098","Special Ed PM Run","2039","L560","Mechanical Problem","20470","2015-11-12T14:37:00.000","2015-11-12T14:40:00.000","Brooklyn","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-12T14:40:00.000",,"2015-11-12T14:40:09.000","Breakdown","School-Age"
"2015-2016","1229099","Special Ed PM Run","494D","Q506","Mechanical Problem","26179","2015-11-12T14:39:00.000","2015-11-12T14:47:00.000","Queens","LITTLE RICHIE BUS SERVICE",,"0","Yes","Yes","No","2015-11-12T14:47:00.000",,"2015-11-12T14:47:29.000","Breakdown","School-Age"
"2015-2016","1229100","General Ed PM Run","12203","Q9668","Won`t Start","26707","2015-11-12T14:45:00.000","2015-11-12T14:48:00.000","Queens","QUALITY TRANSPORTATION CO",,"0","Yes","No","No","2015-11-12T14:48:00.000",,"2015-11-12T14:48:08.000","Breakdown","School-Age"
"2015-2016","1229101","General Ed PM Run","8035","Q9974","Heavy Traffic","29176","2015-11-12T14:43:00.000","2015-11-12T14:48:00.000","Queens","QUALITY TRANSPORTATION CO",,"0","Yes","No","No","2015-11-12T14:48:00.000",,"2015-11-12T14:48:43.000","Running Late","School-Age"
"2015-2016","1229103","Special Ed PM Run","VN24633","X332","Mechanical Problem","11096","2015-11-12T14:47:00.000","2015-11-12T14:51:00.000","Bronx","VAN TRANS LLC (B2192)",,"6","Yes","Yes","Yes","2015-11-12T14:51:00.000",,"2015-11-12T14:51:29.000","Breakdown","School-Age"
"2017-2018","1423746","Special Ed AM Run","1258","K761","Heavy Traffic","15001,15371,15481,15721","2018-03-23T11:09:00.000","2018-03-23T11:10:00.000","Brooklyn","RELIANT TRANSPORTATION, INC (B2321)","16-30 Min","0","Yes","Yes","Yes","2018-03-23T11:10:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2015-2016","1229104","Special Ed AM Run","2014","K280","Heavy Traffic","20164","2015-11-12T14:50:00.000","2015-11-12T14:53:00.000","Brooklyn","EMPIRE STATE BUS CORP.","20 min","6","Yes","Yes","No","2015-11-12T14:53:00.000",,"2015-11-12T14:53:29.000","Running Late","School-Age"
"2015-2016","1229105","Special Ed PM Run","1368","M959","Delayed by School","04112","2015-11-12T14:45:00.000","2015-11-12T14:54:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 min","0","Yes","No","No","2015-11-12T14:54:00.000",,"2015-11-12T14:54:58.000","Running Late","School-Age"
"2015-2016","1229116","General Ed PM Run","1516","Q9571","Other","25209","2015-11-12T15:00:00.000","2015-11-12T15:38:00.000","Queens","LORISSA BUS SERVICE INC.","45 MINS","50","Yes","No","No","2015-11-12T15:38:00.000",,"2015-11-12T15:38:42.000","Running Late","School-Age"
"2015-2016","1229117","Special Ed PM Run","6207","P634","Heavy Traffic","25765","2015-11-12T15:40:00.000","2015-11-12T15:42:00.000","Queens","JOFAZ TRANSPORTATION INC.","15-20 mins","0","Yes","No","No","2015-11-12T15:42:00.000",,"2015-11-12T15:42:16.000","Running Late","School-Age"
"2015-2016","1229118","Special Ed PM Run","1012","Y868","Mechanical Problem","07794","2015-11-12T15:35:00.000","2015-11-12T15:45:00.000","Bronx","PRIDE TRANSPORTATION (SCH",,"2","Yes","Yes","Yes","2015-11-12T15:45:00.000",,"2015-11-12T15:45:51.000","Breakdown","School-Age"
"2015-2016","1229119","Special Ed PM Run","4138","K206","Delayed by School","14646","2015-11-12T15:44:00.000","2015-11-12T15:48:00.000","Brooklyn","L & M BUS CORP. (B2192)","20 MINS","0","Yes","Yes","No","2015-11-12T15:48:00.000",,"2015-11-12T15:48:23.000","Running Late","School-Age"
"2015-2016","1229120","Special Ed PM Run","42129","K834","Mechanical Problem","17241","2015-11-12T15:50:00.000","2015-11-12T15:54:00.000","Brooklyn","BORO TRANSIT, INC.",,"0","Yes","No","No","2015-11-12T15:54:00.000",,"2015-11-12T15:54:36.000","Breakdown","School-Age"
"2015-2016","1229121","General Ed PM Run","19226","K9111","Mechanical Problem","21740","2015-11-12T15:50:00.000","2015-11-12T15:58:00.000","Brooklyn","SNT BUS INC",,"0","Yes","No","No","2015-11-12T15:58:00.000",,"2015-11-12T16:04:50.000","Breakdown","School-Age"
"2015-2016","1229123","Special Ed PM Run","2083","K490","Mechanical Problem","13551","2015-11-12T16:12:00.000","2015-11-12T16:29:00.000","Brooklyn","RELIANT TRANS, INC. (B232",,"3","No","Yes","No","2015-11-12T16:29:00.000",,"2015-11-12T16:29:11.000","Breakdown","School-Age"
"2015-2016","1229124","Special Ed PM Run","1728","M960","Heavy Traffic","02968","2015-11-12T17:00:00.000","2015-11-12T17:01:00.000","Manhattan","PHILLIP BUS CORP (B2192)","20 mins","2","No","No","Yes","2015-11-12T17:01:00.000",,"2015-11-12T17:01:41.000","Running Late","School-Age"
"2015-2016","1229125","Special Ed AM Run","2081","L354","Won`t Start","13369","2015-11-13T05:57:00.000","2015-11-13T06:00:00.000","Bronx","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-13T06:00:00.000",,"2015-11-13T06:00:13.000","Breakdown","School-Age"
"2015-2016","1229126","Special Ed AM Run","2322","M535","Other","02911","2015-11-13T06:00:00.000","2015-11-13T06:02:00.000","Manhattan","RELIANT TRANS, INC. (B232","20 MIN","0","No","No","Yes","2015-11-13T06:02:00.000",,"2015-11-13T06:02:34.000","Running Late","School-Age"
"2015-2016","1229127","Special Ed AM Run","2730","K557","Heavy Traffic","20448","2015-11-13T06:02:00.000","2015-11-13T06:04:00.000","Brooklyn","RELIANT TRANS, INC. (B232","25 MIN","0","No","No","Yes","2015-11-13T06:04:00.000",,"2015-11-13T06:04:23.000","Running Late","School-Age"
"2015-2016","1229131","Special Ed AM Run","2314","K022","Heavy Traffic","17397","2015-11-13T06:15:00.000","2015-11-13T06:17:00.000","Brooklyn","ALLIED TRANSIT CORP.","20-30 min","0","Yes","Yes","No","2015-11-13T06:17:00.000",,"2015-11-13T06:17:56.000","Running Late","School-Age"
"2015-2016","1229132","Special Ed AM Run","9028","X212","Heavy Traffic","08320","2015-11-13T06:16:00.000","2015-11-13T06:18:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","0","Yes","No","No","2015-11-13T06:18:00.000",,"2015-11-13T06:18:23.000","Running Late","School-Age"
"2015-2016","1229133","Special Ed AM Run","1172","L355","Heavy Traffic","13369","2015-11-13T06:14:00.000","2015-11-13T06:18:00.000","Brooklyn","RELIANT TRANS, INC. (B232","25 MIN","0","No","No","Yes","2015-11-13T06:18:00.000",,"2015-11-13T06:18:47.000","Running Late","School-Age"
"2015-2016","1229135","Special Ed AM Run","6021","X127","Heavy Traffic","12420","2015-11-13T06:18:00.000","2015-11-13T06:23:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","0","Yes","No","No","2015-11-13T06:23:00.000",,"2015-11-13T06:23:16.000","Running Late","School-Age"
"2015-2016","1229140","Special Ed AM Run","V74","X669","Heavy Traffic","08269","2015-11-13T06:23:00.000","2015-11-13T06:25:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","0","Yes","No","No","2015-11-13T06:25:00.000",,"2015-11-13T06:25:49.000","Running Late","School-Age"
"2015-2016","1229141","Special Ed AM Run","GT1423","Y902","Heavy Traffic","08101","2015-11-13T06:11:00.000","2015-11-13T06:26:00.000","Bronx","DON THOMAS BUSES, INC. (B","30 MIN","0","Yes","Yes","Yes","2015-11-13T06:26:00.000",,"2015-11-13T06:26:16.000","Running Late","School-Age"
"2015-2016","1229142","Special Ed AM Run","5037","K567","Heavy Traffic","13433","2015-11-13T06:27:00.000","2015-11-13T06:28:00.000","Brooklyn","RELIANT TRANS, INC. (B232","15 MIN","0","No","No","No","2015-11-13T06:28:00.000",,"2015-11-13T06:28:13.000","Running Late","School-Age"
"2015-2016","1229143","Special Ed AM Run","1273","P643","Heavy Traffic","29052","2015-11-13T06:25:00.000","2015-11-13T06:28:00.000","Bronx","HOYT TRANSPORTATION CORP.","20min","0","Yes","Yes","No","2015-11-13T06:28:00.000",,"2015-11-13T06:28:52.000","Running Late","School-Age"
"2015-2016","1229145","Special Ed AM Run","1110","L568","Heavy Traffic","14435","2015-11-13T06:28:00.000","2015-11-13T06:29:00.000","Queens","RELIANT TRANS, INC. (B232","10 MIN","0","No","No","No","2015-11-13T06:29:00.000",,"2015-11-13T06:29:54.000","Running Late","School-Age"
"2015-2016","1229149","Special Ed AM Run","814D","P584","Heavy Traffic","25802","2015-11-13T06:28:00.000","2015-11-13T06:32:00.000","Queens","LOGAN BUS COMPANY INC.",,"0","Yes","Yes","No","2015-11-13T06:32:00.000",,"2015-11-13T06:32:21.000","Running Late","School-Age"
"2015-2016","1229150","Special Ed AM Run","851D","N820","Heavy Traffic","75627","2015-11-13T06:30:00.000","2015-11-13T06:32:00.000","Nassau County","LOGAN BUS COMPANY INC.","25 mins.","0","Yes","Yes","No","2015-11-13T06:32:00.000",,"2015-11-13T07:58:49.000","Running Late","School-Age"
"2015-2016","1229151","Special Ed AM Run","43","M604","Other","02909","2015-11-13T06:30:00.000","2015-11-13T06:32:00.000","Manhattan","CAREFUL BUS","90","0","Yes","No","No","2015-11-13T06:32:00.000",,"2015-11-13T07:25:41.000","Running Late","School-Age"
"2015-2016","1229152","Special Ed AM Run","87","M676","Heavy Traffic","02655","2015-11-13T06:29:00.000","2015-11-13T06:32:00.000","Manhattan","CAREFUL BUS","60 MIN","0","No","Yes","No","2015-11-13T06:32:00.000",,"2015-11-13T06:32:45.000","Running Late","School-Age"
"2015-2016","1229153","Special Ed AM Run","76","K532","Heavy Traffic","21099","2015-11-13T06:32:00.000","2015-11-13T06:33:00.000","Brooklyn","CAREFUL BUS","90","0","No","No","No","2015-11-13T06:33:00.000",,"2015-11-13T06:33:52.000","Running Late","School-Age"
"2015-2016","1229154","Special Ed AM Run","GT1424","Y903","Heavy Traffic","08562","2015-11-13T06:16:00.000","2015-11-13T06:34:00.000","Bronx","DON THOMAS BUSES, INC. (B","25 MINS","0","Yes","Yes","Yes","2015-11-13T06:34:00.000",,"2015-11-13T06:34:51.000","Running Late","School-Age"
"2015-2016","1229155","General Ed AM Run","2146","K1519","Other","15404","2015-11-13T06:19:00.000","2015-11-13T06:35:00.000","Brooklyn","ALL AMERICAN SCHOOL BUS C","15MINS","0","Yes","No","No","2015-11-13T06:35:00.000",,"2015-11-13T07:36:11.000","Running Late","School-Age"
"2015-2016","1229156","Special Ed AM Run","12568","P640","Heavy Traffic","24071","2015-11-13T06:25:00.000","2015-11-13T06:35:00.000","Manhattan","ACME BUS CORP. (B2321)","30Min","0","Yes","Yes","Yes","2015-11-13T06:35:00.000",,"2015-11-13T06:52:55.000","Running Late","School-Age"
"2015-2016","1229157","Special Ed AM Run","59D","X920","Won`t Start","12467","2015-11-13T06:29:00.000","2015-11-13T06:36:00.000","Bronx","LITTLE RICHIE BUS SERVICE",,"0","Yes","Yes","No","2015-11-13T06:36:00.000",,"2015-11-13T06:36:16.000","Breakdown","School-Age"
"2015-2016","1229160","Special Ed AM Run","TNO325","Q515","Other","29270","2015-11-13T06:15:00.000","2015-11-13T06:37:00.000","Queens","TWENTY FIRST AV TRANSP (B","30 mins.","0","No","No","No","2015-11-13T06:37:00.000",,"2015-11-13T06:37:14.000","Running Late","School-Age"
"2015-2016","1229161","Special Ed AM Run","5528","X283","Heavy Traffic","11153","2015-11-13T06:33:00.000","2015-11-13T06:37:00.000","Bronx","RELIANT TRANS, INC. (B232","20 MIN","0","No","No","Yes","2015-11-13T06:37:00.000",,"2015-11-13T06:37:12.000","Running Late","School-Age"
"2015-2016","1229162","Special Ed AM Run","1331","M105","Heavy Traffic","01616","2015-11-13T06:37:00.000","2015-11-13T06:38:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 MINS","2","Yes","Yes","No","2015-11-13T06:38:00.000",,"2015-11-13T06:38:06.000","Running Late","School-Age"
"2015-2016","1229163","Special Ed AM Run","1404","M106","Heavy Traffic","01616","2015-11-13T06:38:00.000","2015-11-13T06:38:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 MINS","3","Yes","Yes","No","2015-11-13T06:38:00.000",,"2015-11-13T06:38:34.000","Running Late","School-Age"
"2015-2016","1229165","Special Ed AM Run","1327","J726","Heavy Traffic","75800","2015-11-13T06:38:00.000","2015-11-13T06:40:00.000","New Jersey","RELIANT TRANS, INC. (B232","20 minutes","0","Yes","Yes","Yes","2015-11-13T06:40:00.000",,"2015-11-13T06:40:13.000","Running Late","School-Age"
"2015-2016","1229166","Special Ed AM Run","1500","M167","Heavy Traffic","06153","2015-11-13T06:38:00.000","2015-11-13T06:40:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","3","Yes","Yes","No","2015-11-13T06:40:00.000",,"2015-11-13T06:40:55.000","Running Late","School-Age"
"2015-2016","1229168","Special Ed AM Run","14101","M179","Heavy Traffic","06322","2015-11-13T06:41:00.000","2015-11-13T06:42:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","0","Yes","Yes","No","2015-11-13T06:42:00.000",,"2015-11-13T06:43:19.000","Running Late","School-Age"
"2015-2016","1229169","Special Ed AM Run","40264","N589","Other","75907","2015-11-13T06:30:00.000","2015-11-13T06:42:00.000","Nassau County","BORO TRANSIT, INC.","30 min","0","Yes","Yes","No","2015-11-13T06:42:00.000",,"2015-11-13T06:42:08.000","Running Late","School-Age"
"2015-2016","1229171","General Ed AM Run","207","R1019","Heavy Traffic","31072","2015-11-13T06:34:00.000","2015-11-13T06:42:00.000","Staten Island","PIONEER TRANSPORTATION CO","10MINS","0","Yes","No","No","2015-11-13T06:42:00.000",,"2015-11-13T06:42:44.000","Running Late","School-Age"
"2015-2016","1229179","Special Ed AM Run","1508","M449","Heavy Traffic","03853","2015-11-13T06:37:00.000","2015-11-13T06:45:00.000","Manhattan","HOYT TRANSPORTATION CORP.","30 min","0","Yes","Yes","No","2015-11-13T06:45:00.000",,"2015-11-13T06:45:26.000","Running Late","School-Age"
"2015-2016","1229180","Special Ed AM Run","2404","Q069","Other","30002","2015-11-13T06:40:00.000","2015-11-13T06:45:00.000","Queens","ALLIED TRANSIT CORP.","20-30 min","3","Yes","Yes","No","2015-11-13T06:45:00.000",,"2015-11-13T06:45:19.000","Running Late","School-Age"
"2015-2016","1229181","Special Ed AM Run","1437","M269","Heavy Traffic","03475","2015-11-13T06:45:00.000","2015-11-13T06:45:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-13T06:45:00.000",,"2015-11-13T06:45:46.000","Running Late","School-Age"
"2015-2016","1229182","General Ed AM Run","2105","X2330","Heavy Traffic","08182","2015-11-13T06:44:00.000","2015-11-13T06:45:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minuyte","0","Yes","No","No","2015-11-13T06:45:00.000",,"2015-11-13T06:45:55.000","Running Late","School-Age"
"2015-2016","1229186","Special Ed AM Run","12526","P590","Heavy Traffic","28082","2015-11-13T06:45:00.000","2015-11-13T06:48:00.000",,"ACME BUS CORP. (B2321)","15Min","1","Yes","Yes","Yes","2015-11-13T06:48:00.000",,"2015-11-13T06:48:53.000","Running Late","School-Age"
"2015-2016","1229187","Special Ed AM Run","VN24643","X107","Heavy Traffic","12084","2015-11-13T06:36:00.000","2015-11-13T06:49:00.000","Bronx","VAN TRANS LLC (B2192)","30mins","1","Yes","Yes","Yes","2015-11-13T06:49:00.000",,"2015-11-13T06:49:55.000","Running Late","School-Age"
"2015-2016","1229188","Special Ed AM Run","12541","P260","Heavy Traffic","24432","2015-11-13T06:46:00.000","2015-11-13T06:50:00.000",,"ACME BUS CORP. (B2321)","20Min","2","Yes","Yes","Yes","2015-11-13T06:50:00.000",,"2015-11-13T06:50:33.000","Running Late","School-Age"
"2015-2016","1229189","General Ed AM Run","3367","Q2462","Mechanical Problem","24012","2015-11-13T06:40:00.000","2015-11-13T06:51:00.000","Queens","BOBBY`S BUS CO. INC.",,"0","Yes","No","No","2015-11-13T06:51:00.000",,"2015-11-13T06:51:06.000","Breakdown","School-Age"
"2015-2016","1229191","Special Ed AM Run","12536","P699","Heavy Traffic","26067","2015-11-13T06:48:00.000","2015-11-13T06:51:00.000",,"ACME BUS CORP. (B2321)","15Min","1","Yes","Yes","Yes","2015-11-13T06:51:00.000",,"2015-11-13T06:51:37.000","Running Late","School-Age"
"2015-2016","1229192","Special Ed AM Run","4803","K786","Other","15010","2015-11-13T06:50:00.000","2015-11-13T06:51:00.000","Brooklyn","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-13T06:51:00.000",,"2015-11-13T06:51:51.000","Breakdown","School-Age"
"2015-2016","1229193","Special Ed AM Run","1574","X202","Heavy Traffic","12486","2015-11-13T06:21:00.000","2015-11-13T06:51:00.000","Bronx","THIRD AVENUE TRANSIT","??????????","0","Yes","Yes","No","2015-11-13T06:51:00.000",,"2015-11-13T06:51:53.000","Running Late","School-Age"
"2015-2016","1229198","Special Ed AM Run","1403","M367","Heavy Traffic","02533","2015-11-13T06:55:00.000","2015-11-13T06:55:00.000","Manhattan","LEESEL TRANSP CORP (B2192","15","2","Yes","Yes","No","2015-11-13T06:55:00.000",,"2015-11-13T06:55:24.000","Running Late","School-Age"
"2015-2016","1229199","Special Ed AM Run","1563","X196","Heavy Traffic","12486","2015-11-13T06:23:00.000","2015-11-13T06:55:00.000","Bronx","THIRD AVENUE TRANSIT","??????","0","Yes","Yes","No","2015-11-13T06:55:00.000",,"2015-11-13T06:55:19.000","Running Late","School-Age"
"2015-2016","1229200","General Ed AM Run","2456","X2120","Other","10015","2015-11-13T06:50:00.000","2015-11-13T06:55:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-13T06:55:00.000",,"2015-11-13T07:13:20.000","Breakdown","School-Age"
"2015-2016","1229201","Special Ed AM Run","1386","M486","Heavy Traffic","02419","2015-11-13T06:55:00.000","2015-11-13T06:56:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 min","3","Yes","Yes","No","2015-11-13T06:56:00.000",,"2015-11-13T06:56:00.000","Running Late","School-Age"
"2015-2016","1229203","General Ed AM Run","2172","X2157","Flat Tire","11181","2015-11-13T06:56:00.000","2015-11-13T06:58:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-13T06:58:00.000",,"2015-11-13T06:58:50.000","Breakdown","School-Age"
"2015-2016","1229204","Special Ed AM Run","NI-1509","K185","Heavy Traffic","22222","2015-11-13T06:53:00.000","2015-11-13T06:59:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","30 MINS","6","Yes","Yes","No","2015-11-13T06:59:00.000",,"2015-11-13T06:59:38.000","Running Late","School-Age"
"2015-2016","1229205","Special Ed AM Run","VN74651","X189","Heavy Traffic","11083","2015-11-13T06:58:00.000","2015-11-13T06:59:00.000","Bronx","VAN TRANS LLC (B2192)","20mins","0","Yes","Yes","Yes","2015-11-13T06:59:00.000",,"2015-11-13T06:59:34.000","Running Late","School-Age"
"2015-2016","1229206","Special Ed AM Run","1354","M521","Heavy Traffic","02566","2015-11-13T06:59:00.000","2015-11-13T06:59:00.000","Manhattan","LEESEL TRANSP CORP (B2192)","20 MINS","3","Yes","Yes","No","2015-11-13T06:59:00.000",,"2015-11-13T07:00:07.000","Running Late","School-Age"
"2015-2016","1229207","Special Ed AM Run","2055","M266","Heavy Traffic","04206","2015-11-13T06:58:00.000","2015-11-13T07:00:00.000","Manhattan","RELIANT TRANS, INC. (B232","15 MIN","3","No","No","Yes","2015-11-13T07:00:00.000",,"2015-11-13T07:00:12.000","Running Late","School-Age"
"2015-2016","1229208","Special Ed AM Run","10475","X115","Mechanical Problem","09070","2015-11-13T06:47:00.000","2015-11-13T07:00:00.000","Bronx","BORO TRANSIT, INC.","45 MIN","0","Yes","No","Yes","2015-11-13T07:00:00.000",,"2015-11-13T07:00:25.000","Running Late","School-Age"
"2015-2016","1229209","Special Ed AM Run","1456","M536","Heavy Traffic","02312","2015-11-13T07:00:00.000","2015-11-13T07:00:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 min","3","Yes","Yes","No","2015-11-13T07:00:00.000",,"2015-11-13T07:00:45.000","Running Late","School-Age"
"2015-2016","1229210","Special Ed AM Run","NI-2127","K103","Won`t Start","17161","2015-11-13T06:59:00.000","2015-11-13T07:00:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2",,"0","Yes","Yes","No","2015-11-13T07:00:00.000",,"2015-11-13T07:01:06.000","Breakdown","School-Age"
"2015-2016","1229211","Special Ed AM Run","1470","M542","Heavy Traffic","02911","2015-11-13T07:00:00.000","2015-11-13T07:01:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 MINS","4","Yes","Yes","No","2015-11-13T07:01:00.000",,"2015-11-13T07:01:23.000","Running Late","School-Age"
