"bin","borough","zip","house_num","street_name","block","lot","confirmation_num","reporting_year","tank_num","inspection_by_firm","inspection_performed","inspection_date","gi_req_internal_structure","gi_result_internal_structure","gi_req_external_structure","gi_result_external_structure","gi_req_overflow_pipes","gi_result_overflow_pipes","gi_req_access_ladders","gi_result_access_ladders","gi_req_air_vents","gi_result_air_vents","gi_req_roof_access","gi_result_roof_access","si_req_sediment","si_result_sediment","si_req_biological_growth","si_result_biological_growth","si_req_debris_insects","si_result_debris_insects","si_req_rodent_bird","si_result_rodent_bird","sample_collected","lab_name","nys_certified","analytes","coliform","ecoli","meet_standards","deleted","latitude","longitude","community_board","council_district","census_tract","bbl","nta","batch_date"
"2092100","BRONX","10456","1357","Washington Avenue","02901","0001","WTI9238269564","2020","1","Rosenwach Tank Co. LLC","Y","09/21/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.834313","-73.905219","3","16","14701","2029010001","Claremont-Bathgate","2023-08-25T12:15:41.000"
"1036460","MANHATTAN","10154","345","Park Avenue","01306","0001","WTI6642299451","2020","2","Rosenwach Tank Co. LLC","Y","05/22/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.758171","-73.973246","5","4","100","1013060001","Turtle Bay-East Midtown","2023-08-25T12:15:41.000"
"1057380","MANHATTAN","10027","600","West 116 Street","01896","0072","WTI8940082317","2018","1","American Pipe and Tank","Y","12/27/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","E B S","Y","B","A","A",,"No","40.808098","-73.964133","9","7","205","1018960072","Morningside Heights","2023-08-25T12:15:29.000"
"1087954","MANHATTAN","10005","15","William Street","00025","7501","WTI1432232366","2020","1","Isseks Bros. Inc.","Y","11/20/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.705209","-74.009998","1","1","9","1000257501","Battery Park City-Lower Manhattan","2023-08-25T12:15:35.000"
"1046628","MANHATTAN","10028","930","PARK AVENUE","1492","37","WTI8567152348","2016","1","Rosenwach Tank Co. LLC","Y","07/20/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.776744","-73.959716","8","4","142","1014920037","Upper East Side-Carnegie Hill","2023-08-25T12:15:11.000"
"1048406","MANHATTAN","10128","130","East 94th St","01522","0059","WTI7544749372","2016","1","Isseks Bros Inc","Y","09/12/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.784794","-73.95245","8","4","15801","1015220059","Upper East Side-Carnegie Hill","2023-08-25T12:15:13.000"
"1016291","MANHATTAN","10010","36","EAST   23 STREET","851","51","WTI5538224594","2018","1","Rosenwach Tank Co. LLC","Y","02/17/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.740671","-73.987528","5","2","56","1008510051","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:23.000"
"1057388","MANHATTAN","10025","600","WEST  115 STREET","1896","7501","WTI1261330732","2019","1","Rosenwach Tank Co. LLC","Y","03/27/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.807462","-73.964712","9","7","205","1018967501","Morningside Heights","2023-08-25T12:15:38.000"
"1047955","MANHATTAN","10128","120","East 87th Street","01515","7502","WTI0780938407","2021","1","isseks bros., inc.","Y","10/27/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.780505","-73.955901","8","4","14802","1015157502","Upper East Side-Carnegie Hill","2023-08-25T12:15:30.000"
"1035439","MANHATTAN","10017","415","Madison Avenue","01284","0021","WTI4611186288","2020","1","American Pipe and Tank","Y","06/06/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.756808","-73.976343","5","4","94","1012840021","Midtown-Midtown South","2023-08-25T12:15:24.000"
"1045277","MANHATTAN","10065","1113","York Avenue","01455","0021","WTI6972575467","2021","2","Rosenwach Tank Co. LLC","Y","07/21/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.759383","-73.959207","8","5","10602","1014550021","Lenox Hill-Roosevelt Island","2023-08-25T12:15:27.000"
"1081164","MANHATTAN","10022","445","Park Avenue","01311","0001","WTI8111236797","2015","1","Rosenwach Tank Co. LLC","Y","12/05/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.76119","-73.971042","5","4","11203","1013110001","Turtle Bay-East Midtown","2023-08-25T12:15:15.000"
"1019088","MANHATTAN","10016","123","E 37 ST","00893","0017","WTI2035210414","2020","1","ISSEKS BROS INC","Y","06/02/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.748525","-73.97884","6","4","80","1008930017","Murray Hill-Kips Bay","2023-08-25T12:15:24.000"
"4438296","QUEENS","11365","158-11","HARRY VAN ARSDALE JR AVE","06790","0022","WTI9049292797","2017","1","ISSEKS BROS INC","Y","06/26/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.732291","-73.810097","8","24","122701","4067900022","Pomonok-Flushing Heights-Hillcrest","2023-08-25T12:15:18.000"
"1076296","MANHATTAN","10065","139","EAST   63 STREET","1398","7502","WTI3765058150","2016","1","Rosenwach Tank Co. LLC","Y","06/28/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.764639","-73.966113","8","4","120","1013987502","Upper East Side-Carnegie Hill","2023-08-25T12:15:13.000"
"1071414","MANHATTAN","10036","1166","Avenue of the Americas","01261","7501","WTI3514355508","2018","3","Casade Water Services","Y","02/03/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A",,"No","40.757004","-73.982526","5","4","96","1012617501","Midtown-Midtown South","2023-08-25T12:15:20.000"
"1041367","MANHATTAN","10021","36","East 72 Street","01386","0046","WTI1161366695","2022","1","American Pipe and Tank","Y","04/06/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ebs","Y","B","A","A",,"No","40.771618","-73.965066","8","4","130","1013860046","Upper East Side-Carnegie Hill","2023-08-25T12:15:33.000"
"1041015","MANHATTAN","10065","820","5 AVENUE","1378","1","WTI4638737380","2018","2","Rosenwach Tank Co. LLC","Y","06/07/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.766946","-73.971044","8","4","122","1013780001","Upper East Side-Carnegie Hill","2023-08-25T12:15:27.000"
"1037988","MANHATTAN","10017","885","2nd Avenue","01321","0022","WTI2556677257","2015","2","Atlantank LLC","Y","07/18/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Lab","Y","B","A","A",,"No","40.753194","-73.969757","6","4","90","1013210022","Turtle Bay-East Midtown","2023-08-25T12:15:19.000"
"1035324","MANHATTAN","10017","18","East41 street","01275","0061","WTI9685008713","2015","1","American Pipe & Tank Lining Co., Inc","Y","11/21/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Enviromental Building Solutions","Y","B","A","A",,"No","40.752417","-73.980448","5","4","82","1012750061","Murray Hill-Kips Bay","2023-08-25T12:15:15.000"
"1041044","MANHATTAN","10065","32","East 64th Street","01378","0048","WTI2760871282","2020","1","Rosenwach Tank Co. LLC","Y","07/15/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.766616","-73.96891","8","4","122","1013780048","Upper East Side-Carnegie Hill","2023-08-25T12:15:38.000"
"1032545","MANHATTAN","10025","176","West 94th Street","01224","0058","WTI1120413887","2022","1","Rosenwach Tank Co. LLC","Y","12/13/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.792483","-73.970689","7","6","177","1012240058","Upper West Side","2023-08-25T12:15:43.000"
"1077585","MANHATTAN","10002","10","Monroe Street","00253","0001","WTI9588492674","2015","5","Rosenwach Tank Co. LLC","Y","08/05/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.711453","-73.995661","3","1","8","1002530001","Chinatown","2023-08-25T12:15:14.000"
"1009208","MANHATTAN","10003","826","BROADWAY","564","34","WTI1243256110","2016","1","Rosenwach Tank Co. LLC","Y","08/10/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.733326","-73.991077","2","2","61","1005640034","West Village","2023-08-25T12:15:18.000"
"1012626","MANHATTAN","10011","433","WEST 21 STREET","00719","0020","WTI5137169173","2019","1","ISSEKS BROS INC","Y","07/10/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.745667","-74.003338","4","3","89","1007190020","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:30.000"
"1081691","MANHATTAN","10010","423","E. 23rd Street","00955","0005","WTI6297607801","2020","4","Nalco Company","Y","06/25/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.736492","-73.977787","6","4","62","1009550005","Murray Hill-Kips Bay","2023-08-25T12:15:42.000"
"1015538","MANHATTAN","10010","170","Fifth Avenue","00823","7502","WTI9855311016","2021","1","Rosenwach Tank Co. LLC","Y","03/23/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.740792","-73.990145","5","3","58","1008237502","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:34.000"
"1038655","MANHATTAN","10017","25","Tudor City Place","01334","0022","WTI6812543516","2021","1","Rosenwach Tank Co. LLC","Y","03/03/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.748583","-73.97077","6","4","88","1013340022","Turtle Bay-East Midtown","2023-08-25T12:15:25.000"
"3320736","BROOKLYN","11224","2765","west 5 street","07253","0001","WTI5840541700","2022","1","NOBLE MECHANICAL","Y","08/30/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","YORK ANALYTICAL LAB","Y","B","A","A",,"No","40.580708","-73.971538","13","47","35601","3072530001","West Brighton","2023-08-25T12:15:39.000"
"1072223","MANHATTAN","10021","233","EAST 69 STREET","01424","7501","WTI4272816063","2019","1","ISSEKS BROS INC","Y","05/21/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.767258","-73.960675","8","4","126","1014247501","Lenox Hill-Roosevelt Island","2023-08-25T12:15:30.000"
"1033790","MANHATTAN","10024","100","RIVERSIDE DRIVE","01245","0003","WTI7555647989","2021","1","ISSEKS BROS INC","Y","09/30/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.786916","-73.980944","7","6","171","1012450003","Upper West Side","2023-08-25T12:15:40.000"
"1041368","MANHATTAN","10021","30","EAST 72 STREET","01386","0049","WTI1160759546","2022","1","ISSEKS BROS INC","Y","09/14/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.771657","-73.965153","8","4","130","1013860049","Upper East Side-Carnegie Hill","2023-08-25T12:15:32.000"
"1080674","MANHATTAN","10010","40","WEST   23 STREET","824","28","WTI9440424758","2016","1","Rosenwach Tank Co. LLC","Y","12/17/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.742123","-73.99096","5","3","58","1008240028","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:21.000"
"1022667","MANHATTAN","10036","114","W. 47th Street","00999","0019","WTI6834286945","2021","2","Nalco","Y","06/18/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.75831","-73.982504","5","4","125","1009990019","Midtown-Midtown South","2023-08-25T12:15:36.000"
"1082718","MANHATTAN","10019","1000","10th Avenue","01068","0001","WTI8700544088","2022","1","American Pipe and Tank","Y","10/07/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.770297","-73.987689","4","3","145","1010680001","Lincoln Square","2023-08-25T12:15:36.000"
"1085502","MANHATTAN","10282","1","NORTH END AVENUE","00016","0225","WTI9454022317","2020","1","ISSEKS BROS INC","Y","08/08/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.714082","-74.01673","1","1","31703","1000160225","Battery Park City-Lower Manhattan","2023-08-25T12:15:26.000"
"1035379","MANHATTAN","10017","6","East 45th Street","01279","0065","WTI8684783073","2022","1","Rosenwach Tank Co. LLC","Y","06/25/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.755219","-73.979062","5","4","94","1012790065","Midtown-Midtown South","2023-08-25T12:15:37.000"
"3335231","BROOKLYN","11205","24","Monument  Walk","02034","0001","WTI7155141342","2015","1","American Pipe & Tank","Y","10/14/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Atlas Environmental Lab","Y","B","A","A",,"No","40.695491","-73.979531","2","35","2901","3020340001","Fort Greene","2023-08-25T12:15:16.000"
"1047928","MANHATTAN","10028","111","East 85th Street","01514","0008","WTI0642677853","2022","1","Rosenwach Tank Co. LLC","Y","08/09/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.779252","-73.957094","8","4","14801","1015140008","Upper East Side-Carnegie Hill","2023-08-25T12:15:42.000"
"1048480","MANHATTAN","10128","1225","PARK AVENUE","01524","0001","WTI8053650622","2020","2","ISSEKS BROS INC","Y","09/16/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.786076","-73.952886","8","4","15801","1015240001","Upper East Side-Carnegie Hill","2023-08-25T12:15:11.000"
"1057257","MANHATTAN","10025","340","Riverside Drive","01892","0001","WTI3919965023","2021","1","Rosenwach Tank Co. LLC","Y","07/21/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.8023","-73.969728","7","6","195","1018920001","Morningside Heights","2023-08-25T12:15:25.000"
"1017814","MANHATTAN","10003","33","Irving Place","00871","0068","WTI3989550532","2021","1","Rosenwach Tank Co. LLC","Y","07/15/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.735203","-73.987898","5","2","50","1008710068","Gramercy","2023-08-25T12:15:38.000"
"1047438","MANHATTAN","10128","8","East 96th St","01507","0064","WTI0932272552","2021","1","Isseks Bros. Inc.","Y","08/19/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.787718","-73.95534","8","4","16001","1015070064","Upper East Side-Carnegie Hill","2023-08-25T12:15:33.000"
"1082736","MANHATTAN","10016","520","2nd avenue","00934","0001","WTI3862174205","2015","2","Isseks Bros Inc","Y","05/15/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.741547","-73.978225","6","2","66","1009340001","Murray Hill-Kips Bay","2023-08-25T12:15:15.000"
"1089699","MANHATTAN","10016","400","PARK AVENUE SOUTH","857","46","WTI6512401579","2016","1","Rosenwach Tank Co. LLC","Y","04/21/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.743182","-73.98419","5","2","56","1008577503","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:12.000"
"1002859","MANHATTAN","10013","181","HUDSON STREET","00222","7501","WTI3065841164","2017","1","ISSEKS BROS INC","Y","06/27/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.722726","-74.008106","1","1","39","1002227501","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:14.000"
"1020567","MANHATTAN","10010","380","2 AVENUE","927","55","WTI3288022552","2017","2","Rosenwach Tank Co. LLC","Y","09/16/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.737124","-73.981449","6","2","64","1009270055","Gramercy","2023-08-25T12:15:13.000"
"1036186","MANHATTAN","10017","237","Park Avenue","01300","7501","WTI9160149787","2018","1","Rosenwach Tank Co. LLC","Y","11/19/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.753904","-73.975514","5","4","92","1013007501","Turtle Bay-East Midtown","2023-08-25T12:15:35.000"
"2085774","BRONX","10463","3515","HENRY HUDSON PKWY","05902","0193","WTI1840963256","2019","1","ISSEKS BROS INC","Y","08/01/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.886399","-73.912823","8","11","30701","2059020193","North Riverdale-Fieldston-Riverdale","2023-08-25T12:15:11.000"
"1015877","MANHATTAN","10001","362","Fifth Avenue","00836","0035","WTI0737759257","2017","1","isseks bros., inc.","Y","05/01/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","enviormental building solutions llc","Y","B","A","A",,"No","40.748773","-73.984329","5","4","76","1008360035","Midtown-Midtown South","2023-08-25T12:15:13.000"
"2092796","BRONX","10472","1755","bruckner boulevard","03725","0001","WTI7167458831","2018","1","american pipe and tank inc.","N",,"N",,"N",,"N",,"N",,"N",,"N",,"N",,"N",,"N",,"N",,"N",,,,,,,"No","40.825292","-73.867134","9","18","44","2037250001","Soundview-Bruckner","2023-08-25T12:15:22.000"
"1040884","MANHATTAN","10065","812","Fifth Ave","01377","0003","WTI9761789734","2022","1","American Pipe and Tank","Y","04/18/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.766378","-73.971459","8","4","11401","1013770003","Upper East Side-Carnegie Hill","2023-08-25T12:15:33.000"
"1088643","MANHATTAN","10036","620","West 42 Street","01089","7502","WTI2423924396","2019","3","American Pipe and tank","Y","09/19/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.761199","-73.999235","4","3","117","1010897502","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:33.000"
"2092767","BRONX","10473","945","Underhill Avenue","03668","0001","WTI8757557002","2018","1","Rosenwach Tank Co. LLC","Y","12/04/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.824628","-73.860866","9","18","42","2036680001","Soundview-Castle Hill-Clason Point-Harding Park","2023-08-25T12:15:11.000"
"1056992","MANHATTAN","10025","533","WEST 112 STREET","01884","0011","WTI1520857941","2019","1","ISSEKS BROS INC","Y","12/30/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.805046","-73.964782","9","7","199","1018840011","Morningside Heights","2023-08-25T12:15:39.000"
"1080608","MANHATTAN","10018","149","WEST   36 STREET","812","13","WTI9687629403","2018","1","Rosenwach Tank Co. LLC","Y","12/08/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.751781","-73.988486","5","3","109","1008120013","Midtown-Midtown South","2023-08-25T12:15:11.000"
