"permitno","expiration_date","companyname","city","state","zipcode","issuedate","permitprintdate","permittype","location","validdates","validtimes","platestate","reason","purpose","conditionrestrictions"
"488","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009  - FEBRUARY   28,2010","MONDAY- SUNDAY  7:00AM  - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONESANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"489","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYFIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES  ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"490","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  - FEBRUARY 28, 2010","MONDAY  -  SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION FOR DOHMH ONLY.***"
"491","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.**PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"492","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009   -  FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"493","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"494","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"495","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"496","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"497","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRAURY 28, 2010","MONDAY  -  SUNDAY  7:00AM  -  8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"1608","2022-02-28T00:00:00.000","A2Z DIAGNOSTICS,LLC","EATONTOWN","NJ","07724","2022-01-04T00:00:00.000","2022-01-04T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN","JANUARY 4,2022-FEBRUARY 28,2022","7:00AM-6:00PM MON-SAT","AZ","SPECIAL REQUEST","COVID-19 TESTING","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"498","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEATH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"499","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER  2, 2009 - FEBRUARY  28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"500","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRAURY 28, 2010","MONDAY  - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING FOR ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"1166","2019-01-04T00:00:00.000","CONSULATE GENERAL OF LITHUANIA","NEW YORK","NY","10018","2018-12-17T00:00:00.000","2018-12-17T00:00:00.000","SPECIAL PARKING PERMIT","MANHATTAN","DECEMBER 17, 2018 AND JANUARY 4 , 2019","ALLDAY ON BOTH DATES","NY","SPECIAL REQUEST","UNLOADING AND LOADING","ONLY VALID  AT FEDERAL HALL 15 PINE STREET NEW YORK, NY 10005."
"501","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"502","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"503","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRAURY 28, 2010","MONDAY - SUNDAY  7:00AM  -  8:00PM","NY","SPECIAL REQUEST","OFFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"504","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 -  FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS ; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"505","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATIONTEAMS FOR DOHMH ONLY.***"
"506","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY  -  SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"507","2010-02-28T00:00:00.000","NYC DEPARTMENTOF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"508","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"509","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY  28, 2010","MONDAY  - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"510","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATIONTEAMS FOR DOHMH ONLY.***"
"511","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY  -  SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"512","2010-02-28T00:00:00.000","NYS DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  -  FEBRUARY 28, 2010","MONDAY  -  SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"513","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS,***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATIONTEAMS FOR DOHMH ONLY.***"
"514","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009  - FEBRUARY 28, 2010","MONDAY - SUNDAY  7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"515","2010-02-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","NOVEMBER 2, 2009 - FEBRUARY 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS.***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"517","2010-06-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","OCTOBER 30, 2009 - JUNE 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING NO PARKING ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS. ***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"518","2010-06-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","OCTOBER 30, 2009 - JUNE 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING NO PARKING ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS. ***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"519","2010-06-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","OCTOBER 30, 2009 - JUNE 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING NO PARKING ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS. ***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"520","2010-06-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","OCTOBER 30, 2009 - JUNE 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NJ","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING NO PARKING ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS. ***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"521","2010-06-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","OCTOBER 30, 2009 - JUNE 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING NO PARKING ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS. ***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"522","2010-06-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","OCTOBER 30, 2009 - JUNE 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NJ","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING NO PARKING ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS. ***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
"523","2010-06-28T00:00:00.000","NYC DEPARTMENT OF HEALTH & MENTAL HYGIENE","NEW YORK","NY","10013","2009-10-26T00:00:00.000","2009-10-26T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","OCTOBER 30, 2009 - JUNE 28, 2010","MONDAY - SUNDAY 7:00AM - 8:00PM","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING NO PARKING ANYTIME/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS. ***PERMIT VALID FOR STAFF WORKING ON SCHOOL BASED VACCINATION TEAMS FOR DOHMH ONLY.***"
