"job_number","filing_type_name","filing_number","filing_status_name","permit_number","filing_date","permit_issued_date","permit_expiration_date","laasign_off_date","work_type_name","location_bin","location_house_no","location_street_name","location_borough_name","proposed_work_summary","building_type_name","inspection_type_name","inspection_date","latitude","longitude","zip_code","community_board","council_district","census_tract","nta"
"Q-08043087","New Job Filing","EWN","Expired",,"2022-11-21T00:00:00.000",,"2022-11-23T00:00:00.000",,,"4449911","85-22","DUMONT AVENUE","QUEENS","Filing EWN to replace 2-defective gas hot water boilers with 2-new Utica gas hot water boilers.  This is being done as a direct replacement.",,,,"40.67274","-73.850397","11417","10","32","58","Ozone Park"
"Q08038517","New Job Filing","I1","Signed off","Q08038517-I1-LA","2022-11-11T00:00:00.000","2022-11-11T00:00:00.000","2022-12-31T00:00:00.000","2022-11-24T00:00:00.000","Gas Plumbing Work","4090556","73-15","72 STREET","QUEENS","UTILITY SHUTDOWN OF ONE GAS METER FOR APT 1L ON THE 1ST FL. MINOR HOUSE PIPE REPAIR.  REPL APPROX. 70 feet OF 3/4 inches  BLK STEEL PIPE AND FITTINGS ON HOUSE SIDE OF METER. NO GAS TEST/AUTH. REQ. GAS TESTED & REST. BY UTILITY ON 11/9/22 @ 1:30 PM UNDER NYC ADMIN CODE 28-105.4. FIRESTOPS NOT COMP. NO PIPE IN HALLWAYS. ACP-5 NOT REQ. THIS WORK IS A REPAIR.","Other","Pass-Final","2022-11-23T00:00:00.000","40.702026","-73.878192","11385","5","30","629","Glendale"
"M00693175","New Job Filing","I1","Signed off","M00693175-I1-LA","2022-03-07T00:00:00.000","2022-03-07T00:00:00.000","2023-01-15T00:00:00.000","2022-10-20T00:00:00.000","Water Plumbing Work","1063321","35","FORT WASHINGTON AVENUE","MANHATTAN","To install a temporary mobile boiler unit on street in front of building and run flexible hoses for steam and condensate return.  No firestops shall be compromised.  ELECTRICAL PERMIT #:  M00693203.  BOILER REGISTRATION #:  107000-02.  MEA #:  229-87E.  THIS TEMP MOBILE BOILER IS FUELED BY #2 OIL.  THE OIL TANK IS ON THE SAME TRUCK THAT CONTAINS THE MOBILE BOILER.","Other","Pass-Final","2022-10-19T00:00:00.000","40.836487","-73.944542","10032","12","7","247","Washington Heights South"
"Q07995614","New Job Filing","I1","Signed off","Q07995614-I1-LA","2022-08-30T00:00:00.000","2022-08-30T00:00:00.000","2023-04-21T00:00:00.000","2022-09-02T00:00:00.000","Water Plumbing Work","4038877","88-12","ELMHURST AVENUE","QUEENS","Replace fixtures on existing rough on 3rd floor. Replace sink, lav, toilet, and tub on existing rough in apt 3J on the 3rd floor. No fire-stopping to be compromised.","Other","Pass-Final","2022-09-01T00:00:00.000","40.745887","-73.877718","11373","4","25","469","Elmhurst"
"X00792306","New Job Filing","I1","Permitted","X00792306-I1-LA","2022-08-12T00:00:00.000","2022-08-12T00:00:00.000","2023-06-30T00:00:00.000",,"Water Plumbing Work","2117354","535","ST ANNS AVENUE","BRONX","INSTALL (1) 1 1/2 inches WATTS LF009M2QT RPZ IN CELLAR. CONNECT TO EXISTING SERVICE. DEP APPROVAL #22092234. FLOOR DRAIN IS EXISTING. THE INSTALLATION WILL CONFORM TO SECTIONS PC 608.13.2, PC TABLE 608.1 & PC 312.10.2","Other",,,"40.813981","-73.913134","10455","1","8","43","Mott Haven-Port Morris"
"X00587086","New Job Filing","I1","Permitted","X00587086-I1-LA","2021-09-03T00:00:00.000","2021-09-03T00:00:00.000","2023-04-01T00:00:00.000",,"Gas Plumbing Work","2116544","1110","OAK POINT AVENUE","BRONX","TESTING GAS LINES IN   OSP AND 1ST FLOOR . ALL EXISTING GAS WAS DONE UNDER APPLICATION # 220533858","Other",,,"40.808945","-73.894541","10474","2","17","93","Hunts Point"
"S00148349","New Job Filing","I1","Signed off","S00148349-I1-LA","2019-03-29T00:00:00.000","2019-03-29T00:00:00.000","2023-01-24T00:00:00.000","2022-10-21T00:00:00.000","Water Plumbing Work","5005045","508","DELAFIELD AVENUE","STATEN ISLAND","PAA to show appl being tested.Obtain permit to remove illegal gas line in cel cut, cap return to source. Gas pressure test from ex mtr  OSP to all app fed by meter Funace(CEL)HWH(CEL)Stove(001)Dryer (001) ( Appl No 500571801) Firestops will not be compromised during removal of pipe Replc(3) piece bath on ex rough in cellar (lav, water closet, shower - appvd Appl No. 500571801). Perform all req DOB inspections, obtain sign off  Civil Penalties paid DOB Inv#50400998","2 Family","Pass-Final","2022-10-20T00:00:00.000","40.630891","-74.115348","10310","1","49","105","New Brighton-Silver Lake"
"M00670361","New Job Filing","I1","Signed off","M00670361-I1-LA","2022-01-27T00:00:00.000","2022-01-27T00:00:00.000","2023-01-27T00:00:00.000","2022-02-19T00:00:00.000","Gas Plumbing Work","1033758","98","RIVERSIDE DRIVE","MANHATTAN","DUE TO INACTIVE ACCOUNT AND UTILITY SHUTDOWN, TEST EXISTING GAS RISER FROM CELLAR THROUGH 3RD FLOOR FEEDING COOKING GAS TO APT#3F ON THE 3RD FLOOR, EXISTING STOVE IN APT. REPLACE VALVE AND FLEX AS NEEDED. NO GAS PIPING IN PUBLIC HALLWAYS, FIRESTOP TO BE RESTORED AS PER NYC CODE, GAS TEST AND CERT REQUIRED.","Other","Pass-Final","2022-02-18T00:00:00.000","40.786636","-73.98081","10024","7","6","167","Upper West Side"
"B00729012","New Job Filing","I1","Signed off","B00729012-I1-LA","2022-05-03T00:00:00.000","2022-05-03T00:00:00.000","2023-05-03T00:00:00.000","2022-11-16T00:00:00.000","Water Plumbing Work","3061669","134","NORTH   10 STREET","BROOKLYN","REPLACE/RELOCATE (1) TUB W/ SHOWER, REPLACE (1) TOILET & LEAD BEND, RELOCATE (1) LAV & (1) KITCHEN SINK. INSTALL HOSE-BIB. REPLACE APPROX 30 feet OF 2 inches NO HUB PIPE & 30 feet OF 3/4 inches & 60 feet OF 1/2 inches COPPER PIPE. REMOVE & CAP GAS PIPE & STOVE & REPLACE W/ ELECTRIC STOVE. ELECTRICAL PERMIT #B00728741-I1-EL. METER WILL BE LOCKED. ALL WORK DONE IN APT 1R ON THE 1ST FL.","Other","Pass-Final","2022-11-15T00:00:00.000","40.720034","-73.956829","11249","1","33","517","North Side-South Side"
"M08024559","New Job Filing","I1","Signed off","M08024559-I1-LA","2022-10-20T00:00:00.000","2022-10-20T00:00:00.000","2023-03-16T00:00:00.000","2022-10-28T00:00:00.000","Water Plumbing Work","1041026","711","MADISON AVENUE","MANHATTAN","INSTALL (1) 1.5 inches AMES LF4000B 350 RPZA & (1) 3 inches WILKINS ASTDA DCDA IN CELLAR. CONNECT TO EXISTING SERVICE. DEP APPROVAL #22093272. FLOOR DRAIN IS EXISTING.  THE INSTALLATION WILL CONFORM TO SECTIONS PC 608.13.2, PC TABLE 608.1 & PC 312.10.2","Other","Pass-Final","2022-10-27T00:00:00.000","40.766182","-73.96951","10065","8","4","122","Upper East Side-Carnegie Hill"
"Q00787640","New Job Filing","I1","Signed off","Q00787640-I1-LA","2022-08-04T00:00:00.000","2022-08-04T00:00:00.000","2023-04-21T00:00:00.000","2022-08-11T00:00:00.000","Water Plumbing Work","4097172","1123","128 STREET","QUEENS","Replace fixtures on 1st and 2nd floor bathrooms and kitchens. No change in use, egress or occupancy.","Other","Pass-Final","2022-08-10T00:00:00.000","40.787457","-73.840082","11356","7","19","947","College Point"
"M00778068","New Job Filing","I1","Signed off","M00778068-I1-LA","2022-08-22T00:00:00.000","2022-08-22T00:00:00.000","2023-04-21T00:00:00.000","2022-08-27T00:00:00.000","Water Plumbing Work","1083458","529","EAST   12 STREET","MANHATTAN","Replace fixtures on existing rough in apt F5 on the 6th floor. Replace sink, lav, toilet, and tub on existing rough in apt F5.","Other","Pass-Final","2022-08-26T00:00:00.000","40.728752","-73.980506","10009","3","2","34","East Village"
"B00797204","New Job Filing","I1","Signed off","B00797204-I1-LA","2022-08-22T00:00:00.000","2022-08-22T00:00:00.000","2023-03-16T00:00:00.000","2022-10-06T00:00:00.000","Gas Plumbing Work","3245616","1070","OCEANVIEW AVENUE","BROOKLYN","DUE TO VANCY REPLACE APPROX 140 feet OF 3/4 inches GAS PIPE FROM THE EXISTING METER IN CELLAR TO THE EXISTING STOVE IN APT #2E ON THE 3RD FL. FOR COOKING ONLY. REPLACE GAS VALVE & FLEX BEHIND STOVE. FIRESTOPS WILL BE RESTORED. PIPE THRU APTS & NOT IN HALLWAYS.","Other","Pass-Final","2022-10-05T00:00:00.000","40.579789","-73.956498","11235","13","48","61004","Brighton Beach"
"Q08010258","New Job Filing","I1","Permitted - Corrections Under Review","Q08010258-I1-LA","2022-09-26T00:00:00.000","2022-09-26T00:00:00.000","2023-03-01T00:00:00.000",,"Gas Plumbing Work","4123344","45-23","164 STREET","QUEENS","Register existing boiler (Peerless 61-06-STDG-SP, 200,000BTU) and existing Hot Water Heater (A.O. Smith XCRL-40, 40,000BTU) in cellar. Replace fitting on existing piping ( 2 elbow and 1 union) before the gas meter at Cellar as per utility company due to gas leak.  Perform gas test to obtain gas authorization for gas turn on. All existing gas equipment remain no touch no work.","3 Family",,,"40.755467","-73.802758","11358","7","20","1195","East Flushing"
"B00676541","New Job Filing","I1","Permitted","B00676541-I1-LA","2022-02-08T00:00:00.000","2022-02-08T00:00:00.000","2023-02-08T00:00:00.000",,"Water Plumbing Work","3323153","322","LINDEN BOULEVARD","BROOKLYN","Replacing K/S on existing roughing, replacing lav,w/c and bathtub on existing roughing and replacing approx 30 feet of branch piping 3/4 inch copper and shower body. no fire stopping will be touched In apt D-3 on 4th floor.","Other",,,"40.652747","-73.947639","11226","17","40","818","Erasmus"
"X00147925","New Job Filing","I1","Signed off","X00147925-I1-LA","2022-08-02T00:00:00.000","2022-08-02T00:00:00.000","2023-04-30T00:00:00.000","2022-11-16T00:00:00.000","Water Plumbing Work","2021680","2300","RANDALL AVENUE","BRONX","ON THE FIRST FLOOR AT RANDALL AVE, INSTALL ONE 1 1/2 inches WATTS LF009M2QT BACKFLOW PREVENTION DEVICE, MEA #127-88-M ON EXISTING 1 1/2 inches DOMESTIC WATER SERVICE & ON THE FIRST FLOOR AT HAVEMEYER AVE, INSTALL ONE 8 inches WATTS 757 DCDA BACKFLOW PREVENTION DEVICE, MEA #65-03-E ON EXISTING 8 inches FIRE SPRINKLER WATER SERVICE. DRAINAGE AND PIPING AS PER DEP APPROVAL #22091800. DISCHARGE TO EXISTING DRAIN.","Other","Pass-Final","2022-11-15T00:00:00.000","40.81948","-73.844507","10473","9","18","90","Soundview-Castle Hill-Clason Point-Harding Park"
"B00710645","New Job Filing","I1","Signed off","B00710645-I1-LA","2022-03-31T00:00:00.000","2022-03-31T00:00:00.000","2023-04-01T00:00:00.000","2022-04-22T00:00:00.000","Gas Plumbing Work","3083617","80","POWELL STREET","BROOKLYN","DUE TO LEAK AND UTILITY SHUTDOWN, TEST EXISTING GAS RISERS FEEDING 8 UNITS FOR COOKING. REPLACE APPROX 2 feet OF 3/4 inches GAS PIPE AND APPLIANCE VALVE IN EACH APT. EXISTING STOVE IN EACH APARTMENT. NO GAS PIPING IN PUBLIC HALLWAY, FIRESTOP TO BE RESTORED AS PER NYC CODE, GAS RESTORED WITH UTILITY 4/3/2022 EWN-B-00708186","Other","Pass-Final","2022-04-21T00:00:00.000","40.672702","-73.904728","11212","16","37","908","Brownsville"
"M08035193","New Job Filing","I1","Permitted","M08035193-I1-LA","2022-11-23T00:00:00.000","2022-11-23T00:00:00.000","2023-05-09T00:00:00.000",,"Gas Plumbing Work","1048755","208","EAST   85 STREET","MANHATTAN","LAA BEING FILED TO CAP AND REMOVE GAS METER FROM THE PROMISES. EXISTING GAS USAGE WAS FOR COOKING ONLY.","Other",,,"40.777936","-73.954025","10028","8","5","14601","Yorkville"
"M00771706","New Job Filing","I1","Signed off","M00771706-I1-LA","2022-07-08T00:00:00.000","2022-07-08T00:00:00.000","2023-06-20T00:00:00.000","2022-10-14T00:00:00.000","Gas Plumbing Work","1058168","459","LENOX AVENUE","MANHATTAN","JUST FOR LEAK TEST OF ENTIRE EXISTING GAS PIPING TO GAS METER(FOR SECOND FLOOR) LOCKED DUE TO UNOCCUPIED SPACE FOR LONG PERIOD AS PER UTILITY COMPANY feetS REQUEST PRIOR TO GAS TURN-ON. THE GAS END USE FOR EXISTING BOILER AND WATER HEATER FILED AND INSTALLED 103329934. NO ADDITIONAL WORK PROPOSED UNDER THIS APPLICATION","Other","Pass-Final","2022-10-13T00:00:00.000","40.812648","-73.941935","10037","10","9","226","Central Harlem North-Polo Grounds"
"Q08036421","New Job Filing","I1","Permitted","Q08036421-I1-LA","2022-11-23T00:00:00.000","2022-11-23T00:00:00.000","2023-01-08T00:00:00.000",,"Gas Plumbing Work","4146351","157-16","59 AVENUE","QUEENS","Gas was shut off by utility company due to a gas leak near the gas meter in cellar. Repair the gas leak by relocate and replace ex gas meter bar. Relocate the meter bar by install approx. 4 feet of 1 inchesgas pipe with related fittings. Register ex WEIL-MCLAIN GWA-105 BOILER BTU feetS 105,000 in cellar, ex A.O. SMITH 50-GAL HWH BTU feetS 40,000 in cellar, and ex GE gas stove BTU feetS 55,000 at 1st floor.  Boiler & HWH vented thru existing chimney which is in good condition. Firestopping will not be compromised.","1 Family",,,"40.74062","-73.810961","11355","7","20","1215","Queensboro Hill"
"X08044632","New Job Filing","I1","Pre-Filing",,,,"2023-05-01T00:00:00.000",,"Water Plumbing Work","2041964","2710","EAST TREMONT AVENUE","BRONX","IN THE CELLAR, INSTALL (1) 2 inches WATTS LF009M2QT LEAD-FREE RPZ DEVICE, DRAINING INTO EXISTING 4 inches FLOOR DRAIN AS PER DEP APPROVAL# 22093339 USING APPROX 8 FT OF 2 inches WATER PIPE. INSTALLATION IN COMPLIANCE WITH NYC PC SECTION 608.1.  FIRESTOPS WILL NOT BE COMPROMISED.","Other",,,"40.84257","-73.84549","10461","10","13","200","Van Nest-Morris Park-Westchester Square"
"M00775862","New Job Filing","I1","Signed off","M00775862-I1-LA","2022-07-15T00:00:00.000","2022-07-15T00:00:00.000","2023-03-12T00:00:00.000","2022-07-30T00:00:00.000","Gas Plumbing Work","1086487","444","MANHATTAN AVENUE","MANHATTAN","DUE TO GAS SHUTDOWN BY UTILITY CO BECAUSE OF LEAK, WE WILL TEST EXISTING GAS LINES TO (8) DRYERS ON 1ST FLOOR (DRYERS FILED UNDER ALT#103788554). GAS METER SERVICES DRYERS ONLY. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS WILL NOT BE COMPROMISED.","Other","Pass-Final","2022-07-29T00:00:00.000","40.806819","-73.955508","10026","10","9","257","Central Harlem South"
"M00429501","New Job Filing","I1","Signed off","M00429501-I1-LA","2020-11-25T00:00:00.000","2020-11-25T00:00:00.000","2021-06-01T00:00:00.000","2021-05-15T00:00:00.000","Gas Plumbing Work","1003795","9","ORCHARD STREET","MANHATTAN","Requesting Temp heat for 3 perm. boilers on Rof level. LAA in conjunction with BL#140860209,PL#121326010.Boilers were inspected/passed on BL permit,1 gas meter/one 5 in. gas riser express feeding boilers inspected/passed on PL from SC, cell to Rof.  Boiler room is a fireproof enclosure/passed on the BL inspect. Boiler- Patterson Kelly MFD N2000, 2 mill BTU feets each. Temp SD 123777216 inspected/active. Direct vent-8 inchesdouble wall SS flue,  neutralizer NEUTRA-SAFE #CN5TR into 3 inchesFD. In HRT program","Other","Pass-Final","2021-05-14T00:00:00.000","40.714829","-73.991938","10002","3","1","16","Chinatown"
"B-00426851","New Job Filing","EWN","Expired",,"2020-11-11T00:00:00.000",,"2020-11-14T00:00:00.000",,,"3033566","1252","PRESIDENT STREET","BROOKLYN","DUE TO GAS SHUTDOWN BY THE UTILITY CO BECAUSE OF LEAK, WE WILL TEST GAS LINES TO APPLIANCES (BL,HWH & RES COOKING) & MAKE ANY GAS REPAIRS AS NECESSARY. WILL REGISTER BL & HWH - LAA TO FOLLOW.",,,,"40.667945","-73.948467","11225","9","35","319","Crown Heights South"
"B-00549925","New Job Filing","EWN","Expired",,"2021-06-30T00:00:00.000",,"2021-07-02T00:00:00.000",,,"3072563","52","IRVING AVENUE","BROOKLYN","DUE TO NATIONAL GRID SHUT DOWN: REPLACE GAS METER RIG FOR HWH BOILER AND 6 APARTMENTS. RENEWAL OF EWN-B-00547146",,,,"40.704621","-73.924245","11237","4","34","427","Bushwick North"
"B00238706","PAA","P1","Approved",,"2019-10-09T00:00:00.000",,,,"Gas Plumbing Work","3016635","557","17 STREET","BROOKLYN","IN THE CELLAR, REPLACE 1-BL & REPLACE 1-HWH VENTED THROUGH THE EXISTING CHIMNEY IN GOOD WORKING CONDITION. BL/HWH ORIGINALLY FILED FOR UNDER PRA#300011948. IN CEL WE WILL REPLACE (2)1/2 inches GAS COCKS & (1)3/4 inches GAS COCK & APPROX 2 feet OF 3/4 inches COPPER PIPE & FITTINGS. WILL TEST GAS LINES UPON COMPLETION. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS WILL NOT BE COMPROMISED.","Other",,,"40.657174","-73.98044","11215","7","38","169","Windsor Terrace"
"M00487018","New Job Filing","I1","Signed off","M00487018-I1-LA","2021-03-16T00:00:00.000","2021-03-16T00:00:00.000","2022-03-16T00:00:00.000","2021-09-29T00:00:00.000","Water Plumbing Work","1010422","130","BARROW STREET","MANHATTAN","IN APT 512 ON THE 5TH FL INSTALL (1) SHOWER STALL IN EXISTING BATHROOM & RUN APPROX 10 feet OF 2 inches WASTE PIPE & APPROX 20 feet OF 1/2 inches COPPER PIPE.","Other","Pass-Final","2021-09-28T00:00:00.000","40.731926","-74.009277","10014","2","3","69","West Village"
"S00172200","New Job Filing","I1","Permitted","S00172200-I1-LA","2019-05-24T00:00:00.000","2019-05-24T00:00:00.000","2020-09-30T00:00:00.000",,"Gas Plumbing Work","5044828","622","HYLAN BOULEVARD","STATEN ISLAND","DIRECT REPLACEMENT OF HOT WATER HEATER AT GROUND LEVEL.  HOT WATER HEATER VENTS THROUGH EXISTING CHIMNEY.","2 Family",,,"40.604492","-74.075915","10305","2","50","2002","Grasmere-Arrochar-Ft. Wadsworth"
"M00186252","New Job Filing","I1","Signed off","M00186252-I1-LA","2019-06-27T00:00:00.000","2019-06-27T00:00:00.000","2020-06-27T00:00:00.000","2019-09-20T00:00:00.000","Water Plumbing Work","1053326","5","WEST  120 STREET","MANHATTAN","TO INSTALL ONE (1) 1-1/2 inches WATTS LF007M2QT DCV #171-88-M AND ONE (1) 3 inches WILKINS 350DA DCDA MEA #147-99-M IN THE CELLAR. CONNECT TO EXISTING SERVICE. DEP APPROVAL #: 19079423. DRAIN IS EXISTING.","Other","Pass-Final","2019-09-18T00:00:00.000","40.804005","-73.946411","10027","10","9","200","Central Harlem South"
"Q-00376391","New Job Filing","EWN","Expired",,"2020-07-27T00:00:00.000",,"2020-07-29T00:00:00.000",,,"4431955","97-37","63 ROAD","QUEENS","ASSISTED UTILITY IN REMOVING THE OUTLET DRESSER COUPLING OF GAS METER SUPPLYING COOKING TO THE BUILDING. REPLACE APPROX 2 FEET OF 2 inches GAS PIPING WITH FLANGE AND ELBOW FOR METER. GAS TO METER PIPING RESTORED WITH UTILITY. NO GAS TEST/CERT REQUIRED.",,,,"40.731271","-73.860206","11374","6","29","71701","Rego Park"
"Q00441123","New Job Filing","I1","Permitted","Q00441123-I1-LA","2020-12-15T00:00:00.000","2020-12-15T00:00:00.000","2021-12-15T00:00:00.000",,"Gas Plumbing Work","4088458","70-36","65 PLACE","QUEENS","DUE TO LEAK & GAS SHUTDOWN REPLACE APPROX 100 feet OF 3/4 inches GAS PIPE FROM THE EXISTING METER IN CELLAR TO THE EXISTING STOVE IN APT 3L ON THE 3RD FL. REPLACE GAS VALVE & FLEX BEHIND STOVE. FOR COOKING ONLY. FIRESTOPS WILL BE RESTORED. PIPE THRU APTS & NOT IN HALLWAYS.","Other",,,"40.703389","-73.890182","11385","5","30","579","Glendale"
"Q00620650","PAA","P5","Approved",,"2022-09-12T00:00:00.000",,,,"Gas Plumbing Work","4125436","46-18","197 STREET","QUEENS","(1) REPAIR GAS LEAK ON STREET SIDE OF EX. GAS METER DIRECTLY AFTER HEAD OF SERVICE VALVE & BEFORE REGULATOR. WORK DONE TO CLEAR CONED RED TAG. SERVICE RESTORED BY CONED  10/29/2021. (2) REPLACE APPROX. 12 FT OF 3/4 inches GAS PIPE FOR RANGE ON 1st FLOOR. (3) REGISTER 1 DRYER, 1 FURNACE, 1 HWH ON 1st FLOOR. CATEGORY 1 HWH AND FURNACE VENTED DIRECTLY ABOVE APPLIANCE THROUGH ROOF USING SINGLE-WALL VENT PIPE.  NO EXISTING BUILDING MATERIALS DISTURBED. NO EXISTING FIRESTOPPING COMPROMISED.","1 Family",,,"40.753736","-73.783359","11358","11","19","145101","Auburndale"
"B00139763","New Job Filing","I1","Signed off","B00139763-I1-LA","2019-03-08T00:00:00.000","2019-03-08T00:00:00.000","2020-03-08T00:00:00.000","2019-03-16T00:00:00.000","Water Plumbing Work","3232793","1802","ROCKAWAY PARKWAY","BROOKLYN","AT BASEMENT LEVEL, REMOVE (1) KITCHEN SINK, (1) WATER CLOSET, (1) WASH-BASIN, (1) SHOWER STALL AND ALL APPLICABLE WATER AND WASTE PIPING. NOTE: WE ARE REMOVING ILLEGAL FIXTURES. FILING TO CORRECT ECB VIOLATION# 35243054J.","2 Family",,"2019-03-14T00:00:00.000","40.63796","-73.894339","11236","18","46","1010","Canarsie"
"B00517685","New Job Filing","I1","Signed off","B00517685-I1-LA","2021-06-02T00:00:00.000","2021-06-02T00:00:00.000","2022-04-01T00:00:00.000","2021-06-05T00:00:00.000","Water Plumbing Work","3149231","317","77 STREET","BROOKLYN","IN ORDER TO COMPLY WITH ECB #34707257X, IN THE CELLAR WE WILL CAP & REMOVE ILLEGAL SHOWER & ASSOCIATED WATER & WASTE PIPING. FIRESTOPS WILL NOT BE COMPROMISED.","3 Family","Pass-Final","2021-06-04T00:00:00.000","40.629862","-74.027661","11209","10","43","64","Bay Ridge"
"M00318911","New Job Filing","I1","Signed off","M00318911-I1-LA","2020-02-21T00:00:00.000","2020-02-21T00:00:00.000","2021-10-04T00:00:00.000","2021-03-18T00:00:00.000","Fire Suppression Work","1008776","62","COOPER SQUARE","MANHATTAN","FLOOR APT ON THE 11TH FLOOR REARRANGE UP TO TWENTY (20) SPRINKLER HEADS & RELOCATE APPROX 150 feet OF 1 1/2 inches SPRINKLER PIPE. CONNECT TO EXISTING SPRINKLER SERVICE. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SYSTEM WILL BE SHUT DOWN FOR APPROX 6HOURS EVERY DAY AND WILL BE RESTORED AFTER MECHANICS ARE DONE WORKING EVERY DAY.","Other","Pass-Final","2021-03-17T00:00:00.000","40.729061","-73.990969","10003","2","2","57","West Village"
"Q00564043","New Job Filing","I1","Permitted","Q00564043-I1-LA","2021-07-23T00:00:00.000","2021-07-23T00:00:00.000","2021-08-19T00:00:00.000",,"Gas Plumbing Work","4008181","32-07","35 AVENUE","QUEENS","Replace existing gas pipe from existing meter in cel to 3rd floor apt cooking stove using approx 60 feet of 3/4 inch pipe and fittings. Pipe run exposed in cel and in wall through 3rd floor.  Firestopping will be restored up to NYC code when required. Test gas line from meter to cooking stove.","3 Family",,,"40.757688","-73.927545","11106","1","26","57","Astoria"
"M00389504","PAA","P1","Approved",,"2020-09-22T00:00:00.000",,,,"Water Plumbing Work","1084906","24","EAST    7 STREET","MANHATTAN","INSTALL (1) 3 inches WATTS LF009OSY RPZ & (1) 4 inches WILKINS 350ADA-OSY DCDA IN CELLAR. CONNECT TO EXISTING SERVICE. DEP APPROVAL #19079529. FLOOR DRAIN IS EXISTING. THE INSTALLATION WILL CONFORM TO SECTIONS PC608.13.2, PC TABLE 608.1 AND PC 312.10.2","Other",,,"40.728446","-73.989234","10003","3","2","38","East Village"
