"name","boro","geo_dist","projdesc","award","consttype","buildingid","building_address","city","zip_code","borough","latitude","longitude","community_board","community_council","bin","bbl","census_tract","nta","location_1","data_as_of"
"NEWTOWN HS - QUEENS","Q","24","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","1180000","CIP","Q455","48-01 90 STREET","Queens","11225","QUEENS","40.741122","-73.874721","404","25","4045629","4018490001","461","QN0401","(40.741122, -73.874721)","23-May"
"J.H.S. 126 - BROOKLYN","K","14","IPDVS CAMERA INSTALLATION","160000","CIP","K126","424 LEONARD STREET","Brooklyn","11225","BROOKLYN","40.719819","-73.948625","301","33","3067788","3027120001","499","BK0101","(40.719819, -73.948625)","23-May"
"P.S. 28 - BRONX","X","9","DETERIORATED METAL ARCH CEILING & BEAMS / ELECTRICAL SERVICE UPGRADE / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / WINDOWS","37799000","CIP","X028","1861 ANTHONY AVENUE","Bronx","11225","BRONX","40.848057","-73.903522","205","15","2007603","2028040031","23302","BX0502","(40.848057, -73.903522)","23-May"
"P.S. 242 - MANHATTAN","M","3","EXTERIOR MASONRY","3295679","CIP","M144","134 WEST 122 STREET","Manhattan","11225","MANHATTAN","40.8063","-73.948013","110","9","1057683","1019060011","220","MN1001","(40.8063, -73.948013)","23-May"
"BROOKLYN TECH HS - K","K","13","FY18 RESO A SCIENCE LAB UPGRADES","1370000","CIP","K430","29 FT GREENE PLACE","Brooklyn","11225","BROOKLYN","40.688834","-73.976905","302","35","3058752","3020980013","33","BK0203","(40.688834, -73.976905)","23-May"
"HERBERT H. LEHMAN HS - X","X","8","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","15187050","CIP","X405","3000 EAST TREMONT AVENUE","Bronx","11225","BRONX","40.840733","-73.838685","210","13","2074045","2053680001","194","BX1002","(40.840733, -73.838685)","23-May"
"BENJAMIN N. CARDOZO HS - QUEENS","Q","26","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","11664000","CIP","Q415","57-00 223 STREET","Queens","11225","QUEENS","40.752333","-73.75599","411","23","4161735","4075290001","138501","QN1102","(40.752333, -73.75599)","23-May"
"P.S. 23 - BROOKLYN","K","14","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7132000","CIP","K023","545 WILLOUGHBY AVENUE","Brooklyn","11225","BROOKLYN","40.69407","-73.94756","303","36","3048818","3017590013","25901","BK0301","(40.69407, -73.94756)","23-May"
"P.S. 207 - QUEENS","Q","27","FY21 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL  RESO A AUDITORIUM UPGRADE","497630","CIP","Q207","159-15 88 STREET","Queens","11225","QUEENS","40.658089","-73.844432","410","32","4293311","4140090060","89201","QN1003","(40.658089, -73.844432)","23-May"
"P.S. 1 - MANHATTAN","M","2","EXTERIOR MASONRY / FLOOD ELIMINATION / ROOF / WINDOWS","24910000","CIP","M001","8 HENRY STREET","Manhattan","11225","MANHATTAN","40.71276","-73.997489","103","1","1003375","1002790040","27","MN0301","(40.71276, -73.997489)","23-May"
"ALC - BROOKLYN CHOICES","K","32","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","5947484","CIP","K799","271 MELROSE STREET","Brooklyn","11225","BROOKLYN","40.702083","-73.929647","304","34","3071962","3031570037","425","BK0401","(40.702083, -73.929647)","23-May"
"P.S. 42 - MANHATTAN","M","2","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","12360911","CIP","M042","71 HESTER STREET","Manhattan","11225","MANHATTAN","40.715905","-73.990895","103","1","1003998","1003090001","16","MN0301","(40.715905, -73.990895)","23-May"
"P.S. 169 - QUEENS","Q","25","FIRE ALARM SYSTEM / WORK IN SUPPORT OF ADDITION","5418106.85","CIP","Q169","18-25 212 STREET","Queens","11225","QUEENS","40.782248","-73.779063","407","19","4131147","4058650050","99704","QN0703","(40.782248, -73.779063)","23-May"
"P.S. 215 - BROOKLYN","K","21","LSP REPLACE PVI DOMESTIC WATER HEATER","82000","CIP","K215","415 AVENUE S","Brooklyn","11225","BROOKLYN","40.602084","-73.970013","315","44","3178584","3066810169","41401","BK1501","(40.602084, -73.970013)","23-May"
"P.S. 171 - MANHATTAN","M","4","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","134225","CIP","M171","19 EAST 103 STREET","Manhattan","11225","MANHATTAN","40.792122","-73.951961","111","8","1051497","1016090007","168","MN1101","(40.792122, -73.951961)","23-May"
"P.S. 361 - MANHATTAN","M","1","WATER INFILTRATION IN ELECTRICAL ROOM","2262193","CIP","M061","610 EAST 12 STREET","Manhattan","11225","MANHATTAN","40.727892","-73.978525","103","2","1079053","1003940012","28","MN0303","(40.727892, -73.978525)","23-May"
"I.S. 217 - BRONX","X","12","FY19 RESO A AUDITORIUM UPGRADE","477000","CIP","X116","977 FOX STREET","Bronx","11225","BRONX","40.822443","-73.893902","202","17","2005660","2027140004","159","BX0202","(40.822443, -73.893902)","23-May"
"P.S. 123 - QUEENS","Q","27","FY19 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE","374800","CIP","Q123","145-01 119 AVENUE","Queens","11225","QUEENS","40.678296","-73.79562","412","28","4260828","4120190010","18402","QN1203","(40.678296, -73.79562)","23-May"
"I.S. 109 - QUEENS","Q","29","EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS","12400000","CIP","Q109","213-10 92 AVENUE","Queens","11225","QUEENS","40.720713","-73.747001","413","23","4226839","4106260001","542","QN1303","(40.720713, -73.747001)","23-May"
"A. PHILIP RANDOLPH HS -MANHATTAN","M","6","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","64855970.72","CIP","M540","443 WEST 135 STREET","Manhattan","11225","MANHATTAN","40.818188","-73.950356","109","9","1059409","1019570078","21703","MN0902","(40.818188, -73.950356)","23-May"
"P.S. 62 - QUEENS","Q","27","FY20 RESO A COMPUTER LAB","464000","CIP","Q062","97-25 108 STREET","Queens","11225","QUEENS","40.688577","-73.836162","409","29","4197909","4094100001","110","QN0903","(40.688577, -73.836162)","23-May"
"I.S. 390 - BRONX","X","10","FY19 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE","490000","CIP","X026","1930 ANDREWS AVENUE","Bronx","11225","BRONX","40.854701","-73.913197","205","14","2014692","2032160002","24502","BX0501","(40.854701, -73.913197)","23-May"
"DISTRICT 27 PRE-K CENTER @ 160-06 CROSS BAY BOULEVARD - QUEENS","Q","27","Demo","325600","CAP","Q486","160-06 CROSS BAY BOULEVARD","Queens","11414","QUEENS","40.657176","-73.839392","410","32","4293775","4140300006","89201","QN1003","(40.657176, -73.839392)","23-May"
"I.S. 556 - BRONX","X","11","NYS AUDITORIUM UPGRADE / PATH OF TRAVEL NYS AUDITORIUM UPGRADE","1236000","CIP","X135","2441 WALLACE AVENUE","Bronx","11225","BRONX","40.862109","-73.864577","211","13","2051313","2044320001","330","BX1104","(40.862109, -73.864577)","23-May"
"P.S. 5 - STATEN ISLAND","R","31","Addition","63890000","CAP","R005","348 DEISIUS STREET","Staten Is","10312","STATEN IS","40.530169","-74.187635","503","51","5082407","5065660001","176","SI0304","(40.530169, -74.187635)","23-May"
"P.S. 92 - BROOKLYN","K","17","NYS AIR CONDITIONING OF PA SPACE","765777","CIP","K092","601 PARKSIDE AVENUE","Brooklyn","11225","BROOKLYN","40.656046","-73.953742","309","40","3115866","3050490055","802","BK0902","(40.656046, -73.953742)","23-May"
"P.S. 194 - BROOKLYN","K","22","PARAPETS","979786","CIP","K194","3117 AVENUE W","Brooklyn","11225","BROOKLYN","40.596757","-73.933499","315","46","3201629","3073930001","570","BK1503","(40.596757, -73.933499)","23-May"
"P.S. 209 - QUEENS","Q","25","FY22 RESO A AUDITORIUM UPGRADE","263000","CIP","Q209","16-10 UTOPIA PARKWAY","Queens","11225","QUEENS","40.783608","-73.794654","407","19","4128717","4057340001","1017","QN0703","(40.783608, -73.794654)","23-May"
"I.S. 232 - BRONX","X","9","IPDVS CAMERA INSTALLATION","129250","CIP","X082","1700 MACOMBS ROAD","Bronx","11225","BRONX","40.849532","-73.916077","205","14","2008460","2028660070","21502","BX0501","(40.849532, -73.916077)","23-May"
"I.S. 73 - QUEENS","Q","24","IPDVS CAMERA INSTALLATION","245000","CIP","Q073","70-02 54 AVENUE","Queens","11225","QUEENS","40.729215","-73.893624","405","30","4058611","4025030031","49302","QN0501","(40.729215, -73.893624)","23-May"
"I.S. 34 - STATEN ISLAND","R","31","MASONRY / PARAPETS / ROOFS / WINDOWS","23246400","CIP","R034","528 ACADEMY AVENUE","Staten Island","11225","STATEN IS","40.508284","-74.243428","503","51","5088090","5078940001","24401","SI0305","(40.508284, -74.243428)","23-May"
"P.S. 51 - QUEENS","Q","27","EXTERIOR MASONRY / ROOFS / WINDOWS","4814000","CIP","Q051","87-45 117TH STREET","Queens","11225","QUEENS","40.699015","-73.832356","409","29","4449704","4093270026","122","QN0902","(40.699015, -73.832356)","23-May"
"P.S. 142 - MANHATTAN","M","1","EXTERIOR MASONRY / PARAPETS / ROOFS","8640000","CIP","M142","100 ATTORNEY STREET","Manhattan","11225","MANHATTAN","40.718383","-73.984452","103","1","1004080","1003430001","1402","MN0302","(40.718383, -73.984452)","23-May"
"P.S. 98 - QUEENS","Q","26","ASPHALT FLOORING","695000","CIP","Q098","40-20 235 STREET","Queens","11225","QUEENS","40.769271","-73.749369","411","19","4168629","4080820285","1483","QN1103","(40.769271, -73.749369)","23-May"
"P.S. 124 - QUEENS","Q","27","IPDVS / IPDVS FULL CAMERA UPGRADE / IPDVS INSTALLATION","614000","CIP","Q124","129-15 150 AVENUE","Queens","11225","QUEENS","40.665058","-73.811701","410","28","4257530","4118820001","84602","QN1001","(40.665058, -73.811701)","23-May"
"P.S. 303 - QUEENS","Q","28","EXTERIOR MASONRY / PARAPETS / ROOF REPLACEMENT","5063000","CIP","Q003","68-60 110TH STREET","Queens","11225","QUEENS","40.7261","-73.843502","406","29","4607345","4022180021","739","QN0602","(40.7261, -73.843502)","23-May"
"P.S. 32 - QUEENS","Q","25","Addition","48373773","CAP","Q032","171-11 35 AVENUE","Queens","11358","QUEENS","40.764763","-73.794683","407","19","4118954","4052560001","1141","QN0704","(40.764763, -73.794683)","23-May"
"GEORGE WESTINGHOUSE VOC. HS","K","13","LSP- VACUUM PUMP & STEAM TRAPS REPLACEMENT","175902","CIP","K580","105 JOHNSON STREET","Brooklyn","11225","BROOKLYN","40.694926","-73.986015","302","33","3348041","3001310001","13","BK0202","(40.694926, -73.986015)","23-May"
"P.S. 4 - STATEN ISLAND","R","31","CHILLER COMPRESSOR REPLACEMENT","3930000","CIP","R004","200 NEDRA LANE","Staten Island","11225","STATEN IS","40.552975","-74.194597","503","51","5079499","5060250030","17013","SI0303","(40.552975, -74.194597)","23-May"
"I.S. 221 - BRONX","X","7","LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","64670","CIP","X149","360 EAST 145 STREET","Bronx","11225","BRONX","40.813785","-73.92032","201","8","2097038","2023060054","43","BX0101","(40.813785, -73.92032)","23-May"
"SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1","K","14","PLAY YARD","579000","CIP","K033","70 TOMPKINS AVENUE","Brooklyn","11225","BROOKLYN","40.697152","-73.946641","303","36","3048517","3017430018","257","BK0301","(40.697152, -73.946641)","23-May"
"P.S. 126 - BRONX","X","9","PATH OF TRAVEL PLAYGROUND REDEVELOPMENT / PLAYGROUND REDEVELOPMENT","5279000","CIP","X126","175 WEST 166 STREET","Bronx","11225","BRONX","40.835784","-73.928324","204","16","2003495","2025260083","199","BX0402","(40.835784, -73.928324)","23-May"
"QUEENS COLLEGIATE SCHOOL - QUEENS","Q","28","WEST AREAWAY DRAINS","3069000","CIP","Q470","167-01 GOTHIC DRIVE","Queens","11225","QUEENS","40.713218","-73.797237","408","24","4448806","4098580100","452","QN0805","(40.713218, -73.797237)","23-May"
"PROGRESS HS - K","K","14","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","59377100","CIP","K450","850 GRAND STREET","Brooklyn","11225","BROOKLYN","40.712184","-73.939722","301","34","3325733","3030160001","485","BK0104","(40.712184, -73.939722)","23-May"
"M.S. 137 - QUEENS","Q","27","LSP DOMESTIC WATER HEATER REPLACEMENT","165074.9","CIP","Q137","109-15 98TH STREET","Queens","11225","QUEENS","40.6781","-73.839948","410","32","4467457","4091720001","86","QN1002","(40.6781, -73.839948)","23-May"
"P.S. 98 - QUEENS","Q","26","FY20 RESO A SUPPLEMENTAL COOLING","410000","CIP","Q098","40-20 235 STREET","Queens","11225","QUEENS","40.769271","-73.749369","411","19","4168629","4080820285","1483","QN1103","(40.769271, -73.749369)","23-May"
"M.S./H.S. 342 - BRONX","X","10","ELECTRICAL SYSTEMS / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","39151000","CIP","X430","2780 RESERVOIR AVENUE","Bronx","11225","BRONX","40.870293","-73.898309","207","11","2015241","2032470070","409","BX0702","(40.870293, -73.898309)","23-May"
"P.S. 87 - BRONX","X","11","Addition","50415938","CAP","X087","1935 BUSSING AVENUE","Bronx","10466","BRONX","40.895104","-73.845968","212","12","2069061","2050180001","428","BX1203","(40.895104, -73.845968)","23-May"
"HS OF COMPUTERS & TECHNOLOGY - X","X","11","RESO A GYMNASIUM UPGRADE","2420000","CIP","X425","800 EAST GUN HILL ROAD","Bronx","11225","BRONX","40.875953","-73.86197","212","12","2057045","2046330040","372","BX1201","(40.875953, -73.86197)","23-May"
"BACCALAUREATE SCL FOR GLOBAL ED-Q","Q","30","LSP- DOMESTIC HOT WATER HEATER REPLACEMENT","180224","CIP","Q798","34-12 36TH AVENUE","Queens","11225","QUEENS","40.755366","-73.927169","401","26","4009499","4006340036","55","QN0105","(40.755366, -73.927169)","23-May"
"P.S. @ 140 BEACH 112 STREET - QUEENS","Q","27","Lease","0","CAP","Q593","140 BEACH 112 STREET","Queens","11694","QUEENS","40.57978","-73.833131","414","32","4303856","4161840001","938","QN1403","(40.57978, -73.833131)","23-May"
"P.S. 11 - MANHATTAN","M","2","ACCESSIBILITY / EXTERIOR MASONRY / PARAPETS / ROOF REPLACEMENT","30344508","CIP","M011","320 WEST 21 STREET","Manhattan","11225","MANHATTAN","40.744349","-74.000253","104","3","1013260","1007440024","89","MN0401","(40.744349, -74.000253)","23-May"
"P.S. 174 - QUEENS","Q","28","Addition","49672074","CAP","Q174","65-10 DIETERLE CRESCENT","Queens","11374","QUEENS","40.720924","-73.86135","406","30","4073904","4031340024","69702","QN0601","(40.720924, -73.86135)","23-May"
"P.S. 37 - BRONX","X","10","PA SYSTEM REPLACEMENT","505000","CIP","X037","360 W 230TH STREET","Bronx","11225","BRONX","40.880263","-73.910466","208","11","2097990","2057160725","29302","BX0803","(40.880263, -73.910466)","23-May"
"LONGWOOD PREPARATORY ACADEMY","X","8","FLOOD ELIMINATION","1579599","CIP","X039","965 LONGWOOD AVENUE","Bronx","11225","BRONX","40.817512","-73.898212","202","17","2005616","2027100001","87","BX0202","(40.817512, -73.898212)","23-May"
"I.S. 281 - BROOKLYN","K","21","FY20 RESO A AUDITORIUM UPGRADE / FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE","692384","CIP","K281","8787 24 AVENUE","Brooklyn","11225","BROOKLYN","40.595341","-73.993457","311","47","3186626","3068910001","304","BK1103","(40.595341, -73.993457)","23-May"
"ALFRED E. SMITH HS - X","X","7","ROOM CONVERSION / UPGRADE PLUMBING SHOP-RM B-50 & ELE","9144400","CIP","X600","333 EAST 151 STREET","Bronx","11225","BRONX","40.818232","-73.919867","201","17","2001874","2024110022","67","BX0102","(40.818232, -73.919867)","23-May"
"P.S. 253 - QUEENS","Q","27","LSP DOMESTIC WATER HEATER REPLACEMENT","133058.92","CIP","Q253","1307 CENTRAL AVENUE","Queens","11225","QUEENS","40.60729","-73.7494","414","31","4297972","4155410001","103202","QN1401","(40.60729, -73.7494)","23-May"
"EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K","K","19","ELECTRICAL WORK FOR A/C INITIATIVE","4510","CIP","K072","605 SHEPHERD AVENUE","Brooklyn","11225","BROOKLYN","40.669387","-73.879614","305","42","3090219","3040690001","1164","BK0502","(40.669387, -73.879614)","23-May"
"P.S. 200 - BROOKLYN","K","20","EXTERIOR MASONRY / PARAPETS / ROOFS","7947450","CIP","K200","1940 BENSON AVENUE","Brooklyn","11225","BROOKLYN","40.603188","-74.001408","311","38","3167818","3064070008","282","BK1102","(40.603188, -74.001408)","23-May"
"P.S. 239 - QUEENS","Q","24","LSP DOMESTIC WATER HEATER","165984.08","CIP","Q239","17-15 WEIRFIELD STREET","Queens","11225","QUEENS","40.699149","-73.903799","405","34","4435561","4035610001","553","QN0502","(40.699149, -73.903799)","23-May"
"HEADQTRS 65 CNTRL ADMIN. - K","K","15","ELEVATOR MODERNIZATION","800000","CIP","K801","65 COURT STREET","Brooklyn","11225","BROOKLYN","40.692012","-73.991227","302","33","3002557","3002660020","9","BK0201","(40.692012, -73.991227)","23-May"
"P.S. 26 - STATEN ISLAND","R","31","ELECTRICAL WORK FOR A/C INITIATIVE","3146.56","CIP","R026","4108 VICTORY BOULEVARD","Staten Island","11225","STATEN IS","40.591702","-74.190648","502","50","5107386","5026340001","29102","SI0204","(40.591702, -74.190648)","23-May"
"P.S. 117 - QUEENS","Q","28","ROOF REPLACEMENT","4550001","CIP","Q117","85-15 143RD STREET","Queens","11225","QUEENS","40.709463","-73.813376","408","24","4208040","4097230150","232","QN0805","(40.709463, -73.813376)","23-May"
"P.S. 137 - BROOKLYN","K","23","LSP- HOT WATER HEATER","96750","CIP","K137","121 SARATOGA AVENUE","Brooklyn","11225","BROOKLYN","40.682458","-73.917088","316","41","3040878","3015100001","373","BK1601","(40.682458, -73.917088)","23-May"
"P.S. 162 - QUEENS","Q","26","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6055000","CIP","Q162","201-02 53 AVENUE","Queens","11225","QUEENS","40.749036","-73.777213","411","20","4159363","4074100001","140901","QN1101","(40.749036, -73.777213)","23-May"
"P.S. 68 - BRONX","X","11","FACADE/MASONRY / PARAPETS / ROOFS / WATER INFILTRATION","7397800","CIP","X068","4011 MONTICELLO AVENUE","Bronx","11225","BRONX","40.891732","-73.838471","212","12","2067852","2049860081","426","BX1202","(40.891732, -73.838471)","23-May"
"I.S. 53 - QUEENS","Q","27","C OF O / COURTYARD CONCRETE SPALLING / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","17300000","CIP","Q053","10-45 NAMEOKE STREET","Queens","11225","QUEENS","40.603622","-73.749097","414","31","4298234","4155570025","103202","QN1401","(40.603622, -73.749097)","23-May"
"P.S. 20 - QUEENS","Q","25","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","6370000","CIP","Q020","142-30 BARCLAY AVENUE","Queens","11225","QUEENS","40.758689","-73.824832","407","20","4114657","4050470001","855","QN0707","(40.758689, -73.824832)","23-May"
"P.S. 333 - QUEENS","Q","27","EXTERIOR MASONRY / PARAPETS / ROOFS","8331000","CIP","Q198","3-65 BEACH 56 STREET","Queens","11225","QUEENS","40.593967","-73.786182","414","31","4301929","4158940011","97204","QN1402","(40.593967, -73.786182)","23-May"
"P.S. 18 - BRONX","X","7","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","850500","CIP","X018","502 MORRIS AVENUE","Bronx","11225","BRONX","40.816406","-73.92329","201","8","2000816","2023240008","51","BX0101","(40.816406, -73.92329)","23-May"
"P.S. 15 - BROOKLYN","K","15","GAS LEAK","16754.48","CIP","K015","71 SULLIVAN STREET","Brooklyn","11225","BROOKLYN","40.677343","-74.011558","306","38","3008585","3005660001","5301","BK0601","(40.677343, -74.011558)","23-May"
"P.S. 37 - QUEENS","Q","29","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","10283745","CIP","Q037","179-37 137 AVENUE","Queens","11225","QUEENS","40.67588","-73.758505","412","27","4279864","4129930118","352","QN1205","(40.67588, -73.758505)","23-May"
"H.S. @ 165-18 HILLSIDE AVENUE - QUEENS","Q","78","New","110755000","CAP","Q497","165-15 88 AVENUE","Queens","11432","QUEENS","40.708691","-73.796674","412","24","4000000","4098160039","460","QN1201","(40.708691, -73.796674)","23-May"
"P.S. 87 - QUEENS","Q","24","IDA GYM FLOOR REPLACEMENT @ Q087","396100","CIP","Q087","67-54 80 STREET","Queens","11225","QUEENS","40.711815","-73.871238","405","30","4091737","4037820027","621","QN0504","(40.711815, -73.871238)","23-May"
"P.S. 306 - BRONX","X","10","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","17298000","CIP","X306","40 WEST TREMONT AVENUE","Bronx","11225","BRONX","40.851815","-73.91118","205","14","2098721","2028620014","217","BX0501","(40.851815, -73.91118)","23-May"
"P.S. 184 - BROOKLYN","K","23","EXTERIOR MASONRY / PARAPETS / PLAYGROUND SURFACES / ROOFS","9354000","CIP","K184","273 NEWPORT STREET","Brooklyn","11225","BROOKLYN","40.659966","-73.904901","316","41","3082391","3036060001","918","BK1602","(40.659966, -73.904901)","23-May"
