"siteid","inspectionid","inpectiondate","location","question1","question2","_2_option1","_2_option2","_2_option3","_2_option4","_2_option5","_2_option6","_2_ticketnumber","_2_bikeidnumber","_2_multipleinstances","_2_ticketcomments","question3","_3_option1","_3_option2","_3_option3","_3_option4","_3_ticketnumber","_3_ticketcomments","question4","_4_option1","_4_option2","_4_option3","_4_option4","_4_ticketnumber","_4_ticketcomments","question5","question6","question7","question8","_8_option1","_8_option2","_8_option3","_8_ticketnumber","_8_bikeidnumber","_8_ticketcomments","question9","question10"
"7685.14","76995","2018-11-13T12:31:45.000Z","Mt Morris Park West and West 120th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5666.04","112432","2020-02-04T13:14:26.000Z","Meserole Avenue and Manhattan Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4821.06","82434","2019-04-01T13:29:36.000Z","Cadman Plaza East and Red Cross Place","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5359.11","100804","2019-12-10T13:07:38.000Z","Leonard Street and Church Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6239.08","85949","2019-07-03T14:17:06.000Z","East 31st Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4519.02","113197","2020-02-21T12:12:38.000Z","Greene Avenue and Nostrand Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4956.02","78210","2018-12-12T13:33:26.000Z","Humboldt Street and Varet Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6280.12","86445","2019-07-22T11:51:50.000Z","East 32nd Street and Park Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"3996.01","112736","2020-02-10T13:27:12.000Z","7th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6464.08","75947","2018-10-16T10:49:33.000Z","East 45th Street and Third Avenue","No","No",,,,,"Yes",,,,"No","Missing delineator in front of dock 27","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5125.07","88584","2019-10-01T12:56:08.000Z","Broadway and Roebling Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7260.09","77491","2018-11-21T15:27:33.000Z","Amsterdam Avenue and West 73rd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7123.04","87523","2019-08-27T10:53:53.000Z","West 64th Street and Thelonious Monk Circle","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4237.02","113189","2020-02-21T10:38:13.000Z","Albany Avenue and Fulton Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7563.06","82887","2019-04-15T14:25:19.000Z","East 116th Street and Second Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6682.03","112419","2020-02-03T12:43:26.000Z","East 58th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6765.01","85590","2019-06-24T12:45:33.000Z","Hudson River Greenway and West 40th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7098.05","72801","2018-07-31T10:57:06.000Z","27th Avenue and 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6647.10","74300","2018-09-05T14:55:49.000Z","31st Street and 35th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6322.01","83232","2019-04-24T12:27:58.000Z","East 33rd Street and Fifth Avenue","No","No",,,,,"Yes",,,,"No","Damaged delineators by dock 37","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4339.01","100845","2019-12-11T12:47:26.000Z","Butler Street and Court Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7243.04","99788","2019-11-08T14:27:36.000Z","East 84th Street and Park Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7265.10","80201","2019-02-05T13:29:10.000Z","East 89th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6806.06","88298","2019-09-20T12:15:58.000Z","35th Avenue and 10th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4166.08","77027","2018-11-14T12:18:38.000Z","Prospect Place and Sixth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4446.01","76474","2018-10-29T12:01:49.000Z","Bergen Street and Smith Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7611.02","100590","2019-12-05T09:31:27.000Z","East 118th Street and Third Avenue","No","No","Yes",,,,,,,,"No","Excessive litter","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5914.08","88761","2019-10-07T11:39:54.000Z","Greenwich Avenue and Charles Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5332.10","76881","2018-11-08T15:30:32.000Z","Jackson Street and Leonard Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5746.14","77018","2018-11-14T11:56:49.000Z","East 11th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6212.08","78058","2018-12-06T13:00:43.000Z","Vernon Boulevard and 47th Road","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5746.14","113813","2020-03-09T10:46:44.000Z","East 11th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6602.03","75857","2018-10-15T11:23:52.000Z","West 41st Street and Eighth Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5561.04","74862","2018-09-19T12:10:30.000Z","Mott Street and Prince Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7619.05","75283","2018-10-01T11:51:42.000Z","West 107th Street and Columbus Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6538.03","98948","2019-10-15T12:55:42.000Z","28th Street and 38th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5863.07","72660","2018-07-26T11:50:54.000Z","East 15th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7596.10","83822","2019-05-08T14:05:02.000Z","East 118th Street and First Avenue","No","No",,,,,,"Yes",,,"No","Remove graffiti from dock #4","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4677.10","82441","2019-04-01T14:01:46.000Z","Cadman Plaza East and Johnson Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7323.10","72394","2018-07-18T15:58:04.000Z","Fifth Avenue and East 88th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7704.04","112662","2020-02-10T10:56:03.000Z","Adam Clayton Powell Boulevard and West 123rd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3776.05","100089","2019-11-18T14:02:42.000Z","Montgomery Street and Franklin Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6416.08","87417","2019-08-22T12:52:28.000Z","Ninth Avenue and West 28th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7735.23","81949","2019-03-20T11:58:58.000Z","East 128th Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4054.02","76656","2018-10-31T13:39:57.000Z","Wolcott Street and Dwight Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5351.03","82291","2019-03-27T15:33:03.000Z","Bayard Street and Baxter Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6289.06","73054","2018-08-06T11:47:22.000Z","Broadway and West 29th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6306.06","75608","2018-10-10T11:00:35.000Z","West 22nd Street and Tenth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5382.06","81277","2019-03-04T10:40:44.000Z","Grand Street and Elizabeth Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6257.03","77064","2018-11-14T13:06:28.000Z","West 24th Street and Seventh Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7504.12","112090","2020-01-23T13:16:38.000Z","East 109th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6379.03","85829","2019-07-02T09:29:28.000Z","First Avenue and East 44th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7360.10","112215","2020-01-27T13:06:06.000Z","Amsterdam Avenue and West 82nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7636.05","76030","2018-10-16T15:20:10.000Z","East 123rd Street and Lexington Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6920.03","72880","2018-07-31T14:37:46.000Z","West 54th Street and Ninth Avenue","No","No",,,,,"Yes",,,,"No","Damaged delineator near kiosk","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7003.03","112378","2020-01-31T12:30:18.000Z","Vernon Boulevard and 30th Road","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5581.01","74766","2018-09-18T12:14:50.000Z","Nassau Avenue and Russell Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7436.11","76036","2018-10-16T15:43:39.000Z","Second Avenue and East 104th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3803.05","77483","2018-11-21T15:02:55.000Z","Sixth Avenue and 12th Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7159.08","99649","2019-11-06T12:40:13.000Z","Astoria Park South and Shore Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7538.12","113538","2020-03-02T12:12:32.000Z","Central Park West and West 100th Street","No","No",,,,,"Yes",,,,"No","Missing street treatment (needs striping and delineators)","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4148.07","100068","2019-11-18T13:03:56.000Z","Pacific Street and Classon Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4148.07","112694","2020-02-10T12:18:13.000Z","Pacific Street and Classon Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4157.10","86376","2019-07-18T12:26:28.000Z","Bergen Street and Vanderbilt Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6593.13","88799","2019-10-07T13:37:45.000Z","West 45th Street and Sixth Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7524.09","81810","2019-03-18T11:58:51.000Z","West End Avenue and West 94th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7622.12","77652","2018-11-27T12:59:01.000Z","Second Avenue Service Road and East 122nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4413.08","79683","2019-01-24T12:40:02.000Z","Warren Street and Court Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5300.06","83705","2019-05-07T12:13:52.000Z","Union Avenue and Jackson Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7727.07","81900","2019-03-19T13:35:29.000Z","Amsterdam Avenue and West 119th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5137.11","73215","2018-08-08T13:26:44.000Z","Fulton Street and William Street","No","No",,,,,"Yes",,,,"No","Missing all delineators","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4208.11","112800","2020-02-11T13:21:06.000Z","Baltic Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4266.03","86289","2019-07-16T13:16:09.000Z","Clinton Street and Union Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7622.12","99849","2019-11-13T12:47:45.000Z","Second Avenue Service Road and East 122nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5300.06","76200","2018-10-22T12:25:38.000Z","Union Avenue and Jackson Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4596.09","85731","2019-06-27T14:13:31.000Z","Lawrence Street and Willoughby Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6429.01","74783","2018-09-18T13:27:09.000Z","Queens Plaza North and Crescent Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6779.04","85906","2019-07-02T13:54:25.000Z","Broadway and West 51st Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7617.07","112938","2020-02-13T14:37:02.000Z","Central Park North and Adam Clayton Powell Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6064.08","83112","2019-04-22T13:08:24.000Z","West 18th Street and Sixth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5329.03","79169","2019-01-09T12:58:09.000Z","Hudson River Greenway and Chambers Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5679.05","84904","2019-06-04T12:49:30.000Z","Mercer Street and Bleecker Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6382.05","81727","2019-03-14T12:53:29.000Z","West 26th Street and Tenth Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5914.08","76946","2018-11-13T10:47:17.000Z","Greenwich Avenue and Charles Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6920.03","123983","2020-03-12T14:25:47.000Z","West 54th Street and Ninth Avenue","No","No",,,,,"Yes",,,,"No","Missing street treatment (striping and delineators)","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5679.05","113939","2020-03-10T12:23:38.000Z","Mercer Street and Bleecker Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4193.14","76627","2018-10-31T12:39:16.000Z","1st Place and Clinton Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4553.04","81202","2019-02-28T13:15:20.000Z","Kosciuszko Street and Tompkins Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4077.07","78024","2018-12-05T13:56:33.000Z","Court Street and Nelson Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6708.02","81858","2019-03-18T13:52:34.000Z","Broadway and West 49th Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4166.08","76454","2018-10-29T11:37:51.000Z","Prospect Place and Sixth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4565.04","86204","2019-07-15T12:04:50.000Z","Schermerhorn Street and Court Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3704.01","85619","2019-06-24T14:17:20.000Z","Franklin Avenue and Empire Boulevard","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6614.01","101333","2020-01-03T12:04:15.000Z","28th Street and 36th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4199.12","84366","2019-05-22T12:29:57.000Z","Carlton Avenue and Dean Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7144.01","75791","2018-10-12T13:19:14.000Z","31st Street and 23rd Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6819.15","75136","2018-09-26T12:29:51.000Z","31st Avenue and 34th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6779.04","100375","2019-11-26T15:40:40.000Z","Broadway and West 51st Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4107.05","76573","2018-10-30T14:18:10.000Z","Franklin Avenue and St. Marks Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7260.09","72210","2018-07-16T10:41:43.000Z","Amsterdam Avenue and West 73rd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7178.02","77429","2018-11-21T11:53:09.000Z","23rd Avenue and 27th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6278.04","73591","2018-08-17T15:25:54.000Z","44th Drive and 21st Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4936.01","77622","2018-11-27T09:54:23.000Z","Front Street and Washington Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6989.07","78141","2018-12-11T13:54:48.000Z","31st Street and Astoria Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4392.04","113190","2020-02-21T10:43:31.000Z","Putnam Avenue and Throop Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7344.05","77548","2018-11-26T11:19:19.000Z","East 91st Street and Park Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4829.01","81967","2019-03-20T12:29:09.000Z","Columbia Heights and Cranberry Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6089.07","74986","2018-09-24T12:06:34.000Z","Lexington Avenue and East 24th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4821.06","88044","2019-09-12T11:59:12.000Z","Cadman Plaza East and Red Cross Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7436.11","112033","2020-01-22T14:37:18.000Z","Second Avenue and East 104th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7049.04","112810","2020-02-11T13:46:26.000Z","East 82nd Street and East End Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4419.03","73382","2018-08-14T14:25:24.000Z","Washington Avenue and Greene Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7059.01","72224","2018-07-16T11:20:18.000Z","Eleventh Avenue and West 59th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7304.08","81885","2019-03-19T13:06:21.000Z","West 82nd Street and Central Park West","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6682.08","79889","2019-01-30T11:08:11.000Z","York Avenue and East 60th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6765.01","72869","2018-07-31T13:37:05.000Z","Hudson River Greenway and West 40th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6920.03","72207","2018-07-16T10:27:33.000Z","West 54th Street and Ninth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6839.10","113918","2020-03-10T11:29:12.000Z","Grand Army Plaza and Central Park South","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6310.06","85313","2019-06-14T12:55:36.000Z","27th Street and Hunter Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6079.03","82084","2019-03-25T11:14:18.000Z","First Avenue and East 30th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6822.09","99706","2019-11-07T08:58:20.000Z","First Avenue and East 68th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6310.06","78091","2018-12-07T12:22:10.000Z","27th Street and Hunter Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5308.04","74892","2018-09-19T13:53:04.000Z","Metropolitan Avenue and Bedford Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3887.03","86896","2019-08-05T14:00:04.000Z","Carroll Street and Washington Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5905.12","82918","2019-04-16T12:13:25.000Z","Broadway and East 14th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4659.02","86132","2019-07-10T13:48:42.000Z","Myrtle Avenue and St. Edwards Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6896.16","101128","2019-12-19T13:40:50.000Z","East 68th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6958.06","84533","2019-05-28T11:25:38.000Z","Crescent Street and 30th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7159.08","74987","2018-09-24T12:07:57.000Z","Astoria Park South and Shore Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4546.04","112668","2020-02-10T11:37:20.000Z","DeKalb Avenue and South Portland Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6614.01","73534","2018-08-16T12:37:21.000Z","28th Street and 36th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6948.11","101457","2020-01-07T10:18:17.000Z","Broadway and West 60th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6233.05","74734","2018-09-17T13:41:22.000Z","West 16th Street and Tenth Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5125.03","84767","2019-05-31T10:25:02.000Z","Williamsburg Bridge and South 5th Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6212.08","100792","2019-12-10T12:49:07.000Z","Vernon Boulevard and 47th Road","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6151.03","73595","2018-08-17T15:46:20.000Z","47th Avenue and 31st Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7049.04","76023","2018-10-16T14:57:05.000Z","East 82nd Street and East End Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5433.03","113217","2020-02-21T12:57:32.000Z","Richardson Street and North Henry Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6227.02","77185","2018-11-15T14:58:11.000Z","31st Street and Thomson Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5506.14","113853","2020-03-09T12:12:04.000Z","East 6th Street and Avenue D","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7409.08","75418","2018-10-03T13:11:27.000Z","West 84th Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
