"the_geom","job_number","job_type","residflag","nonresflag","job_status","compltyear","permityear","classainit","classaprop","classanet","hotelinit","hotelprop","otherbinit","otherbprop","unitsco","boro","bin","bbl","addressnum","addressst","occ_init","occ_prop","job_desc","datefiled","datepermit","datelstupd","datecomplt","zoningdst1","zoningdst2","zoningdst3","specldst1","specldst2","landmark","floorsinit","floorsprop","enlargemnt","ownership","cenblock10","bctcb2010","bct2010","nta2010","ntaname10","commntydst","councildst","schsubdist","schcommnty","schelmntry","schmiddle","firecmpany","firebattln","firedivsn","policepcnt","pl_firm07","pl_pfirm15","latitude","longitude","geomsource","dcpedited","version","location","bldg_class","centract10","cenblock20","centract20","bctcb2020","bct2020","nta2020","ntaname20","cdta2020","cdtaname20"
"POINT (1005952.11898534 192654.33193275332)","321282919","Alteration","Residential",,"3. Permitted for Construction",,"2016","2.0","1.0","-1.0","0","0","0","0","0.0","3","3075379","3032960040","1212A","GREENE AVENUE","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2015-12-04T00:00:00.000","2016-04-20T00:00:00.000","2017-06-28T00:00:00.000",,"R6",,,,,,"3.0","3.0",,"Private For-Profit: Corporation","360470419002001","30419002001","3041900","BK78","Bushwick South","304","34","32_1","32","86","406","E277","37","15","083",,,"40.6954500165","-73.9217391104","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9217391104 40.6954500165)","B9","36047041900","360470419002001","36047041900","30419002001","3041900","BK0402","Bushwick (East)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (983945.5150327533 159948.06007508934)","320991423","New Building","Residential",,"5. Completed Construction","2015","2014","0.0","6.0","6.0","0","0","0","0","6.0","3","3424048","3063717503","8616","19 AVENUE","Empty Site","Residential: 3 or More Units (R-2)",,"2014-05-06T00:00:00.000","2014-08-22T00:00:00.000","2015-10-20T00:00:00.000","2015-10-20T00:00:00.000","R5",,,,,,"0.0","3.0",,"Private For-Profit: Partnership","360470278002004","30278002004","3027800","BK28","Bensonhurst West","311","47","20_3","20","819","191","E243","42","08","062",,,"40.605705","-74.001098","Lat/Lon geosupport",,"22Q4","POINT (-74.001098 40.605705)","C2","36047027800","360470278002004","36047027800","30278002004","3027800","BK1101","Bensonhurst","BK11","BK11 Bensonhurst-Bath Beach (CD 11 Approximation)"
"POINT (997733.1856200844 183931.7407821715)","320908078","Alteration","Residential",,"5. Completed Construction","2020","2017","2.0","5.0","3.0","0","0","0","0","5.0","3","3032234","3012540028","812","ST JOHNS PLACE","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)","APPLICATION FILED FOR VERTICAL ENLARGEMENT FOR NEW FLOORS AND ADDITIONAL DWELLING UNITS.","2015-07-09T00:00:00.000","2017-06-20T00:00:00.000","2020-07-27T00:00:00.000","2020-05-11T00:00:00.000","R6B",,,,,,"3.0","5.0",,"Private For-Profit: Individual","360470317023001","30317023001","3031702","BK61","Crown Heights North","308","35","17_1","17","157","270","E280","38","15","077",,,"40.6715248289","-73.9513957302","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9513957302 40.6715248289)","C2","36047031702","360470317023001","36047031702","30317023001","3031702","BK0802","Crown Heights (North)","BK08","BK08 Crown Heights (North) (CD 8 Approximation)"
"POINT (986778.1107455045 172600.9619345963)","321023904","New Building","Residential",,"5. Completed Construction","2021","2015","0.0","4.0","4.0","0","0","0","0","4.0","3","3414215","3055977505","1176","42 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2014-12-24T00:00:00.000","2015-05-27T00:00:00.000","2021-04-16T00:00:00.000","2021-04-16T00:00:00.000","R6",,,,,,"0.0","4.0",,"Private For-Profit: Individual","360470224003000","30224003000","3022400","BK88","Borough Park","312","39","15_1","15","97","220","E282","48","11","066",,,"40.6404342222","-73.9908920693","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9908920693 40.6404342222)","R0","36047022400","360470224003000","36047022400","30224003000","3022400","BK1202","Borough Park","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (996213.7227797508 201508.10031442344)","321042242","New Building","Residential",,"5. Completed Construction","2019","2015","0.0","9.0","9.0","0","0","0","0","9.0","3","3256298","3023047504","140","NORTH 10 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2014-12-16T00:00:00.000","2015-12-08T00:00:00.000","2020-02-05T00:00:00.000","2019-12-27T00:00:00.000","R6A",,,,"GW",,"0.0","6.0",,"Private For-Profit: Corporation","360470517002003","30517002003","3051700","BK73","North Side-South Side","301","33","14_3","14","42","309","E229","35","11","094",,,"40.7197700415","-73.9568420454","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9568420454 40.7197700415)","R0","36047051700","360470517002003","36047051700","30517002003","3051700","BK0102","Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1005649.6405876726 193564.31666134298)","321042563","Demolition","Residential",,"5. Completed Construction","2015","2015","1.0","0.0","-1.0","0","0","0","0","0.0","3","3425863","3032660019","132A","STANHOPE STREET","Residential: 1-2 Family Houses (J-3)","Empty Site",,"2014-12-11T00:00:00.000","2015-03-24T00:00:00.000","2016-08-02T00:00:00.000","2015-03-24T00:00:00.000","R6",,,,,,"2.0","0.0",,"Private For-Profit: Other","360470421002001","30421002001","3042100","BK78","Bushwick South","304","37","32_1","32","79","302","E277","37","15","083",,,"40.6979484495","-73.9228270179","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9228270179 40.6979484495)","C1","36047042100","360470421002001","36047042100","30421002001","3042100","BK0401","Bushwick (West)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (985441.9470792562 194004.82726325095)","320597038","Alteration","Residential",,"5. Completed Construction","2017","2015","2.0","1.0","-1.0","0","0","0","0","1.0","3","3001654","3002240003","111","COLUMBIA HEIGHTS","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2014-12-04T00:00:00.000","2015-07-13T00:00:00.000","2017-12-18T00:00:00.000","2017-11-14T00:00:00.000","R6",,,"LH-1",,"Yes","4.0","4.0",,"Private For-Profit: Individual","360470001002002","30001002002","3000100","BK09","Brooklyn Heights-Cobble Hill","302","33","13_2","13","250","291","E205","32","11","084",,,"40.6991833396","-73.9957027971","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9957027971 40.6991833396)","A4","36047000100","360470001002002","36047000100","30001002002","3000100","BK0201","Brooklyn Heights","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (989854.3014435023 187613.51983591914)","321049904","Demolition","Residential",,"2. Approved Application",,,"7.0","0.0","-7.0","0","0","0","0","0.0","3","3018647","3009340010","79","4 AVENUE","Residential: Not Specified (RES)","Empty Site","DEMOLITION OF 4 STORY BUILDING","2015-05-27T00:00:00.000",,"2015-05-27T00:00:00.000",,"R8A",,,"EC",,,"4.0","0.0",,"Private For-Profit: Partnership","360470129012001","30129012001","3012901","BK37","Park Slope-Gowanus","306","39","13_1","13","233","282","E226","31","11","078",,,"40.6816389762","-73.9797953614","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9797953614 40.6816389762)","C7","36047012901","360470129012001","36047012901","30129012001","3012901","BK0602","Park Slope","BK06","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"POINT (994938.1442941725 164098.32178767025)","321061122","New Building","Residential",,"5. Completed Construction","2019","2015","0.0","14.0","14.0","0","0","0","0","14.0","3","3180868","3067420075","1329","EAST 13 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2015-01-16T00:00:00.000","2015-06-10T00:00:00.000","2019-12-24T00:00:00.000","2019-12-24T00:00:00.000","R7A",,,,,,"0.0","8.0",,"Private For-Profit: Individual","360470768003004","30768003004","3076800","BK43","Midwood","314","48","21_3","21","145","197","L156","33","15","070",,,"40.6170901772","-73.9615030296","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9615030296 40.6170901772)","D3","36047076800","360470768003003","36047076800","30768003003","3076800","BK1403","Midwood","BK14","BK14 Flatbush-Midwood (CD 14 Approximation)"
"POINT (992279.5797294229 189723.2036086768)","321066323","Alteration","Residential",,"9. Withdrawn",,,"2.0","2.0","0.0","0","0","0","0","0.0","3","3059434","3021200023","152","LAFAYETTE AVENUE","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)","RENOVATE TWO FAMILY RESIDENCE, ERECT PENTHOUSE.","2015-01-12T00:00:00.000",,"2015-02-19T00:00:00.000",,"R6B",,,,,"Yes","4.0","4.0",,"Private For-Profit: Individual","360470181004002","30181004002","3018100","BK68","Fort Greene","302","35","13_2","13","245","291","E210","31","11","088",,,"40.6874277095","-73.9710486047","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9710486047 40.6874277095)","B9","36047018100","360470181004002","36047018100","30181004002","3018100","BK0203","Fort Greene","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (992652.1134331673 190125.40326358378)","320513574","Alteration","Residential",,"5. Completed Construction","2014","2013","4.0","3.0","-1.0","0","0","0","0","3.0","3","3059121","3021050013","299","CLERMONT AVENUE","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)","CONVERT EXISTING FOUR (4) FAMILY TO THREE (3) FAMILY NEW REAR YARD CONCRETE SLAB","2013-05-15T00:00:00.000","2013-11-08T00:00:00.000","2014-04-02T00:00:00.000","2014-04-02T00:00:00.000","R6B",,,,,"Yes","4.0","4.0",,"Private For-Profit: Individual","360470197004002","30197004002","3019700","BK69","Clinton Hill","302","35","13_2","13","245","291","E210","31","11","088",,,"40.6885313094","-73.9697048311","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9697048311 40.6885313094)","C0","36047019700","360470197004002","36047019700","30197004002","3019700","BK0204","Clinton Hill","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (976389.7798161805 167148.40755100548)","320367447","Alteration","Residential",,"3. Permitted for Construction",,"2012","1.0","2.0","1.0","0","0","0","0","0.0","3","3152079","3060070053","361","83 STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2011-10-05T00:00:00.000","2012-03-13T00:00:00.000","2012-04-06T00:00:00.000",,"R4-1",,,"BR",,,"3.0","3.0",,"Private Non-Profit: Corporation","360470062001000","30062001000","3006200","BK31","Bay Ridge","310","43","20_1","20","772","217","E241","40","08","068",,,"40.625464985","-74.0283172972","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0283172972 40.625464985)","M9","36047006200","360470062001000","36047006200","30062001000","3006200","BK1001","Bay Ridge","BK10","BK10 Bay Ridge-Dyker Heights (CD 10 Approximation)"
"POINT (986812.3865955919 179754.12184083462)","321101598","New Building","Residential",,"5. Completed Construction","2018","2016","0.0","33.0","33.0","0","0","0","0","33.0","3","3425939","3008927504","695","6 AVENUE","Empty Site","Residential: 3 or More Units (R-2)",,"2015-03-24T00:00:00.000","2016-03-18T00:00:00.000","2019-06-12T00:00:00.000","2018-10-31T00:00:00.000","R6B",,,,,,"0.0","3.0",,"Private For-Profit: Partnership","360470147002000","30147002000","3014700","BK32","Sunset Park West","307","38","15_2","15","107","277","L122","48","11","072",,,"40.6600680864","-73.9907658488","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9907658488 40.6600680864)","R0","36047014700","360470147002000","36047014700","30147002000","3014700","BK0702","Sunset Park (West)","BK07","BK07 Sunset Park-Windsor Terrace (CD 7 Approximation)"
"POINT (998664.3294270933 196883.4885006696)","320516072","New Building","Residential","Non-Residential","5. Completed Construction","2014","2013","0.0","15.0","15.0","0","0","0","0","15.0","3","3071062","3030500001","49","MONTROSE AVENUE","Empty Site","Residential: 3 or More Units (R-2)","NEW RESIDENTIAL AND COMMUNITY FACILITY DEVELOPMENT","2013-03-08T00:00:00.000","2013-08-12T00:00:00.000","2015-03-30T00:00:00.000","2014-12-15T00:00:00.000","R6",,,,,,"0.0","6.0",,"Private For-Profit: Corporation","360470511002003","30511002003","3051100","BK90","East Williamsburg","301","34","14_2","14","39","404","L108","35","11","090",,,"40.7070729314","-73.9480113303","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9480113303 40.7070729314)","D7","36047051100","360470511002003","36047051100","30511002003","3051100","BK0104","East Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1008305.4171002507 193672.2934795022)","321105530","New Building","Residential",,"3. Permitted for Construction",,"2020","0.0","3.0","3.0","0","0","0","0","0.0","3","3424734","3033440130","1500","GATES AVENUE","Empty Site","Residential: 3 or More Units (R-2)",,"2017-05-01T00:00:00.000","2020-08-18T00:00:00.000","2020-09-10T00:00:00.000",,"R6",,,,,,"0.0","3.0",,"Private For-Profit: Individual","360470433003002","30433003002","3043300","BK77","Bushwick North","304","37","32_2","32","87","406","E271","28","11","083",,,"40.698238","-73.913249","Lat/Lon geosupport",,"22Q4","POINT (-73.913249 40.698238)","B9","36047043300","360470433003002","36047043300","30433003002","3043300","BK0402","Bushwick (East)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (1000668.0468763411 191521.79679626226)","320517160","Alteration","Residential","Non-Residential","5. Completed Construction","2016","2014","0.0","41.0","41.0","0","0","0","0","41.0","3","3338650","3017820027","880","DEKALB AVENUE","Commercial: Not Specified (COM)","Residential: 3 or More Units (R-2)","CONVERSION AND ENLARGEMENT OF EXISTING COMMERCIAL BUILDING IN ADDITION PARTIAL DEMO WITH REMOVAL OF EXISTING SPRINKLER SYSTEM.","2013-04-11T00:00:00.000","2014-11-06T00:00:00.000","2017-01-31T00:00:00.000","2016-11-25T00:00:00.000","R6A",,,,,,"1.0","7.0",,"Private For-Profit: Other","360470281003002","30281003002","3028100","BK35","Stuyvesant Heights","303","36","16_2","16","71","293","L102","57","11","079",,,"40.6923528496","-73.9407973218","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9407973218 40.6923528496)","D1","36047028100","360470281003003","36047028100","30281003003","3028100","BK0302","Bedford-Stuyvesant (East)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (981181.1465457529 162253.0183916688)","320356609","Alteration","Residential","Non-Residential","5. Completed Construction","2012","2011","2.0","2.0","0.0","0","0","0","0","2.0","3","3166040","3063580027","1432","86 STREET","Commercial: Not Specified (COM)","Commercial: Retail (M)",,"2011-08-31T00:00:00.000","2011-11-02T00:00:00.000","2012-07-27T00:00:00.000","2012-07-27T00:00:00.000","R4",,,,,,"2.0","2.0",,"Private For-Profit: Partnership","360470170002001","30170002001","3017000","BK27","Bath Beach","311","43","20_2","20","210","365","L149","42","08","062",,,"40.6120311127","-74.0110545313","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0110545313 40.6120311127)","S2","36047017000","360470170002001","36047017000","30170002001","3017000","BK1102","Bath Beach","BK11","BK11 Bensonhurst-Bath Beach (CD 11 Approximation)"
"POINT (990294.3238574266 186675.78385050595)","321161470","Alteration","Residential",,"9. Withdrawn",,,"36.0","36.0","0.0","0","0","0","0","0.0","3","3019034","3009417501","11","STERLING PLACE","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)",,"2014-08-06T00:00:00.000",,"2014-08-19T00:00:00.000",,"R6A","R6B",,,,,"5.0","5.0",,"Private For-Profit: Condo/Co-Op","360470129023001","30129023001","3012902","BK37","Park Slope-Gowanus","306","39","13_1","13","233","283","L105","57","11","078",,,"40.6790648138","-73.9782097187","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9782097187 40.6790648138)","R0","36047012902","360470129021001","36047012902","30129021001","3012902","BK0602","Park Slope","BK06","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"POINT (997252.5481299311 203917.65094150603)","321164752","Demolition","Residential",,"5. Completed Construction","2016","2016","2.0","0.0","-2.0","0","0","0","0","0.0","3","3065615","3026190054","1030","LORIMER STREET","Residential: Not Specified (RES)","Empty Site",,"2015-08-05T00:00:00.000","2016-02-03T00:00:00.000","2016-06-16T00:00:00.000","2016-02-03T00:00:00.000","R6B",,,,,,"3.0","0.0",,"Private For-Profit: Partnership","360470561003002","30561003002","3056100","BK76","Greenpoint","301","33","14_3","14","45","403","L106","28","11","094",,,"40.7263822094","-73.9530898061","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9530898061 40.7263822094)","B1","36047056100","360470561003002","36047056100","30561003002","3056100","BK0101","Greenpoint","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (1017951.2170343399 188278.39678700268)","321177542","Alteration","Residential",,"3. Permitted for Construction",,"2018","1.0","2.0","1.0","0","0","0","0","0.0","3","3092024","3041250025","140","LOGAN STREET","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)",,"2015-07-21T00:00:00.000","2018-08-22T00:00:00.000","2018-08-22T00:00:00.000",,"R4",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360471174001005","31174001005","3117400","BK83","Cypress Hills-City Line","305","37","19_1","19","206","411","E332","44","15","075",,,"40.6834015325","-73.8784898125","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8784898125 40.6834015325)","A9","36047117400","360471174001007","36047117400","31174001007","3117400","BK0501","Cypress Hills","BK05","BK05 East New York-Cypress Hills (CD 5 Approximation)"
"POINT (1057303.9185125083 208061.29258859158)","402382676","New Building","Residential",,"3. Permitted for Construction",,"2006","0.0","1.0","1.0","0","0","0","0","0.0","4","4166054","4079210068","80-15","235 STREET","Empty Site","Residential: 1-2 Family Houses (J-3)",,"2006-05-12T00:00:00.000","2006-07-12T00:00:00.000","2022-01-21T00:00:00.000",,"R2",,,,,,"0.0","2.0",,"Private For-Profit: Individual","360811301001002","41301001002","4130100","QN43","Bellerose","413","23","26_1","26","486","15","L162","53","14","105",,,"40.7374633407","-73.7363874115","BIN DOB buildingfootprints",,"22Q4","POINT (-73.7363874115 40.7374633407)","A1","36081130100","360811301001002","36081130100","41301001002","4130100","QN1302","Bellerose","QN13","QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation)"
