"centername","legalname","building","street","borough","zipcode","phone","permitnumber","permitexp","status","agerange","maximumcapacity","dc_id","programtype","facilitytype","childcaretype","bin","url","datepermitted","actual","violationratepercent","violationavgratepercent","totaleducationalworkers","averagetotaleducationalworkers","publichealthhazardviolationrate","averagepublichealthhazardiolationrate","criticalviolationrate","avgcriticalviolationrate","inspectiondate","regulationsummary","violationcategory","healthcodesubsection","violationstatus","inspectionsummaryresult"
"OUR LADY STAR OF THE SEA PRESCHOOL","OUR LADY STAR OF THE SEA SCHOOL","5411","AMBOY ROAD","STATEN ISLAND","10312","718-984-5750",,"2116-05-25T00:00:00.000","Active","3 YEARS - 5 YEARS","25","DC1386","PRESCHOOL","SBCC","School Based Child Care","5081445",,,,"0","45.1817","1","8.0094","0","23.3017","0","35.2291","2022-03-16T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"SY SEIT, LLC","SY SEIT, LLC","35-10","156 STREET","QUEENS","11354","646-404-2106","105158","2024-05-01T00:00:00.000","Permitted",,"39","DC38537","PRESCHOOL","GDC","Child Care - Pre School","4119270","www.syseit.com","2020-05-01T12:50:20.000","Y","50","21.905","6","11.9769","16.6667","6.1285","50","18.9541","2021-11-30T00:00:00.000","Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection","PUBLIC HEALTH HAZARD","47.19(c)(2)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"SY SEIT, LLC","SY SEIT, LLC","35-10","156 STREET","QUEENS","11354","646-404-2106","105158","2024-05-01T00:00:00.000","Permitted",,"39","DC38537","PRESCHOOL","GDC","Child Care - Pre School","4119270","www.syseit.com","2020-05-01T12:50:20.000","Y","50","21.905","6","11.9769","16.6667","6.1285","50","18.9541","2021-11-30T00:00:00.000","Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection","PUBLIC HEALTH HAZARD","47.19(c)(2)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"SY SEIT, LLC","SY SEIT, LLC","35-10","156 STREET","QUEENS","11354","646-404-2106","105158","2024-05-01T00:00:00.000","Permitted",,"39","DC38537","PRESCHOOL","GDC","Child Care - Pre School","4119270","www.syseit.com","2020-05-01T12:50:20.000","Y","50","21.905","6","11.9769","16.6667","6.1285","50","18.9541","2021-11-30T00:00:00.000","Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection","PUBLIC HEALTH HAZARD","47.19(c)(2)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"SY SEIT, LLC","SY SEIT, LLC","35-10","156 STREET","QUEENS","11354","646-404-2106","105158","2024-05-01T00:00:00.000","Permitted",,"39","DC38537","PRESCHOOL","GDC","Child Care - Pre School","4119270","www.syseit.com","2020-05-01T12:50:20.000","Y","50","21.905","6","11.9769","16.6667","6.1285","50","18.9541","2021-11-30T00:00:00.000","Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection","PUBLIC HEALTH HAZARD","47.19(c)(2)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"SY SEIT, LLC","SY SEIT, LLC","35-10","156 STREET","QUEENS","11354","646-404-2106","105158","2024-05-01T00:00:00.000","Permitted",,"39","DC38537","PRESCHOOL","GDC","Child Care - Pre School","4119270","www.syseit.com","2020-05-01T12:50:20.000","Y","50","21.905","6","11.9769","16.6667","6.1285","50","18.9541","2021-11-30T00:00:00.000","Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection","PUBLIC HEALTH HAZARD","47.19(c)(2)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"ST. EPHREM CATHOLIC ACADEMY","ST. EPHREM CATHOLIC ACADEMY SUMMER CAMP/SCHOOL","924","74TH ST","BROOKLYN","11228","718-833-1440","105350","2023-09-15T00:00:00.000","Permitted","0 YEARS - 16 YEARS","0","DC40466","ALL AGE CAMP","Camp","Camp","3328831","stephremacademy.org","2021-05-27T10:57:48.000","Y","0","26.8868","0","1","0","14.2558","0","21.8553","2022-07-12T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"MAGEN DAVID YESHIVAH - EARLY CHILDHOOD CENTER","Magen David Yeshivah - Early Childhood Center","2170","MCDONALD AVENUE","BROOKLYN","11223","718-265-3331","104276","2023-10-26T00:00:00.000","Permitted","0 YEARS - 2 YEARS","135","DC36185","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3190443",,"2017-10-26T14:29:37.000","Y","75","17.4391","40","8.4034","25","4.9984","50","15.3835","2020-11-18T00:00:00.000","At time of inspection diaper changing counter Not properly constructed. Diaper changing area observed Not to be adjacent to a hand wash sink with adequate hot and cold running water.","CRITICAL","47.43(h)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"A HOUSE ON BEEKMAN, INC.","A HOUSE ON BEEKMAN, INC.","390","JACKSON AVENUE","BRONX","10454","972-841-8120","79237","2025-01-14T00:00:00.000","Permitted","2 YEARS - 5 YEARS","41","DC31728","PRESCHOOL","GDC","Child Care - Pre School","2003865","www.ahouseonbeekman.org","2015-01-14T00:00:00.000","Y","28.5714","21.905","8","11.9769","14.2857","6.1285","28.5714","18.9541","2020-09-17T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Previously closed program re-opened"
"PACCOR KIDS","AUNTY JEANS PLACE, INC","118-17","GUY R BREWER BOULEVARD","QUEENS","11434","718-525-9620","6781","2024-12-17T00:00:00.000","Permitted","2 YEARS - 5 YEARS","97","DC2924","PRESCHOOL","GDC","Child Care - Pre School","4448582",,"2004-12-17T00:00:00.000","N","50","21.905","10","11.9769","25","6.1285","50","18.9541","2022-09-27T00:00:00.000","Teacher to child ratios and group size maintained in Group Child Care program","PUBLIC HEALTH HAZARD","47.23(f)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"EAST SIDE HOUSE SETTLEMENT HEAD START/DAY CARE","EAST SIDE HOUSE SETTLEMENT","375","EAST 143RD STREET","BRONX","10454","718-292-5335","2094","2024-11-10T00:00:00.000","Permitted","2 YEARS - 5 YEARS","80","DC182","PRESCHOOL","GDC","Child Care - Pre School","2091101","eastsidehouse.org","2004-11-10T00:00:00.000","N","50","21.905","13","11.9769","0","6.1285","50","18.9541","2022-11-16T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"CHAI TOTS PRESCHOOL  OF WINDSOR TERRACE (PRESCHOOL )","RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN,INC.","1266","PROSPECT AVENUE","BROOKLYN","11218","718-633-3979","7919","2024-09-09T00:00:00.000","Permitted","2 YEARS - 5 YEARS","14","DC18006","PRESCHOOL","GDC","Child Care - Pre School","3122470","CHAITOTSPRESCHOOL.COM","2008-09-09T00:00:00.000","Y","40","21.905","17","11.9769","0","6.1285","40","18.9541","2022-03-15T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"SUNSHINE LEARNING CENTER","SUNSHINE LC OF MORRIS AVENUE, LLC","253","EAST 142 STREET","BRONX","10451","718-989-9807","103791","2024-09-01T00:00:00.000","Permitted","2 YEARS - 5 YEARS","108","DC33669","PRESCHOOL","GDC","Child Care - Pre School","2127296","www.sunshinenewyork.com","2016-09-01T15:57:16.000","Y","25","21.905","12","11.9769","0","6.1285","25","18.9541","2022-10-19T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK","YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK","5","WEST 63 STREET","MANHATTAN","10023","212-912-2652","5205","2023-09-19T00:00:00.000","Permitted","0 YEARS - 2 YEARS","30","DC2224","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1027468","ymcanyc.org/westside","2004-07-01T00:00:00.000","N","14.2857","17.4391","7","8.4034","0","4.9984","14.2857","15.3835","2022-12-09T00:00:00.000","Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.","GENERAL","47.13(f)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK","YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK","5","WEST 63 STREET","MANHATTAN","10023","212-912-2652","5205","2023-09-19T00:00:00.000","Permitted","0 YEARS - 2 YEARS","30","DC2224","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1027468","ymcanyc.org/westside","2004-07-01T00:00:00.000","N","14.2857","17.4391","7","8.4034","0","4.9984","14.2857","15.3835","2022-12-09T00:00:00.000","Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.","GENERAL","47.13(f)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"CAMBA CORNERSTONE @ HOWARD","CAMBA","90","Watkins   Street","BROOKLYN","11212","718-226-0485","103715","2023-09-15T00:00:00.000","Permitted","0 YEARS - 16 YEARS","240","DC34313","ALL AGE CAMP","Camp","Camp","3348343","www.camba.org","2016-07-15T16:31:14.000","Y","66.6667","26.8868","0","1","33.3333","14.2558","33.3333","21.8553","2022-07-21T00:00:00.000","Electronic records accessible for review at time of inspection","PUBLIC HEALTH HAZARD","48.09(m)(4)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"THE SALVATION  ARMY TREMONT DAY CARE  CENTER","THE SALVATION ARMY","2121","WASHINGTON AVENUE","BRONX","10457","718-563-1530","7304","2023-05-31T00:00:00.000","Permitted","2 YEARS - 5 YEARS","20","DC11877","PRESCHOOL","GDC","Child Care - Pre School","2115960","salvationarmy.org","2004-03-23T00:00:00.000","Y","40","21.905","5","11.9769","20","6.1285","40","18.9541","2022-06-07T00:00:00.000","Exits and other egress Not provided with required signage at time of inspection.","CRITICAL","47.59(a)","CORRECTED","Compliance Inspection of Open Violations - Reinspection Required; Fines pending"
"FORT GEORGE COMMUNITY SERVICES, INC.","FORT GEORGE COMMUNITY SERVICES, INC.","601","WEST 186TH  STREET","MANHATTAN","10033","212-927-2210","7832","2023-10-27T00:00:00.000","Permitted","2 YEARS - 5 YEARS","51","DC17816","PRESCHOOL","GDC","Child Care - Pre School","1063981","www.fortgeorgecenter.org","2007-10-22T00:00:00.000","Y","0","21.905","7","11.9769","0","6.1285","0","18.9541","2022-02-18T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Eastside Day School LLC","Gymtime / Rhythm & Glues, Inc.","1520","YORK AVENUE","MANHATTAN","10028","212-734-1000","103853","2024-11-10T00:00:00.000","Permitted","0 YEARS - 2 YEARS","28","DC34606","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1050869","eastsidedayschool.com","2016-11-10T18:40:49.000","Y","0","17.4391","11","8.4034","0","4.9984","0","15.3835","2022-09-15T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"BRIGHT HORIZONS CHILDREN'S CENTER","BRIGHT HORIZONS CHILDREN'S CENTER INC.","888","MAIN STREET","MANHATTAN","10044","212-750-5301","7648","2024-10-03T00:00:00.000","Permitted","2 YEARS - 5 YEARS","32","DC14950","PRESCHOOL","GDC","Child Care - Pre School","1086085","www.brighthorizons.com/octagon","2006-09-28T00:00:00.000","Y","60","21.905","4","11.9769","40","6.1285","40","18.9541","2021-02-08T00:00:00.000","At time of inspection hallways and other means of egress were observed obstructed and impassable.","PUBLIC HEALTH HAZARD","47.41(f)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"AIM HIGH CHILDREN'S SERVICES","AIM HIGH CHILDREN'S SERVICES","83","MARLBOROUGH ROAD","BROOKLYN","11226","718-509-0630","73417","2024-09-16T00:00:00.000","Permitted","2 YEARS - 5 YEARS","75","DC32355","PRESCHOOL","GDC","Child Care - Pre School","3117046","aimhighchild.org","2014-09-16T00:00:00.000","Y","50","21.905","23","11.9769","0","6.1285","50","18.9541","2020-09-29T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Young Men's Christian Association of Greater New York","Young Men's Christian Association of Greater New York","1401","FLATBUSH AVE","BROOKLYN","11210","212-912-2260","105817","2024-09-02T00:00:00.000","Permitted","2 YEARS - 5 YEARS","99","DC40910","PRESCHOOL","GDC","Child Care - Pre School","3120877","ymca@ymcanyc.org","2022-09-02T09:23:01.000","Y","0","21.905","1","11.9769","0","6.1285","0","18.9541","2023-03-22T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"THE ROCKEFELLER UNIVERSITY","THE ROCKEFELLER UNIVERSITY","1230","YORK AVE","MANHATTAN","10065","212-327-7071","7784","2023-06-15T00:00:00.000","Permitted","2 YEARS - 5 YEARS","77","DC17224","PRESCHOOL","GDC","Child Care - Pre School","1087137","www.rockefeller.edu","2007-06-15T00:00:00.000","Y","40","21.905","20","11.9769","0","6.1285","40","18.9541","2020-10-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Korean Church of Queens, Inc.","Korean Church of Queens, Inc.","89-00","23 Avenue","QUEENS","11369","718-672-1150","105704","2022-09-15T00:00:00.000","Expired-In Renewal","6 YEARS - 16 YEARS","0","DC41183","SCHOOL AGE CAMP","Camp","Camp","4023535",,"2022-06-28T11:40:37.000","Y","100","26.8868","0","1","100","14.2558","100","21.8553","2022-07-21T00:00:00.000","Camp assigns Trip Leader for all off site trips. Trip Leader at least 18 years old and has experience of three camp trips as a staff member. CPR First Aid certified staff on trip","CRITICAL","48.09(g)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"BEANSTALK CHILD CARE ACADEMY","NYC EARLY LEARNING COMPANY INC.","2734","VICTORY BOULEVARD","STATEN ISLAND","10314","718-494-4448","105105","2023-12-10T00:00:00.000","Permitted","2 YEARS - 5 YEARS","40","DC37881","PRESCHOOL","GDC","Child Care - Pre School","5035098",,"2019-12-10T11:47:31.000","Y","33.3333","21.905","3","11.9769","33.3333","6.1285","33.3333","18.9541","2022-04-22T00:00:00.000","At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.","CRITICAL","47.49(a)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"HIGHBRIDGE ADVISORY COUNCIL MARSHALL ENGLAND EARLY LEARNING CENTER","HIGHBRIDGE ADVISORY COUNCIL FAMILY SERVICES INC.","800","CONCOURSE VILLAGE EAST","BRONX","10451","718-742-2370","7381","2023-06-29T00:00:00.000","Permitted","2 YEARS - 5 YEARS","185","DC2034","PRESCHOOL","GDC","Child Care - Pre School","2001910","HACFS.org","2004-10-26T00:00:00.000","N",,,"25","11.9769",,,,,"2021-11-18T00:00:00.000","Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.","GENERAL","47.13(d)","CORRECTED",
"HIGHBRIDGE ADVISORY COUNCIL MARSHALL ENGLAND EARLY LEARNING CENTER","HIGHBRIDGE ADVISORY COUNCIL FAMILY SERVICES INC.","800","CONCOURSE VILLAGE EAST","BRONX","10451","718-742-2370","7381","2023-06-29T00:00:00.000","Permitted","2 YEARS - 5 YEARS","185","DC2034","PRESCHOOL","GDC","Child Care - Pre School","2001910","HACFS.org","2004-10-26T00:00:00.000","N",,,"25","11.9769",,,,,"2021-11-18T00:00:00.000","Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.","GENERAL","47.13(d)","CORRECTED",
"WAKE EDEN COMMUNITY BAPTIST CHURCH","WAKE EDEN COMMUNITY BAPTIST CHURCH","2074","STRANG AVENUE","BRONX","10466","718-325-8056","5234","2024-12-29T00:00:00.000","Permitted","2 YEARS - 5 YEARS","74","DC1825","PRESCHOOL","GDC","Child Care - Pre School","2066715",,"2004-12-15T00:00:00.000","N","0","21.905","10","11.9769","0","6.1285","0","18.9541","2021-10-20T00:00:00.000","Permittee conducted facility renovations and/or modified the terms of the permit without prior approval from DOHMH.","GENERAL","47.09(e)","CORRECTED",
"SIMCHE KINDER INC.","SIMCHE KINDER INC.","812","MYRTLE AVENUE","BROOKLYN","11206","718-596-3632","104662","2024-11-27T00:00:00.000","Permitted","2 YEARS - 5 YEARS","52","DC37421","PRESCHOOL","GDC","Child Care - Pre School","3425625",,"2018-11-27T11:37:26.000","Y","25","21.905","7","11.9769","25","6.1285","25","18.9541","2021-06-16T00:00:00.000","Permittee conducted facility renovations and/or modified the terms of the permit without prior approval from DOHMH.","GENERAL","47.09(e)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"FAMILY HEALTH CENTERS AT NYU LANGONE","SUNSET PARK HEALTH COUNCIL, INC.","343","WARREN STREET","BROOKLYN","11201","718-237-9578","4208","2023-12-21T00:00:00.000","Permitted","2 YEARS - 5 YEARS","60","DC142","PRESCHOOL","GDC","Child Care - Pre School","3006144","LFHC.org","2003-12-18T00:00:00.000","N","0","21.905","10","11.9769","0","6.1285","0","18.9541","2021-09-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Ebenezer Preparatory School /Ebenezer Preparatory School","EBENEZER PREPARATORY SCHOOL","5464","KINGS HIGHWAY","BROOKLYN","11203","718-629-4231",,"2115-01-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC12134","PRESCHOOL","SBCC","School Based Child Care","3222149",,,,"0","45.1817","4","8.0094","0","23.3017","0","35.2291","2022-09-29T00:00:00.000","Written Safety Plan identifies the types of fire extinguishers used; their location and provisions for their maintenance","GENERAL","43.07(b)(3)(E)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
