"clientid","resp","qrep","qkey","qcell","sc1","sc2","sc3","sc4","sc4a_1","sc4a_2","sc4c","sc4b","sc4b1","sc4b2","selchild","sc4d","sc4d1","sc5","sc6","sc6a","sc7","mp1","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el3","el4","el7","el8","el9","el10","el11","el12_1","el12_2","el12_3","el12wks","el12mns","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","cp1","cp2","cp3","cp4","cp5","cp6a","cp6b","cp6c","cp7","cp8","cp9","cp10_1","cp10_2","cp10_3","cp10wks","cp10mns","ih1","ih2","ih3","ih4_1","ih4_2","ih4_3","ih4_4","ih4_5","ih5","ih5a_1","ih5a_2","ih5a_3","ih5a_4","bf1_1","bf1_2","bf1_3","bf1_4","bf1_5","bf1wks","bf1mns","bf1a_1","bf1a_2","bf1a_3","bf1a_4","bf1awks","bf1amns","bf2","mh1","mh2","mh3","mh3a","mh4","cc1","sd1_1","sd1_2","sd1wks","sd1mns","sd2","d1","d1yob","d2","fixd2","d3","d4_1","d4_2","d4_3","d4_4","d4_5","d4_6","d5","d6","d7","de1","de2_1","de2_2","de2_3","de2_4","de2_5","de2_6","de3","st1","st2","st3","st4","st5","es1a","es1b","es2","es3","es4","fulladra","qc1","lang","samp_weight","pop_weight","stratum","odate","fdate"
"2513","1042","19","202513","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","2","1","4","1","2","2","1",,,,"1","2","1","1","9","1","40","1","2",,,"20",,"0","8","12","0","0","2","1",,"1","2","2","2","1","2","1","1","1","1","1","1","6","1","1","40","1","2",,,"4",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"6","3","5","2",,,"2","5",,,,,"1","99",,"99","10044","2","3",,,,,,"21","3","6","2","3",,,,,,"2","4","4","4","4","4","4","4","2","12","5","1","1","1","1.340125265822633","136.60452803713756","1","19-Mar-16","19-Mar-16"
"2515","579","12","202515","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","0","1","9","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,"3","2","1","6",,,,,"2",,,,,"4",,,,,,"14","77",,,,,,"4","5","2",,,"2",,,,,,,"1","1990","1","11230","2","1",,,,,,"81","2","6",,,,,,,,,"4","4","4","4","3","2","4","1","1","2","1","1","1","0.78132194296308466","79.643387066517406","1","8-Mar-16","16-Mar-16"
"2520","1240","24","202520","1","1","1","2","1",,,,"1",,,,"2","1",,"1","1","1","0","3","99","1","1","2","1",,,,"1","2","1","1","9","1","40","1","3",,,,"6","0","0","24","0","0","1","1",,"1","2","2","2","1","2","1","1","1","1","1","3","3","3","2","777",,,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"7","3",,,,,"4","5","5","2",,,"3","1",,,,,"1","99",,"1","10027","2","1",,,,,,"99","3","6","2","1",,,,,,"99","4","2","4","2","4","4","4","2","11","3","1","2","1","0.79341389495755221","80.875969898420067","1","23-Mar-16","23-Mar-16"
"2530","1224","11","202530","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","3","11","1","1","2","1",,,,"1","2","1","2","3","1","45","2","2",,,"3",,,,,,,"1","1",,"1","1","1","1","2","1","1","1","1","1","4","1","1","2","1","45","2","2",,,"1",,"3","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"2","1","3","2",,,"3","5",,,,,"4","1","1983","1","90026","2","3",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","3","1","4","4","2","99","3",,"2","1","0.93256597572745692","95.060318782619291","1","23-Mar-16","24-Mar-16"
"2533","544","11","202533","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","0","1","2","1","1","2","1",,,,"1","2","1","1","77","1","20","2","2",,,"6",,,,,,,"2","1",,"1","1","1","1","1","77","1","1","1","1","2","3","2","5","2","0",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"18","3",,,,,"12","7","4","2",,,"2","1",,,,,"1","99",,"99","11249","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","4","3","4","2","99","99","1","1","1","0.56845739156983743","57.945220245476285","1","7-Mar-16","7-Mar-16"
"2534","94","6","202534","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","3","12","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","2","1","1","2","2","3","1","40","1","1",,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"4",,"5","2",,,"3",,,,,,,"1","1986","1","10033","1","1",,,,,,"63","1","6","1","1",,,,,,"56","4","4","4","4","3","4","4","2","8","1","1","2","1","1.5655126126149053","159.57919534572028","2","25-Feb-16","25-Feb-16"
"2538","520","9","202538","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","6","2","1","1","1","2","1",,,,"1","2","1","1","77","1","30","2","2",,,"4",,,,,,,"2","1",,"2","2","2","2","1","2","1","1","1","1","2","3","3","5","1","777",,,,,,,"1","1","2","6",,,,,"2",,,,,"4",,,,,,"15","3",,,,,"6","7","5","2",,,"2","5",,,,,"1","1","1981","1","11206","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","2","4","3","4","2","77","10","1","2","1","0.57179558555281196","58.285496207112409","1","6-Mar-16","8-Mar-16"
"2540","790","11","202540","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","8","1","12","1","1","2","1",,,,"1","2","1","2","4","1","20","2","2",,,"6",,,,,,,"1","1",,"1","2","1","2","1","2","1","1","1","1","2","6","1","6","1","4","4",,,,,,"2","2","2","6",,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"5","2",,,"3","4",,,,,"2","1","1977","1","11220","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","4","3","4","2","7","11","1","2","1","0.64444354687052607","65.690804294170007","1","14-Mar-16","14-Mar-16"
"2544","28","2","202544","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","10","1","1","2","1",,,,"1","2","1","1","9","1","50","1","2",,,"13",,"1","0","12","0","0","2","1",,"1","2","2","1","1","2","1","1","1","1","2","1","1","3","1","45","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"3",,,,,"1",,"2",,,,"1",,"4","5","2",,,"1","6","2",,,"3","1","1","1982","1","10010","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3","1","2","1","0.72095803537312164","73.490243537996193","1","24-Feb-16","24-Feb-16"
"2547","624","15","202547","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","2","2","1","1","3","1",,,,"1","2","1","1","9","1","40","2","3",,,,"12",,,,,,"2","2","10",,,,,,,"2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"6","3","5","2",,,"3",,,,,,,"1","1987","1","10459","2","2",,,,,,"86","3","2",,,,,,,,,"4","4","1","4","4","3","3","1","1","3","1","1","1","0.69373124338910763","70.714903677018","1","8-Mar-16","13-Mar-16"
"2557","701","2","202557","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","2","8","1","1","2","1",,,,"1","2","1","1","7","1","50","3","3",,,,"3","4","0","6","2","0","1","1",,"1","1","1","2","2","1","1","1","1","2","3","6","4","4","1","40","1","2",,,"2",,"2","1","2","2","3","5",,,"2",,,,,"4",,,,,,"4","3",,,,,"3","5","5","2",,,"2","5",,,,,"77","1","1978","1","11415","2","1",,,,,,"67","3","6","2","1",,,,,,"67","4","4","4","4","2","4","4","2","12","5","1","2","1","0.57886053524006575","59.005655838638354","1","10-Mar-16","10-Mar-16"
"2559","610","9","202559","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","2","7","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","2","1","3","1","1","4","1","35","4",,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"3","2",,,"3",,,,,,,"1","1988","1","11220","2","3",,,,,,"21","3","6","2","3",,,,,,"21","4","4","4","4","4","4","4","2","2","1","1","2","1","3.6530373283160862","372.36924999719463","2","8-Mar-16","8-Mar-16"
"2560","266","2","202560","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","2","6","1","1","2","1",,,,"1","2","1","1","9","1","50","3","3",,,,"5","2","6","7","8","0","1","1",,"1","2","2","1","2","1","1","1","1","1","2","1","1","3","1","50","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"11","2",,,,"2",,"5","5","2",,,"3","1",,,,,"1","1","1975","1","72758","2","1",,,,,,"1",,"6","1","1",,,,,,"65","4","2","4","2","2","4","4","2","12","3","1","2","1","0.63902561679499437","65.138532204551638","1","27-Feb-16","27-Feb-16"
"2565","962","17","202565","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","8","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","2","1","1","6","1","6","1","777",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"10","3",,,,,"6","1","5","2",,,"3",,,,,,,"1","1982","1","10466","2","2",,,,,,"2","3","3","2","2",,,,,,"2","4","99","4","4","4","2","4","1","1","2","1","1","1","1.5398260866338291","156.96086118842445","2","18-Mar-16","18-Mar-16"
"2577","1388","24","202577","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","5","1","2","4","1",,,,"1","2","1","2","1","1","30","77",,,,,,,,,,,,"2","10",,,,,,,"1","1","1","1","4","1","99","3","1","70","4",,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"5",,"3","2",,,"2",,,,,,,"1","1979","1","11231","2","1",,,,,,"1",,"4","1","8",,,,,,"1","4","2","2","2","2","3","4","2","5","3","1","2","1","0.91787008820614413","93.56230599968481","1","25-Mar-16","25-Mar-16"
"2582","580","12","202582","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","4","2","8","1","1","1","1",,,,"1","2","1","1","9","1","35","2","3",,,,"7",,,,,,"1","1",,"1","1","2","2","1","1","1","1","2","2","4","3","4","4","1","35","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"16","3",,,,,"2","3","4","2",,,"2","2",,,,,"1","1","1986","1","11208","2","2",,,,,,"58","3","6","2","2",,,,,,"58","4","4","4","4","3","1","4","2","12","6",,"1","1","0.57258637574104954","58.366104731700055","1","8-Mar-16","8-Mar-16"
"2583","676","13","202583","0","1",,,"1",,,,"1",,,,"2","2",,"1","2","1","2","1","7","1","2","2","2","2","2","2","1","1","1","1","7","1","40","2","2",,,"8",,,,,,,"1","1",,"1","2","2","1","2","1","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"3","2",,,,"2",,"5","5","2",,,"2","2",,,,,"1","99",,"1","11436","2","2",,,,,,"1",,"5",,,,,,,,,"4","4","4","4","2","4","4","2","6","5","1","2","1","0.65978475613964904","67.254597400063787","1","9-Mar-16","9-Mar-16"
"2584","870","17","202584","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","3","6","1","1","2","1",,,,"1","2","1","2","77","1","40","3","2",,,"6",,"1","77","6","77","0","2","2","4",,,,,,,"1","1","1","1","2","5","5","3","1","40","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"10","3",,,,,"6","7","5","1","2",,"3",,,,,,,"1","1984","1","11214","2","1",,,,,,"79","2","5","2","1",,,,,,"79","4","4","4","4","4","4","4","2","7","3","1","2","1","0.49953299830550513","50.919470897828134","1","16-Mar-16","16-Mar-16"
"2586","1313","25","202586","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","3","11","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","4","4","5","1","40","2","3",,,,"1","3","1","1",,,,,,"77",,,,,"1",,,,,,,,,,,,,,"3","1","2",,"3",,,,,,,"1","1984","1","10002","2","3",,,,,,"21","2","1","2","3",,,,,,"21","77","4","1","77","77","4","4","2","77","77","1","2","1","1.2959542980284762","132.10199804061483","1","24-Mar-16","24-Mar-16"
"2588","863","17","202588","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","10","1","1","4","1",,,,"1","2","1","2","3","1","45","4",,,,,,,,,,,,"2","2",,,,,,,"1","1","1","1","2","1","3","3","1","80","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"7",,"5","2",,,"2",,,,,,,"1","1980","1","10011","2","3",,,,,,"80","1","4","2","3",,,,,,"9","4","4","4","4","4","4","4","2","12","3","1","2","1","0.92634622711022019","94.426314002591738","1","16-Mar-16","16-Mar-16"
"2591","810","16","202591","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","1","2","2","1","1","2","1",,,,"1","2","1","1","9","1","777","3","77",,,,,"77","0","0","77","0",,"1",,"1","2","2","2","2","2","1","1","1","2","1","1","1","1","2","40","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","77",,,,,,"1","5","2",,,"1","3",,,,,"1","99",,"1","10462","2","2",,,,,,"1",,"6","2","2",,,,,,"1","4","4","4","4","4","4","4","2","11","4","1","1","1","0.7218738168891442","73.583592947168498","1","14-Mar-16","14-Mar-16"
"2592","1088","18","202592","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","12","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"1",,,,,,,"1","1996","1","10306","1","8",,,,,,"1",,"4",,,,,,,,,"4","4","4","4","3","4","4","2","1","3","1","2","1","3.0319138560703189","309.05555765602583","2","20-Mar-16","20-Mar-16"
"2596","1263","25","202596","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","2","7","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","3","2","6","1","40","1","2",,,"2",,"2","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"6","7","5","2",,,"3",,,,,,,"1","1992","1","10459","2","2",,,,,,"1",,"5","2","2",,,,,,"2","4","4","4","4","4","4","4","2","5","4","1","1","1","1.1580118652854337","118.04095359818292","2","23-Mar-16","23-Mar-16"
"2602","1314","20","202602","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","1","3","1","1","2","1",,,,"1","2","1","2","9","1","40","1","2",,,"12",,"1","0","12","0","0","1","1",,"1","2","1","1","2","2","1","1","1","1","3","2","1","2","2","35","77",,,,,,"2","1","1",,,,,,"2",,,,,"3",,,,,"12",,"3",,,,,"4","5","4","2",,,"2","5",,,,,"1","1","1989","1","11203","2","2",,,,,,"50","3","6","2","2",,,,,,"1","4","4","4","4","2","4","4","2","9","3","1","1","1","0.45009193797288183","45.879738505164241","1","24-Mar-16","24-Mar-16"
"2606","772","15","202606","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","2","2","1","2","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","2","3","2","1","40","3","1",,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"4","3",,,,,"4","1","5","2",,,"3",,,,,,,"1","1989","1","10314","2","1",,,,,,"1",,"5","2","1",,,,,,"6","4","4","4","4","4","4","4","2","4","3","1","2","1","2.1691176039906028","221.10715625400357","2","13-Mar-16","13-Mar-16"
"2614","185","2","202614","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","0","3","4","1","1","3","1",,,,"1","2","1","1","6","1","35","3","3",,,,"2","77","77","0","8","0","1","1",,"1","2","2","1","1","2","1","1","1","1","1","1","1","1","1","12","2","1",,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"5","3",,,,,"7","2","5","2",,,"3","1",,,,,"1","1","1986","1","11236","1","2",,,,,,"1",,"6","1","2",,,,,,"58","4","4","4","2","4","4","4","1","7","3","1","1","1","0.56369115336333442","57.459377811700342","1","25-Feb-16","25-Feb-16"
"2634","942","15","202634","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","11","1","2","3","1",,,,"1","2","1","1","9","1","20","3","2",,,"12",,"8","8","8","4","0","1","1",,"1","1","2","2","1","2","1","1","1","1","1","3","2","5","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"4","1","5","2",,,"1","1",,,,,"1","1","1987","1","10473","1","8",,,,,,"1",,"6","1","8",,,,,,"1","4","4","4","4","4","4","4","2","10","2","1","1","1","1.0173897126688836","103.70675419186222","1","17-Mar-16","17-Mar-16"
"2640","487","5","202640","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","2","7","1","2","3","1",,,,"1","2","1","1","9","1","45","1","3",,,,"8","8","0","0","0","0","2","1",,"2","2","2","1","1","2","1","1","1","1","2","1","1","1","1","50","3","2",,,"3",,"1","1","1",,,,,,"2",,,,,"3",,,,,"3",,"3",,,,,"3","1","5","2",,,"2","2",,,,,"1","1","1981","1","21044","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","3","4","4","4","2","12","3","1","2","1","0.58144382895642066","59.268981684291539","1","5-Mar-16","5-Mar-16"
"2652","1296","23","202652","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","1","4","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","1","1","1","60","1","2",,,"1",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"6","3","5","2",,,"1",,,,,,,"1","1980","1","10075","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","4","1","2","1","0.72095803537312164","73.490243537996193","1","23-Mar-16","23-Mar-16"
"2669","1212","23","202669","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","2","11","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","3","2","6","2","1","50","77",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","77",,,,,,"2","5","2",,,"1",,,,,,,"1","1977","1","11787","2","1",,,,,,"72","1","4","2","1",,,,,,"72","4","4","4","3","4","4","4","2","12","5",,"1","1","1.3108994877356328","133.62542322961639","2","22-Mar-16","22-Mar-16"
"2686","712","11","202686","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","0","2","10","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","6","6","3","1","40","77",,,,,,"2","1","1",,,,,,"2",,,,,"3",,,,,"2",,"3",,,,,"6","4","5","2",,,"3",,,,,,,"1","1981","1","11365","2","3",,,,,,"60","1","6","2","1",,,,,,"60","4","4","4","4","4","4","4","2","77","4","1","2","1","3.1119371845005879","317.21266751057919","2","10-Mar-16","19-Mar-16"
"2694","973","18","202694","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","7","1","1","2","1",,,,"1","2","1","1","6","1","40","3","3",,,,"3","3","6","6","3","0","1","1",,"2","2","2","2","2","2","1","1","1","1","2","2","3","3","1","40","2","2",,,"1",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"4","5","4","2",,,"1","2",,,,,"1","1","1983","1","11358","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3","1","2","1","0.60897434149105201","62.075281041020162","1","18-Mar-16","18-Mar-16"
"2695","743","11","202695","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","2","4","6","2","2","4","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","3","3","3","6","1","48","4",,,,,,"1","1","1",,,,,,"2",,,,,"2",,,,,,,"3",,,,,"3","1","5","2",,,"3",,,,,,,"1","1976","1","10467","1","8",,,,,,"56","3","3","1","8",,,,,,"56","4","4","4","4","4","3","4","2","77","6","1","1","2","1.7622446666506255","179.6329097832504","2","12-Mar-16","12-Mar-16"
"2699","767","11","202699","1","1","1","2","1",,,,"2","2","1","1","2","1",,"1","2","1","0","1","5","2","2","5","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","3","3","3","2","77","20","77",,,,,,"1","1","1",,,,,,"2",,,,,"2",,,,,,,"1",,,,,,"4","3","2",,,"3",,,,,,,"1","1984","1","07305","2","1",,,,,,"29","1","4","2","1",,,,,,"29","4","1","77","77","4","2","4","2","1","4","1","1","1","1.5095016096604437","153.86976144531235","2","13-Mar-16","13-Mar-16"
"2700","1464","23","202700","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","4","1","1","3","1",,,,"1","2","1","1","9","1","40","3","3",,,,"8","2","2","14","16","0","2","1",,"2","2","2","2","1","2","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"4","3","5","2",,,"1","5",,,,,"1","1","1979","1","10128","2","1",,,,,,"1",,"6",,,,,,,,,"4","4","4","4","4","4","4","2","12","4",,"2","1","0.79341389495755221","80.875969898420067","1","29-Mar-16","29-Mar-16"
"2706","612","14","202706","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","2","10","1","2","3","1",,,,"1","2","1","1","8","1","35","2","2",,,"4",,,,,,,"1","1",,"1","2","2","1","2","2","1","1","1","2","1","1","6","2","1","35","1","2",,,"3",,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"7",,"5","2",,,"2","2",,,,,"1","1","1968","1","10466","2","2",,,,,,"40","3","6","2","2",,,,,,"1","4","4","4","2","4","4","4","2","10","3","1","1","1","0.81360402742402715","82.934033862236973","1","8-Mar-16","11-Mar-16"
"2712","394","3","202712","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","0","1","4","1","1","2","1",,,,"1","2","1","1","77","1","777","77",,,,,,,,,,,,"1",,"1","2","77","2","1","77","1","1","1","1","1","2","2","2","2","777",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"4","1",,,,,,"7","5","2",,,"1","5",,,,,"1","99",,"1","11206","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","77","4","3","77","2","77","4","1","1","1","0.53133222941839331","54.160898448597763","1","1-Mar-16","14-Mar-16"
"2719","456","8","202719","0","1",,,"1",,,,"1",,,,"1","1",,"1","1","1","0","1","3","1","2","4","1",,,,"1","77","1","2","77","1","30","4",,,,,,,,,,,,"4",,"1","1","2","1","1","2","1","1","2","1","1","6","1","6","2","666",,,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"4","1",,,,,"3","1","1989","1","11206","2","2",,,,,,"1",,"4","2","2",,,,,,"1","4","1","1","1","4","3","3","2","1","2","1","2","1","0.73321722620737451","74.739873718651253","1","3-Mar-16","3-Mar-16"
"2722","1074","18","202722","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","1","7","1","1","3","1",,,,"1","1","1","1","9","2","20","4",,,,,,,,,,,,"4",,"2","1","1","1","1","1","1","1","1","1","1","1","5","3","1","39","4",,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"5","2",,,"1","8",,,,,"1","1","1988","1","10467","1","8","2",,,,,"42","2","3","1","8","2",,,,,"42","2","2","3","4","4","4","4","1","3","4","1","2","2","1.3766699030996341","140.32967452517772","2","20-Mar-16","20-Mar-16"
"2724","1359","24","202724","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","1","1","99","1","1","2","1",,,,"1","2","1","1","5","1","25","2","2",,,"6",,,,,,,"2","4",,"2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","40","4",,,,,,"1","1","2","5",,,,,"2",,,,,"4",,,,,,"9","3",,,,,"5","7","5","2",,,"2","6","1",,"6",,"1","99",,"1","11218","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","99","99","1","2","1","0.5402911802795658","55.074121477302569","1","25-Mar-16","25-Mar-16"
"2733","668","12","202733","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","3","12","1","2","3","1",,,,"1","2","1","1","7","1","40","3","2",,,"12",,"0","6","2","4","0","1","1",,"1","1","1","1","2","2","1","1","2","2","2","1","1","2","2","0",,,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"4","5","5","2",,,"2","2",,,,,"1","1","1984","1","11413","1","8",,,,,,"26","3","5","1","8",,,,,,"26","4","4","4","1","2","2","4","2","2","3","1","2","2","0.45562191524130102","46.443432029996622","1","9-Mar-16","9-Mar-16"
"2741","780","11","202741","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","5","1","1","2","1",,,,"1","2","1","1","6","1","45","3","3",,,,"3","3","0","0","9","0","1","1",,"1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","47","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"10","1",,,,,,"3","5","2",,,"3","6","2",,,"5","1","1","1985","1","07716","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3",,"2","1","0.58144382895642066","59.268981684291539","1","13-Mar-16","13-Mar-16"
"2742","1440","23","202742","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","3","1","1","1","3","1",,,,"1","2","1","1","1","2","40","2","3",,,,"8",,,,,,"2","1",,"2","2","77","2","1","2","1","1","1","1","1","1","1","1","1","40","1","2",,,"1",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"8","3",,,,,"5","1","4","2",,,"1","1",,,,,"1","1","1984","1","10467","1","8",,,,,,"56","3","4","1","8",,,,,,"56","4","4","4","4","4","1","1","2","6","4","1","2","2","0.79168576104171839","80.699814038980634","1","28-Mar-16","28-Mar-16"
"2746","1323","23","202746","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","4","1","6","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"4",,"5","2",,,"1",,,,,,,"1","1976","1","10029","1","1",,,,,,"65","2","5",,,,,,,,,"4","4","4","4","4","4","4","2","1","4","1","2","2","1.3108994877356328","133.62542322961639","2","24-Mar-16","24-Mar-16"
"2747","598","13","202747","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","2","3","1","1","1","3","1",,,,"1","2","1","1","9","2","24","2","3",,,,"4",,,,,,"1","4",,"1","1","1","1","2","1","1","1","1","2","3","4","4","4","2","35","4",,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"3","2",,,,"2",,"1","3","2",,,"3","6","2",,,"4","1","1","1973","1","10068","2","2",,,,,,"5","3","2","2","2",,,,,,"5","4","4","1","1","1","3","3","1","1","4","1","1","1","0.90769120952155558","92.524730666902784","1","8-Mar-16","8-Mar-16"
"2750","285","9","202750","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","1","1","1","2","2","1",,,,"1","2","1","1","9","1","40","3","3",,,,"4","12","0","3","4","0","1","1",,"1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","40","3","2",,,"3",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"5","5","3","2",,,"3","5",,,,,"1","1","1980","1","10031","2","1",,,,,,"1",,"6","2","1",,,,,,"33","4","2","4","3","3","4","4","2","12","4",,"2","1","0.72095803537312164","73.490243537996193","1","27-Feb-16","5-Mar-16"
