"developmentteamdwid","projectid","type","entityname","firstname","lastname","entityindividualindicator","parententityname","individualrole","individualtitle","individualofficerequivalence","careof","housenumber","streetname","apartmentsuitefloor","city","state","zip","tradetype","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"3577","50801","BORROWER LEGAL ENTITY","NEW HO XIN DEVELOPMENT INC","Thomas","Yu","Individual","NEW HO XIN DEVELOPMENT INC","Officer","Vice President",,,"2","Allen Street","Apt 6B","New York","NEW YORK","10002",,"Manhattan","40.714406","-73.992793","3","1","16","1088837","1002947502","MN27"
"3579","50801","BORROWER LEGAL ENTITY","NEW HO XIN DEVELOPMENT INC","Jacqueline","Huey","Individual","NEW HO XIN DEVELOPMENT INC","Officer","Secretary",,,"2","Allen Street","6B","New York","NEW YORK","10002",,"Manhattan","40.714406","-73.992793","3","1","16","1088837","1002947502","MN27"
"79252","58625","BORROWER LEGAL ENTITY","AAFE",,,"Entity","One Flushing HDFC",,,,"Chris Kui, AAFE","2","Allen Street","7A","New York","NEW YORK","10002",,"Manhattan","40.714406","-73.992793","3","1","16","1088837","1002947502","MN27"
"79253","58625","BORROWER LEGAL ENTITY","One Flushing NP LLC",,,"Entity","AAFE",,,,"Chris Kui, AAFE","2","Allen Street","7A","New York","NEW YORK","10002",,"Manhattan","40.714406","-73.992793","3","1","16","1088837","1002947502","MN27"
"83527","50801","BORROWER LEGAL ENTITY","Asian-Americans HDFC","Thomas","Yu","Individual","Asian-Americans HDFC","Officer","Vice-president","COO",,"2","Allen Street","6B","New York","NEW YORK","10002",,"Manhattan","40.714406","-73.992793","3","1","16","1088837","1002947502","MN27"
"83528","50801","BORROWER LEGAL ENTITY","Asian-Americans HDFC","Jacqueline","Huey","Individual","Asian-Americans HDFC","Officer","Secretary",,,"2","Allen Street","6B","New York","NEW YORK","10002",,"Manhattan","40.714406","-73.992793","3","1","16","1088837","1002947502","MN27"
"85851","64543","BORROWER LEGAL ENTITY","ASIAN AMERICANS FOR EQUALITY",,,"Entity","ASIAN AMERICANS FOR EQUALITY",,,,,"2","Allen Street",,"New York City","NEW YORK","10002",,"Manhattan","40.714406","-73.992793","3","1","16","1088837","1002947502","MN27"
"78473","48683","GENERAL CONTRACTOR","Central Development Corporation",,,"Entity","Central Development Corporation",,,,,"45","Orchard Street",,"New York","NEW YORK","10002",,"Manhattan","40.716341","-73.991158","3","1","16","1003993","1003080025","MN27"
"78474","48683","GENERAL CONTRACTOR","Central Development Corporation","Vincent","Wu","Individual","Central Development Corporation","Owner","Owner",,,"45","Orchard Street",,"New York","NEW YORK","10002",,"Manhattan","40.716341","-73.991158","3","1","16","1003993","1003080025","MN27"
"84110","61848","GENERAL CONTRACTOR","Lock Tech USA Inc",,,"Entity","Lock Tech USA Inc",,,,,"146","Suffolk Street","Unit A","New York","NEW YORK","10002",,"Manhattan","40.720109","-73.985505","3","1","3001","1086120","1003497501","MN27"
"84111","61848","GENERAL CONTRACTOR","Lock Tech USA Inc","Ilya","Lashenko","Individual","Lock Tech USA Inc","Officer","CEO","CEO",,"146","Suffolk Street","Unit A","New York","NEW YORK","10002",,"Manhattan","40.720109","-73.985505","3","1","3001","1086120","1003497501","MN27"
"273","61388","SUB CONTRACTOR","DEMAR PLUMBING CORP",,,"Entity","DEMAR PLUMBING CORP",,,,,"147","Attorney Street",,"New York","NEW YORK","10002","HVAC,Plumbing,Steel / Metals","Manhattan","40.720216","-73.983532","3","2","2201","1004280","1003500073","MN28"
"1982","62109","SUB CONTRACTOR","DEMAR PLUMBING CORP",,,"Entity","DEMAR PLUMBING CORP",,,,,"147","Attorney Street",,"New York","NEW YORK","10002","HVAC,Plumbing,Steel / Metals","Manhattan","40.720216","-73.983532","3","2","2201","1004280","1003500073","MN28"
"5147","62109","SUB CONTRACTOR","DEMAR PLUMBING CORP",,,"Entity","DEMAR PLUMBING CORP",,,,,"147","Attorney Street",,"New York","NEW YORK","10002","HVAC,Plumbing,Steel / Metals","Manhattan","40.720216","-73.983532","3","2","2201","1004280","1003500073","MN28"
"5892","58780","SUB CONTRACTOR","DEMAR PLUMBING CORP",,,"Entity","DEMAR PLUMBING CORP",,,,,"147","Attorney Street",,"New York","NEW YORK","10002","HVAC,Plumbing,Steel / Metals","Manhattan","40.720216","-73.983532","3","2","2201","1004280","1003500073","MN28"
"3576","50801","BORROWER LEGAL ENTITY","NEW HO XIN DEVELOPMENT INC","Christopher","Kui","Individual","NEW HO XIN DEVELOPMENT INC","Officer","President","CEO",,"141","Norfolk Street",,"New York","NEW YORK","10002",,"Manhattan","40.720123","-73.986490","3","1","3001","1087043","1003540026","MN27"
"77305","60361","BORROWER LEGAL ENTITY","Madison Street HDFC",,,"Entity","Madison Street HDFC",,,,"Madison Street HDFC","141","Norfolk Street","Ground Floor","New York","NEW YORK","10002",,"Manhattan","40.720123","-73.986490","3","1","3001","1087043","1003540026","MN27"
"77841","60361","BORROWER LEGAL ENTITY","Madison Street HDFC","Christopher","Kui","Individual","Madison Street HDFC","Officer","President","CEO","Madison Street HDFC","141","Norfolk Street","Ground Floor","New York","NEW YORK","10002",,"Manhattan","40.720123","-73.986490","3","1","3001","1087043","1003540026","MN27"
"83525","50801","BORROWER LEGAL ENTITY","Asian-Americans HDFC",,,"Entity","Asian-Americans HDFC",,,,,"141","Norfolk Street","Ground Floor","New York","NEW YORK","10002",,"Manhattan","40.720123","-73.986490","3","1","3001","1087043","1003540026","MN27"
"83526","50801","BORROWER LEGAL ENTITY","Asian-Americans HDFC","Christopher","Kui","Individual","Asian-Americans HDFC","Officer","President","CEO",,"141","Norfolk Street","Ground Floor","New York","NEW YORK","10002",,"Manhattan","40.720123","-73.986490","3","1","3001","1087043","1003540026","MN27"
"85852","64543","BORROWER LEGAL ENTITY","LOWER EAST SIDE HOUSING DEVELOPMENT",,,"Entity","LOWER EAST SIDE HOUSING DEVELOPMENT",,,,,"141","Norfolk Street",,"New York City","NEW YORK","10002",,"Manhattan","40.720123","-73.986490","3","1","3001","1087043","1003540026","MN27"
"44191","50821","BORROWER LEGAL ENTITY","LESPMHA","Richard","Ramirez","Individual","LESPMHA",,"Senior Property Manager",,,"299","East Third Street",,"New York","NEW YORK","10009",,"Manhattan","40.721366","-73.979841","3","2","2601","1087317","1003730051","MN28"
"78040","50807","BORROWER LEGAL ENTITY","LESPMHA","Richard","Ramirez","Individual","LESPMHA",,"Senior Property Manager",,,"299","East Third Street",,"New York","NEW YORK","10009",,"Manhattan","40.721366","-73.979841","3","2","2601","1087317","1003730051","MN28"
"79474","50820","BORROWER LEGAL ENTITY","LESPMHA","Richard","Ramirez","Individual","LESPMHA",,"Senior Property Manager",,,"299","East Third Street",,"New York","NEW YORK","10009",,"Manhattan","40.721366","-73.979841","3","2","2601","1087317","1003730051","MN28"
"80315","50808","BORROWER LEGAL ENTITY","LESPMHA","Richard","Ramirez","Individual","LESPMHA",,"Senior Property Manager",,,"299","East Third Street",,"New York","NEW YORK","10009",,"Manhattan","40.721366","-73.979841","3","2","2601","1087317","1003730051","MN28"
"80473","50806","BORROWER LEGAL ENTITY","LESPMHA","Richard","Ramirez","Individual","LESPMHA",,"Senior Property Manager",,,"299","East Third Street",,"New York","NEW YORK","10009",,"Manhattan","40.721366","-73.979841","3","2","2601","1087317","1003730051","MN28"
"80751","50819","BORROWER LEGAL ENTITY","LESPMHA","Richard","Ramirez","Individual","LESPMHA",,"Senior Property Manager",,,"299","East Third Street",,"New York","NEW YORK","10009",,"Manhattan","40.721366","-73.979841","3","2","2601","1087317","1003730051","MN28"
"81297","51529","BORROWER LEGAL ENTITY","LESPMHA","Richard","Ramirez","Individual","LESPMHA",,"Senior Property Manager",,,"299","East Third Street",,"New York","NEW YORK","10009",,"Manhattan","40.721366","-73.979841","3","2","2601","1087317","1003730051","MN28"
"79446","51052","BORROWER LEGAL ENTITY","Seventh Street Cooperative Group Inc.",,,"Entity","Seventh Street Cooperative Group Inc.",,,,,"248-252","E. 7th Street",,"New York","NEW YORK","10009",,"Manhattan","40.723740","-73.978065","3","2","2602","1004475","1003760016","MN28"
"79447","51052","BORROWER LEGAL ENTITY","Seventh Street Cooperative Group Inc.","Zack","Lane","Individual","Seventh Street Cooperative Group Inc.","Both","Board President",,,"248-252","E. 7th Street",,"New York","NEW YORK","10009",,"Manhattan","40.723740","-73.978065","3","2","2602","1004475","1003760016","MN28"
"79448","51052","BORROWER LEGAL ENTITY","Seventh Street Cooperative Group Inc.","Judy","Collishan","Individual","Seventh Street Cooperative Group Inc.","Both","Board Member",,,"248-252","E. 7th Street",,"New York","NEW YORK","10009",,"Manhattan","40.723740","-73.978065","3","2","2602","1004475","1003760016","MN28"
"79449","51052","BORROWER LEGAL ENTITY","Seventh Street Cooperative Group Inc.","Gail","Moorcroft","Individual","Seventh Street Cooperative Group Inc.","Both","Vice President",,,"248-252","E. 7th Street",,"New York","NEW YORK","10009",,"Manhattan","40.723740","-73.978065","3","2","2602","1004475","1003760016","MN28"
"79450","51052","BORROWER LEGAL ENTITY","Seventh Street Cooperative Group Inc.","Emmanuel","Bermard Tillinac","Individual","Seventh Street Cooperative Group Inc.","Both","Secretary",,,"248-252","E. 7th Street",,"New York","NEW YORK","10009",,"Manhattan","40.723740","-73.978065","3","2","2602","1004475","1003760016","MN28"
"79451","51052","BORROWER LEGAL ENTITY","Seventh Street Cooperative Group Inc.","Carl","Glaab","Individual","Seventh Street Cooperative Group Inc.","Both","Treasurer",,,"248-252","E. 7th Street",,"New York","NEW YORK","10009",,"Manhattan","40.723740","-73.978065","3","2","2602","1004475","1003760016","MN28"
"85643","65563","BORROWER LEGAL ENTITY","LES 278 HOUSING DEVELOPMENT FUND CORPORATION",,,"Entity","LES 278 HOUSING DEVELOPMENT FUND CORPORATION",,,,,"278","East 7th Street",,"New York","NEW YORK","10009",,"Manhattan","40.723429","-73.977333","3","2","2602","1004487","1003760031","MN28"
"19037","51031","BORROWER LEGAL ENTITY","UHAB HDFC","Richard","Heitler","Individual","UHAB HDFC","Officer","VP","COO",,"170","Avenue C","#19G","New York","NEW YORK","10009",,"Manhattan","40.726196","-73.977281","3","2","28","1078025","1003820100","MN28"
"80986","51031","BORROWER LEGAL ENTITY","UHAB HDFC","Richard","Heitler","Individual","UHAB HDFC","Officer","VP","COO",,"170","Avenue C","#19G","New York","NEW YORK","10009",,"Manhattan","40.726196","-73.977281","3","2","28","1078025","1003820100","MN28"
"82502","52147","BORROWER LEGAL ENTITY","Village East Towers Inc",,,"Entity","Village East Towers Inc",,,,,"411","East 10th Street","Mgmt Office","NY","NEW YORK","10009",,"Manhattan","40.725628","-73.976910","3","2","28","1078024","1003820100","MN28"
"82503","52147","BORROWER LEGAL ENTITY","Village East Towers Inc","Richard","Heitler","Individual","Village East Towers Inc","Officer","Board President",,,"411","East 10th Street","Mgmt Office","NY","NEW YORK","10009",,"Manhattan","40.725628","-73.976910","3","2","28","1078024","1003820100","MN28"
"85896","68890","BORROWER LEGAL ENTITY","Village East Towers, Inc.",,,"Entity","Village East Towers, Inc.",,,,,"411","Est 10th Street",,"New York","NEW YORK","10009",,"Manhattan","40.725628","-73.976910","3","2","28","1078024","1003820100","MN28"
"28684","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association",,,"Entity","Lower East Side People''s Mutual Housing Association",,,,,"228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28685","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC",,,"Entity","Lower East Side People''s Mutual Housing Association",,,,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28686","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","Herman","Hewitt","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28687","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","Kil J.","yi","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28688","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","Bettina","Kindermann","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28689","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","James","Diresta","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28690","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","Astou","Fall","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28691","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","Kevin","Miceli","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28692","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","Hubert","Rozario","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28693","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","E. Thea","Lucas","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"28694","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association","Anne","Johnson","Individual","Lower East Side People''s Mutual Housing Association","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42406","49588","BORROWER LEGAL ENTITY","Lower East Side People''s Mutual Housing Association",,,"Entity","Lower East Side People''s Mutual Housing Association",,,,,"228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42407","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC",,,"Entity","Lower East Side People''s Mutual Housing Association",,,,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42408","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC","Herman","Hewitt","Individual","LESPMHA Micro HDFC","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42409","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC","Kil J.","yi","Individual","LESPMHA Micro HDFC","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42410","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC","Bettina","Kindermann","Individual","LESPMHA Micro HDFC","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42411","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC","James","Diresta","Individual","LESPMHA Micro HDFC","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42412","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC","Astou","Fall","Individual","LESPMHA Micro HDFC","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42413","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC","Kevin","Miceli","Individual","LESPMHA Micro HDFC","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42414","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC","Hubert","Rozario","Individual","LESPMHA Micro HDFC","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
"42415","49588","BORROWER LEGAL ENTITY","LESPMHA Micro HDFC","E. Thea","Lucas","Individual","LESPMHA Micro HDFC","Officer","Board Member",,"LESPMHA","228","East 3rd Street",,"New York","NEW YORK","10009",,"Manhattan","40.722351","-73.982225","3","2","2202","1087318","1003850019","MN28"
