"complaint_inquiry_number","license_type","account_name","bic_number","date_complaint_inquiry","industry_type","account_status","source_of_complaint_inquiry","complaint_inquiry_disposition","complaint_inquiry_status","total_response_time","complaint_or_inquiry","nature_of_complaint_inquiry","complaint_inquiry_street","complaint_inquiry_city","complaint_inquiry_state","complaint_inquiry_zip","complaint_inquiry_borough","account_focus_of_complaint","account_address","account_city","account_state","account_zip","account_phone","vehicle_make","vehicle_model","vehicle_type","vehicle_year","vehicle_color","contacted_complainant","unable_to_contact_complainant","method_used_to_contact","export_date","borough","latitude","longitide","community_board","council_district","census_tract","bin","bbl","nta"
"COMP-194502","Trade Waste","NYC OIL CORP","BIC-4482","2018-11-21T00:00:00.000","Trade Waste","Active","PHONE - 6300","Unsubstantiated","Closed","0.0","Complaint","Waste Oil - Trade Waste",,,,,,"NYC OIL CORP","138 SOUTH COLUMBUS AVE","MOUNT VERNON","NY","10553",,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2007-00165",,"ROYAL WASTE SERVICES INC.","TWC-1240",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Complaint","Quality of Life-Noise - Trade Waste",,,"NY","11375-","Queens","ROYAL WASTE SERVICES INC.","187 40 HOLLIS AVENUE","HOLLIS","RENEWAL APPROVED","11375-","(718) 468-8679",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-191843",,,,"2015-04-22T00:00:00.000","Trade Waste",,"PHONE - 6300","Resolved","Closed","0.0","Inquiry","Information - All;Containers-Theft - Trade Waste",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2010-00848",,,"TWC-NaN",,"Trade Waste",,"MAIL","Violation Written","Closed",,"Complaint","Unlicensed Carter - Trade Waste","15-58 150 Pl","nyc","NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00109",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred To Licensing","Closed",,"Inquiry","Information - All",,,"NY",,,"N/A",,,,"10466-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-01765",,"M & G CARTING, LLC","TWC-87",,"Trade Waste",,"MAIL","Unsubstantiated","Closed",,"Inquiry","Information - All",,,"NY",,,"M&G CARTING CO LLC.","303 5 AVENUE","NEW YORK","RENEWAL EXTENSION",,"(212) 689-0332",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-01513",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6275","Referred To Licensing","Closed",,"Inquiry","Licensing - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2011-01376",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Referred to Another Agency","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2006-00945",,,"TWC-147",,"Trade Waste",,"PHONE - 6300",,"Closed",,"Complaint","Service - All",,,"NY",,,"CHINATOWN CARTING CORP.","41 N. LAWN AVENUE","ELMSFORD","RENEWAL DENIED-STAYED",,"(914) 347-0200",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-194714","Trade Waste","CENTURY WASTE SERVICES L.L.C.","BIC-1323","2019-02-27T00:00:00.000","Trade Waste","Active","E-Mail","Resolved","Closed","5.0","Complaint","Service - All",,,,,,"CENTURY WASTE SERVICES L.L.C.","623 DOWD AVENUE","ELIZABETH","NJ","07201-",,,,,,,"False","True","Phone Call","2023-08-25",,,,,,,,,
"2010-00194",,,"TWC-3052",,"Trade Waste",,"WEB-MAIL","Resolved","Closed",,"Complaint","Licensing - All",,,,,,"ALL BORO RUBBISH & DEMOLITION LLC","438 6TH STREET","BROOKLYN","APPROVED",,"(646) 201-0442",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-01075",,"WASTE CONNECTIONS OF NEW YORK, INC.","TWC-1059",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Service - All",,,,,,"IESI NY CORPORATION","1099 WALL STREET WEST","LYNDHURST","RENEWAL APPROVED",,"(201) 443-3000",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00777",,,,,"Trade Waste",,"PHONE - 6275","Referred To Licensing","Closed",,"Inquiry","Licensing - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00256",,"IMPERIAL SANITATION CORP.","TWC-340",,"Trade Waste",,"WEB-MAIL","Resolved","Closed",,"Complaint","Rates-Overcharge - Trade Waste","42-11 Ninth Street","Long Island City","NY","11101-","Queens","IMPERIAL SANITATION CORP.","18-61 41ST STREET","ASTORIA","RENEWAL APPROVED","11101-","(718) 721-2323",,,,,,"False","False",,"2023-08-25","QUEENS","40.753629","-73.948707","2","26","19","4436829","4004610016","Hunters Point-Sunnyside-West Maspeth"
"COMP-196743","Trade Waste","ON SITE DEMOLITION & TRUCKING, CORP.","BIC-1821","2022-12-08T00:00:00.000","Trade Waste","Active","WEB-MAIL","Resolved","Closed","6.0","Complaint","Illegal Dumping - Trade Waste",,,,,,"ON SITE DEMOLITION & TRUCKING, CORP.","149 CENTRE STREET 2FL","BROOKLYN","NY","11231-",,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2010-01967",,,"TWC-0",,"Trade Waste",,"EMAIL","Resolved","Closed",,"Complaint","Criminal - All;Cardboard-Theft - Trade Waste","240 E. 45 St.","nyc","NY",,"NYC","Rental Truck: Truck Max",,,"UNLICENSED",,"718-828-7551",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2012-00190",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2012-00609",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-00866",,,"TWC-NaN",,"Trade Waste",,"PHONE - OTHER","Resolved","Closed",,"Complaint","Containers-Abandoned - Trade Waste;Other - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-00755",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred to Another Agency","Closed",,"Inquiry",,,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2012-01358",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred to Another Agency","Closed",,"Inquiry","Misinformation - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-02235",,,"TWC-1059",,"Trade Waste",,"PHONE - OTHER","Referred to Another Agency","Closed",,"Complaint","Quality of Life-Noise - Trade Waste","Elizabeth St (between Prince & Houston)","nyc","NY",,"NYC","IESI NY CORPORATION, SUBSIDIARY OF BFI CANADA INC.","1099 WALL STREET WEST","LYNDHURST","RENEWAL PENDING",,"(201) 443-3000",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-196151",,,,"2021-09-20T00:00:00.000","Trade Waste",,"WEB-MAIL","Resolved","Closed","0.0","Complaint","Other - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2010-01443",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred To Licensing","Closed",,"Inquiry","Licensing - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00855",,"CITY WIDE WASTE SERVICES","TWC-1428",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Quality of Life-Noise - Trade Waste",,,"NY",,,"CITY WIDE WASTE SERVICES","429 SPRINGFIELD AVENUE","WESTFIELD","DENIED",,"(908) 232-0065",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00846",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Referred back to 311","Closed",,"Complaint","Misinformation - All","483 10th Ave.","nyc","NY","10018-","NYC","N/A",,,,"10018-",,,,,,,"False","False",,"2023-08-25","MANHATTAN","40.756401","-73.997834","4","3","99","1012494","1007080037","Hudson Yards-Chelsea-Flatiron-Union Square"
"2011-01357",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2011-00874",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Referred back to 311","Closed",,"Complaint","Other - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-02166",,,,,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,"11211-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-193827","Trade Waste","CROWN CONTAINER CO. INC.","BIC-307","2018-01-16T00:00:00.000","Trade Waste","Active","WEB-MAIL","Resolved","Closed","0.0","Complaint","Other - All","409 E 55th Street","New York","NY","10022","Manhattan","CROWN CONTAINER CO. INC.","75 AMBY AVENUE","PLAINVIEW","NY","11803",,,,,,,"True","False","Phone Call","2023-08-25","MANHATTAN","40.756818","-73.963399","6","5","10601","1040460","1013670001","Turtle Bay-East Midtown"
"COMP-196772",,,,"2023-01-13T00:00:00.000","Trade Waste","Unlicensed","E-Mail","Referred to Another Agency","Closed","20.0","Complaint","Unlicensed Carter - Trade Waste;Decals - Trade Waste","6902 ROOSEVELT AVE","WOODSIDE","NY","11377-2934","Queens","AMAZING GRACE REST","6902 ROOSEVELT AVE","WOODSIDE","NY","11377-2934","347-891-8341",,,,,,"True","False","Phone Call","2023-08-25","QUEENS","40.746342","-73.896174","2","26","263","4030347","4013010025","Woodside"
"INQ-195304",,,,"2020-02-06T00:00:00.000","Trade Waste",,"WEB-MAIL","Resolved","Closed","0.0","Inquiry","Information - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2009-01208",,"G M TRANSFER INC","TWC-2075",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Other - All",,,,,,"G M TRANSFER INC","216 MANIDA STREET","BRONX","RENEWAL APPROVED","10457-","(718) 589-0808",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-01779",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Unsubstantiated","Closed",,"Complaint","Unlicensed Carter - Trade Waste","44 Washington Ave.","nyc","NY",,"Staten Island","N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-191211",,,,"2014-10-09T00:00:00.000","Trade Waste",,"PHONE - 6300","Referred to Another Agency","Closed","11.0","Inquiry","Other - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"COMP-195596","Trade Waste","CITIWASTE, LLC","BIC-2174","2020-08-13T00:00:00.000","Trade Waste","Active","PHONE - 6300","Resolved","Closed","6.0","Complaint","Other - All",,,,,,"CITIWASTE, LLC","893 SHEPHERD AVENUE","BROOKLYN","NY","11208",,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"INQ-194698",,,,"2019-02-19T00:00:00.000","Trade Waste",,"WEB-MAIL","Referred To Licensing","Closed","2.0","Inquiry","Licensing - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2009-00080",,,"TWC-604",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Service - All","7 E. 14 St.","NYC","NY",,"NYC","M&M SANITATION CORP.","2 FISH HOUSE ROAD","KEARNY","RENEWAL APPROVED",,"(201) 955-3201",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00026",,,"TWC-NaN",,"Trade Waste",,"PHONE - OTHER","Unable to Contact Complainant","Closed",,"Inquiry","Quality of Life-Noise - Trade Waste","UNKNOWN","UNKNOWN","NY",,,"N/A",,,,"10019-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00944",,,"TWC-220",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Complaint","Containers-Unremoved - Trade Waste",,,"NY",,,"CANAL SANITATION INC.","54 HOOK ROAD","BAYONNE","RENEWAL DENIED-STAYED",,"(800) 522-6106",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-02018",,"CROWN CONTAINER TRANSFER STATION CO., INC.","TWC-307",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry",,,,,,,"CROWN CONTAINER CO. INC.","75 AMBY AVENUE","PLAINVIEW","RENEWAL PENDING","11205-","(718) 527-1414",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-195999","Trade Waste","VIKING SANITATION, INC.","BIC-1055","2021-06-07T00:00:00.000","Trade Waste","Active","WEB-MAIL","Referred to Another Agency","Closed","0.0","Complaint","Other - All",,,,,,"VIKING SANITATION, INC.","P.O. BOX 60","BERKELEY HEIGHTS","NJ","07922-",,,,,,,"False","True",,"2023-08-25",,,,,,,,,
"INQ-191320",,,,"2014-11-10T00:00:00.000","Trade Waste",,"311/PHONE - 9278","Resolved","Closed","0.0","Inquiry","Information - All","Bleecker street","New York","NY","10014","Manhattan",,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2012-01056",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed",,"Inquiry","Other - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00643",,,,,"Trade Waste",,"PHONE - 6300","Referred to Another Agency","Closed",,"Inquiry",,,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-191350",,,,"2014-11-14T00:00:00.000","Trade Waste",,"E-Mail","Unsubstantiated","Closed","5.0","Complaint","Cardboard-Theft - Trade Waste","Multiple locations",,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2012-00924",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Referred back to 311","Closed",,"Complaint","Misinformation - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-192286",,,,"2015-08-06T00:00:00.000","Trade Waste",,"WEB-MAIL","Unable to Contact Complainant","Closed","1.0","Complaint","Misinformation - All",,,,,,,,,,,,,,,,,"False","True","Phone Call","2023-08-25",,,,,,,,,
"2010-00254",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Referred To Licensing","Closed",,"Complaint","Licensing - All",,,,,,"N/A",,,,"10036-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00388",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Resolved","Closed",,"Complaint","Decals - Trade Waste",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00995",,"D. DANIELS CONTRACTING LTD.","TWC-600",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Cardboard-Other - Trade Waste",,,"NY",,,"D. DANIELS CONTRACTING LTD.","318 MOTT AVENUE","INWOOD","WITHDRAWN",,"(516) 239-2067",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-00116",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Referred To Licensing","Closed",,"Inquiry","Information - All;Licensing - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00285",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Contracts - Trade Waste",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2012-00362",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Unsubstantiated","Closed",,"Complaint","Unlicensed Carter - Trade Waste","1980 Bergen Ave.","Brooklyn","NY","11234-",,"N/A",,,,,,,,,,,"False","False",,"2023-08-25","BROOKLYN","40.624568","-73.906796","18","46","69602","3413641","3083747505","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"2009-00259",,"CITIWASTE, LLC","TWC-2174",,"Trade Waste",,"PHONE - OTHER","Unsubstantiated","Closed",,"Inquiry","Other - All","100-02 Farragut Road","NYC","NY",,"Brooklyn","CITIWASTE, LLC.","100-02  FARRAGUT RD.","BROOKLYN","RENEWAL APPROVED",,"(718) 372-3887",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00536",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00562",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unsubstantiated","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,"10312-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-00113",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Resolved","Closed",,"Inquiry","Misinformation - All",,,,,,"N/A",,,,"11369-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00372",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred to Another Agency","Closed",,"Complaint","Illegal Dumping - Trade Waste","102-01 159 Drive","nyc","NY",,"Queens","N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-01027",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unsubstantiated","Closed",,"Complaint",,,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-195127",,"GPB WASTE NY, LLC","BIC-491402","2019-09-25T00:00:00.000","Trade Waste","Active","WEB-MAIL","Insufficient Information","Closed","125.0","Complaint","Other - All",,,,,,"GPB WASTE NY, LLC","535 W. 24TH ST. FLOOR 4","NEW YORK","NY","10011",,,,,,,"False","True",,"2023-08-25",,,,,,,,,
"2010-01179",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred to Another Agency","Closed",,"Inquiry","Illegal Dumping - Trade Waste","101 1st Ave.","nyc","NY",,"NYC","N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-01515",,,,,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Other - All",,,,,,"N/A",,,,"10455-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-194253","Trade Waste","CROWN WASTE CORP","BIC-311","2018-08-13T00:00:00.000","Trade Waste","Active","PHONE - 6300","Resolved","Closed","1.0","Complaint","Service - All","32-50 Francis Lewis Blvd","Flushing","NY","11358",,"CROWN WASTE CORP","P.O. BOX 1133","BETHPAGE","NY","11714-",,,,,,,"True","False","Phone Call","2023-08-25","QUEENS","40.767762","-73.790905","11","19","1139","4111856","4049410037","Auburndale"
"2006-01228",,,,,"Trade Waste",,"PHONE - 6300",,"Closed",,"Complaint","Containers-Unremoved - Trade Waste",,,"NY",,,,,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00494",,,"TWC-0",,"Trade Waste",,"PHONE - OTHER","Unsubstantiated","Closed",,"Inquiry","Unlicensed Carter - Trade Waste","1902 Cortelyou Road","NYC","NY",,"Brooklyn","Mago Landscaping","1902 Cortelyou Road","NYC","UNLICENSED",,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-00715",,,,,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,"NY",,,"N/A",,,,"10305-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00492",,,"TWC-0",,"Trade Waste",,"311/PHONE - 9278","Unsubstantiated","Closed",,"Complaint","Quality of Life-Spillage - Trade Waste","910 9th Ave (betw 58&59)","nyc","NY",,"NYC","World Wide","54-30 48 St.","nyc","UNLICENSED",,"718-937-1010",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-196155",,,,"2021-09-21T00:00:00.000","Trade Waste",,"PHONE - 6300","Resolved","Closed","0.0","Complaint","Other - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2010-00348",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Unsubstantiated","Closed",,"Complaint","Unlicensed Carter - Trade Waste",,,,,,"N/A",,,,"11365-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00091",,"MILLAMAR CONSTRUCTION CORP.","TWC-3561",,"Trade Waste",,"311/PHONE - 9278","Referred To BIC Legal","Closed",,"Inquiry","Licensing - All",,,,,,"MILLAMAR CONSTRUCTION CORP.","2 STARFIRE LANE","WILLISTON PARK","PENDING",,"(516) 358-3618",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-196583",,,,"2022-07-26T00:00:00.000","Trade Waste",,"WEB-MAIL","Resolved","Closed","0.0","Complaint","Other - All","245 West 14 Street","New York","NY",,"Manhattan",,,,,,,,,,,,"True","False","E-Mail","2023-08-25",,,,,,,,,
"COMP-192485","Trade Waste","CITIWASTE, LLC","BIC-2174","2015-10-06T00:00:00.000","Trade Waste","Active","PHONE - 6300","Unsubstantiated","Closed","7.0","Complaint","Contracts - Trade Waste","120 East 34th St","NY","NY","10016","Manhattan","CITIWASTE, LLC.","100-02  FARRAGUT RD.","BROOKLYN","NY","11236-",,,,,,,"True","False","Phone Call","2023-08-25","MANHATTAN","40.746661","-73.98036","5","2","72","1018513","1008890068","Murray Hill-Kips Bay"
"2008-00067",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Licensing - All",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-195415","Trade Waste","CITYWIDE CONTAINER SERVICE CORP.","BIC-252","2020-04-08T00:00:00.000","Trade Waste","Active","311/PHONE - 9278","Resolved","Closed","1.0","Complaint","Containers-Unremoved - Trade Waste","90 Norwood Avenue","Brooklyn","NY","11208","Brooklyn","CITYWIDE CONTAINER SERVICE CORP.","60 ANTHONY STREET","BROOKLYN","NY","11222-",,,,,,,"True","False","Phone Call","2023-08-25","BROOKLYN","40.684187","-73.879764","5","37","1174","3319642","3039160028","Cypress Hills-City Line"
"2011-00764",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Licensing - All",,,,,,"N/A",,,,"11218-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-193277","Trade Waste","WILENTA CARTING OF NY, INC.","BIC-3353","2016-12-13T00:00:00.000","Trade Waste","Active","MAIL","Referred To BIU","Closed","1.0","Complaint","Other - All",,,,,,"WILENTA CARTING OF NY, INC.","PO BOX 2596","SECAUCUS","NJ","07094-",,,,,,,"False","True",,"2023-08-25",,,,,,,,,
"2007-00812",,"CROWN CARTING, LLC.","TWC-2762",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Containers-Unremoved - Trade Waste",,,"NY",,,"CROWN CARTING, LLC.","530 CHURCH STREET","RIDGEFIELD","PENDING",,"(201) 941-2075",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-195167","Trade Waste","CROWN WASTE CORP","BIC-311","2019-10-22T00:00:00.000","Trade Waste","Active","WEB-MAIL","Resolved","Closed","2.0","Complaint","Service - All","35-16 Bell Blvd","Bayside","NY","11361","Queens","CROWN WASTE CORP","P.O. BOX 1133","BETHPAGE","NY","11714-",,,,,,,"True","False","Phone Call","2023-08-25","QUEENS","40.76872","-73.773645","11","19","1123","4136458","4061690015","Bayside-Bayside Hills"
"COMP-196729","Trade Waste;Transfer Station","JOHN DANNA & SONS,INC.","BIC-649 / TS-51","2022-11-23T00:00:00.000","Trade Waste","Active","WEB-MAIL","Resolved","Closed","0.0","Complaint","Unsafe Driving - Trade Waste","BETWEEN EXIT 50 AND 51",,,,,"JOHN DANNA & SONS,INC.","318 BRYANT AVENUE","BRONX","NY","10474",,"Mack","GU713","Truck","2016",,"False","True","Phone Call","2023-08-25",,,,,,,,,
"2012-00166",,,"TWC-NaN",,"Trade Waste",,"EMAIL","Unsubstantiated","Closed",,"Complaint","Unlicensed Carter - Trade Waste","Court Street intersection w/ Livingston street","Brooklyn","NY",,"Brooklyn","N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2011-00585",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred To Licensing","Closed",,"Inquiry","Licensing - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-01412",,,"TWC-220",,"Trade Waste",,"PHONE - 6275","Resolved","Closed",,"Complaint","Containers-Unremoved - Trade Waste","21-25 44 Ave.; Long Island City",,"NY",,"Queens","CANAL SANITATION INC.","54 HOOK ROAD","BAYONNE","RENEWAL DENIED-STAYED",,"(800) 522-6106",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-01194",,,,,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Quality of Life-Noise - Trade Waste",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-194081",,,,"2018-05-21T00:00:00.000","Trade Waste",,"PHONE - 6300","Resolved","Closed","0.0","Inquiry","Misinformation - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2009-02248",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-195035",,,,"2019-08-07T00:00:00.000","Trade Waste",,"WEB-MAIL","Resolved","Closed","0.0","Inquiry","Licensing - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
