"the_geom","cornerid","rampid","ramp_onstr","geocyclora","borough","stname1","stname2","curb_reveal","ramp_running_slope_total","dws_conditions","gutter_slope","lnd_width","lnd_length","lnd_cross_slope","counter_slope","ramp_width","ramp_right_flare","ramp_left_flare","ramp_length","ramp_cross_slope","ponding","obstacles_ramp","obstacles_landing"
"POINT (-73.92060007726384 40.652026260727)","1179809","11875","RALPH AVENUE","2018-05-04T00:00:00.000","3","RALPH AVENUE","EAST 89 STREET","0.5","19.9","Missing","-1.6","42.0","58.9","-0.2","-5.5","37.8","31.0","38.8","-26.5","-3.1","No","None","None"
"POINT (-73.9110232493674 40.82468778582286)","1006509","37853","EAST 163 STREET","2018-04-01T00:00:00.000","2","EAST 163 STREET","BROOK AVENUE","0.6","0.8","Good Condition","-0.4","50.3","60.0","0.5","1.6","53.7","10.4","50.4","-7.9","0.3","No","None","None"
"POINT (-73.87285663017134 40.83445622484584)","1016527","3994","EAST 174 STREET","2018-05-23T00:00:00.000","2","FTELEY AVENUE","EAST 174 STREET","0.3","10.9","Missing","-1.8","41.4","60.0","-1.1","-5.1","40.7","16.0","58.0","-20.5","-1.9","Yes","None","Utility access"
"POINT (-73.88815913264469 40.67558359122087)","1116096","12207","LIBERTY AVENUE","2018-05-07T00:00:00.000","3","BARBEY STREET","LIBERTY AVENUE","1.0","5.5","Missing","2.3","42.6","60.0","0.0","6.6","45.9","9.9","35.4","-11.9","2.1","No","None","None"
"POINT (-73.82388223312681 40.83029031595252)","1000377","4781","EDISON AVENUE","2018-05-26T00:00:00.000","2","LAFAYETTE AVENUE","EDISON AVENUE","0.9","3.4","Missing","0.2","55.8","60.0","0.7","-5.1","54.3","6.6","54.9","-11.1","1.2","No","None","None"
"POINT (-73.801218045772 40.704775732886276)","1054421","26305","90 AVENUE","2018-04-18T00:00:00.000","4","PARSONS BOULEVARD","90 AVENUE","0.6","10.7","Good Condition","-1.9","47.7","60.0","-2.3","-7.1","50.4","22.4","60.4","-31.7","-1.7","No","None","None"
"POINT (-73.92543071302515 40.6631974104469)","1118632","6450","RUTLAND ROAD","2018-04-12T00:00:00.000","3","RUTLAND ROAD","EAST 95 STREET","0.5","2.8","Good Condition","0.1","48.7","60.0","0.1","-2.3","49.0","9.1","61.5","-12.1","0.7","No","None","None"
"POINT (-73.88983918882695 40.66384615083368)","1117592","14029","RIVERDALE AVENUE","2018-05-07T00:00:00.000","3","BRADFORD STREET","RIVERDALE AVENUE","0.5","6.6","Missing","0.1","47.5","51.9","0.5","-5.7","51.2","9.7","58.3","-8.1","1.4","No","None","None"
"POINT (-73.98026809593611 40.75161704591127)","1089729","9347","EAST 40 STREET, MADISON AVENUE","2018-05-28T00:00:00.000","1","EAST 40 STREET","MADISON AVENUE","0.8","5.5","Missing","-0.5","48.8","60.0","-0.9","0.0","48.6","-0.5","80.9","-6.0","-1.0","No","Utility Vault","None"
"POINT (-74.00592617284175 40.711841173900886)","1087907","13319","SPRUCE STREET, PARK ROW","2018-05-26T00:00:00.000","1","SPRUCE STREET","PARK ROW","0.7","7.2","Good Condition","-0.9","59.8","54.0","-2.7","2.0","60.2","5.1","41.8","-20.0","-1.1","No","None","None"
"POINT (-74.00996323844562 40.72152975567462)","1142367","25816","HUBERT STREET","2018-05-28T00:00:00.000","1","GREENWICH STREET","HUBERT STREET","0.5","3.4","Good Condition","2.9","48.8","60.0","3.2","-1.2","39.8","11.4","55.6","-1.0","2.0","No","None","Utility access"
"POINT (-73.8310617269632 40.761644933841595)","1060831","26464","MAIN STREET","2018-04-14T00:00:00.000","4","MAIN STREET","37 AVENUE","1.1","3.4","Defective","2.9","57.5","60.0","1.6","-4.2","70.0","9.9","68.0","-3.3","1.7","No","None","None"
"POINT (-73.84494036407237 40.57926872127108)","1061616","11352","NEWPORT AVENUE","2018-05-22T00:00:00.000","4","BEACH 124 STREET","NEWPORT AVENUE","0.6","3.3","Good Condition","0.3","48.9","60.0","-0.7","-4.4","50.6","6.8","60.9","-11.5","0.6","No","None","None"
"POINT (-73.98259547847202 40.63012944121442)","1129521","19804","48 STREET","2018-04-18T00:00:00.000","3","48 STREET","17 AVENUE","0.7","16.4","Missing","0.7","38.8","60.0","1.7","-7.6","37.1","25.3","34.1","-25.3","4.7","No","None","Utility access"
"POINT (-73.80764638267352 40.715670314204054)","1082800","26092","GRAND CENTRAL PARKWAY, PARSONS BOULEVARD","2018-04-14T00:00:00.000","4","GRAND CENTRAL PARKWAY","PARSONS BOULEVARD","0.8","3.6","Missing","2.3","66.9","39.8","1.4","-1.0","65.3","17.4","48.9","-4.8","1.8","No","None","None"
"POINT (-73.80029432322726 40.73299104755815)","1067926","25567","169 STREET","2018-04-17T00:00:00.000","4","169 STREET","69 AVENUE","1.3","7.6","Missing","-3.3","51.6","13.8","-2.1","-4.7","55.5","8.2","44.7","-12.8","-2.3","Yes","None","None"
"POINT (-73.92027390061223 40.745194387767334)","1036597","25996","43 AVENUE","2018-03-29T00:00:00.000","4","43 AVENUE","44 STREET","0.9","5.3","Missing","0.3","47.3","60.0","-3.6","-4.3","47.3","4.9","46.0","-14.2","-0.5","Yes","None","None"
"POINT (-73.98937821248123 40.772849905980266)","1091650","7821","WEST 61 STREET","2018-04-08T00:00:00.000","1","WEST 61 STREET","WEST END AVENUE","1.2","3.4","Good Condition","2.2","47.2","60.0","3.9","-1.0","47.8","12.3","63.0","-10.2","1.5","No","None","None"
"POINT (-73.82587694741109 40.76446870405958)","1059463","14779","NORTHERN BOULEVARD","2018-04-20T00:00:00.000","4","NORTHERN BOULEVARD","BOWNE STREET","0.9","1.7","Good Condition","1.2","60.6","60.0","1.9","-0.6","60.3","14.7","67.6","-14.6","-0.4","No","None","None"
"POINT (-73.82634254688604 40.67144446091329)","1045955","27827","114 STREET","2018-05-12T00:00:00.000","4","135 AVENUE","114 STREET","0.6","9.1","Missing","-1.7","42.6","49.5","1.9","-5.9","47.2","8.4","59.4","-12.8","-0.5","Yes","None","None"
"POINT (-73.83820572480035 40.85904064147225)","1003387","2204","ASTOR AVENUE","2018-05-18T00:00:00.000","2","ASTOR AVENUE","TIEMANN AVENUE","0.5","5.0","Missing","-0.3","45.4","37.2","0.9","-2.7","46.4","3.5","54.9","-3.7","0.4","No","None","None"
"POINT (-73.98330521777268 40.57527473242154)","1134116","34234","WEST 16 STREET","2018-05-26T00:00:00.000","3","WEST 16 STREET","SURF AVENUE","0.1","3.3","Good Condition","-1.6","45.4","60.0","1.0","0.0","51.1","10.5","54.8","-6.2","-1.0","No","None","None"
"POINT (-74.02855100267526 40.6365915089145)","1139440","24917","RIDGE BOULEVARD","2018-05-23T00:00:00.000","3","RIDGE BOULEVARD","BAY RIDGE AVENUE","0.4","9.0","Missing","-4.2","37.1","60.0","-2.8","-7.7","40.4","3.1","56.5","-11.7","-2.0","No","None","None"
"POINT (-73.74703170387535 40.597501240322956)","1064964","11369","PLAINVIEW AVENUE, BEACH 13 STREET","2018-05-28T00:00:00.000","4","PLAINVIEW AVENUE","BEACH 13 STREET","0.7","8.6","Good Condition","-1.7","60.6","27.9","0.7","-0.5","53.7","11.6","64.2","-16.4","-2.4","No","None","Utility access"
"POINT (-73.82587684248416 40.8340143526804)","1018891","18813","BRUCKNER BOULEVARD","2018-05-26T00:00:00.000","2","BRUCKNER BOULEVARD","LOGAN AVENUE","0.4","8.5","Missing","3.2","84.9","57.6","3.7","-0.6","65.0","18.6","68.0","-23.3","3.6","No","None","None"
"POINT (-73.89550150505755 40.8606954802645)","1004124","31074","EAST 188 STREET","2018-05-09T00:00:00.000","2","EAST 188 STREET","TIEBOUT AVENUE","0.4","9.7","Missing","1.7","56.4","60.0","6.6","-9.8","48.9","8.1","50.0","3.8","2.7","No","None","None"
"POINT (-73.93478889186099 40.58789197132404)","1132598","6850","COYLE STREET","2018-05-15T00:00:00.000","3","VOORHIES AVENUE","COYLE STREET","1.0","6.0","Good Condition","-2.0","47.4","60.0","0.7","-0.4","47.7","20.4","64.0","-19.2","-1.4","No","None","None"
"POINT (-73.86843043526449 40.74752943629753)","1025544","24899","JUNCTION BOULEVARD","2018-04-08T00:00:00.000","4","JUNCTION BOULEVARD","41 AVENUE","1.1","10.3","Missing","-0.3","42.6","60.0","-2.4","-4.8","38.1","16.9","54.1","-23.7","-1.0","No","Utility access","None"
"POINT (-73.71800474606044 40.760375973149706)","1074374","31489","60 ROAD","2018-05-26T00:00:00.000","4","60 ROAD","264 STREET","1.0","3.6","Missing","3.0","49.3","55.6","3.3","-1.9","55.5","9.7","48.4","-8.1","5.2","No","None","None"
"POINT (-73.83727240187845 40.69896846734595)","1041211","20877","86 AVENUE","2018-04-23T00:00:00.000","4","112 STREET","86 AVENUE","1.0","5.4","Good Condition","1.4","50.2","60.0","2.8","10.9","48.0","15.6","60.4","-6.8","2.5","No","None","None"
"POINT (-73.8833796198169 40.74632760120355)","1025129","34920","BAXTER AVENUE","2018-04-07T00:00:00.000","4","BAXTER AVENUE","ITHACA STREET","0.9","6.9","Missing","-1.2","46.1","57.6","1.2","0.8","42.3","4.4","57.3","-7.5","-1.3","No","None","None"
"POINT (-73.96612895320312 40.77386607518673)","1097222","17287","5 AVENUE","2018-04-07T00:00:00.000","1","5 AVENUE","EAST 74 STREET","0.3","4.6","Missing","1.6","99.4","60.0","0.7","-2.9","88.5","8.7","104.6","-6.0","0.4","No","None","None"
"POINT (-73.89022360347167 40.679962100934695)","1114399","12103","SCHENCK AVENUE, ARLINGTON AVENUE","2018-05-07T00:00:00.000","3","SCHENCK AVENUE","ARLINGTON AVENUE","0.9","3.9","Missing","1.4","67.8","60.0","3.8","-0.5","76.5","12.6","65.3","1.8","4.4","Yes","None","None"
"POINT (-73.9076633173152 40.80914022128205)","1022649","796","EAST 144 STREET","2018-03-26T00:00:00.000","2","EAST 144 STREET","SOUTHERN BOULEVARD","0.8","1.2","Missing","-2.0","47.4","60.0","0.2","-5.2","47.5","11.8","56.4","-9.6","0.9","No","None","None"
"POINT (-73.80685013220534 40.70733618103372)","1070263","30760","87 ROAD, 150 STREET","2018-04-15T00:00:00.000","4","87 ROAD","150 STREET","0.7","5.9","Missing","-3.2","41.9","60.0","-4.2","-8.6","74.5","0.3","60.9","-8.4","-3.4","No","None","None"
"POINT (-74.15237092009407 40.56739009390827)","1152701","16786","ARTHUR KILL ROAD","2018-03-15T00:00:00.000","5","ARTHUR KILL ROAD","TANGLEWOOD DRIVE","0.4","5.6","Missing","-2.6","57.2","60.0","-5.2","-4.4","56.9","2.0","51.2","-12.3","-3.4","No","None","None"
"POINT (-73.81289452374897 40.81805766703486)","1017731","4264","LAWTON AVENUE","2018-05-28T00:00:00.000","2","LAWTON AVENUE","THROGS NECK BOULEVARD","0.7","1.7","Missing","-1.7","48.3","60.0","-0.5","0.9","48.3","8.0","47.1","-16.5","-2.2","No","None","None"
"POINT (-73.9564815804337 40.59890924240857)","1131293","4411","EAST 15 STREET","2018-05-10T00:00:00.000","3","EAST 15 STREET","AVENUE U","1.2","8.4","Good Condition","0.1","51.4","60.0","0.7","-1.2","50.6","21.5","58.7","-21.3","1.0","No","None","None"
"POINT (-73.88156204014182 40.68321556919237)","1114665","18349","HIGHLAND PLACE","2018-05-08T00:00:00.000","3","RIDGEWOOD AVENUE","HIGHLAND PLACE","0.5","3.7","Missing","-0.9","50.5","55.8","-1.0","-3.8","52.6","14.2","61.4","-8.5","-1.3","No","None","None"
"POINT (-73.88460585089209 40.65894244205282)","1117057","12044","VAN SICLEN AVENUE","2018-05-10T00:00:00.000","3","STANLEY AVENUE","VAN SICLEN AVENUE","0.9","2.8","Defective","2.1","44.5","60.0","-1.4","-5.9","59.2","1.5","57.7","-3.0","-0.1","No","None","None"
"POINT (-73.77275436165174 40.71379961092867)","1066796","30626","188 STREET","2018-04-14T00:00:00.000","4","188 STREET","89 AVENUE","0.7","1.6","Good Condition","-0.3","48.8","41.3","0.0","-1.5","44.4","12.1","59.4","-10.9","-0.1","No","None","None"
"POINT (-73.9272593009994 40.63998024081934)","1120592","6577","FOSTER AVENUE","2018-04-12T00:00:00.000","3","FOSTER AVENUE","EAST 52 STREET","0.9","7.8","Good Condition","-1.7","51.6","60.0","-2.1","-0.6","48.6","16.1","57.1","-16.2","-1.0","No","None","None"
"POINT (-73.98072095572402 40.78925638371284)","1091323","19811","WEST 85 STREET","2018-04-10T00:00:00.000","1","WEST 85 STREET","RIVERSIDE DRIVE","0.7","5.0","Good Condition","-2.2","48.2","60.0","0.2","-1.0","38.8","11.4","59.7","-12.3","-0.4","Yes","None","Utility access"
"POINT (-74.01096370155582 40.60667751395714)","1136765","24664","16 AVENUE","2018-04-22T00:00:00.000","3","BATH AVENUE","16 AVENUE","1.1","6.9","Missing","-1.5","58.3","60.0","-0.7","8.4","47.1","9.3","60.9","-9.1","-1.0","Yes","None","None"
"POINT (-74.19569275742636 40.53991504654286)","1157300","33687","RATHBUN AVENUE","2018-05-03T00:00:00.000","5","RATHBUN AVENUE","HUGUENOT AVENUE","0.3","8.6","Good Condition","-2.4","46.9","41.3","-2.7","-3.6","57.4","6.9","42.5","-17.2","-1.5","No","None","None"
"POINT (-73.84889734487216 40.84708610588962)","1019642","7186","PIERCE AVENUE","2018-04-11T00:00:00.000","2","WILLIAMSBRIDGE ROAD","PIERCE AVENUE","0.8","14.3","Missing","1.2","41.2","60.0","2.1","-3.3","40.3","18.9","36.0","-16.0","4.0","No","None","None"
"POINT (-73.78371977235146 40.74295112983678)","1077323","26312","193 STREET","2018-04-12T00:00:00.000","4","193 STREET","PECK AVENUE","0.6","4.4","Good Condition","0.3","60.6","57.2","1.2","-4.1","64.0","8.9","61.4","-7.4","0.3","No","None","None"
"POINT (-74.14509643189656 40.61045597600849)","1103015","29276","VICTORY BOULEVARD","2018-09-07T00:00:00.000","5","VICTORY BOULEVARD","DECATUR AVENUE","0.9","6.6","Missing","-3.1","45.5","60.0","0.3","-3.5","43.1","7.5","64.0","-16.9","0.3","No","None","None"
"POINT (-73.99425845968375 40.76661692948861)","1087968","9608","WEST 51 STREET, 11 AVENUE","2018-04-28T00:00:00.000","1","WEST 51 STREET","11 AVENUE","0.6","8.8","Missing","0.1","54.6","60.0","3.1","-2.7","63.1","18.0","48.8","-9.0","1.9","No","None","None"
"POINT (-73.90638683459429 40.81277051436298)","1005058","497","EAST 149 STREET","2018-03-25T00:00:00.000","2","TINTON AVENUE","EAST 149 STREET","0.3","9.1","Good Condition","-0.7","38.3","60.0","-2.5","-3.0","44.0","14.5","44.5","-16.6","0.9","No","None","None"
"POINT (-73.95671622609336 40.64472174238081)","1126060","6071","BEVERLEY ROAD","2018-04-17T00:00:00.000","3","EAST 22 STREET","BEVERLEY ROAD","0.4","5.7","Good Condition","1.6","52.4","60.0","-1.8","-0.6","50.8","11.3","54.9","-7.9","-1.0","No","None","None"
"POINT (-73.89442526284984 40.70580123612511)","1030256","23999","68 AVENUE","2018-05-13T00:00:00.000","4","64 STREET","68 AVENUE","0.5","8.1","Good Condition","-1.2","47.1","60.0","0.0","-4.7","47.7","10.4","55.4","-10.8","-0.7","Yes","None","None"
"POINT (-73.83313850102924 40.83892339435403)","1018966","11422","CODDINGTON AVENUE","2018-05-26T00:00:00.000","2","MAYFLOWER AVENUE","CODDINGTON AVENUE","0.2","10.6","Missing","5.8","47.1","58.2","4.6","-4.0","46.2","23.9","55.7","-12.4","4.7","No","None","None"
"POINT (-73.85376255805424 40.86529146721144)","1014624","1754","HERING AVENUE","2018-05-18T00:00:00.000","2","HERING AVENUE","ALLERTON AVENUE","0.4","4.1","Missing","0.1","48.5","58.3","3.1","-6.5","48.1","6.2","54.3","-7.4","1.1","No","None","None"
"POINT (-73.99754887710193 40.762127639206284)","1088027","9415","WEST 44 STREET","2018-05-08T00:00:00.000","1","WEST 44 STREET","11 AVENUE","1.2","4.6","Good Condition","0.2","47.7","60.0","-0.9","-7.5","48.6","8.5","61.4","-7.3","-1.0","No","None","None"
"POINT (-73.90031216879792 40.767645527463905)","1040685","31298","HAZEN STREET","2018-04-01T00:00:00.000","4","ASTORIA BOULEVARD NORTH","HAZEN STREET","0.6","7.9","Missing","2.3","64.6","60.0","1.6","-0.3","55.4","30.4","56.3","-13.7","3.7","No","None","None"
"POINT (-73.80980366239018 40.786501571798425)","1168645","10520","CROSS ISLAND PARKWAY","2018-04-23T00:00:00.000","4","CROSS ISLAND PARKWAY","CLINTONVILLE STREET","0.8","15.5","Missing","-3.1","71.2","60.0","-3.9","2.5","52.0","32.3","50.0","-48.4","4.6","No","None","None"
"POINT (-73.73542286246726 40.770545812039124)","1072753","31590","LITTLE NECK PARKWAY, NORTHERN BOULEVARD","2018-05-25T00:00:00.000","4","LITTLE NECK PARKWAY","NORTHERN BOULEVARD","0.8","8.5","Missing","-3.8","56.4","60.0","-2.2","-0.9","59.4","9.5","57.2","-8.0","-1.0","No","None","None"
"POINT (-73.81400808994123 40.74984393090373)","1056366","10247","BOWNE STREET","2018-04-18T00:00:00.000","4","BOWNE STREET","NEGUNDO AVENUE","0.3","0.2","Missing","2.2","39.1","44.1","1.2","-11.1","45.9","9.6","59.5","-3.4","1.3","No","None","None"
"POINT (-73.96085348189925 40.77246248621778)","1093353","8923","EAST 75 STREET","2018-04-07T00:00:00.000","1","LEXINGTON AVENUE","EAST 75 STREET","1.2","5.6","Missing","-5.3","41.6","60.0","-1.6","-13.0","35.1","25.3","59.4","-25.4","-2.6","No","None","None"
"POINT (-74.14208562936608 40.611053874082344)","1102362","11143","CRAFTON AVENUE","2018-09-07T00:00:00.000","5","VICTORY BOULEVARD","CRAFTON AVENUE","0.5","9.5","Good Condition","2.8","38.5","51.3","2.5","0.0","34.5","25.4","47.7","-18.3","-0.3","No","None","None"
"POINT (-73.9886440893719 40.7006277257703)","1106701","17153","ADAMS STREET","2018-04-18T00:00:00.000","3","ADAMS STREET","PROSPECT STREET","0.2","7.2","Good Condition","3.1","48.9","60.0","8.6","-0.5","47.3","16.3","60.7","-2.9","4.1","No","None","None"
"POINT (-73.8977187860161 40.815045127996804)","1005666","273","EAST 156 STREET","2018-03-20T00:00:00.000","2","EAST 156 STREET","SOUTHERN BOULEVARD","0.1","0.5","Missing","-3.4","47.7","60.0","-5.5","-5.4","48.7","2.1","57.6","-14.0","-3.1","No","None","None"
"POINT (-74.13399038714951 40.605880760724496)","1160350","29181","BUCHANAN AVENUE","2018-09-06T00:00:00.000","5","WESTWOOD AVENUE","BUCHANAN AVENUE","0.4","2.9","Missing","-2.2","36.1","46.4","-1.7","-8.0","37.9","-4.4","40.1","3.2","-1.7","No","None","None"
"POINT (-73.79090966360351 40.77735171159551)","1181318","15344","22 AVENUE, 202 STREET","2018-04-26T00:00:00.000","4","22 AVENUE","202 STREET","0.8","5.4","Good Condition","1.2","62.0","60.0","0.2","-5.4","49.4","10.7","56.5","-10.3","0.3","Yes","None","None"
"POINT (-74.00008917096523 40.57715261016104)","1133862","32348","WEST 33 STREET","2018-05-26T00:00:00.000","3","WEST 33 STREET","NEPTUNE AVENUE","0.9","8.8","Good Condition","1.6","51.0","60.0","0.6","-4.0","51.7","6.7","55.0","-6.9","1.6","No","None","Utility access"
"POINT (-73.98818988761143 40.6858843960974)","1107783","16202","BERGEN STREET","2018-04-15T00:00:00.000","3","HOYT STREET","BERGEN STREET","0.8","5.7","Missing","3.7","50.6","56.7","-3.5","-6.0","54.1","8.1","47.1","-25.1","5.2","No","None","None"
"POINT (-73.90559609074336 40.6068823735247)","1124441","4569","WHITMAN DRIVE","2018-05-08T00:00:00.000","3","WHITMAN DRIVE","INDIANA PLACE","0.5","4.2","Missing","-0.3","39.4","60.0","-3.6","-6.8","37.1","21.1","45.5","-12.1","2.0","No","None","None"
"POINT (-74.14221290303458 40.61103178355814)","1102359","11139","CRAFTON AVENUE","2018-09-07T00:00:00.000","5","CRAFTON AVENUE","VICTORY BOULEVARD","0.6","8.3","Good Condition","-9.8","44.4","39.5","-5.0","0.2","39.1","11.7","51.9","-20.1","-7.5","No","None","None"
"POINT (-73.91036846938684 40.80105325825925)","1002859","46","EAST 135 STREET","2018-03-26T00:00:00.000","2","WALNUT AVENUE","EAST 135 STREET","0.2","5.3","Missing","0.8","43.9","60.0","1.6","-12.0","47.3","7.1","55.3","-4.1","2.0","No","None","None"
"POINT (-73.84256094349468 40.689268450024215)","1042942","30602","102 STREET","2018-04-26T00:00:00.000","4","94 AVENUE","102 STREET","1.1","6.5","Missing","0.2","52.5","60.0","1.9","-9.1","47.2","22.8","57.5","-18.7","-0.3","No","None","None"
"POINT (-73.80109652797242 40.69535465830885)","1052916","17844","TUSKEGEE AIRMEN WAY","2018-04-26T00:00:00.000","4","150 STREET","TUSKEGEE AIRMEN WAY","0.6","7.5","Missing","1.4","52.8","60.0","0.1","-3.9","48.9","13.4","59.0","-6.6","0.8","No","None","None"
"POINT (-73.8112178273803 40.72776035426749)","1068250","29002","72 AVENUE, PARSONS BOULEVARD","2018-04-20T00:00:00.000","4","72 AVENUE","PARSONS BOULEVARD","0.6","11.7","Missing","-0.3","35.7","60.0","-1.0","-4.9","40.7","25.9","47.3","-24.5","-1.2","Yes","None","None"
"POINT (-73.97044071025701 40.79418358885108)","1091103","8589","WEST 96 STREET","2018-04-10T00:00:00.000","1","AMSTERDAM AVENUE","WEST 96 STREET","0.5","0.3","Good Condition","2.9","46.8","60.0","0.6","-5.5","47.6","12.7","65.9","-6.6","2.0","No","None","None"
"POINT (-73.97223601288006 40.76549676025565)","1097143","17226","5 AVENUE","2018-04-05T00:00:00.000","1","5 AVENUE","EAST 61 STREET","0.3","6.0","Defective","-0.2","96.4","60.0","-0.6","-0.9","96.2","555.0","110.7","555.0","1.5","No","None","None"
"POINT (-73.79047961079165 40.70298167190452)","1181727","28047","LIBERTY AVENUE","2018-04-28T00:00:00.000","4","LIBERTY AVENUE","168 STREET","0.3","1.4","Missing","-2.7","96.1","60.0","-5.5","-0.4","64.6","25.3","68.9","-32.3","-2.0","No","None","None"
"POINT (-73.91024583159708 40.80114344151135)","1004556","19","WALNUT AVENUE","2018-03-28T00:00:00.000","2","EAST 135 STREET","WALNUT AVENUE","0.4","7.5","Missing","0.9","51.3","60.0","0.1","-6.9","50.5","6.5","55.5","-9.0","0.1","No","None","None"
