"report_date","borough","geographic_subset","geographic_identifier","client_died","does_not_reside_in_nyc","no_risk","referred_person_has_sufficient","referred_person_retains","someone_else_willing_and","unable_to_locate","under_18","total_ineligible_by_geographic","client_died_by_geographic","does_not_reside_in_nyc_by","no_risk_by_geographic_subset","referred_person_has_sufficient_1","referred_person_retains_1","someone_else_willing_and_1","unable_to_locate_by_geographic","under_18_by_geographic_subset","total_ineligible_referrals","client_died_citywide","does_not_reside_in_nyc_1","no_risk_citywide","referred_person_has_sufficient_2","referred_person_retains_2","someone_else_willing_and_2","unable_to_locate_citywide","under_18_citywide","total_ineligible_referrals_1"
"2022-06-30T00:00:00.000","BRONX","City Council District","16","2","3","39","85","6","32","25","0","192","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","42","0","2","20","51","1","40","31","0","145","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","14","4","0","30","60","3","19","19","0","135","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","15","3","0","42","96","3","29","22","1","196","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","33","0","1","7","44","0","24","10","0","86","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","10","0","0","2","2","0","3","0","0","7","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","11","5","1","24","60","3","21","12","0","126","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","12","0","2","27","83","3","16","21","0","152","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","City Council District","4","3","2","19","45","0","21","22","0","112","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","8","0","3","22","44","1","15","10","0","95","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","13","0","2","21","34","2","16","15","0","90","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","43","1","2","7","32","0","18","13","0","73","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10310","0","9","3","5","0","0","3","0","20","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10312","1","0","4","3","0","2","3","0","13","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BRONX","City Council District","17","1","0","34","73","3","26","25","0","162","16","14","267","596","26","189","168","1","1277","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10308","0","1","2","1","0","1","8","0","13","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10314","1","1","7","12","0","5","15","0","41","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10309","0","0","3","3","0","3","2","0","11","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","38","1","2","17","35","0","17","11","0","83","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10306","1","1","6","5","0","3","4","0","20","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10307","1","0","1","4","0","1","3","0","10","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10304","0","0","3","5","0","6","10","0","24","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","UNABLE TO MATCH","0","0","0","0","1","0","0","0","1","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10301","1","1","9","8","1","7","7","0","34","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10302","0","0","3","5","0","3","1","0","12","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11697","0","0","0","1","0","0","0","0","1","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11693","0","0","3","6","0","2","2","0","13","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11694","0","0","4","5","0","3","1","0","13","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10303","0","0","7","4","0","2","1","0","14","7","15","54","69","1","36","64","0","246","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","BROOKLYN","City Council District","46","2","3","16","50","1","26","20","2","120","17","29","247","712","11","356","300","3","1675","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11434","0","0","17","22","1","17","11","0","68","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11435","0","0","11","15","0","12","7","0","45","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11436","0","1","2","3","1","3","3","0","13","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11433","0","1","6","12","0","11","4","0","34","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11429","2","0","9","5","0","6","2","0","24","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11430","0","0","0","0","0","0","0","0","0","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11691","2","0","20","9","0","7","8","0","46","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11432","0","3","23","13","1","7","8","0","55","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11423","0","0","6","9","0","4","2","0","21","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11426","0","0","0","2","0","1","0","0","3","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11427","0","1","8","7","1","7","1","0","25","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11422","0","1","2","6","0","4","4","0","17","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11692","0","0","5","4","0","4","2","0","15","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","MANHATTAN","City Council District","5","4","3","22","48","0","16","23","0","116","25","19","266","565","7","225","247","0","1354","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11428","0","0","4","2","0","0","2","0","8","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11415","0","0","1","3","0","3","1","0","8","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11416","0","0","3","6","0","2","1","0","12","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11417","1","0","1","2","0","3","2","0","9","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11414","0","1","5","5","0","8","6","0","25","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11411","0","1","6","4","0","5","1","0","17","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11412","0","0","8","10","0","9","5","0","32","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11418","0","2","9","6","0","6","5","0","28","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11413","0","0","8","6","0","9","2","0","25","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11377","3","0","11","12","0","10","7","0","43","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11378","0","1","1","2","1","3","3","0","11","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11379","0","0","3","8","0","2","2","0","15","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11375","1","1","8","26","0","12","10","0","58","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11373","0","1","3","11","1","14","4","0","34","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11419","0","2","7","10","0","9","3","0","31","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11374","1","1","9","13","0","7","5","0","36","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11385","0","7","8","6","0","3","2","0","26","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11367","0","1","4","19","0","11","5","0","40","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11368","1","4","12","20","1","11","11","0","60","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11369","1","0","5","20","0","5","4","0","35","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11366","0","0","0","5","0","1","0","0","6","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11363","0","0","1","3","0","0","1","0","5","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11364","0","0","5","9","0","5","3","0","22","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11370","0","1","3","4","0","4","2","0","14","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11365","0","2","5","9","0","5","2","0","23","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11358","0","0","4","6","0","5","1","0","16","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11360","0","0","1","7","0","1","3","0","12","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11361","0","0","1","3","0","2","2","0","8","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11357","0","0","0","3","0","4","0","0","7","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11420","0","0","7","6","0","4","6","0","23","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
"2022-06-30T00:00:00.000","QUEENS","Zip Code","11362","0","0","0","5","0","3","0","0","8","15","33","302","457","8","325","179","0","1319","80","110","1136","2399","53","1131","958","4","5871"
