"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","additional_details","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","status","due_date","resolution_description","resolution_action_updated","community_board","council_district","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","latitude","longitude","location"
"58409019","2023-08-04T09:57:19.000","2023-08-04T10:56:02.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","11419","120-08 ATLANTIC AVENUE","ATLANTIC AVENUE","120 STREET","121 STREET","120 STREET","121 STREET","ADDRESS","SOUTH RICHMOND HILL","ATLANTIC AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T10:56:07.000","09 QUEENS","29",,"QUEENS","1032292","192298","ONLINE","40.6943599","-73.8267534","POINT (-73.8267534 40.6943599)"
"58410312","2023-08-04T09:02:47.000","2023-08-04T09:13:29.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10014","227 SIXTH AVENUE","SIXTH AVENUE","KING STREET","WEST HOUSTON STREET","KING STREET","WEST HOUSTON STREET","ADDRESS","NEW YORK","AVENUE OF THE AMERICAS","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T09:13:33.000","02 MANHATTAN","03","1005200037","MANHATTAN","983377","204475","MOBILE","40.7280587","-74.0034925","POINT (-74.0034925 40.7280587)"
"58411536","2023-08-04T08:35:03.000","2023-08-04T20:54:12.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11420","109-08 LEFFERTS BOULEVARD","LEFFERTS BOULEVARD","109 AVENUE","111 AVENUE","109 AVENUE","111 AVENUE","ADDRESS","SOUTH OZONE PARK","LEFFERTS BOULEVARD","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-04T20:54:17.000","10 QUEENS","28","4115990010","QUEENS","1033594","187786","PHONE","40.6818947","-73.8223763","POINT (-73.8223763 40.6818947)"
"58412822","2023-08-04T07:41:35.000","2023-08-04T09:19:03.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10007","120 WARREN STREET","WARREN STREET","GREENWICH STREET","WEST STREET","GREENWICH STREET","WEST STREET","ADDRESS","NEW YORK","WARREN STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-04T09:19:08.000","01 MANHATTAN","01","1001427502","MANHATTAN","980821","200196","PHONE","40.7165768","-74.0123949","POINT (-74.0123949 40.7165768)"
"58409018","2023-08-04T06:05:02.000","2023-08-04T06:19:55.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11205","2 PARK AVENUE","PARK AVENUE","NAVY STREET","MONUMENT WALK","NAVY STREET","MONUMENT WALK","ADDRESS","BROOKLYN","PARK AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T06:19:59.000","02 BROOKLYN","35",,"BROOKLYN","989818","192917","MOBILE","40.6961876","-73.9799204","POINT (-73.9799204 40.6961876)"
"58414135","2023-08-04T06:04:38.000","2023-08-04T06:26:13.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","100 MESEROLE AVENUE","MESEROLE AVENUE","LORIMER STREET","MANHATTAN AVENUE","LORIMER STREET","MANHATTAN AVENUE","ADDRESS","BROOKLYN","MESEROLE AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-04T06:26:19.000","01 BROOKLYN","33","3026190001","BROOKLYN","997282","204143","MOBILE","40.7266988","-73.9531803","POINT (-73.9531803 40.7266988)"
"58403985","2023-08-03T22:12:13.000","2023-08-03T23:21:47.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11220","541 51 STREET","51 STREET","5 AVENUE","6 AVENUE","5 AVENUE","6 AVENUE","ADDRESS","BROOKLYN","51 STREET","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-03T23:21:51.000","07 BROOKLYN","38","3007920050","BROOKLYN","981493","173893","MOBILE","40.6440711","-74.0096608","POINT (-74.0096608 40.6440711)"
"58397673","2023-08-03T22:10:35.000","2023-08-03T23:25:09.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11220","574 51 STREET","51 STREET","5 AVENUE","6 AVENUE","5 AVENUE","6 AVENUE","ADDRESS","BROOKLYN","51 STREET","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-03T23:25:13.000","07 BROOKLYN","38","3008000037","BROOKLYN","981638","173771","MOBILE","40.6432779","-74.0092319","POINT (-74.0092319 40.6432779)"
"58397672","2023-08-03T21:18:11.000","2023-08-03T23:27:01.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11204","46 AVENUE O","AVENUE O","WEST 10 STREET","WEST 9 STREET","WEST 10 STREET","WEST 9 STREET","ADDRESS","BROOKLYN","AVENUE O","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T23:27:06.000","11 BROOKLYN","43","3065970006","BROOKLYN","988840","161612","PHONE","40.6100486","-73.9832706","POINT (-73.9832706 40.6100486)"
"58402725","2023-08-03T20:56:15.000","2023-08-03T23:29:37.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11214","7705 18 AVENUE","18 AVENUE","77 STREET","78 STREET","77 STREET","78 STREET","ADDRESS","BROOKLYN","18 AVENUE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-03T23:29:40.000","11 BROOKLYN","43","3062490009","BROOKLYN","985009","162284","MOBILE","40.6119273","-73.997043","POINT (-73.997043 40.6119273)"
"58406266","2023-08-03T19:53:26.000","2023-08-03T20:29:08.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11421","83-17 94 STREET","94 STREET","DEAD END","PARK LANE SOUTH","DEAD END","PARK LANE SOUTH","ADDRESS","WOODHAVEN","94 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T20:29:11.000","09 QUEENS","32","4039070141","QUEENS","1025338","193665","PHONE","40.6978942","-73.8516027","POINT (-73.8516027 40.6978942)"
"58406532","2023-08-03T18:50:37.000","2023-08-03T19:45:02.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","10014","227 SIXTH AVENUE","SIXTH AVENUE","KING STREET","WEST HOUSTON STREET","KING STREET","WEST HOUSTON STREET","ADDRESS","NEW YORK","AVENUE OF THE AMERICAS","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-03T19:45:09.000","02 MANHATTAN","03","1005200037","MANHATTAN","983377","204475","MOBILE","40.7280587","-74.0034925","POINT (-74.0034925 40.7280587)"
"58403986","2023-08-03T17:27:53.000","2023-08-04T02:54:30.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11385","70-32 72 STREET","72 STREET","EDSALL AVENUE","CENTRAL AVENUE","EDSALL AVENUE","CENTRAL AVENUE","ADDRESS","RIDGEWOOD","72 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-04T02:54:34.000","05 QUEENS","32","4036630025","QUEENS","1017579","196466","ONLINE","40.7054808","-73.8799025","POINT (-73.8799025 40.7054808)"
"58401151","2023-08-03T17:26:27.000","2023-08-03T17:50:24.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11211","DEVOE STREET","DEVOE STREET","CATHERINE STREET","MORGAN AVENUE","CATHERINE STREET","MORGAN AVENUE","BLOCKFACE",,,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T17:50:27.000","Unspecified BROOKLYN",,,"BROOKLYN",,,"PHONE",,,
"58403716","2023-08-03T16:02:39.000","2023-08-03T19:06:07.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10461","1661 HAIGHT AVENUE","HAIGHT AVENUE","PIERCE AVENUE","VAN NEST AVENUE","PIERCE AVENUE","VAN NEST AVENUE","ADDRESS","BRONX","HAIGHT AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T19:06:13.000","11 BRONX","13","2041050004","BRONX","1025356","248062","PHONE","40.8478758","-73.8521067","POINT (-73.8521067 40.8478758)"
"58404963","2023-08-03T15:52:39.000","2023-08-03T21:44:35.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11379","68-37 78 STREET","78 STREET","68 ROAD","69 AVENUE","68 ROAD","69 AVENUE","ADDRESS","MIDDLE VILLAGE","78 STREET","Closed",,"The Police Department reviewed your complaint and provided additional information below.","2023-08-03T21:44:38.000","05 QUEENS","30","4037960006","QUEENS","1018865","198041","PHONE","40.7100399","-73.8747543","POINT (-73.8747543 40.7100399)"
"58397377","2023-08-03T14:55:52.000","2023-08-03T15:09:45.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10023","15 WEST END AVENUE","WEST END AVENUE","11 AVENUE","WEST 60 STREET","11 AVENUE","WEST 60 STREET","ADDRESS","NEW YORK","WEST END AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-03T15:09:50.000","07 MANHATTAN","06","1011717511","MANHATTAN","987003","220599","ONLINE","40.7721994","-73.9909019","POINT (-73.9909019 40.7721994)"
"58397376","2023-08-03T13:32:07.000","2023-08-03T17:29:07.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11354","30-59 COLLEGE POINT BOULEVARD","COLLEGE POINT BOULEVARD","30 AVENUE","31 AVENUE","30 AVENUE","31 AVENUE","ADDRESS","FLUSHING","COLLEGE POINT BOULEVARD","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-03T17:29:14.000","07 QUEENS","19","4043570002","QUEENS","1027866","219890","PHONE","40.7697549","-73.8413953","POINT (-73.8413953 40.7697549)"
"58401431","2023-08-03T13:09:35.000","2023-08-03T13:20:54.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","10002","101 NORFOLK STREET","NORFOLK STREET","DELANCEY STREET","RIVINGTON STREET","DELANCEY STREET","RIVINGTON STREET","ADDRESS","NEW YORK","NORFOLK STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-03T13:20:57.000","03 MANHATTAN","01","1003530040","MANHATTAN","987806","201144","PHONE","40.7186902","-73.9874605","POINT (-73.9874605 40.7186902)"
"58406530","2023-08-03T12:22:04.000","2023-08-03T13:05:08.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10014","38 LEROY STREET","LEROY STREET","BLEECKER STREET","BEDFORD STREET","BLEECKER STREET","BEDFORD STREET","ADDRESS","NEW YORK","LEROY STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T13:05:12.000","02 MANHATTAN","03","1005860005","MANHATTAN","983120","205421","ONLINE","40.7304164","-74.0041205","POINT (-74.0041205 40.7304164)"
"58400250","2023-08-03T12:21:53.000","2023-08-03T12:23:12.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","205 GREENPOINT AVENUE","GREENPOINT AVENUE","MCGUINNESS BOULEVARD","NEWEL STREET","MCGUINNESS BOULEVARD","NEWEL STREET","ADDRESS","BROOKLYN","GREENPOINT AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T12:23:16.000","01 BROOKLYN","33","3025600050","BROOKLYN","997815","205425","MOBILE","40.7307328","-73.95111","POINT (-73.95111 40.7307328)"
"58401430","2023-08-03T12:21:23.000","2023-08-03T12:22:48.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11222","205 GREENPOINT AVENUE","GREENPOINT AVENUE","MCGUINNESS BOULEVARD","NEWEL STREET","MCGUINNESS BOULEVARD","NEWEL STREET","ADDRESS","BROOKLYN","GREENPOINT AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T12:22:51.000","01 BROOKLYN","33","3025600050","BROOKLYN","997815","205425","MOBILE","40.7307328","-73.95111","POINT (-73.95111 40.7307328)"
"58402724","2023-08-03T12:20:48.000","2023-08-03T12:23:07.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","205 GREENPOINT AVENUE","GREENPOINT AVENUE","MCGUINNESS BOULEVARD","NEWEL STREET","MCGUINNESS BOULEVARD","NEWEL STREET","ADDRESS","BROOKLYN","GREENPOINT AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T12:23:12.000","01 BROOKLYN","33","3025600050","BROOKLYN","997815","205425","MOBILE","40.7307328","-73.95111","POINT (-73.95111 40.7307328)"
"58398989","2023-08-03T11:45:39.000","2023-08-03T13:39:54.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11205","511 LAFAYETTE AVENUE","LAFAYETTE AVENUE","BEDFORD AVENUE","NOSTRAND AVENUE","BEDFORD AVENUE","NOSTRAND AVENUE","ADDRESS","BROOKLYN","LAFAYETTE AVENUE","Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2023-08-03T13:39:58.000","03 BROOKLYN","36","3017837504","BROOKLYN","997034","190517","MOBILE","40.6897794","-73.9542375","POINT (-73.9542375 40.6897794)"
"58401429","2023-08-03T10:44:33.000","2023-08-03T11:11:38.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10065","200 EAST 66 STREET","EAST 66 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE","ADDRESS","NEW YORK","EAST 66 STREET","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-03T11:11:41.000","08 MANHATTAN","05","1014207501","MANHATTAN","994542","218215","ONLINE","40.765104","-73.962532","POINT (-73.962532 40.765104)"
"58402723","2023-08-03T10:24:13.000","2023-08-03T12:06:30.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11217","45 NEVINS STREET","NEVINS STREET","SCHERMERHORN STREET","STATE STREET","SCHERMERHORN STREET","STATE STREET","ADDRESS","BROOKLYN","NEVINS STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-03T12:06:33.000","02 BROOKLYN","33","3001730001","BROOKLYN","989278","189655","MOBILE","40.6870121","-73.9817008","POINT (-73.9817008 40.6870121)"
"58403715","2023-08-03T09:38:13.000","2023-08-03T11:04:07.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11220","520 62 STREET","62 STREET","5 AVENUE","6 AVENUE","5 AVENUE","6 AVENUE","ADDRESS","BROOKLYN","62 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-03T11:04:11.000","07 BROOKLYN","38","3058010015","BROOKLYN","979611","171698","PHONE","40.6378094","-74.0169345","POINT (-74.0169345 40.6378094)"
"58398990","2023-08-03T08:30:19.000","2023-08-03T09:17:10.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10467","3211 PARKSIDE PLACE","PARKSIDE PLACE","WEBSTER AVENUE","EAST 207 STREET","WEBSTER AVENUE","EAST207 STREET","ADDRESS","BRONX","PARKSIDE PLACE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-03T09:17:13.000","07 BRONX","11","2033547501","BRONX","1019034","257802","MOBILE","40.8737386","-73.8748545","POINT (-73.8748545 40.8737386)"
"58400251","2023-08-03T06:42:23.000","2023-08-03T06:52:29.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11205","2 PARK AVENUE","PARK AVENUE","NAVY STREET","MONUMENT WALK","NAVY STREET","MONUMENT WALK","ADDRESS","BROOKLYN","PARK AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-03T06:52:33.000","02 BROOKLYN","35",,"BROOKLYN","989818","192917","MOBILE","40.6961876","-73.9799204","POINT (-73.9799204 40.6961876)"
