"system","df_activated","fountaintype","fountaincount","painted","filter_installed","position","outdoor","gispropnum","propertyname","omppropid","subpropertyname","parkdistrict","borough","ampsid","ampsclass","ampsstatus","ampsparentid","ampsname","communityboard","councildistrict","precinct","zipcode","x","y"
"B193-DF0885","UnderConstruction","CS Concrete","1",,"false","In Playground","true","B193","Hamilton Metz Field","B193",,"B-09","B","100040199","DRINKFTN","I","B193","CS Concrete-Hamilton Metz Field","309","41","71","11203","1000699.5960258","180686.325356975"
"B197-DF0684","Activated","A","1","false","false","In Playground","true","B197","Mellett Playground","B197",,"B-15","B","100039055","DRINKFTN","I","B197","A-Mellett Playground","315","48","61","11229","996087.233203306","156857.222752809"
"B197-DF0685","Activated","A","1","false","false","Out in Open","true","B197","Mellett Playground","B197",,"B-15","B","100039011","DRINKFTN","I","B197","A-Mellett Playground","315","48","61","11229","995996.869866967","156789.461405396"
"B200-DF0428","Activated","E","1","true","false","Under Tree, In Playground","true","B200","Elizabeth Stroud Playground","B200",,"B-03","B","100037893","DRINKFTN","I","B200","E-Elizabeth Stroud Playground","303","36","81","11233","1003380.86034829","186899.661027386"
"B206-DF0634","Activated","B","1","true","false","Out in Open, In Playground","true","B206","Sunners Playground","B206",,"B-18","B","100038867","DRINKFTN","I","B206","B-Sunners Playground","318","45","63","11234","1003800.18398472","169756.336062148"
"B207-DF0453","Activated","CS Concrete","1","true","false","Under Tree, Out in Open, In Playground","true","B207","Sarsfield Playground","B207",,"B-18","B","100038056","DRINKFTN","I","B207","CS Concrete-Sarsfield Playground","318","45","63","11234","1001573.23174572","165161.721235647"
"B207-DF0454","Activated","D","1","true","false","Out in Open, In Playground","true","B207","Sarsfield Playground","B207",,"B-18","B","100038084","DRINKFTN","I","B207","D-Sarsfield Playground","318","45","63","11234","1001568.87151822","165253.936602398"
"B208-DF0688","Activated","C","1","false","false","In Playground","true","B208","Pfc Norton Playground","B208",,"B-15","B","100039082","DRINKFTN","I","B208","C-Pfc Norton Playground","315","45","61","11229","999548.899836391","163202.458093807"
"B209-DF0686","Activated","C","1","false","false","In Playground","true","B209","Galapo Playground","B209",,"B-15","B","100039012","DRINKFTN","I","B209","C-Galapo Playground","315","48","61","11229","998987.105356306","157101.729481637"
"B209-DF0687","Activated","CS Concrete","1","true","false","In Playground","true","B209","Galapo Playground","B209",,"B-15","B","100039056","DRINKFTN","I","B209","CS Concrete-Galapo Playground","315","48","61","11229","999060.621285393","157105.276390567"
"B210A-DF0077","Activated","A","1","true","false","In Shade, Just Outside Playground","true","B210A","John Allen Payne Playground","B210A",,"B-07","B","100037444","DRINKFTN","I","B210A","A-John Allen Payne Playground","307","38","72","11220","977559.019931718","172498.545472726"
"B210A-DF0993","Activated","Bottle Filler High Low","3",,"false",,"true","B210A","John Allen Payne Playground","B210A",,"B-07","B","100042986","DRINKFTN","I","B210A","Bottle Filler High Low-John Allen Payne Playground","307","38","72","11220","977670.7542883","172302.529788643"
"B210A-DF0994","Activated","F High Low","2",,"false",,"true","B210A","John Allen Payne Playground","B210A",,"B-07","B","100043018","DRINKFTN","I","B210A","F High Low-John Allen Payne Playground","307","38","72","11220","977672.631581142","172362.963066726"
"B210B-DF0530","Activated","A","1","true","false","In Playground","true","B210B","D'Emic Playground","B210B",,"B-07","B","100038250","DRINKFTN","I","B210B","A-D'Emic Playground","307","38","72","11232","982962.576053723","178262.772789388"
"B210B-DF0531","Activated","A","1","true","false","In Playground","true","B210B","D'Emic Playground","B210B",,"B-07","B","100038247","DRINKFTN","I","B210B","A-D'Emic Playground","307","38","72","11232","982758.15684314","178263.005072399"
"B210H-DF0269","Activated","A","1","true","false","In Playground","true","B210H","Harold Ickes Playground","B210H",,"B-06","B","100037780","DRINKFTN","I","B210H","A-Harold Ickes Playground","306","39","76","11231","982623.167939886","188002.548913478"
,"Broken","E",,,,,"true",,,,,"Q-15","Q",,"DRINKFTN",,,,,,,,"1028613.9142128","211504.692197814"
"B210I-DF0527","Activated","C","1","false","false","In Playground","true","B210I","Gonzalo Plasencia Playground","B210I",,"B-07","B","100038249","DRINKFTN","I","B210I","C-Gonzalo Plasencia Playground","307","38","72","11232","981936.827777132","176932.901761472"
"B210I-DF0528","Activated","C","1","false","false","In Playground","true","B210I","Gonzalo Plasencia Playground","B210I",,"B-07","B","100038248","DRINKFTN","I","B210I","C-Gonzalo Plasencia Playground","307","38","72","11232","981929.457385048","177155.414439812"
"B210I-DF0529","Activated","C","1","false","true","In Playground","true","B210I","Gonzalo Plasencia Playground","B210I",,"B-07","B","100038252","DRINKFTN","I","B210I","C-Gonzalo Plasencia Playground","307","38","72","11232","981928.812045142","176961.567714646"
"B210J-DF0525","Activated","A","1","true","true","In Playground","true","B210J","Pena Herrera Playground","B210J",,"B-07","B","100038243","DRINKFTN","I","B210J","A-Pena Herrera Playground","307","38","72","11220","980896.129399225","175874.149613887"
"B210J-DF0526","Activated","A","1","true","false","In Playground","true","B210J","Pena Herrera Playground","B210J",,"B-07","B","100038245","DRINKFTN","I","B210J","A-Pena Herrera Playground","307","38","72","11220","980873.201623559","175904.108871564"
"B210W-DF0704","UnderConstruction","A","1","false","true","In Playground","true","B210W","John J Carty Park","B210W",,"B-10","B","100039148","DRINKFTN","I","B210W","A-John J Carty Park","310","43","68","11209","975877.932414636","162608.595108315"
"B210W-DF0705","UnderConstruction","A","1","false","false","In Playground","true","B210W","John J Carty Park","B210W",,"B-10","B","100039172","DRINKFTN","I","B210W","A-John J Carty Park","310","43","68","11209","976076.212857976","162985.743632227"
"B210W-DF0706","Activated","A","1","false","false","In Playground","true","B210W","John J Carty Park","B210W",,"B-10","B","100039096","DRINKFTN","I","B210W","A-John J Carty Park","310","43","68","11209","976239.379198298","163335.171411067"
"B210W-DF0961","UnderConstruction","A","1",,"false",,"true","B210W","John J Carty Park","B210W",,"B-10","B","100043059","DRINKFTN","I","B210W","A-John J Carty Park","310","43","68","11209","976100.140631631","163170.611372724"
"B210W-DF1084","Activated","Bottle Filler Fountain","2",,"false","Indoor","false","B210W","John J Carty Park","B210W",,"B-10","B","100043041","DRINKFTN","I","B210W-02-BLG1106","Bottle Filler Fountain-John J Carty Park-Fort Hamilton Senior Center","310","43","68","11209","975461.968351558","162180.693405061"
"B210W-DF1085","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B210W","John J Carty Park","B210W",,"B-10","B","100043072","DRINKFTN","I","B210W-02-BLG1106","Indoor Drinking Fountain-John J Carty Park-Fort Hamilton Senior Center","310","43","68","11209","975461.968351558","162180.693405061"
"B212-DF0389","Activated","D","1","false","false","Under Tree, In Playground","true","B212","Hot Spot Tot Lot","B212",,"B-14","B","100037825","DRINKFTN","I","B212","D-Hot Spot Tot Lot","314","45","70","11210","996302.630410298","169215.114047482"
"B214-DF0025","Activated","Bottle Filler High Low","3","true","false","Under Tree","true","B214","Linden Park","B214-01","Linden Park","B-05","B","100037409","DRINKFTN","I","B214-01","Bottle Filler High Low-Linden Park-Linden Park","305","42","75","11207","1015434.0724623","179258.786545395"
"B214-DF0027","Activated","Bottle Filler Fountain","2","true","false","Under Tree","true","B214","Linden Park","B214-01","Linden Park","B-05","B","100037406","DRINKFTN","I","B214-01","Bottle Filler Fountain-Linden Park-Linden Park","305","42","75","11207","1015592.9087588","179231.577938392"
"B214-DF0031","Activated","A","1","false","false","Under Tree","true","B214","Linden Park","B214-01","Linden Park","B-05","B","100037416","DRINKFTN","I","B214-01","A-Linden Park-Linden Park","305","42","75","11207","1015518.53161096","179111.978111982"
"B214-DF0032","Activated","A","1","false","false","Under Tree, In Playground","true","B214","Linden Park","B214-01","Linden Park","B-05","B","100037433","DRINKFTN","I","B214-01","A-Linden Park-Linden Park","305","42","75","11207","1015481.83647438","179014.467480227"
"B214-DF0168","Activated","C","1","true","false","Under Tree","true","B214","Linden Park","B214-01","Linden Park","B-05","B","100037500","DRINKFTN","I","B214-01","C-Linden Park-Linden Park","305","42","75","11207","1015849.83245755","179359.507472559"
"B214-DF0169","Activated","A","1","true","false","Under Tree","true","B214","Linden Park","B214-01","Linden Park","B-05","B","100037525","DRINKFTN","I","B214-01","A-Linden Park-Linden Park","305","42","75","11207","1015801.49462771","179494.341848567"
"B214-DF0170","Activated","A","1","true","false","Under Tree","true","B214","Linden Park","B214-01","Linden Park","B-05","B","100037527","DRINKFTN","I","B214-01","A-Linden Park-Linden Park","305","42","75","11207","1016047.60699638","179348.801129147"
"B215-DF0960","Broken","H","1",,"false",,"true","B215","Decatur Playground","B215",,"B-03","B","100043035","DRINKFTN","I","B215","H-Decatur Playground","303","36","81","11233","1001890.07100705","187546.747331649"
"B216-DF0116","Activated","CS Concrete","1","true","false","In Playground","true","B216","Raymond Bush Playground","B216",,"B-03","B","100037528","DRINKFTN","I","B216","CS Concrete-Raymond Bush Playground","303","36","79","11221","1001045.89848279","189425.595279976"
"B216-DF0117","Activated","C","1","true","false","In Playground","true","B216","Raymond Bush Playground","B216",,"B-03","B","100037555","DRINKFTN","I","B216","C-Raymond Bush Playground","303","36","79","11221","1001127.14700797","189429.844943389"
"B217-DF0086","Activated","A","1","true","false","In Playground, Under Tree","true","B217","Marcy Playground","B217",,"B-03","B","100037469","DRINKFTN","I","B217","A-Marcy Playground","303","36","79","11206","998190.737526476","192730.130665645"
"B217-DF0087","Activated","C","1",,"false","In Playground, Under Tree","true","B217","Marcy Playground","B217",,"B-03","B","100037445","DRINKFTN","I","B217","C-Marcy Playground","303","36","79","11206","998092.970005467","192716.365601316"
"B217-DF0088","Activated","C","1","true","false","Near Ballfield","true","B217","Marcy Playground","B217",,"B-03","B","100037485","DRINKFTN","I","B217","C-Marcy Playground","303","36","79","11206","997861.707672715","192625.295901566"
"B217-DF0436","Activated","A","1","true","false","In Playground, Near Ballfield","true","B217","Marcy Playground","B217",,"B-03","B","100038058","DRINKFTN","I","B217","A-Marcy Playground","303","36","79","11206","997602.432272642","192564.600484892"
"B218-DF0199","Activated","C","1","false","false","Out in Open, Near Ballfield","true","B218","Paerdegat Park","B218",,"B-17","B","100037680","DRINKFTN","I","B218","C-Paerdegat Park","317","45","67","11203","1001447.46985813","171656.612773388"
"B218-DF0244","Activated","C","1","false","false","Out in Open, In Playground","true","B218","Paerdegat Park","B218",,"B-17","B","100037627","DRINKFTN","I","B218","C-Paerdegat Park","317","45","67","11203","1001481.15515822","171923.513158231"
"B218-DF0641","Activated","C","1","false","false","Near Ballfield, Out in Open","true","B218","Paerdegat Park","B218",,"B-17","B","100038965","DRINKFTN","I","B218","C-Paerdegat Park","317","45","67","11203","1001419.05915381","171371.114656731"
"B219-DF0166","Activated","C","1","true","false","Under Tree, In Shade","true","B219","Callahan-Kelly Playground","B219",,"B-16","B","100037532","DRINKFTN","I","B219","C-Callahan-Kelly Playground","316","37","73","11233","1010252.88170921","186450.290206983"
"B219-DF0167","Activated","A","1","true","false","Under Tree, Out in Open, In Shade","true","B219","Callahan-Kelly Playground","B219",,"B-16","B","100037559","DRINKFTN","I","B219","A-Callahan-Kelly Playground","316","37","73","11233","1010398.53397697","186460.186512649"
"B219-DF0171","Activated","E","1","true","false","Out in Open","true","B219","Callahan-Kelly Playground","B219",,"B-16","B","100037554","DRINKFTN","I","B219","E-Callahan-Kelly Playground","316","37","73","11233","1010627.08043588","186490.105416059"
"B219-DF0172","Activated","E","1","true","false","Out in Open","true","B219","Callahan-Kelly Playground","B219",,"B-16","B","100037577","DRINKFTN","I","B219","E-Callahan-Kelly Playground","316","37","73","11233","1010698.0130368","186349.843557477"
"B220-DF0225","Activated","A","1","true","false","Under Tree, Out in Open, In Playground","true","B220","Washington Hall Park","B220",,"B-02","B","100037626","DRINKFTN","I","B220","A-Washington Hall Park","302","35","88","11205","993372.243882641","192611.257871896"
"B220-DF0226","Activated","C","1","false","false","Under Tree, Out in Open, Just Outside Playground","true","B220","Washington Hall Park","B220",,"B-02","B","100037675","DRINKFTN","I","B220","C-Washington Hall Park","302","35","88","11205","993545.416436553","192539.26096864"
"B221-DF0234","Activated","C","1","false","false","Out in Open, Under Tree","true","B221","Steuben Playground","B221",,"B-02","B","100037622","DRINKFTN","I","B221","C-Steuben Playground","302","33","88","11205","994362.514539882","193411.655549302"
"B222-DF0201","Activated","C","1","false","true","Under Tree, Out in Open, In Playground","true","B222","Pierrepont Playground","B222",,"B-02","B","100037639","DRINKFTN","I","B222","C-Pierrepont Playground","302","33","84","11201","984969.860096886","192932.59515573"
"B222-DF0202","Activated","A","1","true","true","Under Tree, In Playground, Out in Open","true","B222","Pierrepont Playground","B222",,"B-02","B","100037666","DRINKFTN","I","B222","A-Pierrepont Playground","302","33","84","11201","984904.759505301","192964.855917975"
"B223A-DF0236","Activated","E and Dog","2","false","false","Out in Open","true","B223A","Dimattina Playground","B223A",,"B-06","B","100037689","DRINKFTN","I","B223A","E and Dog-Dimattina Playground","306","39","76","11231","983400.557461217","186889.516362637"
"B223A-DF0237","Activated","E and Dog","2","true","false","Out in Open","true","B223A","Dimattina Playground","B223A",,"B-06","B","100037636","DRINKFTN","I","B223A","E and Dog-Dimattina Playground","306","39","76","11231","983398.904905468","186952.435856223"
"B223A-DF0649","Activated","C","1","false","false","Near Ballfield","true","B223A","Dimattina Playground","B223A",,"B-06","B","100039005","DRINKFTN","I","B223A","C-Dimattina Playground","306","39","76","11231","983441.755213469","187096.673428639"
"B223B-DF0239","Activated","E","1","true","false","In Playground","true","B223B","Dimattina Playground","B223B",,"B-06","B","100037686","DRINKFTN","I","B223B","E-Dimattina Playground","306","39","76","11231","983675.554286554","187274.758046224"
"B223B-DF0240","Activated","A","1","true","false","In Playground","true","B223B","Dimattina Playground","B223B",,"B-06","B","100037632","DRINKFTN","I","B223B","A-Dimattina Playground-Comfort Station","306","39","76","11231","983718.818307638","187196.224082559"
"B223DA-DF0722","Activated","E","1","true","false","Under Tree, Just Outside Playground","true","B223DA","Adam Yauch Park","B223DA",,"B-02","B","100039144","DRINKFTN","I","B223DA","E-Adam Yauch Park","302","33","84","11201","984564.854673311","191444.853052482"
"B223DA-DF0723","Activated","E","1","true","false","Under Tree, Out in Open, Just Outside Playground","true","B223DA","Adam Yauch Park","B223DA",,"B-02","B","100039154","DRINKFTN","I","B223DA","E-Adam Yauch Park","302","33","84","11201","984612.015012055","191282.682445064"
