"complaint_number","incident_address","incident_address_1","incident_address_2","incident_address_3","incident_address_4","complaint_type_311","descriptor_1_311","complaint_status","date_received","deleted","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"T-11-07-22-0272","332","EAST 84 STREET","332 EAST 84 STREET","10028","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-22T19:43:26.000","No","40.776178","-73.951817","8","5","138","1049937","1015460035","Yorkville"
"T-11-07-22-0273","575","FIFTH AVENUE","575 FIFTH AVENUE","11215","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-22T20:44:06.000","No","40.66505","-73.989731","7","39","141","3399109","3010480001","Park Slope-Gowanus"
"T-11-07-22-0274","160-60","CLAUDE AVENUE","160-60 CLAUDE AVENUE","11433","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-22T20:57:47.000","No","40.690728","-73.788291","12","28","264","4264016","4121820080","South Jamaica"
"T-11-07-23-0275","25","ELM PLACE","25 ELM PLACE","11201","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-23T09:42:05.000","No","40.689456","-73.984531","2","33","37","3000452","3001580001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"T-10-09-28-0345","72-35","METROPOLITAN AVENUE","72-35 METROPOLITAN AVENUE","11379","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2010-09-28T14:19:28.000","No","40.712591","-73.88077","5","30","65702","4071427","4030577502","Middle Village"
"T-11-07-23-0276","1","BEACH 105 STREET","1 BEACH 105 STREET","11694","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-23T11:15:07.000","No","40.581498","-73.825268","14","32","938","4303819","4161770055","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"T-11-07-23-0277","94-10","86 STREET","94-10 86 STREET","11416","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-23T12:25:38.000","No","40.685861","-73.855527","9","32","34","4187306","4090190011","Woodhaven"
"T-11-07-23-0278","16","WEST 34 STREET","16 WEST 34 STREET","10001","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-23T12:57:46.000","No","40.748874","-73.985621","5","4","76","1015862","1008350041","Midtown-Midtown South"
"T-11-07-23-0280","350","WEST 55 STREET","350 WEST 55 STREET","10019","Manhattan","Asbestos","N/A","05-Close","2011-07-23T13:58:34.000","No","40.766021","-73.985267","4","3","139","1025420","1010450054","Clinton"
"T-11-07-23-0281","421","ROGERS AVENUE","421 ROGERS AVENUE","11225","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-07-23T17:38:04.000","No","40.662436","-73.953719","9","40","329","3035019","3013200003","Prospect Lefferts Gardens-Wingate"
"T-11-07-23-0282","160","SCHERMERHORN STREET","160 SCHERMERHORN STREET","11201","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-23T18:54:21.000","No","40.689525","-73.987452","2","33","43","3394335","3001700015","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"T-11-07-23-0283","460","GRAND STREET","460 GRAND STREET","10002","Manhattan","Indoor Air Quality","Dry Cleaning Vapors (PERC)","05-Close","2011-07-23T22:03:30.000","No","40.715267","-73.98442","3","1","12","1004075","1003410001","Lower East Side"
"T-11-07-24-0284","921","COLUMBUS AVENUE","921 COLUMBUS AVENUE","10025","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-24T12:26:19.000","No","40.798711","-73.963235","7","7","189","1055592","1018410001","Upper West Side"
"T-11-07-24-0285","1327","46 STREET","1327 46 STREET","11219","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-24T18:38:47.000","No","40.636265","-73.989627","12","44","232","3136752","3056170063","Borough Park"
"T-11-07-24-0286","5925","BROADWAY","5925 BROADWAY","10463","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-07-24T20:45:00.000","No","40.888213","-73.8989","8","11","285","2084013","2057760539","Spuyten Duyvil-Kingsbridge"
"T-11-07-24-0287","150-43","72 DRIVE","150-43 72 DRIVE","11367","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-24T21:21:47.000","No","40.726713","-73.816466","8","24","77908","4451499","4067010001","Kew Gardens Hills"
"T-11-07-25-0289","54","WEST 86 STREET","54 WEST 86 STREET","10024","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-25T10:26:22.000","No","40.786055","-73.971172","7","6","169",,,"Upper West Side"
"T-11-07-25-0290","2134","WALLACE AVENUE","2134 WALLACE AVENUE","10462","Bronx","Indoor Air Quality","Dust from Construction","05-Close","2011-07-25T10:29:53.000","No","40.85404","-73.864813","11","13","228","2048825","2042920024","Pelham Parkway"
"T-11-07-25-0291","127","EAST 7 STREET","127 EAST 7 STREET","10009","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-25T11:03:39.000","No","40.726359","-73.984244","3","2","32","1005845","1004350039","East Village"
"T-11-07-25-0292","69-73","75 STREET","69-73 75 STREET","11379","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-25T11:42:48.000","No","40.707604","-73.875751","5","30","619","4092117","4037940061","Middle Village"
"T-11-07-25-0293","990","ANDERSON AVENUE","990 ANDERSON AVENUE","10452","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-25T13:03:48.000","No","40.832276","-73.927171","4","8","189","2003050","2025040075","Highbridge"
"T-11-07-25-0294","350","WEST 55 STREET","350 WEST 55 STREET","10019","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-25T14:05:34.000","No","40.766021","-73.985267","4","3","139","1025420","1010450054","Clinton"
"T-11-07-25-0295","1179","PRESIDENT STREET","1179 PRESIDENT STREET","11225","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-25T16:23:00.000","No","40.668122","-73.951448","9","35","321","3033219","3012750054","Crown Heights South"
"T-11-07-25-0297","2767","MORRIS AVENUE","2767 MORRIS AVENUE","10468","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-07-25T17:42:05.000","No","40.869263","-73.894499","7","14","40303","2017515","2033180058","Van Cortlandt Village"
"T-11-07-25-0298","295","LAFAYETTE STREET","295 LAFAYETTE STREET","10012","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-25T18:38:24.000","No","40.724537","-73.995761","2","1","43","1007941","1005107502","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-07-25-0299","267","WEST 152 STREET","267 WEST 152 STREET","10039","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-25T18:29:26.000","No","40.826957","-73.937999","10","9","236","1083117","1020380001","Central Harlem North-Polo Grounds"
"T-11-07-25-0300","1295","5 AVENUE","1295 5 AVENUE","10029","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-25T20:45:20.000","No","40.797152","-73.949013","11","9","17402","1085255","1016160001","East Harlem South"
"T-11-07-25-0301","1030","PRESIDENT STREET","1030 PRESIDENT STREET","11225","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-25T21:34:29.000","No","40.668646","-73.957388","9","35","325","3033451","3012800022","Crown Heights South"
"T-11-07-25-0302","42-95","MAIN STREET","42-95 MAIN STREET","11355","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-25T22:45:37.000","No","40.752712","-73.827009","7","20","79702","4115881","4051360050","Flushing"
"T-11-07-25-0303","150-43","72 DRIVE","150-43 72 DRIVE","11367","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-25T23:26:29.000","No","40.726713","-73.816466","8","24","77908","4451499","4067010001","Kew Gardens Hills"
"T-11-07-26-0304","339","49 STREET","339 49 STREET","11220","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-26T01:23:59.000","No","40.647689","-74.01307","7","38","78","3012559","3007730058","Sunset Park West"
"T-11-07-26-0307","440","RIVERSIDE DRIVE","440 RIVERSIDE DRIVE","10027","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-26T09:01:49.000","No","40.808999","-73.965686","9","7","205","1059817","1019900001","Morningside Heights"
"T-11-07-26-0308","194","SEAVIEW AVENUE","194 SEAVIEW AVENUE","10305","Staten Island","Indoor Air Quality","Ventilation","05-Close","2011-07-26T09:10:19.000","No","40.587976","-74.095015","2","50","9602","5049417","5033430019","Old Town-Dongan Hills-South Beach"
"T-11-07-26-0309","605","BAINBRIDGE STREET","605 BAINBRIDGE STREET","11233","Brooklyn","Asbestos","N/A","05-Close","2011-07-26T09:41:24.000","No","40.683056","-73.912966","16","41","373","3040735","3015070056","Ocean Hill"
"T-10-10-09-0106","36-13","109 STREET","36-13 109 STREET","11368","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2010-10-09T12:40:06.000","No","40.754121","-73.85853","3","21","381","4043675","4017530080","North Corona"
"T-11-01-07-0103","1518","BERGEN STREET","1518 BERGEN STREET","11213","Brooklyn","Mold","Public Complaint - Comm Location","05-Close","2011-01-07T14:00:31.000","No","40.675156","-73.932826","8","36","309","3035882","3013540111","Crown Heights North"
"T-11-02-03-0052","508","WEST 166 STREET","508 WEST 166 STREET","10032","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-02-03T16:07:44.000","No","40.838894","-73.938298","12","10","251","1062954","1021230031","Washington Heights South"
"T-11-07-26-0311","12","EAST 177 STREET","12 EAST 177 STREET","10453","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-26T11:10:12.000","No","40.850069","-73.910058","5","14","23301","2092059","2028520014","Mount Hope"
"T-11-07-26-0312","466","WEST 51 STREET","466 WEST 51 STREET","10019","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-26T13:04:15.000","No","40.764849","-73.990264","4","3","133","1026709","1010600160","Clinton"
"T-11-07-26-0313","228","WEST 62 STREET","228 WEST 62 STREET","10023","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-26T13:35:33.000","No","40.773355","-73.988187","7","6","151","1082580","1011540101","Lincoln Square"
"T-11-07-26-0314","101","WEST 57 STREET","101 WEST 57 STREET","10019","Manhattan","Asbestos","N/A","05-Close","2011-07-26T14:32:14.000","No","40.764441","-73.97746","5","4","137","1023730","1010100029","Midtown-Midtown South"
"T-11-07-26-0315","305","WEST 18 STREET","305 WEST 18 STREET","10011","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-26T14:29:45.000","No","40.742475","-74.001205","4","3","89","1013132","1007427501","Hudson Yards-Chelsea-Flatiron-Union Square"
"T-11-07-26-0316","1569","1 AVENUE","1569 1 AVENUE","10028","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-07-26T16:35:10.000","No","40.774051","-73.95145","8","5","138","1087342","1015447501","Yorkville"
"T-11-07-26-0317","3134","WEBSTER AVENUE","3134 WEBSTER AVENUE","10467","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-26T19:25:01.000","No","40.871879","-73.876033","7","11","425","2018665","2033570023","Norwood"
"T-11-07-26-0318","3134","WEBSTER AVENUE","3134 WEBSTER AVENUE","10467","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-26T19:29:57.000","No","40.871879","-73.876033","7","11","425","2018665","2033570023","Norwood"
"T-11-07-26-0319","144","EAST 22 STREET","144 EAST 22 STREET","10010","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-26T23:57:17.000","No","40.738645","-73.984794","6","2","68","1018005","1008770057","Gramercy"
"T-11-07-27-0320","42","WALTON STREET","42 WALTON STREET","11206","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-27T06:44:11.000","No","40.70129","-73.950702","1","33","507","3391034","3022497502","Bedford"
"T-11-07-27-0321","348","ST NICHOLAS AVENUE","348 ST NICHOLAS AVENUE","10027","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-27T06:56:55.000","No","40.812285","-73.951209","10","9","215","1059389","1019540043","Central Harlem North-Polo Grounds"
"T-11-07-27-0323","1212","JEFFERSON AVENUE","1212 JEFFERSON AVENUE","11221","Brooklyn","Asbestos","N/A","05-Close","2011-07-27T10:32:40.000","No","40.690849","-73.913691","4","37","415","3077899","3033890029","Bushwick South"
"T-11-07-27-0324","1379","WEST 6 STREET","1379 WEST 6 STREET","11204","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-27T10:49:57.000","No","40.612225","-73.980472","11","44","432","3394128","3065797503","Bensonhurst East"
"T-11-07-27-0325","717","COSTER STREET","717 COSTER STREET","10474","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-27T10:48:51.000","No","40.814908","-73.887548","2","17","93","2006509","2027630100","Hunts Point"
"T-11-07-27-0326","1379","WEST 6 STREET","1379 WEST 6 STREET","11204","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-27T10:56:20.000","No","40.612225","-73.980472","11","44","432","3394128","3065797503","Bensonhurst East"
"T-11-07-27-0327","2928","JEROME AVENUE","2928 JEROME AVENUE","10468","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-07-27T11:09:48.000","No","40.872105","-73.889986","7","14","40701","2099991","2033190072","Van Cortlandt Village"
"T-11-07-27-0328","41-15","46 STREET","41-15 46 STREET","11104","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-27T11:36:14.000","No","40.746299","-73.918059","2","26","25301","4001249","4001370020","Hunters Point-Sunnyside-West Maspeth"
"T-11-07-27-0329","25","WEST 132 STREET","25 WEST 132 STREET","10037","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-27T12:09:43.000","No","40.811289","-73.940029","10","9","212","1053888","1017300025","Central Harlem North-Polo Grounds"
"T-11-07-27-0331","120-42","192 STREET","120-42 192 STREET","11412","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-27T12:40:55.000","No","40.687206","-73.756395","12","27","394","4538930","4126710021","St. Albans"
"T-11-07-27-0332","42","WALTON STREET","42 WALTON STREET","11206","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-27T13:22:39.000","No","40.70129","-73.950702","1","33","507","3391034","3022497502","Bedford"
"T-11-07-27-0333","42-66","PHLOX PLACE","42-66 PHLOX PLACE","11355","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-27T13:50:23.000","No","40.756546","-73.819632","7","20","859","4117200","4051900014","Flushing"
"T-11-07-27-0334","55","BETHUNE STREET","55 BETHUNE STREET","10014","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-27T14:39:56.000","No","40.736955","-74.008494","2","3","79","1012047","1006390001","West Village"
"T-11-07-27-0335","78","READE STREET","78 READE STREET","10007","Manhattan","Asbestos","N/A","05-Close","2011-07-27T15:30:55.000","No","40.715227","-74.00707","1","1","33","1001641","1001500012","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-07-27-0336","1553","UNION PORT ROAD","1553 UNION PORT ROAD","10462","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-07-27T16:01:44.000","No","40.837094","-73.857718","9","18","212","2096650","2039387501","Parkchester"
"T-11-07-27-0337","160","BEACH 29 STREET","160 BEACH 29 STREET","11691","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-07-27T16:09:42.000","No","40.593834","-73.76174","14","31","99802","4467711","4158200001","Far Rockaway-Bayswater"
"T-10-07-02-0030","33","EAST 61 STREET","33 EAST 61 STREET","10065","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2010-07-02T11:11:49.000","No","40.764703","-73.970149","8","4","11401","1040854","1013760026","Upper East Side-Carnegie Hill"
"T-10-07-29-0521","8010","5 AVENUE","8010 5 AVENUE","11209","Brooklyn","Mold","Public Complaint - Comm Location","05-Close","2010-07-29T10:51:28.000","No","40.625622","-74.02423","10","43","138","3151327","3059890046","Bay Ridge"
"T-10-10-13-0196","1717","SUYDAM STREET","1717 SUYDAM STREET","11385","Queens",,,"05-Close","2010-10-13T00:00:00.000","No","40.707582","-73.918287","5","34","539","4081620","4034200020","Ridgewood"
"T-10-11-10-0169","2066","MORRIS AVENUE","2066 MORRIS AVENUE","10453","Bronx","Indoor Air Quality","Ventilation","05-Close","2010-11-10T15:41:48.000","No","40.853644","-73.905141","5","14","241","2118451","2031690002","Mount Hope"
"T-11-07-27-0338","38","WEST 31 STREET","38 WEST 31 STREET","10001","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-27T16:46:07.000","No","40.747252","-73.987661","5","4","76","1078654","1008320066","Midtown-Midtown South"
"T-11-07-27-0339","201","WEST 70 STREET","201 WEST 70 STREET","10023","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-07-27T17:48:00.000","No","40.777488","-73.983008","7","6","159","1030373","1011620029","Lincoln Square"
"T-11-07-27-0340","150-43","72 DRIVE","150-43 72 DRIVE","11367","Queens","Indoor Air Quality","Ventilation","05-Close","2011-07-27T23:12:33.000","No","40.726713","-73.816466","8","24","77908","4451499","4067010001","Kew Gardens Hills"
"T-11-07-28-0341","333","EAST 75 STREET","333 EAST 75 STREET","10021","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-07-28T01:28:04.000","No","40.770383","-73.956041","8","5","134","1045146","1014507501","Lenox Hill-Roosevelt Island"
"T-11-07-28-0342","63-23","METROPOLITAN AVENUE","63-23 METROPOLITAN AVENUE","11379","Queens","Indoor Air Quality","Dust from Construction","05-Close","2011-07-28T09:40:04.000","No","40.712599","-73.897936","5","30","603","4062041","4027710052","Middle Village"
"T-11-07-28-0343","420","EAST 111 STREET","420 EAST 111 STREET","10029","Manhattan","Asbestos","N/A","05-Close","2011-07-28T09:53:55.000","No","40.792277","-73.936532","11","8","162","1083956","1017010001","East Harlem South"
"T-11-07-28-0344","316","BAY RIDGE PARKWAY","316 BAY RIDGE PARKWAY","11209","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-07-28T11:25:41.000","No","40.631289","-74.027082","10","43","66","3148715","3059400013","Bay Ridge"
