"boro_block_lot","condo_section","address","neighborhood","building_classification","total_units","year_built","gross_sqft","estimated_gross_income","gross_income_per_sqft","estimated_expense","expense_per_sqft","net_operating_income","full_market_value","market_value_per_sqft","boro_block_lot_1","address_1","neighborhood_1","building_classification_1","total_units_1","year_built_1","gross_sqft_1","estimated_gross_income_1","gross_income_per_sqft_1","estimated_expense_1","expense_per_sqft_1","net_operating_income_1","full_market_value_1","market_value_per_sqft_1","distance_from_condo_in_miles","boro_block_lot_2","address_2","neighborhood_2","building_classification_2","total_units_2","year_built_2","gross_sqft_2","estimated_gross_income_2","gross_income_per_sqft_2","estimated_expense_2","expense_per_sqft_2","net_operating_income_2","full_market_value_2","market_value_per_sqft_2","distance_from_condo_in_miles_1","boro_block_lot_3","address_3","neighborhood_3","building_classification_3","total_units_3","year_built_3","gross_sqft_3","estimated_gross_income_3","gross_income_per_sqft_3","estimated_expense_3","expense_per_sqft_3","net_operating_income_3","full_market_value_3","market_value_per_sqft_3","distance_from_condo_in_miles_2","report_year"
"1-02007-7501","1922-R1","555 LENOX AVENUE","HARLEM-CENTRAL","R4  -ELEVATOR","32","1910","23822","765163","32.12","271571","11.4","493592","4009004","168.29","1-02012-0012","147 WEST 143 STREET","HARLEM-CENTRAL","D3  -ELEVATOR","19","2005","15075","482852","32.03","145172","9.63","337680","1801000","119.47","0.25","1-02010-0011","127 WEST 141 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","48","1910","52290","1679555","32.12","596106","11.4","1083449","2827000","54.06","0.15","1-02051-0031","656 ST NICHOLAS AVENUE","HARLEM-CENTRAL","D1  -ELEVATOR","30","1920","20640","673277","32.62","251189","12.17","422088","3104000","150.39","0.44","2019"
"1-01783-7501","1923-R1","249 EAST 118 STREET","HARLEM-EAST","R4  -ELEVATOR","28","2008","35526","1182305","33.28","456864","12.86","725441","5893002","165.88","1-01645-0059","126 EAST 118 STREET","HARLEM-EAST","D3  -ELEVATOR","18","1950","16160","541522","33.51","257590","15.94","283932","2306000","142.7","0.22","1-01645-0012","127 EAST 117 STREET","HARLEM-EAST","D3  -ELEVATOR","35","1920","29500","974680","33.04","464920","15.76","509760","4140000","140.34","0.22",,,,,,,,,,,,,,,,"2019"
"1-01917-7501","1926-R1","2257 ADAM C. POWELL BOULEVARD","HARLEM-CENTRAL","R4  -ELEVATOR","10","2005","11679","360648","30.88","156031","13.36","204617","1661999","142.31","1-01779-0007","107 EAST 130 STREET","HARLEM-CENTRAL","D9  -ELEVATOR","179","1900","191721","5920344","30.88","2561393","13.36","3358951","28596000","149.15","0.53","1-01725-0033","2060 5 AVENUE","HARLEM-CENTRAL","D1  -ELEVATOR","25","1900","25482","796567","31.26","343243","13.47","453324","2159000","84.73","0.31","1-02010-0011","127 WEST 141 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","48","1910","52290","1574452","30.11","686045","13.12","888407","2827000","54.06","0.45","2019"
"1-00859-7502","1930-R1","39 EAST 29 STREET","MURRAY HILL","R4  -ELEVATOR","141","2008","161752","9401026","58.12","1991167","12.31","7409859","60178998","372.04","1-00888-0031","153 EAST 32 STREET","MURRAY HILL","D5  -ELEVATOR","71","1920","62188","3614367","58.12","765534","12.31","2848833","15825000","254.47","0.24","1-00911-0028","249 EAST 30 STREET","MURRAY HILL","D5  -ELEVATOR","12","1917","11044","654909","59.3","159917","14.48","494992","3704000","335.39","0.32","1-00862-0009","9 EAST 32 STREET","MURRAY HILL","D3  -ELEVATOR","77","1930","39740","2272731","57.19","528145","13.29","1744586","14248000","358.53","0.17","2019"
"1-01325-7503","1931-R1","209 EAST 51 STREET","MIDTOWN EAST","R4  -ELEVATOR","71","1958","66969","2962709","44.24","948281","14.16","2014428","16362002","244.32","1-01321-0034","230 EAST 48 STREET","MIDTOWN EAST","D7  -ELEVATOR","68","1928","68564","2841292","41.44","1067541","15.57","1773751","14405000","210.1","0.2","1-01008-0026","105 WEST 55 STREET","MIDTOWN WEST","D7  -ELEVATOR","55","1917","54838","2426033","44.24","582380","10.62","1843653","14973000","273.04","0.75","1-01007-0001","841 7 AVENUE","MIDTOWN WEST","D7  -ELEVATOR","59","1923","85309","3925067","46.01","1114136","13.06","2810931","22826000","267.57","0.74","2019"
"1-01638-7501","1932-R1","161 EAST 110 STREET","HARLEM-EAST","R4  -ELEVATOR","68","2008","65699","2280412","34.71","917158","13.96","1363254","11071997","168.53","1-01645-0059","126 EAST 118 STREET","HARLEM-EAST","D3  -ELEVATOR","18","1950","16160","560914","34.71","225594","13.96","335320","2306000","142.7","0.36","1-01644-0008","115 EAST 116 STREET","HARLEM-EAST","D1  -ELEVATOR","48","1925","47750","1657403","34.71","627435","13.14","1029968","3773000","79.02","0.32","1-01645-0012","127 EAST 117 STREET","HARLEM-EAST","D3  -ELEVATOR","35","1920","29500","1022175","34.65","410935","13.93","611240","4140000","140.34","0.36","2019"
"1-01080-7501","1933-R1","510 WEST 52 STREET","CLINTON","RR  -CONRENT","58","2005","36933","2080067","56.32","399246","10.81","1680821","13651000","369.62","1-01078-0016","525 WEST 49 STREET","CLINTON","D5  -ELEVATOR","47","1940","26500","1448225","54.65","266855","10.07","1181370","10363000","391.06","0.1","1-01064-0012","437 WEST 54 STREET","CLINTON","D1  -ELEVATOR","20","1901","9920","582502","58.72","128762","12.98","453740","3042000","306.65","0.22","1-01057-0056","444 WEST 48 STREET","CLINTON","D1  -ELEVATOR","36","1940","16355","921114","56.32","176798","10.81","744316","3933000","240.48","0.26","2019"
"1-01080-7501","1933-R2","510 WEST 52 STREET","CLINTON","RR  -CONRENT","233","2005","236187","11986490","50.75","2862586","12.12","9123904","74100000","313.73","1-01079-9029","737 10 AVENUE","CLINTON","D7  -ELEVATOR","391","1975","473324","23462671","49.57","5386427","11.38","18076244","86624000","183.01","0.05","1-01075-0029","653 10 AVENUE","CLINTON","D6  -ELEVATOR","21","2012","25617","1314921","51.33","310478","12.12","1004443","6844000","267.17","0.25","1-01054-9060","452 WEST 45 STREET","CLINTON","D7  -ELEVATOR","12","1940","15000","761250","50.75","181800","12.12","579450","2191000","146.07","0.38","2019"
"1-00235-7501","1936-R1","136 BAXTER STREET","CHINATOWN","R4  -ELEVATOR","12","1915","29406","1432660","48.72","470202","15.99","962458","7816999","265.83","1-00206-0026","203 CANAL STREET","CHINATOWN","D7  -ELEVATOR","14","1915","16120","785366","48.72","257759","15.99","527607","4468000","277.17","0.09","1-00172-0030","54 FRANKLIN STREET","CHINATOWN","D5  -ELEVATOR","12","1920","29575","1522521","51.48","456047","15.42","1066474","6249000","211.29","0.22","1-00424-0010","169 BOWERY","LOWER EAST SIDE","D7  -ELEVATOR","13","1920","14839","714646","48.16","269031","18.13","445615","3424000","230.74","0.27","2019"
"1-01681-7502","1942-R1","342 EAST 110 STREET","HARLEM-EAST","R4  -ELEVATOR","35","2007","38481","1548475","40.24","351332","9.13","1197143","9722998","252.67","1-01655-0015","235 EAST 105 STREET","HARLEM-EAST","D3  -ELEVATOR","48","2002","52520","2100275","39.99","569842","10.85","1530433","4390000","83.59","0.25","1-01680-0019","331 EAST 108 STREET","HARLEM-EAST","D1  -ELEVATOR","29","1900","22596","941575","41.67","225960","10","715615","3862000","170.92","0.05","1-01639-0057","138 EAST 112 STREET","HARLEM-EAST","D3  -ELEVATOR","43","2004","47106","1895545","40.24","430078","9.13","1465467","6921000","146.92","0.36","2019"
"1-00238-7503","1945-R1","87 ELIZABETH STREET","CHINATOWN","R4  -ELEVATOR","18","1880","14777","691859","46.82","226827","15.35","465032","3776999","255.6","1-00309-0022","51 LUDLOW STREET","LOWER EAST SIDE","D3  -ELEVATOR","35","2000","26300","1224528","46.56","398182","15.14","826346","10383000","394.79","0.32","1-00344-0044","120 RIDGE STREET","LOWER EAST SIDE","D1  -ELEVATOR","22","2001","14960","700427","46.82","229636","15.35","470791","5285000","353.28","0.72","1-00348-0069","85 ATTORNEY STREET","LOWER EAST SIDE","D5  -ELEVATOR","11","1910","10359","511838","49.41","152277","14.7","359561","3974000","383.63","0.6","2019"
"1-02136-7501","1946-R1","812 RIVERSIDE DRIVE","WASHINGTON HEIGHTS LOWER","R4  -ELEVATOR","41","1920","51426","1219310","23.71","472091","9.18","747219","5896003","114.65","1-02136-0102","665 WEST 160 STREET","WASHINGTON HEIGHTS LOWER","D1  -ELEVATOR","43","1914","53583","1268310","23.67","480104","8.96","788206","3107000","57.98","0.09","1-02137-0052","56 FT WASHINGTON AVENUE","WASHINGTON HEIGHTS LOWER","D1  -ELEVATOR","42","1915","55302","1311210","23.71","507672","9.18","803538","4098000","74.1","0.13","1-02134-0085","602 WEST 157 STREET","WASHINGTON HEIGHTS LOWER","D1  -ELEVATOR","39","1910","47880","1181200","24.67","470182","9.82","711018","3493000","72.95","0.13","2019"
"1-00437-7502","1947-R1","266 EAST 10 STREET","EAST VILLAGE","RR  -CONRENT","11","2007","8347","448818","53.77","104922","12.57","343896","2793001","334.61","1-00468-0013","208 EAST 13 STREET","EAST VILLAGE","D5  -ELEVATOR","13","1930","14022","793365","56.58","182566","13.02","610799","4496000","320.64","0.31","1-00437-0009","254 EAST 10 STREET","EAST VILLAGE","D3  -ELEVATOR","25","1990","12264","649256","52.94","155998","12.72","493258","3349000","273.08","0","1-00453-0011","304 EAST 12 STREET","EAST VILLAGE","D1  -ELEVATOR","89","1940","101800","5473786","53.77","1279626","12.57","4194160","17905000","175.88","0.17","2019"
"1-01746-7501","1952-R1","1481 5 AVENUE","HARLEM-CENTRAL","RR  -CONRENT","49","2007","53079","1732499","32.64","647033","12.19","1085466","8816000","166.09","1-01771-0014","135 EAST 122 STREET","HARLEM-CENTRAL","D5  -ELEVATOR","21","1950","22930","750040","32.71","309784","13.51","440256","3025000","131.92","0.25","1-01768-0007","115 EAST 119 STREET","HARLEM-CENTRAL","D9  -ELEVATOR","20","1910","19490","631476","32.4","252006","12.93","379470","2688000","137.92","0.2","1-01767-0011","125 EAST 118 STREET","HARLEM-CENTRAL","D9  -ELEVATOR","24","1920","20730","676627","32.64","252699","12.19","423928","3725000","179.69","0.2","2019"
"1-00908-7502","1953-R1","385 3 AVENUE","GRAMERCY","RR  -CONRENT","49","2006","60117","2936715","48.85","801360","13.33","2135355","17342000","288.47","1-00934-0015","332 EAST 28 STREET","KIPS BAY","D3  -ELEVATOR","224","1979","165739","8151044","49.18","2315374","13.97","5835670","50070000","302.1","0.13","1-00879-0026","141 EAST 23 STREET","GRAMERCY","D3  -ELEVATOR","19","1998","16500","800415","48.51","209220","12.68","591195","908000","55.03","0.23",,,,,,,,,,,,,,,,"2019"
"1-01795-7501","1956-R1","328 EAST 119 STREET","HARLEM-EAST","R4  -ELEVATOR","20","2008","16136","452938","28.07","178626","11.07","274312","2215000","137.27","1-01644-0059","136 EAST 117 STREET","HARLEM-EAST","D3  -ELEVATOR","72","1910","55725","1577575","28.31","571739","10.26","1005836","8008000","143.71","0.36","1-01645-0059","126 EAST 118 STREET","HARLEM-EAST","D3  -ELEVATOR","18","1950","16160","438582","27.14","183901","11.38","254681","2306000","142.7","0.35","1-01660-0038","222 EAST 111 STREET","HARLEM-EAST","D1  -ELEVATOR","50","2008","41108","1153902","28.07","455066","11.07","698836","8611000","209.47","0.43","2019"
"1-01710-7503","1958-R1","416 EAST 117 STREET","HARLEM-EAST","R4  -ELEVATOR","15","2007","21472","821733","38.27","204413","9.52","617320","5014001","233.51","1-01645-0059","126 EAST 118 STREET","HARLEM-EAST","D3  -ELEVATOR","18","1950","16160","618443","38.27","153843","9.52","464600","2306000","142.7","0.49","1-01645-0012","127 EAST 117 STREET","HARLEM-EAST","D3  -ELEVATOR","35","1920","29500","1127490","38.22","279955","9.49","847535","4140000","140.34","0.49","1-01644-0008","115 EAST 116 STREET","HARLEM-EAST","D1  -ELEVATOR","48","1925","47750","1827393","38.27","415425","8.7","1411968","3773000","79.02","0.49","2019"
"1-01279-7501","1961-R1","5 EAST 44 STREET","MIDTOWN CBD","R4  -ELEVATOR","23","2007","26026","1503522","57.77","434374","16.69","1069148","8683002","333.63","1-01320-0018","235 EAST 46 STREET","MIDTOWN EAST","D1  -ELEVATOR","63","1938","49914","2831122","56.72","726249","14.55","2104873","12227000","244.96","0.42","1-01036-0054","352 WEST 46 STREET","MIDTOWN WEST","D1  -ELEVATOR","30","1900","32520","1900144","58.43","577555","17.76","1322589","5775000","177.58","0.66","1-01362-0012","20 BEEKMAN PLACE","MIDTOWN EAST","D3  -ELEVATOR","79","1957","98808","5708138","57.77","1649106","16.69","4059032","19584000","198.2","0.73","2019"
"1-00797-7507","1963-R1","140 WEST 22 STREET","CHELSEA","R4  -ELEVATOR","52","1911","68395","3629039","53.06","949323","13.88","2679716","21762993","318.2","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1  -ELEVATOR","51","2000","41423","2197904","53.06","574951","13.88","1622953","14676000","354.3","0","1-00771-0068","258 WEST 22 STREET","CHELSEA","D1  -ELEVATOR","39","1920","30375","1602889","52.77","385155","12.68","1217734","7245000","238.52","0.17","1-00772-0016","255 WEST 22 STREET","CHELSEA","D9  -ELEVATOR","19","1920","14922","800565","53.65","203835","13.66","596730","3655000","244.94","0.18","2019"
"1-00816-7503","1965-R1","50 WEST 15 STREET","FLATIRON","R4  -ELEVATOR","47","2008","66363","3680492","55.46","762511","11.49","2917981","23698001","357.1","1-00818-0010","43 WEST 16 STREET","FLATIRON","D9  -ELEVATOR","95","1911","64049","3689222","57.6","887719","13.86","2801503","21195000","330.92","0.1","1-00818-0019","27 WEST 16 STREET","FLATIRON","D5  -ELEVATOR","75","1907","41300","2290498","55.46","474537","11.49","1815961","12882000","311.91","0.1","1-00850-0062","20 EAST 22 STREET","FLATIRON","D3  -ELEVATOR","23","1925","10512","571643","54.38","111953","10.65","459690","3919000","372.81","0.39","2019"
"1-00486-7502","1967-R1","470 BROOME STREET","SOHO","R4  -ELEVATOR","4","1900","9039","815137","90.18","166408","18.41","648729","5269001","582.92","1-00504-0036","100 SULLIVAN STREET","SOHO","D1  -ELEVATOR","70","1920","33750","3043575","90.18","621338","18.41","2422237","11997000","355.47","0.21","1-00506-0016","30 CHARLTON STREET","SOHO","D1  -ELEVATOR","86","1920","44256","3969763","89.7","811212","18.33","3158551","13720000","310.01","0.29","1-00470-0005","160 MOTT STREET","LITTLE ITALY","D1  -ELEVATOR","35","1910","11967","1088877","90.99","225099","18.81","863778","2663000","222.53","0.39","2019"
"1-01843-7501","1968-R1","67 WEST 107 STREET","MANHATTAN VALLEY","R2  -WALK-UP","56","1909","38255","1331274","34.8","438785","11.47","892489","7247994","189.47","1-01846-0060","280 MANHATTAN AVENUE","MANHATTAN VALLEY","C1  -WALK-UP","16","1900","12650","417703","33.02","149397","11.81","268306","3071000","242.77","0.22","1-01846-0003","246 MANHATTAN AVENUE","MANHATTAN VALLEY","C4  -WALK-UP","24","1900","17928","623894","34.8","205634","11.47","418260","3719000","207.44","0.18","1-01840-0056","56 WEST 105 STREET","MANHATTAN VALLEY","C1  -WALK-UP","15","1925","12550","448412","35.73","138050","11","310362","2236000","178.17","0.16","2019"
"1-00091-7502","1969-R1","111 FULTON STREET","SOUTHBRIDGE","R4  -ELEVATOR","163","1940","191740","9167089","47.81","3180967","16.59","5986122","48615978","253.55","1-00092-0017","47 ANN STREET","SOUTHBRIDGE","D9  -ELEVATOR","13","1900","24610","1218441","49.51","392530","15.95","825911","4990000","202.76","0.04","1-00107-0042","23 PECK SLIP","SOUTHBRIDGE","D7  -ELEVATOR","24","1900","25903","1238422","47.81","429731","16.59","808691","8780000","338.96","0.31","1-00090-0017","113 NASSAU STREET","SOUTHBRIDGE","D7  -ELEVATOR","171","2012","182499","8336554","45.68","2700985","14.8","5635569","47515000","260.36","0.07","2019"
"4-00839-7501","0753-R1","25 27 STREET","ASTORIA","R9-CONDOPS","24","2009","19205","464761","24.2","91992","4.79","372769","2812000","146.42","4-00571-0011","23 30 DRIVE","ASTORIA","D1-ELEVATOR","20","2006","15675","379335","24.2","75083","4.79","304252","2336000","149.03","0.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2013"
"1-00443-7502","1970-R1","62 EAST 1 STREET","EAST VILLAGE","R4  -ELEVATOR","11","2007","14982","735317","49.08","158659","10.59","576658","4682998","312.57","1-00457-0028","21 2 AVENUE","EAST VILLAGE","D6  -ELEVATOR","99","2007","115187","5697149","49.46","1332714","11.57","4364435","35005000","303.9","0.12","1-00448-0001","104 2 AVENUE","EAST VILLAGE","D9  -ELEVATOR","33","1920","35819","1740803","48.6","405829","11.33","1334974","10956000","305.87","0.24","1-00451-0006","156 2 AVENUE","EAST VILLAGE","D9  -ELEVATOR","35","1920","39395","1933507","49.08","417193","10.59","1516314","18453000","468.41","0.38","2019"
"1-00465-7501","1972-R1","38 STUYVESANT STREET","EAST VILLAGE","R2  -WALK-UP","12","1900","14269","614709","43.08","184498","12.93","430211","3494002","244.87","1-00469-0047","231 EAST 13 STREET","EAST VILLAGE","C4  -WALK-UP","26","1920","18828","811110","43.08","243446","12.93","567664","7331000","389.37","0.21","1-00436-0016","418 EAST 9 STREET","EAST VILLAGE","C1  -WALK-UP","13","1900","9474","404256","42.67","117667","12.42","286589","3516000","371.12","0.25","1-00466-0018","218 EAST 11 STREET","EAST VILLAGE","C1  -WALK-UP","24","1920","17136","743874","43.41","232364","13.56","511510","2662000","155.35","0.07","2019"
"1-02011-7501","1979-R1","147 WEST 142 STREET","HARLEM-CENTRAL","R4  -ELEVATOR","10","2008","11928","345793","28.99","121427","10.18","224366","1819010","152.5","1-02010-0011","127 WEST 141 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","48","1910","52290","1574452","30.11","555843","10.63","1018609","2827000","54.06","0.05","1-02010-0018","117 WEST 141 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","48","1910","52290","1513273","28.94","486297","9.3","1026976","3799000","72.65","0.05","1-02010-0042","130 WEST 142 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","60","1910","55143","1598596","28.99","561356","10.18","1037240","3020000","54.77","0.05","2019"
"1-01373-7503","1980-R1","415 MAIN STREET","ROOSEVELT ISLAND","R4  -ELEVATOR","123","2007","158770","8221111","51.78","2216429","13.96","6004682","48767002","307.16","1-01486-0049","1410 YORK AVENUE","UPPER EAST SIDE (59-79)","D1  -ELEVATOR","53","1960","54096","2874120","53.13","823341","15.22","2050779","7043000","130.19","0.41","1-01467-0018","425 EAST 72 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","49","1938","57375","2942190","51.28","838823","14.62","2103367","10287000","179.29","0.46","1-01576-0049","1510 YORK AVENUE","UPPER EAST SIDE (79-96)","D1  -ELEVATOR","24","1937","22902","1185866","51.78","319712","13.96","866154","5017000","219.06","0.64","2019"
"1-01888-7502","1981-R1","314 WEST 100 STREET","UPPER WEST SIDE (96-116)","R4  -ELEVATOR","33","1940","45120","1275994","28.28","416006","9.22","859988","6952998","154.1","1-01888-0007","313 WEST 98 STREET","UPPER WEST SIDE (96-116)","D3  -ELEVATOR","42","1920","58300","1686619","28.93","532279","9.13","1154340","5354000","91.84","0.05","1-01888-0015","781 WEST END AVENUE","UPPER WEST SIDE (96-116)","D3  -ELEVATOR","80","1927","91615","2534987","27.67","783308","8.55","1751679","15880000","173.33","0.05","1-01887-0040","250 RIVERSIDE DRIVE","UPPER WEST SIDE (96-116)","D3  -ELEVATOR","71","1918","107019","3026497","28.28","986715","9.22","2039782","11778000","110.06","0.1","2019"
"1-00188-7505","1986-R1","48 BEACH STREET","TRIBECA","R4  -ELEVATOR","25","1930","94532","3991141","42.22","1525746","16.14","2465395","20023008","211.81","1-00016-0221","450 NORTH END AVENUE","TRIBECA","D8  -ELEVATOR","152","1998","244617","10327730","42.22","3948118","16.14","6379612","64777000","264.81","0.73","1-00134-0011","33 WARREN STREET","CIVIC CENTER","D6  -ELEVATOR","20","1930","30999","1350626","43.57","556432","17.95","794194","8581000","276.82","0.46","1-00477-0001","80 VARICK STREET","SOHO","D5  -ELEVATOR","61","1920","125235","5249851","41.92","2020041","16.13","3229810","17950000","143.33","0.29","2019"
"1-01621-7501","1993-R2","1405 5 AVENUE","HARLEM-EAST","RR  -CONRENT","63","2009","71948","1918853","26.67","575584","8","1343269","10786000","149.91","1-01807-0030","438 EAST 120 STREET","HARLEM-EAST","D3  -ELEVATOR","42","1900","51546","1421123","27.57","351028","6.81","1070095","7022000","136.23","0.71","1-01783-0034","226 EAST 119 STREET","HARLEM-EAST","D3  -ELEVATOR","30","1910","34356","885011","25.76","270725","7.88","614286","1792000","52.16","0.43",,,,,,,,,,,,,,,,"2019"
"1-00273-7502","1999-R1","30 RUTGERS STREET","LOWER EAST SIDE","R4  -ELEVATOR","10","2005","7576","405013","53.46","110685","14.61","294328","2390005","315.47","1-00309-0022","51 LUDLOW STREET","LOWER EAST SIDE","D3  -ELEVATOR","35","2000","26300","1398897","53.19","378720","14.4","1020177","10383000","394.79","0.24","1-00344-0044","120 RIDGE STREET","LOWER EAST SIDE","D1  -ELEVATOR","22","2001","14960","799762","53.46","218566","14.61","581196","5285000","353.28","0.61","1-00348-0069","85 ATTORNEY STREET","LOWER EAST SIDE","D5  -ELEVATOR","11","1910","10359","580622","56.05","144612","13.96","436010","3974000","383.63","0.49","2019"
