"dbn","district","school_name","is_org_split_sited","building_id_s","transfer_school","total_enrollment","grades_3k_5_enrollment","grades_6_8_enrollment","grades_9_12_enrollment","asian","black","hispanic","multiracial","native_american","white","missing_race_ethnicity_data","swd","ell","poverty","_2018_19_ela_tested","_2018_19_ela_proficient_l3","_2018_19_ela_proficient_l3_1","_2018_19_math_tested","_2018_19_math_proficient","_2018_19_math_proficient_1","_2019_20_total_4_year_august","_2019_20_4_year_august","_2019_20_total_6_year_grad","_2019_20_6_year_graduates"
"21K303","21","I.S. 303 Herbert S. Eisenberg",,"K303","false","525","0","525","0","0.251","0.118","0.349","0.002","0.006","0.274","0.0","0.145","0.173","0.808","536","244","45.5%","551","157","28.5%",,,,
"21K329","21","P.S. 329 Surfside",,"K329","false","357","357","0","0","0.039","0.549","0.266","0.006","0.098","0.042","0.0","0.277","0.034","0.938","177","42","23.7%","173","40","23.1%",,,,
"21K337","21","International High School at Lafayette",,"K400","false","317","0","0","317","0.233","0.041","0.479","0.006","0.003","0.237","0.0","0.022","0.896","0.899",,,,,,,"83","73.5%","80","80.0%"
"21K344","21","Rachel Carson High School for Coastal Studies",,"K303","false","574","0","0","574","0.195","0.113","0.199","0.009","0.007","0.465","0.012","0.179","0.206","0.746",,,,,,,"169","85.8%","162","85.8%"
"21K348","21","High School of Sports Management",,"K400","false","277","0","0","277","0.126","0.354","0.339","0.011","0.014","0.155","0.0","0.235","0.177","0.791",,,,,,,"67","74.6%","31","80.6%"
"21K410","21","Abraham Lincoln High School",,"K410","false","1817","0","0","1817","0.151","0.41","0.27","0.005","0.009","0.147","0.007","0.178","0.15","0.788",,,,,,,"474","79.3%","484","82.6%"
"21K468","21","Kingsborough Early College School",,"K400","false","754","0","328","426","0.081","0.237","0.373","0.013","0.0","0.282","0.013","0.187","0.041","0.674","260","113","43.5%","224","66","29.5%","85","98.8%","88","100.0%"
"21K525","21","Edward R. Murrow High School",,"K525","false","3691","0","0","3691","0.274","0.176","0.193","0.012","0.006","0.308","0.031","0.178","0.125","0.67",,,,,,,"854","87.4%","921","89.5%"
"21K540","21","John Dewey High School",,"K540","false","2276","0","0","2276","0.28","0.286","0.261","0.004","0.005","0.153","0.011","0.149","0.195","0.83",,,,,,,"562","78.6%","571","86.7%"
"21K559","21","Life Academy High School for Film and Music",,"K400","false","254","0","0","254","0.094","0.327","0.472","0.012","0.0","0.091","0.004","0.236","0.15","0.799",,,,,,,"72","77.8%","62","95.2%"
"21K572","21","Leaders High School",,"K400","false","400","0","0","400","0.135","0.157","0.415","0.007","0.002","0.26","0.023","0.22","0.14","0.733",,,,,,,"92","89.1%","69","91.3%"
"21K690","21","Brooklyn Studio Secondary School",,"K128","false","963","0","358","605","0.212","0.032","0.312","0.005","0.004","0.429","0.006","0.204","0.208","0.725","275","147","53.5%","260","84","32.3%","137","92.0%","158","89.2%"
"22K014","22","J.H.S. 014 Shell Bank",,"K014","false","528","0","528","0","0.165","0.347","0.18","0.004","0.006","0.299","0.0","0.246","0.239","0.902","466","162","34.8%","498","162","32.5%",,,,
"22K078","22","J.H.S. 078 Roy H. Mann",,"K078","false","511","0","511","0","0.08","0.603","0.147","0.014","0.01","0.147","0.0","0.266","0.053","0.718","545","209","38.3%","552","171","31.0%",,,,
"22K109","22","P.S. 109",,"K395","false","506","318","188","0","0.034","0.743","0.176","0.008","0.016","0.024","0.0","0.287","0.085","0.86","375","136","36.3%","346","91","26.3%",,,,
"22K152","22","School of Science & Technology",,"K152","false","558","558","0","0","0.093","0.568","0.249","0.014","0.013","0.061","0.002","0.224","0.125","0.781","313","130","41.5%","316","114","36.1%",,,,
"22K236","22","P.S. 236 Mill Basin",,"K236","false","565","565","0","0","0.158","0.191","0.124","0.048","0.004","0.476","0.0","0.161","0.064","0.414","240","178","74.2%","241","174","72.2%",,,,
"22K240","22","Andries Hudde",,"K240","false","584","0","584","0","0.142","0.589","0.19","0.003","0.012","0.063","0.0","0.283","0.192","0.89","641","221","34.5%","656","151","23.0%",,,,
"22K315","22","P.S. K315",,"K152","false","555","555","0","0","0.137","0.508","0.247","0.014","0.009","0.085","0.0","0.232","0.195","0.876","291","133","45.7%","295","124","42.0%",,,,
"22K381","22","I. S. 381",,"K240","false","316","0","316","0","0.092","0.576","0.165","0.025","0.019","0.12","0.003","0.225","0.142","0.722","248","135","54.4%","258","105","40.7%",,,,
"22K535","22","Leon M. Goldstein High School for the Sciences",,"K535","false","1002","0","0","1002","0.266","0.086","0.101","0.007","0.003","0.513","0.024","0.165","0.01","0.491",,,,,,,"262","96.6%","265","98.9%"
"22K555","22","Brooklyn College Academy","true","K555, K917","false","661","0","0","661","0.085","0.72","0.121","0.005","0.006","0.045","0.018","0.172","0.012","0.707",,,,,,,"151","98.7%","142","99.3%"
"22K611","22","Origins High School",,"K495","false","413","0","0","413","0.242","0.259","0.126","0.0","0.015","0.351","0.007","0.138","0.286","0.763",,,,,,,"116","89.7%","108","93.5%"
"22K630","22","Professional Pathways High School",,"K495","true","184","0","0","184","0.071","0.283","0.359","0.005","0.0","0.283","0.0","0.261","0.049","0.761",,,,,,,"89","34.8%","111","73.0%"
"22K889","22","P.S. 889",,"K338","false","253","253","0","0","0.17","0.292","0.198","0.028","0.004","0.308","0.0","0.142","0.067","0.49",,,,,,,,,,
"22K890","22","M.S. 890",,"K338","false","289","0","289","0","0.135","0.367","0.388","0.014","0.007","0.087","0.003","0.19","0.073","0.758","202","97","48.0%","201","79","39.3%",,,,
"23K150","23","P.S. 150 Christopher",,"K150","false","162","162","0","0","0.025","0.593","0.352","0.006","0.006","0.012","0.006","0.241","0.099","0.969","72","12","16.7%","78","9","11.5%",,,,
"23K156","23","P.S. 156 Waverly",,"K356","false","518","518","0","0","0.012","0.774","0.187","0.01","0.012","0.006","0.0","0.197","0.017","0.859","278","81","29.1%","280","93","33.2%",,,,
"23K178","23","P.S. 178 Saint Clair Mckelway",,"K178","false","280","176","104","0","0.011","0.696","0.211","0.014","0.021","0.046","0.0","0.15","0.079","0.914","166","59","35.5%","169","48","28.4%",,,,
"23K284","23","The Gregory Jocko Jackson School of Sports, Art, and Technology",,"K284","false","264","264","0","0","0.004","0.652","0.337","0.0","0.004","0.004","0.0","0.216","0.083","0.981","122","30","24.6%","122","27","22.1%",,,"1","0.0%"
"23K298","23","P.S. 298 Dr. Betty Shabazz",,"K298","false","291","291","0","0","0.007","0.653","0.292","0.007","0.027","0.014","0.0","0.223","0.045","0.918","75","18","24.0%","74","19","25.7%",,,,
"23K323","23","P.S./I.S. 323",,"K263","false","505","307","198","0","0.014","0.752","0.202","0.004","0.006","0.022","0.0","0.198","0.05","0.933","368","61","16.6%","372","63","16.9%",,,,
"23K327","23","P.S. 327 Dr. Rose B. English",,"K327","false","267","267","0","0","0.041","0.697","0.228","0.004","0.015","0.015","0.0","0.221","0.049","0.921","106","24","22.6%","110","11","10.0%",,,,
"23K363","23","Brownsville Collaborative Middle School",,"K298","false","265","0","265","0","0.004","0.732","0.253","0.004","0.0","0.008","0.0","0.328","0.102","0.928","193","31","16.1%","176","28","15.9%",,,,
"23K392","23","I.S. 392",,"K356","false","326","0","326","0","0.018","0.791","0.147","0.003","0.015","0.018","0.006","0.178","0.006","0.81","280","186","66.4%","222","118","53.2%",,,,
"23K401","23","Christopher Avenue Community School",,"K332","false","283","283","0","0","0.0","0.59","0.385","0.011","0.0","0.014","0.0","0.194","0.049","0.965","84","25","29.8%","85","22","25.9%",,,,
"23K446","23","Riverdale Avenue Community School",,"K183","false","309","309","0","0","0.026","0.751","0.181","0.003","0.003","0.036","0.0","0.197","0.071","0.958","138","40","29.0%","132","17","12.9%",,,,
"23K493","23","Brooklyn Collegiate: A College Board School",,"K055","false","368","0","0","368","0.027","0.769","0.179","0.0","0.008","0.014","0.003","0.234","0.068","0.815",,,,,,,"82","84.1%","68","92.6%"
"23K514","23","Frederick Douglass Academy VII High School",,"K175","false","142","0","0","142","0.014","0.845","0.12","0.0","0.007","0.014","0.0","0.31","0.028","0.93",,,,,,,"27","85.2%","56","67.9%"
"23K518","23","Kappa V (Knowledge and Power Preparatory Academy)",,"K275","false","133","0","133","0","0.0","0.85","0.128","0.008","0.015","0.0","0.0","0.301","0.023","0.91","158","40","25.3%","158","19","12.0%",,,,
"23K522","23","Mott Hall IV",,"K271","false","131","0","131","0","0.008","0.748","0.229","0.0","0.008","0.008","0.0","0.298","0.015","0.847","125","20","16.0%","125","3","2.4%",,,,
"23K599","23","Brooklyn Landmark Elementary School",,"K073","false","413","413","0","0","0.034","0.748","0.186","0.017","0.005","0.007","0.002","0.194","0.044","0.755","146","112","76.7%","150","109","72.7%",,,,
"23K643","23","Brooklyn Democracy Academy",,"K275","true","147","0","0","147","0.014","0.789","0.163","0.0","0.027","0.007","0.0","0.34","0.027","0.884",,,,,,,"87","32.2%","82","45.1%"
"23K644","23","Eagle Academy for Young Men II",,"K271","false","620","0","241","379","0.003","0.866","0.108","0.002","0.01","0.008","0.003","0.315","0.006","0.765","200","55","27.5%","133","66","49.6%","97","91.8%","89","92.1%"
"23K647","23","Metropolitan Diploma Plus High School",,"K275","true","209","0","0","209","0.01","0.751","0.206","0.01","0.01","0.014","0.0","0.359","0.057","0.904",,,,,,,"108","19.4%","113","46.0%"
"23K664","23","Brooklyn Environmental Exploration School (BEES)",,"K073","false","172","0","172","0","0.006","0.744","0.203","0.017","0.029","0.0","0.0","0.384","0.035","0.977","86","26","30.2%","80","11","13.8%",,,,
"23K668","23","Riverdale Avenue Middle School",,"K183","false","126","0","126","0","0.032","0.667","0.262","0.0","0.024","0.016","0.0","0.333","0.079","1.0","113","31","27.4%","109","17","15.6%",,,,
"23K671","23","Mott Hall Bridges Academy",,"K263","false","204","0","204","0","0.0","0.745","0.23","0.0","0.015","0.01","0.0","0.328","0.029","0.995","182","54","29.7%","182","60","33.0%",,,,
"23K697","23","Teachers Preparatory High School",,"K175","false","158","0","0","158","0.057","0.696","0.209","0.0","0.0","0.032","0.006","0.443","0.114","0.968","12","2","16.7%",,,,"46","69.6%","56","82.1%"
"24Q005","24","I.S. 5 - The Walter Crowley Intermediate School",,"Q005","false","1644","0","1644","0","0.377","0.018","0.577","0.001","0.004","0.023","0.001","0.19","0.211","0.777","1695","961","56.7%","1619","821","50.7%",,,,
"24Q007","24","P.S. 007 Louis F. Simeone","true","Q007, Q877","false","1263","1263","0","0","0.619","0.004","0.323","0.006","0.01","0.038","0.0","0.138","0.37","0.873","632","351","55.5%","650","385","59.2%",,,,
"24Q058","24","P.S. 58 - The School of Heroes",,"Q058","false","931","816","115","0","0.407","0.005","0.407","0.01","0.004","0.166","0.0","0.164","0.132","0.713","518","287","55.4%","537","285","53.1%",,,,
"24Q110","24","P.S. 110",,"Q315","false","958","958","0","0","0.081","0.001","0.907","0.0","0.004","0.006","0.0","0.181","0.411","0.962","352","135","38.4%","364","171","47.0%",,,,
"24Q128","24","P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",,"Q247","false","836","490","346","0","0.049","0.008","0.196","0.011","0.004","0.732","0.0","0.141","0.054","0.289","638","478","74.9%","607","409","67.4%",,,,
"24Q211","24","Elm Tree Elementary School",,"Q298","false","752","752","0","0","0.072","0.049","0.842","0.003","0.005","0.029","0.0","0.185","0.453","0.919","149","64","43.0%","158","65","41.1%",,,,
"24Q236","24","International High School for Health Sciences",,"Q455","false","261","0","0","261","0.184","0.042","0.736","0.0","0.008","0.031","0.0","0.023","0.782","0.843",,,,,,,"62","77.4%","89","65.2%"
"24Q239","24","P.S. 239",,"Q239","false","479","479","0","0","0.132","0.013","0.731","0.0","0.006","0.111","0.008","0.219","0.273","0.816","233","103","44.2%","242","78","32.2%",,,,
"24Q264","24","Academy of Finance and Enterprise",,"Q735","false","745","0","0","745","0.248","0.038","0.519","0.0","0.016","0.14","0.039","0.122","0.058","0.82",,,,,,,"157","97.5%","126","98.4%"
"24Q267","24","High School of Applied Communication",,"Q735","false","396","0","0","396","0.136","0.076","0.682","0.005","0.0","0.081","0.02","0.192","0.083","0.833",,,,,,,"96","86.5%","95","92.6%"
"24Q290","24","A.C.E. Academy for Scholars at the Geraldine Ferraro Campus",,"Q290","false","556","556","0","0","0.156","0.013","0.486","0.029","0.005","0.308","0.004","0.104","0.112","0.538","250","159","63.6%","250","187","74.8%",,,,
"24Q293","24","Civic Leadership Academy",,"Q744","false","656","0","0","656","0.166","0.041","0.707","0.0","0.002","0.044","0.04","0.172","0.082","0.825",,,,,,,"134","90.3%","120","95.8%"
"24Q296","24","Pan American International High School",,"Q744","false","358","0","0","358","0.003","0.008","0.983","0.0","0.003","0.003","0.0","0.02","0.891","0.95",,,,,,,"100","89.0%","94","91.5%"
"24Q299","24","Bard High School Early College Queens",,"Q735","false","652","0","0","652","0.317","0.143","0.224","0.017","0.008","0.284","0.008","0.117","0.003","0.551",,,,,,,"152","99.3%","151","100.0%"
"24Q307","24","Pioneer Academy",,"Q260","false","825","825","0","0","0.022","0.01","0.958","0.001","0.001","0.008","0.0","0.204","0.447","0.891","425","144","33.9%","430","197","45.8%",,,,
"24Q311","24","Corona Arts & Sciences Academy",,"Q311","false","735","0","735","0","0.015","0.011","0.965","0.0","0.003","0.005","0.001","0.234","0.312","0.965","745","204","27.4%","758","152","20.1%",,,,
"24Q331","24","Mosaic Pre-K Center","true","Q007, Q298, Q321, Q348, Q364, Q368, Q372, Q373, Q378, Q391, Q392, Q412, Q414, Q422, Q437, Q777, Q906, Q974","false","687","687","0","0","0.207","0.016","0.719","0.0","0.009","0.041","0.009","0.146","0.0","0.624",,,,,,,,,,
"24Q455","24","Newtown High School",,"Q455","false","1645","0","0","1645","0.243","0.074","0.612","0.002","0.009","0.049","0.011","0.171","0.266","0.748",,,,,,,"433","76.2%","633","80.6%"
"24Q485","24","Grover Cleveland High School",,"Q485","false","1582","0","0","1582","0.094","0.064","0.638","0.002","0.007","0.18","0.014","0.217","0.192","0.734",,,,,,,"457","67.4%","396","74.2%"
"24Q520","24","Middle College High School at LaGuardia Community College",,"Q520","false","515","0","0","515","0.093","0.031","0.804","0.0","0.0","0.07","0.002","0.177","0.025","0.738",,,,,,,"103","86.4%","107","96.3%"
"24Q530","24","International High School at LaGuardia Community College",,"Q520","false","513","0","0","513","0.189","0.019","0.708","0.0","0.004","0.08","0.0","0.012","0.676","0.684",,,,,,,"111","84.7%","118","89.8%"
"24Q585","24","Maspeth High School",,"Q585","false","1216","0","0","1216","0.169","0.017","0.516","0.002","0.004","0.234","0.056","0.152","0.048","0.567",,,,,,,"262","98.5%","243","99.2%"
"24Q744","24","VOYAGES Preparatory",,"Q744","true","241","0","0","241","0.033","0.154","0.755","0.008","0.004","0.046","0.0","0.17","0.071","0.784",,,,,,,"102","6.9%","98","50.0%"
"25Q025","25","I.S. 025 Adrien Block",,"Q025","false","1033","0","1033","0","0.587","0.014","0.242","0.009","0.004","0.145","0.0","0.154","0.135","0.604","967","654","67.6%","973","602","61.9%",,,,
"25Q130","25","P.S. 130",,"Q130","false","401","401","0","0","0.584","0.015","0.187","0.04","0.005","0.17","0.0","0.147","0.132","0.521","167","129","77.2%","166","144","86.7%",,,,
"25Q154","25","P.S. 154 Queens",,"Q154","false","598","598","0","0","0.475","0.087","0.264","0.015","0.01","0.147","0.002","0.174","0.181","0.788","320","189","59.1%","325","173","53.2%",,,,
"25Q169","25","P.S. 169 Bay Terrace",,"Q169","false","364","364","0","0","0.404","0.055","0.236","0.033","0.003","0.269","0.0","0.173","0.11","0.308","183","95","51.9%","181","146","80.7%",,,,
"25Q189","25","J.H.S. 189 Daniel Carter Beard",,"Q189","false","714","0","714","0","0.629","0.034","0.311","0.004","0.001","0.021","0.0","0.158","0.217","0.762","727","332","45.7%","621","319","51.4%",,,,
"25Q209","25","P.S. 209 Clearview Gardens",,"Q209","false","556","556","0","0","0.559","0.011","0.174","0.011","0.0","0.245","0.0","0.153","0.095","0.381","228","162","71.1%","228","188","82.5%",,,,
"25Q237","25","I.S. 237",,"Q237","false","1319","0","1319","0","0.787","0.039","0.155","0.005","0.002","0.011","0.001","0.117","0.204","0.732","1268","695","54.8%","1291","891","69.0%",,,,
"25Q240","25","Veritas Academy",,"Q460","false","619","0","0","619","0.134","0.087","0.703","0.005","0.002","0.057","0.013","0.199","0.111","0.801",,,,,,,"142","85.2%","113","89.4%"
"25Q241","25","Queens High School for Language Studies",,"Q460","false","443","0","0","443","0.578","0.047","0.307","0.007","0.002","0.036","0.023","0.059","0.242","0.747",,,,,,,"106","92.5%","100","99.0%"
"25Q250","25","I.S. 250 The Robert F. Kennedy Community Middle School",,"Q168","false","327","0","327","0","0.235","0.284","0.364","0.0","0.024","0.092","0.0","0.248","0.171","0.807","335","131","39.1%","348","121","34.8%",,,,
"25Q252","25","Queens School of Inquiry, The",,"Q168","false","608","0","258","350","0.436","0.141","0.227","0.01","0.003","0.168","0.015","0.153","0.044","0.617","242","134","55.4%","155","60","38.7%","85","98.8%","69","94.2%"
"25Q263","25","Flushing International High School",,"Q189","false","418","0","0","418","0.347","0.017","0.603","0.0","0.002","0.026","0.005","0.012","0.871","0.828",,,,,,,"83","83.1%","107","78.5%"
"25Q281","25","East-West School of International Studies",,"Q237","false","674","0","294","380","0.726","0.045","0.169","0.007","0.003","0.043","0.007","0.147","0.11","0.797","279","198","71.0%","189","144","76.2%","96","97.9%","84","97.6%"
