"the_geom","objectid_1","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","category","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","ntaname","femafldz","femafldt","hrcevac","seatingtyp"
"POINT (-73.89725506169195 40.64044708506062)","292.0","3","Brooklyn","318","46","59","19","8","2581.0","Municipal Facilities","2014-07-07T00:00:00.000","1600 Rockaway Parkway","1678 Rockaway Parkway","Rockaway Parkway","Avenue J & Avenue K","Brooklyn","318.0","B42","Not Applicable","40.6404470851","-73.8972550617","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKLESS 1.0"
"POINT (-73.89683268259901 40.725000382370226)","955.0","4","Queens","405","30","30","15","6","646.0","Bus Route","2013-04-16T00:00:00.000","66-62 Grand Avenue","66-62 Grand Avenue","Grand Avenue","Queens Midtown Expressway & Hamilton Place","Queens","405.0","Q58","Not Applicable","40.7250003824","-73.8968326826","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.94579174367537 40.71154388027502)","865.0","3","Brooklyn","301","34","53","18","12","3609.0","BID","2017-01-28T00:00:00.000","669 Grand Street","669 Grand Street","Grand Street","Leonard Street & Manhattan Avenue","Brooklyn","301.0","Not Applicable","Grand Street","40.7115438803","-73.9457917437","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.87927026497722 40.87565332449845)","1885.0","2","Bronx","207","11","80","36","13","4164.0","General","2018-08-01T00:00:00.000","228 East 207th Street","228 East 207th Street","East 207th Street","Bainbridge Avenue & Perry Avenue","Bronx","207.0","Not Applicable","Not Applicable","40.8756533245","-73.879270265","Norwood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.89910878758329 40.86202597614866)","1795.0","2","Bronx","205","14","86","33","15","1945.0","BID","2013-05-07T00:00:00.000","114 East Fordham Road","114 East Fordham Road","East Fordham Rd & 188th Street","E. Fordham Road & 188th Street","Bronx","205.0","Not Applicable","Fordham Road","40.8620259761","-73.8991087876","Fordham Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.88299295376024 40.74306185105803)","1071.0","4","Queens","404","25","39","16","6","3011.0","General","2015-01-29T00:00:00.000","81-25 Broadway","81-25 Broadway","Broadway","Pettit Avenue and Britton Avenue","Queens","404.0","Not Applicable","Not Applicable","40.7430618511","-73.8829929538","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.90212060130092 40.665100824700616)","452.0","3","Brooklyn","316","42","55","19","8","2391.0","Senior Center","2014-03-06T00:00:00.000","460 Dumont Avenue","460 Dumont Avenue","Dumont Avenue","Junius Street & Powell Street","Brooklyn","316.0","Not Applicable","Not Applicable","40.6651008247","-73.9021206013","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.0017428739292 40.746130267708295)","1118.0","1","Manhattan","104","3","75","27","10","2025.0","General","2013-07-22T00:00:00.000","201 9th Avenue","201 9th Avenue","9th Avenue","22nd and 23rd Streets","Manhattan","104.0","Not Applicable","Not Applicable","40.7461302677","-74.0017428739","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","2","BACKED 1.0"
"POINT (-73.95771142244348 40.60886385504538)","131.0","3","Brooklyn","315","48","45","17","9","4177.0","Bus Route","2018-09-26T00:00:00.000","1524 Kings Highway","1524 Kings Highway","Kings Highway","East 15th Street & East 16th Street","Brooklyn","315.0","B82","Kings Highway","40.608863855","-73.9577114224","Madison","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.9501064970197 40.826396414731846)","1621.0","1","Manhattan","109","7","71","31","13","3556.0","Bus Route","2017-02-14T00:00:00.000","3542 Broadway","592 W 145th Street","W 145th Street","W 145th Street & W 146th Street","Manhattan","112.0","BX19","Not Applicable","40.8263964147","-73.950106497","Hamilton Heights-Sugar Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.95451265601493 40.69996578959427)","773.0","3","Brooklyn","301","33","50","26","7","2106.0","General","2013-11-20T00:00:00.000","210 Wallabout Street","210 Wallabout Street","Wallabout Street","Lee and Bedford Avenues","Brooklyn","301.0","Not Applicable","Not Applicable","40.6999657896","-73.954512656","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKED 1.0"
"POINT (-73.83847100581009 40.785903026866116)","1393.0","4","Queens","407","19","27","11","14","2026.0","General","2013-07-31T00:00:00.000","129-21 14th Avenue","129-21 14th Avenue","14th Avenue","129th & 130th Street","Queens","407.0","Q20B","Not Applicable","40.7859030269","-73.8384710058","College Point","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 1.0"
"POINT (-73.93112557838951 40.658806751399695)","395.0","3","Brooklyn","317","41","58","20","9","3540.0","Bus Route","2016-07-26T00:00:00.000","611 Utica Avenue","611 Utica Avenue","Utica Avenue","Winthrop Street & Rutland Road","Brooklyn","317.0","B46","Not Applicable","40.6588067514","-73.9311255784","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.90598952588337 40.81268637094334)","1525.0","2","Bronx","201","8","84","29","15","2697.0","Municipal Facilities","2014-11-05T00:00:00.000","811 East 149th Street","811 East 149th Street","East 149th Street","Tinton Avenue & Union Avenue","Bronx","201.0","Not Applicable","Not Applicable","40.8126863709","-73.9059895259","Melrose","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.91620445494766 40.75758066323786)","2136.0","4","Queens","401","26","30","12","14","4152.0","General","2019-06-28T00:00:00.000","43-12 Broadway","43-12 Broadway","Broadway","43 Street & 44 Street","Queens","401.0","Not Applicable","Not Applicable","40.7575806632","-73.9162044549","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.99335056258825 40.602394764390304)","88.0","3","Brooklyn","311","47","47","23","11","4170.0","Bus Route","2018-09-21T00:00:00.000","8512 Bay Parkway","8512 Bay Parkway","Bay Parkway","85th Street & 86th Street","Brooklyn","311.0","B82","Not Applicable","40.6023947644","-73.9933505626","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKLESS 1.0"
"POINT (-73.97978059195138 40.77878075600478)","1350.0","1","Manhattan","107","6","67","29","10","1379.0","General","2012-12-19T00:00:00.000","141 West 73rd Street","141 West 73rd Street","73rd Street","Columbus and Amsterdam Avenues","Manhattan","107.0","Not Applicable","Not Applicable","40.778780756","-73.979780592","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.00040741100092 40.6091651902616)","132.0","3","Brooklyn","311","43","47","23","10","3953.0","General","2018-02-08T00:00:00.000","8210 18th Avenue","8210 18th Avenue","18th Avenue","82nd Street & 83rd Street","Brooklyn","311.0","B8","Not Applicable","40.6091651903","-74.000407411","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.95120137370009 40.688064193027536)","659.0","3","Brooklyn","303","36","57","25","8","3971.0","General","2018-01-23T00:00:00.000","340 Nostrand Avenue","340 Nostrand Avenue","Nostrand Avenue","Green Avenue & Lexington Avenue","Brooklyn","303.0","B44","Not Applicable","40.688064193","-73.9512013737","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-74.01177626460799 40.71387907033078)","2001.0","1","Manhattan","101","1","66","26","10","1942.0","BID","2013-06-13T00:00:00.000","230 Greenwich Street","230 Greenwich Street","Greenwich Street & Barclay Street","Greenwich Street & Washington Street","Manhattan","101.0","Not Applicable","Alliance for Downtown New York","40.7138790703","-74.0117762646","Tribeca-Civic Center","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1","BACKED 1.0"
"POINT (-73.88407803822392 40.733335864303776)","997.0","4","Queens","404","25","30","16","6","1805.0","General","2013-02-14T00:00:00.000","83-07 Grand Avenue","83-07 Grand Avenue","Grand Avenue","Calamus Avenue and 83rd Street","Queens","404.0","Q58","Not Applicable","40.7333358643","-73.8840780382","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.95347800843594 40.66093231004403)","410.0","3","Brooklyn","309","40","43","20","9","3483.0","General","2016-08-01T00:00:00.000","467 Rogers Avenue","467 Rogers Avenue","Rogers Ave","Maple Street & Lincoln Street","Brooklyn","309.0","Not Applicable","Not Applicable","40.66093231","-73.9534780084","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.95494350168381 40.777292341885)","1344.0","1","Manhattan","108","5","76","28","12","3689.0","Senior Safety","2017-08-03T00:00:00.000","1479 3rd Avenue","1479 3rd Avenue","3rd Avenue","E 84th Street & E 83rd Street","Manhattan","108.0","Not Applicable","Not Applicable","40.7772923419","-73.9549435017","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.97475383377187 40.729552887254705)","987.0","1","Manhattan","106","4","74","27","12","4165.0","General","2019-04-11T00:00:00.000","276 Avenue C","276 Avenue C","Avenue C","East 16th Street & East 15th Street","Manhattan","106.0","M09","Not Applicable","40.7295528873","-73.9747538338","Stuyvesant Town-Peter Cooper Village","AE",,"1","BACKLESS 2.0"
"POINT (-73.94912055031841 40.79354828284895)","1432.0","1","Manhattan","111","8","68","30","13","3212.0","General","2015-10-28T00:00:00.000","61 E 106th Street","61 E 106th Street","E 106th Street","Madison Avenue and Park Avenue","Manhattan","111.0","Not Applicable","Not Applicable","40.7935482828","-73.9491205503","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 1.0"
"POINT (-73.9793179584825 40.605421783465424)","115.0","3","Brooklyn","311","44","47","17","10","2993.0","General","2015-01-05T00:00:00.000","1714 W. 6th Street","1714 W. 6th Street","W. 6th Street","Quentin Road & Kings Highway","Brooklyn","311.0","Not Applicable","Not Applicable","40.6054217835","-73.9793179585","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-74.11645688486233 40.57415623273084)","2102.0","5","Staten Island","502","50","62","24","11","3666.0","Bus Route","2017-01-28T00:00:00.000","32 New Dorp Plaza South","32 New Dorp Plaza South","New Dorp Lane","N. Railroad Avenue & S. Railroad Avenue","Staten Island","502.0","S76","Not Applicable","40.5741562327","-74.1164568849","New Dorp-Midland Beach","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-74.00540411393536 40.63289271440267)","242.0","3","Brooklyn","312","38","49","17","7","3788.0","Bus Route","2017-07-03T00:00:00.000","6001 Fort Hamilton Pkwy","6001 Fort Hamilton Pkwy","60th Street","60th Street & 61st Street","Brooklyn","312.0","B9","Not Applicable","40.6328927144","-74.0054041139","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-73.97470850793844 40.7879054253562)","1404.0","1","Manhattan","107","6","69","29","10","1306.0","General","2012-10-15T00:00:00.000","541 Amsterdam Avenue","541 Amsterdam Ave","Amsterdam Avenue","W. 86th Street & W. 87th Street","Manhattan","107.0","M11","Not Applicable","40.7879054254","-73.9747085079","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.8625749634915 40.74953406636623)","1942.0","4","Queens","404","21","39","13","14","1342.0","Plaza","2018-06-01T00:00:00.000","103-12 Roosevelt Avenue","103-12 Roosevelt Avenue","Roosevelt Avenue","104th and National Streets","Queens","404.0","Q20A","Not Applicable","40.7495340664","-73.8625749635","Corona","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.88056760354942 40.66254093379139)","427.0","3","Brooklyn","305","42","60","19","8","149.0","Bus Route","2013-09-30T00:00:00.000","797 Ashford Street","797 Ashford Street","Ashford Street","Linden Boulevard and Stanley Avenue","Brooklyn","305.0","B6","Not Applicable","40.6625409338","-73.8805676035","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKLESS 1.0"
"POINT (-73.87828570771632 40.75641433329173)","1200","4","Queens","403","25","34","13","14","2003.0","General","2013-09-27T00:00:00.000","89-19 Northern Boulevard","89-19 Northern Boulevard","Northern Boulevard","89th & 90th Street","Queens","403.0","Q66","Not Applicable","40.7564143333","-73.8782857077","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-74.19186492457652 40.5277069293871)","2240.0","5","Staten Island","503","51","62","24","11","760.0","General","2012-12-21T00:00:00.000","100 Luten Avenue","100 Luten Avenue","Luten Avenue","Eylandt Street & Deisius Street","Staten Island","503.0","S55","Not Applicable","40.5277069294","-74.1918649246","Annadale-Huguenot-Prince's Bay-Woodrow","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKLESS 1.0"
"POINT (-73.91277233872648 40.82307834620726)","1599.0","2","Bronx","203","17","79","32","15","796.0","General","2013-01-10T00:00:00.000","843 Elton Avenue","843 Elton Avenue","East 160th Street","East 159th and 160th Streets","Bronx","203.0","Not Applicable","Not Applicable","40.8230783462","-73.9127723387","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.93233084125369 40.74501723487786)","1103.0","4","Queens","402","26","37","12","12","3314.0","Municipal Facilities","2016-07-06T00:00:00.000","32-23 Queens Boulevard","32-23 Queens Boulevard","Queens Boulevard","32nd Place & 33rd Street","Queens","402.0","Not Applicable","Not Applicable","40.7450172349","-73.9323308413","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.87922968171267 40.8402330865958)","1696.0","2","Bronx","206","15","87","32","15","2899.0","Municipal Facilities","2014-12-18T00:00:00.000","2024 Boston Road","1065 East Tremont Avenue","East Tremont Avenue","Boston Road & East 177th Street","Bronx","206.0","BX21","Not Applicable","40.8402330866","-73.8792296817","West Farms","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 1.0"
"POINT (-73.91853246092424 40.762163887684686)","1241.0","4","Queens","401","22","36","12","12","3364.0","General","2016-07-19T00:00:00.000","37-01 31st Avenue","37-01 31st Avenue","37th Street","37th Street & 38th Street","Queens","401.0","Not Applicable","Not Applicable","40.7621638877","-73.9185324609","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.07560115940746 40.63584319964752)","264.0","5","Staten Island","501","49","61","23","11","1677.0","Bus Route","2013-01-29T00:00:00.000","263 Bay Street","263 Bay Street","Bay Street","Hannah Street & Swan Street","Staten Island","501.0","S78","Not Applicable","40.6358431996","-74.0756011594","Tompkinsville-Stapleton-Clifton-Fox Hills","X","AREA OF MINIMAL FLOOD HAZARD","2","BACKLESS 1.0"
"POINT (-74.01336883252644 40.708623969357596)","848.0","1","Manhattan","101","1","65","26","10","1020.0","BID","2012-07-11T00:00:00.000","110 Greenwich Street","110 Greenwich Street","Greenwich Street","Rector and Carlisle Streets","Manhattan","101.0","Not Applicable","Alliance for Downtown New York","40.7086239694","-74.0133688325","Financial District-Battery Park City","X","AREA OF MINIMAL FLOOD HAZARD","1","BACKED 1.0"
"POINT (-73.8825278476228 40.84840100147875)","2153.0","2","Bronx","227","15","78","33","15","4140.0","General","2019-05-21T00:00:00.000","2300 Southern Boulevard","2300 Southern Boulevard","Crotona Parkway","Bronx Park South & La 65 de Enfanteria","Bronx","206.0","Not Applicable","Not Applicable","40.8484010015","-73.8825278476","Bronx Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.95406649304567 40.81111378161235)","1520.0","1","Manhattan","109","9","70","30","13","1181.0","BID","2013-01-16T00:00:00.000","133 Morningside Avenue",,"Morningside Avenue","W125th Street & W126th Street","Manhattan","110.0","Not Applicable","125th Street","40.8111137816","-73.954066493","Morningside Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.91578990379483 40.668871886189045)","506.0","3","Brooklyn","316","41","55","20","9","1711.0","BID","2013-02-22T00:00:00.000","1572 Pitkin Avenue","1572 Pitkin Avenue","Pitkin Avenue","Strauss Street & Herzl Street","Brooklyn","316.0","Not Applicable","Pitkin Avenue","40.6688718862","-73.9157899038","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.84336157304622 40.67193977509489)","526.0","4","Queens","410","32","23","15","8","4226.0","Bus Route","2019-01-24T00:00:00.000","137-20 CROSS BAY BLVD","137-20 CROSS BAY BLVD","CROSS BAY BLVD","Pitkin Avenue & Van Wicklen Road","Queens","410.0","Q52","Not Applicable","40.6719397751","-73.843361573","Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 2.0"
"POINT (-73.99551700383611 40.64542826929692)","311.0","3","Brooklyn","312","38","51","17","7","3766.0","Senior Safety","2017-09-26T00:00:00.000","3921 9th Avenue","3921 9th Avenue","9th Avenue","40th Street & 39th Street","Brooklyn","312.0","Not Applicable","Not Applicable","40.6454282693","-73.9955170038","Sunset Park (East)-Borough Park (West)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.06640286107884 40.597997520542094)","73.0","5","Staten Island","502","50","64","23","11","1666.0","Bus Route","2012-12-21T00:00:00.000","134 McClean Avenue","134 McClean Avenue","McClean Avenue","Conger Street & Hastings Street","Staten Island","502.0","S53","Not Applicable","40.5979975205","-74.0664028611","Grasmere-Arrochar-South Beach-Dongan Hills","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.93729533258778 40.6222657451325)","2204.0","3","Brooklyn","318","45","41","19","9","40.0","Bus Route","2018-10-01T00:00:00.000","3827 KINGS HIGHWAY","3827 KINGS HIGHWAY","KINGS HIGHWAY","East 38th Street & Flatbush Avenue","Brooklyn","41.0","B82",,"40.6222657451","-73.9372953326","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","4","LEANING BAR"
"POINT (-73.91031908582772 40.83995452937807)","1695.0","2","Bronx","204","16","77","33","15","2135.0","Community Health Centers","2013-09-09T00:00:00.000","240 East 172nd Street","240 East 172nd Street","Morris Avenue","East 171st and 172nd Streets","Bronx","204.0","BX32","Not Applicable","40.8399545294","-73.9103190858","Mount Eden-Claremont (West)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.00473702881385 40.62271922681353)","205.0","3","Brooklyn","310","43","49","22","11","1642.0","Senior Center","2013-03-06T00:00:00.000","7009 13th Avenue","7009 13th Avenue","13th Avenue","70th & 71st Street","Brooklyn","310.0","B64","Not Applicable","40.6227192268","-74.0047370288","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
