"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_mlbs"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10603195","2021-09","2021-08-30T00:00:00.000","2021-09-29T00:00:00.000","30","621181","Y","6342.12","SC3","Yes","244.39"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10622054","2021-09","2021-08-30T00:00:00.000","2021-09-29T00:00:00.000","30","621076","Y","8332.81","SC3","Yes","376.8"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10622054","2021-09","2021-08-30T00:00:00.000","2021-09-29T00:00:00.000","30","632136","Y","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10407113","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","7310022","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10407113","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","7220047","N","6382.35","SC3","Yes","239.86"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10407120","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","7110098","N","6737.36","SC3","Yes","264.21"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10407120","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","7220091","N","15.05","SC3","Yes","0.59"
"POLO GROUNDS TOWERS","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","10407136","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","321136","N","5584.47","SC3","Yes","212.33"
"POLO GROUNDS TOWERS","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","10407136","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","331058","N","0","SC3","Yes","0"
"PINK","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10407147","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","62340","N","92.26","SC3","Yes","5.5"
"PINK","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10407147","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","62135","N","13893.65","SC3","Yes","828.3"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10407157","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","621044","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10407157","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","622092","N","5902.04","SC3","Yes","207.49"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10407171","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","621181","N","6871.58","SC3","Yes","272.83"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10407171","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","631052","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","10407304","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","621132","Y","2541.72","SC3","Yes","82.43"
"POLO GROUNDS TOWERS","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","10407304","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","610014","Y","2900.33","SC3","Yes","94.06"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10407318","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","632026-544","N","2949.32","SC3","Yes","540.7"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10407318","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","632026-593","N","2949.32","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10407318","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","630022-593","N","2949.32","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10407318","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","630022-544","N","2949.32","SC3","Yes","54"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10427830","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","641095","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10427830","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","621273","N","8611.51","SC3","Yes","407.3"
"PINK","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","10427839","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","64031","N","0","SC3","Yes","0"
"PINK","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","10427839","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","63121","N","32316.03","SC3","Yes","2415"
"POLO GROUNDS TOWERS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","10428794","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","621311","N","9636.82","SC3","Yes","473.34"
"POLO GROUNDS TOWERS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","10428794","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","632064","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10495743","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","622046","N","4455.59","SC3","Yes","110.01"
"POLO GROUNDS TOWERS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10495743","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","621262","Y","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10498103","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","621295","N","1454.49","SC3","Yes","24.1"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10498103","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","622030","N","2289.15","SC3","Yes","37.93"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10622060","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","632136","Y","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10622060","2021-08","2021-07-30T00:00:00.000","2021-08-30T00:00:00.000","31","621076","Y","8332.05","SC3","Yes","389.3"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301432","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","622092","N","5419.42","SC3","Yes","150.56"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301432","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","621044","N","1249.03","SC3","Yes","34.7"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301463","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","621181","N","7175.46","SC3","Yes","250.73"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301463","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","631052","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301466","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","7310022","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301466","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","7220047","N","6349.82","SC3","Yes","226.86"
"POLO GROUNDS TOWERS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301472","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","622046","N","4506.73","SC3","Yes","123.66"
"POLO GROUNDS TOWERS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301472","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","621262","N","350.96","SC3","Yes","9.63"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10301483","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","632026-544","N","2738.19","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10301483","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","630022-593","N","2738.19","SC3","Yes","9"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10301483","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","632026-593","N","2738.19","SC3","Yes","571.5"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10301483","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","630022-544","N","2738.19","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","10301489","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","332091","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","10301489","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","321108","N","10868.68","SC3","Yes","526.58"
"PINK","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","10301492","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","63121","N","35438.18","SC3","Yes","2462"
"PINK","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","10301492","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","64031","N","100.76","SC3","Yes","7"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301497","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","7220091","N","3.31","SC3","Yes","0.12"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10301497","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","7110098","N","6465.96","SC3","Yes","234.23"
"POLO GROUNDS TOWERS","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","10301502","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","331058","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","10301502","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","321136","N","5924.16","SC3","Yes","223.04"
"POLO GROUNDS TOWERS","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","10301506","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","621132","N","2799.02","SC3","Yes","96.56"
"POLO GROUNDS TOWERS","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","10301506","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","610014","N","3273.84","SC3","Yes","112.94"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10305061","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","621273","N","8681.41","SC3","Yes","388.8"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10305061","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","641095","N","0","SC3","Yes","0"
"PINK","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10412073","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","62340","N","0","SC3","Yes","0"
"PINK","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10412073","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","62135","N","15225.31","SC3","Yes","869.6"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10493613","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","621295","N","1868.9","SC3","Yes","62.78"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10493613","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","622030","N","6031.49","SC3","Yes","202.61"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10628495","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","621076","N","8481.79","SC3","Yes","376.8"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10628495","2021-07","2021-06-30T00:00:00.000","2021-07-30T00:00:00.000","30","632136","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10211928","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","621295","Y","89.16","SC3","Yes","3.31"
"POLO GROUNDS TOWERS","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10211928","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","622030","Y","6325.2","SC3","Yes","234.81"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10211936","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","321021","N","9571.41","SC3","Yes","479.08"
"POLO GROUNDS TOWERS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","10211936","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","341004","N","0","SC3","Yes","0"
"POLO GROUNDS TOWERS","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","10211969","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","621132","Y","2469.42","SC3","Yes","105.65"
"POLO GROUNDS TOWERS","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","10211969","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","610014","Y","5238.97","SC3","Yes","224.14"
"PINK","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10211974","2021-06","2020-05-28T00:00:00.000","2021-06-30T00:00:00.000","398","62340","N","0","SC3","Yes","0"
"PINK","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10211974","2021-06","2020-05-28T00:00:00.000","2021-06-30T00:00:00.000","398","62135","N","15712.38","SC3","Yes","1020.5"
"PINK","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","10211998","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","24012","N","24.64","SC3","Yes","2"
"PINK","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","10211998","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","23318","N","38304.78","SC3","Yes","3109"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10212108","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","621076","N","10039.91","SC3","Yes","510.9"
"POLO GROUNDS TOWERS","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","10212108","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","632136","N","11.79","SC3","Yes","0.6"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10212120","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","632026-544","N","284","SC3","Yes","13.75"
"POLO GROUNDS TOWERS","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","10212120","2021-06","2021-05-28T00:00:00.000","2021-06-30T00:00:00.000","33","632026-593","N","314.99","SC3","Yes","15.25"
