"objectid","dbh","tpstructure","tpcondition","stumpdiameter","plantingspaceglobalid","geometry","globalid","genusspecies","createddate","updateddate","planteddate","riskrating","riskratingdate","location"
"111228","14","Retired","Good",,"CD446240-3AE9-4514-9F04-8CE703FDBEA8","POINT (-73.9719349008221769 40.7956629438310117)","70AF0403-A416-4D0B-BF0E-79A9CA3EB91F","Styphnolobium japonicum - Japanese pagoda tree","2015-03-20 04:00:00.0000000","2020-01-03 16:07:00.0000000",,,,"POINT (-73.97193490082218 40.79566294383101)"
"111229","8","Retired","Critical",,"A4723A54-4342-40F4-9CCE-BAB33E44AE4D","POINT (-74.2183437134974326 40.5501651518286934)","141868EE-EC80-4C60-9D6F-3F09A6486FFE","Acer - maple","2015-03-20 04:00:00.0000000","2015-03-20 04:00:00.0000000",,,,"POINT (-74.21834371349743 40.55016515182869)"
"111232","6","Retired","Poor","6","9866D6F3-6E8E-4F1B-8B5B-7794B66F5816","POINT (-74.0873306042161488 40.5876223949425921)","84D83E0E-AEB7-465B-B952-A1EA6353F047","Acer - maple","2015-03-20 04:00:00.0000000","2016-12-06 07:43:57.0000000",,,,"POINT (-74.08733060421615 40.58762239494259)"
"111234","7","Full","Fair",,"D066C441-6619-44E1-96A4-B937C31B8493","POINT (-74.0896823041460237 40.5832220309574225)","81F537EA-2EE1-477D-B269-F05FF8EB000A","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2022-05-19 19:21:03.0000000",,"8","2022-05-19 19:21:03.0000000","POINT (-74.08968230414602 40.58322203095742)"
"111235","12","Retired","Good",,"A80837D9-68BC-4FA4-8F65-BD8168F228CA","POINT (-74.1164719591337331 40.5634317695994895)","8B61B3EB-7E0E-48D2-B91A-F0C96FEF4A5E","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2021-08-23 12:52:34.0000000",,,,"POINT (-74.11647195913373 40.56343176959949)"
"111236","12","Full","Good",,"F5B35477-424E-4B5E-8730-E4FDEF6E875B","POINT (-74.0900325745943178 40.5829071796890162)","BBEF35DC-F94A-448E-B2E2-BDE7989A34E4","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-12-06 18:19:04.0000000",,"3","2021-12-06 18:19:04.0000000","POINT (-74.09003257459432 40.582907179689016)"
"111237","8","Full","Fair",,"6524A66A-2855-48F4-84C1-C70494A2861B","POINT (-74.0900206802149768 40.5828461960485853)","39833178-565E-41CC-AB82-B1DE9E7FF1C6","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2022-04-29 13:33:39.0000000",,"6","2022-04-29 13:33:01.0000000","POINT (-74.09002068021498 40.582846196048585)"
"111239","17","Full","Fair",,"DD0282D7-4E64-476F-B338-F014708CDF9B","POINT (-74.1170162779090731 40.5628951259603099)","35623CC4-F99F-4FBE-A64F-9F7247F80B0F","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 12:02:08.0000000",,"7","2021-08-23 12:02:08.0000000","POINT (-74.11701627790907 40.56289512596031)"
"111240","9","Retired","Dead",,"84B27CB1-EA4E-4F2A-8842-5560B28DF9E9","POINT (-74.0894116862502585 40.5830780236216242)","1E8BCC0C-0BC7-46D7-8B6A-BEEBBC87FC3A","Fraxinus americana - white ash","2015-03-20 04:00:00.0000000","2021-07-26 19:46:00.0000000",,"8","2020-06-16 16:08:00.0000000","POINT (-74.08941168625026 40.583078023621624)"
"111241","0","Retired","Dead","14","8253EC90-298C-45C0-8A34-AF1B8314AFE0","POINT (-74.0893092672332472 40.5830250891202837)","DE0FB5E3-2444-484A-A694-858BAC24D6BE","Fraxinus americana - white ash","2015-03-20 04:00:00.0000000","2023-04-14 13:12:00.0000000",,"4","2021-12-01 15:17:00.0000000","POINT (-74.08930926723325 40.583025089120284)"
"111242","12","Full","Poor",,"A10328C7-E617-4760-A7C5-CE570C71E9B3","POINT (-74.0891106883124877 40.5829245770765255)","E67C760F-8A7E-456C-8AD3-7005FD9496FD","Fraxinus americana - white ash","2015-03-20 04:00:00.0000000","2022-12-07 20:20:25.0000000",,"9","2022-12-07 20:20:25.0000000","POINT (-74.08911068831249 40.582924577076525)"
"111243","17","Full","Good",,"3DD230D4-EBB3-4233-931A-7C2A73C38D0C","POINT (-74.0888199032562085 40.5828122224170542)","12AA45F8-7456-4824-A79D-50614D8CA18D","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-11-30 20:43:03.0000000",,"4","2021-11-30 20:43:03.0000000","POINT (-74.08881990325621 40.582812222417054)"
"111244","34","Stump","Dead",,"149550DE-7691-4468-A04B-2346C0B5B1B3","POINT (-73.7786034211465989 40.7496920325569505)","FB4126F4-5EB6-4628-B5E4-824448649438","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2023-08-15 12:33:00.0000000",,"8","2023-05-19 12:58:00.0000000","POINT (-73.7786034211466 40.74969203255695)"
"111245","19","Full","Good",,"01F45F3C-B80F-4ECE-978D-397274EB20BB","POINT (-74.0885814545924859 40.5826920829061635)","63364FC6-D568-4A7B-BA61-FA77D2FD0C49","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-11-30 20:44:17.0000000",,"5","2021-11-30 20:44:17.0000000","POINT (-74.08858145459249 40.58269208290616)"
"111246","23","Full","Good",,"5C3FDD2C-80E1-4DF8-B601-C8BF90190A79","POINT (-73.9577485933416767 40.6610704653461994)","F528795A-B332-4248-9B39-150ECD096DD2","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2018-11-09 19:07:26.0000000",,,,"POINT (-73.95774859334168 40.6610704653462)"
"111247","21","Full","Good",,"87357EBA-0880-4821-A9E5-EECD8C9F15B6","POINT (-74.1155832443172358 40.5625896529721928)","DBB221B0-D117-4A72-8F9C-137AC2CC91C7","Zelkova serrata - Japanese zelkova","2015-03-20 04:00:00.0000000","2021-08-06 18:17:25.0000000",,"6","2021-08-06 18:16:28.0000000","POINT (-74.11558324431724 40.56258965297219)"
"111248","28","Full","Good",,"CAAEC8E1-3CFD-4EEB-BCA1-E69220BFA0BF","POINT (-73.7412478676180427 40.7080803181530229)","E3572646-52C6-499D-8D1D-2D368161F5DE","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2023-06-26 14:34:17.0000000",,"9","2023-06-26 14:34:17.0000000","POINT (-73.74124786761804 40.70808031815302)"
"111249","20","Full","Good",,"3E1C1D3F-2596-4CCF-9787-8D7EDF9E36F0","POINT (-74.1147053558849507 40.5618546685427788)","505F62F6-B8BA-4ADB-9A3B-A4254C1894F2","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-09 12:23:46.0000000",,"6","2021-08-09 12:23:46.0000000","POINT (-74.11470535588495 40.56185466854278)"
"111250","22","Full","Good",,"34FE1864-1A39-4776-900F-10E49E618DFB","POINT (-74.1143562948765009 40.5616394575802914)","3F540EFF-6FA0-4080-9E25-FD14619CDFB9","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-09 12:27:08.0000000",,"6","2021-08-09 12:27:08.0000000","POINT (-74.1143562948765 40.56163945758029)"
"111251","23","Full","Good",,"C42B1F32-520C-4DCA-9D5C-29B1AEDA30B5","POINT (-74.1136675714553519 40.5612112687638842)","F19DDCF4-2DA2-46A5-9854-64527B514638","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-09 12:33:55.0000000",,"6","2021-08-09 12:33:55.0000000","POINT (-74.11366757145535 40.561211268763884)"
"111252","25","Full","Fair",,"36788178-EAB7-471C-AC5E-A5EB83B0B657","POINT (-74.1129772202276627 40.5607937953212527)","EBF7CC4C-9DFA-4F8D-9BB8-2DC800418C2D","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-09 12:45:14.0000000",,"6","2021-08-09 12:45:14.0000000","POINT (-74.11297722022766 40.56079379532125)"
"111253","23","Full","Fair",,"C091DB1D-68FB-49DC-A272-1F3E95C64778","POINT (-74.1121741580200819 40.5604580333353653)","871446FD-1DE9-4176-BD9D-788EF687FA2A","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-13 12:29:43.0000000",,"6","2021-08-13 12:29:43.0000000","POINT (-74.11217415802008 40.560458033335365)"
"111254","19","Full","Fair",,"1B4681AD-1B18-48E8-BEE6-D836F2EFACC8","POINT (-74.1122648373146404 40.5605061933432296)","618C2FF2-BFAF-4CB5-B7E4-B41DD6D05F75","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-13 12:31:41.0000000",,"6","2021-08-13 12:31:41.0000000","POINT (-74.11226483731464 40.56050619334323)"
"111255","34","Full","Good",,"C4720199-BB08-4ECF-8023-661E9F5AB3DC","POINT (-74.1111654735515373 40.5609260130764042)","B89F634B-B50B-4B76-98E5-5FBA15C1D433","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-13 16:13:37.0000000",,"6","2021-08-13 16:13:37.0000000","POINT (-74.11116547355154 40.560926013076404)"
"111256","24","Full","Fair",,"A3E486B2-0F53-4567-A05F-E7F85934F8A4","POINT (-74.1113186927309329 40.5610092571357157)","A1812126-BB8C-45C6-9F37-DA792ED0FB96","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-13 16:15:36.0000000",,"6","2021-08-13 16:15:36.0000000","POINT (-74.11131869273093 40.561009257135716)"
"111257","27","Full","Fair",,"9A175E5A-1788-4AEB-A568-9EE4B6A2085A","POINT (-74.1124864127867085 40.5616859181037910)","265D875D-0F56-44BA-90CF-CC4031887E7C","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-20 19:24:36.0000000",,"6","2021-08-20 19:24:36.0000000","POINT (-74.11248641278671 40.56168591810379)"
"111258","23","Full","Fair",,"0FA1A202-D222-4EF8-A03C-BFA94FD038C8","POINT (-74.1133151685938287 40.5621780809366612)","4432C083-8DDD-405C-B791-31133B535451","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-20 19:06:57.0000000",,"7","2021-08-20 19:06:57.0000000","POINT (-74.11331516859383 40.56217808093666)"
"111259","23","Full","Fair",,"1F0B4101-B92C-4FCA-B039-E5AFE88C6D90","POINT (-74.1140741716204872 40.5626457513291570)","08E0BB8F-1DAC-482D-B208-D9EAE11A1785","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-20 18:48:26.0000000",,"7","2021-08-20 18:48:26.0000000","POINT (-74.11407417162049 40.56264575132916)"
"111260","25","Full","Fair",,"1F6D4817-45A5-4447-8331-5FEA1593F68F","POINT (-74.1139992813212984 40.5625919845360627)","5FCFDFB8-C390-45BC-B7C8-084900583391","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-20 04:00:00.0000000","2021-08-20 18:50:38.0000000",,"6","2021-08-20 18:50:38.0000000","POINT (-74.1139992813213 40.56259198453606)"
"111261","23","Retired","Dead",,"DE46E282-DD73-456D-BD77-F18BB09F6B21","POINT (-73.9624653846067872 40.5839911010835763)","4734AB6B-5AF3-40D1-922A-F0A8EF378C24","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2017-04-13 11:11:11.0000000",,,,"POINT (-73.96246538460679 40.583991101083576)"
"111262","16","Stump","Poor",,"3749DACB-3177-4BF6-B289-9CB9C07674C1","POINT (-73.9560433196980540 40.5791476398401443)","286BD0CB-2B7A-4891-8DCA-777928ECA940","Acer platanoides - Norway maple","2015-04-09 19:37:00.0000000","2015-04-09 19:37:00.0000000",,,,"POINT (-73.95604331969805 40.579147639840144)"
"111623","14","Full","Good",,"FF849CC2-38D1-44BE-915A-61245FB37B55","POINT (-74.2290389831587163 40.5087902636274180)","1501EB30-7B2B-4407-A945-7B6AAF2E9BDB","Pyrus calleryana - Callery pear","2015-03-20 04:00:00.0000000","2018-02-22 08:01:27.0000000",,,,"POINT (-74.22903898315872 40.50879026362742)"
"111624","3","Retired","Poor",,"D3436E52-AF7A-4622-ACD2-1208A7FEE662","POINT (-74.1286483034729287 40.5680900045415029)","C69F8D66-D5FC-4317-8A4D-031D9F18A647","Prunus serrulata 'Green leaf' - 'Green leaf' Japanese flowering cherry","2015-03-20 04:00:00.0000000","2016-10-24 16:19:22.0000000",,,,"POINT (-74.12864830347293 40.5680900045415)"
"111625","30","Full","Good",,"239C8A70-000B-4336-B153-0A42C37AB970","POINT (-74.1533208689384224 40.5519341175009558)","1003FFD9-EAE1-4FE4-B75F-7AAA30E4BB87","Platanus occidentalis - American sycamore","2015-03-20 04:00:00.0000000","2020-08-11 22:12:50.0000000",,"7","2020-08-11 22:12:50.0000000","POINT (-74.15332086893842 40.551934117500956)"
"111626","21","Full","Fair",,"F53C9097-1109-414D-8172-BB74BFD8A3B8","POINT (-74.1532554789329339 40.5519691388255055)","0F2E7502-B79C-433E-982E-07FD476462D1","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2017-12-08 08:35:31.0000000",,,,"POINT (-74.15325547893293 40.551969138825505)"
"111627","30","Full","Good",,"14EAC108-750F-4B38-B0C8-EE54A533A663","POINT (-73.7796757520119115 40.7846628969211906)","9AD7C967-6D8E-4250-8D7A-C4C4D648CC5A","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2017-02-03 08:32:40.0000000",,,,"POINT (-73.77967575201191 40.78466289692119)"
"111628","12","Full","Fair",,"DDE6346D-28E7-4025-AFB2-1A2BEA84A793","POINT (-74.0897416579244066 40.5827671912976129)","3F308B8F-C3C8-46D5-A8C3-163676F0EC06","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-20 04:00:00.0000000","2022-04-29 13:15:39.0000000",,"6","2022-04-29 13:15:39.0000000","POINT (-74.0897416579244 40.58276719129761)"
"111629","13","Full","Fair",,"70FBF383-36BC-45CF-9FB0-1FE31439B9B1","POINT (-74.0897751946388183 40.5827242775456867)","58F05405-CD9C-4887-95A8-A33326864ACE","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-20 04:00:00.0000000","2022-04-29 13:14:45.0000000",,"6","2022-04-29 13:14:45.0000000","POINT (-74.08977519463882 40.58272427754569)"
"111630","16","Full","Fair",,"A0BD06C7-E919-4746-A597-35FB02E37827","POINT (-74.0897073428906339 40.5828130837588716)","1CFB11E6-0D31-42A4-8FDC-8E0C24C0AE45","Pyrus calleryana - Callery pear","2015-03-20 04:00:00.0000000","2022-04-29 13:16:43.0000000",,"6","2022-04-29 13:16:43.0000000","POINT (-74.08970734289063 40.58281308375887)"
"111632","0","Retired","Unknown",,"779A672D-5CA9-45F5-9A9A-2D926660AF38","POINT (-73.7862461210872453 40.7129892175082873)","885FA573-4634-4EF5-BCAE-C968C7C153EE","Pyrus calleryana - Callery pear","2015-03-20 04:00:00.0000000","2019-11-20 13:43:00.0000000",,,,"POINT (-73.78624612108725 40.71298921750829)"
"111633","7","Retired","Fair",,"8448A436-2AF1-43DC-95CA-87DFA7D14CBA","POINT (-74.0898086911145555 40.5831634896561795)","BD24755F-38AD-40A7-917D-FDA5B859BA94","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2016-10-27 14:58:29.0000000",,,,"POINT (-74.08980869111456 40.58316348965618)"
"111634","8","Full","Good",,"641FE8B8-F467-4F60-A7A3-5F27828F2F73","POINT (-74.0898664237662530 40.5831014943051755)","A5E9DC28-9DB6-451B-9E82-0650591BC97A","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-12-06 18:21:03.0000000",,"3","2021-12-06 18:21:03.0000000","POINT (-74.08986642376625 40.583101494305176)"
"111635","11","Stump","Dead","16","DC9D9DB1-7F87-4C14-BF77-6E29DEFE4EAA","POINT (-74.0899771885568867 40.5829715538321736)","641A96E2-D857-462B-ABA2-44F6EAEAFE0C","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2023-01-04 14:38:22.0000000",,"9","2022-05-19 19:14:32.0000000","POINT (-74.08997718855689 40.582971553832174)"
"111636","37","Full","Fair",,"3A81970A-5F49-46F9-B035-E2A4B459AF40","POINT (-74.1167961311288650 40.5631137590722162)","03E529CF-9B9E-4841-BFD1-B6574D8A8AAF","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 12:11:00.0000000",,"8","2021-08-23 12:11:00.0000000","POINT (-74.11679613112886 40.563113759072216)"
"111637","7","Full","Fair",,"96B34624-5F58-4671-92CC-9E18E03A2FF1","POINT (-74.0899628243067667 40.5828158626822315)","074A768E-B1C6-49C8-8FA4-5A1E7DB8BA7C","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2022-04-29 13:33:51.0000000",,"6","2022-04-29 13:33:51.0000000","POINT (-74.08996282430677 40.58281586268223)"
"111642","21","Retired","Dead","25","EE5D04B4-DE31-4066-8AC0-84A89D15D347","POINT (-74.0889402994073265 40.5828716955144344)","0953CD9E-F85B-4306-B324-80A32B664EE9","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2016-10-27 15:20:03.0000000",,,,"POINT (-74.08894029940733 40.582871695514434)"
"111643","16","Full","Good",,"B2F44E5C-3FB2-4313-B244-21565551B70A","POINT (-73.9576703729969438 40.6610728188286643)","1CD11322-3BFA-4DFF-83C6-2C1C5E7C69EC","Acer platanoides - Norway maple","2015-03-20 04:00:00.0000000","2018-11-09 19:05:34.0000000",,,,"POINT (-73.95767037299694 40.661072818828664)"
"111644",,"Stump","Dead","10","1A4FC02D-D225-476F-A7DE-6FE676011F25","POINT (-74.1152033530576517 40.5629630690663276)","59654C0A-1F27-4F7D-A6D2-BDC71E4FF4D8","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-06 18:23:37.0000000",,,,"POINT (-74.11520335305765 40.56296306906633)"
"111645","36","Full","Fair",,"E0F58414-5623-492E-9261-12E485353696","POINT (-73.8028497894415096 40.6842649570185273)","F4537201-3BD3-4A6C-8C88-0F28FB6C1D4E","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2016-06-16 19:09:36.0000000",,,,"POINT (-73.80284978944151 40.68426495701853)"
"111647","25","Retired","Poor",,"D978F7D5-F181-40B1-AD11-6C6CA54010B7","POINT (-73.7204614484454197 40.7447681910208530)","6B570350-6EF5-400A-988D-078751EECED5","Acer platanoides - Norway maple","2015-03-20 04:00:00.0000000","2017-04-06 11:13:16.0000000",,,,"POINT (-73.72046144844542 40.74476819102085)"
"111648","12","Full","Good",,"405CFB3B-435F-4041-859B-5309D85DD812","POINT (-74.1156469519424093 40.5613817268979133)","79FBB7F1-6CC9-43A3-A288-10088EC89639","Acer rubrum - red maple","2015-03-20 04:00:00.0000000","2021-08-04 11:38:45.0000000",,"6","2021-08-04 11:38:45.0000000","POINT (-74.11564695194241 40.56138172689791)"
"111649","43","Full","Good",,"2823354C-5A4E-416F-8EC8-3453A7019A66","POINT (-74.1157521953644789 40.5612508827442184)","CA0CF37A-D9F2-4CE2-954B-FD79AABFE412","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2021-08-04 11:42:41.0000000",,"6","2021-08-04 11:42:41.0000000","POINT (-74.11575219536448 40.56125088274422)"
"111650","20","Retired","Good",,"8791CAB0-0FAF-46E2-82E6-31F14300CF07","POINT (-74.1158413654631971 40.5611690078117846)","64980E11-F283-4814-ADC2-7887CCE0594D","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2021-08-04 11:44:07.0000000",,,,"POINT (-74.1158413654632 40.561169007811785)"
"111651","14","Retired","Good",,"BF483BA6-57AC-4991-9B54-91BB8B25C830","POINT (-74.1156647752186473 40.5610790771129359)","958528B4-0CDE-4D0E-A6C0-D5C590F60AFF","Liquidambar styraciflua - sweetgum","2015-03-20 04:00:00.0000000","2021-08-04 13:41:27.0000000",,,,"POINT (-74.11566477521865 40.561079077112936)"
"111652","18","Full","Good",,"AA434AC5-6149-459F-AB30-31EECE954421","POINT (-74.1132000437104352 40.5609311738005047)","2EADF2BA-EAC8-4BF7-B793-B474CAE06BAF","Acer rubrum - red maple","2015-03-20 04:00:00.0000000","2021-08-09 12:43:06.0000000",,"6","2021-08-09 12:43:06.0000000","POINT (-74.11320004371044 40.560931173800505)"
"111653","21","Full","Fair",,"77C14411-D77D-4838-8D6D-942744C73D66","POINT (-74.1105533609817826 40.5605799287355140)","AD96C5E4-89F3-4E67-8EEB-4AC4D0DD7EEF","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-13 16:06:37.0000000",,"6","2021-08-13 16:06:37.0000000","POINT (-74.11055336098178 40.560579928735514)"
"111654","39","Full","Fair",,"704CB3DD-9EF7-4D0D-9529-573EAEDB3718","POINT (-74.1120379153071838 40.5614159904605671)","1E7D6862-29AB-480F-9A71-E955D98E5794","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-13 16:24:35.0000000",,"8","2021-08-13 16:24:35.0000000","POINT (-74.11203791530718 40.56141599046057)"
"112023","8","Full","Fair",,"F3ECD5C6-30D8-4C99-A578-80B07AE1B97D","POINT (-73.9662812573128861 40.8073754386046446)","94DA1CAC-5977-44BA-8D74-26D74C888977","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-22 04:00:00.0000000","2017-07-18 13:16:37.0000000",,,,"POINT (-73.96628125731289 40.807375438604645)"
"112024","20","Stump","Dead","19","A829F22D-DEBF-46AF-ABF2-DABA0FD67C37","POINT (-73.9510244840713540 40.7842530828335725)","CFE5A807-D63D-481D-9D20-4A1479BEEE39","Platanus x acerifolia - London planetree","2015-03-22 04:00:00.0000000","2023-08-15 13:31:09.0000000",,"8","2022-06-23 17:42:00.0000000","POINT (-73.95102448407135 40.78425308283357)"
"112025","16","Full","Fair",,"54842D8C-D319-4194-9EB9-FE6C6E4A7A20","POINT (-73.9463329648137204 40.7889773904351500)","855450D8-A0E4-435E-AACA-D713B3C862F6","Platanus x acerifolia - London planetree","2015-03-22 04:00:00.0000000",,,,,"POINT (-73.94633296481372 40.78897739043515)"
"112026","2","Stump","Good",,"E1AA30C4-F3F0-46F2-BD68-BD3266AE26D1","POINT (-73.9511423636501632 40.8083987181119667)","75525A53-4126-4BDA-8F68-4F9EEF8B5FEF","Carpinus betulus - European hornbeam","2015-03-22 04:00:00.0000000","2020-04-15 18:35:00.0000000",,,,"POINT (-73.95114236365016 40.80839871811197)"
"112423","16","Retired","Good",,"DCC8792A-F3FC-4C01-BD85-1AB66B7DEAE6","POINT (-73.9566764398375938 40.7753432452837075)","EA06A7BA-A1AB-4768-B36C-1E0186DD2D94","Pyrus calleryana - Callery pear","2015-03-22 04:00:00.0000000","2019-12-23 17:43:00.0000000",,,,"POINT (-73.9566764398376 40.77534324528371)"
"112424","1","Retired","Unknown",,"1C25ED8F-CDED-48EE-8166-2DDE682D8313","POINT (-73.9511632273065516 40.7842001294593786)","C6089855-69CA-443F-A2D4-DECA7E197A49","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-22 04:00:00.0000000","2016-10-17 19:15:02.0000000",,,,"POINT (-73.95116322730655 40.78420012945938)"
