"tru","start_date","end_date","status_description","street_activity","premise_no","street_name","borough","zip_code","facility_aka","facility_type","bin","block","lot","cross_street_on","cross_street_between","cross_street_and","building_owner_name","contractor_name","air_monitor_name","entire_floor","floor","section","acm_type","acm_amount","acm_unit","abatement_type","procedure_name","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"TRU0182BK21","2021-05-05T00:00:00.000","2022-02-09T00:00:00.000","Closed","No","192","Sands Street","Brooklyn","11201","Farragut Houses Bldg.#3 Contract #RF 1824424","Residence","3325920","00090","0001",,,,"New York City Housing Authority (NYCHA)","Zoria Housing, LLC","Genesis Environmental Consultants Inc.","No","Roof","Bulkhead","Face Brick @ Refuse Chute","118","Square Feet","Removal","Exterior Vertical Surface","40.699757","-73.982603","2","35","23","3000900001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"TRU0820BK23","2023-05-08T00:00:00.000","2024-04-24T00:00:00.000","Submitted","No","250","Lott Avenue","Brooklyn","11212",,"Residence","3326601","03628","0001",,,,"Plaza Residences","JVN Restoration Inc.","ATC Group Services LLC","No","6","apt g","joint Compound","3150","Square Feet","Removal","DEP Variance","40.658439","-73.904323","16","42","920","3036280001","Brownsville"
"TRU3316MN19","2020-01-06T00:00:00.000","2020-12-25T00:00:00.000","Submitted","No","36","East 61st Street","Manhattan","10065",,,"1072008","01375","0146",,,,"Perview E61 LLC","Sky Contracting, LLC","Gallagher Bassett Services, Inc.","No","1st Fl","NW Wall","ACM Wall Plaster","10","Square Feet","Removal","Tent","40.764698","-73.970182","8","4","11401","1013750146","Upper East Side-Carnegie Hill"
"TRU2047MN19","2019-09-30T00:00:00.000","2020-07-30T00:00:00.000","Closed","No","301","Park Ave","Manhattan","10022","Waldorf Astoria","Other","1084771","01304","7501",,,,"AB Stable LLC","Pinnacle Environmental Corp.","Hillmann Consulting, LLC","No","22","Exterior Facade","Window Caulk","40","Square Feet","Removal","Exterior Vertical Surface","40.756648","-73.974358","5","4","100","1013047501","Turtle Bay-East Midtown"
"TRU0249SI22","2023-07-01T00:00:00.000","2023-10-31T00:00:00.000","Submitted","No","39","Innis Street","Staten Island","10302","R445","School","5026076","01121","0001",,,,"NYC School Construction Authority (NYCSCA)","ABC Construction Contracting Inc.","Athenica Environmental Services Inc.","No","Cellar","Fan Room","Pipe insulation","80","Linear Feet","Removal","Tent","40.633704","-74.142364","1","49","213","5011210001","Port Richmond"
"TRU2393MN19","2019-09-17T00:00:00.000","2020-09-07T00:00:00.000","Closed","No","424","Fifth Avenue","Manhattan","10018",,"Commercial","1016004","00840","0042",,,,"424 Fifth Avenue LLC","New York Insulation, Inc.","Ecological Consulting and Management Services, Inc","No","3","North Center Area","VAT & Mastic","100","Square Feet","Removal","Tent","40.751056","-73.982665","5","4","84","1008400042","Midtown-Midtown South"
"TRU6562BK18","2018-11-29T00:00:00.000","2019-08-22T00:00:00.000","Submitted","No","400","Irving Avenue","Brooklyn","11237","Bushwick HS(480K)","School","3076908","03365","0098",,,,"NYC School Construction Authority (NYCSCA)","Abatech Industries, Inc.","SAI Environmental Consultants, Inc.","No","3","Throughout under Roof #16","Pipe Insulation","2","Linear Feet","Removal","DEP Variance","40.697185","-73.91117","4","37","435","3033650098","Bushwick North"
"TRU0109BK20","2020-01-29T00:00:00.000","2021-01-20T00:00:00.000","Postponed","No","161","South Elliott Place","Brooklyn","11217",,"Residence","3321975","02003","0008",,,,"First Atlantic Terminal Housing","ESG Inc.","Amiantos LLC","No","8","Apartment A","Joint Compound","1","Square Feet","Removal","DEP Variance","40.684739","-73.975096","2","35","35","3020030008","Fort Greene"
"TRU6093QN18","2018-10-06T00:00:00.000","2019-10-03T00:00:00.000","Closed","No","40-30","99th Street","Queens","11368","P.S.19(Q) @Q019","School","4437174","01607","0001",,,,"NYC School Construction Authority (NYCSCA)","Citywide Environmental Services LLC","Airtek Environmental Corporation","No","2","Room 228 AKA 230","12x12 Green VAT & Mastic","2","Square Feet","Removal","Tent","40.74888","-73.866229","4","21","409","4016070001","North Corona"
"TRU0186BK23","2023-07-13T00:00:00.000","2024-01-31T00:00:00.000","Submitted","No","163","Scholes Street","Brooklyn","11206","Bldg. 13; Stairhall #84","Residence","3344974","03026","0001",,,,"New York City Housing Authority (NYCHA)","T L D Services Inc","Airtek Environmental Corp.","No","4th","APT. #4B  Pipe Chase at Bathroom/ Kitchen Wall","Pipe/Fitting Insulation","18","Linear Feet","Removal","Tent","40.708829","-73.943047","1","34","493","3030260001","Bushwick South"
"TRU1092BX22","2022-08-01T00:00:00.000","2023-08-06T00:00:00.000","Closed","No","1441","Teller Avenue","Bronx","10456",,,"2007238","02784","0017",,,,"Joel Mittleman","Taurus Group Services Inc.","Efilk Green Environmental Services L.L.C.","No","2nd","east wing room#2 Lobby","Wall tar","12","Square Feet","Cleanup","Emergency Cleanup","40.838098","-73.908983","4","16","225","2027840017","East Concourse-Concourse Village"
"TRU0522QN19","2019-06-26T00:00:00.000","2020-05-27T00:00:00.000","Closed","No","195-02","69th Avenue","Queens","11365","Q026","School","4153296","07117","0421",,,,"NYC School Construction Authority (NYCSCA)","ABC Construction Contracting Inc.","Taylor Environmental Group, Inc.","No","3rd Floor","Room #333","Board Insulation","12","Square Feet","Removal","DEP Variance","40.736922","-73.77799","8","23","1347","4071170421","Fresh Meadows-Utopia"
"TRU0865BX23","2023-07-21T00:00:00.000","2024-06-24T00:00:00.000","Submitted","No","100; 120; 140","Asch Loop","Bronx","10475","Building 20 100-140","Residence","2095396","05141","0120",,,,"Riverbay Corporation","Abatement Unlimited, Inc.","Genesis Environmental Consultants Inc.","Yes","10",,"Floor mastic","3750","Square Feet","Repair","DEP Variance",,,,,,,
"TRU0286BK23","2023-05-31T00:00:00.000","2024-02-16T00:00:00.000","Submitted","No","7805","7th Avenue","Brooklyn","11228","P.S. 127 K","School","3150481","05973","0001",,,,"NYC School Construction Authority (NYCSCA)","D & S Restoration, Inc.","Taylor Environmental Group, Inc.","No","3rd Floor","Bathroom within Office 301A","ceiling plaster","40","Square Feet","Removal","DEP Variance","40.624173","-74.018732","10","43","206","3059730001","Dyker Heights"
"TRU0537MN23","2023-05-26T00:00:00.000","2024-03-11T00:00:00.000","Submitted","No","225","West 24th Street","Manhattan","10011","Fashion Industries Voc HS @M600","School","1014174","00774","0019",,,,"NYC School Construction Authority (NYCSCA)","Citywide Environmental Services LLC","SAI Environmental Consultants, Inc.","No","9","Room 922","White chalkboard mastic","30","Square Feet","Removal","Full Containment","40.745156","-73.996074","4","3","91","1007740019","Hudson Yards-Chelsea-Flatiron-Union Square"
"TRU0938MN21","2021-06-07T00:00:00.000","2022-05-10T00:00:00.000","Closed","No","100","Haven Avenue","Manhattan","10032",,"Residence","1088757","02139","0250",,,,"Yvonne Wojcicki","P.A.L. Environmental Safety Corp.","Omega Environmental Services Inc.","No","10","Tower #2 Apartment A Bedroom","Popcorn Ceiling","160","Square Feet","Removal","DEP Variance","40.844498","-73.942504","12","10","255","1021390250","Washington Heights South"
"TRU0999MN22","2022-05-25T00:00:00.000","2023-04-21T00:00:00.000","Closed","No","3060-3072","Broadway","Manhattan","10027","537 West 121st Street","Residence","1059648","01976","7501",,,,"Blue Sky 3060 Broadway LLC c/o Blue Sky Real Estat","Incinia Contracting Inc","Omega Laboratories, Inc.","No","5","West Elevation","Window Caulking","19","Square Feet","Removal","Exterior Vertical Surface","40.811295","-73.961491","9","7","203","1019760001","Morningside Heights"
"TRU1566MN20","2020-11-09T00:00:00.000","2021-09-08T00:00:00.000","Closed","No","1","East 70th Street","Manhattan","10021","Frick Museum","Other","1081213","01385","0001",,,,"The Frick Collection","P.A.L. Environmental Safety Corp.","Advanced Environmental Corp.","No","1915 02","North Skylights","Pipe & Fitting Insulation","500","Linear Feet","Removal","DEP Variance","40.771054","-73.967749","8","4","130","1013850001","Upper East Side-Carnegie Hill"
"TRU5437QN18","2018-06-11T00:00:00.000","2019-05-03T00:00:00.000","Closed","No","21-15","34th Ave.","Queens","11106","#14","Residence","4430870","00557","0003",,,,"Proudly Managment by AKAM","Airmax Environmental Services, Inc.","AZ One LLC","No","10 fl","corridor","VAT & Mastic","16","Square Feet","Removal","Interior Foam","40.762517","-73.933297","1","22","45","4005570003","Astoria"
"TRU1699MN21","2021-08-28T00:00:00.000","2022-08-12T00:00:00.000","Submitted","No","433","East 30th Street","Manhattan","10016","NYULH MSB","Hospital","1085588","00962","7501",,,,"NYU Langone Health","JVN Restoration Inc.","Environmental Planning & Management, Inc.","No","6th","Room 690","Flooring","10","Square Feet","Removal","Tent","40.740935","-73.974516","6","4","62","1009627501","Murray Hill-Kips Bay"
"TRU1669MN21","2021-10-12T00:00:00.000","2022-08-10T00:00:00.000","Closed","No","511","West 177 Street","Manhattan","10033",,"Residence","1063215","02132","0114",,,,"PACT Renaissance Collaborative LLC","Premier Construction Inc.","Testor Technology Environmental Services Inc.","No","Roof","Membrane Center","Membrane","200","Square Feet","Removal","Exterior Foam","40.845803","-73.933387","12","10","261","1021320114","Washington Heights South"
"TRU0210MN20","2020-02-10T00:00:00.000","2021-01-28T00:00:00.000","Closed","No","15","West 136 Street","Manhattan","10037","Harlem Hospital Old Nurses Residence","Hospital","1082170","01734","0001",,,,"NYC Health & Hospitals Corporation (NYCHHC)","New Style Contractors, Inc.","YU & Associates, Inc.","Yes","1 FL",,"Flooring","2850","Square Feet","Removal","Subchapter G","40.813901","-73.938264","10","9","212","1017340001","Central Harlem North-Polo Grounds"
"TRU5878MN18","2018-04-23T00:00:00.000","2019-04-15T00:00:00.000","Closed","No","500","5th Avenue","Manhattan","10110",,"Commercial","1034199","01258","0034",,,,"500 Fifth Avenue (New York LLC)","Pal Environmental Safety Corp.","Consulting And Testing Services, Inc.","Yes","25th",,"Pipe Insulation","450","Linear Feet","Removal","DEP Variance","40.753543","-73.980856","5","4","96","1012580034","Midtown-Midtown South"
"TRU1633MN19","2019-07-08T00:00:00.000","2020-06-23T00:00:00.000","Closed","No","506","Main Street","Manhattan","10044",,"Other","1083215","01373","0001",,,,"Roosevelt Island Operating Corporation","P.A.L. Environmental Safety Corp.","JLC Environmental Consultants, Inc.","No","1","Exterior Facade","Window Caulking","4","Square Feet","Removal","Exterior Vertical Surface","40.760706","-73.951106","8","5","23801","1013730001","Lenox Hill-Roosevelt Island"
"TRU0187BK21","2021-02-11T00:00:00.000","2022-02-10T00:00:00.000","Closed","No","246","Montrose Avenue","Brooklyn","11206",,"Residence","3071261","03064","0010",,,,"Miguel Wellems","Green Island Group Corp.","AIM Environmental LLC","No","3rd Floor","Throughout","Roofing Debris","800","Square Feet","Cleanup","Emergency Cleanup","40.707723","-73.939029","1","34","493","3030640010","Bushwick South"
"TRU2199MN20","2020-12-22T00:00:00.000","2021-12-14T00:00:00.000","Closed","No","436","West 47th Street","Manhattan","10036",,"Residence","1026506","01056","0049",,,,"BrickWork Management Inc","T L D Services Inc","Lawrence Env LLC","No","4","Apt. 4B at north side","Linoleum","300","Square Feet","Removal","Interior Foam","40.762091","-73.991481","4","3","127","1010560049","Clinton"
"TRU1462BK20","2020-12-28T00:00:00.000","2021-11-30T00:00:00.000","Closed","No","46","20th Street","Brooklyn","11232","Bldg E8","Commercial","3398767","00635","0013",,,,"SIP Holdings Venture LLC","Acme National Corp.","Crown Air Services LLC","Yes","roof",,"Roofing Material","14074","Square Feet","Removal","Exterior Foam","40.665264","-73.998299","7","38","18","3006350013","Sunset Park West"
"TRU0110QN23","2023-03-13T00:00:00.000","2024-01-26T00:00:00.000","Postponed","No","213-10","92nd Avenue","Queens","11428","IS109Q","School","4226839","10626","0001",,,,"NYC School Construction Authority (NYCSCA)","Abatech Industries, Inc.","Langan Engineering, Environmental, Surveying, Land","No","5th","Room 501","Wall Plaster/Mastic","90","Square Feet","Removal","DEP Variance","40.720713","-73.747001","13","23","542","4106260001","Queens Village"
"TRU5117BK18","2018-02-12T00:00:00.000","2019-01-24T00:00:00.000","Closed","No","1","Boerum Place","Brooklyn","11201",,"Commercial","3000417","00153","0003",,,,"One Boerum Development Partners LLC","New York Insulation Inc.","Assessment Resources & Technologies, Inc.","Yes","4",,"Radiator Backing","240","Square Feet","Removal","DEP Variance","40.691962","-73.989059","2","33","37","3001530003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"TRU5104BK18","2018-01-30T00:00:00.000","2019-01-22T00:00:00.000","Closed","No","413","Baltic Street","Brooklyn","11217","NYCHA Gowanus, Bld. #6 - GR1429247",,"3323297","00392","0001",,,,"New York City Housing Authority (NYCHA)","Maven Construction Corp.","Genesis Environmental Consultants Inc.","No","6","Exterior Facade","Lintel Caulking","2","Square Feet","Removal","Exterior Vertical Surface","40.683753","-73.98901","6","33","71","3003920001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"TRU1467BK22","2022-10-20T00:00:00.000","2023-07-24T00:00:00.000","Submitted","No","619","Rockaway Avenue","Brooklyn","11212","NYCHA BW1835698 Brownsville, Bld. #15","Residence","3326530","03561","0001",,,,"New York City Housing Authority (NYCHA)","Roma Scaffolding, Inc.","Airtek Environmental Corp.","No","2","Exterior Facade - Elevations #1 - 12","Tar / Flashing at Spandrel Beam","5","Square Feet","Removal","Exterior Vertical Surface","40.664891","-73.909497","16","41","912","3035610001","Brownsville"
"TRU7062MN18","2018-08-17T00:00:00.000","2019-08-05T00:00:00.000","Closed","No","401","West 164 Street","Manhattan","10032","IS 164M","School","1062636","02111","0024",,,,"NYC School Construction Authority (NYCSCA)","A Quest Corporation","Airtek Environmental Corp.","No","1st","Room 104","Vinyl Asbestos Tile","336","Square Feet","Removal","Interior Foam","40.836536","-73.937159","12","10","24301","1021110024","Washington Heights South"
"TRU2717MN21","2021-12-27T00:00:00.000","2022-12-02T00:00:00.000","Submitted","No","227","West 27th St","Manhattan","10001","Fashion Institute of Technology Feldman Center","School","1014251","00777","0018",,,,"Dormitory Authority State of New York (DASNY)","Prestige Development Services Inc.","Matrix New World Engineering, Land Surveying","No","3rd","Feldman Center - Interior side north wall Room C305C","Tar Paper/Fiberglass Insulation Board and Tar Wate","21","Square Feet","Removal","CODE 56 State Owned Bldgs","40.747127","-73.994991","5","3","95","1007770018","Midtown-Midtown South"
"TRU0458MN21","2021-03-29T00:00:00.000","2022-03-11T00:00:00.000","Closed","No","135","EAST 22ND ST","Manhattan","10010","BARUCH COLLEGE - ADMIN BLDG","School","1086544","00878","0020",,,,"Dormitory Authority State of New York (DASNY)","GNP Environmental Inc.","LiRo Engineers, Inc.","No","6TH","ROOM 622 WALL VALVE","PIPE INSULATION","10","Linear Feet","Removal","CODE 56 State Owned Bldgs","40.738719","-73.984923","6","2","68","1008780020","Gramercy"
"TRU1247BK22","2022-07-11T00:00:00.000","2023-06-20T00:00:00.000","Submitted","No","50","Navy Street","Brooklyn","11201","K287","School","3000203","00111","0001",,,,"NYC School Construction Authority (NYCSCA)","ABC Construction Contracting Inc.","Airtek Environmental Corp.","No","Basement","Duct & Pipe Room","Pipe Insulation","225","Linear Feet","Removal","DEP Variance","40.697901","-73.98054","2","35","23","3001110001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"TRU1201BX19","2019-10-19T00:00:00.000","2020-10-10T00:00:00.000","Closed","No","215","Bush St","Bronx","10457",,"Residence","2007758","02813","0001",,,,"K.B. BUSH REALTY LLC","Royal Builders Group, Inc.","Livingspring Environmental Services Inc.","No","ROOF","Front Parapet Flashing","Parapet Flashing","750","Square Feet","Removal","Exterior Vertical Surface","40.851545","-73.903593","5","15","23502","2028130001","Mount Hope"
"TRU1942BK21","2021-12-17T00:00:00.000","2022-11-17T00:00:00.000","Closed","No","680","St Johns Place","Brooklyn","11216",,"Residence","3032150","01252","0044",,,,"Ping C Moy","Gig Services, Corp.","AVM Environmental Inc","No","Ground","Side Yard Shed","Roof","35","Square Feet","Removal","Exterior Foam","40.672074","-73.955753","8","35","219","3012520044","Crown Heights North"
"TRU8295MN18","2018-12-28T00:00:00.000","2019-12-19T00:00:00.000","Closed","No","20","East 9th Street","Manhattan","10003",,"Residence","1009223","00566","0018",,,,"20 East 9th Street Corp.","ACA Environmental Services, Inc.","Niche Analysis, Inc.","No","Ground","Gymnasium","Pipe Insulation","100","Linear Feet","Removal","Tent","40.732379","-73.994829","2","2","59","1005660018","West Village"
