"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","benchid","category","benchtype","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","femafldz","femafldt","hrcevac"
"POINT (-73.92092257553966 40.77081172939757)","4","Queens","401","22","36","12","12","3084.0","1865.0","General","backed","2015-09-10T00:00:00.000","27-02 Astoria Boulevard","27-02 Astoria Boulevard","Astoria Boulevard","Crescent Street & 28th Street","Queens","401.0","Not Applicable","Not Applicable","40.77082","-73.920924","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9372615791548 40.62216275940487)","3","Brooklyn","318","45","41","19","9","4183.0","121.0","General","backed 2","2018-09-25T00:00:00.000","3832 KINGS HIGHWAY","3832 KINGS HIGHWAY","KINGS HIGHWAY","Ryder Street & Flatbush Avenue","Brooklyn","318.0","B82","Not Applicable","40.622171","-73.937263","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.86068659525448 40.756061729779226)","4","Queens","403","21","35","13","14","3362.0","1382.0","Municipal Facilities","backless","2016-09-07T00:00:00.000","34-10 108th Street","34-10 108th Street","108th Street","34th Avenue & 35th Avenue","Queens","403.0","Q48","Not Applicable","40.75607","-73.860688","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.75655762943882 40.7496797275528)","4","Queens","411","23","25","16","6","4162.0","669.0","General","backed 2","2019-03-14T00:00:00.000","221-15 Horace Harding Expressway","221-15 Horace Harding Expressway","Horace Harding Expressway","Springfield Boulevard & 223rd Place","Queens","411.0","Not Applicable","Not Applicable","40.749688","-73.756559","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.94399557206991 40.69850374454453)","3","Brooklyn","303","36","56","18","7","1047.0","129.0","Senior Center","backless","2012-09-26T00:00:00.000","177 Throop Avenue",,"Throop Avenue","Park Avenue and Ellery Street","Brooklyn","303.0","B43","Not Applicable","40.698512","-73.943997","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.95632826610097 40.652289343643176)","3","Brooklyn","314","40","43","21","9","3892.0","304.0","Senior Safety","backed","2017-08-23T00:00:00.000","70 Linden Blvd","70 Linden Blvd","Linden Blvd","Caton Avenue & Bedford Avenue","Brooklyn","314.0","Not Applicable","Not Applicable","40.6522893436","-73.9563282661","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-74.00922855079638 40.7043197451443)","1","Manhattan","101","1","65","26","10","2041.0","733.0","General","backed","2013-08-12T00:00:00.000","10 Hanover Square","10 Hanover Square","Hanover Square","Water and Pearl Streets","Manhattan","101.0","Not Applicable","Alliance for Downtown New York","40.704328","-74.00923","AE",,"1"
"POINT (-73.95278256462451 40.77646072888283)","1","Manhattan","108","5","76","28","12","3852.0","553.0","General","backed 2","2018-02-27T00:00:00.000","1617 2nd Avenue","1617 2nd Avenue","2nd Avenue","E 83rd Street & E 84th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.776469","-73.952784","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-74.00519555508265 40.655701754968995)","3","Brooklyn","307","38","51","25","7","1607.0","389.0","General","backed","2013-01-08T00:00:00.000","153 35th Street","153 35th Street","35th Street","Fourth and Third Avenues","Brooklyn","307.0","Not Applicable","Not Applicable","40.65571","-74.005197","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.89863589618182 40.712610550205596)","4","Queens","405","30","28","15","6","2527.0","691.0","General","backless","2014-11-19T00:00:00.000","62-16 Metropolitan Avenue","62-16 Metropolitan Avenue","Metropolitan Avenue","Fresh Pond Road and 62nd Street","Queens","405.0","Q54","Not Applicable","40.7126105502","-73.8986358962","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.96394255931146 40.79775372570336)","1","Manhattan","107","7","69","30","13","3342.0","215.0","Municipal Facilities","backed","2017-08-03T00:00:00.000","885 Columbus Avenue","885 Columbus Avenue","Columbus Avenue","W 104th Street & W 100th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.797762","-73.963944","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.95552025586079 40.68043124355823)","3","Brooklyn","303","36","57","25","8","1106.0","185.0","General","backed","2012-09-27T00:00:00.000","537 Franklin Avenue","537 Franklin Avenue","Franklin Avenue","Fulton Street and Lefferts Place","Brooklyn","303.0","Not Applicable","Not Applicable","40.6804312436","-73.9555202559","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.84579659534838 40.84400871186195)","2","Bronx","210","13","82","34","14","2454.0","952.0","Health Care Facilities","backless","2014-05-02T00:00:00.000","1485 Williamsbridge Road","1485 Williamsbridge Road","Williamsbridge Road","St. Raymonds Avenue and Silver Street","Bronx","210.0","BX8","Westchester Square","40.844017","-73.845798","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93859256194862 40.841358722008536)","1","Manhattan","112","10","72","31","13","3285.0","1924.0","Municipal Facilities","backed","2016-05-24T00:00:00.000","560 169th Street","560 169th Street","169th Street","St Nicholas Avenue & Audubon Avenue","Manhattan","112.0","Not Applicable","Not Applicable","40.841358722","-73.9385925619","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93067056630615 40.86078171240511)","1","Manhattan","112","10","72","31","13","2984.0","1660.0","Municipal Facilities","backless","2015-01-15T00:00:00.000","4600 Broadway","4600 Broadway","Broadway","West 196th Street & Ellwood Street","Manhattan","112.0","M100","Not Applicable","40.86079","-73.930672","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.92815458134716 40.62588975788297)","3","Brooklyn","318","45","41","21","8","4160.0","95.0","Bus Route","backed","2018-09-13T00:00:00.000","4915 Flatlands Ave","4915 Flatlands Ave","Flatlands Avenue","Utica Avenue & E 49th Street","Brooklyn","318.0","B82","Not Applicable","40.625898","-73.928156","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.91980458282616 40.652870752765075)","3","Brooklyn","317","42","58","21","9","3712.0","12.0","Senior Safety","backed 2","2017-05-20T00:00:00.000","9006 Church Avenue","577 Remsen Avenue","Remsen Avenue","Remsen Avenue & Avenue A","Brooklyn","317.0","Not Applicable","Not Applicable","40.652879","-73.919806","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.9074835800415 40.771665728560365)","4","Queens","401","22","36","13","14","4030.0","238.0","Bus Route","backless 2","2018-04-26T00:00:00.000","22-73 Steinway Street","22-73 Steinway Street","Steinway Street","23rd Avenue & Ditmars Boulevard","Queens","401.0","Q101","Not Applicable","40.771674","-73.907485","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97724056369069 40.67210475020388)","3","Brooklyn","306","39","52","20","9","4066.0","326.0","General","backless","2018-11-02T00:00:00.000","160 7th Avenue","160 7th Avenue","7th Avenue","Garfield Place & First Street","Brooklyn","306.0","B67","Not Applicable","40.672113","-73.977242","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.75318163904649 40.60298875595709)","4","Queens","414","31","23","10","5","2446.0","1736.0","Plaza","backed","2015-12-09T00:00:00.000","10-31 Beach 20th Street","10-31 Beach 20th Street","Plaza","Beach 20th & Beach 21st Street","Queens","414.0","Not Applicable","Not Applicable","40.602997","-73.753183","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.93515243772529 40.796340698509255)","1","Manhattan","111","8","68","29","13","3054.0","1833.0","General","backed","2014-11-28T00:00:00.000","2266 1st Avenue","2266 1st Avenue","1st Avenue","East 116th Street & East 117th Street","Manhattan","111.0","M15","Not Applicable","40.7963406985","-73.9351524377","AE",,"3"
"POINT (-73.99125055416171 40.74225773726768)","1","Manhattan","105","3","75","28","12","1770.0","561.0","General","backed","2013-05-08T00:00:00.000","53 West 23rd Street","53 West 23rd Street","West 23rd Street","5th and 6th Avenues","Manhattan","105.0","Not Applicable","Not Applicable","40.742266","-73.991252","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.90048557726547 40.84758771317469)","2","Bronx","206","15","86","33","15","2589.0","1136.0","Municipal Facilities","backless","2014-07-14T00:00:00.000","410 E. Tremont Avenue","410 E. Tremont Avenue","E. Tremont Avenue","Webster Avenue and Park Avenue","Bronx","206.0","BX40","Not Applicable","40.847596","-73.900487","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93803256410501 40.85459671348646)","1","Manhattan","112","10","71","31","13","1946.0","740.0","General","backed","2013-07-19T00:00:00.000","213 Pinehurst Avenue","213 Pinehurst Avenue","Pinehurst Avenue","W 185th & W187th Street","Manhattan","112.0","Not Applicable","Not Applicable","40.854605","-73.938034","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.91990558012573 40.691698744383345)","3","Brooklyn","304","34","54","18","7","2995.0","1591.0","Senior Center","backed","2015-01-14T00:00:00.000","1175 Gates Avenue","1175 Gates Avenue","Gates Avenue","Evergreen Avenue & Bushwick Avenue","Brooklyn","304.0","Not Applicable","Not Applicable","40.691707","-73.919907","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9005445745867 40.885310706397185)","2","Bronx","208","11","81","34","13","3866.0","256.0","Senior Safety","backed 2","2017-09-01T00:00:00.000","5825 Broadway","5825 Broadway","W 238th Street","W 238th Street & W 240th Street","Bronx","208.0","Not Applicable","Not Applicable","40.885319","-73.900546","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-74.01583283603742 40.62622382091005)","3","Brooklyn","310","43","46","22","11","2908.0","1370.0","Municipal Facilities","backless","2014-12-24T00:00:00.000","7400 Fort Hamilton Parkway","7400 Fort Hamilton Parkway","Fort Hamilton Parkway","73rd Street & 74th Street","Brooklyn","310.0","B16","Not Applicable","40.6262238209","-74.015832836","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97772880713111 40.72563573479123)","1","Manhattan","103","2","74","27","12","1938.0","447.0","General","backed","2013-07-23T00:00:00.000","157 Avenue C","155-157 Avenue C","Avenue C","9th & 10th Street","Manhattan","103.0","Not Applicable","Not Applicable","40.7256357348","-73.9777288071","AE",,"1"
"POINT (-73.94415156394442 40.82992971851077)","1","Manhattan","109","7","71","30","13","3650.0","55.0","Senior Safety","backed 2","2017-05-06T00:00:00.000","1865 Amsterdam Avenue","1865 Amsterdam Avenue","Amsterdam Avenue","W. 152nd Street & W. 153rd Street","Manhattan","109.0","Not Applicable","Not Applicable","40.829938","-73.944153","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.75798962874175 40.74016672946497)","4","Queens","411","23","24","11","6","3347.0","212.0","Municipal Facilities","backed","2016-07-07T00:00:00.000","73-28 Bell Boulevard","73-28 Bell Boulevard","Bell Boulevard","73rd Avenue & 73rd Road","Queens","411.0","Not Applicable","Not Applicable","40.740175","-73.757991","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93840556480296 40.84629071535887)","1","Manhattan","112","10","72","31","13","3337.0","9013.0","Plaza","backless","2015-12-01T00:00:00.000","4140 Broadway","4140 Broadway","W. 175th Street","W. 175th Street & W. 176th Street","Manhattan","112.0","Not Applicable","Not Applicable","40.846299","-73.938407","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.94414357168074 40.70250574315609)","3","Brooklyn","301","34","53","18","7","3357.0","0.0","General","backed","2016-07-18T00:00:00.000","10 Manhattan Avenue","10 Manhattan Avenue","Manhattan Avenue","Cook Street & Varet Street","Brooklyn","301.0","Not Applicable","Not Applicable","40.702514","-73.944145","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.88039159034955 40.741366733890096)","4","Queens","404","25","39","16","6","4218.0","647.0","Bus Route","backed 2","2019-01-24T00:00:00.000","8290 Broadway","8290 Broadway","Broadway","Whitney Avenue & 45th Avenue","Queens","404.0","Q52","Not Applicable","40.741375","-73.880393","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.85824659608207 40.750851730681426)","4","Queens","404","21","39","13","14","2360.0","938.0","Senior Center","backed","2014-02-07T00:00:00.000","108-74 Roosevelt Avenue","108-74 Roosevelt Avenue","Roosevelt Avenue","108th & 11th Street","Queens","404.0","Not Applicable","Not Applicable","40.75086","-73.858248","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.74407863226409 40.765377724177746)","4","Queens","411","19","26","11","3","1536.0","420.0","General","backless","2013-02-05T00:00:00.000","242-03 Northern Boulevard","242 - 03 Northern Boulevard","Northern Boulevard","Douglaston Parkway and 243rd Street","Queens","411.0","Q12","Not Applicable","40.765386","-73.74408","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.96604456785388 40.64970175452467)","3","Brooklyn","314","40","42","21","9","2636.0","1204.0","Municipal Facilities","backed","2014-07-24T00:00:00.000","18 Marlborough Road","18 Marlborough Road","Marlborough Road","Caton Avenue & Church Avenue","Brooklyn","314.0","Not Applicable","Not Applicable","40.64971","-73.966046","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.94677556635932 40.784687727093285)","1","Manhattan","111","5","68","29","12","3845.0","190.0","General","backed 2","2017-07-05T00:00:00.000","1879 2nd Avenue","1879 2nd Avenue","2nd Avenue","E 97th Street & E 96th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.784696","-73.946777","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4"
"POINT (-73.97882661169608 40.64293322942098)","3","Brooklyn","312","39","44","21","10","1021.0","22.0","Plaza","backed","2012-05-30T00:00:00.000","114 Beverley Road","114 Beverley Road","Beverly Road","Church Ave and East 2nd Street","Brooklyn","312.0","Not Applicable","Not Applicable","40.6429332294","-73.9788266117","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93840556480296 40.84629071535887)","1","Manhattan","112","10","72","31","13","3337.0","9006.0","Plaza","backed","2015-12-01T00:00:00.000","4140 Broadway","4140 Broadway","W. 175th Street","W. 175th Street & W. 176th Street","Manhattan","112.0","Not Applicable","Not Applicable","40.846299","-73.938407","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97984855993688 40.71590874170991)","1","Manhattan","103","2","74","26","7","2997.0","1552.0","Municipal Facilities","backless","2015-01-20T00:00:00.000","288 Delancey Street","335 Delancey Street","Delancey Street","Mangin Street & FDR Drive","Manhattan","103.0","M14AD","Not Applicable","40.715917","-73.97985","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.99523955426747 40.72590174027149)","1","Manhattan","102","1","66","26","12","2217.0","1096.0","General","backed","2013-11-12T00:00:00.000","167 Crosby Street","167 Crosby Street","Bleeker Street","Bleeker Street and Lafayette Streets","Manhattan","102.0","Not Applicable","NOHO NY","40.72591","-73.995241","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.99602055162391 40.75887973401888)","1","Manhattan","104","3","75","27","10","4022.0","483.0","General","backed 2","2018-04-30T00:00:00.000","555 10th Avenue","555 10th Avenue","10th Avenue","West 40th Street & West 41st Street","Manhattan","104.0","Not Applicable","Hudson Yards/Hell&#39;s Kitchen","40.758888","-73.996022","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.98279555864347 40.71404574245261)","1","Manhattan","103","1","65","26","7","4094.0","585.0","General","backed","2018-12-20T00:00:00.000","301 Henry Street","301 Henry Street","Henry Street","Grand Street & Samuel Dickstein Plaza","Manhattan","103.0","Not Applicable","Not Applicable","40.714054","-73.982797","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.82136061152356 40.69573274068258)","4","Queens","409","28","24","10","5","4034.0","472.0","Bus Route","backless","2018-04-27T00:00:00.000","126-98 Atlantic Avenue","126-98 Atlantic Avenue","Atlantic Avenue","125th Street & 127th Street","Queens","409.0","Q24","Not Applicable","40.695741","-73.821362","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9929105537222 40.743799737087926)","1","Manhattan","104","3","75","27","12","1384.0","411.0","General","backed","2012-12-19T00:00:00.000","108 West 24th Street","108 West 24th Street","West 24th Street","6th and 7th Avenues","Manhattan","104.0","Not Applicable","Not Applicable","40.743808","-73.992912","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.83143560738655 40.70603273845518)","4","Queens","409","29","27","14","6","3627.0","73.0","General","backed 2","2017-05-13T00:00:00.000","119-20 Metropolitan Avenue","119-20 Metropolitan Avenue","Metropolitan Avenue","Lefferts Blvd & Brevoort Street","Queens","409.0","Not Applicable","Not Applicable","40.706041","-73.831437","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97969255655005 40.776902730395264)","1","Manhattan","107","6","67","27","10","899.0","1205.0","General","backed","2012-10-01T00:00:00.000","111 West 71st Street","111 West 71st Street","West 71st Street","Columbus Avenue & Broadway","Manhattan","107.0","Not Applicable","Not Applicable","40.776911","-73.979694","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.99377055399765 40.73579873827285)","1","Manhattan","102","3","66","27","10","3078.0","0.0","General",,"2015-06-05T00:00:00.000","80 5th Avenue","80 5th Avenue","5th Avenue","East 13th Street & East 14th Street","Manhattan","102.0","M01","Union Square Partnership","40.735807","-73.993772","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.94160257229262 40.7005197434167)","3","Brooklyn","303","36","56","18","7","1060.0","1867.0","Senior Center","backed","2012-09-18T00:00:00.000","760 Broadway","21 Park Avenue","Marcus Garvey Boulevard","Throop Avenue and Marcus Garvey Boulevard","Brooklyn","303.0","Not Applicable","Not Applicable","40.700528","-73.941604","X","AREA OF MINIMAL FLOOD HAZARD","5"
