"maprojid","magency","projectid","descriptio","ccnonexemp","ccexempt","totalcityp","nccstate","nccfederal","nccother","totalnonci","totalplann","totalspend","maxdate","mindate","magencyacr","magencynam","typecatego","ccpversion","the_geom"
"850AGDNHHOME","850","AGDNHHOME","The Hebrew Home for the Aged At Riverdale","1065000","0.0","1065000","0.0","0.0","0.0","0.0","1065000","0.0","2032-06-01T00:00:00.000","2022-09-01T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.91037654749863 40.91051189046157))"
"850LNEM12MLB","850","LNEM12MLB","MUHLENBERG - Sidewalk Vault","1116000","0.0","1116000","0.0","0.0","0.0","0.0","1116000","38140.73","2023-06-01T00:00:00.000","2014-04-30T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99594258406793 40.74451969485269))"
"850AGDNMETRA","850","AGDNMETRA","METROPOLITAN COUNCIL ON JEWISH POVERTY - INITIAL OUTFITTING","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-74.00780016730006 40.7070774905455))"
"850AGDNRIVER","850","AGDNRIVER","The Hebrew Home for the Aged at Riverdale - I/O","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.90872934781125 40.910205235845915))"
"850C114ACADY","850","C114ACADY","Construction of a New Training Academy","227480000","0.0","227480000","0.0","0.0","0.0","0.0","227480000","0.0","2027-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.8440676538709 40.772343172929105))"
"850C75-EPA","850","C75-EPA","EPA SPILL PREVENTION AND RESPONSE PLAN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58173.36","2023-06-01T00:00:00.000","2011-05-31T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.88264305674363 40.790760730792805))"
"850C75EWAMKC","850","C75EWAMKC","Emergency Work for AMKC","15234000","0.0","15234000","0.0","0.0","0.0","0.0","15234000","0.0","2026-06-01T00:00:00.000","2023-03-01T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.88758473232379 40.79202887870289))"
"850LNCA15EDW","850","LNCA15EDW","HVAC Replacement @ Edenwald","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","107193.49","2026-06-01T00:00:00.000","2018-05-07T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.8408346251966 40.888872661175526))"
"850CO272ELC2","850","CO272ELC2","45 MONROE PL - ELECTRICAL / FA UPGRADE","525000","0.0","525000","778000","0.0","0.0","778000","1303000","5459123.8","2026-06-01T00:00:00.000","2015-10-29T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99325698563112 40.69565125682791))"
"850CO272ELV2","850","CO272ELV2","45 MONROE PL. - ELEVATOR","300000","0.0","300000","453000","0.0","0.0","453000","753000","1962170.12","2026-06-01T00:00:00.000","2016-01-11T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9932560474014 40.69565125677293))"
"850CO277ELV2","850","CO277ELV2","25-10 COURT HOUSE SQ.- ELEVATORS","187000","0.0","187000","0.0","0.0","0.0","0.0","187000","2512613.28","2024-06-01T00:00:00.000","2018-02-06T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94317411330682 40.745999298527906))"
"850CO278EXT2","850","CO278EXT2","360 ADAMS ST. - EXTERIOR","23101000","0.0","23101000","0.0","0.0","0.0","0.0","23101000","97238.47","2027-06-01T00:00:00.000","2018-05-15T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.98941444159514 40.69388480551315))"
"850CO281LL11","850","CO281LL11","120 SCHERMERHORN ST - FACADE REPAIRS LOCAL LAW 11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2026-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.98891237049556 40.68968117961029))"
"850CO283SID2","850","CO283SID2","100 CENTRE STREET - SIDEWALK REPLACEMENT","25000","0.0","25000","0.0","0.0","0.0","0.0","25000","6216682.51","2024-06-01T00:00:00.000","2017-07-12T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00084142918068 40.71592870970115))"
"850CO283WT","850","CO283WT","100 CENTRE STREET - WATER TANK","4904000","0.0","4904000","0.0","0.0","0.0","0.0","4904000","0.0","2024-06-01T00:00:00.000","2023-03-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.0008463774127 40.715930311672565))"
"850CO284EXT2","850","CO284EXT2","111 CENTRE ST.- EXTERIOR","45000","0.0","45000","0.0","0.0","0.0","0.0","45000","5613042.43","2023-06-01T00:00:00.000","2017-10-10T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00142952556227 40.71681442588073))"
"850CO290XSB1","850","CO290XSB1","DASNY - BRONX CRIMINAL CT COMPLEX","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21755904.63","2024-06-01T00:00:00.000","2010-01-19T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.92027490752606 40.82688226807799))"
"850E12-0035","850","E12-0035","DOC -Manhattan Deten. GRVC and Otis Bantum Correc Fac EE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11175150.44","2023-06-01T00:00:00.000","2014-05-27T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-74.0001276106629 40.717049494834136), (-73.88966760724811 40.79527907244381), (-73.87411247207937 40.78942584588954))"
"850F175EC268","850","F175EC268","NEW FIREHOUSE - EC268","32142000","0.0","32142000","0.0","0.0","0.0","0.0","32142000","602300.16","2024-06-01T00:00:00.000","2019-12-30T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.8387974597504 40.58152819096429))"
"850F175EC310","850","F175EC310","RENOVATIONS EC310","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76047.98","2023-06-01T00:00:00.000","2010-02-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92889811410319 40.65042740326506))"
"850F175EC320","850","F175EC320","RENOVATIONS EC320","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76032.44","2023-06-01T00:00:00.000","2010-02-03T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.78697724341896 40.763307281005986))"
"850HLDNAPICA","850","HLDNAPICA","APICHA COMMUNITY HEALTH CENTER: initial outfitting","200000","0.0","200000","0.0","0.0","0.0","0.0","200000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00243113703391 40.71863444244547))"
"850LNCA15MOT","850","LNCA15MOT","Window Replacement","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2499288.96","2022-10-01T00:00:00.000","2017-03-06T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92440660374307 40.81160567917757))"
"850HH112PJFC","850","HH112PJFC","PAMOJA HOUSE - FACADE REHABILITATION/RESTORATION","7111000","0.0","7111000","0.0","0.0","0.0","0.0","7111000","125834.07","2027-06-01T00:00:00.000","2020-04-13T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.93725705948795 40.68511803809534))"
"850HH112PJPL","850","HH112PJPL","PAMOJA HOUSE - PLUMBING UPGRADE","6287000","0.0","6287000","0.0","0.0","0.0","0.0","6287000","172686.35","2027-06-01T00:00:00.000","2019-08-05T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.93725707592617 40.68511565444374))"
"850HH112PJRC","850","HH112PJRC","PAMOJA  HOUSE FIRE SAFETY","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","91424.52","2028-06-01T00:00:00.000","2018-09-19T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.93725705948795 40.68511803809534))"
"850HH112SWFA","850","HH112SWFA","SCHWARTZ WARDS ISLAND FIRE SAFETY","2305000","0.0","2305000","0.0","0.0","0.0","0.0","2305000","112030.76","2024-06-01T00:00:00.000","2018-12-03T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9324339072116 40.7861978641834))"
"850HL82AIDSC","850","HL82AIDSC","AIDS Service Center of NY","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58052.0","2027-06-01T00:00:00.000","2019-10-16T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.99282536521069 40.73339976526514))"
"850HH112THFA","850","HH112THFA","8 EAST THIRD ST SHELTER FIRE SAFETY","3280000","0.0","3280000","0.0","0.0","0.0","0.0","3280000","0.0","2028-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99098689494096 40.72585058104216))"
"850HL82RCHMD","850","HL82RCHMD","FACADE RENOVATION AT THE RICHMOND HEALTH CENTER - STATEN ISL","-3000","0.0","-3000","0.0","0.0","0.0","0.0","-3000","12140.26","2023-06-01T00:00:00.000","2011-03-07T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.07804268547662 40.64479821089468))"
"850HL82SIABE","850","HL82SIABE","REHAB OF THE STATEN ISLAND ANIMAL SHELTER","612000","0.0","612000","0.0","0.0","0.0","0.0","612000","8471381.6","2023-06-01T00:00:00.000","2010-03-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.23794421820224 40.52790942342695))"
"850HL82PCRHL","850","HL82PCRHL","PROJECT RENEWAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","299922.0","2026-06-01T00:00:00.000","2018-08-27T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.99156704215183 40.72581866682894))"
"850HL82RCHD1","850","HL82RCHD1","RICHMOND UNIVERSITY MEDICAL CENTER","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","654634.0","2026-06-01T00:00:00.000","2021-06-08T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.10555888118392 40.63586826002145))"
"850F175DREAD","850","F175DREAD","DISASTER RESPONSE EQUIPMENT & APPARATUS DEPOT","5000","0.0","5000","0.0","0.0","0.0","0.0","5000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-74.08922381424689 40.607287506826935))"
"850F175FLO02","850","F175FLO02","APPARATUS FLOOR REPLACEMENT - FY02","-15000","0.0","-15000","0.0","0.0","0.0","0.0","-15000","3486.57","2023-06-01T00:00:00.000","2011-08-05T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.97664943109127 40.67464143680353), (-73.91032124009418 40.77337004519265), (-73.84639465905998 40.84502184779229), (-73.76975558353848 40.76392253901336))"
"850F175FLO08","850","F175FLO08","APPARATUS FLOOR REPLACEMENT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109605.34","2023-06-01T00:00:00.000","2010-02-03T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.84416255413889 40.85934703895494))"
"850HL82VILCN","850","HL82VILCN","VILLAGE CARE AND NURSING","73000","0.0","73000","0.0","0.0","0.0","0.0","73000","1370946.0","2026-06-01T00:00:00.000","2013-01-14T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-74.00233250754599 40.715666090459294))"
"850HL99NYHQ","850","HL99NYHQ","NEW YORK HOSPITAL QUEENS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00233250754599 40.715666090459294))"
"850HLDNCORNL","850","HLDNCORNL","CORNELL UNIVERSITY FOR WEILL CORNELL MEDIICAL COLLEGE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","271140.0","2027-06-01T00:00:00.000","2018-04-10T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.95414150079897 40.764444934373145))"
"850HLDNMCMH","850","HLDNMCMH","METROPOLITAN CENTER FOR MENTAL HEALTH-INTEROPERABLE TELEPHON","127000","0.0","127000","0.0","0.0","0.0","0.0","127000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.97449853358886 40.78718343125654))"
"850F175FLO13","850","F175FLO13","apparatus floors","16000","0.0","16000","0.0","0.0","0.0","0.0","16000","3723134.41","2023-06-01T00:00:00.000","2013-10-11T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.92212812354701 40.81316099994366), (-73.90097851357702 40.740685806304924))"
"850HLDNHOSPT","850","HLDNHOSPT","THE NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.82516383154555 40.747172196653814))"
"850HLMAIMOR","850","HLMAIMOR","Maimonides Medical Center -- 111635081-G3224 Hybrid OR PROJ","1451000","0.0","1451000","0.0","0.0","0.0","0.0","1451000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99895246526438 40.639670554243246))"
"850HLDNMAIMO","850","HLDNMAIMO","MAIMONIDES MEDICAL CENTER","1207000","0.0","1207000","0.0","0.0","0.0","0.0","1207000","0.0","2027-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99870504758822 40.63949864903249))"
"850HLDNMARYH","850","HLDNMARYH","ST MARYS HOSPITAL FOR CHILDREN - OUTFITTING","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.7688847276904 40.77633756258812))"
"850HLDNPLAND","850","HLDNPLAND","PLANNED PARENTHOOD OF NEW YORK CITY -  OUTFITTING","302000","0.0","302000","0.0","0.0","0.0","0.0","302000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94612024684504 40.74655121120649))"
"850HLDNSMARY","850","HLDNSMARY","ST MARYS HOSPITAL FOR CHILDREN - 111679599-N57161T","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","396098.0","2027-06-01T00:00:00.000","2021-05-19T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.7688847276904 40.77633756258812))"
"850HLDNTHEIN","850","HLDNTHEIN","THE  INSTITUTE FOR FAMILY HEALTH - STEVENSON FAMILY H.C.","534000","0.0","534000","0.0","0.0","0.0","0.0","534000","0.0","2024-06-01T00:00:00.000","2022-10-01T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.90901641520826 40.84959791681745))"
"850HLDNYORKK","850","HLDNYORKK","NEW YORK AND PRESBYTERIAN HOSPITAL - 133957095-A1224","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.95414150079897 40.764444934373145))"
"850HRDN02I","850","HRDN02I","The Auditory Oral School of New York - Arts & Therapy Wing","176000","0.0","176000","0.0","0.0","0.0","0.0","176000","0.0","2027-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.94204631593935 40.62022839542285))"
"850HLMTSIN","850","HLMTSIN","MOUNT SINAI HOSPITAL,QUEENS CAMPUS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","209400","2027-06-01T00:00:00.000","2016-09-06T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92484275794446 40.768047116001284))"
"850HLPRESPAX","850","HLPRESPAX","New York Presbyterian Hospital Improving Patient Experience","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.95414150079897 40.764444934373145))"
"850HLQNJEWSH","850","HLQNJEWSH","LONG ISLAND JEWISH MEDICAL CENTER","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2032-06-01T00:00:00.000","2032-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.70931454300742 40.75291891659805))"
"850HR25BRCS","850","HR25BRCS","Brownsville Community Center DESIGN BUILD","128374000","0.0","128374000","0.0","0.0","0.0","0.0","128374000","0.0","2025-06-01T00:00:00.000","2022-09-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.91415143728342 40.669832889964034))"
"850HR25DC15","850","HR25DC15","SEABURY DCC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction",,"fisa_2023","MULTIPOINT ((-73.89376128865243 40.83270310284618))"
"850HRC002MPL","850","HRC002MPL","A/C UPGRADE OF MONTESSORI PROGRESSIVE LEARNING CTR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2031-06-01T00:00:00.000","2031-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.75896433713861 40.692157783872396))"
"850HRCN303ER","850","HRCN303ER","ELMCOR REHABILITATION PROJECT","1000000","0.0","1000000","0.0","0.0","0.0","0.0","1000000","120603.64","2033-06-01T00:00:00.000","2010-05-12T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.86421716301065 40.75740696932717))"
"850HRDNHARLM","850","HRDNHARLM","HARLEM UNITED COMMUNITY AIDS CENTER - HCH INITIAL OUTFITTING","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94495083686614 40.807818667449496))"
"850HRDNOPORT","850","HRDNOPORT","OPPORTUNITIES FOR A BETTER TOMORROW - COMPUTER LAB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.9437946296938 40.70120395875852))"
"850HRDNOPPOR","850","HRDNOPPOR","OPPORTUNITIES FOR A BETTER TOMORROW - COMPUTER LAB","7000","0.0","7000","0.0","0.0","0.0","0.0","7000","0.0","2033-06-01T00:00:00.000","2033-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.99893894394346 40.658920733088614))"
