"license_nbr","lic_status","business_name","business_name2","building","street","city","state","zip","swc_type","swc_sq_ft","swc_tables","swc_chairs","dohmh","final_x","final_y","community_district","city_council_district","cd_url","app_id","app_swc_type","app_sq_ft","app_tables","app_chairs","app_status","app_status_date","expiration_date","app_too_date","submit_date","intake","intake_dd","dpqa","send_package_dd","cp","cp_dd","cb","cb_dd","hearing","hearing_dd","hearing_public","hearing_public_dd","cc","cc_dd","moo","moo_dd","issuance","issuance_dd"
"2033601-DCA","Inactive","345 COURT ST CORP","MARCO POLO RISTORANTE","345","COURT ST","BROOKLYN","NY","11231","Enclosed","420","10","30","40376495","985381","187853","306","39","http://www.brooklyncb6.org/","20472-2019-RSWC","Enclosed","420","10","30","Pending Review","2020-06-10T00:00:00.000","2020-09-10T00:00:00.000","2020-09-10T00:00:00.000","2019-05-22T00:00:00.000","Ready For Review","2019-05-22T00:00:00.000","Issued Temp Op Letter","2019-05-22T00:00:00.000","Pending Review","2019-05-22T00:00:00.000","Pending Review","2019-05-22T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2034461-DCA","Inactive","PLANT BASED PIZZA NEW YORK LLC","00 + CO","65","2ND AVE","NEW YORK","NY","10003","Unenclosed","202","10","22","50046424","987085","203846","103","2","http://www.nyc.gov/manhattancb3","32302-2018-RSWC","Unenclosed","202","10","22","Pending Review","2019-08-14T00:00:00.000","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","2018-12-17T00:00:00.000","Ready For Review","2018-12-17T00:00:00.000","Issued Temp Op Letter","2018-12-21T00:00:00.000","Pending Review","2018-12-21T00:00:00.000","Review Period Expired","2019-02-13T00:00:00.000","Waived","2019-02-13T00:00:00.000","NULL",,"Review Period Expired","2019-03-06T00:00:00.000","Pending Review",,"Pending Review",
"2036313-DCA","Inactive","568 AMSTERDAM LLC","PIZZERIA SIRENETTA","568","AMSTERDAM AVE","NEW YORK","NY","10024","Unenclosed","180","10","20","50046025","991325","226664","107","6","http://www.nyc.gov/mcb7","26097-2019-RSWC","Unenclosed","180","10","20","Pending Review","2020-05-28T00:00:00.000","2020-07-14T00:00:00.000","2020-07-14T00:00:00.000","2019-08-29T00:00:00.000","Ready For Review","2019-08-29T00:00:00.000","Issued Temp Op Letter","2019-08-30T00:00:00.000","Pending Review","2019-08-30T00:00:00.000","Recommend Approval","2019-10-16T00:00:00.000","Waived","2020-01-29T00:00:00.000","NULL",,"Review Period Expired","2020-02-19T00:00:00.000","Pending Review",,"Pending Review",
"2037225-DCA","Inactive","ROCCO'S BROOKLYN BAKERY INC","PASTICCERIA ROCCO","9402","4TH AVE","BROOKLYN","NY","11209","Unenclosed","212","7","14","50018845","975674","163915","310","43","http://www.bkcb10.org/","7949-2018-RSWC","Unenclosed","212","7","14","Pending Review","2019-12-05T00:00:00.000","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000","2018-05-03T00:00:00.000","Ready For Review","2018-05-03T00:00:00.000","Issued Temp Op Letter","2018-05-04T00:00:00.000","Pending Review","2018-05-04T00:00:00.000","Review Period Expired","2018-06-28T00:00:00.000","Waived","2018-06-28T00:00:00.000","NULL",,"Review Period Expired","2018-07-19T00:00:00.000","Pending Review",,"Pending Review",
"2038098-DCA","Inactive","CAMPANIA FELIX LLC","SAN MATTEO PIZZERIA E CUCINA","1559","2ND AVE","NEW YORK","NY","10028","Enclosed","345","10","25","50042812","996943","221475","108","5","http://www.cb8m.com/","8622-2018-RSWC","Enclosed","345","10","25","Pending Review","2019-11-20T00:00:00.000","2020-05-20T00:00:00.000","2020-05-20T00:00:00.000","2018-05-17T00:00:00.000","Ready For Review","2018-05-17T00:00:00.000","Issued Temp Op Letter","2018-05-18T00:00:00.000","Proceed","2019-10-08T00:00:00.000","Review Period Expired","2019-10-08T00:00:00.000","Waived","2019-10-08T00:00:00.000","NULL",,"Review Period Expired","2019-10-29T00:00:00.000","Pending Review",,"Pending Review",
"2038892-DCA","Inactive","MNY HOLDINGS ASSOCIATES, LLC","BAKER STREET","1152","1ST AVE","NEW YORK","NY","10065","Enclosed","333","11","28","40803550","995356","216932","108","5","http://www.cb8m.com/","20216-2019-RSWC","Enclosed","333","11","28","Pending Review","2019-12-20T00:00:00.000","2020-05-20T00:00:00.000","2020-05-20T00:00:00.000","2019-05-20T00:00:00.000","Ready For Review","2019-05-20T00:00:00.000","Issued Temp Op Letter","2019-05-23T00:00:00.000","Pending Review","2019-05-23T00:00:00.000","Pending Review","2019-05-23T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2039486-DCA","Inactive","GRAND SABROSURA INC","SABROSURA","1200","CASTLE HILL AVE","BRONX","NY","10462","Enclosed","603","18","60","50051365","1025511","242464","209","18","http://www.nyc.gov/html/bxcb9/html/home/home.shtml","20735-2019-RSWC","Enclosed","603","18","60","Pending Review","2020-02-18T00:00:00.000","2020-06-30T00:00:00.000","2020-06-30T00:00:00.000","2019-05-24T00:00:00.000","Ready For Review","2019-05-24T00:00:00.000","Issued Temp Op Letter","2019-05-28T00:00:00.000","Pending Review","2019-05-28T00:00:00.000","Pending Review","2019-05-28T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2041410-DCA","Inactive","NEW YORK BURGER 10th AVE INC.","NEW YORK BURGER CO","470","W 23RD ST","NEW YORK","NY","10011","Enclosed","762","25","54","50052392","983235","211565","104","3","http://www.nyc.gov/mcb4","23522-2019-RSWC","Enclosed","762","25","54","Pending Review","2020-06-17T00:00:00.000","2020-11-15T00:00:00.000","2020-11-15T00:00:00.000","2019-07-10T00:00:00.000","Ready For Review","2019-07-10T00:00:00.000","Issued Temp Op Letter","2019-07-11T00:00:00.000","Pending Review","2019-07-11T00:00:00.000","Pending Review","2019-07-11T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2042216-DCA","Inactive","CALEXICO 122 LLC","NULL","1491","2ND AVE","NEW YORK","NY","10075","Enclosed","390","11","29","50040810","996491","220753","108","4","http://www.cb8m.com/","26115-2019-RSWC","Enclosed","390","11","29","Pending Review","2020-03-10T00:00:00.000","2020-06-10T00:00:00.000","2020-06-10T00:00:00.000","2019-08-29T00:00:00.000","Ready For Review","2019-08-29T00:00:00.000","Issued Temp Op Letter","2019-08-30T00:00:00.000","Pending Review","2019-08-30T00:00:00.000","Pending Review","2019-08-30T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2042255-DCA","Inactive","LENWICH 54TH LLC","LENWICH","1024","2ND AVE","NEW YORK","NY","10022","Enclosed","418","19","35","50050113","993531","215206","106","5","http://cbsix.org","20102-2019-RSWC","Enclosed","418","19","35","Pending Review","2020-06-05T00:00:00.000","2020-08-05T00:00:00.000","2020-08-05T00:00:00.000","2019-05-17T00:00:00.000","Ready For Review","2019-05-17T00:00:00.000","Issued Temp Op Letter","2019-05-20T00:00:00.000","Pending Review","2019-05-20T00:00:00.000","Pending Review","2019-05-20T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2042425-DCA","Inactive","HERM LLC","NULL","1479","YORK AVE","NEW YORK","NY","10075","Enclosed","210","6","20","50048487","997845","220172","108","5","http://www.cb8m.com/","19210-2019-RSWC","Enclosed","210","6","20","Pending Review","2019-12-18T00:00:00.000","2020-04-30T00:00:00.000","2020-04-30T00:00:00.000","2019-05-06T00:00:00.000","Ready For Review","2019-05-06T00:00:00.000","Issued Temp Op Letter","2019-05-07T00:00:00.000","Proceed","2020-01-29T00:00:00.000","Recommend Approval","2020-03-06T00:00:00.000","Waived","2020-03-06T00:00:00.000","NULL",,"Review Period Expired","2020-03-27T00:00:00.000","Pending Review",,"Pending Review",
"2043057-DCA","Inactive","NEW INDIAN FOODS LLC","THE BOMBAY BREAD BAR","195","SPRING ST","NEW YORK","NY","10012","Unenclosed","175","11","22","50052263","983382","203536","102","3","http://www.nyc.gov/manhattancb2","16701-2019-RSWC","Unenclosed","175","11","22","Pending Review","2019-11-27T00:00:00.000","2020-02-15T00:00:00.000","2020-02-15T00:00:00.000","2019-04-03T00:00:00.000","Ready For Review","2019-04-03T00:00:00.000","Issued Temp Op Letter","2019-04-10T00:00:00.000","Pending Review","2019-04-10T00:00:00.000","Review Period Expired","2019-05-30T00:00:00.000","Waived","2019-05-30T00:00:00.000","NULL",,"Review Period Expired","2019-06-20T00:00:00.000","Pending Review",,"Pending Review",
"2044095-DCA","Inactive","TSG 89 CORP.","MIDNIGHT EXPRESS","1715","2ND AVE","NEW YORK","NY","10128","Enclosed","510","20","40","41575449","997936","223391","108","5","http://www.cb8m.com/","23613-2019-RSWC","Enclosed","510","20","40","Pending Review","2019-11-29T00:00:00.000","2020-03-31T00:00:00.000","2020-03-31T00:00:00.000","2019-07-11T00:00:00.000","Ready For Review","2019-07-11T00:00:00.000","Issued Temp Op Letter","2019-07-11T00:00:00.000","Pending Review","2019-07-11T00:00:00.000","Pending Review","2019-07-11T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2044905-DCA","Inactive","EVOO GROUP LLC","PESCATORE","955","2ND AVE","NEW YORK","NY","10022","Unenclosed","144","6","12","50056268","993008","214483","106","4","http://cbsix.org","34790-2019-RSWC","Unenclosed","144","6","12","Pending Review","2020-02-27T00:00:00.000","2020-05-15T00:00:00.000","2020-05-15T00:00:00.000","2019-12-09T00:00:00.000","Ready For Review","2019-12-09T00:00:00.000","Issued Temp Op Letter","2019-12-11T00:00:00.000","Pending Review","2019-12-11T00:00:00.000","Review Period Expired","2020-02-13T00:00:00.000","Waived","2020-02-13T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Pending Review",,"Pending Review",
"2045882-DCA","Inactive","75TH & 3RD CORP.","BISTRO LE STEAK","1309","3RD AVE","NEW YORK","NY","10021","Enclosed","504","13","41","41004673","995573","220345","108","4","http://www.cb8m.com/","21849-2019-RSWC","Enclosed","504","13","41","Pending Review","2020-01-24T00:00:00.000","2020-04-18T00:00:00.000","2020-04-18T00:00:00.000","2019-06-10T00:00:00.000","Ready For Review","2019-06-10T00:00:00.000","Issued Temp Op Letter","2019-06-13T00:00:00.000","Pending Review","2019-06-13T00:00:00.000","Pending Review","2019-06-13T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2047686-DCA","Active","SUSHI VIDA 146 LLC","MAMASUSHI","3569","BROADWAY","NEW YORK","NY","10031","Unenclosed","391","8","16","50047979","998085","240745","109","7","http://www.cb9m.org","2139-2019-AMND","Unenclosed","391","8","16","Pending Review","2020-03-02T00:00:00.000","2020-04-02T00:00:00.000",,"2019-10-21T00:00:00.000","Ready For Review","2019-04-15T00:00:00.000","Issued Temp Op Letter","2019-04-17T00:00:00.000","Pending Review","2019-04-17T00:00:00.000","Review Period Expired","2019-06-28T00:00:00.000","Waived","2019-06-28T00:00:00.000","NULL",,"Review Period Expired","2019-11-15T00:00:00.000","Pending Review","2019-11-15T00:00:00.000","Pending Review",
"2048669-DCA","Inactive","4946 BROADWAY RESTAURANT LLC","TUBBY HOOK TAVERN","4946","BROADWAY","NEW YORK","NY","10034","Unenclosed","236","15","34","50059630","1006179","255344","112","10","http://www.nyc.gov/html/mancb12/html/home/home.shtml","26501-2019-RSWC","Unenclosed","236","15","34","Pending Review","2020-05-29T00:00:00.000","2020-08-29T00:00:00.000","2020-08-29T00:00:00.000","2019-09-12T00:00:00.000","Ready For Review","2019-09-12T00:00:00.000","Issued Temp Op Letter","2019-09-13T00:00:00.000","Pending Review","2019-09-13T00:00:00.000","Review Period Expired","2020-03-05T00:00:00.000","Waived","2020-03-05T00:00:00.000","NULL",,"Review Period Expired","2020-05-07T00:00:00.000","Pending Review",,"Pending Review",
"2048673-DCA","Inactive","VABEH FIRST LLC","HAVE & MEYER","103","HAVEMEYER ST","BROOKLYN","NY","11211","Unenclosed","96","6","12","50042398","996348","199108","301","34","http://www.nyc.gov/brooklyncb1","27291-2019-RSWC","Unenclosed","96","6","12","Pending Review","2020-06-03T00:00:00.000","2020-08-03T00:00:00.000","2020-08-03T00:00:00.000","2019-09-20T00:00:00.000","Ready For Review","2019-09-20T00:00:00.000","Issued Temp Op Letter","2019-09-23T00:00:00.000","Pending Review","2019-09-23T00:00:00.000","Review Period Expired","2019-11-27T00:00:00.000","Waived","2019-11-27T00:00:00.000","NULL",,"Review Period Expired","2019-12-18T00:00:00.000","Pending Review",,"Pending Review",
"2049154-DCA","Inactive","AEMAL LLC","YVES","385","GREENWICH ST","NEW YORK","NY","10013","Unenclosed","308","16","29","50049031","981476","201663","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","34337-2019-RSWC","Unenclosed","308","16","29","Pending Review","2020-06-17T00:00:00.000","2020-09-17T00:00:00.000","2020-09-17T00:00:00.000","2019-12-03T00:00:00.000","Ready For Review","2019-12-03T00:00:00.000","Issued Temp Op Letter","2019-12-04T00:00:00.000","Pending Review","2019-12-04T00:00:00.000","Review Period Expired","2020-01-24T00:00:00.000","Waived","2020-01-24T00:00:00.000","NULL",,"Review Period Expired","2020-02-14T00:00:00.000","Pending Review",,"Pending Review",
"2049837-DCA","Inactive","Astoria Apple, LLC","Applebees","3801","35TH AVE","ASTORIA","NY","11101","Unenclosed","328","6","17","41552243","1005684","214582","401","26","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","13984-2019-RSWC","Unenclosed","328","6","17","Pending Review","2020-02-28T00:00:00.000","2020-03-28T00:00:00.000","2020-03-28T00:00:00.000","2019-03-13T00:00:00.000","Ready For Review","2019-03-14T00:00:00.000","Issued Temp Op Letter","2019-05-02T00:00:00.000","Pending Review","2019-03-14T00:00:00.000","Recommend Approval","2019-06-10T00:00:00.000","Waived","2019-06-27T00:00:00.000","NULL",,"Review Period Expired","2019-07-18T00:00:00.000","Pending Review",,"Pending Review",
"2049840-DCA","Inactive","DESSERT PALACE BOSE INC","EMMONS PALACE","2267","EMMONS AVE","BROOKLYN","NY","11235","Unenclosed","321","11","22","50010941","999670","152050","315","48","http://www.nyc.gov/brooklyncb15","35177-2019-RSWC","Unenclosed","321","11","22","Pending Review","2020-01-06T00:00:00.000","2020-04-06T00:00:00.000","2020-04-06T00:00:00.000","2019-12-12T00:00:00.000","Ready For Review","2019-12-12T00:00:00.000","Issued Temp Op Letter","2019-12-13T00:00:00.000","Pending Review","2019-12-13T00:00:00.000","Recommend Approval","2019-12-18T00:00:00.000","Waived","2020-01-06T00:00:00.000","NULL",,"Review Period Expired","2020-01-27T00:00:00.000","Pending Review",,"Pending Review",
"2049842-DCA","Inactive","OBBM, LLC","BROADSTONE TAP HOUSE","88","BROAD ST","NEW YORK","NY","10004","Small Unenclosed","178","7","14","50054344","980999","195801","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","3243-2020-RSWC","Small Unenclosed","178","7","14","Pending Review","2020-02-18T00:00:00.000","2020-03-13T00:00:00.000","2020-03-13T00:00:00.000","2020-02-13T00:00:00.000","Ready For Review","2020-02-13T00:00:00.000","Under Review","2020-02-18T00:00:00.000","Pending Review","2020-02-18T00:00:00.000","Review Period Expired","2020-04-08T00:00:00.000","Waived","2020-04-08T00:00:00.000","NULL",,"Review Period Expired","2020-04-29T00:00:00.000","Pending Review",,"Pending Review",
"2050278-DCA","Inactive","LE BABA COOL INC","BABA COOL","64","LAFAYETTE AVE","BROOKLYN","NY","11217","Enclosed","60","3","6","50007363","991087","189544","302","35","http://www.nyc.gov/html/bkncb2/html/home/home.shtml","20853-2019-RSWC","Enclosed","60","3","6","Pending Review","2020-03-06T00:00:00.000","2020-04-16T00:00:00.000","2020-04-16T00:00:00.000","2019-05-28T00:00:00.000","Ready For Review","2019-05-28T00:00:00.000","Issued Temp Op Letter","2019-05-28T00:00:00.000","Pending Review","2019-05-28T00:00:00.000","Pending Review","2019-05-28T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2050840-DCA","Inactive","1483 FIRST AVENUE RESTAURANT INC.","MARUZZELLA","1483","1ST AVE","NEW YORK","NY","10075","Unenclosed","72","8","16","40641437","997089","220302","108","5","http://www.cb8m.com/","34781-2019-RSWC","Unenclosed","72","8","16","Pending Review","2020-05-28T00:00:00.000","2020-08-29T00:00:00.000","2020-08-29T00:00:00.000","2019-12-09T00:00:00.000","Ready For Review","2019-12-09T00:00:00.000","Issued Temp Op Letter","2019-12-09T00:00:00.000","Pending Review","2019-12-09T00:00:00.000","Review Period Expired","2020-01-29T00:00:00.000","Waived","2020-01-29T00:00:00.000","NULL",,"Review Period Expired","2020-02-19T00:00:00.000","Pending Review",,"Pending Review",
"2050843-DCA","Inactive","BUL INC","ISTANBUL","8002","5TH AVE","BROOKLYN","NY","11209","Unenclosed","302","15","30","50054610","977494","167284","310","43","http://www.bkcb10.org/","28685-2019-RSWC","Unenclosed","302","15","30","Pending Review","2020-01-08T00:00:00.000","2020-04-08T00:00:00.000","2020-04-08T00:00:00.000","2019-10-04T00:00:00.000","Ready For Review","2019-10-04T00:00:00.000","Issued Temp Op Letter","2019-10-04T00:00:00.000","Pending Review","2019-10-04T00:00:00.000","Review Period Expired","2020-04-17T00:00:00.000","Waived","2020-04-17T00:00:00.000","NULL",,"Review Period Expired","2020-05-08T00:00:00.000","Pending Review",,"Pending Review",
"2050844-DCA","Inactive","CARRA LLC","DOG & BONE","338","3RD AVE","NEW YORK","NY","10010","Unenclosed","256","11","25","50059374","989117","208923","106","2","http://cbsix.org","35837-2019-RSWC","Unenclosed","256","11","25","Pending Review","2020-01-23T00:00:00.000","2020-03-15T00:00:00.000","2020-03-15T00:00:00.000","2019-12-19T00:00:00.000","Ready For Review","2019-12-19T00:00:00.000","Issued Temp Op Letter","2019-12-19T00:00:00.000","Pending Review","2019-12-19T00:00:00.000","Recommend Approval","2020-02-19T00:00:00.000","Waived","2020-02-19T00:00:00.000","NULL",,"Review Period Expired","2020-03-11T00:00:00.000","Pending Review",,"Pending Review",
"2050846-DCA","Inactive","KOURELI RESTAURANT GROUP INC","NERAI","55","E 54TH ST","NEW YORK","NY","10022","Small Unenclosed","56","4","8","41720892","991705","216272","105","4","http://www.cb5.org","25418-2019-RSWC","Small Unenclosed","56","4","8","Pending Review","2019-12-24T00:00:00.000","2020-03-24T00:00:00.000","2020-03-24T00:00:00.000","2019-08-05T00:00:00.000","Ready For Review","2019-08-07T00:00:00.000","Issued Temp Op Letter","2019-10-03T00:00:00.000","Pending Review","2019-08-07T00:00:00.000","Recommend Approval","2019-10-30T00:00:00.000","Waived","2019-10-30T00:00:00.000","NULL",,"Review Period Expired","2019-12-18T00:00:00.000","Pending Review",,"Pending Review",
"2050848-DCA","Inactive","MADREL LLC","MARLOW  BISTRO","1018","AMSTERDAM AVE","NEW YORK","NY","10025","Unenclosed","650","30","58","50056274","994180","231795","107","7","http://www.nyc.gov/mcb7","35398-2019-RSWC","Unenclosed","650","30","58","Pending Review","2020-02-03T00:00:00.000","2020-05-03T00:00:00.000","2020-05-03T00:00:00.000","2019-12-13T00:00:00.000","Ready For Review","2019-12-13T00:00:00.000","Issued Temp Op Letter","2019-12-16T00:00:00.000","Pending Review","2019-12-16T00:00:00.000","Review Period Expired","2020-02-20T00:00:00.000","Waived","2020-02-20T00:00:00.000","NULL",,"Review Period Expired","2020-03-12T00:00:00.000","Pending Review",,"Pending Review",
