"entityid","schoolname","number","street","city","state","borough","zipcode","lastinspection","permittee","inspectiondate","ptet","site_type","level","code","violationdescription","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta","borocode"
"50015945","ALL CITY LEADERSHIP SECONDARY SCHOOL","321","PALMETTO STREET","Brooklyn","NY","Brooklyn","11237","2023-02-14T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-03-08T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.697362788544","-73.913170720787","304","37","043300","3413715","3033440136","BK77","3"
"40542142","P.S. 241 EMMA L. JOHNSTON","976","PRESIDENT STREET","Brooklyn","NY","Brooklyn","11225","2022-07-29T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-02-15T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.669331834475","-73.960675297347","309","35","021300","3378160","3011880001","BK63","3"
"40542735","P.S. 110 THE MONITOR","124","MONITOR STREET","Brooklyn","NY","Brooklyn","11222","2023-01-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-04-15T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.723890144145","-73.942311964657","301","33","059100","3067144","3026880042","BK76","3"
"50054299","CORLEARS SCHOOL","324","WEST   15 STREET","New York","NY","Manhattan","10011","2022-10-17T00:00:00.000","BUTTER BEANS, INC.","2022-10-17T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.740809621321","-74.002923027964","104","03","008300","1080380","1007380054","MN13","1"
"40542118","I.S. 136 CHARLES O. DEWEY, SUNSET PARK PREP","4004","4 AVENUE","Brooklyn","NY","Brooklyn","11232","2022-11-02T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-03-10T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.651969417308","-74.006861735332","307","38","008200","3010580","3007130020","BK32","3"
"41175519","UNITED TALMUDICAL ACADEMY","212","WILLIAMSBURG STREET","BROOKLYN","NY","Brooklyn",,"2023-01-12T00:00:00.000","TALMUDICAL ACAD UNITED","2021-06-09T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","0","0",,,,,"3",,"3"
"40736032","YESHIVA BNOS AHAVAS ISRAEL","12","FRANKLIN AVENUE","Brooklyn","NY","Brooklyn","11249","2023-01-10T00:00:00.000","YESHIVA BNOS AHAVAS ISRAEL","2023-01-10T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.699026946369","-73.958944670984","301","33","053700","3061372","3022610017","BK72","3"
"40543631","URBAN INSTITUTE OF MATHEMATICS, MOTT HALL COMMUNITY SCHOOL, BRONX DELTA SCHOOL","650","HOLLYWOOD AVENUE","Bronx","NY","Bronx","10465","2023-03-07T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-11-25T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.826519246641","-73.818414944277","210","13","015800","2077130","2054380001","BX52","2"
"40541009","J.H.S. 008 RICHARD S. GROSSLEY, THE EMERSON SCHOOL, YORK EARLY COLLEGE ACADEMY","10835","167 STREET","JAMAICA","NY","Queens","11433","2023-01-18T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-01T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","40.697181697316","-73.787191675506","412","27","025800","4216655","4101780001","QN01","4"
"41570126","TALMUD TORAH OHR MOSHE","1774","58 STREET","Brooklyn","NY","Brooklyn","11204","2023-01-11T00:00:00.000","TOLMUD TORAH OHR MOSHE","2021-06-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)",,,,"40.623598797211","-73.986815527712","312","44","024400","3131451","3055040037","BK88","3"
"50125698","BRONX CHARTER SCHOOL FIR EXCELLENCE 4","4300","MURDOCK AVENUE","Bronx","NY","Bronx","10466","2022-10-25T00:00:00.000","RED RABBIT LLC","2022-10-25T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)",,,,"40.897649040256","-73.842614482123","212","12","044400","2087387","2050600001","BX62","2"
"40541034","INTERNATIONAL HIGH SCHOOL FOR HEALTH, NEWTOWN HIGH SCHOOL","4801","90 STREET","ELMHURST","NY","Queens","11373","2023-02-02T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-24T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.741114544846","-73.874720568079","404","25","046100","4045629","4018490001","QN29","4"
"50014295","SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES & THE ARTS (SBCSICA)","164","BRUCKNER BLVD","BRONX","NY","Bronx","10454","2022-12-06T00:00:00.000","SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURE","2022-03-30T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","40.803036948577","-73.918035052477","201","08","001900","2003585","2025460027","BX39","2"
"50037660","RENAISSANCE CHARTER SCHOOL","3559","81ST ST","JACKSON HEIGHTS","NY","Queens","11372","2022-12-07T00:00:00.000","RENAISSANCE CHARTER SCHOOL","2022-12-07T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","CH","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","40.751303427413","-73.885532693684","403","25","028300","4029691","4012810038","QN28","4"
"41372386","THE ACTIVE LEARNING ELEMENTARY SCHOOL","13720","FRANKLIN AVENUE","FLUSHING","NY","Queens","11355","2022-11-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-15T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.754646974956","-73.826758121769","407","20","079701","4541682","4051370043","QN22","4"
"50074425","YESHIVAH TIFERES TORAH","27","SKILLMAN STREET","Brooklyn","NY","Brooklyn","11205","2023-01-12T00:00:00.000","ACH TOV V'CHESED","2021-06-17T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","40.697818811883","-73.957748112628","303","33","123700","3054228","3018860014","BK75","3"
"50067616","ST LUKES SCHOOL","487","HUDSON STREET","New York","NY","Manhattan","10014","2022-11-09T00:00:00.000","CATER TO YOU, INC.","2022-03-11T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","A","20D","“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","40.732514797852","-74.006498414225","102","03","006900","1067305","1006050031","MN23","1"
"40737415","TOMER DVORA SCHOOL","4500","9 AVENUE","Brooklyn","NY","Brooklyn","11220","2023-01-13T00:00:00.000","CONGREGATION KHAL CHASIDEI SKWERE - TOMER DVORA SCHOOL","2022-03-02T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.642497377334","-73.998691987932","312","38","009400","3337205","3007510048","BK34","3"
"50041964","CHASIDEI BELZ BETH MALKA","54","AVENUE O","Brooklyn","NY","Brooklyn","11204","2022-12-14T00:00:00.000","CONGREGATION CHASIDEI BELZ BETH MALKA","2022-06-16T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10I","Single service item reused, improperly stored, dispensed; not used when required.","40.610280632425","-73.983230981073","311","44","043000","3174150","3065970006","BK29","3"
"41398644","CARL C. ICAHN CHARTER MIDDLE SCHOOL","1506","BROOK AVENUE","Bronx","NY","Bronx","10457","2022-12-01T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-04-01T00:00:00.000","2531","FSE (Private School Cafeteria)","C","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","40.838554908737","-73.9050493874","203","16","016900","2115595","2028950068","BX01","2"
"50045081","PS 112 LEFFERTS PARK ANNEX","7301","15 AVENUE","Brooklyn","NY","Brooklyn","11228","2022-12-22T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-05-03T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.618711079647","-74.001898280363","311","43","018800","3253521","3062020006","BK28","3"
"40543711","P.S. 107, ICAHN CHARTER SCHOOL 7 ANNEX","1695","SEWARD AVENUE","Bronx","NY","Bronx","10473","2023-03-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-21T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.818460161431","-73.86837103894","209","18","002000","2021972","2035910050","BX09","2"
"50073516","MEOR HATORAH","1069","38 STREET","Brooklyn","NY","Brooklyn","11219","2022-12-29T00:00:00.000","MEOR HATORAH","2022-12-29T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","40.644204260602","-73.990692336256","312","39","011000","3341296","3052890059","BK34","3"
"40543744","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL, M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHN","360","EAST  145 STREET","Bronx","NY","Bronx","10454","2023-01-18T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-02-10T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.8139766923","-73.920781600088","201","08","004300","2097038","2023060054","BX39","2"
"40541043","FLUSHING HIGH SCHOOL","3501","UNION STREET","FLUSHING","NY","Queens","11354","2023-02-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-28T00:00:00.000","2530","FSE (Public School Cafeteria)","C","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","40.765158378239","-73.827889487092","407","20","116100","4113172","4050020001","QN22","4"
"40541820","J.H.S. 234 ARTHUR W. CUNNINGHAM","1875","EAST   17 STREET","Brooklyn","NY","Brooklyn","11229","2023-03-17T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-08T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.604212718884","-73.955484763944","315","48","055800","3184057","3068210244","BK44","3"
"40542036","P.S. 295, NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS","330","18 STREET","Brooklyn","NY","Brooklyn","11215","2022-09-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-25T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.660969156199","-73.9882967058","307","38","014700","3331274","3008800001","BK32","3"
"40540730","P.S. 153 MASPETH ELEM","6002","60 LANE","MASPETH","NY","Queens","11378","2023-03-17T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-03-17T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04M","Live roaches in facility's food or non-food area.","40.716601539267","-73.903669019038","405","30","059900","4060987","4027320018","QN30","4"
"40542496","I.S. 318 EUGENIO MARIA DE HOSTOS","101","WALTON STREET","Brooklyn","NY","Brooklyn","11206","2023-02-08T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-15T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.702492287575","-73.948869309276","301","33","050900","3061328","3022460001","BK72","3"
"40735955","YESHIVA YESODA HATORAH","1350","50 STREET","Brooklyn","NY","Brooklyn","11219","2023-02-14T00:00:00.000","YESHIVA YESODE HATORAH","2022-02-28T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.633779648603","-73.991590909579","312","44","023600","3138076","3056490027","BK88","3"
"41375376","AL-NOOR SCHOOL","675","4 AVENUE","Brooklyn","NY","Brooklyn","11232","2022-12-07T00:00:00.000","BROOKLYN CULTURAL CENTER OF NEW YORK INC.","2022-03-09T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","40.662770243944","-73.995598980751","307","38","014500","3336817","3006400001","BK32","3"
"40541901","HARVEST COLLEGIATE HIGH SCHOOL, P721M @ LEGACY HS","34","WEST   14 STREET","New York","NY","Manhattan","10011","2023-02-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-04T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.736511243681","-73.994857969002","102","03","006300","1009713","1005770019","MN23","1"
"40759129","ST. CHRISTOPHER OTTILIE SCHOOL","8570","148 STREET","JAMAICA","NY","Queens","11435","2023-02-08T00:00:00.000","WHITSONS FOOD SERVICE CORP","2022-12-05T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.709010757339","-73.81010483911","408","24","023200","4448763","4097240067","QN35","4"
"50067616","ST LUKES SCHOOL","487","HUDSON STREET","New York","NY","Manhattan","10014","2022-11-09T00:00:00.000","CATER TO YOU, INC.","2022-11-09T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)",,,,"40.732514797852","-74.006498414225","102","03","006900","1067305","1006050031","MN23","1"
"40541300","P.S. Q004","19635","PECK AVENUE","FRESH MEADOWS","NY","Queens","11365","2023-03-23T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-03-23T00:00:00.000","2530","FSE (Public School Cafeteria)","CH","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","40.741739508229","-73.779459628485","408","23","134700","4153407","4071280010","QN41","4"
"50105986","NEW WORLD PREPARATORY SCHOOL","351","MORNINGSTAR ROAD","NULL","NY","Staten Island","10303","2023-01-17T00:00:00.000","New World Preparatory Charter School","2022-04-12T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.630086866015","-74.147269865977","501","49","024700","5107102","5011360063","SI28","5"
