"fiscal_year","system_code","location_code","location_name","beds_number","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","admin_district_location_code","administrative_district_name","community_school_sup_name","field_support_center_name","field_support_center_leader","school_support_team_name","school_support_team_leader","highschool_network_location","highschool_network_name","highschool_network","geocoded_column"
"2019","331400011477","K477","East Williamsburg Scholars Academy","331400011477","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1999-07-01T00:00:00.000","Open","K450","850 GRAND STREET","NY","1001183","198368","40.711134","-73.938921","301","34","48500","3030160001","BK78","Bushwick South","Rosemary Vega","Principal","718-387-2800","718-387-3281","14","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.71113400000001 -73.938921)"
"2019","321100010087","X087","P.S. 087 Bronx","321100010087","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1931-07-01T00:00:00.000","Open","X087","1935 BUSSING AVENUE","NY","1026771","265658","40.895741","-73.846198","212","12","42800","2050180001","BX62","Woodlawn-Wakefield","DONNA ANAMAN","Principal","718-324-5188","718-325-1148","11","X10C","COMMUNITY SCHOOL DISTRICT 11","VAUGHAN, CRISTINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 9- Bronx",,,,,"POINT (40.895741 -73.846198)"
"2019","320900011517","X517","Frederick Douglass Academy III Secondary School","320900011517","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2000-07-01T00:00:00.000","Open","X148","3630 THIRD AVENUE","NY","1010829","242956","40.833493","-73.903951","203","16","14701","2029250001","BX01","Claremont-Bathgate","JUMEL CARLOS","Principal","718-538-9726","718-538-9796","9","HS09",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 1- Bronx",,"HS09","HS Network 09 Superintendent Office","ALCOFF, MICHAEL","POINT (40.833493 -73.903951)"
"2019","332100010225","K225","P.S. K225 - The Eileen E. Zaglin","332100010225","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1928-07-01T00:00:00.000","Open","K225","1075 OCEAN VIEW AVENUE","NY","996512","150684","40.58026","-73.955856","313","48","61004","3087120056","BK19","Brighton Beach","Michael Cosmai","Principal","718-743-9793","718-743-7096","21","K03G","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South",,,,,"POINT (40.58026 -73.955856)"
"2019","331500011656","K656","Brooklyn High School of the Arts","331500011656","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2000-03-15T00:00:00.000","Open","K655","345 DEAN STREET","NY","989723","188459","40.683951","-73.980266","302","33","3900","3001920013","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","DANIEL VECCHIANO","Principal","718-855-2412","718-596-5027","15","K815","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","Field Support Center - Brooklyn North",,"School Support Team 5- Brooklyn North",,,,,"POINT (40.683951 -73.980266)"
"2019","331400010000","K814","District 14 Superintendent Office","331400010000","DOE","General Academic","Community School District",,,"1999-07-01T00:00:00.000","Open","K071","215 HEYWARD STREET","NY","997197","195765","40.703996","-73.953304","301","33","52900","3022270001","BK72","Williamsburg","WINNICKI, ALICJA","CSD Superintendent Acting","718-302-7600",,"14",,"THE CHANCELLOR'S DISTRICT 85",,,,,,,,,"POINT (40.703996 -73.953304)"
"2019","331500010447","K447","The Math & Science Exploratory School","331500010447","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2003-07-01T00:00:00.000","Open","K655","345 DEAN STREET","NY","989723","188459","40.683951","-73.980266","302","33","3900","3001920013","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Arin Rusch","I.A. Principal","718-330-9328","718-330-0944","15","K815","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","Field Support Center - Brooklyn North",,"School Support Team 5- Brooklyn North",,,,,"POINT (40.683951 -73.980266)"
"2019","331600860924","K649","La Cima Charter School","331600860924","Charter","General Academic","Elementary","0K,01,02,03,04,05","0K,01,02,03,04,05","2008-07-01T00:00:00.000","Open","K324","800 GATES AVENUE","NY","1003090","189930","40.68797","-73.932066","303","36","29300","3016360001","BK35","Stuyvesant Heights","Guerschmide Saint-Ange/Nisah Brinson","PRINCIPAL","718-443-2136","718-443-7291","16",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.68797 -73.932066)"
"2019","321200010316","X316","Kappa III","321200010316","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-08T00:00:00.000","Open","X129","2055 MAPES AVENUE","NY","1015591","247565","40.846128","-73.886721","206","15","37100","2031090001","BX17","East Tremont","Jean Colon","Principal","718-561-3580","718-561-3719","12","X812","COMMUNITY SCHOOL DISTRICT 12","ROSADO, JACQUELINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 5- Bronx",,,,,"POINT (40.846128 -73.886721)"
"2019","332000010187","K187","The Christa McAuliffe School\I.S. 187","332000010187","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1994-04-12T00:00:00.000","Open","K486","1171 65 STREET","NY","983172","168048","40.627929","-74.003883","310","38","21200","3057450029","BK30","Dyker Heights","JUSTIN BERMAN","Principal","718-236-3394","718-236-3638","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.627929 -74.003883)"
"2019","310200011419","M419","Landmark High School","310200011419","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1996-06-05T00:00:00.000","Open","M440","351 WEST  18 STREET","NY","983546","210120","40.743407","-74.00254","104","3","8900","1007420007","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","Caron Pinkus","Principal","212-647-7410","212-647-7416","2","HS12",,,"Affinity Group",,"School Support Team 5- Affinity Group",,"HS12","H.S. Network 12 Superintendent Office","PELLES, KATHY","POINT (40.743407 -74.00254)"
"2019","321100010108","X108","P.S. 108 Philip J. Abinanti","321100010108","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1938-07-01T00:00:00.000","Open","X108","1166 NEILL AVENUE","NY","1024957","250593","40.8547","-73.8532","211","13","28800","2042750001","BX49","Pelham Parkway","CHARLES SPERRAZZA","Principal","718-863-9829","718-828-1712","11","X10C","COMMUNITY SCHOOL DISTRICT 11","VAUGHAN, CRISTINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 10- Bronx",,,,,"POINT (40.8547 -73.8532)"
"2019","320700011259","X259","H.E.R.O. High (Health, Education, and Research Occ","320700011259","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12,13,14","2013-07-01T00:00:00.000","Open","X655","455 SOUTHERN BLVD","NY","1009848","234640","40.810671","-73.907528","201","8","3500","2025760026","BX39","Mott Haven-Port Morris","Kristin Cahill Garcia","Principal","718-585-8013","718-585-8019","7","HS03",,,"Affinity Group",,"School Support Team 1- Affinity Group",,"HS03","HS Network 03 Superintendent Office","WALSH, FRED","POINT (40.810671 -73.907528)"
"2019","332000010310","K310","The School For Future Leaders","332000010310","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2010-07-01T00:00:00.000","Open","K310","942 62ND STREET","NY","982157","169581","40.632143","-74.007533","310","38","12000","3057290024","BK34","Sunset Park East","Yuqing Hong","Principal","718-491-7670","718-765-4635","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.632143 -74.007533)"
"2019","310400010171","M171","P.S. 171 Patrick Henry","310400010171","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1900-07-01T00:00:00.000","Open","M171","19 EAST 103 STREET","NY","997700","227938","40.792302","-73.951425","111","8","16800","1016090007","MN33","East Harlem South","DIMITRES PANTELIDIS","Principal","212-860-5801","212-860-6079","4","M804","COMMUNITY SCHOOL DISTRICT 04","ESTRELLA, ALEXANDRA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.792302 -73.951425)"
"2019","321100010194","X194","P.S./M.S. 194","321100010194","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2003-07-01T00:00:00.000","Open","X194","2365 WATERBURY AVENUE","NY","1026700","243677","40.83541","-73.846594","210","18","9600","2038340070","BX59","Westchester-Unionport","Rosa Sifuentes-Rosado","Principal","718-892-5270","718-892-2495","11","X10C","COMMUNITY SCHOOL DISTRICT 11","VAUGHAN, CRISTINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 10- Bronx",,,,,"POINT (40.83541 -73.846594)"
"2019","321000010447","X447","Creston Academy","321000010447","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2009-07-01T00:00:00.000","Open","X079","125 EAST 181 STREET","NY","1011045","250915","40.855337","-73.903139","205","14","23704","2031700001","BX40","Fordham South","Mellissa Miller","Principal","718-367-5035","718-367-5176","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 3- Bronx",,,,,"POINT (40.855337 -73.90313900000001)"
"2019","310400010083","M083","P.S. 083 Luis Munoz Rivera","310400010083","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1964-07-01T00:00:00.000","Open","M083","219 EAST 109 STREET","NY","1000322","228326","40.793363","-73.941955","111","8","18000","1016590012","MN34","East Harlem North","FRANCES CASTILLO","Principal","212-860-5847","212-860-6073","4","M804","COMMUNITY SCHOOL DISTRICT 04","ESTRELLA, ALEXANDRA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.793363 -73.941955)"
"2019","321100010000","X10C","District 11 Superintendent Office","321100010000","DOE","General Academic","Community School District",,,"1999-07-01T00:00:00.000","Open","X121","2750 THROOP AVENUE","NY","1025597","254993","40.866474","-73.85051","211","13","34800","2045260001","BX31","Allerton-Pelham Gardens","VAUGHAN, CRISTINE","CSD Superintendent","718-519-2620",,"11",,"THE CHANCELLOR'S DISTRICT 85",,,,,,,,,"POINT (40.866474 -73.85051)"
"2019","331700011600","K600","Clara Barton High School","331700011600","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","1940-07-01T00:00:00.000","Open","K600","901 CLASSON AVENUE","NY","995155","183307","40.669805","-73.960689","309","35","21300","3011870001","BK63","Crown Heights South","RICHARD FORMAN","Principal","718-636-4900","718-857-3688","17","HS06",,,"Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South",,"HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","POINT (40.669805 -73.960689)"
"2019","310300860881","M861","Future Leaders Institute Charter School","310300860881","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2001-07-01T00:00:00.000","Open","M144","134 WEST 122 STREET","NY","998539","232949","40.806055","-73.948385","110","9","22000","1019060011","MN11","Central Harlem South","John Harrison York/Jody Flowers","PRINCIPAL","212-678-2868","212-666-2749","3",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.806055 -73.948385)"
"2019","321200010273","X273","Frederick Douglass Academy V. Middle School","321200010273","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-08T00:00:00.000","Open","X057","2111 CROTONA AVENUE","NY","1014963","248519","40.848748","-73.888987","206","15","37300","2030810026","BX17","East Tremont","Michael Loughren","I.A. Principal","718-561-1617","718-561-2184","12","X812","COMMUNITY SCHOOL DISTRICT 12","ROSADO, JACQUELINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 5- Bronx",,,,,"POINT (40.848748 -73.888987)"
"2019","331500010821","K821","Sunset Park Prep","331500010821","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","K136","4004 4 AVENUE","NY","982142","176864","40.652127","-74.007596","307","38","8200","3007130020","BK32","Sunset Park West","Jennifer Spalding","Principal","718-840-1951","718-840-1962","15","K815","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","Field Support Center - Brooklyn North",,"School Support Team 5- Brooklyn North",,,,,"POINT (40.65212700000001 -74.007596)"
"2019","331500010131","K131","P.S. 131 Brooklyn","331500010131","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1901-07-01T00:00:00.000","Open","K131","4305 FT HAMILTON PARKWAY","NY","986124","172711","40.640728","-73.993247","312","39","22400","3056030001","BK88","Borough Park","STAMATINA HATZIMICHALIS","I.A. Principal","718-431-1960","718-431-1970","15","K815","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","Field Support Center - Brooklyn North",,"School Support Team 5- Brooklyn North",,,,,"POINT (40.640728 -73.993247)"
"2019","310200010412","M412","N.Y.C. Lab School for Collaborative Studies","310200010412","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1999-07-01T00:00:00.000","Open","M070","333 WEST  17 STREET","NY","983634","209794","40.742512","-74.002222","104","3","8300","1007410010","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","BROOKE JACKSON","Principal","212-691-6119","212-691-2147","2","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.742512 -74.002222)"
"2019","331600011688","K688","The Brooklyn Academy of Global Finance","331600011688","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","K057","125 STUYVESANT AVENUE","NY","1003037","191204","40.691467","-73.932254","303","36","29100","3016160001","BK35","Stuyvesant Heights","Dannielle Darbee","Principal","718-574-3126","718-574-3681","16","K816","COMMUNITY SCHOOL DISTRICT 16","AMON, RAHESHA","Field Support Center - Brooklyn North",,"School Support Team 4- Brooklyn North",,,,,"POINT (40.691467 -73.932254)"
"2019","310200010896","M896","Lower Manhattan Community Middle School","310200010896","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M282","26 BROADWAY","NY","980671","196282","40.705688","-74.013303","101","1","900","1000220013","MN25","Battery Park City-Lower Manhattan","KELLY MCGUIRE","Principal","646-826-8100","646-826-8101","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan",,,,,"POINT (40.705688 -74.013303)"
"2019","310200010011","M011","P.S. 011 William T. Harris","310200010011","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1925-07-01T00:00:00.000","Open","M011","320 WEST  21 STREET","NY","984044","210404","40.744186","-74.000743","104","3","8900","1007440024","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","ROBERT BENDER","Principal","212-929-1743","212-989-7816","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan",,,,,"POINT (40.744186 -74.000743)"
"2019","331300011595","K595","Bedford Academy High School","331300011595","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2003-07-01T00:00:00.000","Open","K994","1119 BEDFORD AVENUE","NY","997093","189021","40.685486","-73.953692","303","36","24300","3018120001","BK75","Bedford","ADOFO MUHAMMAD","Principal","718-398-3061","718-636-3819","13","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.685486 -73.95369200000002)"
"2019","320700010031","X031","P.S./M.S. 031 The William Lloyd Garrison","320700010031","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1899-09-01 00:00:00.000","Open","X151","250 EAST 156 STREET","NY","1006076","238973","40.822574","-73.92114","204","17","6100","2024430190","BX14","East Concourse-Concourse Village","William Hewlett","I.A. Principal","718-292-4397","718-292-4399","7","X807","COMMUNITY SCHOOL DISTRICT 07","ALVAREZ, RAFAEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 6- Bronx",,,,,"POINT (40.822574 -73.92114)"
"2019","331900010089","K089","P.S. 089 Cypress Hills","331900010089","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1997-09-01T00:00:00.000","Open","K814","265 WARWICK STREET","NY","1015673","186204","40.677707","-73.886712","305","37","117000","3039520047","BK82","East New York","IRENE LEON","Principal","718-964-1180","718-964-1185","19","K819","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","Field Support Center - Brooklyn North",,"School Support Team 6- Brooklyn North",,,,,"POINT (40.677707 -73.886712)"
"2019","332100011540","K540","John Dewey High School","332100011540","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1969-07-01T00:00:00.000","Open","K540","50 AVENUE X","NY","989270","153527","40.58807","-73.981925","313","47","30800","3071850020","BK26","Gravesend","CONNIE HAMILTON","Principal","718-373-6400","718-266-4385","21","HS06",,,"Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South",,"HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","POINT (40.58807 -73.981925)"
