"bin","housenumber","streetname","borough","cbno","job_number","workpermitnumber","ahv_permit_number","ahvpermitstatus","variancetype","reasonforvariance","variance_start_date_time","variance_end_date_time","residence_200ft","enclosed_work","demolition","crane_use","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"1046252","510","EAST   62 STREET","MANHATTAN","108",,"M00519311-I1-GC, M00489527-I1-MS, M00481047-I1-ST","M6123209","AHV Permit Issued","Initial","Public Safety","2022-04-12T19:00:00.000","2022-04-13T03:30:00.000","true","true","false","false","40.760459","-73.958196","8","5","10602","1014740040","Lenox Hill-Roosevelt Island"
"1015265","1407","BROADWAY","MANHATTAN","105",,"M00724157-I1-GC","M7087514","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-19T18:00:00.000","2022-05-20T00:30:00.000","false","true","true","false","40.753439","-73.987151","5","3","113","1008140015","Midtown-Midtown South"
"1083228","235","EAST 95 STREET","MANHATTAN","108",,"M00426139-I1-SH","M7582892","AHV Permit Issued","Renewal","Public Safety","2021-06-12T08:00:00.000","2021-06-12T17:00:00.000","true","false","false","false","40.784035","-73.948666","8","5","15601","1015410021","Yorkville"
"1035360","335","MADISON AVENUE","MANHATTAN","105","M00097273-I1","M00097273-I1-FN","M4731477","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2019-02-11T21:00:00.000","2019-02-12T06:00:00.000","true","false","false","false","40.753715","-73.9786","5","4","94","1012780020","Midtown-Midtown South"
"1016046","4","WEST   40 STREET","MANHATTAN","105",,"M00518635-I1-GC","M2348622","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-08-04T18:00:00.000","2021-08-04T22:00:00.000","true","true","false","false","40.752324","-73.982145","5","4","84","1008410049","Midtown-Midtown South"
"1082816","388","GREENWICH STREET","MANHATTAN","101",,"M00246311-I1-ST, 123344522-01-EW-OT, 123344522-02-EW-MH, 123344522-03-EW-OT","M7134242","AHV Permit Issued","Initial","Public Safety","2021-02-09T18:00:00.000","2021-02-10T00:00:00.000","true","true","false","false","40.720659","-74.010098","1","1","39","1002160001","SoHo-TriBeCa-Civic Center-Little Italy"
"1086515","462","1 AVENUE","MANHATTAN","106",,"M00610202-S1-MS","M3289680","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-12-28T18:00:00.000","2021-12-29T06:59:00.000","false","true","false","false","40.739497","-73.976624","6","4","62","1009620100","Murray Hill-Kips Bay"
"1001409","100","CHURCH STREET","MANHATTAN","101",,"M00620298-I1-GC, M00620075-I1-GC, M00619642-I1-GC","M3707745","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-12-21T18:00:00.000","2021-12-22T06:00:00.000","false","true","true","false","40.712968","-74.00949","1","1","21","1001250020","SoHo-TriBeCa-Civic Center-Little Italy"
"1012268","601","WEST   26 STREET","MANHATTAN","104",,"M00447840-I1-GC","M3161889","Approved","Initial","Construction activities with minimal noise impact","2021-08-14T07:00:00.000","2021-08-14T19:00:00.000","true","true","true","false","40.750934","-74.005955","4","3","99","1006720001","Hudson Yards-Chelsea-Flatiron-Union Square"
"3257036","340","HUDSON WALK","BROOKLYN","302",,"B00325154-I1-SH, B00325291-I1-FN, B00352327-I1-SF","B4999723","AHV Permit Issued","Renewal","Public Safety","2021-12-05T08:00:00.000","2021-12-05T18:00:00.000","true","false","false","false","40.694185","-73.98163","2","35","15","3020500001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"5018478","2140","VICTORY BOULEVARD","STATEN ISLAND","501",,"S00562371-I1-GC","S3394173","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-04-23T08:00:00.000","2022-04-23T18:00:00.000","true","true","false","false","40.612304","-74.134639","1","50","18901","5007300004","Westerleigh"
"1015862","350","FIFTH AVENUE","MANHATTAN","105",,"M00492912-I1-GC","M4827207","AHV Permit Issued","Initial","Public Safety","2021-09-20T18:00:00.000","2021-09-21T02:00:00.000","true","true","true","false","40.748276","-73.98469","5","4","76","1008350041","Midtown-Midtown South"
"1087268","1","BRYANT PARK","MANHATTAN","105",,"M00483761-I1-GC","M8658616","AHV Permit Issued","Initial","Public Safety","2021-06-14T18:00:00.000","2021-06-15T02:00:00.000","true","true","true","false","40.755182","-73.98388","5","4","119","1009950033","Midtown-Midtown South"
"1036152","122","EAST   42 STREET","MANHATTAN","105",,"M00568680-I1-GC","M3577959","AHV Permit Issued","Initial","Public Safety","2021-10-27T18:00:00.000","2021-10-28T02:00:00.000","false","true","true","false","40.751601","-73.97645","5","4","80","1012960014","Murray Hill-Kips Bay"
"1080258","52","GANSEVOORT STREET","MANHATTAN","102",,"M00526226-I1-GC, M00516355-I1-MS","M4201078","AHV Permit Issued","Initial","Public Safety","2022-05-07T07:00:00.000","2022-05-07T17:00:00.000","true","true","false","false","40.739389","-74.006928","2","3","79","1006430049","West Village"
"1026318","10","COLUMBUS CIRCLE","MANHATTAN","104",,"123874682-01-EW-OT, 123874682-02-EW-OT, M00319816-I1-MS, 123874691-01-EW-OT, 123874691-02-EW-OT, M00319288-I1-MS","M5695239","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-02-22T18:00:00.000","2021-02-22T22:00:00.000","true","true","false","false","40.768244","-73.982339","4","3","145","1010497501","Lincoln Square"
"1016047","452","FIFTH AVENUE","MANHATTAN","105",,"M00573553-I1-GC","M6962491","AHV Permit Issued","Renewal","Public Safety","2021-11-11T18:00:00.000","2021-11-12T02:00:00.000","true","true","true","false","40.752335","-73.982416","5","4","84","1008410049","Midtown-Midtown South"
"1036460","345","PARK AVENUE","MANHATTAN","105",,"M00616956-I1-MS","M3106237","AHV Permit Issued","Initial","Public Safety","2022-01-05T18:00:00.000","2022-01-06T07:00:00.000","true","true","false","false","40.758171","-73.973246","5","4","100","1013060001","Turtle Bay-East Midtown"
"1087142","237","WEST   42 STREET","MANHATTAN","105",,"M00474858-I1-SH","M4421906","AHV Permit Issued","Initial","Public Safety","2021-03-17T18:00:00.000","2021-03-18T06:00:00.000","true","false","false","false","40.756785","-73.988702","5","3","119","1010140001","Midtown-Midtown South"
"1016047","452","5 AVENUE","MANHATTAN","105","M00063820-I1","M00063820-I1-SH","M9943643","AHV Permit Rejected","Initial","Public Safety","2019-05-04T06:00:00.000","2019-05-04T18:00:00.000","false","true","false","false","40.752335","-73.982416","5","4","84","1008410049","Midtown-Midtown South"
"1015862","350","5 AVENUE","MANHATTAN","105",,"M00608774-I1-FN","M1134412","AHV Permit Issued","Initial","Public Safety","2021-11-14T20:00:00.000","2021-11-15T05:00:00.000","true","false","false","false","40.748276","-73.98469","5","4","76","1008350041","Midtown-Midtown South"
"1006421","335","EAST    9 STREET","MANHATTAN","103",,"M00475829-I1-GC","M5602008","AHV Permit Issued","Initial","Public Safety","2021-07-10T09:00:00.000","2021-07-10T17:00:00.000","true","true","false","false","40.728797","-73.986304","3","2","40","1004510044","East Village"
"1086068","360","MADISON AVENUE","MANHATTAN","105",,"M00610998-I1-GC","M6693626","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-09T18:00:00.000","2022-06-10T02:00:00.000","true","true","false","false","40.755024","-73.978318","5","4","94","1012817501","Midtown-Midtown South"
"4031853","42-00","72 STREET","QUEENS","402",,"Q00616562-I1-FN","Q2576782","AHV Permit Issued","Renewal","City Construction Project","2022-09-15T18:00:00.000","2022-09-16T00:00:00.000","true","false","false","false","40.742633","-73.892805","2","26","483","4013490028","Elmhurst-Maspeth"
"1035355","521","5 AVENUE","MANHATTAN","105",,"M00377425-I1-SH","M8540132","AHV Permit Issued","Initial","Public Safety","2020-12-04T18:00:00.000","2020-12-05T06:00:00.000","true","false","false","false","40.754078","-73.979935","5","4","94","1012780001","Midtown-Midtown South"
"1000880","80","PINE STREET","MANHATTAN","101",,"M00503356-I1-GC","M2961177","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-10-15T19:00:00.000","2021-10-16T06:00:00.000","true","true","false","false","40.705892","-74.007181","1","1","7","1000390012","Battery Park City-Lower Manhattan"
"1007825","160","VARICK STREET","MANHATTAN","102",,"M00572050-I1-GC","M1862574","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-10-07T18:00:00.000","2021-10-08T02:00:00.000","true","true","false","false","40.726615","-74.005617","2","3","37","1005067501","SoHo-TriBeCa-Civic Center-Little Italy"
"1034196","1114","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00453723-I1-GC","M1962570","AHV Permit Issued","Initial","Public Safety","2021-08-27T18:00:00.000","2021-08-28T03:00:00.000","true","true","true","false","40.755352","-73.983732","5","4","96","1012580009","Midtown-Midtown South"
"1036474","601","LEXINGTON AVENUE","MANHATTAN","106",,"M00690203-I1-GC","M7731813","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2022-04-08T18:00:00.000","2022-04-08T22:00:00.000","true","false","false","false","40.758465","-73.970914","6","4","100","1013087501","Turtle Bay-East Midtown"
"3058187","9","METROTECH CENTER","BROOKLYN","302",,"B00539693-I1-GC","B5409886","AHV Permit Issued","Renewal","Public Safety","2021-10-08T18:00:00.000","2021-10-08T21:00:00.000","true","true","true","false","40.69486","-73.984674","2","33","15","3020470011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1035473","350","PARK AVENUE","MANHATTAN","105",,"M00532473-I1-GC","M1651650","AHV Permit Issued","Initial","Public Safety","2021-12-02T18:00:00.000","2021-12-03T00:00:00.000","true","true","false","false","40.758224","-73.973231","5","4","102","1012870033","Midtown-Midtown South"
"1015862","350","FIFTH AVENUE","MANHATTAN","105",,"M00581750-I1-GC","M8047916","AHV Permit Issued","Initial","Public Safety","2021-12-03T18:00:00.000","2021-12-04T02:00:00.000","true","true","true","false","40.748276","-73.98469","5","4","76","1008350041","Midtown-Midtown South"
"1071418","31","WEST   52 STREET","MANHATTAN","105",,"M00517182-I1-SH","M7334111","AHV Permit Issued","Renewal","Public Safety","2021-06-15T20:00:00.000","2021-06-16T07:00:00.000","true","false","false","false","40.760492","-73.977937","5","4","104","1012687501","Midtown-Midtown South"
"1090274","415","TENTH AVENUE","MANHATTAN","104",,"140979261-01-EW-OT, M00430853-I1-MS, 140981383-01-EW-OT, M00430382-I1-MS, 140981329-01-EW-OT","M4089206","AHV Permit Issued","Initial","Public Safety","2022-06-24T18:00:00.000","2022-06-25T07:00:00.000","true","true","false","false","40.754074","-73.999513","4","3","99","1007050039","Hudson Yards-Chelsea-Flatiron-Union Square"
"5070651","32","ELVERTON AVENUE","STATEN ISLAND","503",,"S00566613-I1-SF","S7633117","AHV Permit Issued","Initial","City Construction Project","2022-01-04T18:00:00.000","2022-01-04T23:30:00.000","true","false","true","false","40.557876","-74.155356","3","51","14608","5054440012","Great Kills"
"3049858","787","LAFAYETTE AVENUE","BROOKLYN","303",,"B00602631-I1-FN","B5416144","AHV Permit Issued","Renewal","City Construction Project","2022-02-01T18:00:00.000","2022-02-02T00:00:00.000","true","false","false","false","40.691037","-73.941342","3","36","281","3017870014","Stuyvesant Heights"
"1015583","200","FIFTH AVENUE","MANHATTAN","105",,"M00595029-I1-GC","M2849142","AHV Permit Issued","Initial","Public Safety","2022-01-10T18:00:00.000","2022-01-10T22:00:00.000","true","false","false","false","40.741865","-73.989365","5","3","58","1008250031","Hudson Yards-Chelsea-Flatiron-Union Square"
"4437281","8801","QUEENS BOULEVARD","QUEENS","404",,"Q00511068-I1-GC","Q2536054","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-08-10T19:00:00.000","2021-08-11T07:00:00.000","true","true","false","false","40.73515","-73.875284","4","25","473","4018437501","Elmhurst"
"1037986","757","THIRD AVENUE","MANHATTAN","106",,"M00647296-I1-GC","M6234458","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2022-02-04T18:00:00.000","2022-02-05T02:00:00.000","false","true","false","false","40.754035","-73.972056","6","4","90","1013210001","Turtle Bay-East Midtown"
"1022709","1271","AVENUE OF THE AMERICAS","MANHATTAN","105",,"140900960-01-EW-OT, 140909284-01-AL, M00344197-I1-ST, M00344310-I1-MS, M00344315-I1-MS","M4674969","AHV Permit Issued","Renewal","Public Safety","2021-02-24T18:00:00.000","2021-02-25T06:00:00.000","true","true","false","false","40.760289","-73.980157","5","4","131","1010030029","Midtown-Midtown South"
"1000880","80","PINE STREET","MANHATTAN","101",,"M00706571-I1-GC, M00706607-I1-MS","M4490432","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-02T18:00:00.000","2022-06-03T02:00:00.000","true","true","false","false","40.705892","-74.007181","1","1","7","1000390012","Battery Park City-Lower Manhattan"
"1076309","221","EAST   71 STREET","MANHATTAN","108",,"M00514065-I1-GC","M5441341","AHV Permit Rejected","Initial","Public Safety","2021-09-08T06:00:00.000","2021-09-08T07:00:00.000","true","false","false","false","40.768631","-73.960043","8","4","126","1014260035","Lenox Hill-Roosevelt Island"
"1026318","10","COLUMBUS CIRCLE","MANHATTAN","104","M00198048-I1","M00198048-I1-SH","M2263265","AHV Permit Issued","Initial","Public Safety","2019-10-28T20:00:00.000","2019-10-29T06:00:00.000","true","false","false","false","40.768244","-73.982339","4","3","145","1010497501","Lincoln Square"
"1085682","151","WEST 42 STREET","MANHATTAN","105",,"123898096-01-EW-OT, M00287698-I1-MS, M00302677-I1-MS, 123831504-01-EW-OT, 123831504-02-EW-OT","M4219493","AHV Permit Issued","Renewal","Public Safety","2021-10-02T18:00:00.000","2021-10-03T17:00:00.000","true","true","false","false","40.755478","-73.985598","5","4","119","1009950005","Midtown-Midtown South"
"1036151","125","PARK AVENUE","MANHATTAN","105",,"M00578958-I1-GC","M2711140","AHV Permit Issued","Initial","Public Safety","2021-10-22T18:00:00.000","2021-10-23T02:00:00.000","true","true","true","false","40.751681","-73.977677","5","4","80","1012960001","Murray Hill-Kips Bay"
"1071414","1166","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00511578-I1-GC, M00512010-I1-MS","M5357597","AHV Permit Issued","Initial","Public Safety","2022-02-05T06:00:00.000","2022-02-05T18:00:00.000","true","true","false","false","40.757004","-73.982526","5","4","96","1012617501","Midtown-Midtown South"
"1017019","2","PARK AVENUE","MANHATTAN","105",,"M00614460-I1-GC","M1762889","AHV Permit Issued","Initial","Public Safety","2022-02-05T07:00:00.000","2022-02-05T18:00:00.000","true","true","false","false","40.746077","-73.982092","5","2","74","1008620029","Midtown-Midtown South"
"3429328","450","GRAND AVENUE","BROOKLYN","302",,"B00710873-I1-FO","B5016643","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-11T18:00:00.000","2022-05-11T20:00:00.000","true","false","false","false","40.683115","-73.961767","2","35","201","3019810070","Clinton Hill"
"1001027","140","BROADWAY","MANHATTAN","101",,"M00591123-I1-GC","M8670296","AHV Permit Issued","Initial","Public Safety","2022-03-09T18:00:00.000","2022-03-10T02:00:00.000","true","false","true","false","40.709043","-74.010626","1","1","7","1000480001","Battery Park City-Lower Manhattan"
"3257042","28","FLEET WALK","BROOKLYN","302",,"B00352345-I1-SF, B00350023-I1-FN, B00350017-I1-SH","B3379977","AHV Permit Issued","Initial","Public Safety","2022-04-30T08:00:00.000","2022-04-30T20:00:00.000","true","false","false","false","40.695151","-73.981201","2","35","15","3020500001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"3002558","210","JORALEMON STREET","BROOKLYN","302",,"B00641149-I1-GC","B8958219","AHV Permit Issued","Initial","City Construction Project","2022-05-27T18:00:00.000","2022-05-28T02:30:00.000","false","true","false","false","40.692459","-73.990491","2","33","9","3002667501","Brooklyn Heights-Cobble Hill"
"4437132","79-01","BROADWAY","QUEENS","404",,"Q00477256-I1-GC","Q7501943","AHV Permit Issued","Initial","Public Safety","2021-04-14T18:00:00.000","2021-04-15T02:00:00.000","true","true","true","false","40.744416","-73.886097","4","25","267","4015000002","Elmhurst"
"1018015","17","LEXINGTON AVENUE","MANHATTAN","106",,"M00581696-I1-SH","M5720066","AHV Permit Issued","Initial","Public Safety","2021-11-27T07:00:00.000","2021-11-27T16:00:00.000","true","false","false","false","40.739405","-73.984808","6","2","68","1008780020","Gramercy"
