"borough","restaurantname","seatingchoice","legalbusinessname","businessaddress","restaurantinspectionid","issidewaycompliant","isroadwaycompliant","skippedreason","inspectedon","agencycode","postcode","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"Brooklyn","Drip Cafe LLC","both","Drip Cafe LLC","830 Rogers Ave","73537",,"Non-Compliant",,"2022-01-12T12:28:31.000","DOT","11226","40.650342","-73.952445","17","40","794","3117245","3051040097","Erasmus"
"Queens","The Grand","both","Grand Astoria INC","3701 30th ave","73538",,"Non-Compliant",,"2022-01-12T12:32:41.000","DOT","11103","40.764594","-73.916462","1","22","6502","4430956","4006610047","Astoria"
"Brooklyn","The Narrows","both","Que Bonita, Inc.","1037 Flushing Avenue","73539",,"Skipped Inspection","No Seating","2022-01-12T12:37:53.000","DOT","11237","40.703909","-73.930831","1","34","453","3070732","3030120029","Bushwick North"
"Brooklyn","The Narrows","both","Que Bonita, Inc.","1037 Flushing Avenue","73540",,"Pre-Suspension",,"2022-01-12T12:37:53.000","DOT","11237","40.703909","-73.930831","1","34","453","3070732","3030120029","Bushwick North"
"Manhattan","Sushi Jin","both","Sushi Jin Inc","316E 84 St","73542",,"Non-Compliant",,"2022-01-12T12:59:31.000","DOT","10028",,,,,,,,
"Brooklyn","The Rogers Garden","both","Swig BK Inc.","708 Rogers Avenue","73544",,"Non-Compliant",,"2022-01-12T13:16:27.000","DOT","11226","40.654245","-73.952867","17","40","822","3389798","3050650072","Prospect Lefferts Gardens-Wingate"
"Queens","Biskoti Bakery Cafe","both","The Bee Factory LLC","37-20 30th Ave.","73546",,"Skipped Inspection","No Seating","2022-01-12T13:21:40.000","DOT","11104","40.764526","-73.916361","1","22","63","4010592","4006590050","Astoria"
"Manhattan","Osteria Nando","both","Nacada LLC","1589  2nd Avenue","73547",,"Non-Compliant",,"2022-01-12T13:41:49.000","DOT","10028","40.775589","-73.953424","8","5","138","1048659","1015280024","Yorkville"
"Manhattan","JOSE LUIS","both","JOSELUIS CORP","186 AVENUE B","73548",,"Under Review",,"2022-01-12T13:44:09.000","DOT","10009","40.727816","-73.979225","3","2","34","1005181","1004050034","East Village"
"Queens","Butcher Bar","both","Butcher King Inc","37-10 30th Avenue","73549",,"Non-Compliant",,"2022-01-12T13:51:22.000","DOT","11103","40.764553","-73.916419","1","22","63","4010590","4006590046","Astoria"
"Manhattan","MEDAN PASAR","roadway","MEDAN PASAR LLC","102 EAST    7 STREET","73550",,"Skipped Inspection","No Seating","2022-01-12T13:53:54.000","DOT","10009","40.726636","-73.984948","3","2","32","1005781","1004340015","East Village"
"Manhattan","MEDAN PASAR","roadway","MEDAN PASAR LLC","102 EAST    7 STREET","73551",,"Skipped Inspection","No Seating","2022-01-12T13:54:01.000","DOT","10009","40.726636","-73.984948","3","2","32","1005781","1004340015","East Village"
"Manhattan","MEDAN PASAR","roadway","MEDAN PASAR LLC","102 EAST    7 STREET","73552",,"Pre-Suspension",,"2022-01-12T13:54:01.000","DOT","10009","40.726636","-73.984948","3","2","32","1005781","1004340015","East Village"
"Manhattan","The Penrose","sidewalk","Crown Alley LLC","1590 Second Avenue","73553",,"Non-Compliant",,"2022-01-12T13:56:41.000","DOT","10028","40.775605","-73.953388","8","5","138","1049875","1015450004","Yorkville"
"Manhattan","The Penrose","sidewalk","Crown Alley LLC","1590 Second Avenue","73556",,"Compliant",,"2022-01-12T13:59:07.000","DOT","10028","40.775605","-73.953388","8","5","138","1049875","1015450004","Yorkville"
"Manhattan","Bel-Fries","both","Annalee Schlossberg","132 Ludlow Street","73557",,"Non-Compliant",,"2022-01-12T14:05:25.000","DOT","10002","40.720247","-73.988257","3","1","3001","1005385","1004110075","Chinatown"
"Brooklyn","Trix","both","Trix Inc","145 Bedford Av","73561",,"Skipped Inspection","No Seating","2022-01-12T14:07:22.000","DOT","11211","40.719018","-73.956440","1","33","517","3061693","3023050001","North Side-South Side"
"Brooklyn","Trix","both","Trix Inc","145 Bedford Av","73562",,"Skipped Inspection","No Seating","2022-01-12T14:07:30.000","DOT","11211","40.719018","-73.956440","1","33","517","3061693","3023050001","North Side-South Side"
"Brooklyn","Trix","both","Trix Inc","145 Bedford Av","73563",,"Pre-Suspension",,"2022-01-12T14:07:30.000","DOT","11211","40.719018","-73.956440","1","33","517","3061693","3023050001","North Side-South Side"
"Manhattan","Bonjour Crepes & Wine","sidewalk","Elimor LLC","1585 2nd Avenue","73567",,"Compliant",,"2022-01-12T14:17:14.000","DOT","10028","40.775490","-73.953496","8","5","138","1048657","1015280022","Yorkville"
"Manhattan","Amura Japanese restaurant","both","Amura Japanese restaurant","1567  Second Avenue","73568",,"Compliant",,"2022-01-12T14:21:34.000","DOT","10028","40.774903","-73.953923","8","5","138","1048581","1015270123","Yorkville"
"Queens","Jujube Tree","sidewalk","Jujube Tree, Inc","3502 30th Avenue","73569",,"Skipped Inspection","No Seating","2022-01-12T14:57:28.000","DOT","11103","40.765326","-73.918064","1","22","63","4009927","4006500042","Astoria"
"Queens","CRAVE Astoria","both","VEM Group Corp","28-55 36th street","73570",,"Compliant",,"2022-01-12T15:15:47.000","DOT","11103","40.766310","-73.916330","1","22","6502","4009273","4006300048","Astoria"
"Brooklyn","Sinbad Seafood & Steak","both","Sinbad Restaurant Inc","7721 5th Avenue","73571",,"Cease and Desist",,"2022-01-12T15:19:46.000","DOT","11209","40.627754","-74.023334","10","43","136","3149880","3059620002","Bay Ridge"
"Manhattan","Dylan Murphy's","both","82nd street cafe inc","1453 1453 3rd ave","73572",,"Cease and Desist",,"2022-01-12T15:30:44.000","DOT","10028",,,,,,,,
"Queens","The Shady Lady","both","VEMC Group Corp","34-19 30th Avenue","73573",,"Cease and Desist",,"2022-01-12T15:52:15.000","DOT","11103","40.765672","-73.918760","1","22","6501","4009185","4006280141","Astoria"
"Brooklyn","HemoGCOs Spot 5","both","HEMOGCOS SPOT 5 LLC","6929 5 Avenue","73574",,"Cease and Desist",,"2022-01-12T15:52:51.000","DOT","11209","40.633157","-74.021127","10","43","130","3145774","3058740001","Bay Ridge"
"Manhattan","JACQUES BRASSERIE","both","BEARNOAH CORP","204  EAST 85TH STREET","73575",,"Non-Compliant",,"2022-01-12T16:17:20.000","DOT","10028","40.777963","-73.954090","8","5","14601","1048756","1015300045","Yorkville"
"Manhattan","Cafe du Soleil","both","Broadway 104 LLC","2723 Broadway","73576",,"Cease and Desist",,"2022-01-12T16:33:51.000","DOT","10025","40.799994","-73.968143","7","6","191","1056583","1018760007","Upper West Side"
"Brooklyn","haab Mexican restaurant","both","Naybi restaurant corp","396  396 6th Avenue","73577",,"Compliant",,"2022-01-12T16:47:22.000","DOT","11215",,,,,,,,
"Queens","Mochiron izakaya","both","Mochiron inc","3418 30th ave 1st floor","73578",,"Non-Compliant",,"2022-01-12T16:56:43.000","DOT","11103","40.765658","-73.918771","1","22","63","4009089","4006260047","Astoria"
"Brooklyn","Tortas Morelos","sidewalk","Morelos tortas inc","271 Bay Ridge Avenue","73579",,"Skipped Inspection","No Seating","2022-01-12T16:58:29.000","DOT","11220","40.635920","-74.026590","10","43","68","3145156","3058620055","Bay Ridge"
"Brooklyn","Tortas Morelos","sidewalk","Morelos tortas inc","271 Bay Ridge Avenue","73580",,"Pre-Suspension",,"2022-01-12T16:58:29.000","DOT","11220","40.635920","-74.026590","10","43","68","3145156","3058620055","Bay Ridge"
"Brooklyn","Park Asia","both","Parkville Corp","801 66th Street","73582",,"Skipped Inspection","On Private Property","2022-01-13T09:14:18.000","DOT","11220","40.631821","-74.012837","10","38","120","3142128","3057490001","Sunset Park East"
"Queens","Bar Dalia","both","TJR 31 INC.","33-17 31st Ave","73583",,"Non-Compliant",,"2022-01-13T09:20:31.000","DOT","11106","40.763484","-73.921665","1","22","63","4436882","4006250001","Astoria"
"Queens","Bareburger Astoria","both","3321 Astoria Inc.","33-21 31st Ave","73584",,"Compliant",,"2022-01-13T09:30:14.000","DOT","11106","40.763473","-73.921644","1","22","63","4436884","4006250001","Astoria"
"Brooklyn","Indigo MurphyGCOs","sidewalk","Hamilton Parkway Corp","7102 Fort Hamilton Pkwy","73585",,"Compliant",,"2022-01-13T09:37:39.000","DOT","11228","40.627657","-74.013693","10","43","132","3146986","3059010042","Dyker Heights"
"Queens","ENTHAICE THAI KITCHEN","both","MAHAPOCHANAHPHAN, INC","33-20 31ST AVENUE","73586",,"Non-Compliant",,"2022-01-13T09:47:16.000","DOT","11106","40.763459","-73.921655","1","22","61","4008904","4006230044","Astoria"
"Queens","Vite vinosteria","both","PCPG llc","31-05 34th street","73587",,"Non-Compliant",,"2022-01-13T09:59:48.000","DOT","11106","40.762775","-73.921414","1","22","61","4000000","4006240038","Astoria"
"Queens","Mom's Kitchen & Bar","both","Astoria Brick LLC","33-01 31st Avenue","73589",,"Compliant",,"2022-01-13T10:34:33.000","DOT","11102","40.763525","-73.921756","1","22","63","4009053","4006250108","Astoria"
"Queens","GANEY ORLY","roadway","E &amp; I ENTERPRISES CORP","6537 99 STREET","73591",,"Skipped Inspection","No Seating","2022-01-13T10:45:53.000","DOT","11374","40.728605","-73.855034","6","29","71304","4050929","4021160001","Forest Hills"
"Queens","Astori pizzeria","both","Fair Grocery Corp","32-04 30th ave","73592",,"Non-Compliant",,"2022-01-13T11:22:04.000","DOT","11102","40.766447","-73.920449","1","22","63","4008549","4006160034","Astoria"
"Manhattan","Mexicoma","both","229 Restaurant Group LLC","1633 2nd Avenue","73593",,"Under Review",,"2022-01-13T11:30:16.000","DOT","10028","40.777005","-73.952390","8","5","14601","1048743","1015300028","Yorkville"
"Brooklyn","Shibam Yemen Cafe","both","Shibam Yemen Cafe Corp","6801 5th ave","73594",,"Cease and Desist",,"2022-01-13T11:32:22.000","DOT","11220","40.634062","-74.020753","10","43","130","3145317","3058650010","Bay Ridge"
"Queens","BURGER CLUB","both","MZ RESTAURANT GROUP LLC","32-02 30 AVENUE","73595",,"Non-Compliant",,"2022-01-13T11:40:15.000","DOT","11102","40.766453","-73.920460","1","22","63","4008590","4006160133","Astoria"
"Queens","New York Bakery Cafe","both","DK BAKERS CORP","3206  30TH AVE","73596",,"Non-Compliant",,"2022-01-13T11:56:34.000","DOT","11102","40.766444","-73.920434","1","22","63","4008550","4006160035","Astoria"
"Queens","THE LAZY COW","both","BAYVIEW HOSPITALITY GROUP LLC.","4207 BELL BLVD","73597",,"Skipped Inspection","No Seating","2022-01-13T12:00:40.000","DOT","11361","40.762444","-73.770396","11","19","1467","4619986","4062980018","Bayside-Bayside Hills"
"Brooklyn","P.C.'s Bar and Grill","both","Pam's Bar Inc.","7215 5th Avenue","73599",,"Compliant",,"2022-01-13T12:39:54.000","DOT","11209","40.631510","-74.021797","10","43","130","3147454","3059100004","Bay Ridge"
"Manhattan","pearl diner","roadway","Pearl street diner","212 pearl street/ fletcher street","92763",,"Suspended and Deactivated",,"2022-11-28T23:59:27.000",,"10038",,,,,,,,
"Brooklyn","Bagel Villa","both","BVG BAGEL LLC","7221 5th Avenue","73600",,"Skipped Inspection","No Seating","2022-01-13T12:41:46.000","DOT","11209","40.631479","-74.021811","10","43","130","3147452","3059100002","Bay Ridge"
"Brooklyn","HAZAR TURKISH KEBAB","sidewalk","PEARL COMMERCE LLC","7224  5TH AVE.","73601",,"Cease and Desist",,"2022-01-13T13:11:04.000","DOT","11209","40.631466","-74.021840","10","43","130","3147421","3059090047","Bay Ridge"
"Queens","Duzan","both","Duzan corp","2411 Steinway St","73602",,"Cease and Desist",,"2022-01-13T13:22:15.000","DOT","11103","40.768674","-73.911074","1","22","141","4011504","4006860010","Astoria"
"Manhattan","SEL RROSE","both","DCB DELANCEY CORP","1 DELANCEY STREET","73603",,"Under Review",,"2022-01-13T14:08:05.000","DOT","10002","40.720242","-73.993820","3","1","18","1005662","1004240012","Chinatown"
"Manhattan","BREAD &amp; BUTTER","both","462 BKCS LTD","462 7 AVENUE","73604",,"Compliant",,"2022-01-13T14:20:29.000","DOT","10018","40.751754","-73.990075","5","3","109","1014429","1007850037","Midtown-Midtown South"
"Manhattan","Osteria Laura NYC","roadway","23 Winehouse LLC","1890 Adam Clayton Powell Jr. Blvd","73605",,"Compliant",,"2022-01-13T14:32:26.000","DOT","10026","40.802254","-73.953243","10","9","218","1055206","1018307503","Central Harlem South"
"Manhattan","Osteria Laura NYC","both","23 Winehouse LLC","1890 Adam Clayton Powell Jr. Blvd.","73606",,"Compliant",,"2022-01-13T14:35:54.000","DOT","10026","40.802254","-73.953243","10","9","218","1055206","1018307503","Central Harlem South"
"Brooklyn","JOHNNY PUMPS","roadway","PRX INC.","7518 5 AVENUE","73607",,"Compliant",,"2022-01-13T14:45:24.000","DOT","11209","40.629270","-74.022740","10","43","134","3148786","3059410046","Bay Ridge"
"Brooklyn","Grand Army Bar","both","State Street Ventures LLC","336 State Street","73608",,"Under Review",,"2022-01-13T14:50:53.000","DOT","11217","40.688273","-73.986247","2","33","41","3000647","3001770001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Brooklyn","Bean Post Pub","both","7525 Wild Rover Corp","7525  5th avenue","73609",,"Cease and Desist",,"2022-01-13T15:02:57.000","DOT","11209","40.629231","-74.022733","10","43","134","3148817","3059420001","Bay Ridge"
"Manhattan","L'Artusi","both","228 West 10th street LLC","228 10th Street","10537",,"Compliant",,"2020-07-15T15:00:17.000","DOT","10014",,,,,,,,
"Brooklyn","THE ROYAL RESTAURANT","both","FINIKI RESTAURANT, INC","7609 5 AVENUE","73610",,"Non-Compliant",,"2022-01-13T15:15:53.000","DOT","11209","40.628548","-74.023010","10","43","136","3149299","3059520007","Bay Ridge"
"Manhattan","CARNEGIE PIZZA","both","S AND J PIZZA GROUP INC","200 WEST   41 STREET","73611",,"Under Review",,"2022-01-13T16:52:24.000","DOT","10036","40.755547","-73.987876","5","3","113","1024649","1010127502","Midtown-Midtown South"
"Brooklyn","The Rogers Garden","both","Swig BK Inc.","708 Rogers Avenue","73612",,"Under Review",,"2022-01-13T17:00:28.000","DOT","11226","40.654245","-73.952867","17","40","822","3389798","3050650072","Prospect Lefferts Gardens-Wingate"
"Manhattan","ATTABOY","roadway","ATTABOY COCKTAILS LLC","134 ELDRIDGE ST","73613",,"For HIQA Review",,"2022-01-14T00:00:01.000",,"10009","40.718913","-73.991566","3","1","18","1005452","1004140001","Chinatown"
"Brooklyn","Kaffeine 231","sidewalk","KAFFEINE 231 CORP","231 BRIGHTON BEACH AVENUE","73614",,"For HIQA Review",,"2022-01-14T00:00:01.000",,"11235","40.576633","-73.966022","13","48","362","3244608","3086700041","Brighton Beach"
"Manhattan","Set les","both","JDMR 127 Ludlow","127 Ludlow St","73615",,"For HIQA Review",,"2022-01-14T00:00:01.000",,"10002","40.719797","-73.988510","3","1","18","1005312","1004100017","Chinatown"
"Manhattan","Trinity pub","both","229 cavan cork tavern inc","229 E 84th","73616",,"Non-Compliant",,"2022-01-14T10:00:25.000","DOT","10028",,,,,,,,
"Manhattan","ANITA GELATO","sidewalk","ANITA USA INC.","1561 2 AVENUE","73617",,"Compliant",,"2022-01-14T10:17:03.000","DOT","10028","40.774755","-73.954031","8","5","138","1048566","1015270021","Yorkville"
"Brooklyn","Mancinis wood-fired pizza","both","Mvm pizza llc","8504 5 ave","73618",,"Compliant",,"2022-01-14T10:26:23.000","DOT","11209","40.622028","-74.025770","10","43","138","3153165","3060350041","Bay Ridge"
"Manhattan","Miss Madeleine","both","La Mulatresse Corporation","400 East  82nd street","73619",,"Non-Compliant",,"2022-01-14T10:50:52.000","DOT","10028","40.774144","-73.950930","8","5","136","1050399","1015610045","Yorkville"
"Manhattan","BLUE MAIZ","both","606 8TH AVENUE RESTAURANT CORP","606 8 AVENUE","101172",,"Cease and Desist",,"2023-06-29T10:24:30.000","DOT","10018","40.755564","-73.990998","5","3","113","1014494","1007890004","Midtown-Midtown South"
"Manhattan","Quality Eats","both","Bacon & Bagels, LLC","1496  Second Avenue","73622",,"Compliant",,"2022-01-14T11:05:55.000","DOT","10075","40.772557","-73.955614","8","5","134","1045225","1014520049","Lenox Hill-Roosevelt Island"
"Brooklyn","Ruzana","sidewalk","Good Eats & Grocery Corp","486 85th Street","73624",,"Cease and Desist",,"2022-01-14T11:17:57.000","DOT","11209","40.622473","-74.026232","10","43","138","3153164","3060350040","Bay Ridge"
"Manhattan","AOC East","both","Harlem Sam Inc.","1590  First Avenue","73625",,"Non-Compliant",,"2022-01-14T11:26:56.000","DOT","10028","40.774682","-73.950966","8","5","136","1050444","1015620046","Yorkville"
"Queens","Viva Viva","both","C&S EATER-1 LLC","34-10  30th Ave","73626",,"Non-Compliant",,"2022-01-14T11:30:07.000","DOT","11103","40.765680","-73.918818","1","22","63","4009127","4006260144","Astoria"
"Manhattan","Le Pain Quotidien 83rd Street","both","APQ 1592 First Avenue NY, LLC","1592 First Avenue","73628",,"Non-Compliant",,"2022-01-14T11:46:17.000","DOT","10028","40.774731","-73.950930","8","5","136","1050443","1015620045","Yorkville"
"Queens","Tikka Indian Grill (Astoria)","both","BLKP Inc","34-14 30th ave","73629",,"Non-Compliant",,"2022-01-14T11:56:47.000","DOT","11103","40.765669","-73.918793","1","22","63","4009088","4006260046","Astoria"
"Manhattan","GINO'S PIZZA","both","VCM HOSPITALITY GROUP INC","345 E 83 ST","73630",,"Non-Compliant",,"2022-01-14T12:00:40.000","DOT","10028","40.775470","-73.952063","8","5","138","1049930","1015460021","Yorkville"
"Brooklyn","TACOS EL NOPAL","both","TACOS EL NOPAL CORP","8321  5th Avenue","73631",,"Cease and Desist",,"2022-01-14T12:00:42.000","DOT","11209","40.623373","-74.025123","10","43","142","3152520","3060190002","Bay Ridge"
"Queens","TU CASA RESTAURANT","both","TU CASA #2 RESTAURANT CORP","3010 STEINWAY STREET","73632",,"Non-Compliant",,"2022-01-14T12:16:26.000","DOT","11103","40.763331","-73.915464","1","22","155","4010653","4006600050","Astoria"
"Queens","KAL","both","Wooden Bench Inc","34-05 30th Avenue","73633",,"Non-Compliant",,"2022-01-14T12:18:53.000","DOT","11103","40.765710","-73.918840","1","22","6501","4009187","4006280146","Astoria"
"Manhattan","Jake's Dilemma","sidewalk","Third Avenue Restaurant Inc","430 Amsterdam","92960",,"Compliant",,"2022-12-06T09:24:21.000","DOT","10024",,,,,,,,
"Queens","PASTRIZIAS OF MASPETH","sidewalk","PATRIZIAS OF MASPETH LLC","69-35 GRAND AVE","85369",,"Under Review",,"2022-07-06T10:31:13.000","DOT","11378","40.726564","-73.894285","5","30","49302","4058569","4025010044","Maspeth"
"Brooklyn","Le Sajj Restaurant","sidewalk","Le Sajj Restaurant","8221 5th ave","73635",,"Cease and Desist",,"2022-01-14T12:27:56.000","DOT","11209","40.624104","-74.024827","10","43","142","3152155","3060090003","Bay Ridge"
"Queens","3407 30th Ave Rest Corp","both","94-07 30th Ave Rest Corp","34-07 30th Avenue","73636",,"Cease and Desist",,"2022-01-14T12:37:26.000","DOT","11103","40.765705","-73.918829","1","22","6501","4009180","4006280046","Astoria"
