"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2021 and 2022","1000630017","181 BROADWAY","MANHATTAN","10007",,"NO",,,"RETAIL","181","BROADWAY",,"MANHATTAN","10007","40.7102394","-74.009995","1","1","13","1001075","1000630017","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630018","179 BROADWAY","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","179","BROADWAY",,"MANHATTAN","10007","40.710179","-74.0100419","1","1","13","1001076","1000630018","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630021","173 BROADWAY","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","173","BROADWAY",,"MANHATTAN","10007","40.7100088","-74.0101861","1","1","13","1001079","1000630021","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630021","173 BROADWAY","MANHATTAN","10007",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","173","BROADWAY",,"MANHATTAN","10007","40.7100088","-74.0101861","1","1","13","1001079","1000630021","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630021","173 BROADWAY","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","173","BROADWAY",,"MANHATTAN","10007","40.7100088","-74.0101861","1","1","13","1001079","1000630021","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630021","173 BROADWAY","MANHATTAN","10007",,"NO",,,"RETAIL","173","BROADWAY",,"MANHATTAN","10007","40.7100088","-74.0101861","1","1","13","1001079","1000630021","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000640004","140 W Penn S","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","55","NASSAU STREET",,"MANHATTAN","10038","40.7090619","-74.0090534","1","1","15","1001081","1000640004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000640004","140 W Penn S","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","55","NASSAU STREET",,"MANHATTAN","10038","40.7090619","-74.0090534","1","1","15","1001081","1000640004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000640007","49 Nassau Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","49","NASSAU STREET",,"MANHATTAN","10038","40.7089521","-74.0092446","1","1","15","1001083","1000640007","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000640008","18 West 14th Street","MANHATTAN","10005",,"NO",,,"REAL ESTATE","53","LIBERTY STREET",,"MANHATTAN","10005","40.7088423","-74.0093816","1","1","15","1001084","1000640008","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000640012","150 BROADWAY","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","150","BROADWAY",,"MANHATTAN","10038","40.7091799","-74.0100742","1","1","15","1001087","1000640012","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000641101","170 BROADWAY","MANHATTAN","10038",,"NO",,,"RETAIL","170","BROADWAY","RET","MANHATTAN","10038","40.709532","-74.009833","1","1","15","1001088","1000641101","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650004","25 Maiden Lane","MANHATTAN","10038",,"NO",,,"OTHER","25","MAIDEN LANE",,"MANHATTAN","10038","40.7092733","-74.0088587","1","1","15","1001095","1000650004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650004","25 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"OTHER","25","MAIDEN LANE",,"MANHATTAN","10038","40.7092733","-74.0088587","1","1","15","1001095","1000650004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650004","59 Nassau Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","25","MAIDEN LANE",,"MANHATTAN","10038","40.7092733","-74.0088587","1","1","15","1001095","1000650004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650004","25 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"OTHER","25","MAIDEN LANE",,"MANHATTAN","10038","40.7092733","-74.0088587","1","1","15","1001095","1000650004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650006","21 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","21","MAIDEN LANE",,"MANHATTAN","10038","40.709405","-74.0089489","1","1","15","1001096","1000650006","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650006","21 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","21","MAIDEN LANE",,"MANHATTAN","10038","40.709405","-74.0089489","1","1","15","1001096","1000650006","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650007","15 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"RETAIL","15","MAIDEN LANE",,"MANHATTAN","10038","40.7095889","-74.0090427","1","1","15","1001097","1000650007","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650007","15 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","15","MAIDEN LANE",,"MANHATTAN","10038","40.7095889","-74.0090427","1","1","15","1001097","1000650007","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650010","9 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","9","MAIDEN LANE",,"MANHATTAN","10038","40.7096575","-74.0092627","1","1","15","1001098","1000650010","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650016","174 BROADWAY","MANHATTAN","10038",,"NO",,,"RETAIL","174","BROADWAY",,"MANHATTAN","10038","40.7097947","-74.009728","1","1","15","1001099","1000650016","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970010","104 South Street","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","156","BEEKMAN STREET",,"MANHATTAN","10038","40.7069817","-74.0022651","1","1","15","1001331","1000970010","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970013","150 BEEKMAN STREET","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","150","BEEKMAN STREET",,"MANHATTAN","10038","40.7069845","-74.0023949","1","1","15","1079103","1000970013","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970013","150 BEEKMAN STREET","MANHATTAN","10038",,"NO",,,"RETAIL","150","BEEKMAN STREET",,"MANHATTAN","10038","40.7069845","-74.0023949","1","1","15","1079103","1000970013","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970013","150 BEEKMAN STREET","MANHATTAN","10038",,"NO",,,"OTHER","150","BEEKMAN STREET",,"MANHATTAN","10038","40.7069845","-74.0023949","1","1","15","1079103","1000970013","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970018","217 Front Street","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","213","FRONT STREET",,"MANHATTAN","10038","40.707248","-74.0022831","1","1","15","1087524","1000970018","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970018","213 Front Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","213","FRONT STREET",,"MANHATTAN","10038","40.707248","-74.0022831","1","1","15","1087524","1000970018","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970024","225 Front Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","225","FRONT STREET",,"MANHATTAN","10038","40.7073797","-74.0020198","1","1","15","1001336","1000970024","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970026","229 Front Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","229","FRONT STREET",,"MANHATTAN","10038","40.7074483","-74.0018864","1","1","15","1079112","1000970026","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970035","230 Front street","MANHATTAN","10038",,"NO",,,"RETAIL","230","FRONT STREET",,"MANHATTAN","10038","40.7077283","-74.0021172","1","1","15","1001341","1000970035","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970043","212 FRONT STREET","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","212","FRONT STREET",,"MANHATTAN","10038","40.7073742","-74.0027051","1","1","15","1001343","1000970043","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000971201","220 Front Street","MANHATTAN","10038",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","220","FRONT STREET","RETL","MANHATTAN","10038","40.707608","-74.002359","1","1","15","1086561","1000971201","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000971201","224 Front Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","220","FRONT STREET","RETL","MANHATTAN","10038","40.707608","-74.002359","1","1","15","1086561","1000971201","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000971301","216 Front Street","MANHATTAN","10038",,"NO",,,"EDUCATIONAL SERVICES","214","FRONT STREET","HIST","MANHATTAN","10038","40.707493","-74.002575","1","1","15","1086562","1000971301","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000971301","214 Front Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","214","FRONT STREET","HIST","MANHATTAN","10038","40.707493","-74.002575","1","1","15","1086562","1000971301","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001000026","140 Nassau Street","MANHATTAN","10038",,"NO",,,"RETAIL","138","NASSAU STREET",,"MANHATTAN","10038","40.7112469","-74.0061825","1","1","15","1001354","1001000026","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001000026","140 Nassau Street","MANHATTAN","10038",,"NO",,,"RETAIL","138","NASSAU STREET",,"MANHATTAN","10038","40.7112469","-74.0061825","1","1","15","1001354","1001000026","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001070050","277 WATER STREET","MANHATTAN","10038",,"NO",,,"OTHER","277","WATER STREET",,"MANHATTAN","10038","40.7085819","-74.0009125","1","1","15","1001386","1001070050","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001071001","271 Water Street","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","250","FRONT STREET","COMM","MANHATTAN","10038","40.70839","-74.00106","1","1","15","1078986","1001071001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001131006","375 PEARL STREET","MANHATTAN","10038",,"NO",,"YES","FOOD SERVICES","375","PEARL STREET","RETAIL","MANHATTAN","10038","40.710907","-74.001176","1","1","29","1001389","1001131006","MN27","Chinatown"
"2021 and 2022","1001160042","25 MADISON STREET","MANHATTAN","10038",,"NO",,,"RETAIL","25","MADISON STREET",,"MANHATTAN","10038","40.7119553","-73.9993183","3","1","27","1001390","1001160042","MN27","Chinatown"
"2021 and 2022","1001160048","31 JAMES STREET","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","31","JAMES STREET",,"MANHATTAN","10038","40.7121254","-73.9988674","3","1","27","1001392","1001160048","MN27","Chinatown"
"2021 and 2022","1001170001","7 Madison Street","MANHATTAN","10038",,"NO",,,"RETAIL","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","1-3 Madison Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","185 Park Row","MANHATTAN","10038",,"NO",,,"BROADCASTING/TELECOMM","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","227-231 Park Row","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","225 Park Row","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","217 Park Row","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","217 Park Row","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","217 Park Row","MANHATTAN","10038",,"NO",,,"FINANCE & INSURANCE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","60 Saint James Place","MANHATTAN","10038",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001230018","22 PARK PLACE","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","22","PARK PLACE",,"MANHATTAN","10007","40.712707","-74.0086102","1","1","21","1001397","1001230018","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001231001","18 Park Place","MANHATTAN","10279",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","233","BROADWAY","LOWER","MANHATTAN","10279","40.712458","-74.008329","1","1","21","1087167","1001231001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001231001","229 Broadway","MANHATTAN","10279",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","233","BROADWAY","LOWER","MANHATTAN","10279","40.712458","-74.008329","1","1","21","1087167","1001231001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001231001","11 Barclay Street","MANHATTAN","10279",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","233","BROADWAY","LOWER","MANHATTAN","10279","40.712458","-74.008329","1","1","21","1087167","1001231001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001231101","30 PARK PLACE","MANHATTAN","10007",,"NO",,,"OTHER","30","PARK PLACE","HOTEL","MANHATTAN","10007","40.712776","-74.009036","1","1","21","1089428","1001231101","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240004","11 PARK PLACE","MANHATTAN","10007",,"NO",,,"REAL ESTATE","11","PARK PLACE",,"MANHATTAN","10007","40.7131627","-74.0082279","1","1","21","1001399","1001240004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240004","11 PARK PLACE","MANHATTAN","10007",,"NO",,,"RETAIL","11","PARK PLACE",,"MANHATTAN","10007","40.7131627","-74.0082279","1","1","21","1001399","1001240004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240004","11 PARK PLACE","MANHATTAN","10007",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","11","PARK PLACE",,"MANHATTAN","10007","40.7131627","-74.0082279","1","1","21","1001399","1001240004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240004","11 PARK PLACE","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","11","PARK PLACE",,"MANHATTAN","10007","40.7131627","-74.0082279","1","1","21","1001399","1001240004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240004","11 PARK PLACE","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","11","PARK PLACE",,"MANHATTAN","10007","40.7131627","-74.0082279","1","1","21","1001399","1001240004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001241001","18 Murray Street","MANHATTAN","10007",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","18","MURRAY STREET","6","MANHATTAN","10007","40.713413","-74.00847","1","1","21","1001406","1001241001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001241102","250 BROADWAY","MANHATTAN","10007",,"NO",,,"RETAIL","250","BROADWAY","1","MANHATTAN","10007","40.712976","-74.007813","1","1","21","1001408","1001241102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001241102","250 BROADWAY","MANHATTAN","10007",,"NO",,,"FINANCE & INSURANCE","250","BROADWAY","1","MANHATTAN","10007","40.712976","-74.007813","1","1","21","1001408","1001241102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001250020","75 Barclay Street","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","50","PARK PLACE",,"MANHATTAN","10007","40.713286","-74.0101362","1","1","21","1001409","1001250020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001250020","21 West Broadway","MANHATTAN","10007",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","50","PARK PLACE",,"MANHATTAN","10007","40.713286","-74.0101362","1","1","21","1001409","1001250020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001250020","44 Park Place","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","50","PARK PLACE",,"MANHATTAN","10007","40.713286","-74.0101362","1","1","21","1001409","1001250020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001250020","50 PARK PLACE","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","50","PARK PLACE",,"MANHATTAN","10007","40.713286","-74.0101362","1","1","21","1001409","1001250020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001250020","50 PARK PLACE","MANHATTAN","10007",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","50","PARK PLACE",,"MANHATTAN","10007","40.713286","-74.0101362","1","1","21","1001409","1001250020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001260027","120 CHURCH STREET","MANHATTAN","10007",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","120","CHURCH STREET",,"MANHATTAN","10007","40.7137911","-74.0095086","1","1","21","1001410","1001260027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001260027","120 CHURCH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","120","CHURCH STREET",,"MANHATTAN","10007","40.7137911","-74.0095086","1","1","21","1001410","1001260027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001270018","255 GREENWICH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","255","GREENWICH STREET",,"MANHATTAN","10007","40.7143701","-74.0108722","1","1","21","1001415","1001270018","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001270018","255 GREENWICH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","255","GREENWICH STREET",,"MANHATTAN","10007","40.7143701","-74.0108722","1","1","21","1001415","1001270018","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001280002","101 BARCLAY STREET","MANHATTAN","10007",,"NO",,,"FINANCE & INSURANCE","101","BARCLAY STREET",,"MANHATTAN","10007","40.71451","-74.0122357","1","1","21","1001416","1001280002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001320001","65 MURRAY STREET","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","65","MURRAY STREET",,"MANHATTAN","10007","40.7146749","-74.0101183","1","1","21","1001418","1001320001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001320001","65 MURRAY STREET","MANHATTAN","10007",,"NO",,,"OTHER","65","MURRAY STREET",,"MANHATTAN","10007","40.7146749","-74.0101183","1","1","21","1001418","1001320001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001320001","65 MURRAY STREET","MANHATTAN","10007",,"NO",,,"OTHER","65","MURRAY STREET",,"MANHATTAN","10007","40.7146749","-74.0101183","1","1","21","1001418","1001320001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001320027","73 WARREN STREET","MANHATTAN","10007",,"NO",,"YES","FOOD SERVICES","73","WARREN STREET",,"MANHATTAN","10007","40.714974","-74.0102158","1","1","21","1001432","1001320027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001321001","275 GREENWICH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","275","GREENWICH STREET","COMM","MANHATTAN","10007","40.715172","-74.010923","1","1","21","1001495","1001321001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
