"the_geom","seatingcho","retailname","bizname","bizdba","biz_desc","other_bizd","bizstreetn","suitenum","bizboro","bizzip","bizaddress","sidewalkdi","sidewalk_1","sidewalkar","openstreet","openstre_1","openstre_2","qualify_si","qualify_op","landmarkdi","landmark_1","healthcomp","submission","creationda","long","lat","x","y"
"POINT (-73.99050663634046 40.76655650886933)","sidewalk","Blondie's Treehouse, Inc","Blondie's Treehouse, Inc","Blondie's Treehouse, Inc","Florist, Horticulture, Gardening",,"787 10th Avenue",,"Manhattan","10019","787 10th Avenue, Manhattan, NY","30","15","450","0","0",,"yes","no","no",,"yes","2020-12-07T00:00:00.000","2022-11-02T00:00:00.000","-73.9905066363","40.7665565089","986879.699781","218554.10592"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Murray's Cheese","Murray's Cheese LLC","Murray's Cheese LLC","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"250 Bleecker Street",,"Manhattan","10014","250 Bleecker Street, Manhattan, NY","43","11","473","0","0",,"yes","no","yes","yes","yes","2020-11-01T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.82751953258253 40.76229832244529)","sidewalk","KORYODANG BAKERY & CAFE","KORYODANG BAKERY & CAFE","KORYODANG BAKERY & CAFE","Other","BAKERY & CAFE","37-02 UNION STREET",,"Queens","11354","37-02 UNION STREET, Queens, NY","55","6","330","0","0",,"yes","no","no",,"yes","2020-12-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8275195326","40.7622983224","1032030.80469","217049.606305"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.87062379854174 40.75127771583242)","sidewalk","Best Wireless Corona Inc.","Best Wireless Corona Inc.","Best Wireless Corona Inc.","Electronics Store; Cell Phone Store",,"3709 Junction Blvd",,"Queens","11368","3709 Junction Blvd, Queens, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8706237985","40.7512777158","1020095.93486","213013.870938"
"POINT (-73.95923387340905 40.729300893297506)","sidewalk","The Marianella Market","Jaboneria Marianella LLC","The Marianella Market","Home Goods Store",,"83 West Street",,"Brooklyn","11222","83 West Street , Brooklyn, NY","15","7","105","0","0",,"yes","no","no",,"yes","2021-03-12T00:00:00.000","2022-11-02T00:00:00.000","-73.9592338734","40.7293008933","995548.696879","204983.175385"
"POINT (-73.93905020349463 40.837057838251184)","sidewalk","Majestic Heightz","Majestic Heightz","Majestic Heightz","General Merchandise Store (99 cent store, etc.)",,"2094 Amsterdam Avenue","Store Front","Manhattan","10032","2094 Amsterdam Avenue , Manhattan, NY","8","5","40","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.9390502035","40.8370578383","1001115.46429","244245.939379"
"POINT (-74.00231850076905 40.684157488972026)","sidewalk","Brooklyn General Store","Brooklyn. General Store","Brooklyn General Store","Other",,"128 Union St",,"Brooklyn","11231","128 Union St, Brooklyn, NY","16","20","320","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-74.0023185008","40.684157489","983606.971418","188533.455332"
"POINT (-73.95084880468684 40.8261452593467)","sidewalk","Drip bodega","Drip bodega","Drip bodega","Clothing, Shoe, Accessories Store",,"3527 Broadway New York 10031",,"Manhattan","10031","3527 Broadway New York 10031, Manhattan, NY","10","16","160","0","0",,"yes","no","no",,"yes","2020-11-15T00:00:00.000","2022-11-02T00:00:00.000","-73.9508488047","40.8261452593","997852.895682","240268.033621"
"POINT (-73.97983904816569 40.725995436635365)","sidewalk","Jo Laurie Design LLC","Jo Laurie Design LLC","Jo Laurie Design LLC","Home Goods Store",,"620 East 9th Street","Storefront","Manhattan","10009","620 East 9th Street , Manhattan, NY","20","15","300","0","0",,"yes","no","no",,"yes","2020-11-02T00:00:00.000","2022-11-02T00:00:00.000","-73.9798390482","40.7259954366","989838.065584","203776.908769"
"POINT (-73.96323227752457 40.6069869962938)","sidewalk","Robert Fox Inc d/b/a/ Foxs","robert Fox Inc","Foxs","Clothing, Shoe, Accessories Store",,"911-923 Kings Highway, Brooklyn New York 11223",,"Brooklyn","11223","911-923 Kings Highway, Brooklyn New York 11223, Brooklyn, NY","90","19","1710","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9632322775","40.6069869963","994459.207916","160420.265495"
"POINT (-73.97727261916883 40.77981692325533)","sidewalk","StretrchLab","PMIII LLC","StretrchLab","Gym, Fitness, Dance, Yoga Studio",,"330 Columbus Ave",,"Manhattan","10023","330 Columbus Ave, Manhattan, NY","21","34","714","0","0",,"yes","no","yes","yes","yes","2022-06-21T00:00:00.000","2022-11-02T00:00:00.000","-73.9772726192","40.7798169233","990544.322045","223385.992582"
"POINT (-73.95060458867884 40.58345194014947)","sidewalk","Emmons Deli Inc.","Emmons Deli Inc.","Emmons Deli Inc.","Bodega/Deli/Convenience Store",,"1729 Emmons Ave",,"Brooklyn","11235","1729 Emmons Ave, Brooklyn, NY","55","18","990","0","0",,"yes","no","no",,"yes","2021-06-15T00:00:00.000","2022-11-02T00:00:00.000","-73.9506045887","40.5834519401","997970.34361","151847.571355"
"POINT (-73.85426944771045 40.74269837658583)","sidewalk","Coronas Deals Corp","Corona’s deals Corp","Coronas Deals Corp","General Merchandise Store (99 cent store, etc.)",,"108-23 Corona Ave",,"Queens","11368","108-23 Corona Ave, Queens, NY","30","15","450","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8542694477","40.7426983766","1024632.38937","209895.262346"
"POINT (-73.8916897004571 40.82159526219879)","sidewalk","Rainbow apparel company","Rainbow","Rainbow apparel company","Clothing, Shoe, Accessories Store",,"953 southern blvd",,"Bronx","10459","953 southern blvd , Bronx, NY","5","25","125","0","0",,"yes","no","no",,"yes","2021-03-03T00:00:00.000","2022-11-02T00:00:00.000","-73.8916897005","40.8215952622","1014227.58537","238625.020831"
"POINT (-73.93153525563254 40.668571297722856)","sidewalk","rainbow","rainbow usa inc","rainbow","Clothing, Shoe, Accessories Store",,"1110 eastern pkwy",,"Brooklyn","11213","1110 eastern pkwy, Brooklyn, NY","100","10","1000","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-73.9315352556","40.6685712977","1003242.90852","182862.372842"
"POINT (-74.03025387486491 40.62539389385907)","sidewalk","Charmed by JLM","Charmed by JLM","Charmed by JLM","Clothing, Shoe, Accessories Store",,"8311 3rd Ave",,"Brooklyn","11209","8311 3rd Ave, Brooklyn, NY","13","10","130","0","0",,"yes","no","no",,"yes","2020-11-22T00:00:00.000","2022-11-02T00:00:00.000","-74.0302538749","40.6253938939","975851.793031","167125.688436"
"POINT (-73.91058686786538 40.66902438230675)","sidewalk","danice","danice","danice","Clothing, Shoe, Accessories Store",,"450 rockaway ave",,"Brooklyn","11212","450 rockaway ave, Brooklyn, NY","45","15","675","0","0",,"yes","no","no",,"yes","2021-03-25T00:00:00.000","2022-11-02T00:00:00.000","-73.9105868679","40.6690243823","1009054.06226","183032.681229"
"POINT (-73.87101280251623 40.74903706592328)","sidewalk","IMPRESSIVE PERFUMES AND JEWELRY","IMPRESSIVE INTERNATIONAL","IMPRESSIVE PERFUMES AND JEWELRY","Jewellery  Store",,"9521 ROOSEVELT AVE",,"Queens","11372","9521 ROOSEVELT AVE , Queens, NY","15","15","225","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.8710128025","40.7490370659","1019989.35666","212197.371915"
"POINT (-73.87789216556887 40.82872909989804)","sidewalk","Rainbow","Rainbow apparel company","Rainbow","Clothing, Shoe, Accessories Store",,"1547 Westchester ave",,"Bronx","10472","1547 Westchester ave , Bronx, NY","29","5","145","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8778921656","40.8287290999","1018042.77295","241229.158011"
"POINT (-73.86524026898783 40.67897231756054)","sidewalk","RS LIBERTY INC","RS LIBERTY INC","RS LIBERTY INC","General Merchandise Store (99 cent store, etc.)",,"1193 LIBERTY AVE",,"Brooklyn","11208","1193 LIBERTY AVE, Brooklyn, NY","20","35","700","0","0",,"yes","no","no",,"yes","2021-01-24T00:00:00.000","2022-11-02T00:00:00.000","-73.865240269","40.6789723176","1021628.06073","186673.090286"
"POINT (-73.94412085100687 40.68423988262355)","sidewalk","Black Girls Sew","Black Girls Sew","Black Girls Sew","Clothing, Shoe, Accessories Store",,"384 Tompkins",,"Brooklyn","11216","384 Tompkins , Brooklyn, NY","10","8","80","0","0",,"yes","no","no",,"yes","2021-04-26T00:00:00.000","2022-11-02T00:00:00.000","-73.944120851","40.6842398826","999747.878441","188568.408346"
"POINT (-73.99518012603241 40.754811844931574)","sidewalk","Thaiselect","P&n cuisine inc","Thaiselect","Other","Restaurant","472 9th ave",,"Manhattan","10018","472 9th ave , Manhattan, NY","8","3","24","0","0",,"yes","no","yes","yes","yes","2020-12-16T00:00:00.000","2022-11-02T00:00:00.000","-73.995180126","40.7548118449","985585.35985","214275.034098"
"POINT (-74.13866071687053 40.624311119752974)","sidewalk","Kids Place","Kids Place of Green Acres Inc.","Kids Place","Clothing, Shoe, Accessories Store",,"1541 Forest Ave.",,"Staten Island","10302","1541 Forest Ave., Staten Island, NY","50","14","700","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-74.1386607169","40.6243111198","945758.407352","166760.219679"
"POINT (-73.89144490756246 40.74899004274979)","sidewalk","Alam Garments & Varieties Store LLC","Alam Garments  & Varieties Store LLC","Alam Garments & Varieties Store LLC","Clothing, Shoe, Accessories Store",,"74st 37th Avenue",,"Queens","11372","74st 37th Avenue, Queens, NY","9","3","27","0","0",,"yes","no","no",,"yes","2022-05-25T00:00:00.000","2022-11-02T00:00:00.000","-73.8914449076","40.7489900427","1014328.11929","212172.563894"
"POINT (-73.9417922800641 40.8176734647312)","sidewalk","Kente Royal Gallery","Kente Royal Gallery","Kente Royal Gallery","Hardware, Arts & Crafts",,"2373 Adam Clayton Powell Jr Blvd","Store","Manhattan","10030","2373 Adam Clayton Powell Jr Blvd, Manhattan, NY","38","25","950","0","0",,"yes","no","no",,"yes","2020-11-06T00:00:00.000","2022-11-02T00:00:00.000","-73.9417922801","40.8176734647","1000361.39526","237182.988282"
"POINT (-73.88428009801966 40.83621921133002)","sidewalk","Rainbow","Rainbow apparel company","Rainbow","Clothing, Shoe, Accessories Store",,"961 E 174 st",,"Bronx","10462","961 E 174 st , Bronx, NY","50","5","250","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.884280098","40.8362192113","1016271.3385","243955.679789"
"POINT (-73.97906249097773 40.77755431210334)","sidewalk","MALACHY'S","J.C.B. REST. INC.","MALACHY'S","Food Service - Full Service Restaurant",,"103 WEST   72 STREET",,"Manhattan","10023","103 WEST   72 STREET, Manhattan, NY","24","24","576","0","0",,"yes","no","yes","yes","yes","2021-08-29T00:00:00.000","2022-11-02T00:00:00.000","-73.979062491","40.7775543121","990048.816146","222561.523431"
"POINT (-73.8225495600652 40.686898790585786)","sidewalk","Accessory Place","BT & T OF NY INC.","Accessory Place","General Merchandise Store (99 cent store, etc.)",,"12017 Liberty Ave.",,"Queens","11419","12017 Liberty Ave., Queens, NY","20","5","100","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8225495601","40.6868987906","1033463.24047","189582.029678"
"POINT (-73.96800460492211 40.768778941935054)","sidewalk","ISABEL MARANT","IM UPTOWN LLC","STORE MANAGER","Clothing, Shoe, Accessories Store",,"23 east 67 street",,"Manhattan","10065","23 east 67 street , Manhattan, NY","14","10","140","0","0",,"yes","no","yes","yes","yes","2021-02-06T00:00:00.000","2022-11-02T00:00:00.000","-73.9680046049","40.7687789419","993112.556738","219365.288025"
"POINT (-73.9943497957926 40.726438732079664)","sidewalk","Showfields","SHOWFIELDS NY 1 LLC","SHOWFIELDS","Department Store",,"350 Lafayette Street New York NY 10012",,"Manhattan","10012","350 Lafayette Street New York NY 10012, Manhattan, NY","132","5","660","0","0",,"yes","no","yes","yes","yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9943497958","40.7264387321","985816.071987","203937.822489"
"POINT (-73.82908752807904 40.757306735359066)","sidewalk","DA LI WENZHOU FOOD INC","DA LI WENZHOU FOOD INC","DA LI WENZHOU FOOD INC","Bodega/Deli/Convenience Store",,"4128 MAIN ST","D1","Queens","11355","4128 MAIN ST, Queens, NY","7","17","119","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.8290875281","40.7573067354","1031599.98501","215230.159812"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.91387123307439 40.69899379308118)","sidewalk","SEATOWN FISH & MEAT MARKET","SEATOWN BROOKLYN LLC","SEATOWN FISH & MEAT MARKET","Supermarket & Grocery Store",,"328 LINDEN STREET",,"Brooklyn","11237","328 LINDEN STREET, Brooklyn, NY","75","15","1125","0","0",,"yes","no","no",,"yes","2020-11-09T00:00:00.000","2022-11-02T00:00:00.000","-73.9138712331","40.6989937931","1008132.21239","193950.488789"
"POINT (-74.02541667911767 40.62383775155399)","sidewalk","Young Love NYC Photo & Video Studio","Young Love NYC Photo & Video Studio","Young Love NYC Photo & Video Studio","Other","Photography Studio","479 83rd Street Brooklyn NY 11209",,"Brooklyn","11209","479 83rd Street Brooklyn NY 11209, Brooklyn, NY","15","13","195","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-74.0254166791","40.6238377516","977194.391068","166558.317852"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.82897051650505 40.75701642832533)","sidewalk","Evergreen flower inc","Evergreen flower inc","Evergreen flower inc","Florist, Horticulture, Gardening",,"4142 Main Street",,"Queens","11355","4142 Main Street, Queens, NY","18","19","342","0","0",,"yes","no","no",,"yes","2020-11-04T00:00:00.000","2022-11-02T00:00:00.000","-73.8289705165","40.7570164283","1031632.60863","215124.454971"
"POINT (-73.9580496571869 40.6464358089471)","sidewalk","Rainbow","Rainbow.us","Rainbow","Clothing, Shoe, Accessories Store",,"1013 flatbush ave",,"Brooklyn","11226","1013 flatbush ave, Brooklyn, NY","200","18","3600","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9580496572","40.6464358089","995891.371062","174793.162931"
"POINT (-73.97310318580615 40.795283744144456)","sidewalk","BevinDillon","Bevin Dillon","BevinDillon","Other","clothing alterations, clothing & accessories","740 W End ave","3A","Manhattan","10025","740 W End ave , Manhattan, NY","19","13","247","0","0",,"yes","no","yes","yes","yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-73.9731031858","40.7952837441","991697.311537","229021.412086"
"POINT (-73.82897051650505 40.75701642832533)","sidewalk","Evergreen Flower Inc.","Evergreen Flower Inc.","Evergreen Flower Inc.","Other","flower store","41-42 Main Street,",,"Queens","11355","41-42 Main Street,, Queens, NY","18","4","72","0","0",,"yes","no","no",,"yes","2020-11-12T00:00:00.000","2022-11-02T00:00:00.000","-73.8289705165","40.7570164283","1031632.60863","215124.454971"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Leap services, inc","Leap services, inc","Goodlife","Clothing, Shoe, Accessories Store",,"400 Bleecker St",,"Manhattan","10014","400 Bleecker St, Manhattan, NY","24","8","192","0","0",,"yes","no","yes","yes","yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.96557659595038 40.57670316667663)","sidewalk","MN ON FASHION","MN ON FASHION","MN ON FASHION","Clothing, Shoe, Accessories Store",,"248 Brighton Beach Ave",,"Brooklyn","11235","248 Brighton Beach Ave, Brooklyn, NY","12","50","600","0","0",,"yes","no","no",,"yes","2020-12-03T00:00:00.000","2022-11-02T00:00:00.000","-73.965576596","40.5767031667","993812.602254","149386.835463"
"POINT (-73.98844645127407 40.638599162914176)","sidewalk","La Elegante Shoes Corp","La Elegante Shoes Corp","La Elegante Shoes Corp","Clothing, Shoe, Accessories Store",,"4216 13th Ave","Ground Floor","Brooklyn","11219","4216 13th Ave, Brooklyn, NY","30","15","450","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9884464513","40.6385991629","987456.528024","171935.483279"
"POINT (-73.963766104554 40.710635417784935)","sidewalk","Williamsburg School of Music","Williamsburg School of Music LLC","Williamsburg School of Music","Other","Arts Instruction","400 Bedford Avenue",,"Brooklyn","11211","400 Bedford Avenue, Brooklyn, NY","25","16","400","0","0",,"yes","no","no",,"yes","2021-03-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9637661046","40.7106354178","994295.361459","198182.218187"
"POINT (-73.94395564382242 40.683412882690924)","sidewalk","Chicky's General Store","Peeep, LLC","Chicky's General Store","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"406 Tompkins Avenue","Store Front","Brooklyn","11216","406 Tompkins Avenue, Brooklyn, NY","17","15","255","0","0",,"yes","no","no",,"yes","2020-11-02T00:00:00.000","2022-11-02T00:00:00.000","-73.9439556438","40.6834128827","999793.890816","188267.137623"
"POINT (-73.91659312736407 40.81663276142453)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"2882C 3RD AVENUE",,"Bronx","10455","2882C 3RD AVENUE, Bronx, NY","29","14","406","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.9165931274","40.8166327614","1007336.6628","236809.460814"
"POINT (-73.97685673068379 40.780051566235855)","sidewalk","Eileen Fisher","EILEEN FISHER INC","Eileen Fisher","Clothing, Shoe, Accessories Store",,"341 Columbus Ave",,"Manhattan","10024","341 Columbus Ave , Manhattan, NY","20","20","400","0","0",,"yes","no","no",,"yes","2022-04-11T00:00:00.000","2022-11-02T00:00:00.000","-73.9768567307","40.7800515662","990659.479295","223471.511112"
