"location","event_date","check_in_from","check_in_to","event_title","job_family","company_name_or_type","qualifications","borough","location_name_and_address"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Ramp Agent","Transportation, Shipping, Warehousing","Aviation Company","NYS drivers license required and must be able to work days, nights, weekends, holidays & varying schedules. $15.65/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Laborer","Transportation, Shipping, Warehousing","Construction Company","Must have OSHA 30hr, 6mos-1yr of experience working in construction, be willing to work outdoors and be a NYC resident. $16.50-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Laborer","Transportation, Shipping, Warehousing","Construction Company","Must have OSHA 30hr, 6mos-1 yr. of experience working in construction, be willing to work outdoors and be a NYC resident. $16.50-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Utility Porter","Transportation, Shipping, Warehousing","Transportation Company","Must have previous cleaning experience and have NYS Drivers License. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Delivery Driver","Transportation, Shipping, Warehousing","Transportation Company","Must be 21yrs old, have an active driver license with previous driving exp, excellent customer service & read GPS & maps $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","CDL-B Driver","Transportation, Shipping, Warehousing","Transportation Company","Must have a valid CDL-B with delivery and customer service experience. Open availability shifts. $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Diesel Mechanic","Transportation, Shipping, Warehousing","Transportation Company","Must have own tools, 2-3 yrs. experience and overtime available. $20-$29/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Delivery Driver","Transportation, Shipping, Warehousing","Transportation Company","Must be 21yrs old, have an active driver license with previous driving exp, excellent customer service & read GPS & maps $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Delivery Driver","Transportation, Shipping, Warehousing","Transportation Company","Must be 21yrs old, have an active driver license with previous driving exp, excellent customer service & read GPS & maps $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Counter Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 1yr of customer service, great customer service skills and knowledge in construction is a plus. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Laborer","Transportation, Shipping, Warehousing","Construction Company","Must have OSHA 30hr, 6mos-1yr of experience working in construction, be willing to work outdoors and be a NYC resident. $16.50-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Utility Porter","Transportation, Shipping, Warehousing","Transportation Company","Must have previous cleaning experience and have NYS Drivers License. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Foot Courier","Transportation, Shipping, Warehousing","Transportation Company","Must have a smart phone, be able to lift 50lbs, able to work outdoors in all types of weather conditions, have good customer service skills and knowledge of  Manhattan. $15/hr+tips","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Warehouse Worker","Transportation, Shipping, Warehousing","Transportation Company","Must have 2yrs of consistent warehouse experience, pay attention to details and work a shift that begins at 4am. $20/hr. with benefits.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Diesel Mechanic","Transportation, Shipping, Warehousing","Transportation Company","Must have own tools, 2-3 yrs. experience and overtime available. $20-$29/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Diesel Mechanic","Transportation, Shipping, Warehousing","Company","Must have own tools, 2-3 yrs. experience and overtime available. $20-$29/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Warehouse Worker","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2yrs of consistent warehouse experience, pay attention to details and work a shift that begins at 4am. $20/hr. with benefits.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","CDL-B Driver","Transportation, Shipping, Warehousing","Transportation Company","Must have a valid CDL-B with delivery and customer service experience. Open availability shifts. $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Laborer","Transportation, Shipping, Warehousing","Construction Company","Must have OSHA 30hr, 6mos-1yr of experience working in construction, be willing to work outdoors and be a NYC resident. $16.50-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Payroll Coordinator","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 2 yrs. experience in Payroll and/or bookkeeping. $23-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Queens","Wednesday, March 18, 2020","1:00 PM","1:15 PM","Technician Recruitment Event","Construction, Architecture","Construction Company","Must be able to work on call as needed to work in areas of waste remediation. General labor experience required.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Tuesday, March 17, 2020","1:00 PM","1:15 PM","Carpenter Helper Recruitment Event","Construction, Architecture","Construction Company","Osha 30, 4hr Scaffolding, 1 year of experience,. Experienced carpenters are preferred.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Tuesday, March 17, 2020","9:00 AM","9:15 AM","General Laborer Recruitment Event","Construction, Architecture","Construction Company","OSHA 30, Flagger License, 1 year of construction experience.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Tuesday, March 17, 2020","1:00 PM","1:15 PM","Electrician Recruitment Event","Construction, Architecture","Construction Company","4 years of experience in commercial/industrial electrical, diagrams, blueprints, hand/power tools. OSHA 30.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Monday, March 16, 2020","1:00 PM","1:15 PM","School Bus Driver Recruitment Event","Transportation, Shipping, Warehousing","Transportation Company","Must have a  CDL B License with Passenger and school bus endorsements.  Must have driver's license for a minimum of 3 years.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Wednesday, March 18, 2020","1:00 PM","1:15 PM","Metal Fabricator Recruitment Event","Construction, Architecture","Construction Company","Must have related experience using  press brakes, rollers, power presses, etc.)","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Wednesday, March 18, 2020","9:00 AM","9:15 AM","Electrician Recruitment Event","Construction, Architecture","Construction Company","4 years of experience in commercial/industrial electrical, diagrams, blueprints, hand/power tools. OSHA 30.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Tuesday, March 17, 2020","9:00 AM","9:15 AM","Metal Fabricator Recruitment Event","Construction, Architecture","Construction Company","Must have related experience using  press brakes, rollers, power presses, etc.)","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Monday, March 16, 2020","9:00 AM","9:15 AM","School Bus Driver Recruitment Event","Transportation, Shipping, Warehousing","Transportation Company","Must have a  CDL B License with Passenger and school bus endorsements.  Must have driver's license for a minimum of 3 years.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Monday, March 16, 2020","9:00 AM","9:15 AM","Foot Messenger Recruitment Event","Transportation, Shipping, Warehousing","Transportation Company","Must have knowledge of Manhattan & the MTA system Must have a smart phone Must be 21+ Previous experience preferred","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Thursday, March 19, 2020","1:00 PM","1:15 PM","Foot Messenger Recruitment Event","Transportation, Shipping, Warehousing","Transportation Company","Must have knowledge of Manhattan & the MTA system Must have a smart phone Must be 21+ Previous experience preferred","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Wednesday, March 18, 2020","9:00 AM","9:15 AM","Carpenter Helper Recruitment Event","Construction, Architecture","Construction Company","Osha 30, 4hr Scaffolding, 1 year of experience,. Experienced carpenters are preferred.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Tuesday, March 17, 2020","1:00 PM","1:15 PM","Mason Recruitment Event","Construction, Architecture","Construction Company","OSHA 30 and masonry experience","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Wednesday, March 18, 2020","9:00 AM","9:15 AM","HVAC Helper Recruitment Event","Construction, Architecture","Construction Company","OSHA 30 and 1 year of construction experience.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Wednesday, March 18, 2020","9:00 AM","9:15 AM","Technician Recruitment Event","Construction, Architecture","Construction Company","Must be able to work on call as needed to work in areas of waste remediation. General labor experience required.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Tuesday, March 17, 2020","1:00 PM","1:15 PM","HVAC Helper Recruitment Event","Construction, Architecture","Construction Company","OSHA 30 and 1 year of construction experience.","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
"ITC - Queens","Tuesday, March 17, 2020","1:00 PM","1:15 PM","Machinist Recruitment Event","Construction, Architecture","Construction Company","Previous experience required. Open, flexible availability a must Experience working with heavy machinery CNC certification a plus","Queens","ITC - Queens, 168-46 91st Ave, 2nd Floor, Jamaica, NY 11432"
