"borough","neighborhood","building_class_category","tax_class_as_of_final_roll","block","lot","ease_ment","building_class_as_of_final","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of","sale_price","sale_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","census_tract_2020","nta_code"
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1067","1226",,"R4","462 WEST 58 STREET, 4E","4E","10019","1","0","1","0","0","2008","2","R4","1200000.00","2019-12-12T00:00:00.000","40.769298","-73.986909","104","3","139","1088175","1010677503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1067","1266",,"R4","462 WEST 58 STREET, PHD","PHD","10019","1","0","1","0","0","2008","2","R4","1550000.00","2019-06-18T00:00:00.000","40.769298","-73.986909","104","3","139","1088175","1010677503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1003",,"R4","500 WEST 43RD STREET, 3A","3A","10036","1","0","1","0","0","1988","2","R4","1650000.00","2019-10-04T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1012",,"R4","500 WEST 43RD STREET, 3K","3K","10036","1","0","1","0","0","1988","2","R4","1650000.00","2019-10-04T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1082",,"R4","500 WEST 43RD STREET, 11A","11A","10036","1","0","1","0","0","1988","2","R4","0.00","2019-04-18T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1084",,"R4","500 WEST 43RD STREET, 11C","11C","10036","1","0","1","0","0","1988","2","R4","850000.00","2019-10-30T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1124",,"R4","500 WEST 43RD STREET, 16G","16G","10036","1","0","1","0","0","1988","2","R4","569000.00","2019-06-19T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1137",,"R4","500 WEST 43RD STREET, 18B","18B","10036","1","0","1","0","0","1988","2","R4","825000.00","2019-02-01T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1152",,"R4","500 WEST 43RD STREET, 19H","19H","10036","1","0","1","0","0","1988","2","R4","855000.00","2019-06-06T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1153",,"R4","500 WEST 43RD STREET, 19J","19J","10036","1","0","1","0","0","1988","2","R4","852000.00","2019-06-06T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1171",,"R4","500 WEST 43RD STREET, 21J","21J","10036","1","0","1","0","0","1988","2","R4","862000.00","2019-11-07T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1184",,"R4","500 WEST 43RD STREET, 23D","23D","10036","1","0","1","0","0","1988","2","R4","560000.00","2019-02-01T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1226",,"R4","500 WEST 43RD STREET, 28A","28A","10036","1","0","1","0","0","1988","2","R4","0.00","2019-08-08T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1227",,"R4","500 WEST 43RD STREET, 28B","28B","10036","1","0","1","0","0","1988","2","R4","0.00","2019-08-08T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1253",,"R4","500 WEST 43RD STREET, 31D","31D","10036","1","0","1","0","0","1988","2","R4","1225000.00","2019-03-11T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1274",,"R4","500 WEST 43RD STREET, 35A","35A","10036","1","0","1","0","0","1988","2","R4","1550000.00","2019-06-07T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1275",,"R4","500 WEST 43RD STREET, 35B","35B","10036","1","0","1","0","0","1988","2","R4","848000.00","2019-11-05T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1293",,"R4","500 WEST 43 STREET, 38B","38B","10036","1","0","1","0","0","1988","2","R4","965000.00","2019-10-15T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1297",,"R4","500 WEST 43RD STREET, 38F","38F","10036","1","0","1","0","0","1988","2","R4","0.00","2019-03-28T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1304",,"R4","500 WEST 43RD STREET, 40A","40A","10036","1","0","1","0","0","1988","2","R4","1600000.00","2019-09-23T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1071","1305",,"R4","500 WEST 43RD STREET, 40B","40B","10036","1","0","1","0","0","1988","2","R4","868000.00","2019-09-06T00:00:00.000","40.76034","-73.995094","104","3","129","1076215","1010717501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1213",,"R4","505 WEST 43RD STREET, 3C","3C","10036","1","0","1","0","0","2017","2","R4","1177152.00","2019-11-11T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1214",,"R4","505 WEST 43RD STREET, 3D","3D","10036","1","0","1","0","0","2017","2","R4","1225000.00","2019-12-02T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1215",,"R4","505 WEST 43RD STREET, 3E","3E","10036","1","0","1","0","0","2017","2","R4","1824704.00","2019-12-20T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1218",,"R4","505 WEST 43RD STREET, 3K","3K","10036","1","0","1","0","0","2017","2","R4","1236754.00","2019-11-12T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1223",,"R4","505 WEST 43RD STREET, 4C","4C","10036","1","0","1","0","0","2017","2","R4","896060.00","2019-12-19T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1224",,"R4","505 WEST 43RD STREET, 4D","4D","10036","1","0","1","0","0","2017","2","R4","1277904.00","2019-09-20T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1225",,"R4","505 WEST 43RD STREET, 4F","4F","10036","1","0","1","0","0","2017","2","R4","1929584.00","2019-12-20T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1228",,"R4","505 WEST 43RD STREET, 4J","4J","10036","1","0","1","0","0","2017","2","R4","896151.00","2019-10-18T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1229",,"R4","505 WEST 43RD STREET, 4K","4K","10036","1","0","1","0","0","2017","2","R4","1198500.00","2019-10-10T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1233",,"R4","505 WEST 43RD STREET, 4T","4T","10036","1","0","1","0","0","2017","2","R4","748598.00","2019-11-06T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1238",,"R4","505 WEST 43RD STREET, 5E","5E","10036","1","0","1","0","0","2017","2","R4","1250000.00","2019-09-12T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1241",,"R4","505 WEST 43RD STREET, 5J","5J","10036","1","0","1","0","0","2017","2","R4","865864.00","2019-11-12T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1246",,"R4","505 WEST 43RD STREET, 5T","5T","10036","1","0","1","0","0","2017","2","R4","758596.00","2019-11-06T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1249",,"R4","505 WEST 43RD STREET, 6C","6C","10036","1","0","1","0","0","2017","2","R4","941881.00","2019-11-06T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1250",,"R4","505 WEST 43RD STREET, 6D","6D","10036","1","0","1","0","0","2017","2","R4","1271498.00","2019-11-11T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1251",,"R4","505 WEST 43RD STREET, 6F","6F","10036","1","0","1","0","0","2017","2","R4","1915000.00","2019-10-02T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1254",,"R4","505 WEST 43RD STREET, 6J","6J","10036","1","0","1","0","0","2017","2","R4","855330.00","2019-09-16T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1259",,"R4","505 WEST 43RD STREET, 6T","6T","10036","1","0","1","0","0","2017","2","R4","771027.00","2019-11-06T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1263",,"R4","505 WEST 43RD STREET, 7D","7D","10036","1","0","1","0","0","2017","2","R4","1255000.00","2019-09-26T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1264",,"R4","505 WEST 43RD STREET, 7E","7E","10036","1","0","1","0","0","2017","2","R4","1283430.00","2019-09-12T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1270",,"R4","505 WEST 43RD STREET, 7M","7M","10036","1","0","1","0","0","2017","2","R4","1990679.00","2019-09-10T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1072","1276",,"R4","505 WEST 43RD STREET, 8G","8G","10036","1","0","1","0","0","2017","2","R4","1715000.00","2019-11-07T00:00:00.000","40.760744","-73.996008","104","3","129","1090720","0","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1010",,"R4","516 WEST 47TH STREET, S3B","S3B","10036","1","0","1","0","0","2003","2","R4","1240000.00","2019-06-03T00:00:00.000","40.763027","-73.993708","104","3","129","1088731","1010757501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1043",,"R4","516 WEST 47TH STREET, S-1G","S1G","10036","1","0","1","0","0","2003","2","R4","1120000.00","2019-02-28T00:00:00.000","40.763027","-73.993708","104","3","129","1088731","1010757501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1054",,"R4","516 W 47 STREET, S5H","S5H","10036","1","0","1","0","0","2003","2","R4","1100000.00","2019-05-31T00:00:00.000","40.763027","-73.993708","104","3","129","1088731","1010757501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1076",,"R4","516 WEST 47TH STREET, S2M","S2M","10036","1","0","1","0","0","2003","2","R4","0.00","2019-06-15T00:00:00.000","40.763027","-73.993708","104","3","129","1088731","1010757501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1085",,"R4","516 W 47TH STREET, N4A","N4A","10036","1","0","1","0","0","2003","2","R4","1012500.00","2019-03-22T00:00:00.000","40.763027","-73.993708","104","3","129","1088731","1010757501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1098",,"R4","516 WEST 47TH STREET, N3C","N3C","10036","1","0","1","0","0","2003","2","R4","540000.00","2019-11-22T00:00:00.000","40.763027","-73.993708","104","3","129","1088731","1010757501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1134",,"R4","516 WEST 47TH ST, N4H","N4H","10036","1","0","1","0","0","2003","2","R4","0.00","2019-07-16T00:00:00.000","40.763027","-73.993708","104","3","129","1088731","1010757501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1217",,"R4","517 WEST 46TH STREET, 204","204","10036","1","0","1","0","0","2006","2","R4","735000.00","2019-04-26T00:00:00.000","40.762646","-73.994694","104","3","129","1087677","1010757502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1075","1219",,"R4","517 WEST 46TH STREET, 206","206","10036","1","0","1","0","0","2006","2","R4","700000.00","2019-03-28T00:00:00.000","40.762646","-73.994694","104","3","129","1087677","1010757502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1076","1010",,"R4","505 WEST 47TH STREET, 2B-S","2B-S","10036","1","0","1","0","0","2008","2","R4","610000.00","2019-06-19T00:00:00.000","40.763244","-73.994177","104","3","129","1088435","1010767501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1076","1099",,"R4","505 WEST 47TH STREET, 6E-N","6E-N","10036","1","0","1","0","0","2008","2","R4","820000.00","2019-06-27T00:00:00.000","40.763244","-73.994177","104","3","129","1088435","1010767501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1076","1104",,"R4","505 WEST 47TH STREET, PH2-N","PH2-N","10036","1","0","1","0","0","2008","2","R4","1850000.00","2019-11-12T00:00:00.000","40.763244","-73.994177","104","3","129","1088435","1010767501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1077","1044",,"R4","540 WEST 49TH STREET, 509N","509N","10019","1","0","1","0","0","2013","2","R4","0.00","2019-05-29T00:00:00.000","40.764715","-73.993834","104","3","129","1087452","1010777501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1077","1055",,"R4","540 WEST 49TH STREET, 610N","610N","10019","1","0","1","0","0","2013","2","R4","812500.00","2019-07-30T00:00:00.000","40.764715","-73.993834","104","3","129","1087452","1010777501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1077","1090",,"R4","545 WEST 48TH STREET, 405S","405S","10036","1","0","1","0","0","2013","2","R4","818000.00","2019-06-06T00:00:00.000","40.764218","-73.994553","104","3","129","1088852","1010777501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1077","1101",,"R4","545 WEST 48TH STREET, 508S","508S","10036","1","0","1","0","0","2013","2","R4","0.00","2019-08-27T00:00:00.000","40.764218","-73.994553","104","3","129","1088852","1010777501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1081","1105",,"R4","500 WEST 53RD STREET, 7B","7B","10019","1","0","1","0","0",,"2","R4","3500000.00","2019-02-05T00:00:00.000","40.766614","-73.990571","104","3","135","1087777","1010817502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1042",,"R4","635 WEST 42ND STREET, 41A","41A","10036","1","0","1","0","0","2005","2","R4","1800000.00","2019-06-17T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1068",,"R4","635 WEST 42ND STREET, 24B","24B","10036","1","0","1","0","0","2005","2","R4","0.00","2019-03-19T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1083",,"R4","635 WEST 42ND STREET, 39B","39B","10036","1","0","1","0","0","2005","2","R4","1.00","2019-08-01T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1110",,"R4","635 WEST 42ND STREET, 22C","22C","10036","1","0","1","0","0","2005","2","R4","1027000.00","2019-11-06T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1111",,"R4","635 WEST 42ND STREET, 23C","23C","10036","1","0","1","0","0","2005","2","R4","1050000.00","2019-05-16T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1124",,"R4","635 WEST 42ND STREET, 7D","7D","10036","1","0","1","0","0","2005","2","R4","765000.00","2019-02-13T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1138",,"R4","635 WEST 42ND STREET, 22D","22D","10036","1","0","1","0","0","2005","2","R4","1550000.00","2019-12-31T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1148",,"R4","635 WEST 42ND STREET, 32D","32D","10036","1","0","1","0","0","2005","2","R4","1335000.00","2019-08-28T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1153",,"R4","635 WEST 42ND STREET, 37D","37D","10036","1","0","1","0","0","2005","2","R4","1470000.00","2019-11-07T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1171",,"R4","635 WEST 42ND STREET, 10E","10E","10036","1","0","1","0","0","2005","2","R4","875000.00","2019-07-22T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1182",,"R4","635 WEST 42ND STREET, 22E","22E","10036","1","0","1","0","0","2005","2","R4","1495000.00","2019-12-20T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1202",,"R4","635 WEST 42ND STREET, 42E","42E","10036","1","0","1","0","0","2005","2","R4","1400000.00","2019-04-03T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1236",,"R4","635 WEST 42ND STREET, 32F","32F","10036","1","0","1","0","0","2005","2","R4","1510000.00","2019-06-27T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1279",,"R4","635 WEST 42ND STREET, 31G","31G","10036","1","0","1","0","0","2005","2","R4","1100000.00","2019-05-15T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1367",,"R4","635 WEST 42 STREET, 31J","31J","10036","1","0","1","0","0","2005","2","R4","1550000.00","2019-02-13T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1090","1396",,"R4","635 WEST 42ND STREET, 16K","16K","10036","1","0","1","0","0","2005","2","R4","860000.00","2019-02-19T00:00:00.000","40.761463","-73.999816","104","3","129","1087539","1010907501","Clinton",,
