"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","location","borough","date_insta","point_x","point_y","femafldz","femafldt","hrcevac","ntaname"
"POINT (-73.79940099956326 40.75939900129831)","4","Queens","407","19","26","16","6","Northern Boulevard and 167 Street","Queens","2020-06-08T00:00:00.000","-73.799401","40.759399","X","AREA OF MINIMAL FLOOD HAZARD",,"Murray Hill-Broadway Flushing"
"POINT (-73.98955100018586 40.74155400067028)","1","Manhattan","105","2","74","28","12","Broadway with 5 Avenue and 23 Street","Manhattan","2012-04-13T00:00:00.000","-73.989551","40.741554","X","AREA OF MINIMAL FLOOD HAZARD",,"Midtown South-Flatiron-Union Square"
"POINT (-73.76936899986276 40.712007000501146)","4","Queens","412","27","29","14","5","Jamaica Avenue and 190 Street","Queens","2019-11-06T00:00:00.000","-73.769369","40.712007","X","AREA OF MINIMAL FLOOD HAZARD",,"Hollis"
"POINT (-73.85705800059036 40.881746001103316)","2","Bronx","212","12","83","36","15","Bronxwood Avenue and East 219 Street","Bronx","2010-02-03T00:00:00.000","-73.857058","40.881746","X","AREA OF MINIMAL FLOOD HAZARD",,"Williamsbridge-Olinville"
"POINT (-73.90285900054427 40.889166001138896)","2","Bronx","208","11","81","33","15","Manhattan College Parkway and Waldo Avenue / West 242 Street","Bronx","2019-11-22T00:00:00.000","-73.902859","40.889166","X","AREA OF MINIMAL FLOOD HAZARD",,"Riverdale-Spuyten Duyvil"
"POINT (-73.90874900034618 40.864948001370365)","2","Bronx","207","14","86","31","13","Sedgwick Avenue and Pedestrian Crossing South of Bailey Avenue","Bronx","2023-01-16T00:00:00.000","-73.908749","40.864948","X","AREA OF MINIMAL FLOOD HAZARD",,"University Heights (North)-Fordham"
"POINT (-73.9363429998741 40.67270400130398)","3","Brooklyn","308","36","43","20","9","Troy Avenue and Park Place","Brooklyn","2022-06-07T00:00:00.000","-73.936343","40.672704","X","AREA OF MINIMAL FLOOD HAZARD",,"Crown Heights (North)"
"POINT (-74.01377999970808 40.631450000589744)","3","Brooklyn","310","43","49","17","10","67th Street and 8th Avenue","Brooklyn","2021-05-14T00:00:00.000","-74.01378","40.63145","X","AREA OF MINIMAL FLOOD HAZARD",,"Dyker Heights"
"POINT (-73.98112499994154 40.73324200110912)","1","Manhattan","106","2","74","59","12","1  Avenue and East  17 Street","Manhattan","2017-05-03T00:00:00.000","-73.981125","40.733242","X","AREA OF MINIMAL FLOOD HAZARD","4","Stuyvesant Town-Peter Cooper Village"
"POINT (-73.92018100022517 40.64692600072435)","3","Brooklyn","317","45","58","21","9","Ralph Avenue and Beverley Road","Brooklyn","2021-01-27T00:00:00.000","-73.920181","40.646926","X","AREA OF MINIMAL FLOOD HAZARD","4","East Flatbush-Rugby"
"POINT (-73.87730700012666 40.76334600099106)","4","Queens","403","22","35","13","14","Astoria Boulevard and  92 Street","Queens","2023-05-04T00:00:00.000","-73.877307","40.763346","X","AREA OF MINIMAL FLOOD HAZARD","6","East Elmhurst"
"POINT (-73.92430200017469 40.739880001074205)","4","Queens","402","26","37","12","7","Greenpoint Avenue with 41 Street and 48 Avenue","Queens","2022-06-29T00:00:00.000","-73.924302","40.73988","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunnyside"
"POINT (-73.96375400057298 40.81324100081246)","1","Manhattan","109","7","70","30","13","Riverside Drive W and W 122 Street (mid-block)","Manhattan","2019-08-13T00:00:00.000","-73.963754","40.813241","X","AREA OF MINIMAL FLOOD HAZARD",,"Morningside Heights"
"POINT (-73.85641899984093 40.683663001086)","4","Queens","409","32","38","15","7","Rockaway Boulevard and  84 Street","Queens","2019-04-11T00:00:00.000","-73.856419","40.683663","X","AREA OF MINIMAL FLOOD HAZARD","5","Ozone Park (North)"
"POINT (-73.95581200017313 40.62824000099536)","3","Brooklyn","314","45","42","21","9","Avenue I and East  21 Street","Brooklyn","2020-07-18T00:00:00.000","-73.955812","40.62824","X","AREA OF MINIMAL FLOOD HAZARD",,"Flatbush"
"POINT (-73.79806399981756 40.708926000848436)","4","Queens","412","24","29","11","5","Hillside Avenue and 164 Street East Leg","Queens","2020-10-28T00:00:00.000","-73.798064","40.708926","X","AREA OF MINIMAL FLOOD HAZARD",,"Jamaica"
"POINT (-73.92119999989153 40.83818600117271)","2","Bronx","204","16","77","29","15","West 169 Street and Cromwell Avenue","Bronx","2020-08-12T00:00:00.000","-73.9212","40.838186","X","AREA OF MINIMAL FLOOD HAZARD","6","Mount Eden-Claremont (West)"
"POINT (-73.97938599988179 40.60104400069146)","3","Brooklyn","311","47","47","17","11","Avenue S and West  7 Street","Brooklyn","2020-01-09T00:00:00.000","-73.979386","40.601044","X","AREA OF MINIMAL FLOOD HAZARD","5","Gravesend (West)"
"POINT (-73.89866900010064 40.740535001128436)","4","Queens","402","30","30","12","6","Queens Boulevard with 66 Street and BQE EB Entrance","Queens","2022-04-10T00:00:00.000","-73.898669","40.740535","X","AREA OF MINIMAL FLOOD HAZARD",,"Woodside"
"POINT (-73.8396430003894 40.88092900069996)","2","Bronx","212","12","83","36","15","Boston Road and Edson Avenue","Bronx","2021-03-30T00:00:00.000","-73.839643","40.880929","X","AREA OF MINIMAL FLOOD HAZARD",,"Eastchester-Edenwald-Baychester"
"POINT (-73.86559299974205 40.843767001014704)","2","Bronx","211","13","80","33","14","White Plains Road and Van Nest Avenue","Bronx","2022-10-31T00:00:00.000","-73.865593","40.843767","X","AREA OF MINIMAL FLOOD HAZARD",,"Pelham Parkway-Van Nest"
"POINT (-73.99490300049439 40.57287400128164)","3","Brooklyn","313","47","46","23","8","Surf Avenue and West 29 Street","Brooklyn","2018-03-01T00:00:00.000","-73.994903","40.572874","AE",,"1","Coney Island-Sea Gate"
"POINT (-74.12322099998157 40.62925000101575)","5","Staten Island","501","49","61","23","11","Clove Road and Delafield Avenue","Staten Island","2023-06-29T00:00:00.000","-74.123221","40.62925","X","AREA OF MINIMAL FLOOD HAZARD",,"Port Richmond"
"POINT (-73.82192600027264 40.75316700102065)","4","Queens","407","20","25","16","6","Kissena Boulevard and Elder Avenue","Queens","2016-11-29T00:00:00.000","-73.821926","40.753167","X","AREA OF MINIMAL FLOOD HAZARD","6","East Flushing"
"POINT (-73.97027399997495 40.80236400096853)","1","Manhattan","107","6","69","30","12","Riverside Drive and West 106 Street","Manhattan","2018-12-04T00:00:00.000","-73.970274","40.802364","X","AREA OF MINIMAL FLOOD HAZARD","4","Upper West Side-Manhattan Valley"
"POINT (-73.92776099975903 40.67488600086832)","3","Brooklyn","308","36","55","20","9","Rochester Avenue and Bergen Street","Brooklyn","2020-09-03T00:00:00.000","-73.927761","40.674886","X","AREA OF MINIMAL FLOOD HAZARD",,"Crown Heights (North)"
"POINT (-73.79760399970003 40.75874300126075)","4","Queens","407","19","26","16","6","Northern Boulevard and 169 Street","Queens","2023-04-19T00:00:00.000","-73.797604","40.758743","X","AREA OF MINIMAL FLOOD HAZARD",,"East Flushing"
"POINT (-74.0782580000578 40.62198900087235)","5","Staten Island","501","49","63","23","11","Tompkins Avenue and Hill Street","Staten Island","2015-10-19T00:00:00.000","-74.078258","40.621989","X","AREA OF MINIMAL FLOOD HAZARD",,"Tompkinsville-Stapleton-Clifton-Fox Hills"
"POINT (-73.85456499985087 40.700593001200915)","4","Queens","482","30","38","15","7","Woodhaven Boulevard and Forest Park Drive","Queens","2017-03-30T00:00:00.000","-73.854565","40.700593","X","AREA OF MINIMAL FLOOD HAZARD",,"Forest Park"
"POINT (-73.94276599945665 40.66206000094832)","3","Brooklyn","309","41","43","20","9","East New York Avenue and Kingston Avenue","Brooklyn","2021-02-18T00:00:00.000","-73.942766","40.66206","X","AREA OF MINIMAL FLOOD HAZARD",,"Prospect Lefferts Gardens-Wingate"
"POINT (-73.94391399977036 40.782928000983915)","1","Manhattan","111","8","68","29","13","East  96 Street and FDR Ramps / York Avenue","Manhattan","2022-11-08T00:00:00.000","-73.943914","40.782928","AE",,"2","East Harlem (South)"
"POINT (-73.8877760001627 40.837379000751056)","2","Bronx","203","17","79","32","15","Boston Road with Southern Boulevard and East 174 Street","Bronx","2023-06-10T00:00:00.000","-73.887776","40.837379","X","AREA OF MINIMAL FLOOD HAZARD",,"Crotona Park East"
"POINT (-73.73538299992805 40.717935000648296)","4","Queens","413","27","33","14","5","Springfield Boulevard and Amboy Lane","Queens","2020-06-13T00:00:00.000","-73.735383","40.717935","X","AREA OF MINIMAL FLOOD HAZARD",,"Queens Village"
"POINT (-74.00487099941658 40.709699000879866)","1","Manhattan","101","1","65","27","10","Gold Street and Beekman Street","Manhattan","2013-09-20T00:00:00.000","-74.004871","40.709699","X","AREA OF MINIMAL FLOOD HAZARD","5","Financial District-Battery Park City"
"POINT (-73.87055099997306 40.87152500128713)","2","Bronx","212","15","80","36","15","Bronx Park East and Burke Avenue","Bronx","2022-12-04T00:00:00.000","-73.870551","40.871525","X","AREA OF MINIMAL FLOOD HAZARD",,"Williamsbridge-Olinville"
"POINT (-73.78501900006424 40.666421001238405)","4","Queens","413","31","31","10","5","South Conduit Avenue and 153 Lane","Queens","2023-04-28T00:00:00.000","-73.785019","40.666421","X","AREA OF MINIMAL FLOOD HAZARD","3","Springfield Gardens (South)-Brookville"
"POINT (-73.89786499949946 40.821594001296226)","2","Bronx","202","17","85","32","14","Westchester Avenue and Rogers Place","Bronx","2022-07-12T00:00:00.000","-73.897865","40.821594","X","AREA OF MINIMAL FLOOD HAZARD",,"Longwood"
"POINT (-73.83688800015118 40.857292000967746)","2","Bronx","211","13","80","36","14","Pelham Parkway North S/R and Stillwell Avenue","Bronx","2023-05-10T00:00:00.000","-73.836888","40.857292","X","AREA OF MINIMAL FLOOD HAZARD","5","Pelham Gardens"
"POINT (-73.77551800027544 40.7146440008826)","4","Queens","408","27","29","11","5","Hillside Avenue and 187 Street / Chelsea Street","Queens","2021-10-06T00:00:00.000","-73.775518","40.714644","X","AREA OF MINIMAL FLOOD HAZARD",,"Hollis"
"POINT (-73.8605860000919 40.838684000720775)","2","Bronx","209","18","87","34","14","Aileen B Ryan Oval West and Unionport Road","Bronx","2022-07-01T00:00:00.000","-73.860586","40.838684","X","AREA OF MINIMAL FLOOD HAZARD",,"Parkchester"
"POINT (-74.01321100009956 40.70401800074643)","1","Manhattan","101","1","61","27","10","Whitehall street and Stone Street","Manhattan","2012-06-07T00:00:00.000","-74.013211","40.704018","X","AREA OF MINIMAL FLOOD HAZARD","3","Financial District-Battery Park City"
"POINT (-73.9679610002498 40.6837260012629)","3","Brooklyn","302","35","57","25","7","Fulton Street and Vanderbilt Avenue","Brooklyn","2022-02-09T00:00:00.000","-73.967961","40.683726","X","AREA OF MINIMAL FLOOD HAZARD",,"Clinton Hill"
"POINT (-73.84516199987003 40.7243010005831)","4","Queens","406","29","28","14","6","108 Street and  69 Road","Queens","2022-10-21T00:00:00.000","-73.845162","40.724301","X","AREA OF MINIMAL FLOOD HAZARD",,"Forest Hills"
"POINT (-73.98428199983907 40.76479100132271)","1","Manhattan","104","3","75","28","12","8 Avenue and West  54 Street","Manhattan","2020-07-23T00:00:00.000","-73.984282","40.764791","X","AREA OF MINIMAL FLOOD HAZARD",,"Midtown-Times Square"
"POINT (-73.9751510002873 40.65871800054605)","3","Brooklyn","355","39","44","20","10","Prospect Park Southwest and  11 Avenue","Brooklyn","2022-09-10T00:00:00.000","-73.975151","40.658718","X","AREA OF MINIMAL FLOOD HAZARD",,"Windsor Terrace-South Slope"
"POINT (-73.72111999951218 40.75628000083278)","4","Queens","413","23","26","11","3","Grand Central Parkway and 267 Street","Queens","2021-03-15T00:00:00.000","-73.72112","40.75628","X","AREA OF MINIMAL FLOOD HAZARD",,"Glen Oaks-Floral Park-New Hyde Park"
"POINT (-73.96384200015328 40.76531000123306)","1","Manhattan","108","4","73","28","12","3 Avenue and East  65 Street","Manhattan","2021-10-21T00:00:00.000","-73.963842","40.76531","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper East Side-Lenox Hill-Roosevelt Island"
"POINT (-73.92241099991996 40.74359300056261)","4","Queens","402","26","37","12","7","Queens Boulevard and  42 Street","Queens","2019-02-26T00:00:00.000","-73.922411","40.743593","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunnyside"
"POINT (-74.14794400057903 40.57561000051179)","5","Staten Island","502","50","62","24","11","Richmond Hill Road and Latourette Golf Course","Staten Island","2023-05-22T00:00:00.000","-74.147944","40.57561","X","AREA OF MINIMAL FLOOD HAZARD",,"Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights"
"POINT (-74.0779099994336 40.626937000629816)","5","Staten Island","501","49","61","23","11","Canal Street and Wright Street","Staten Island","2022-12-28T00:00:00.000","-74.07791","40.626937","X","AREA OF MINIMAL FLOOD HAZARD","2","Tompkinsville-Stapleton-Clifton-Fox Hills"
"POINT (-74.00122800000352 40.71635800104426)","1","Manhattan","101","1","65","27","10","Centre Street between Leonard Street and White Street","Manhattan","2017-01-26T00:00:00.000","-74.001228","40.716358","X","AREA OF MINIMAL FLOOD HAZARD","4","Tribeca-Civic Center"
"POINT (-73.91488399996891 40.75275500073054)","4","Queens","401","26","37","12","7","48 Street and 300' South Of Northern Boulevard","Queens","2022-09-24T00:00:00.000","-73.914884","40.752755","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunnyside Yards (North)"
"POINT (-73.89331600023526 40.76587300064771)","4","Queens","403","22","34","13","14","Astoria Boulevard South and BQE Exit and Boody Street","Queens","2023-03-21T00:00:00.000","-73.893316","40.765873","X","AREA OF MINIMAL FLOOD HAZARD","6","Jackson Heights"
"POINT (-73.94256200004014 40.79734100134692)","1","Manhattan","111","8","68","30","13","Lexington Avenue and East 114 Street","Manhattan","2018-04-03T00:00:00.000","-73.942562","40.797341","X","AREA OF MINIMAL FLOOD HAZARD","5","East Harlem (North)"
"POINT (-73.94876500025346 40.632016001047155)","3","Brooklyn","314","45","42","21","9","Campus Road and Hillel Place","Brooklyn","2015-08-07T00:00:00.000","-73.948765","40.632016","X","AREA OF MINIMAL FLOOD HAZARD","6","Flatbush"
"POINT (-73.89126999978092 40.67644000065218)","3","Brooklyn","305","37","54","19","7","Atlantic Avenue and Van Siclen Avenue","Brooklyn","2021-09-08T00:00:00.000","-73.89127","40.67644","X","AREA OF MINIMAL FLOOD HAZARD",,"East New York (North)"
"POINT (-73.93863700042306 40.750258000489126)","4","Queens","401","26","36","59","7","Queens Plaza North and  28 Street","Queens","2019-08-13T00:00:00.000","-73.938637","40.750258","X","AREA OF MINIMAL FLOOD HAZARD","6","Queensbridge-Ravenswood-Dutch Kills"
"POINT (-73.8460420003021 40.73709500114141)","4","Queens","406","29","35","13","6","Grand Central Parkway and  62 Drive","Queens","2020-04-28T00:00:00.000","-73.846042","40.737095","AE",,"2","Flushing Meadows-Corona Park"
"POINT (-73.96986899995254 40.63419500110689)","3","Brooklyn","312","40","44","21","9","18 Avenue and East   8 Street","Brooklyn","2021-01-13T00:00:00.000","-73.969869","40.634195","X","AREA OF MINIMAL FLOOD HAZARD",,"Kensington"
"POINT (-73.89025799965803 40.656612000610984)","3","Brooklyn","305","42","60","19","8","Stanley Avenue and Sheffield Avenue","Brooklyn","2020-10-07T00:00:00.000","-73.890258","40.656612","X","AREA OF MINIMAL FLOOD HAZARD","3","East New York-New Lots"
"POINT (-73.98033899984343 40.73044800119901)","1","Manhattan","106","4","74","59","12","Avenue A and East  14 Street","Manhattan","2022-09-19T00:00:00.000","-73.980339","40.730448","X","AREA OF MINIMAL FLOOD HAZARD","4","Stuyvesant Town-Peter Cooper Village"
"POINT (-73.85992600012888 40.75786400087765)","4","Queens","403","21","35","13","14","Northern Boulevard and 110 Street","Queens","2019-05-14T00:00:00.000","-73.859926","40.757864","X","AREA OF MINIMAL FLOOD HAZARD",,"North Corona"
"POINT (-73.7947889997163 40.76458800131118)","4","Queens","407","19","26","16","3","35 Avenue and 171 Street","Queens","2023-05-15T00:00:00.000","-73.794789","40.764588","X","AREA OF MINIMAL FLOOD HAZARD",,"Murray Hill-Broadway Flushing"
"POINT (-74.10660599991178 40.56877900075827)","5","Staten Island","502","50","64","24","11","New Dorp Lane and Mill Road","Staten Island","2023-04-06T00:00:00.000","-74.106606","40.568779","X","AREA OF MINIMAL FLOOD HAZARD","4","New Dorp-Midland Beach"
"POINT (-73.866538000203 40.7031220013232)","4","Queens","405","30","28","15","7","Myrtle Avenue and  82 Street","Queens","2015-10-30T00:00:00.000","-73.866538","40.703122","X","AREA OF MINIMAL FLOOD HAZARD",,"Glendale"
"POINT (-73.99065400057852 40.75848700073836)","1","Manhattan","104","3","75","47","12","West  43 Street and Between 8 Avenue and 9 Avenue","Manhattan","2022-12-14T00:00:00.000","-73.990654","40.758487","X","AREA OF MINIMAL FLOOD HAZARD",,"Hell's Kitchen"
"POINT (-73.9851920004719 40.76354500067285)","1","Manhattan","104","3","67","47","12","8 Avenue and West  52 Street","Manhattan","2019-10-14T00:00:00.000","-73.985192","40.763545","X","AREA OF MINIMAL FLOOD HAZARD",,"Hell's Kitchen"
"POINT (-73.73812999968087 40.713970001364096)","4","Queens","413","27","33","14","5","Hempstead Avenue and 218 Street","Queens","2021-06-04T00:00:00.000","-73.73813","40.71397","X","AREA OF MINIMAL FLOOD HAZARD",,"Queens Village"
"POINT (-73.99613499980326 40.76729100055094)","1","Manhattan","104","3","67","47","12","12 Avenue and West  51 Street.","Manhattan","2023-06-01T00:00:00.000","-73.996135","40.767291","X","AREA OF MINIMAL FLOOD HAZARD","3","Hell's Kitchen"
"POINT (-74.19275100046202 40.55408600072376)","5","Staten Island","503","51","62","24","11","Arden Avenue and Nedra Lane","Staten Island","2022-08-02T00:00:00.000","-74.192751","40.554086","X","AREA OF MINIMAL FLOOD HAZARD",,"Arden Heights-Rossville"
"POINT (-73.91397199986928 40.88642200134307)","2","Bronx","208","11","81","33","15","Independence Avenue and West 235 Street","Bronx","2022-03-02T00:00:00.000","-73.913972","40.886422","X","AREA OF MINIMAL FLOOD HAZARD",,"Riverdale-Spuyten Duyvil"
"POINT (-73.88908899989237 40.755170000903824)","4","Queens","403","25","34","13","6","Northern Boulevard and  78 Street","Queens","2020-03-23T00:00:00.000","-73.889089","40.75517","X","AREA OF MINIMAL FLOOD HAZARD",,"Jackson Heights"
"POINT (-73.99044699951763 40.69373500099653)","3","Brooklyn","302","33","52","26","10","Cadman Plaza West and Montague Street","Brooklyn","2013-04-11T00:00:00.000","-73.990447","40.693735","X","AREA OF MINIMAL FLOOD HAZARD",,"Downtown Brooklyn-DUMBO-Boerum Hill"
"POINT (-73.8078319997929 40.786804001185914)","4","Queens","407","19","27","11","3","Cross Island Parkway Service Road with 154 Street and Cryders Lane","Queens","2023-04-15T00:00:00.000","-73.807832","40.786804","X","AREA OF MINIMAL FLOOD HAZARD",,"Whitestone-Beechhurst"
