"title_description","o_c_or_prom","list_title_code","exam_no","list_agency_code","agency_desc","list_div_code","list_est_date","aac_cnt","aol_cnt","dce_cnt","dea_cnt","dlx_cnt","fra_cnt","frh_cnt","fri_cnt","frm_cnt","frp_cnt","ftr_cnt","nfp_cnt","nle_cnt","ova_cnt","rli_cnt","tin_cnt","unf_cnt","appt_cnt","cns_cnt","cns_restored_cnt","elig_restored_cnt"
"BOOKKEEPER","Open Competitive","40526","5015","000",,,"2016-04-27T00:00:00.000","0","0","0","44","0","2","0","0","0","0","262","9","0","0","1","0","0","9","0","0","28"
"BRIDGE OPERATOR","Open Competitive","91110","8025","000",,,"2018-07-05T00:00:00.000","0","0","0","1","0","0","0","0","0","0","16","0","0","0","0","0","0","3","6","0","3"
"BUS MAINTAINER - GROUP A","Open Competitive","92515","4605","000",,,"2016-05-18T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","1"
"BUS MAINTAINER - GROUP A","Open Competitive","92515","8617","000",,,"2019-08-14T00:00:00.000","0","0","0","2","0","0","0","0","7","0","10","0","0","0","0","0","0","18","2","0","6"
"BUS MAINTAINER - GROUP B","Open Competitive","92516","4601","000",,,"2016-05-11T00:00:00.000","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","1","1","0","3"
"BUS OPERATOR","Open Competitive","91203","4600","000",,,"2016-01-06T00:00:00.000","0","0","0","37","0","1","0","0","121","0","326","0","0","0","0","0","0","128","45","0","190"
"BUS OPERATOR","Open Competitive","91203","7612","000",,,"2018-10-17T00:00:00.000","0","0","0","88","0","1","0","0","187","0","710","0","0","0","0","0","0","242","58","2","79"
"BUSINESS PROMOTION COORDINATOR","Open Competitive","60860","8026","000",,,"2019-01-30T00:00:00.000","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","66","0","0","0"
"CALL CENTER REPRESENTATIVE","Open Competitive","10260","6057","000",,,"2017-07-12T00:00:00.000","0","0","0","56","0","2","0","0","0","0","344","0","0","0","0","0","0","62","8","0","35"
"CALL CENTER REPRESENTATIVE","Open Competitive","10260","9021","000",,,"2019-08-14T00:00:00.000","0","0","0","26","0","3","0","0","0","0","104","0","0","0","0","0","0","33","4","0","2"
"CAPTAIN (FIRE)","Promotional","70365","5507","057","FIRE DEPARTMENT",,"2016-08-24T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","117","0","0","0"
"CAR INSPECTOR","Open Competitive","33716","6612","000",,,"2018-06-20T00:00:00.000","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","0","3"
"CAR INSPECTOR","Open Competitive","33716","7615","000",,,"2019-04-17T00:00:00.000","0","6","0","8","0","0","0","0","8","0","107","0","0","0","0","0","0","130","2","0","2"
"CARPENTER","Open Competitive","92005","4024","000",,,"2015-09-23T00:00:00.000","0","0","0","2","0","1","0","0","0","0","32","0","0","0","0","0","0","5","0","0","17"
"CASEWORKER","Open Competitive","52304","2307","000",,,"2015-04-08T00:00:00.000","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","1","0","0","5"
"CASEWORKER","Open Competitive","52304","2314","000",,,"2017-06-07T00:00:00.000","0","0","0","2","0","1","0","0","0","0","13","0","0","0","0","0","0","2","0","0","9"
"CASEWORKER","Open Competitive","52304","2321","000",,,"2018-01-31T00:00:00.000","0","0","0","1","0","0","0","0","0","0","18","2","0","0","0","0","0","0","0","0","7"
"CASEWORKER","Open Competitive","52304","3337","000",,,"2018-08-22T00:00:00.000","0","0","0","50","0","5","0","0","0","0","425","13","0","0","0","0","0","27","0","0","39"
"CASEWORKER","Open Competitive","52304","3338","000",,,"2019-04-17T00:00:00.000","0","13","0","126","0","19","0","0","0","0","1163","72","0","0","0","0","0","53","0","0","59"
"CASHIER","Open Competitive","10605","2031","000",,,"2014-04-16T00:00:00.000","0","0","0","21","0","0","0","0","0","0","130","0","0","0","0","0","0","2","7","0","12"
"CEMENT MASON","Open Competitive","92210","8027","000",,,"2018-09-19T00:00:00.000","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","14","0","0","1"
"CERTIFIED IT ADMINISTRATOR (LAN/WAN)","Open Competitive","13652","6049","000",,,"2017-03-01T00:00:00.000","0","0","0","4","0","0","0","0","0","0","37","1","0","0","0","0","0","12","0","0","38"
"CERTIFIED IT DEVELOPER (APPLICATIONS)","Open Competitive","13643","8062","000",,,"2019-06-12T00:00:00.000","0","0","0","46","0","6","0","0","0","0","206","2","0","0","0","0","0","179","0","0","65"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","2332","000",,,"2015-11-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","2348","000",,,"2016-03-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","3340","000",,,"2016-03-03T00:00:00.000","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","2","2","0","3"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","3341","000",,,"2016-05-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","3"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","3342","000",,,"2016-05-05T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","5"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","4317","000",,,"2016-05-06T00:00:00.000","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","4"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","6337","000",,,"2017-06-28T00:00:00.000","0","0","0","2","0","1","0","0","0","0","20","4","0","0","0","0","0","5","2","0","28"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","7300","000",,,"2017-08-23T00:00:00.000","0","0","0","2","0","0","0","0","0","0","27","1","0","0","0","0","0","10","3","0","29"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","7308","000",,,"2018-01-31T00:00:00.000","0","0","0","3","0","0","0","0","0","0","27","0","0","0","0","0","0","13","3","1","18"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","8307","000",,,"2018-02-21T00:00:00.000","0","0","0","3","0","3","0","0","0","0","21","0","0","0","0","0","0","10","3","0","16"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","8317","000",,,"2018-09-12T00:00:00.000","0","0","0","25","0","14","0","0","0","0","205","7","0","0","0","0","0","89","19","1","24"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","8325","000",,,"2018-09-13T00:00:00.000","0","0","0","17","0","11","0","0","0","0","226","5","0","0","0","0","0","88","17","1","31"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","8337","000",,,"2019-01-30T00:00:00.000","0","0","0","27","0","21","0","0","0","0","294","11","0","0","0","0","0","138","35","5","48"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","9301","000",,,"2019-02-20T00:00:00.000","0","0","0","17","0","21","0","0","0","0","177","4","0","0","0","0","0","74","13","0","21"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","9304","000",,,"2019-07-31T00:00:00.000","0","0","0","25","0","10","0","0","0","0","180","8","0","0","0","0","0","59","12","8","14"
"CHILD PROTECTIVE SPECIALIST","Open Competitive","52366","9308","000",,,"2019-08-01T00:00:00.000","0","0","0","20","0","5","0","0","0","0","209","15","0","0","0","0","0","49","20","12","0"
"CHILD PROTECTIVE SPECIALIST SUPERVISOR","Promotional","52367","6508","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2017-07-26T00:00:00.000","0","0","0","14","0","1","0","0","0","0","37","0","2","0","0","0","0","40","9","6","27"
"CITY PLANNER","Open Competitive","22122","6067","000",,,"2017-06-21T00:00:00.000","0","0","0","7","0","0","0","0","0","0","94","0","0","0","1","0","0","36","0","0","12"
"CITY PLANNING TECHNICIAN","Open Competitive","22121","6005","000",,,"2016-11-23T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"CITY TAX AUDITOR","Open Competitive","40523","7030","000",,,"2018-05-23T00:00:00.000","0","1","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","122","2","0","0"
"CIVIL ENGINEER","Open Competitive","20215","7037","000",,,"2017-07-12T00:00:00.000","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","5"
"CLERICAL AIDE","Open Competitive","10250","5002","000",,,"2015-12-02T00:00:00.000","0","0","0","27","0","3","0","0","0","0","148","0","0","0","1","0","0","8","0","0","11"
"CLERICAL ASSOCIATE","Open Competitive","10251","3016","000",,,"2013-12-24T00:00:00.000","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","2","0","0","2"
"CLERICAL ASSOCIATE","Open Competitive","10251","8003","000",,,"2018-11-28T00:00:00.000","0","0","1","471","0","29","0","0","0","0","4433","38","0","0","1","0","0","679","0","0","217"
"CLERICAL ASSOCIATE","Promotional","10251","8507","040","DEPARTMENT OF EDUCATION",,"2018-10-31T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"CLERICAL ASSOCIATE","Promotional","10251","8507","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2018-10-31T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"CLERICAL ASSOCIATE","Promotional","10251","8507","827","DEPARTMENT OF SANITATION",,"2018-10-31T00:00:00.000","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","3"
"COLLECTING AGENT","Open Competitive","41111","2616","000",,,"2014-10-15T00:00:00.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",,,,
"COLLECTING AGENT","Open Competitive","41111","9601","000",,,"2019-09-18T00:00:00.000","0","0","0","1","0","0","0","0","1","0","39","0","0","0","0","0","0","8","1","0","0"
"COMPUTER AIDE","Open Competitive","13620","4021","000",,,"2015-07-29T00:00:00.000","0","0","0","8","0","1","0","0","0","0","108","0","0","0","0","0","0","8","0","0","4"
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","040","DEPARTMENT OF EDUCATION",,"2019-01-16T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2019-01-16T00:00:00.000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0"
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2019-01-16T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE",,"2019-01-16T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","9","2","0","0"
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2019-01-16T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"COMPUTER ASSOCIATE (SOFTWARE)","Open Competitive","13631","7002","000",,,"2017-10-25T00:00:00.000","0","0","0","16","0","5","0","0","0","0","120","2","0","0","0","0","0","41","0","0","31"
"COMPUTER ASSOCIATE (SOFTWARE)","Promotional","13631","7507","040","DEPARTMENT OF EDUCATION",,"2017-10-25T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"COMPUTER ASSOCIATE (TECHNICAL SUPPORT)","Open Competitive","13611","7003","000",,,"2017-10-25T00:00:00.000","0","0","0","8","0","0","0","0","0","0","22","0","0","0","0","0","0","17","0","0","31"
"COMPUTER ASSOCIATE (TECHNICAL SUPPORT)","Promotional","13611","7508","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2017-10-25T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"COMPUTER PROGRAMMER ANALYST","Open Competitive","13651","7004","000",,,"2017-10-25T00:00:00.000","0","0","0","7","0","2","0","0","0","0","48","0","0","0","0","0","0","20","0","0","5"
"COMPUTER SERVICE TECHNICIAN","Open Competitive","13615","5018","000",,,"2017-06-14T00:00:00.000","0","0","0","3","0","0","0","0","0","0","21","1","0","0","0","0","0","0","0","0","12"
"COMPUTER SPECIALIST (OPERATIONS)","Promotional","13622","8532","040","DEPARTMENT OF EDUCATION",,"2018-11-21T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",,,,
"COMPUTER SPECIALIST (OPERATIONS)","Promotional","13622","8532","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2018-11-21T00:00:00.000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"COMPUTER SPECIALIST (SOFTWARE)","Open Competitive","13632","7005","000",,,"2018-05-16T00:00:00.000","0","1","0","41","0","13","0","0","0","0","590","3","0","0","2","0","0","78","0","0","147"
"COMPUTER SPECIALIST (SOFTWARE)","Promotional","13632","7510","040","DEPARTMENT OF EDUCATION",,"2017-10-25T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","025","LAW DEPARTMENT",,"2019-10-09T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","056","POLICE DEPARTMENT",,"2019-10-09T00:00:00.000","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2019-10-09T00:00:00.000","0","0","0","7","0","0","0","0","0","0","2","0","1","0","0","0","0","5","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2019-10-09T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","072","DEPARTMENT OF CORRECTION",,"2019-10-09T00:00:00.000","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","125","DEPARTMENT FOR THE AGING",,"2019-10-09T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","127","FINANCIAL INFORMATION SERVICES AGENCY",,"2019-10-09T00:00:00.000","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","131","OFFICE OF PAYROLL ADMINISTRATION",,"2019-10-09T00:00:00.000","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","156","TAXI AND LIMOUSINE COMMISSION",,"2019-10-09T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","806","HOUSING PRESERVATION & DEVELOPMENT",,"2019-10-09T00:00:00.000","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE",,"2019-10-09T00:00:00.000","0","0","0","10","0","0","0","0","0","0","10","0","4","0","0","0","0","11","1","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2019-10-09T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","827","DEPARTMENT OF SANITATION",,"2019-10-09T00:00:00.000","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","866","DEPARTMENT OF CONSUMER AFFAIRS",,"2019-10-09T00:00:00.000","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","868","DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",,"2019-10-09T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","996","N.Y.C. HOUSING AUTHORITY",,"2019-10-09T00:00:00.000","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"CONDUCTOR","Promotional","91207","5716","998","N.Y.C. TRANSIT AUTHORITY",,"2017-02-01T00:00:00.000","0","0","0","3","0","0","0","0","3","0","1","0","0","0","0","0","0","2","3","0","8"
"CONDUCTOR","Open Competitive","91207","6601","000",,,"2018-02-14T00:00:00.000","0","0","0","39","0","1","0","0","105","0","508","0","0","0","0","0","0","178","24","0","63"
"CONSTRUCTION LABORER","Promotional","90756","8522","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2018-10-10T00:00:00.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","50","0","0","0"
"CONSTRUCTION PROJECT MANAGER INTERN","Open Competitive","34201","6043","000",,,"2017-08-30T00:00:00.000","0","0","0","6","0","0","0","0","0","0","13","1","0","0","0","0","0","14","0","0","7"
"CONTRACT SPECIALIST","Open Competitive","40561","4080","000",,,"2015-08-26T00:00:00.000","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0",,,,
"CORRECTION OFFICER","Open Competitive","70410","3300","000",,,"2015-05-27T00:00:00.000","0","0","0","4","0","0","0","2","3","0","0","0","0","0","0","0","0","2","0","0","2"
"CORRECTION OFFICER","Open Competitive","70410","3301","000",,,"2015-05-28T00:00:00.000","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"CORRECTION OFFICER","Open Competitive","70410","3302","000",,,"2015-05-29T00:00:00.000","0","0","0","3","0","0","0","3","2","2","0","0","0","0","0","0","0","1","0","0","3"
"CORRECTION OFFICER","Open Competitive","70410","3303","000",,,"2015-06-03T00:00:00.000","0","0","0","2","0","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0","4"
"CORRECTION OFFICER","Open Competitive","70410","4303","000",,,"2015-09-23T00:00:00.000","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","7"
"CORRECTION OFFICER","Open Competitive","70410","4311","000",,,"2015-09-24T00:00:00.000","0","0","0","5","0","0","0","2","2","1","0","0","0","0","0","0","0","1","0","0","7"
"CORRECTION OFFICER","Open Competitive","70410","4318","000",,,"2015-11-04T00:00:00.000","0","0","0","4","0","0","0","4","2","1","0","0","0","0","0","0","0","1","0","0","7"
"CORRECTION OFFICER","Open Competitive","70410","4327","000",,,"2015-11-05T00:00:00.000","0","0","0","4","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","7"
"CORRECTION OFFICER","Open Competitive","70410","6308","000",,,"2016-03-02T00:00:00.000","0","0","0","20","0","0","0","5","6","1","0","0","0","0","0","0","0","7","0","0","51"
"CORRECTION OFFICER","Open Competitive","70410","6315","000",,,"2016-06-15T00:00:00.000","0","0","0","19","0","0","0","14","17","4","0","0","0","0","0","0","0","8","1","0","49"
"CORRECTION OFFICER","Open Competitive","70410","6325","000",,,"2016-09-21T00:00:00.000","0","0","0","8","0","0","0","2","6","0","0","0","0","0","0","0","0","3","0","0","20"
"CORRECTION OFFICER","Open Competitive","70410","6332","000",,,"2016-09-22T00:00:00.000","0","0","0","14","0","0","0","5","9","3","0","0","0","0","0","0","0","8","0","0","52"
"CORRECTION OFFICER","Open Competitive","70410","7320","000",,,"2017-01-11T00:00:00.000","0","0","0","16","0","0","0","9","13","0","0","0","0","0","0","0","0","7","1","0","30"
"CORRECTION OFFICER","Open Competitive","70410","7322","000",,,"2017-05-17T00:00:00.000","0","0","0","13","0","0","0","3","4","0","0","0","0","0","0","0","0","8","0","0","18"
"CORRECTION OFFICER","Open Competitive","70410","7324","000",,,"2017-09-20T00:00:00.000","0","0","0","11","0","0","0","6","9","0","0","0","0","0","0","0","0","9","0","0","31"
"CORRECTION OFFICER","Open Competitive","70410","7327","000",,,"2017-10-25T00:00:00.000","0","0","0","11","0","0","0","6","8","1","0","0","0","0","0","0","0","5","0","0","35"
"CORRECTION OFFICER","Open Competitive","70410","7329","000",,,"2017-02-15T00:00:00.000","0","0","0","16","0","0","0","6","5","3","0","0","0","0","0","0","0","6","3","0","30"
"CORRECTION OFFICER","Open Competitive","70410","7331","000",,,"2017-09-21T00:00:00.000","0","0","0","15","0","0","0","4","5","0","0","0","0","0","0","0","0","6","1","0","42"
